"ple0180","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2018","Employed","East Germany","113","0.0366739237464801","0.0304308415250079","0.0429170059679523"
"Two to three days a week","2018","Not Employed","West Germany","1513","0.258535157704672","0.247643040521979","0.269427274887366"
"Two to three days a week","2018","Not Employed","East Germany","604","0.302728131968497","0.282475931451723","0.32298033248527"
"Two to three days a week","2018","Employed","West Germany","2475","0.18480663724129","0.178335695983749","0.191277578498832"
"Two to three days a week","2018","Employed","East Germany","791","0.230967231540268","0.216968737564183","0.244965725516353"
"Two to four days a month","2018","Not Employed","West Germany","2853","0.462335898694154","0.449932475929977","0.474739321458331"
"Two to four days a month","2018","Not Employed","East Germany","869","0.446332145174081","0.424419313921265","0.468244976426898"
"Two to four days a month","2018","Employed","West Germany","6648","0.473328756922588","0.465004804181462","0.481652709663715"
"Two to four days a month","2018","Employed","East Germany","1602","0.448405795318327","0.431886969896454","0.464924620740201"
"Once a month or less","2018","Not Employed","West Germany","1108","0.170309498140265","0.160957924198547","0.179661072081983"
"Once a month or less","2018","Not Employed","East Germany","287","0.133964403175831","0.118950025542559","0.148978780809103"
"Once a month or less","2018","Employed","West Germany","3132","0.226224418987683","0.219249235953842","0.233199602021525"
"Once a month or less","2018","Employed","East Germany","743","0.2044757011815","0.191079511587022","0.217871890775978"
"Never","2018","Not Employed","West Germany","452","0.0586926541982449","0.052845227085998","0.0645400813104918"
"Never","2018","Not Employed","East Germany","91","0.0438333394034637","0.034809032972761","0.0528576458341663"
"Never","2018","Employed","West Germany","1083","0.0761933363170171","0.0717702297997832","0.0806164428342509"
"Never","2018","Employed","East Germany","204","0.0677568091032793","0.0594089561516469","0.0761046620549118"
