"ple0180","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","in school","","","",""
"Daily","2016","Not Employed","inadequately","4","","",""
"Daily","2016","Not Employed","general elemantary","15","","",""
"Daily","2016","Not Employed","middle vocational","44","0.0134056305090463","0.0097442790049242","0.0170669820131684"
"Daily","2016","Not Employed","vocational + Abi","3","","",""
"Daily","2016","Not Employed","higher vocational","9","","",""
"Daily","2016","Not Employed","higher education","17","","",""
"Daily","2016","Employed","in school","","","",""
"Daily","2016","Employed","inadequately","6","","",""
"Daily","2016","Employed","general elemantary","13","","",""
"Daily","2016","Employed","middle vocational","58","0.00874320279418122","0.00657286074025676","0.0109135448481057"
"Daily","2016","Employed","vocational + Abi","18","","",""
"Daily","2016","Employed","higher vocational","4","","",""
"Daily","2016","Employed","higher education","21","","",""
"Four to six days a week","2016","Not Employed","in school","6","","",""
"Four to six days a week","2016","Not Employed","inadequately","10","","",""
"Four to six days a week","2016","Not Employed","general elemantary","34","0.022869257379321","0.0145219749723843","0.0312165397862576"
"Four to six days a week","2016","Not Employed","middle vocational","131","0.0380353817463594","0.0319455972375123","0.0441251662552065"
"Four to six days a week","2016","Not Employed","vocational + Abi","8","","",""
"Four to six days a week","2016","Not Employed","higher vocational","14","","",""
"Four to six days a week","2016","Not Employed","higher education","59","0.0445939314066584","0.0340886087909381","0.0550992540223786"
"Four to six days a week","2016","Employed","in school","","","",""
"Four to six days a week","2016","Employed","inadequately","11","","",""
"Four to six days a week","2016","Employed","general elemantary","50","0.0403703411976786","0.0297482815894805","0.0509924008058766"
"Four to six days a week","2016","Employed","middle vocational","216","0.0334972709833127","0.029302521046144","0.0376920209204815"
"Four to six days a week","2016","Employed","vocational + Abi","48","0.0405089289730552","0.0309760263118994","0.050041831634211"
"Four to six days a week","2016","Employed","higher vocational","35","0.0454070239630127","0.0324053098518036","0.0584087380742217"
"Four to six days a week","2016","Employed","higher education","111","0.0288295130787122","0.0238650519817807","0.0337939741756436"
"Two to three days a week","2016","Not Employed","in school","35","0.117806060058178","0.0787702410040408","0.156841879112316"
"Two to three days a week","2016","Not Employed","inadequately","56","0.288498134277329","0.228078131413648","0.348918137141011"
"Two to three days a week","2016","Not Employed","general elemantary","350","0.309179198547305","0.283372611417465","0.334985785677146"
"Two to three days a week","2016","Not Employed","middle vocational","1081","0.294830387158773","0.280313904417028","0.309346869900518"
"Two to three days a week","2016","Not Employed","vocational + Abi","120","0.422492749183269","0.372431620090925","0.472553878275613"
"Two to three days a week","2016","Not Employed","higher vocational","124","0.280745309446807","0.23665336525178","0.324837253641834"
"Two to three days a week","2016","Not Employed","higher education","468","0.299757936245322","0.276440169250208","0.323075703240436"
"Two to three days a week","2016","Employed","in school","11","","",""
"Two to three days a week","2016","Employed","inadequately","37","0.202923287020605","0.14481271046794","0.261033863573269"
"Two to three days a week","2016","Employed","general elemantary","263","0.194811348177358","0.173437553069137","0.216185143285578"
"Two to three days a week","2016","Employed","middle vocational","1397","0.207222693148703","0.197773514010512","0.216671872286895"
"Two to three days a week","2016","Employed","vocational + Abi","336","0.218681013004921","0.198693947446458","0.238668078563384"
"Two to three days a week","2016","Employed","higher vocational","240","0.226639358907609","0.200494357166502","0.252784360648715"
"Two to three days a week","2016","Employed","higher education","953","0.220252408078275","0.207956996417911","0.232547819738639"
"Two to four days a month","2016","Not Employed","in school","113","0.447773533642997","0.387561227086545","0.507985840199449"
"Two to four days a month","2016","Not Employed","inadequately","71","0.34621850486929","0.282771274950231","0.409665734788348"
"Two to four days a month","2016","Not Employed","general elemantary","484","0.412452687374956","0.384964175587504","0.439941199162408"
"Two to four days a month","2016","Not Employed","middle vocational","1755","0.456962037220447","0.441102750796386","0.472821323644509"
"Two to four days a month","2016","Not Employed","vocational + Abi","170","0.380271081657704","0.331071680014922","0.429470483300487"
"Two to four days a month","2016","Not Employed","higher vocational","175","0.460005489152887","0.411102227839859","0.508908750465914"
"Two to four days a month","2016","Not Employed","higher education","668","0.439346559105845","0.414086848179113","0.464606270032576"
"Two to four days a month","2016","Employed","in school","27","","",""
"Two to four days a month","2016","Employed","inadequately","67","0.370600418323792","0.300816499049069","0.440384337598515"
"Two to four days a month","2016","Employed","general elemantary","528","0.393788030296639","0.367420515255593","0.420155545337684"
"Two to four days a month","2016","Employed","middle vocational","3300","0.45158658454173","0.439984811336718","0.463188357746743"
"Two to four days a month","2016","Employed","vocational + Abi","815","0.480742365717079","0.456583477038551","0.504901254395607"
"Two to four days a month","2016","Employed","higher vocational","489","0.490627804200419","0.45940846750566","0.521847140895177"
"Two to four days a month","2016","Employed","higher education","2304","0.5118433874401","0.497012953563489","0.526673821316712"
"Once a month or less","2016","Not Employed","in school","70","0.28853853850885","0.233676107301599","0.3434009697161"
"Once a month or less","2016","Not Employed","inadequately","58","0.253732432534946","0.195701908707955","0.311762956361937"
"Once a month or less","2016","Not Employed","general elemantary","251","0.18929904096728","0.167424079969763","0.211174001964798"
"Once a month or less","2016","Not Employed","middle vocational","573","0.148107856648532","0.136799230654649","0.159416482642416"
"Once a month or less","2016","Not Employed","vocational + Abi","53","0.117188432037297","0.0845906036294292","0.149786260445164"
"Once a month or less","2016","Not Employed","higher vocational","61","0.157964579891153","0.122179113495172","0.193750046287134"
"Once a month or less","2016","Not Employed","higher education","204","0.143663659398724","0.125812223073914","0.161515095723533"
"Once a month or less","2016","Employed","in school","14","","",""
"Once a month or less","2016","Employed","inadequately","49","0.259191642448248","0.1958772253348","0.322506059561697"
"Once a month or less","2016","Employed","general elemantary","329","0.260731603099006","0.237038409607496","0.284424796590515"
"Once a month or less","2016","Employed","middle vocational","1649","0.235903295686415","0.226005442949393","0.245801148423438"
"Once a month or less","2016","Employed","vocational + Abi","326","0.18975954543038","0.170799556186365","0.208719534674396"
"Once a month or less","2016","Employed","higher vocational","167","0.174345934450211","0.150652121810689","0.198039747089733"
"Once a month or less","2016","Employed","higher education","735","0.17026935559859","0.159117618270643","0.181421092926537"
"Never","2016","Not Employed","in school","38","0.135422607114115","0.093989741797444","0.176855472430785"
