"ple0180","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Two to four days a month","2016","Couple + C. GT 16 ","Male","634","0.457016136077783","0.430579868755709","0.483452403399858"
"Two to four days a month","2016","Couple + C. GT 16 ","Female","628","0.471942099773852","0.445183245166188","0.498700954381516"
"Two to four days a month","2016","Couple + C. LE and GT 16","Male","495","0.473494465751619","0.443163820456217","0.503825111047021"
"Two to four days a month","2016","Couple + C. LE and GT 16","Female","477","0.482000004438916","0.451573181134801","0.512426827743031"
"Once a month or less","2016","1-pers.-HH","Male","292","0.198645850205883","0.178180289077756","0.219111411334011"
"Once a month or less","2016","1-pers.-HH","Female","374","0.186223670723535","0.168989514579969","0.203457826867101"
"Once a month or less","2016","(Married) couple without C. ","Male","552","0.171736723864723","0.15938575320285","0.184087694526596"
"Once a month or less","2016","(Married) couple without C. ","Female","605","0.177950040458165","0.165569203273714","0.190330877642616"
"Once a month or less","2016","Single parent ","Male","147","0.259013753980749","0.22030296471035","0.297724543251148"
"Once a month or less","2016","Single parent ","Female","401","0.235665415518314","0.215124686692764","0.256206144343865"
"Once a month or less","2016","Couple + C. LE 16 ","Male","530","0.190238787815364","0.175486087942484","0.204991487688243"
"Once a month or less","2016","Couple + C. LE 16 ","Female","601","0.184281629094283","0.170499305506665","0.198063952681902"
"Once a month or less","2016","Couple + C. GT 16 ","Male","313","0.234594758707771","0.212107020630878","0.257082496784665"
"Once a month or less","2016","Couple + C. GT 16 ","Female","275","0.204394336420659","0.182778813357812","0.226009859483506"
"Once a month or less","2016","Couple + C. LE and GT 16","Male","229","0.229950064824013","0.204387823017118","0.255512306630908"
"Once a month or less","2016","Couple + C. LE and GT 16","Female","234","0.234778982113509","0.208968788283332","0.260589175943685"
"Never","2016","1-pers.-HH","Male","112","0.08093207900351","0.0669424623044096","0.0949216957026103"
"Never","2016","1-pers.-HH","Female","146","0.0814996615487394","0.0693870547788874","0.0936122683185915"
"Never","2016","(Married) couple without C. ","Male","143","0.0380721064915115","0.0318051019022515","0.0443391110807716"
"Never","2016","(Married) couple without C. ","Female","175","0.0434173851567532","0.0368204086930985","0.050014361620408"
"Never","2016","Single parent ","Male","39","0.0813897503386511","0.0572286871464597","0.105550813530842"
"Never","2016","Single parent ","Female","158","0.0811347096696092","0.067920066713612","0.0943493526256063"
"Never","2016","Couple + C. LE 16 ","Male","156","0.0627661449683611","0.0536496016700045","0.0718826882667178"
"Never","2016","Couple + C. LE 16 ","Female","199","0.0734600520012502","0.0641860114760189","0.0827340925264815"
"Never","2016","Couple + C. GT 16 ","Male","89","0.0556075041112525","0.0434460957700479","0.0677689124524571"
"Never","2016","Couple + C. GT 16 ","Female","107","0.0793152256641751","0.0648303040259432","0.0938001473024071"
"Never","2016","Couple + C. LE and GT 16","Male","66","0.0601235570470902","0.0456831165336434","0.0745639975605369"
"Never","2016","Couple + C. LE and GT 16","Female","92","0.0650246213328041","0.0500102477916168","0.0800389948739915"
"Daily","2017","1-pers.-HH","Male","","","",""
"Daily","2017","1-pers.-HH","Female","","","",""
"Daily","2017","(Married) couple without C. ","Male","","","",""
"Daily","2017","(Married) couple without C. ","Female","","","",""
"Daily","2017","Single parent ","Male","","","",""
"Daily","2017","Single parent ","Female","","","",""
"Daily","2017","Couple + C. LE 16 ","Male","","","",""
"Daily","2017","Couple + C. LE 16 ","Female","","","",""
"Daily","2017","Couple + C. GT 16 ","Male","","","",""
"Daily","2017","Couple + C. GT 16 ","Female","","","",""
"Daily","2017","Couple + C. LE and GT 16","Male","","","",""
"Daily","2017","Couple + C. LE and GT 16","Female","","","",""
"Four to six days a week","2017","1-pers.-HH","Male","","","",""
"Four to six days a week","2017","1-pers.-HH","Female","","","",""
"Four to six days a week","2017","(Married) couple without C. ","Male","","","",""
"Four to six days a week","2017","(Married) couple without C. ","Female","","","",""
"Four to six days a week","2017","Single parent ","Male","","","",""
"Four to six days a week","2017","Single parent ","Female","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","Male","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","Female","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","Male","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","Female","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","Male","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","Female","","","",""
"Two to three days a week","2017","1-pers.-HH","Male","","","",""
"Two to three days a week","2017","1-pers.-HH","Female","","","",""
"Two to three days a week","2017","(Married) couple without C. ","Male","","","",""
"Two to three days a week","2017","(Married) couple without C. ","Female","","","",""
"Two to three days a week","2017","Single parent ","Male","","","",""
"Two to three days a week","2017","Single parent ","Female","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","Male","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","Female","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","Male","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","Female","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","Male","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","Female","","","",""
"Two to four days a month","2017","1-pers.-HH","Male","","","",""
"Two to four days a month","2017","1-pers.-HH","Female","","","",""
"Two to four days a month","2017","(Married) couple without C. ","Male","","","",""
"Two to four days a month","2017","(Married) couple without C. ","Female","","","",""
"Two to four days a month","2017","Single parent ","Male","","","",""
"Two to four days a month","2017","Single parent ","Female","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","Male","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","Female","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","Male","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","Female","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","Male","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","Female","","","",""
"Once a month or less","2017","1-pers.-HH","Male","","","",""
"Once a month or less","2017","1-pers.-HH","Female","","","",""
"Once a month or less","2017","(Married) couple without C. ","Male","","","",""
"Once a month or less","2017","(Married) couple without C. ","Female","","","",""
"Once a month or less","2017","Single parent ","Male","","","",""
"Once a month or less","2017","Single parent ","Female","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","Male","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","Female","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","Male","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","Female","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","Male","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","Female","","","",""
"Never","2017","1-pers.-HH","Male","","","",""
"Never","2017","1-pers.-HH","Female","","","",""
"Never","2017","(Married) couple without C. ","Male","","","",""
"Never","2017","(Married) couple without C. ","Female","","","",""
"Never","2017","Single parent ","Male","","","",""
"Never","2017","Single parent ","Female","","","",""
"Never","2017","Couple + C. LE 16 ","Male","","","",""
"Never","2017","Couple + C. LE 16 ","Female","","","",""
"Never","2017","Couple + C. GT 16 ","Male","","","",""
"Never","2017","Couple + C. GT 16 ","Female","","","",""
"Never","2017","Couple + C. LE and GT 16","Male","","","",""
"Never","2017","Couple + C. LE and GT 16","Female","","","",""
"Daily","2018","1-pers.-HH","Male","18","","",""
"Daily","2018","1-pers.-HH","Female","10","","",""
"Daily","2018","(Married) couple without C. ","Male","47","0.0105627417009765","0.00735344674460267","0.0137720366573503"
"Daily","2018","(Married) couple without C. ","Female","29","","",""
"Daily","2018","Single parent ","Male","3","","",""
"Daily","2018","Single parent ","Female","11","","",""
"Daily","2018","Couple + C. LE 16 ","Male","17","","",""
"Daily","2018","Couple + C. LE 16 ","Female","14","","",""
"Daily","2018","Couple + C. GT 16 ","Male","11","","",""
"Daily","2018","Couple + C. GT 16 ","Female","9","","",""
"Daily","2018","Couple + C. LE and GT 16","Male","15","","",""
"Daily","2018","Couple + C. LE and GT 16","Female","9","","",""
"Four to six days a week","2018","1-pers.-HH","Male","92","0.0520272428291968","0.0417763058956794","0.0622781797627142"
"Four to six days a week","2018","1-pers.-HH","Female","67","0.0318925479170959","0.024670518538386","0.0391145772958058"
"Four to six days a week","2018","(Married) couple without C. ","Male","157","0.0407996254549315","0.0345893633276247","0.0470098875822383"
"Four to six days a week","2018","(Married) couple without C. ","Female","130","0.0384985086779522","0.0325428884371938","0.0444541289187106"
"Four to six days a week","2018","Single parent ","Male","17","","",""
"Four to six days a week","2018","Single parent ","Female","33","0.0230827147717122","0.0157770259384928","0.0303884036049317"
"Four to six days a week","2018","Couple + C. LE 16 ","Male","82","0.0364789292636866","0.0292008828191954","0.0437569757081779"
"Four to six days a week","2018","Couple + C. LE 16 ","Female","79","0.0260402069094286","0.0202219160783176","0.0318584977405396"
"Four to six days a week","2018","Couple + C. GT 16 ","Male","50","0.0456722591899133","0.0350609827624087","0.0562835356174179"
"Four to six days a week","2018","Couple + C. GT 16 ","Female","36","0.029220168853968","0.0206626402693179","0.037777697438618"
"Four to six days a week","2018","Couple + C. LE and GT 16","Male","30","0.0290381991091166","0.0189865664219939","0.0390898317962393"
"Four to six days a week","2018","Couple + C. LE and GT 16","Female","27","","",""
"Two to three days a week","2018","1-pers.-HH","Male","427","0.233925799220006","0.214385792577629","0.253465805862384"
"Two to three days a week","2018","1-pers.-HH","Female","556","0.234335165962919","0.216925479705364","0.251744852220474"
"Two to three days a week","2018","(Married) couple without C. ","Male","968","0.247262386587013","0.233718977060517","0.260805796113508"
"Two to three days a week","2018","(Married) couple without C. ","Female","1013","0.263137581311341","0.24950698970782","0.276768172914861"
"Two to three days a week","2018","Single parent ","Male","93","0.152740582683211","0.123438787183327","0.182042378183095"
"Two to three days a week","2018","Single parent ","Female","276","0.162154370095695","0.144222104432044","0.180086635759346"
"Two to three days a week","2018","Couple + C. LE 16 ","Male","464","0.169299872812527","0.15474147348295","0.183858272142103"
"Two to three days a week","2018","Couple + C. LE 16 ","Female","546","0.18185440693444","0.16776217089352","0.19594664297536"
"Two to three days a week","2018","Couple + C. GT 16 ","Male","292","0.192098478535307","0.172075264839826","0.212121692230789"
"Two to three days a week","2018","Couple + C. GT 16 ","Female","259","0.189729865718568","0.169808028329781","0.209651703107356"
"Two to three days a week","2018","Couple + C. LE and GT 16","Male","182","0.157344442348134","0.135547205318971","0.179141679377298"
"Two to three days a week","2018","Couple + C. LE and GT 16","Female","198","0.183025493861717","0.160256792714118","0.205794195009317"
"Two to four days a month","2018","1-pers.-HH","Male","779","0.444798290282595","0.421860204122949","0.46773637644224"
"Two to four days a month","2018","1-pers.-HH","Female","1007","0.454033984723296","0.433570487989512","0.474497481457081"
"Two to four days a month","2018","(Married) couple without C. ","Male","1907","0.480565448732458","0.464881014326358","0.496249883138557"
"Two to four days a month","2018","(Married) couple without C. ","Female","1935","0.459262185130417","0.443836169124016","0.474688201136817"
"Two to four days a month","2018","Single parent ","Male","266","0.508976976557813","0.468256879357671","0.549697073757956"
"Two to four days a month","2018","Single parent ","Female","698","0.433209389520547","0.409102061058312","0.457316717982782"
"Two to four days a month","2018","Couple + C. LE 16 ","Male","1259","0.495515829755624","0.476106268810502","0.514925390700745"
"Two to four days a month","2018","Couple + C. LE 16 ","Female","1430","0.486421888914011","0.468161395683924","0.504682382144097"
"Two to four days a month","2018","Couple + C. GT 16 ","Male","719","0.483626208622433","0.458226448417621","0.509025968827245"
"Two to four days a month","2018","Couple + C. GT 16 ","Female","716","0.487663588193395","0.462266472256888","0.513060704129902"
"Two to four days a month","2018","Couple + C. LE and GT 16","Male","487","0.42824507285227","0.398623927739808","0.457866217964732"
"Two to four days a month","2018","Couple + C. LE and GT 16","Female","469","0.410422865101883","0.381458480816145","0.43938724938762"
"Once a month or less","2018","1-pers.-HH","Male","339","0.180307268898116","0.162562008070301","0.19805252972593"
"Once a month or less","2018","1-pers.-HH","Female","438","0.196309276009788","0.179983728713308","0.212634823306268"
"Once a month or less","2018","(Married) couple without C. ","Male","652","0.16884546516374","0.157085317809917","0.180605612517563"
"Once a month or less","2018","(Married) couple without C. ","Female","662","0.175910860303823","0.164124940420683","0.187696780186963"
"Once a month or less","2018","Single parent ","Male","148","0.217255815382239","0.183666245775617","0.25084538498886"
"Once a month or less","2018","Single parent ","Female","416","0.257875055199998","0.236592095979673","0.279158014420323"
"Once a month or less","2018","Couple + C. LE 16 ","Male","577","0.231395198398424","0.215023569517342","0.247766827279505"
"Once a month or less","2018","Couple + C. LE 16 ","Female","611","0.238586350120235","0.223014657510975","0.254158042729495"
"Once a month or less","2018","Couple + C. GT 16 ","Male","321","0.21078752159952","0.190056914188479","0.231518129010561"
"Once a month or less","2018","Couple + C. GT 16 ","Female","329","0.197413091226116","0.177188458871386","0.217637723580845"
"Once a month or less","2018","Couple + C. LE and GT 16","Male","275","0.311296720798694","0.283579221405819","0.339014220191569"
"Once a month or less","2018","Couple + C. LE and GT 16","Female","293","0.293758814382444","0.266939344797394","0.320578283967494"
"Never","2018","1-pers.-HH","Male","148","0.0802425317824926","0.0677027724752606","0.0927822910897246"
"Never","2018","1-pers.-HH","Female","196","0.0798718401885202","0.0687295653392087","0.0910141150378317"
"Never","2018","(Married) couple without C. ","Male","167","0.0519643323608813","0.0449965883282883","0.0589320763934743"
"Never","2018","(Married) couple without C. ","Female","240","0.0549868292739301","0.0479305082217731","0.062043150326087"
"Never","2018","Single parent ","Male","52","0.0756604828854192","0.0541198170408078","0.0972011487300306"
"Never","2018","Single parent ","Female","189","0.114106158160475","0.0986381563524022","0.129574159968548"
"Never","2018","Couple + C. LE 16 ","Male","150","0.0540993246530121","0.0453175586081694","0.0628810906978547"
"Never","2018","Couple + C. LE 16 ","Female","198","0.0602449607543244","0.0515519465206863","0.0689379749879625"
"Never","2018","Couple + C. GT 16 ","Male","94","0.0590642285135606","0.0470820754172487","0.0710463816098725"
"Never","2018","Couple + C. GT 16 ","Female","139","0.0914358963856709","0.076791118946098","0.106080673825244"
"Never","2018","Couple + C. LE and GT 16","Male","83","0.0678841021134357","0.0528260188237694","0.0829421854031019"
"Never","2018","Couple + C. LE and GT 16","Female","112","0.0910510274319248","0.0741119252526401","0.10799012961121"
