"ple0180","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2016","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Four to six days a week","2016","(Married) couple without C. ","(1b) general elementary school","21","","",""
"Four to six days a week","2016","(Married) couple without C. ","(1c) basic vocational qualification","70","0.0361671283311545","0.0280170701763332","0.0443171864859758"
"Four to six days a week","2016","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Four to six days a week","2016","(Married) couple without C. ","(2a) intermediate vocational","48","0.0415319083583782","0.0319571054932618","0.0511067112234945"
"Four to six days a week","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Four to six days a week","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Four to six days a week","2016","(Married) couple without C. ","(3a) lower tertiary education","21","","",""
"Four to six days a week","2016","(Married) couple without C. ","(3b) higher tertiary education","49","0.0392587433060567","0.0288447743406995","0.049672712271414"
"Four to six days a week","2016","Single parent ","(0) in school","1","","",""
"Four to six days a week","2016","Single parent ","(1a) inadequately completed","2","","",""
"Four to six days a week","2016","Single parent ","(1b) general elementary school","4","","",""
"Four to six days a week","2016","Single parent ","(1c) basic vocational qualification","8","","",""
"Four to six days a week","2016","Single parent ","(2b) intermediate general qualification","4","","",""
"Four to six days a week","2016","Single parent ","(2a) intermediate vocational","14","","",""
"Four to six days a week","2016","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Four to six days a week","2016","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Four to six days a week","2016","Single parent ","(3a) lower tertiary education","2","","",""
"Four to six days a week","2016","Single parent ","(3b) higher tertiary education","3","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(1b) general elementary school","19","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","41","0.0452287576345838","0.0314043916581819","0.0590531236109857"
"Four to six days a week","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(2a) intermediate vocational","43","0.0285919052316295","0.0196886675398707","0.0374951429233882"
"Four to six days a week","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","24","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(3b) higher tertiary education","38","0.0423114402071051","0.0313520435920069","0.0532708368222032"
"Four to six days a week","2016","Couple + C. GT 16 ","(0) in school","3","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1b) general elementary school","4","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","21","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2a) intermediate vocational","12","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","8","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(0) in school","2","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","10","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","7","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Two to three days a week","2016","1-pers.-HH","(0) in school","","","",""
"Two to three days a week","2016","1-pers.-HH","(1a) inadequately completed","8","","",""
"Two to three days a week","2016","1-pers.-HH","(1b) general elementary school","90","0.255787459053757","0.209748376625036","0.301826541482479"
"Two to three days a week","2016","1-pers.-HH","(1c) basic vocational qualification","230","0.269075926520745","0.2395050107037","0.298646842337791"
"Two to three days a week","2016","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"Two to three days a week","2016","1-pers.-HH","(2a) intermediate vocational","190","0.277558786644785","0.243777596087571","0.311339977201999"
"Two to three days a week","2016","1-pers.-HH","(2c_gen) general maturity certificate","33","0.216738042882645","0.153094222199104","0.280381863566187"
"Two to three days a week","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","84","0.317444224038468","0.264416251432675","0.37047219664426"
"Two to three days a week","2016","1-pers.-HH","(3a) lower tertiary education","68","0.238189614020451","0.187190157392363","0.289189070648538"
"Two to three days a week","2016","1-pers.-HH","(3b) higher tertiary education","140","0.235704327518233","0.201280738676088","0.270127916360378"
"Two to three days a week","2016","(Married) couple without C. ","(0) in school","","","",""
"Two to three days a week","2016","(Married) couple without C. ","(1a) inadequately completed","15","","",""
"Two to three days a week","2016","(Married) couple without C. ","(1b) general elementary school","165","0.372021290457953","0.328136756549204","0.415905824366702"
"Two to three days a week","2016","(Married) couple without C. ","(1c) basic vocational qualification","550","0.268821978820261","0.249469046488609","0.288174911151912"
"Two to three days a week","2016","(Married) couple without C. ","(2b) intermediate general qualification","27","","",""
"Two to three days a week","2016","(Married) couple without C. ","(2a) intermediate vocational","439","0.249543867930255","0.228776274433094","0.270311461427416"
"Two to three days a week","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","47","0.209114597715894","0.149704427908844","0.268524767522945"
"Two to three days a week","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","148","0.244370690048648","0.210129459882126","0.27861192021517"
"Two to three days a week","2016","(Married) couple without C. ","(3a) lower tertiary education","196","0.298588132519842","0.264758813576417","0.332417451463267"
"Two to three days a week","2016","(Married) couple without C. ","(3b) higher tertiary education","381","0.259162542428457","0.235666623004114","0.282658461852801"
"Two to three days a week","2016","Single parent ","(0) in school","16","","",""
"Two to three days a week","2016","Single parent ","(1a) inadequately completed","13","","",""
"Two to three days a week","2016","Single parent ","(1b) general elementary school","31","0.202909414486714","0.147033262306599","0.258785566666829"
"Two to three days a week","2016","Single parent ","(1c) basic vocational qualification","73","0.254989044581652","0.207530143666308","0.302447945496997"
"Two to three days a week","2016","Single parent ","(2b) intermediate general qualification","27","","",""
"Two to three days a week","2016","Single parent ","(2a) intermediate vocational","80","0.150465994274674","0.119127894972548","0.1818040935768"
"Two to three days a week","2016","Single parent ","(2c_gen) general maturity certificate","28","","",""
"Two to three days a week","2016","Single parent ","(2c_voc) vocational maturity certificate","41","0.296612388210102","0.235271467587611","0.357953308832593"
"Two to three days a week","2016","Single parent ","(3a) lower tertiary education","23","","",""
"Two to three days a week","2016","Single parent ","(3b) higher tertiary education","49","0.224885489488569","0.167310209735376","0.282460769241762"
"Two to three days a week","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Two to three days a week","2016","Couple + C. LE 16 ","(1a) inadequately completed","30","0.244773129221611","0.175737141373197","0.313809117070024"
"Two to three days a week","2016","Couple + C. LE 16 ","(1b) general elementary school","91","0.245178094104047","0.202753995521573","0.287602192686521"
"Two to three days a week","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","166","0.183017806861788","0.157293647153407","0.208741966570169"
"Two to three days a week","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"Two to three days a week","2016","Couple + C. LE 16 ","(2a) intermediate vocational","264","0.201265324126729","0.179845726455502","0.222684921797956"
"Two to three days a week","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","56","0.241845955314305","0.186745873847419","0.296946036781192"
"Two to three days a week","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","169","0.189844767754118","0.162985783981763","0.216703751526472"
"Two to three days a week","2016","Couple + C. LE 16 ","(3a) lower tertiary education","83","0.139464765344938","0.107598090909497","0.171331439780379"
"Two to three days a week","2016","Couple + C. LE 16 ","(3b) higher tertiary education","289","0.224651083350341","0.201928984697616","0.247373182003065"
"Two to three days a week","2016","Couple + C. GT 16 ","(0) in school","11","","",""
"Two to three days a week","2016","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"Two to three days a week","2016","Couple + C. GT 16 ","(1b) general elementary school","39","0.188593875044985","0.133828888132828","0.243358861957142"
"Two to three days a week","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","107","0.214146215113672","0.178612616963156","0.249679813264187"
"Two to three days a week","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"Two to three days a week","2016","Couple + C. GT 16 ","(2a) intermediate vocational","131","0.235251942760629","0.200939246892928","0.269564638628329"
"Two to three days a week","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","48","0.198281140000141","0.150186366775093","0.246375913225189"
"Two to three days a week","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","58","0.259245832644006","0.203097985883113","0.315393679404899"
"Two to three days a week","2016","Couple + C. GT 16 ","(3a) lower tertiary education","35","0.217429445778062","0.152905755838864","0.281953135717259"
"Two to three days a week","2016","Couple + C. GT 16 ","(3b) higher tertiary education","71","0.27531308679663","0.226676373051888","0.323949800541372"
"Two to three days a week","2016","Couple + C. LE and GT 16","(0) in school","19","","",""
"Two to three days a week","2016","Couple + C. LE and GT 16","(1a) inadequately completed","27","","",""
"Two to three days a week","2016","Couple + C. LE and GT 16","(1b) general elementary school","56","0.291249340883737","0.228902820402652","0.353595861364823"
"Two to three days a week","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","57","0.215396635170724","0.167330470326298","0.263462800015149"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","20","","",""
"Two to three days a week","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","71","0.16758548369432","0.130228612064901","0.204942355323738"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","30","0.203204129946479","0.143069634703479","0.263338625189479"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","44","0.224386593646176","0.167279209558409","0.281493977733942"
"Two to three days a week","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","15","","",""
"Two to three days a week","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","55","0.216260700757525","0.163398560143351","0.269122841371699"
"Two to four days a month","2016","1-pers.-HH","(0) in school","","","",""
"Two to four days a month","2016","1-pers.-HH","(1a) inadequately completed","17","","",""
"Two to four days a month","2016","1-pers.-HH","(1b) general elementary school","147","0.423127833097225","0.370994663118506","0.475261003075944"
"Two to four days a month","2016","1-pers.-HH","(1c) basic vocational qualification","374","0.421558098305129","0.388631276696412","0.454484919913845"
"Two to four days a month","2016","1-pers.-HH","(2b) intermediate general qualification","33","0.413366612664597","0.302655202848352","0.524078022480843"
"Two to four days a month","2016","1-pers.-HH","(2a) intermediate vocational","291","0.419448497938509","0.382221681066586","0.456675314810432"
"Two to four days a month","2016","1-pers.-HH","(2c_gen) general maturity certificate","67","0.419180893395375","0.342963105532397","0.495398681258353"
"Two to four days a month","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","117","0.378828581527233","0.323566233102046","0.434090929952421"
"Two to four days a month","2016","1-pers.-HH","(3a) lower tertiary education","121","0.474512792236653","0.414728687434016","0.534296897039291"
"Two to four days a month","2016","1-pers.-HH","(3b) higher tertiary education","254","0.426052339218496","0.38594634474646","0.466158333690531"
"Two to four days a month","2016","(Married) couple without C. ","(0) in school","","","",""
"Two to four days a month","2016","(Married) couple without C. ","(1a) inadequately completed","38","0.572694022452837","0.457627304519435","0.68776074038624"
"Two to four days a month","2016","(Married) couple without C. ","(1b) general elementary school","187","0.36145397094956","0.317834766837577","0.405073175061543"
"Two to four days a month","2016","(Married) couple without C. ","(1c) basic vocational qualification","987","0.479090374811028","0.457283534609252","0.500897215012803"
"Two to four days a month","2016","(Married) couple without C. ","(2b) intermediate general qualification","47","0.442064211072542","0.348400577525946","0.535727844619137"
"Two to four days a month","2016","(Married) couple without C. ","(2a) intermediate vocational","806","0.465250407355852","0.44131346466037","0.489187350051335"
"Two to four days a month","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","74","0.441150123730967","0.368614287746621","0.513685959715313"
"Two to four days a month","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","304","0.500281136678935","0.460439209314404","0.540123064043466"
"Two to four days a month","2016","(Married) couple without C. ","(3a) lower tertiary education","360","0.49762191256279","0.460661609753642","0.534582215371939"
"Two to four days a month","2016","(Married) couple without C. ","(3b) higher tertiary education","639","0.469243445627004","0.442483104054296","0.496003787199712"
"Two to four days a month","2016","Single parent ","(0) in school","37","0.492001671758423","0.383794612199371","0.600208731317475"
"Two to four days a month","2016","Single parent ","(1a) inadequately completed","19","","",""
"Two to four days a month","2016","Single parent ","(1b) general elementary school","67","0.386360273588354","0.318709227092948","0.454011320083761"
"Two to four days a month","2016","Single parent ","(1c) basic vocational qualification","135","0.35613995657931","0.303998678311579","0.408281234847041"
"Two to four days a month","2016","Single parent ","(2b) intermediate general qualification","42","0.304137887709405","0.223490567181399","0.384785208237412"
"Two to four days a month","2016","Single parent ","(2a) intermediate vocational","217","0.473372283416336","0.42960834905703","0.517136217775641"
"Two to four days a month","2016","Single parent ","(2c_gen) general maturity certificate","78","0.503273288918582","0.429405949823072","0.577140628014092"
"Two to four days a month","2016","Single parent ","(2c_voc) vocational maturity certificate","105","0.441195364655498","0.374514110465199","0.507876618845797"
"Two to four days a month","2016","Single parent ","(3a) lower tertiary education","51","0.468939499415957","0.375682345669656","0.562196653162258"
"Two to four days a month","2016","Single parent ","(3b) higher tertiary education","100","0.491648168231089","0.422706495669979","0.560589840792199"
"Two to four days a month","2016","Couple + C. LE 16 ","(0) in school","2","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","(1a) inadequately completed","47","0.280549897384102","0.208412519298945","0.352687275469259"
"Two to four days a month","2016","Couple + C. LE 16 ","(1b) general elementary school","162","0.3872998313742","0.339260473125829","0.435339189622572"
"Two to four days a month","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","383","0.456022862890048","0.422889016055577","0.489156709724519"
"Two to four days a month","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","45","0.504054007350721","0.404038301766779","0.604069712934662"
"Two to four days a month","2016","Couple + C. LE 16 ","(2a) intermediate vocational","664","0.473066658042213","0.446394106022049","0.499739210062377"
"Two to four days a month","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","107","0.362176509112737","0.300330099445093","0.42402291878038"
"Two to four days a month","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","417","0.532023202791618","0.49785016497255","0.566196240610686"
"Two to four days a month","2016","Couple + C. LE 16 ","(3a) lower tertiary education","269","0.628259038090158","0.583805150569027","0.672712925611288"
"Two to four days a month","2016","Couple + C. LE 16 ","(3b) higher tertiary education","701","0.536754005624192","0.509605928538807","0.563902082709578"
"Two to four days a month","2016","Couple + C. GT 16 ","(0) in school","44","0.466287912766038","0.368997957819359","0.563577867712716"
"Two to four days a month","2016","Couple + C. GT 16 ","(1a) inadequately completed","19","","",""
"Two to four days a month","2016","Couple + C. GT 16 ","(1b) general elementary school","74","0.4431135781496","0.373569380825321","0.512657775473879"
"Two to four days a month","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","235","0.431340930566716","0.388441707093845","0.474240154039586"
"Two to four days a month","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","43","0.435848884347114","0.345611854639275","0.526085914054954"
"Two to four days a month","2016","Couple + C. GT 16 ","(2a) intermediate vocational","291","0.477876468927664","0.437467897537254","0.518285040318074"
"Two to four days a month","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","107","0.454643897788088","0.394578839995534","0.514708955580641"
"Two to four days a month","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","120","0.445574885841994","0.38189211345656","0.509257658227428"
"Two to four days a month","2016","Couple + C. GT 16 ","(3a) lower tertiary education","80","0.463664266684246","0.385659984475572","0.541668548892921"
"Two to four days a month","2016","Couple + C. GT 16 ","(3b) higher tertiary education","174","0.51843374093048","0.464027309566704","0.572840172294255"
"Two to four days a month","2016","Couple + C. LE and GT 16","(0) in school","49","0.330060922522373","0.250443080560538","0.409678764484209"
"Two to four days a month","2016","Couple + C. LE and GT 16","(1a) inadequately completed","20","","",""
"Two to four days a month","2016","Couple + C. LE and GT 16","(1b) general elementary school","76","0.42612670159928","0.358267242976567","0.493986160221993"
"Two to four days a month","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","127","0.487141257122222","0.428699768591592","0.545582745652851"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.303330832503853","0.225786014597743","0.380875650409963"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","201","0.51456763618371","0.464579369694413","0.564555902673007"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","97","0.535083381692657","0.460544626754225","0.609622136631088"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","111","0.552456556743661","0.48438936612187","0.620523747365453"
"Two to four days a month","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","56","0.662469925279969","0.569789629249769","0.755150221310168"
"Two to four days a month","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","125","0.62267206859914","0.560433542367244","0.684910594831037"
"Once a month or less","2016","1-pers.-HH","(0) in school","","","",""
"Once a month or less","2016","1-pers.-HH","(1a) inadequately completed","17","","",""
"Once a month or less","2016","1-pers.-HH","(1b) general elementary school","75","0.21160171596168","0.168502341066557","0.254701090856803"
"Once a month or less","2016","1-pers.-HH","(1c) basic vocational qualification","159","0.189714547367714","0.163571238266889","0.21585785646854"
"Once a month or less","2016","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Once a month or less","2016","1-pers.-HH","(2a) intermediate vocational","118","0.183647496413986","0.1544377642221","0.212857228605871"
"Once a month or less","2016","1-pers.-HH","(2c_gen) general maturity certificate","36","0.209920758013354","0.147013874277866","0.272827641748842"
"Once a month or less","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","58","0.177637887992484","0.134096568831375","0.221179207153593"
"Once a month or less","2016","1-pers.-HH","(3a) lower tertiary education","45","0.170151560213014","0.125163418678933","0.215139701747094"
"Once a month or less","2016","1-pers.-HH","(3b) higher tertiary education","117","0.182835253646124","0.151486054703352","0.214184452588896"
"Once a month or less","2016","(Married) couple without C. ","(0) in school","","","",""
"Once a month or less","2016","(Married) couple without C. ","(1a) inadequately completed","13","","",""
"Once a month or less","2016","(Married) couple without C. ","(1b) general elementary school","77","0.187745243314409","0.152289570126232","0.223200916502585"
"Once a month or less","2016","(Married) couple without C. ","(1c) basic vocational qualification","309","0.167680190476106","0.151372636599273","0.183987744352939"
"Once a month or less","2016","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Once a month or less","2016","(Married) couple without C. ","(2a) intermediate vocational","288","0.190688093224937","0.171835555398755","0.209540631051118"
"Once a month or less","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","38","0.226208722228997","0.165089414467748","0.287328029990247"
"Once a month or less","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","96","0.152235158049334","0.123608833826578","0.180861482272089"
"Once a month or less","2016","(Married) couple without C. ","(3a) lower tertiary education","99","0.148975565728784","0.122654773015867","0.1752963584417"
"Once a month or less","2016","(Married) couple without C. ","(3b) higher tertiary education","195","0.175796974025721","0.155385815207411","0.196208132844031"
"Once a month or less","2016","Single parent ","(0) in school","15","","",""
"Once a month or less","2016","Single parent ","(1a) inadequately completed","12","","",""
"Once a month or less","2016","Single parent ","(1b) general elementary school","66","0.270543569795005","0.208821591228988","0.332265548361023"
"Once a month or less","2016","Single parent ","(1c) basic vocational qualification","89","0.297864793671405","0.24806866870895","0.34766091863386"
"Once a month or less","2016","Single parent ","(2b) intermediate general qualification","35","0.339052964723053","0.256065941399815","0.42203998804629"
"Once a month or less","2016","Single parent ","(2a) intermediate vocational","143","0.253186845704817","0.215072397437753","0.291301293971882"
"Once a month or less","2016","Single parent ","(2c_gen) general maturity certificate","44","0.198299234424161","0.139393384711766","0.257205084136556"
"Once a month or less","2016","Single parent ","(2c_voc) vocational maturity certificate","44","0.179373787630684","0.127849680899443","0.230897894361925"
"Once a month or less","2016","Single parent ","(3a) lower tertiary education","27","","",""
"Once a month or less","2016","Single parent ","(3b) higher tertiary education","35","0.189405674509817","0.135371231518363","0.24344011750127"
"Once a month or less","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(1a) inadequately completed","48","0.334944216540098","0.259161488382194","0.410726944698002"
"Once a month or less","2016","Couple + C. LE 16 ","(1b) general elementary school","82","0.196617906204526","0.157423674966185","0.235812137442868"
"Once a month or less","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","208","0.240221091296879","0.211800218362342","0.268641964231415"
"Once a month or less","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(2a) intermediate vocational","299","0.227407610541238","0.205015075040586","0.249800146041891"
"Once a month or less","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","43","0.179911325883083","0.130484382083169","0.229338269682998"
"Once a month or less","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","151","0.175912071270298","0.149836085368494","0.201988057172102"
"Once a month or less","2016","Couple + C. LE 16 ","(3a) lower tertiary education","67","0.124502534190851","0.0941330995637882","0.154871968817914"
"Once a month or less","2016","Couple + C. LE 16 ","(3b) higher tertiary education","192","0.128308776537034","0.11010107570845","0.146516477365618"
"Once a month or less","2016","Couple + C. GT 16 ","(0) in school","23","","",""
