"ple0180","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","1-pers.-HH","West Germany","26","","",""
"Daily","2016","1-pers.-HH","East Germany","13","","",""
"Daily","2016","(Married) couple without C. ","West Germany","39","0.0093401146529818","0.00677046276303547","0.0119097665429281"
"Daily","2016","(Married) couple without C. ","East Germany","23","","",""
"Daily","2016","Single parent ","West Germany","13","","",""
"Daily","2016","Single parent ","East Germany","5","","",""
"Daily","2016","Couple + C. LE 16 ","West Germany","43","0.0141695624210994","0.0108084687427655","0.0175306560994334"
"Daily","2016","Couple + C. LE 16 ","East Germany","10","","",""
"Daily","2016","Couple + C. GT 16 ","West Germany","14","","",""
"Daily","2016","Couple + C. GT 16 ","East Germany","4","","",""
"Daily","2016","Couple + C. LE and GT 16","West Germany","15","","",""
"Daily","2016","Couple + C. LE and GT 16","East Germany","2","","",""
"Four to six days a week","2016","1-pers.-HH","West Germany","85","0.0359351291759617","0.028734873952604","0.0431353843993195"
"Four to six days a week","2016","1-pers.-HH","East Germany","38","0.0420460031886897","0.0285778433545173","0.0555141630228621"
"Four to six days a week","2016","(Married) couple without C. ","West Germany","158","0.035023089223681","0.0301120705287154","0.0399341079186466"
"Four to six days a week","2016","(Married) couple without C. ","East Germany","79","0.0484031598874255","0.0386628667838604","0.0581434529909906"
"Four to six days a week","2016","Single parent ","West Germany","41","0.0272844321542161","0.0195357179842104","0.0350331463242218"
"Four to six days a week","2016","Single parent ","East Germany","12","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","West Germany","158","0.0360632977458181","0.0307610714011703","0.0413655240904659"
"Four to six days a week","2016","Couple + C. LE 16 ","East Germany","36","0.0331078608037167","0.0220681656035096","0.0441475560039238"
"Four to six days a week","2016","Couple + C. GT 16 ","West Germany","67","0.0301266183872671","0.0231286254857681","0.037124611288766"
"Four to six days a week","2016","Couple + C. GT 16 ","East Germany","13","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","West Germany","32","0.0190409444088911","0.012670398591082","0.0254114902267002"
"Four to six days a week","2016","Couple + C. LE and GT 16","East Germany","9","","",""
"Two to three days a week","2016","1-pers.-HH","West Germany","648","0.258215737328548","0.241285411431415","0.275146063225682"
"Two to three days a week","2016","1-pers.-HH","East Germany","232","0.265474046718807","0.235840189559396","0.295107903878218"
