"ple0180","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2016","(Married) couple without C. ","West Germany","1432","0.259483154518545","0.247773125890553","0.271193183146537"
"Two to three days a week","2016","(Married) couple without C. ","East Germany","557","0.30539917222595","0.28449609384708","0.326302250604821"
"Two to three days a week","2016","Single parent ","West Germany","339","0.223767502526076","0.203944306946217","0.243590698105934"
"Two to three days a week","2016","Single parent ","East Germany","73","0.152125545107102","0.11833695460953","0.185914135604674"
"Two to three days a week","2016","Couple + C. LE 16 ","West Germany","972","0.201188331774882","0.189787805995596","0.212588857554167"
"Two to three days a week","2016","Couple + C. LE 16 ","East Germany","220","0.210411580169631","0.185261596233507","0.235561564105755"
"Two to three days a week","2016","Couple + C. GT 16 ","West Germany","456","0.204090925178851","0.187590909388807","0.220590940968895"
"Two to three days a week","2016","Couple + C. GT 16 ","East Germany","101","0.284572447988915","0.240843835979443","0.328301059998387"
"Two to three days a week","2016","Couple + C. LE and GT 16","West Germany","350","0.197255350593386","0.178706796256362","0.21580390493041"
"Two to three days a week","2016","Couple + C. LE and GT 16","East Germany","76","0.241947095260439","0.194196497165618","0.289697693355261"
"Two to four days a month","2016","1-pers.-HH","West Germany","1094","0.423351176801664","0.404237631624829","0.442464721978498"
"Two to four days a month","2016","1-pers.-HH","East Germany","360","0.401648301427423","0.368749899143505","0.434546703711342"
"Two to four days a month","2016","(Married) couple without C. ","West Germany","2650","0.479509145145625","0.466163459223185","0.492854831068064"
"Two to four days a month","2016","(Married) couple without C. ","East Germany","835","0.420503911061685","0.398100252395421","0.442907569727949"
"Two to four days a month","2016","Single parent ","West Germany","714","0.41631038077637","0.392863835922303","0.439756925630437"
"Two to four days a month","2016","Single parent ","East Germany","190","0.471561089495736","0.42459660045336","0.518525578538112"
"Two to four days a month","2016","Couple + C. LE 16 ","West Germany","2357","0.493927347196245","0.479709322733087","0.508145371659403"
"Two to four days a month","2016","Couple + C. LE 16 ","East Germany","477","0.488073561702437","0.457231107463407","0.518916015941466"
"Two to four days a month","2016","Couple + C. GT 16 ","West Germany","1081","0.477722077124278","0.45727273812762","0.498171416120935"
"Two to four days a month","2016","Couple + C. GT 16 ","East Germany","181","0.37912217404189","0.33210255512599","0.426141792957789"
"Two to four days a month","2016","Couple + C. LE and GT 16","West Germany","821","0.465647921652309","0.442396498144963","0.488899345159654"
"Two to four days a month","2016","Couple + C. LE and GT 16","East Germany","151","0.566871501356659","0.51162312196416","0.622119880749158"
"Once a month or less","2016","1-pers.-HH","West Germany","507","0.188852279929823","0.173711569667824","0.203992990191822"
"Once a month or less","2016","1-pers.-HH","East Germany","159","0.203807622254486","0.176774712513164","0.230840531995808"
"Once a month or less","2016","(Married) couple without C. ","West Germany","853","0.174288985211012","0.164154891621141","0.184423078800883"
"Once a month or less","2016","(Married) couple without C. ","East Germany","304","0.177025819541598","0.159702940024597","0.194348699058599"
"Once a month or less","2016","Single parent ","West Germany","433","0.24291282951391","0.222515307155861","0.26331035187196"
"Once a month or less","2016","Single parent ","East Germany","115","0.242410432914653","0.202092721449846","0.282728144379461"
"Once a month or less","2016","Couple + C. LE 16 ","West Germany","918","0.181094931208278","0.170143491584358","0.192046370832199"
"Once a month or less","2016","Couple + C. LE 16 ","East Germany","213","0.217740525927249","0.192275298596632","0.243205753257866"
"Once a month or less","2016","Couple + C. GT 16 ","West Germany","503","0.219967413579941","0.203009347175314","0.236925479984568"
"Once a month or less","2016","Couple + C. GT 16 ","East Germany","85","0.227436562483483","0.18681247172626","0.268060653240706"
"Once a month or less","2016","Couple + C. LE and GT 16","West Germany","412","0.246620033743305","0.22652780236488","0.26671226512173"
"Once a month or less","2016","Couple + C. LE and GT 16","East Germany","51","0.123248002204738","0.0865960444327943","0.159899959976681"
"Never","2016","1-pers.-HH","West Germany","207","0.0834160586719077","0.0727194499016066","0.0941126674422088"
"Never","2016","1-pers.-HH","East Germany","51","0.0727342490522097","0.0553063448242895","0.0901621532801299"
"Never","2016","(Married) couple without C. ","West Germany","251","0.0423555112481556","0.0369753781213908","0.0477356443749205"
"Never","2016","(Married) couple without C. ","East Germany","67","0.0334912826105031","0.0253258828697003","0.0416566823513059"
"Never","2016","Single parent ","West Germany","158","0.0814679106270566","0.0684566401867098","0.0944791810674034"
"Never","2016","Single parent ","East Germany","39","0.0799322370839227","0.0544184975638937","0.105445976603952"
"Never","2016","Couple + C. LE 16 ","West Germany","302","0.0735565296536776","0.0661328133976661","0.080980245909689"
"Never","2016","Couple + C. LE 16 ","East Germany","53","0.0412197177012213","0.028953390040471","0.0534860453619715"
"Never","2016","Couple + C. GT 16 ","West Germany","171","0.0665722768951623","0.0563669284514854","0.0767776253388393"
"Never","2016","Couple + C. GT 16 ","East Germany","25","","",""
"Never","2016","Couple + C. LE and GT 16","West Germany","138","0.0641206406670964","0.0527019627868867","0.0755393185473061"
"Never","2016","Couple + C. LE and GT 16","East Germany","20","","",""
"Daily","2017","1-pers.-HH","West Germany","","","",""
"Daily","2017","1-pers.-HH","East Germany","","","",""
"Daily","2017","(Married) couple without C. ","West Germany","","","",""
"Daily","2017","(Married) couple without C. ","East Germany","","","",""
"Daily","2017","Single parent ","West Germany","","","",""
"Daily","2017","Single parent ","East Germany","","","",""
"Daily","2017","Couple + C. LE 16 ","West Germany","","","",""
"Daily","2017","Couple + C. LE 16 ","East Germany","","","",""
"Daily","2017","Couple + C. GT 16 ","West Germany","","","",""
"Daily","2017","Couple + C. GT 16 ","East Germany","","","",""
"Daily","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Four to six days a week","2017","1-pers.-HH","West Germany","","","",""
"Four to six days a week","2017","1-pers.-HH","East Germany","","","",""
"Four to six days a week","2017","(Married) couple without C. ","West Germany","","","",""
"Four to six days a week","2017","(Married) couple without C. ","East Germany","","","",""
"Four to six days a week","2017","Single parent ","West Germany","","","",""
"Four to six days a week","2017","Single parent ","East Germany","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","West Germany","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","East Germany","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","West Germany","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","East Germany","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Two to three days a week","2017","1-pers.-HH","West Germany","","","",""
"Two to three days a week","2017","1-pers.-HH","East Germany","","","",""
"Two to three days a week","2017","(Married) couple without C. ","West Germany","","","",""
"Two to three days a week","2017","(Married) couple without C. ","East Germany","","","",""
"Two to three days a week","2017","Single parent ","West Germany","","","",""
"Two to three days a week","2017","Single parent ","East Germany","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","West Germany","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","East Germany","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","West Germany","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","East Germany","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Two to four days a month","2017","1-pers.-HH","West Germany","","","",""
"Two to four days a month","2017","1-pers.-HH","East Germany","","","",""
"Two to four days a month","2017","(Married) couple without C. ","West Germany","","","",""
"Two to four days a month","2017","(Married) couple without C. ","East Germany","","","",""
"Two to four days a month","2017","Single parent ","West Germany","","","",""
"Two to four days a month","2017","Single parent ","East Germany","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","West Germany","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","East Germany","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","West Germany","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","East Germany","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Once a month or less","2017","1-pers.-HH","West Germany","","","",""
"Once a month or less","2017","1-pers.-HH","East Germany","","","",""
"Once a month or less","2017","(Married) couple without C. ","West Germany","","","",""
"Once a month or less","2017","(Married) couple without C. ","East Germany","","","",""
"Once a month or less","2017","Single parent ","West Germany","","","",""
"Once a month or less","2017","Single parent ","East Germany","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","West Germany","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","East Germany","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","West Germany","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","East Germany","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Never","2017","1-pers.-HH","West Germany","","","",""
"Never","2017","1-pers.-HH","East Germany","","","",""
"Never","2017","(Married) couple without C. ","West Germany","","","",""
"Never","2017","(Married) couple without C. ","East Germany","","","",""
"Never","2017","Single parent ","West Germany","","","",""
"Never","2017","Single parent ","East Germany","","","",""
"Never","2017","Couple + C. LE 16 ","West Germany","","","",""
"Never","2017","Couple + C. LE 16 ","East Germany","","","",""
"Never","2017","Couple + C. GT 16 ","West Germany","","","",""
"Never","2017","Couple + C. GT 16 ","East Germany","","","",""
"Never","2017","Couple + C. LE and GT 16","West Germany","","","",""
"Never","2017","Couple + C. LE and GT 16","East Germany","","","",""
"Daily","2018","1-pers.-HH","West Germany","15","","",""
"Daily","2018","1-pers.-HH","East Germany","13","","",""
"Daily","2018","(Married) couple without C. ","West Germany","53","0.00858293254210142","0.00622373593074252","0.0109421291534603"
"Daily","2018","(Married) couple without C. ","East Germany","23","","",""
"Daily","2018","Single parent ","West Germany","12","","",""
"Daily","2018","Single parent ","East Germany","2","","",""
"Daily","2018","Couple + C. LE 16 ","West Germany","25","","",""
"Daily","2018","Couple + C. LE 16 ","East Germany","6","","",""
"Daily","2018","Couple + C. GT 16 ","West Germany","18","","",""
"Daily","2018","Couple + C. GT 16 ","East Germany","2","","",""
"Daily","2018","Couple + C. LE and GT 16","West Germany","20","","",""
"Daily","2018","Couple + C. LE and GT 16","East Germany","4","","",""
"Four to six days a week","2018","1-pers.-HH","West Germany","104","0.0369179569425574","0.0302150718957951","0.0436208419893198"
"Four to six days a week","2018","1-pers.-HH","East Germany","55","0.0573572817671784","0.0432049972175197","0.0715095663168371"
"Four to six days a week","2018","(Married) couple without C. ","West Germany","191","0.0383199918219338","0.0334103920694824","0.0432295915743852"
"Four to six days a week","2018","(Married) couple without C. ","East Germany","96","0.0457537073015098","0.0366730768426484","0.0548343377603713"
"Four to six days a week","2018","Single parent ","West Germany","35","0.0272297690999535","0.0196196872917949","0.0348398509081122"
"Four to six days a week","2018","Single parent ","East Germany","15","","",""
"Four to six days a week","2018","Couple + C. LE 16 ","West Germany","136","0.0340568088330804","0.0286860057074543","0.0394276119587066"
"Four to six days a week","2018","Couple + C. LE 16 ","East Germany","25","","",""
"Four to six days a week","2018","Couple + C. GT 16 ","West Germany","73","0.0351558398503492","0.0279835501828143","0.0423281295178841"
"Four to six days a week","2018","Couple + C. GT 16 ","East Germany","13","","",""
"Four to six days a week","2018","Couple + C. LE and GT 16","West Germany","50","0.0247997190969373","0.017676534346733","0.0319229038471417"
"Four to six days a week","2018","Couple + C. LE and GT 16","East Germany","7","","",""
"Two to three days a week","2018","1-pers.-HH","West Germany","706","0.232653979944564","0.217634248591738","0.24767371129739"
"Two to three days a week","2018","1-pers.-HH","East Germany","277","0.240000543462748","0.214006642121558","0.265994444803938"
"Two to three days a week","2018","(Married) couple without C. ","West Germany","1366","0.244983264511449","0.233983976134161","0.255982552888737"
"Two to three days a week","2018","(Married) couple without C. ","East Germany","615","0.300224949343121","0.280305596067629","0.320144302618614"
"Two to three days a week","2018","Single parent ","West Germany","278","0.152137908075818","0.135344318326674","0.168931497824962"
"Two to three days a week","2018","Single parent ","East Germany","91","0.193249642034727","0.156563924488418","0.229935359581036"
"Two to three days a week","2018","Couple + C. LE 16 ","West Germany","795","0.169831471793672","0.158712780210506","0.180950163376839"
"Two to three days a week","2018","Couple + C. LE 16 ","East Germany","215","0.203545701875183","0.179145487218997","0.227945916531369"
"Two to three days a week","2018","Couple + C. GT 16 ","West Germany","440","0.176679314207857","0.16182653031593","0.191532098099785"
"Two to three days a week","2018","Couple + C. GT 16 ","East Germany","111","0.285297767223368","0.243201003270363","0.327394531176374"
"Two to three days a week","2018","Couple + C. LE and GT 16","West Germany","311","0.162427404917025","0.145532925999027","0.179321883835023"
"Two to three days a week","2018","Couple + C. LE and GT 16","East Germany","69","0.236983051874633","0.192370084180041","0.281596019569224"
"Two to four days a month","2018","1-pers.-HH","West Germany","1347","0.447642034116437","0.429965910085378","0.465318158147496"
"Two to four days a month","2018","1-pers.-HH","East Germany","439","0.458356625500379","0.428030481901075","0.488682769099683"
"Two to four days a month","2018","(Married) couple without C. ","West Germany","2917","0.47767791373391","0.464903091472476","0.490452735995345"
"Two to four days a month","2018","(Married) couple without C. ","East Germany","925","0.436221073195496","0.414669431558142","0.457772714832849"
"Two to four days a month","2018","Single parent ","West Germany","764","0.456698280906518","0.433406781990266","0.47998977982277"
"Two to four days a month","2018","Single parent ","East Germany","200","0.468963238126648","0.422597222325563","0.515329253927732"
"Two to four days a month","2018","Couple + C. LE 16 ","West Germany","2195","0.49732524256026","0.482519668382488","0.512130816738033"
"Two to four days a month","2018","Couple + C. LE 16 ","East Germany","494","0.459869238444219","0.429666321762758","0.49007215512568"
"Two to four days a month","2018","Couple + C. GT 16 ","West Germany","1228","0.494893571469947","0.475423038024912","0.514364104914983"
"Two to four days a month","2018","Couple + C. GT 16 ","East Germany","207","0.423669472398024","0.377602851751354","0.469736093044693"
"Two to four days a month","2018","Couple + C. LE and GT 16","West Germany","794","0.413431537859113","0.390875382631652","0.435987693086574"
"Two to four days a month","2018","Couple + C. LE and GT 16","East Germany","162","0.478037769724538","0.425631165183813","0.530444374265263"
"Once a month or less","2018","1-pers.-HH","West Germany","599","0.197988827260283","0.183823655333655","0.212153999186911"
"Once a month or less","2018","1-pers.-HH","East Germany","178","0.153854946916193","0.13189471839899","0.175815175433396"
"Once a month or less","2018","(Married) couple without C. ","West Germany","1004","0.17361624729231","0.163928915871147","0.183303578713472"
"Once a month or less","2018","(Married) couple without C. ","East Germany","310","0.166412556022417","0.15022649234813","0.182598619696704"
"Once a month or less","2018","Single parent ","West Germany","468","0.253646702372959","0.233302107384759","0.273991297361159"
"Once a month or less","2018","Single parent ","East Germany","96","0.19683114228671","0.159889310851903","0.233772973721517"
"Once a month or less","2018","Couple + C. LE 16 ","West Germany","945","0.230183919139399","0.21771891451481","0.242648923763987"
"Once a month or less","2018","Couple + C. LE 16 ","East Germany","243","0.258498716014674","0.231966874306991","0.285030557722357"
"Once a month or less","2018","Couple + C. GT 16 ","West Germany","566","0.210962482723154","0.19507401789808","0.226850947548229"
"Once a month or less","2018","Couple + C. GT 16 ","East Germany","84","0.162392105549198","0.128009420131114","0.196774790967281"
"Once a month or less","2018","Couple + C. LE and GT 16","West Germany","477","0.311621603536165","0.290407176143787","0.332836030928543"
"Once a month or less","2018","Couple + C. LE and GT 16","East Germany","91","0.221573066222775","0.1780015384113","0.265144594034251"
"Never","2018","1-pers.-HH","West Germany","269","0.0804975201137949","0.070826350450312","0.0901686897772778"
"Never","2018","1-pers.-HH","East Germany","75","0.0782529111958803","0.0619067848363697","0.0945990375553908"
"Never","2018","(Married) couple without C. ","West Germany","342","0.0568196500982959","0.0508990634674842","0.0627402367291076"
"Never","2018","(Married) couple without C. ","East Germany","65","0.0382725862539164","0.0299349581484734","0.0466102143593593"
"Never","2018","Single parent ","West Germany","200","0.101950816742371","0.0878024070841077","0.116099226400635"
"Never","2018","Single parent ","East Germany","41","0.0971491885525515","0.0696325315331374","0.124665845571966"
"Never","2018","Couple + C. LE 16 ","West Germany","285","0.0585400638543071","0.0515883965066532","0.065491731201961"
"Never","2018","Couple + C. LE 16 ","East Germany","63","0.0502119725547982","0.0369777255667807","0.0634462195428156"
"Never","2018","Couple + C. GT 16 ","West Germany","208","0.0764239177443796","0.0660777031138436","0.0867701323749156"
"Never","2018","Couple + C. GT 16 ","East Germany","25","","",""
"Never","2018","Couple + C. LE and GT 16","West Germany","179","0.0829866172109272","0.0703510196121762","0.0956222148096783"
"Never","2018","Couple + C. LE and GT 16","East Germany","16","","",""
