"ple0180","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Berlin","Couple + C. GT 16 ","1","","",""
"Daily","2016","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","2016","Brandenburg","1-pers.-HH","","","",""
"Daily","2016","Brandenburg","(Married) couple without C. ","2","","",""
"Daily","2016","Brandenburg","Single parent ","","","",""
"Daily","2016","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","2016","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","2016","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","1-pers.-HH","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","6","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","6","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","2016","Saxony","1-pers.-HH","5","","",""
"Daily","2016","Saxony","(Married) couple without C. ","6","","",""
"Daily","2016","Saxony","Single parent ","3","","",""
"Daily","2016","Saxony","Couple + C. LE 16 ","3","","",""
"Daily","2016","Saxony","Couple + C. GT 16 ","3","","",""
"Daily","2016","Saxony","Couple + C. LE and GT 16","1","","",""
"Daily","2016","Saxony-Anhalt","1-pers.-HH","2","","",""
"Daily","2016","Saxony-Anhalt","(Married) couple without C. ","3","","",""
"Daily","2016","Saxony-Anhalt","Single parent ","1","","",""
"Daily","2016","Saxony-Anhalt","Couple + C. LE 16 ","1","","",""
"Daily","2016","Saxony-Anhalt","Couple + C. GT 16 ","1","","",""
"Daily","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","2016","Thuringia","1-pers.-HH","2","","",""
"Daily","2016","Thuringia","(Married) couple without C. ","3","","",""
"Daily","2016","Thuringia","Single parent ","1","","",""
"Daily","2016","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","2016","Thuringia","Couple + C. LE and GT 16","1","","",""
"Four to six days a week","2016","Schleswig-Holstein","1-pers.-HH","4","","",""
"Four to six days a week","2016","Schleswig-Holstein","(Married) couple without C. ","6","","",""
"Four to six days a week","2016","Schleswig-Holstein","Single parent ","4","","",""
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. LE 16 ","6","","",""
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. GT 16 ","6","","",""
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2016","Hamburg","1-pers.-HH","3","","",""
"Four to six days a week","2016","Hamburg","(Married) couple without C. ","5","","",""
"Four to six days a week","2016","Hamburg","Single parent ","","","",""
"Four to six days a week","2016","Hamburg","Couple + C. LE 16 ","4","","",""
"Four to six days a week","2016","Hamburg","Couple + C. GT 16 ","","","",""
"Four to six days a week","2016","Hamburg","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2016","Lower Saxony","1-pers.-HH","7","","",""
"Four to six days a week","2016","Lower Saxony","(Married) couple without C. ","20","","",""
"Four to six days a week","2016","Lower Saxony","Single parent ","5","","",""
"Four to six days a week","2016","Lower Saxony","Couple + C. LE 16 ","10","","",""
"Four to six days a week","2016","Lower Saxony","Couple + C. GT 16 ","5","","",""
"Four to six days a week","2016","Lower Saxony","Couple + C. LE and GT 16","4","","",""
"Four to six days a week","2016","Bremen","1-pers.-HH","1","","",""
"Four to six days a week","2016","Bremen","(Married) couple without C. ","1","","",""
"Four to six days a week","2016","Bremen","Single parent ","","","",""
"Four to six days a week","2016","Bremen","Couple + C. LE 16 ","1","","",""
"Four to six days a week","2016","Bremen","Couple + C. GT 16 ","1","","",""
"Four to six days a week","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2016","North Rhine-Westphalia","1-pers.-HH","26","","",""
"Four to six days a week","2016","North Rhine-Westphalia","(Married) couple without C. ","43","0.0336958390192715","0.0241581797324157","0.0432334983061272"
"Four to six days a week","2016","North Rhine-Westphalia","Single parent ","13","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. LE 16 ","60","0.0353326683081636","0.025130681105941","0.0455346555103861"
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. GT 16 ","26","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","17","","",""
"Four to six days a week","2016","Hesse","1-pers.-HH","10","","",""
"Four to six days a week","2016","Hesse","(Married) couple without C. ","13","","",""
"Four to six days a week","2016","Hesse","Single parent ","2","","",""
"Four to six days a week","2016","Hesse","Couple + C. LE 16 ","9","","",""
"Four to six days a week","2016","Hesse","Couple + C. GT 16 ","7","","",""
"Four to six days a week","2016","Hesse","Couple + C. LE and GT 16","1","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","5","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","12","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Single parent ","3","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","12","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","3","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2016","Baden-Württemberg","1-pers.-HH","8","","",""
"Four to six days a week","2016","Baden-Württemberg","(Married) couple without C. ","16","","",""
"Four to six days a week","2016","Baden-Württemberg","Single parent ","3","","",""
"Four to six days a week","2016","Baden-Württemberg","Couple + C. LE 16 ","20","","",""
"Four to six days a week","2016","Baden-Württemberg","Couple + C. GT 16 ","6","","",""
"Four to six days a week","2016","Baden-Württemberg","Couple + C. LE and GT 16","5","","",""
"Four to six days a week","2016","Bavaria","1-pers.-HH","17","","",""
"Four to six days a week","2016","Bavaria","(Married) couple without C. ","38","0.0311822830566627","0.0209573236504541","0.0414072424628713"
"Four to six days a week","2016","Bavaria","Single parent ","10","","",""
"Four to six days a week","2016","Bavaria","Couple + C. LE 16 ","36","0.03667003860045","0.024793120205199","0.048546956995701"
"Four to six days a week","2016","Bavaria","Couple + C. GT 16 ","12","","",""
"Four to six days a week","2016","Bavaria","Couple + C. LE and GT 16","5","","",""
"Four to six days a week","2016","Berlin","1-pers.-HH","8","","",""
"Four to six days a week","2016","Berlin","(Married) couple without C. ","5","","",""
"Four to six days a week","2016","Berlin","Single parent ","1","","",""
"Four to six days a week","2016","Berlin","Couple + C. LE 16 ","1","","",""
"Four to six days a week","2016","Berlin","Couple + C. GT 16 ","1","","",""
"Four to six days a week","2016","Berlin","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2016","Brandenburg","1-pers.-HH","3","","",""
"Four to six days a week","2016","Brandenburg","(Married) couple without C. ","16","","",""
"Four to six days a week","2016","Brandenburg","Single parent ","","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. LE 16 ","4","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. GT 16 ","5","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. LE and GT 16","3","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","1-pers.-HH","7","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","14","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Single parent ","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","4","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"Four to six days a week","2016","Saxony","1-pers.-HH","11","","",""
"Four to six days a week","2016","Saxony","(Married) couple without C. ","25","","",""
"Four to six days a week","2016","Saxony","Single parent ","6","","",""
"Four to six days a week","2016","Saxony","Couple + C. LE 16 ","13","","",""
"Four to six days a week","2016","Saxony","Couple + C. GT 16 ","4","","",""
"Four to six days a week","2016","Saxony","Couple + C. LE and GT 16","1","","",""
"Four to six days a week","2016","Saxony-Anhalt","1-pers.-HH","3","","",""
"Four to six days a week","2016","Saxony-Anhalt","(Married) couple without C. ","9","","",""
"Four to six days a week","2016","Saxony-Anhalt","Single parent ","2","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. LE 16 ","5","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. GT 16 ","1","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. LE and GT 16","1","","",""
"Four to six days a week","2016","Thuringia","1-pers.-HH","10","","",""
"Four to six days a week","2016","Thuringia","(Married) couple without C. ","14","","",""
"Four to six days a week","2016","Thuringia","Single parent ","2","","",""
"Four to six days a week","2016","Thuringia","Couple + C. LE 16 ","9","","",""
"Four to six days a week","2016","Thuringia","Couple + C. GT 16 ","3","","",""
"Four to six days a week","2016","Thuringia","Couple + C. LE and GT 16","2","","",""
"Two to three days a week","2016","Schleswig-Holstein","1-pers.-HH","37","0.325598651749291","0.244419666163826","0.406777637334757"
"Two to three days a week","2016","Schleswig-Holstein","(Married) couple without C. ","69","0.237087622115627","0.181761920080011","0.292413324151243"
"Two to three days a week","2016","Schleswig-Holstein","Single parent ","13","","",""
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. LE 16 ","59","0.239145889345068","0.184256771081975","0.29403500760816"
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. GT 16 ","21","","",""
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. LE and GT 16","8","","",""
"Two to three days a week","2016","Hamburg","1-pers.-HH","25","","",""
"Two to three days a week","2016","Hamburg","(Married) couple without C. ","30","0.188205656875692","0.119128431960272","0.257282881791111"
"Two to three days a week","2016","Hamburg","Single parent ","11","","",""
"Two to three days a week","2016","Hamburg","Couple + C. LE 16 ","24","","",""
"Two to three days a week","2016","Hamburg","Couple + C. GT 16 ","15","","",""
"Two to three days a week","2016","Hamburg","Couple + C. LE and GT 16","13","","",""
"Two to three days a week","2016","Lower Saxony","1-pers.-HH","74","0.258216649000007","0.208018543559467","0.308414754440546"
"Two to three days a week","2016","Lower Saxony","(Married) couple without C. ","196","0.286490346825477","0.253139976275793","0.31984071737516"
"Two to three days a week","2016","Lower Saxony","Single parent ","46","0.290071573202514","0.230644553561056","0.349498592843972"
"Two to three days a week","2016","Lower Saxony","Couple + C. LE 16 ","125","0.283071789414495","0.245250531429445","0.320893047399546"
"Two to three days a week","2016","Lower Saxony","Couple + C. GT 16 ","50","0.165103237108935","0.121770340599213","0.208436133618657"
"Two to three days a week","2016","Lower Saxony","Couple + C. LE and GT 16","46","0.19196025898645","0.139438019039025","0.244482498933875"
"Two to three days a week","2016","Bremen","1-pers.-HH","14","","",""
"Two to three days a week","2016","Bremen","(Married) couple without C. ","11","","",""
"Two to three days a week","2016","Bremen","Single parent ","5","","",""
"Two to three days a week","2016","Bremen","Couple + C. LE 16 ","11","","",""
"Two to three days a week","2016","Bremen","Couple + C. GT 16 ","10","","",""
"Two to three days a week","2016","Bremen","Couple + C. LE and GT 16","2","","",""
"Two to three days a week","2016","North Rhine-Westphalia","1-pers.-HH","165","0.256928975591081","0.222452154520147","0.291405796662015"
"Two to three days a week","2016","North Rhine-Westphalia","(Married) couple without C. ","359","0.244839460970882","0.222111676976558","0.267567244965206"
"Two to three days a week","2016","North Rhine-Westphalia","Single parent ","76","0.190130779079219","0.153465464657563","0.226796093500875"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. LE 16 ","257","0.176676253768648","0.155600545317507","0.197751962219789"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. GT 16 ","141","0.210429008225627","0.179679044986842","0.241178971464412"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","107","0.211792300332565","0.175541833798706","0.248042766866425"
"Two to three days a week","2016","Hesse","1-pers.-HH","54","0.237626730233289","0.180600760299895","0.294652700166683"
"Two to three days a week","2016","Hesse","(Married) couple without C. ","134","0.282869795828655","0.242366199883255","0.323373391774055"
"Two to three days a week","2016","Hesse","Single parent ","29","","",""
"Two to three days a week","2016","Hesse","Couple + C. LE 16 ","86","0.216215164972639","0.175041077513091","0.257389252432187"
"Two to three days a week","2016","Hesse","Couple + C. GT 16 ","42","0.249360713285474","0.185260610226511","0.313460816344437"
"Two to three days a week","2016","Hesse","Couple + C. LE and GT 16","27","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","48","0.262326284455497","0.201961164790721","0.322691404120273"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","119","0.298326175894734","0.25441314818141","0.342239203608057"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Single parent ","26","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","91","0.286856622023454","0.239807147061628","0.333906096985281"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","25","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","28","","",""
"Two to three days a week","2016","Baden-Württemberg","1-pers.-HH","72","0.223488105135647","0.18021437273912","0.266761837532173"
"Two to three days a week","2016","Baden-Württemberg","(Married) couple without C. ","190","0.262345879997718","0.230778234735472","0.293913525259964"
"Two to three days a week","2016","Baden-Württemberg","Single parent ","32","0.165519211145342","0.116297307152517","0.214741115138167"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. LE 16 ","114","0.161883916916811","0.136034263238877","0.187733570594746"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. GT 16 ","56","0.14935499492827","0.111355852568946","0.187354137287594"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. LE and GT 16","38","0.142809196472125","0.103348798692588","0.182269594251662"
"Two to three days a week","2016","Bavaria","1-pers.-HH","128","0.245977083880834","0.20920803633239","0.282746131429279"
"Two to three days a week","2016","Bavaria","(Married) couple without C. ","284","0.255313079035961","0.229661742624903","0.280964415447018"
"Two to three days a week","2016","Bavaria","Single parent ","94","0.260791339488714","0.213983365196582","0.307599313780847"
"Two to three days a week","2016","Bavaria","Couple + C. LE 16 ","187","0.173080581258952","0.149174063401411","0.196987099116493"
"Two to three days a week","2016","Bavaria","Couple + C. GT 16 ","91","0.206782169226328","0.170588856912321","0.242975481540335"
"Two to three days a week","2016","Bavaria","Couple + C. LE and GT 16","74","0.228856696465716","0.185759301796727","0.271954091134704"
"Two to three days a week","2016","Berlin","1-pers.-HH","51","0.220543297846608","0.166003373166667","0.275083222526549"
"Two to three days a week","2016","Berlin","(Married) couple without C. ","80","0.278351777210683","0.226768507829679","0.329935046591687"
"Two to three days a week","2016","Berlin","Single parent ","12","","",""
"Two to three days a week","2016","Berlin","Couple + C. LE 16 ","32","0.128056106148667","0.0799049584507414","0.176207253846593"
"Two to three days a week","2016","Berlin","Couple + C. GT 16 ","11","","",""
"Two to three days a week","2016","Berlin","Couple + C. LE and GT 16","8","","",""
"Two to three days a week","2016","Brandenburg","1-pers.-HH","33","0.275896691603804","0.201051945464869","0.350741437742739"
"Two to three days a week","2016","Brandenburg","(Married) couple without C. ","117","0.284114756364649","0.239240131730035","0.328989380999263"
"Two to three days a week","2016","Brandenburg","Single parent ","10","","",""
"Two to three days a week","2016","Brandenburg","Couple + C. LE 16 ","39","0.137367318727743","0.0877632967461524","0.186971340709334"
"Two to three days a week","2016","Brandenburg","Couple + C. GT 16 ","20","","",""
"Two to three days a week","2016","Brandenburg","Couple + C. LE and GT 16","19","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","1-pers.-HH","28","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","64","0.33505334730068","0.268804066502301","0.40130262809906"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Single parent ","9","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","26","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","9","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","6","","",""
"Two to three days a week","2016","Saxony","1-pers.-HH","83","0.351258440153663","0.289565791310097","0.41295108899723"
"Two to three days a week","2016","Saxony","(Married) couple without C. ","169","0.332090953769406","0.291957416360182","0.37222449117863"
"Two to three days a week","2016","Saxony","Single parent ","17","","",""
"Two to three days a week","2016","Saxony","Couple + C. LE 16 ","72","0.229395471169537","0.180837554502664","0.277953387836411"
"Two to three days a week","2016","Saxony","Couple + C. GT 16 ","34","0.310699899985426","0.237609143289318","0.383790656681534"
"Two to three days a week","2016","Saxony","Couple + C. LE and GT 16","21","","",""
"Two to three days a week","2016","Saxony-Anhalt","1-pers.-HH","33","0.246718849178215","0.177029061862866","0.316408636493565"
"Two to three days a week","2016","Saxony-Anhalt","(Married) couple without C. ","99","0.374753063274017","0.31875080698732","0.430755319560713"
"Two to three days a week","2016","Saxony-Anhalt","Single parent ","22","","",""
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. LE 16 ","39","0.234661921802814","0.169802340723196","0.299521502882432"
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. GT 16 ","9","","",""
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. LE and GT 16","16","","",""
"Two to three days a week","2016","Thuringia","1-pers.-HH","35","0.207754191423581","0.142612380281087","0.272896002566075"
"Two to three days a week","2016","Thuringia","(Married) couple without C. ","68","0.173766764330041","0.133608981617016","0.213924547043066"
"Two to three days a week","2016","Thuringia","Single parent ","10","","",""
"Two to three days a week","2016","Thuringia","Couple + C. LE 16 ","30","0.155584147489833","0.10172811849885","0.209440176480816"
"Two to three days a week","2016","Thuringia","Couple + C. GT 16 ","23","","",""
"Two to three days a week","2016","Thuringia","Couple + C. LE and GT 16","13","","",""
"Two to four days a month","2016","Schleswig-Holstein","1-pers.-HH","42","0.313869219589047","0.233475722400957","0.394262716777137"
"Two to four days a month","2016","Schleswig-Holstein","(Married) couple without C. ","112","0.53289216469907","0.467989368793665","0.597794960604474"
"Two to four days a month","2016","Schleswig-Holstein","Single parent ","30","0.327909927382539","0.217141862560184","0.438677992204894"
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. LE 16 ","105","0.441436348361491","0.377540229513561","0.505332467209421"
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. GT 16 ","45","0.509713069999435","0.409188012236952","0.610238127761918"
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. LE and GT 16","11","","",""
"Two to four days a month","2016","Hamburg","1-pers.-HH","31","0.508441993003707","0.391328437915174","0.62555554809224"
"Two to four days a month","2016","Hamburg","(Married) couple without C. ","63","0.475281977756873","0.387028018253461","0.563535937260286"
"Two to four days a month","2016","Hamburg","Single parent ","24","","",""
"Two to four days a month","2016","Hamburg","Couple + C. LE 16 ","56","0.483861543024931","0.384919991632161","0.582803094417702"
"Two to four days a month","2016","Hamburg","Couple + C. GT 16 ","19","","",""
"Two to four days a month","2016","Hamburg","Couple + C. LE and GT 16","14","","",""
"Two to four days a month","2016","Lower Saxony","1-pers.-HH","129","0.411310423608378","0.354870723666166","0.46775012355059"
"Two to four days a month","2016","Lower Saxony","(Married) couple without C. ","355","0.489701275609832","0.452826991332049","0.526575559887616"
"Two to four days a month","2016","Lower Saxony","Single parent ","94","0.353190539771886","0.290598832926138","0.415782246617633"
"Two to four days a month","2016","Lower Saxony","Couple + C. LE 16 ","270","0.465879196843944","0.423999238057981","0.507759155629907"
"Two to four days a month","2016","Lower Saxony","Couple + C. GT 16 ","142","0.480416803898062","0.422104502734646","0.538729105061478"
"Two to four days a month","2016","Lower Saxony","Couple + C. LE and GT 16","102","0.46038358781454","0.393913889595298","0.526853286033783"
"Two to four days a month","2016","Bremen","1-pers.-HH","6","","",""
"Two to four days a month","2016","Bremen","(Married) couple without C. ","23","","",""
"Two to four days a month","2016","Bremen","Single parent ","9","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE 16 ","17","","",""
"Two to four days a month","2016","Bremen","Couple + C. GT 16 ","9","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE and GT 16","8","","",""
"Two to four days a month","2016","North Rhine-Westphalia","1-pers.-HH","229","0.396028738300729","0.357438541151711","0.434618935449746"
"Two to four days a month","2016","North Rhine-Westphalia","(Married) couple without C. ","654","0.467585727020941","0.441213171842137","0.493958282199744"
"Two to four days a month","2016","North Rhine-Westphalia","Single parent ","178","0.435535132184233","0.389206251513151","0.481864012855315"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE 16 ","560","0.47971785419096","0.452110793307255","0.507324915074664"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. GT 16 ","286","0.427896341989007","0.390571080939856","0.465221603038159"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","216","0.457801922341796","0.4135984920707","0.502005352612893"
"Two to four days a month","2016","Hesse","1-pers.-HH","96","0.464982965484929","0.398157263325543","0.531808667644315"
"Two to four days a month","2016","Hesse","(Married) couple without C. ","230","0.472538627172524","0.427641838930419","0.517435415414629"
"Two to four days a month","2016","Hesse","Single parent ","63","0.430140958299921","0.351173394810749","0.509108521789094"
"Two to four days a month","2016","Hesse","Couple + C. LE 16 ","205","0.489574012414682","0.439575389154361","0.539572635675003"
"Two to four days a month","2016","Hesse","Couple + C. GT 16 ","80","0.517807845971462","0.443775169628371","0.591840522314553"
"Two to four days a month","2016","Hesse","Couple + C. LE and GT 16","60","0.469796119297559","0.384002976277837","0.55558926231728"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","98","0.444821620592761","0.376628239498182","0.513015001687339"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","196","0.442940284301758","0.395263876029585","0.490616692573931"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Single parent ","60","0.446289503684965","0.362434125630406","0.530144881739525"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","164","0.415366766591959","0.364105239832182","0.466628293351735"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","73","0.441839930714207","0.363150892231826","0.520528969196588"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","79","0.523519006927654","0.442504894066193","0.604533119789115"
"Two to four days a month","2016","Baden-Württemberg","1-pers.-HH","164","0.45533983124182","0.403608492052865","0.507071170430775"
"Two to four days a month","2016","Baden-Württemberg","(Married) couple without C. ","371","0.459539955274595","0.423777929444841","0.495301981104349"
"Two to four days a month","2016","Baden-Württemberg","Single parent ","89","0.363253969163074","0.299557649315584","0.426950289010565"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. LE 16 ","400","0.495609380206268","0.46052174904332","0.530697011369216"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. GT 16 ","156","0.509251258073995","0.455956389738052","0.562546126409937"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. LE and GT 16","137","0.457917806325226","0.401726263532294","0.514109349118158"
"Two to four days a month","2016","Bavaria","1-pers.-HH","250","0.461910129649598","0.419345492567284","0.504474766731912"
"Two to four days a month","2016","Bavaria","(Married) couple without C. ","568","0.504499107146049","0.475086127439404","0.533912086852694"
"Two to four days a month","2016","Bavaria","Single parent ","147","0.450785262506806","0.397740111907978","0.503830413105634"
"Two to four days a month","2016","Bavaria","Couple + C. LE 16 ","533","0.58151468262949","0.550341509610673","0.612687855648308"
"Two to four days a month","2016","Bavaria","Couple + C. GT 16 ","259","0.519391626427644","0.474741911411741","0.564041341443548"
