"ple0180","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2016","in school","West Germany","74","0.294060742877602","0.241440355738618","0.346681130016585"
"Once a month or less","2016","in school","East Germany","10","","",""
"Once a month or less","2016","inadequately","West Germany","94","0.266713438529721","0.220709689373225","0.312717187686217"
"Once a month or less","2016","inadequately","East Germany","13","","",""
"Once a month or less","2016","general elemantary","West Germany","498","0.224959069824552","0.207644146225142","0.242273993423962"
"Once a month or less","2016","general elemantary","East Germany","82","0.206994065781821","0.162393986979341","0.2515941445843"
"Once a month or less","2016","middle vocational","West Germany","1719","0.199122753692998","0.190547579594516","0.207697927791481"
"Once a month or less","2016","middle vocational","East Germany","503","0.218267581181467","0.20216226893465","0.234372893428285"
"Once a month or less","2016","vocational + Abi","West Germany","313","0.165328730637915","0.147894340959566","0.182763120316264"
"Once a month or less","2016","vocational + Abi","East Germany","66","0.249400035162676","0.198076177419335","0.300723892906018"
"Once a month or less","2016","higher vocational","West Germany","174","0.167816066034945","0.144916001524827","0.190716130545062"
"Once a month or less","2016","higher vocational","East Germany","54","0.173577329622501","0.134507447353913","0.212647211891088"
"Once a month or less","2016","higher education","West Germany","736","0.165980419680709","0.155126568410039","0.176834270951379"
"Once a month or less","2016","higher education","East Germany","203","0.150808915934777","0.131597948393407","0.170019883476148"
"Never","2016","in school","West Germany","49","0.160082562742842","0.11773366021493","0.202431465270755"
"Never","2016","in school","East Germany","6","","",""
"Never","2016","inadequately","West Germany","25","","",""
"Never","2016","inadequately","East Germany","6","","",""
"Never","2016","general elemantary","West Germany","204","0.0802649484696612","0.068998141825423","0.0915317551138994"
"Never","2016","general elemantary","East Germany","30","0.0637880052296469","0.0368865935286574","0.0906894169306365"
"Never","2016","middle vocational","West Germany","522","0.0602933126490321","0.0551820257906839","0.0654045995073802"
"Never","2016","middle vocational","East Germany","132","0.0466982566769602","0.0384718344230104","0.0549246789309101"
"Never","2016","vocational + Abi","West Germany","105","0.057598261853028","0.0466637958435279","0.0685327278625281"
"Never","2016","vocational + Abi","East Germany","15","","",""
"Never","2016","higher vocational","West Germany","58","0.0523744319243244","0.0387226820720208","0.066026181776628"
"Never","2016","higher vocational","East Germany","8","","",""
"Never","2016","higher education","West Germany","253","0.0614949058994762","0.0544867266485204","0.0685030851504319"
"Never","2016","higher education","East Germany","54","0.0611924415175056","0.0483256520229279","0.0740592310120833"
"Daily","2017","in school","West Germany","","","",""
"Daily","2017","in school","East Germany","","","",""
"Daily","2017","inadequately","West Germany","","","",""
"Daily","2017","inadequately","East Germany","","","",""
"Daily","2017","general elemantary","West Germany","","","",""
"Daily","2017","general elemantary","East Germany","","","",""
"Daily","2017","middle vocational","West Germany","","","",""
"Daily","2017","middle vocational","East Germany","","","",""
"Daily","2017","vocational + Abi","West Germany","","","",""
"Daily","2017","vocational + Abi","East Germany","","","",""
"Daily","2017","higher vocational","West Germany","","","",""
"Daily","2017","higher vocational","East Germany","","","",""
"Daily","2017","higher education","West Germany","","","",""
"Daily","2017","higher education","East Germany","","","",""
"Four to six days a week","2017","in school","West Germany","","","",""
"Four to six days a week","2017","in school","East Germany","","","",""
"Four to six days a week","2017","inadequately","West Germany","","","",""
"Four to six days a week","2017","inadequately","East Germany","","","",""
"Four to six days a week","2017","general elemantary","West Germany","","","",""
"Four to six days a week","2017","general elemantary","East Germany","","","",""
"Four to six days a week","2017","middle vocational","West Germany","","","",""
"Four to six days a week","2017","middle vocational","East Germany","","","",""
"Four to six days a week","2017","vocational + Abi","West Germany","","","",""
"Four to six days a week","2017","vocational + Abi","East Germany","","","",""
"Four to six days a week","2017","higher vocational","West Germany","","","",""
"Four to six days a week","2017","higher vocational","East Germany","","","",""
"Four to six days a week","2017","higher education","West Germany","","","",""
"Four to six days a week","2017","higher education","East Germany","","","",""
"Two to three days a week","2017","in school","West Germany","","","",""
"Two to three days a week","2017","in school","East Germany","","","",""
"Two to three days a week","2017","inadequately","West Germany","","","",""
"Two to three days a week","2017","inadequately","East Germany","","","",""
"Two to three days a week","2017","general elemantary","West Germany","","","",""
"Two to three days a week","2017","general elemantary","East Germany","","","",""
"Two to three days a week","2017","middle vocational","West Germany","","","",""
"Two to three days a week","2017","middle vocational","East Germany","","","",""
"Two to three days a week","2017","vocational + Abi","West Germany","","","",""
"Two to three days a week","2017","vocational + Abi","East Germany","","","",""
"Two to three days a week","2017","higher vocational","West Germany","","","",""
"Two to three days a week","2017","higher vocational","East Germany","","","",""
"Two to three days a week","2017","higher education","West Germany","","","",""
"Two to three days a week","2017","higher education","East Germany","","","",""
"Two to four days a month","2017","in school","West Germany","","","",""
"Two to four days a month","2017","in school","East Germany","","","",""
"Two to four days a month","2017","inadequately","West Germany","","","",""
"Two to four days a month","2017","inadequately","East Germany","","","",""
"Two to four days a month","2017","general elemantary","West Germany","","","",""
"Two to four days a month","2017","general elemantary","East Germany","","","",""
"Two to four days a month","2017","middle vocational","West Germany","","","",""
"Two to four days a month","2017","middle vocational","East Germany","","","",""
"Two to four days a month","2017","vocational + Abi","West Germany","","","",""
"Two to four days a month","2017","vocational + Abi","East Germany","","","",""
"Two to four days a month","2017","higher vocational","West Germany","","","",""
"Two to four days a month","2017","higher vocational","East Germany","","","",""
"Two to four days a month","2017","higher education","West Germany","","","",""
"Two to four days a month","2017","higher education","East Germany","","","",""
"Once a month or less","2017","in school","West Germany","","","",""
"Once a month or less","2017","in school","East Germany","","","",""
"Once a month or less","2017","inadequately","West Germany","","","",""
"Once a month or less","2017","inadequately","East Germany","","","",""
"Once a month or less","2017","general elemantary","West Germany","","","",""
"Once a month or less","2017","general elemantary","East Germany","","","",""
"Once a month or less","2017","middle vocational","West Germany","","","",""
"Once a month or less","2017","middle vocational","East Germany","","","",""
"Once a month or less","2017","vocational + Abi","West Germany","","","",""
"Once a month or less","2017","vocational + Abi","East Germany","","","",""
"Once a month or less","2017","higher vocational","West Germany","","","",""
"Once a month or less","2017","higher vocational","East Germany","","","",""
"Once a month or less","2017","higher education","West Germany","","","",""
"Once a month or less","2017","higher education","East Germany","","","",""
"Never","2017","in school","West Germany","","","",""
"Never","2017","in school","East Germany","","","",""
"Never","2017","inadequately","West Germany","","","",""
"Never","2017","inadequately","East Germany","","","",""
"Never","2017","general elemantary","West Germany","","","",""
"Never","2017","general elemantary","East Germany","","","",""
"Never","2017","middle vocational","West Germany","","","",""
"Never","2017","middle vocational","East Germany","","","",""
"Never","2017","vocational + Abi","West Germany","","","",""
"Never","2017","vocational + Abi","East Germany","","","",""
"Never","2017","higher vocational","West Germany","","","",""
"Never","2017","higher vocational","East Germany","","","",""
"Never","2017","higher education","West Germany","","","",""
"Never","2017","higher education","East Germany","","","",""
"Daily","2018","in school","West Germany","2","","",""
"Daily","2018","in school","East Germany","","","",""
"Daily","2018","inadequately","West Germany","7","","",""
"Daily","2018","inadequately","East Germany","","","",""
"Daily","2018","general elemantary","West Germany","17","","",""
"Daily","2018","general elemantary","East Germany","2","","",""
"Daily","2018","middle vocational","West Germany","69","0.00838652455761866","0.00646040377218153","0.0103126453430558"
"Daily","2018","middle vocational","East Germany","27","","",""
"Daily","2018","vocational + Abi","West Germany","17","","",""
"Daily","2018","vocational + Abi","East Germany","","","",""
"Daily","2018","higher vocational","West Germany","12","","",""
"Daily","2018","higher vocational","East Germany","6","","",""
"Daily","2018","higher education","West Germany","26","","",""
"Daily","2018","higher education","East Germany","11","","",""
"Four to six days a week","2018","in school","West Germany","5","","",""
"Four to six days a week","2018","in school","East Germany","3","","",""
"Four to six days a week","2018","inadequately","West Germany","25","","",""
"Four to six days a week","2018","inadequately","East Germany","1","","",""
"Four to six days a week","2018","general elemantary","West Germany","88","0.0446955360244252","0.0361726025060703","0.0532184695427801"
"Four to six days a week","2018","general elemantary","East Germany","19","","",""
"Four to six days a week","2018","middle vocational","West Germany","260","0.0367739127562631","0.0327987461521975","0.0407490793603286"
"Four to six days a week","2018","middle vocational","East Germany","116","0.0544588042337959","0.0459512925670755","0.0629663159005164"
"Four to six days a week","2018","vocational + Abi","West Germany","39","0.0324977954401739","0.0242788278905598","0.040716762989788"
"Four to six days a week","2018","vocational + Abi","East Germany","5","","",""
"Four to six days a week","2018","higher vocational","West Germany","31","0.0374649124257779","0.0259951465966241","0.0489346782549317"
"Four to six days a week","2018","higher vocational","East Germany","12","","",""
"Four to six days a week","2018","higher education","West Germany","131","0.0291336664233726","0.0244242004470385","0.0338431323997068"
"Four to six days a week","2018","higher education","East Germany","59","0.0384004544503461","0.0282875671546849","0.0485133417460074"
"Two to three days a week","2018","in school","West Germany","37","0.0973317557445841","0.0627978074681904","0.131865704020978"
"Two to three days a week","2018","in school","East Germany","7","","",""
"Two to three days a week","2018","inadequately","West Germany","61","0.159084925852103","0.124393293339515","0.193776558364691"
"Two to three days a week","2018","inadequately","East Germany","23","","",""
"Two to three days a week","2018","general elemantary","West Germany","440","0.203874241178789","0.187257030006067","0.220491452351512"
"Two to three days a week","2018","general elemantary","East Germany","107","0.285771883883038","0.241218800729768","0.330324967036308"
"Two to three days a week","2018","middle vocational","West Germany","1736","0.214972250490666","0.206295542091438","0.223648958889893"
"Two to three days a week","2018","middle vocational","East Germany","672","0.244996679863243","0.228872308000126","0.26112105172636"
"Two to three days a week","2018","vocational + Abi","West Germany","343","0.198210504055105","0.179732381298694","0.216688626811516"
"Two to three days a week","2018","vocational + Abi","East Germany","65","0.269237685149272","0.220409064596071","0.318066305702472"
"Two to three days a week","2018","higher vocational","West Germany","221","0.218635872988417","0.193671460480274","0.24360028549656"
"Two to three days a week","2018","higher vocational","East Germany","113","0.286254626063923","0.240986072895805","0.331523179232041"
"Two to three days a week","2018","higher education","West Germany","1031","0.223736255009203","0.212066353115053","0.235406156903352"
"Two to three days a week","2018","higher education","East Germany","385","0.267318238400749","0.24402757568425","0.290608901117248"
"Two to four days a month","2018","in school","West Germany","115","0.490109873363285","0.431867387856485","0.548352358870085"
"Two to four days a month","2018","in school","East Germany","24","","",""
"Two to four days a month","2018","inadequately","West Germany","164","0.412995880112234","0.366294728736457","0.459697031488011"
"Two to four days a month","2018","inadequately","East Germany","15","","",""
"Two to four days a month","2018","general elemantary","West Germany","907","0.399903797879136","0.379698078103411","0.420109517654862"
"Two to four days a month","2018","general elemantary","East Germany","141","0.387834493002369","0.339782966757386","0.435886019247352"
"Two to four days a month","2018","middle vocational","West Germany","4033","0.463932695999899","0.453399541692393","0.474465850307404"
"Two to four days a month","2018","middle vocational","East Germany","1231","0.434893068820752","0.416307115792063","0.45347902184944"
"Two to four days a month","2018","vocational + Abi","West Germany","897","0.49771702002183","0.474541482753317","0.520892557290344"
"Two to four days a month","2018","vocational + Abi","East Germany","147","0.41929061766506","0.364971156456302","0.473610078873817"
"Two to four days a month","2018","higher vocational","West Germany","526","0.476583579669304","0.446416927595605","0.506750231743002"
"Two to four days a month","2018","higher vocational","East Germany","187","0.499469136220571","0.449394423826213","0.549543848614928"
"Two to four days a month","2018","higher education","West Germany","2572","0.506939058112961","0.492939234994893","0.52093888123103"
"Two to four days a month","2018","higher education","East Germany","673","0.490621228999266","0.46431228302504","0.516930174973491"
"Once a month or less","2018","in school","West Germany","74","0.252932271691559","0.202287224087139","0.303577319295979"
"Once a month or less","2018","in school","East Germany","14","","",""
"Once a month or less","2018","inadequately","West Germany","122","0.270251854465481","0.228130241344999","0.312373467585963"
"Once a month or less","2018","inadequately","East Germany","13","","",""
"Once a month or less","2018","general elemantary","West Germany","587","0.265233043786611","0.24702451968284","0.283441567890381"
"Once a month or less","2018","general elemantary","East Germany","84","0.191801400748269","0.152974343400227","0.230628458096311"
"Once a month or less","2018","middle vocational","West Germany","1870","0.208872182469249","0.200286300252745","0.217458064685754"
"Once a month or less","2018","middle vocational","East Germany","539","0.194151240055345","0.179321787102764","0.208980693007925"
"Once a month or less","2018","vocational + Abi","West Germany","374","0.20948203340045","0.19061977905883","0.22834428774207"
"Once a month or less","2018","vocational + Abi","East Germany","75","0.192850434347466","0.14941883930598","0.236282029388951"
"Once a month or less","2018","higher vocational","West Germany","205","0.198796825050285","0.174691668392845","0.222901981707724"
"Once a month or less","2018","higher vocational","East Germany","58","0.140547315684574","0.105739965069736","0.175354666299411"
"Once a month or less","2018","higher education","West Germany","838","0.165646322925564","0.155236092002515","0.176056553848613"
"Once a month or less","2018","higher education","East Germany","215","0.148441583849753","0.129730675434195","0.167152492265311"
"Never","2018","in school","West Germany","50","0.142404171286887","0.101688878832278","0.183119463741497"
"Never","2018","in school","East Germany","8","","",""
"Never","2018","inadequately","West Germany","48","0.0998394115113888","0.0714049402513208","0.128273882771457"
"Never","2018","inadequately","East Germany","6","","",""
"Never","2018","general elemantary","West Germany","219","0.0795261075943152","0.0683665565515838","0.0906856586370466"
"Never","2018","general elemantary","East Germany","42","0.0796135689226832","0.0529186753730338","0.106308462472333"
"Never","2018","middle vocational","West Germany","643","0.0670624337263046","0.0617793530590305","0.0723455143935787"
"Never","2018","middle vocational","East Germany","148","0.0572807093177339","0.0485685929863952","0.0659928256490726"
"Never","2018","vocational + Abi","West Germany","118","0.0537254467992306","0.0432743244385145","0.0641765691599468"
"Never","2018","vocational + Abi","East Germany","25","","",""
"Never","2018","higher vocational","West Germany","58","0.0601587661770562","0.0457969086805341","0.0745206236735782"
"Never","2018","higher vocational","East Germany","7","","",""
"Never","2018","higher education","West Germany","301","0.0673282646063556","0.0603111674536393","0.0743453617590718"
"Never","2018","higher education","East Germany","44","0.0455823737418607","0.0346055281540724","0.0565592193296491"
