"ple0180","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Saxony","Full Time","8","","",""
"Daily","2016","Saxony","Part Time","5","","",""
"Daily","2016","Saxony","Not Working","8","","",""
"Daily","2016","Saxony-Anhalt","Full Time","1","","",""
"Daily","2016","Saxony-Anhalt","Part Time","1","","",""
"Daily","2016","Saxony-Anhalt","Not Working","6","","",""
"Daily","2016","Thuringia","Full Time","5","","",""
"Daily","2016","Thuringia","Part Time","","","",""
"Daily","2016","Thuringia","Not Working","3","","",""
"Four to six days a week","2016","Schleswig-Holstein","Full Time","9","","",""
"Four to six days a week","2016","Schleswig-Holstein","Part Time","8","","",""
"Four to six days a week","2016","Schleswig-Holstein","Not Working","9","","",""
"Four to six days a week","2016","Hamburg","Full Time","3","","",""
"Four to six days a week","2016","Hamburg","Part Time","1","","",""
"Four to six days a week","2016","Hamburg","Not Working","8","","",""
"Four to six days a week","2016","Lower Saxony","Full Time","14","","",""
"Four to six days a week","2016","Lower Saxony","Part Time","19","","",""
"Four to six days a week","2016","Lower Saxony","Not Working","19","","",""
"Four to six days a week","2016","Bremen","Full Time","2","","",""
"Four to six days a week","2016","Bremen","Part Time","","","",""
"Four to six days a week","2016","Bremen","Not Working","2","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Full Time","77","0.0405437309566266","0.031502356768906","0.0495851051443472"
"Four to six days a week","2016","North Rhine-Westphalia","Part Time","51","0.0278510720618656","0.0193758483750983","0.0363262957486328"
"Four to six days a week","2016","North Rhine-Westphalia","Not Working","70","0.037361861152406","0.0283993512058342","0.0463243710989777"
"Four to six days a week","2016","Hesse","Full Time","8","","",""
"Four to six days a week","2016","Hesse","Part Time","16","","",""
"Four to six days a week","2016","Hesse","Not Working","18","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Full Time","15","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Part Time","11","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Not Working","11","","",""
"Four to six days a week","2016","Baden-Württemberg","Full Time","31","0.0361649133590107","0.0252744539533098","0.0470553727647116"
"Four to six days a week","2016","Baden-Württemberg","Part Time","14","","",""
"Four to six days a week","2016","Baden-Württemberg","Not Working","14","","",""
"Four to six days a week","2016","Bavaria","Full Time","52","0.0362197761551145","0.0269631482518265","0.0454764040584024"
"Four to six days a week","2016","Bavaria","Part Time","29","","",""
"Four to six days a week","2016","Bavaria","Not Working","38","0.035751605012356","0.0248338512352093","0.0466693587895027"
"Four to six days a week","2016","Berlin","Full Time","7","","",""
"Four to six days a week","2016","Berlin","Part Time","5","","",""
"Four to six days a week","2016","Berlin","Not Working","7","","",""
"Four to six days a week","2016","Brandenburg","Full Time","13","","",""
"Four to six days a week","2016","Brandenburg","Part Time","3","","",""
"Four to six days a week","2016","Brandenburg","Not Working","15","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Full Time","6","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Part Time","5","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Not Working","18","","",""
"Four to six days a week","2016","Saxony","Full Time","22","","",""
"Four to six days a week","2016","Saxony","Part Time","12","","",""
"Four to six days a week","2016","Saxony","Not Working","26","","",""
"Four to six days a week","2016","Saxony-Anhalt","Full Time","14","","",""
"Four to six days a week","2016","Saxony-Anhalt","Part Time","4","","",""
"Four to six days a week","2016","Saxony-Anhalt","Not Working","6","","",""
"Four to six days a week","2016","Thuringia","Full Time","22","","",""
"Four to six days a week","2016","Thuringia","Part Time","8","","",""
"Four to six days a week","2016","Thuringia","Not Working","10","","",""
"Two to three days a week","2016","Schleswig-Holstein","Full Time","55","0.183850181770189","0.137386947625562","0.230313415914816"
"Two to three days a week","2016","Schleswig-Holstein","Part Time","61","0.262203831056325","0.209545340216033","0.314862321896617"
"Two to three days a week","2016","Schleswig-Holstein","Not Working","95","0.32892999575607","0.273300072243222","0.384559919268919"
"Two to three days a week","2016","Hamburg","Full Time","44","0.215189858987252","0.151313120609644","0.279066597364861"
"Two to three days a week","2016","Hamburg","Part Time","36","0.237847388035362","0.162296714558314","0.31339806151241"
"Two to three days a week","2016","Hamburg","Not Working","40","0.268182353496847","0.195059173082095","0.3413055339116"
"Two to three days a week","2016","Lower Saxony","Full Time","151","0.185983441598635","0.159154955275278","0.212811927921992"
"Two to three days a week","2016","Lower Saxony","Part Time","161","0.281045782850636","0.248028050064665","0.314063515636607"
"Two to three days a week","2016","Lower Saxony","Not Working","241","0.309016874015125","0.277485279347176","0.340548468683075"
"Two to three days a week","2016","Bremen","Full Time","12","","",""
"Two to three days a week","2016","Bremen","Part Time","14","","",""
"Two to three days a week","2016","Bremen","Not Working","27","","",""
"Two to three days a week","2016","North Rhine-Westphalia","Full Time","342","0.165481906258169","0.148446475032681","0.182517337483658"
"Two to three days a week","2016","North Rhine-Westphalia","Part Time","301","0.227459503412573","0.205868318311299","0.249050688513847"
"Two to three days a week","2016","North Rhine-Westphalia","Not Working","495","0.290299882335885","0.268849020970687","0.311750743701083"
"Two to three days a week","2016","Hesse","Full Time","141","0.221207632715983","0.188745341723932","0.253669923708033"
"Two to three days a week","2016","Hesse","Part Time","103","0.222148262827684","0.184365693467806","0.259930832187563"
"Two to three days a week","2016","Hesse","Not Working","138","0.290345331182454","0.250397959685743","0.330292702679165"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Full Time","120","0.271382676700966","0.233807783026069","0.308957570375864"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Part Time","87","0.208405595152918","0.169744762096454","0.247066428209382"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Not Working","147","0.307121319207779","0.267241781689349","0.347000856726209"
"Two to three days a week","2016","Baden-Württemberg","Full Time","169","0.138674392159679","0.118514744605596","0.158834039713762"
"Two to three days a week","2016","Baden-Württemberg","Part Time","155","0.204498219344171","0.178044441320588","0.230951997367754"
"Two to three days a week","2016","Baden-Württemberg","Not Working","192","0.28279486521354","0.251449816273129","0.314139914153951"
"Two to three days a week","2016","Bavaria","Full Time","314","0.211881399222669","0.191635683940334","0.232127114505003"
"Two to three days a week","2016","Bavaria","Part Time","248","0.214312771129608","0.190889903646684","0.237735638612531"
"Two to three days a week","2016","Bavaria","Not Working","307","0.272324627465019","0.246148622817674","0.298500632112364"
"Two to three days a week","2016","Berlin","Full Time","63","0.198633216478039","0.154644007159566","0.242622425796512"
"Two to three days a week","2016","Berlin","Part Time","45","0.18327451477907","0.135881187319366","0.230667842238773"
"Two to three days a week","2016","Berlin","Not Working","88","0.259234274415118","0.211145977129423","0.307322571700813"
"Two to three days a week","2016","Brandenburg","Full Time","70","0.217760633645105","0.173825923880428","0.261695343409782"
"Two to three days a week","2016","Brandenburg","Part Time","49","0.162178112636463","0.111595066507991","0.212761158764936"
"Two to three days a week","2016","Brandenburg","Not Working","125","0.344932131023553","0.297995711738487","0.391868550308619"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Full Time","51","0.349880151157412","0.281885687166603","0.417874615148222"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Part Time","33","0.280607361802276","0.203960628415119","0.357254095189433"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Not Working","62","0.292890598511711","0.229341265103123","0.356439931920299"
"Two to three days a week","2016","Saxony","Full Time","147","0.285955601534638","0.249463207463242","0.322447995606034"
"Two to three days a week","2016","Saxony","Part Time","90","0.274558090050521","0.227120013022925","0.321996167078117"
"Two to three days a week","2016","Saxony","Not Working","164","0.334956106972742","0.294034116869848","0.375878097075636"
"Two to three days a week","2016","Saxony-Anhalt","Full Time","74","0.234455291467868","0.187595692673419","0.281314890262316"
"Two to three days a week","2016","Saxony-Anhalt","Part Time","43","0.226166983325931","0.166366127843784","0.285967838808078"
"Two to three days a week","2016","Saxony-Anhalt","Not Working","105","0.361110073339952","0.308234963570952","0.413985183108953"
"Two to three days a week","2016","Thuringia","Full Time","79","0.159453364603609","0.12109926253111","0.197807466676108"
"Two to three days a week","2016","Thuringia","Part Time","47","0.245110452926398","0.189519157405052","0.300701748447743"
"Two to three days a week","2016","Thuringia","Not Working","61","0.200252477906035","0.156198628705148","0.244306327106923"
"Two to four days a month","2016","Schleswig-Holstein","Full Time","127","0.507129874199544","0.447162048112812","0.567097700286276"
"Two to four days a month","2016","Schleswig-Holstein","Part Time","110","0.384249794262285","0.326014027413643","0.442485561110928"
"Two to four days a month","2016","Schleswig-Holstein","Not Working","112","0.43644911152258","0.377726388512496","0.495171834532663"
"Two to four days a month","2016","Hamburg","Full Time","87","0.481409836858865","0.403745945658787","0.559073728058942"
"Two to four days a month","2016","Hamburg","Part Time","57","0.454273283920122","0.365921691495952","0.542624876344293"
"Two to four days a month","2016","Hamburg","Not Working","68","0.530204202511504","0.447825550474212","0.612582854548796"
"Two to four days a month","2016","Lower Saxony","Full Time","413","0.476128179102942","0.44169184818577","0.510564510020114"
"Two to four days a month","2016","Lower Saxony","Part Time","342","0.424013981715047","0.387714188284219","0.460313775145875"
"Two to four days a month","2016","Lower Saxony","Not Working","369","0.460943963335151","0.426929616205946","0.494958310464356"
"Two to four days a month","2016","Bremen","Full Time","20","","",""
"Two to four days a month","2016","Bremen","Part Time","22","","",""
"Two to four days a month","2016","Bremen","Not Working","30","0.309439519671707","0.205512124000298","0.413366915343116"
"Two to four days a month","2016","North Rhine-Westphalia","Full Time","841","0.475638246229002","0.45274465713862","0.498531835319384"
"Two to four days a month","2016","North Rhine-Westphalia","Part Time","654","0.454400315716842","0.428754283855083","0.480046347578601"
"Two to four days a month","2016","North Rhine-Westphalia","Not Working","682","0.402106277003755","0.378934129152584","0.425278424854926"
"Two to four days a month","2016","Hesse","Full Time","311","0.524919303096753","0.485862361403817","0.563976244789689"
"Two to four days a month","2016","Hesse","Part Time","228","0.489199134385782","0.443764162170632","0.534634106600932"
"Two to four days a month","2016","Hesse","Not Working","226","0.429230090902457","0.385670592764209","0.472789589040705"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Full Time","252","0.407901597004236","0.366374497273446","0.449428696735026"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Part Time","199","0.418830866915068","0.371870035944187","0.465791697885949"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Not Working","247","0.489589951435306","0.44637416832411","0.532805734546501"
"Two to four days a month","2016","Baden-Württemberg","Full Time","541","0.470138393532343","0.441024840814503","0.499251946250182"
"Two to four days a month","2016","Baden-Württemberg","Part Time","448","0.481245916863985","0.448475146217139","0.514016687510832"
"Two to four days a month","2016","Baden-Württemberg","Not Working","361","0.449669316617661","0.415045894689451","0.48429273854587"
"Two to four days a month","2016","Bavaria","Full Time","831","0.507061653693146","0.482292132804249","0.531831174582043"
"Two to four days a month","2016","Bavaria","Part Time","607","0.524140119780556","0.495632928110487","0.552647311450626"
"Two to four days a month","2016","Bavaria","Not Working","544","0.484611568402585","0.455224566355591","0.513998570449578"
"Two to four days a month","2016","Berlin","Full Time","146","0.409494052223399","0.355276427531117","0.463711676915681"
"Two to four days a month","2016","Berlin","Part Time","115","0.447537788484056","0.386626995589133","0.508448581378979"
"Two to four days a month","2016","Berlin","Not Working","127","0.383750913731119","0.330386025404046","0.437115802058191"
"Two to four days a month","2016","Brandenburg","Full Time","158","0.44667211489173","0.39375039607595","0.49959383370751"
"Two to four days a month","2016","Brandenburg","Part Time","84","0.316676426036028","0.252842129520657","0.380510722551398"
"Two to four days a month","2016","Brandenburg","Not Working","170","0.388986131371671","0.340847629228989","0.437124633514353"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Full Time","77","0.30895037770247","0.243076053760159","0.374824701644782"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Part Time","53","0.359645806107398","0.277778828988871","0.441512783225925"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Not Working","64","0.358912793153453","0.291929267535897","0.42589631877101"
"Two to four days a month","2016","Saxony","Full Time","290","0.447937952628777","0.407777988168269","0.488097917089285"
"Two to four days a month","2016","Saxony","Part Time","151","0.455968138555852","0.403027637372433","0.508908639739271"
"Two to four days a month","2016","Saxony","Not Working","214","0.423232824808543","0.38039498322455","0.466070666392537"
"Two to four days a month","2016","Saxony-Anhalt","Full Time","132","0.485541865672791","0.430261408302604","0.540822323042977"
"Two to four days a month","2016","Saxony-Anhalt","Part Time","82","0.428346362496468","0.357611552114199","0.499081172878737"
"Two to four days a month","2016","Saxony-Anhalt","Not Working","124","0.389572998775576","0.335890867230978","0.443255130320173"
"Two to four days a month","2016","Thuringia","Full Time","162","0.44807380045854","0.395974805026827","0.500172795890253"
"Two to four days a month","2016","Thuringia","Part Time","117","0.454315874409377","0.389968061719738","0.518663687099016"
"Two to four days a month","2016","Thuringia","Not Working","195","0.580634156707501","0.526313341670856","0.634954971744147"
"Once a month or less","2016","Schleswig-Holstein","Full Time","54","0.220131294671186","0.170432700853459","0.269829888488913"
"Once a month or less","2016","Schleswig-Holstein","Part Time","55","0.24513123531993","0.193630225038324","0.296632245601537"
"Once a month or less","2016","Schleswig-Holstein","Not Working","43","0.134440992408839","0.0940497692898802","0.174832215527798"
"Once a month or less","2016","Hamburg","Full Time","16","","",""
"Once a month or less","2016","Hamburg","Part Time","20","","",""
"Once a month or less","2016","Hamburg","Not Working","21","","",""
"Once a month or less","2016","Lower Saxony","Full Time","184","0.25483427625673","0.224787508055617","0.284881044457844"
"Once a month or less","2016","Lower Saxony","Part Time","136","0.159446084949659","0.132555650933697","0.18633651896562"
"Once a month or less","2016","Lower Saxony","Not Working","127","0.13097304592318","0.107951806370904","0.153994285475455"
"Once a month or less","2016","Bremen","Full Time","8","","",""
"Once a month or less","2016","Bremen","Part Time","11","","",""
"Once a month or less","2016","Bremen","Not Working","12","","",""
"Once a month or less","2016","North Rhine-Westphalia","Full Time","436","0.239598617760739","0.220031646898494","0.259165588622985"
"Once a month or less","2016","North Rhine-Westphalia","Part Time","300","0.189803189131207","0.169605074742743","0.210001303519671"
"Once a month or less","2016","North Rhine-Westphalia","Not Working","313","0.176027874120564","0.158029600509729","0.194026147731398"
"Once a month or less","2016","Hesse","Full Time","123","0.15928957221201","0.13066854877936","0.18791059564466"
"Once a month or less","2016","Hesse","Part Time","84","0.174248012972178","0.139770943382871","0.208725082561484"
"Once a month or less","2016","Hesse","Not Working","75","0.143602293390537","0.112740178157841","0.174464408623233"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Full Time","113","0.20843034806169","0.174107604325054","0.242753091798326"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Part Time","84","0.213927327653729","0.174894533169294","0.252960122138165"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Not Working","78","0.149210241089037","0.118408378835062","0.180012103343012"
"Once a month or less","2016","Baden-Württemberg","Full Time","300","0.28401261950548","0.257708569427472","0.310316669583488"
"Once a month or less","2016","Baden-Württemberg","Part Time","213","0.220886153164381","0.193677498475379","0.248094807853382"
"Once a month or less","2016","Baden-Württemberg","Not Working","168","0.18871319626754","0.161479923340563","0.215946469194516"
"Once a month or less","2016","Bavaria","Full Time","278","0.191186880442085","0.17170440860254","0.210669352281629"
"Once a month or less","2016","Bavaria","Part Time","219","0.182735904926517","0.16067698001725","0.204794829835784"
"Once a month or less","2016","Bavaria","Not Working","161","0.152886334090844","0.131724844302436","0.174047823879251"
"Once a month or less","2016","Berlin","Full Time","63","0.204304953112101","0.159850289850832","0.248759616373369"
"Once a month or less","2016","Berlin","Part Time","61","0.195558412833221","0.146972136331659","0.244144689334783"
"Once a month or less","2016","Berlin","Not Working","61","0.231344648769061","0.185069448587734","0.277619848950388"
"Once a month or less","2016","Brandenburg","Full Time","84","0.252252120512633","0.206020060006322","0.298484181018944"
"Once a month or less","2016","Brandenburg","Part Time","60","0.470717122886793","0.402222429211236","0.539211816562351"
"Once a month or less","2016","Brandenburg","Not Working","65","0.161691332007494","0.125337907499416","0.198044756515572"
"Once a month or less","2016","Mecklenburg-Western Pomerania","Full Time","43","0.210184570749628","0.152097374862005","0.268271766637252"
"Once a month or less","2016","Mecklenburg-Western Pomerania","Part Time","25","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","Not Working","34","0.141052317882714","0.0924464784835048","0.189658157281923"
"Once a month or less","2016","Saxony","Full Time","98","0.198132049795303","0.165942178689295","0.230321920901311"
"Once a month or less","2016","Saxony","Part Time","66","0.183993292159836","0.142806639992579","0.225179944327093"
"Once a month or less","2016","Saxony","Not Working","79","0.134427171149431","0.10485161103309","0.164002731265773"
"Once a month or less","2016","Saxony-Anhalt","Full Time","72","0.19627237452312","0.152341757483136","0.240202991563104"
"Once a month or less","2016","Saxony-Anhalt","Part Time","43","0.221873952155162","0.162479305519242","0.281268598791082"
"Once a month or less","2016","Saxony-Anhalt","Not Working","60","0.180810540013501","0.138444047610854","0.223177032416148"
"Once a month or less","2016","Thuringia","Full Time","71","0.21679863606782","0.173628933225194","0.259968338910446"
"Once a month or less","2016","Thuringia","Part Time","40","0.16247715379267","0.114803476135733","0.210150831449608"
"Once a month or less","2016","Thuringia","Not Working","34","0.139818240219258","0.101641794694558","0.177994685743957"
"Never","2016","Schleswig-Holstein","Full Time","15","","",""
"Never","2016","Schleswig-Holstein","Part Time","30","0.0852339007737339","0.0518034750610394","0.118664326486428"
"Never","2016","Schleswig-Holstein","Not Working","11","","",""
"Never","2016","Hamburg","Full Time","6","","",""
"Never","2016","Hamburg","Part Time","6","","",""
"Never","2016","Hamburg","Not Working","4","","",""
"Never","2016","Lower Saxony","Full Time","40","0.0555340906493904","0.0397428814746165","0.0713252998241643"
"Never","2016","Lower Saxony","Part Time","52","0.0867424502191674","0.0660686377478495","0.107416262690485"
"Never","2016","Lower Saxony","Not Working","59","0.0547715213189433","0.0392452590597698","0.0702977835781167"
"Never","2016","Bremen","Full Time","3","","",""
"Never","2016","Bremen","Part Time","6","","",""
"Never","2016","Bremen","Not Working","5","","",""
"Never","2016","North Rhine-Westphalia","Full Time","115","0.0704052604382083","0.0586776541221252","0.0821328667542914"
"Never","2016","North Rhine-Westphalia","Part Time","130","0.0930770492484731","0.0781122701769126","0.108041828320034"
"Never","2016","North Rhine-Westphalia","Not Working","128","0.069903908067775","0.0578535901330541","0.0819542260024959"
"Never","2016","Hesse","Full Time","41","0.0530168671959293","0.0354923354830109","0.0705413989088477"
"Never","2016","Hesse","Part Time","32","0.0727475029493828","0.049141108169379","0.0963538977293866"
"Never","2016","Hesse","Not Working","37","0.0773097057967457","0.0538051396545415","0.10081427193895"
"Never","2016","Rhineland-Palatinate,Saarland","Full Time","35","0.0824765693739367","0.0592315009438692","0.105721637804004"
"Never","2016","Rhineland-Palatinate,Saarland","Part Time","40","0.107748340625069","0.078235287461348","0.13726139378879"
"Never","2016","Rhineland-Palatinate,Saarland","Not Working","29","","",""
"Never","2016","Baden-Württemberg","Full Time","80","0.0599794528686941","0.0461287745391888","0.0738301311981993"
"Never","2016","Baden-Württemberg","Part Time","62","0.0565224325753903","0.0413764109308606","0.07166845421992"
"Never","2016","Baden-Württemberg","Not Working","55","0.0526214253335602","0.0370812977335987","0.0681615529335217"
"Never","2016","Bavaria","Full Time","75","0.0474365629169199","0.0369049598829808","0.057968165950859"
"Never","2016","Bavaria","Part Time","71","0.0506818225873489","0.0381612785803411","0.0632023665943567"
"Never","2016","Bavaria","Not Working","55","0.0483524603895081","0.0357388789657892","0.0609660418132271"
"Never","2016","Berlin","Full Time","34","0.152462766866315","0.112828955200039","0.192096578532592"
"Never","2016","Berlin","Part Time","28","","",""
"Never","2016","Berlin","Not Working","30","0.0886657240575625","0.0574718377954357","0.119859610319689"
"Never","2016","Brandenburg","Full Time","13","","",""
"Never","2016","Brandenburg","Part Time","8","","",""
"Never","2016","Brandenburg","Not Working","17","","",""
"Never","2016","Mecklenburg-Western Pomerania","Full Time","10","","",""
"Never","2016","Mecklenburg-Western Pomerania","Part Time","14","","",""
"Never","2016","Mecklenburg-Western Pomerania","Not Working","10","","",""
"Never","2016","Saxony","Full Time","24","","",""
"Never","2016","Saxony","Part Time","16","","",""
"Never","2016","Saxony","Not Working","20","","",""
"Never","2016","Saxony-Anhalt","Full Time","21","","",""
"Never","2016","Saxony-Anhalt","Part Time","15","","",""
"Never","2016","Saxony-Anhalt","Not Working","16","","",""
"Never","2016","Thuringia","Full Time","11","","",""
"Never","2016","Thuringia","Part Time","18","","",""
"Never","2016","Thuringia","Not Working","14","","",""
"Daily","2017","Schleswig-Holstein","Full Time","","","",""
"Daily","2017","Schleswig-Holstein","Part Time","","","",""
"Daily","2017","Schleswig-Holstein","Not Working","","","",""
"Daily","2017","Hamburg","Full Time","","","",""
"Daily","2017","Hamburg","Part Time","","","",""
"Daily","2017","Hamburg","Not Working","","","",""
"Daily","2017","Lower Saxony","Full Time","","","",""
"Daily","2017","Lower Saxony","Part Time","","","",""
"Daily","2017","Lower Saxony","Not Working","","","",""
"Daily","2017","Bremen","Full Time","","","",""
"Daily","2017","Bremen","Part Time","","","",""
"Daily","2017","Bremen","Not Working","","","",""
"Daily","2017","North Rhine-Westphalia","Full Time","","","",""
"Daily","2017","North Rhine-Westphalia","Part Time","","","",""
"Daily","2017","North Rhine-Westphalia","Not Working","","","",""
"Daily","2017","Hesse","Full Time","","","",""
"Daily","2017","Hesse","Part Time","","","",""
"Daily","2017","Hesse","Not Working","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Daily","2017","Baden-Württemberg","Full Time","","","",""
"Daily","2017","Baden-Württemberg","Part Time","","","",""
"Daily","2017","Baden-Württemberg","Not Working","","","",""
"Daily","2017","Bavaria","Full Time","","","",""
"Daily","2017","Bavaria","Part Time","","","",""
"Daily","2017","Bavaria","Not Working","","","",""
"Daily","2017","Berlin","Full Time","","","",""
"Daily","2017","Berlin","Part Time","","","",""
"Daily","2017","Berlin","Not Working","","","",""
"Daily","2017","Brandenburg","Full Time","","","",""
"Daily","2017","Brandenburg","Part Time","","","",""
"Daily","2017","Brandenburg","Not Working","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Full Time","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Part Time","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Not Working","","","",""
"Daily","2017","Saxony","Full Time","","","",""
"Daily","2017","Saxony","Part Time","","","",""
"Daily","2017","Saxony","Not Working","","","",""
"Daily","2017","Saxony-Anhalt","Full Time","","","",""
"Daily","2017","Saxony-Anhalt","Part Time","","","",""
"Daily","2017","Saxony-Anhalt","Not Working","","","",""
"Daily","2017","Thuringia","Full Time","","","",""
"Daily","2017","Thuringia","Part Time","","","",""
"Daily","2017","Thuringia","Not Working","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Full Time","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Part Time","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Not Working","","","",""
"Four to six days a week","2017","Hamburg","Full Time","","","",""
"Four to six days a week","2017","Hamburg","Part Time","","","",""
"Four to six days a week","2017","Hamburg","Not Working","","","",""
"Four to six days a week","2017","Lower Saxony","Full Time","","","",""
"Four to six days a week","2017","Lower Saxony","Part Time","","","",""
"Four to six days a week","2017","Lower Saxony","Not Working","","","",""
"Four to six days a week","2017","Bremen","Full Time","","","",""
"Four to six days a week","2017","Bremen","Part Time","","","",""
"Four to six days a week","2017","Bremen","Not Working","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Full Time","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Part Time","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Not Working","","","",""
"Four to six days a week","2017","Hesse","Full Time","","","",""
"Four to six days a week","2017","Hesse","Part Time","","","",""
"Four to six days a week","2017","Hesse","Not Working","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Four to six days a week","2017","Baden-Württemberg","Full Time","","","",""
"Four to six days a week","2017","Baden-Württemberg","Part Time","","","",""
"Four to six days a week","2017","Baden-Württemberg","Not Working","","","",""
"Four to six days a week","2017","Bavaria","Full Time","","","",""
"Four to six days a week","2017","Bavaria","Part Time","","","",""
"Four to six days a week","2017","Bavaria","Not Working","","","",""
"Four to six days a week","2017","Berlin","Full Time","","","",""
"Four to six days a week","2017","Berlin","Part Time","","","",""
"Four to six days a week","2017","Berlin","Not Working","","","",""
"Four to six days a week","2017","Brandenburg","Full Time","","","",""
"Four to six days a week","2017","Brandenburg","Part Time","","","",""
"Four to six days a week","2017","Brandenburg","Not Working","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","Full Time","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","Part Time","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","Not Working","","","",""
"Four to six days a week","2017","Saxony","Full Time","","","",""
"Four to six days a week","2017","Saxony","Part Time","","","",""
"Four to six days a week","2017","Saxony","Not Working","","","",""
"Four to six days a week","2017","Saxony-Anhalt","Full Time","","","",""
"Four to six days a week","2017","Saxony-Anhalt","Part Time","","","",""
"Four to six days a week","2017","Saxony-Anhalt","Not Working","","","",""
"Four to six days a week","2017","Thuringia","Full Time","","","",""
"Four to six days a week","2017","Thuringia","Part Time","","","",""
"Four to six days a week","2017","Thuringia","Not Working","","","",""
"Two to three days a week","2017","Schleswig-Holstein","Full Time","","","",""
