"ple0180","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","Not Employed","4","","",""
"Daily","2016","Schleswig-Holstein","Employed","11","","",""
"Daily","2016","Hamburg","Not Employed","","","",""
"Daily","2016","Hamburg","Employed","5","","",""
"Daily","2016","Lower Saxony","Not Employed","10","","",""
"Daily","2016","Lower Saxony","Employed","8","","",""
"Daily","2016","Bremen","Not Employed","","","",""
"Daily","2016","Bremen","Employed","","","",""
"Daily","2016","North Rhine-Westphalia","Not Employed","32","0.0243001973196157","0.0170232894550113","0.0315771051842201"
"Daily","2016","North Rhine-Westphalia","Employed","29","","",""
"Daily","2016","Hesse","Not Employed","2","","",""
"Daily","2016","Hesse","Employed","6","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Employed","6","","",""
"Daily","2016","Baden-Württemberg","Not Employed","3","","",""
"Daily","2016","Baden-Württemberg","Employed","9","","",""
"Daily","2016","Bavaria","Not Employed","6","","",""
"Daily","2016","Bavaria","Employed","20","","",""
"Daily","2016","Berlin","Not Employed","6","","",""
"Daily","2016","Berlin","Employed","5","","",""
"Daily","2016","Brandenburg","Not Employed","2","","",""
"Daily","2016","Brandenburg","Employed","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Not Employed","9","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Employed","4","","",""
"Daily","2016","Saxony","Not Employed","8","","",""
"Daily","2016","Saxony","Employed","13","","",""
"Daily","2016","Saxony-Anhalt","Not Employed","6","","",""
"Daily","2016","Saxony-Anhalt","Employed","2","","",""
"Daily","2016","Thuringia","Not Employed","3","","",""
"Daily","2016","Thuringia","Employed","5","","",""
"Four to six days a week","2016","Schleswig-Holstein","Not Employed","9","","",""
"Four to six days a week","2016","Schleswig-Holstein","Employed","17","","",""
"Four to six days a week","2016","Hamburg","Not Employed","8","","",""
"Four to six days a week","2016","Hamburg","Employed","4","","",""
"Four to six days a week","2016","Lower Saxony","Not Employed","19","","",""
"Four to six days a week","2016","Lower Saxony","Employed","33","0.030445327462713","0.0218081314881529","0.0390825234372731"
"Four to six days a week","2016","Bremen","Not Employed","2","","",""
"Four to six days a week","2016","Bremen","Employed","2","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Not Employed","70","0.037361861152406","0.0283993512058342","0.0463243710989777"
"Four to six days a week","2016","North Rhine-Westphalia","Employed","128","0.0354727791025024","0.029138736266363","0.0418068219386419"
"Four to six days a week","2016","Hesse","Not Employed","18","","",""
"Four to six days a week","2016","Hesse","Employed","24","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Not Employed","11","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Employed","26","","",""
"Four to six days a week","2016","Baden-Württemberg","Not Employed","14","","",""
"Four to six days a week","2016","Baden-Württemberg","Employed","45","0.0358750200512958","0.0277687650886896","0.043981275013902"
"Four to six days a week","2016","Bavaria","Not Employed","38","0.035751605012356","0.0248338512352093","0.0466693587895027"
"Four to six days a week","2016","Bavaria","Employed","81","0.0318047790073831","0.0252390387796613","0.038370519235105"
"Four to six days a week","2016","Berlin","Not Employed","7","","",""
"Four to six days a week","2016","Berlin","Employed","12","","",""
"Four to six days a week","2016","Brandenburg","Not Employed","15","","",""
"Four to six days a week","2016","Brandenburg","Employed","16","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Not Employed","18","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Employed","11","","",""
"Four to six days a week","2016","Saxony","Not Employed","26","","",""
"Four to six days a week","2016","Saxony","Employed","34","0.021274423769006","0.0119954572926839","0.0305533902453281"
"Four to six days a week","2016","Saxony-Anhalt","Not Employed","6","","",""
"Four to six days a week","2016","Saxony-Anhalt","Employed","18","","",""
"Four to six days a week","2016","Thuringia","Not Employed","10","","",""
"Four to six days a week","2016","Thuringia","Employed","30","0.0888398574551402","0.0656853590305255","0.111994355879755"
"Two to three days a week","2016","Schleswig-Holstein","Not Employed","95","0.32892999575607","0.273300072243222","0.384559919268919"
"Two to three days a week","2016","Schleswig-Holstein","Employed","116","0.216605409698801","0.18169972723804","0.251511092159562"
"Two to three days a week","2016","Hamburg","Not Employed","40","0.268182353496847","0.195059173082095","0.3413055339116"
"Two to three days a week","2016","Hamburg","Employed","80","0.223465597887094","0.174759804930548","0.27217139084364"
"Two to three days a week","2016","Lower Saxony","Not Employed","241","0.309016874015125","0.277485279347176","0.340548468683075"
"Two to three days a week","2016","Lower Saxony","Employed","312","0.224896315627116","0.203907043994511","0.245885587259722"
"Two to three days a week","2016","Bremen","Not Employed","27","","",""
"Two to three days a week","2016","Bremen","Employed","26","","",""
"Two to three days a week","2016","North Rhine-Westphalia","Not Employed","495","0.290299882335885","0.268849020970687","0.311750743701083"
"Two to three days a week","2016","North Rhine-Westphalia","Employed","643","0.190243101986355","0.176802833884696","0.203683370088015"
"Two to three days a week","2016","Hesse","Not Employed","138","0.290345331182454","0.250397959685743","0.330292702679165"
"Two to three days a week","2016","Hesse","Employed","244","0.221575736004901","0.196954645039996","0.246196826969805"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Not Employed","147","0.307121319207779","0.267241781689349","0.347000856726209"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Employed","207","0.247021031016076","0.219767740660826","0.274274321371325"
"Two to three days a week","2016","Baden-Württemberg","Not Employed","192","0.28279486521354","0.251449816273129","0.314139914153951"
"Two to three days a week","2016","Baden-Württemberg","Employed","324","0.165196043790354","0.14900966923346","0.181382418347248"
"Two to three days a week","2016","Bavaria","Not Employed","307","0.272324627465019","0.246148622817674","0.298500632112364"
"Two to three days a week","2016","Bavaria","Employed","562","0.212833491146437","0.19751876180038","0.228148220492494"
"Two to three days a week","2016","Berlin","Not Employed","88","0.259234274415118","0.211145977129423","0.307322571700813"
"Two to three days a week","2016","Berlin","Employed","108","0.191951821639917","0.159676927730242","0.224226715549592"
"Two to three days a week","2016","Brandenburg","Not Employed","125","0.344932131023553","0.297995711738487","0.391868550308619"
"Two to three days a week","2016","Brandenburg","Employed","119","0.198321160482946","0.164783488406566","0.231858832559326"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Not Employed","62","0.292890598511711","0.229341265103123","0.356439931920299"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Employed","84","0.32083234243121","0.269767365030186","0.371897319832234"
"Two to three days a week","2016","Saxony","Not Employed","164","0.334956106972742","0.294034116869848","0.375878097075636"
"Two to three days a week","2016","Saxony","Employed","237","0.282403156198485","0.253455375953235","0.311350936443734"
"Two to three days a week","2016","Saxony-Anhalt","Not Employed","105","0.361110073339952","0.308234963570952","0.413985183108953"
"Two to three days a week","2016","Saxony-Anhalt","Employed","117","0.23144034633898","0.194546446982457","0.268334245695503"
"Two to three days a week","2016","Thuringia","Not Employed","61","0.200252477906035","0.156198628705148","0.244306327106923"
"Two to three days a week","2016","Thuringia","Employed","126","0.194074595117034","0.161888679993561","0.226260510240506"
"Two to four days a month","2016","Schleswig-Holstein","Not Employed","112","0.43644911152258","0.377726388512496","0.495171834532663"
"Two to four days a month","2016","Schleswig-Holstein","Employed","237","0.455760664687268","0.41355851401481","0.497962815359725"
"Two to four days a month","2016","Hamburg","Not Employed","68","0.530204202511504","0.447825550474212","0.612582854548796"
"Two to four days a month","2016","Hamburg","Employed","144","0.471498119376967","0.413132354401606","0.529863884352327"
