"ple0180","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2016","Lower Saxony","Male","232","0.227522848735908","0.202577559059017","0.252468138412798"
"Two to three days a week","2016","Lower Saxony","Female","321","0.284230486680535","0.25932558990059","0.309135383460481"
"Two to three days a week","2016","Bremen","Male","26","","",""
"Two to three days a week","2016","Bremen","Female","27","","",""
"Two to three days a week","2016","North Rhine-Westphalia","Male","519","0.21795937776526","0.201071907973991","0.234846847556529"
"Two to three days a week","2016","North Rhine-Westphalia","Female","619","0.23703074740182","0.220990093438992","0.253071401364648"
"Two to three days a week","2016","Hesse","Male","186","0.25996885255382","0.22821607199664","0.291721633111"
"Two to three days a week","2016","Hesse","Female","196","0.231540098647865","0.203282521561224","0.259797675734506"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Male","162","0.258992079336824","0.226161790284766","0.291822368388882"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Female","192","0.279363574253949","0.248115123204135","0.310612025303763"
"Two to three days a week","2016","Baden-Württemberg","Male","218","0.17549997886948","0.154570850113041","0.196429107625919"
"Two to three days a week","2016","Baden-Württemberg","Female","298","0.231021909563906","0.210011867884676","0.252031951243136"
"Two to three days a week","2016","Bavaria","Male","364","0.205616929052576","0.186719329811355","0.224514528293798"
"Two to three days a week","2016","Bavaria","Female","505","0.256192539679182","0.237513314673143","0.274871764685221"
"Two to three days a week","2016","Berlin","Male","88","0.195612808632807","0.156739696329878","0.234485920935737"
"Two to three days a week","2016","Berlin","Female","108","0.236167075320271","0.198599236851587","0.273734913788955"
"Two to three days a week","2016","Brandenburg","Male","115","0.284420098599733","0.241377243222206","0.327462953977259"
"Two to three days a week","2016","Brandenburg","Female","129","0.230841204443508","0.194448934298802","0.267233474588214"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Male","71","0.351761789231257","0.290315488367817","0.413208090094697"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Female","75","0.273088116374644","0.221451549511569","0.324724683237719"
"Two to three days a week","2016","Saxony","Male","185","0.308450581001801","0.273608778768495","0.343292383235107"
"Two to three days a week","2016","Saxony","Female","216","0.29205870411193","0.259836809443884","0.324280598779977"
"Two to three days a week","2016","Saxony-Anhalt","Male","92","0.289385135695818","0.242541338258477","0.336228933133159"
"Two to three days a week","2016","Saxony-Anhalt","Female","130","0.280663155753558","0.239557592556961","0.321768718950154"
"Two to three days a week","2016","Thuringia","Male","79","0.178728927633267","0.141415833205186","0.216042022061347"
"Two to three days a week","2016","Thuringia","Female","108","0.211816878231627","0.175712540215403","0.247921216247851"
"Two to four days a month","2016","Schleswig-Holstein","Male","160","0.488808064655856","0.43780502191007","0.539811107401641"
"Two to four days a month","2016","Schleswig-Holstein","Female","189","0.411063918028904","0.365090106313349","0.457037729744459"
"Two to four days a month","2016","Hamburg","Male","97","0.508297160772837","0.437211584173151","0.579382737372522"
"Two to four days a month","2016","Hamburg","Female","115","0.484878823512623","0.420569282615339","0.549188364409906"
"Two to four days a month","2016","Lower Saxony","Male","547","0.469496300341915","0.439800603728739","0.499191996955092"
"Two to four days a month","2016","Lower Saxony","Female","577","0.445030685486396","0.41759016893714","0.472471202035652"
"Two to four days a month","2016","Bremen","Male","35","0.391826722965131","0.284856280982012","0.498797164948251"
"Two to four days a month","2016","Bremen","Female","37","0.410797128132802","0.311341287825622","0.510252968439983"
"Two to four days a month","2016","North Rhine-Westphalia","Male","1042","0.464341312637789","0.443941560630243","0.484741064645335"
"Two to four days a month","2016","North Rhine-Westphalia","Female","1135","0.421312545393969","0.402687795979763","0.439937294808175"
"Two to four days a month","2016","Hesse","Male","366","0.522544002415237","0.486384352764078","0.558703652066396"
"Two to four days a month","2016","Hesse","Female","399","0.441775421968993","0.408508205747421","0.475042638190565"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Male","328","0.44618908607801","0.408936170624852","0.483442001531167"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Female","370","0.436974424026376","0.402430030592659","0.471518817460094"
"Two to four days a month","2016","Baden-Württemberg","Male","610","0.461206220320671","0.433779356853411","0.488633083787932"
"Two to four days a month","2016","Baden-Württemberg","Female","740","0.470693565947803","0.445812667209323","0.495574464686283"
"Two to four days a month","2016","Bavaria","Male","909","0.509881843207681","0.486507071412256","0.533256615003107"
"Two to four days a month","2016","Bavaria","Female","1073","0.499536855466182","0.478141713768589","0.520931997163774"
"Two to four days a month","2016","Berlin","Male","179","0.427045363757389","0.378570653711539","0.475520073803239"
"Two to four days a month","2016","Berlin","Female","209","0.395177522962408","0.351934362865768","0.438420683059049"
"Two to four days a month","2016","Brandenburg","Male","180","0.362826855101573","0.316952464367109","0.408701245836036"
"Two to four days a month","2016","Brandenburg","Female","232","0.426656046225675","0.383940000056798","0.469372092394552"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Male","87","0.326489998948009","0.266149198870033","0.386830799025985"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Female","107","0.352335675776094","0.296972834302682","0.407698517249505"
"Two to four days a month","2016","Saxony","Male","311","0.427123469070415","0.389806751328332","0.464440186812498"
"Two to four days a month","2016","Saxony","Female","344","0.455787803127796","0.42049526776349","0.491080338492103"
"Two to four days a month","2016","Saxony-Anhalt","Male","153","0.452540273277636","0.401123887412606","0.503956659142667"
"Two to four days a month","2016","Saxony-Anhalt","Female","185","0.41818503740163","0.373059910519095","0.463310164284166"
"Two to four days a month","2016","Thuringia","Male","214","0.48628433501167","0.437606962977772","0.534961707045568"
"Two to four days a month","2016","Thuringia","Female","260","0.505845636888068","0.46166765620322","0.550023617572916"
"Once a month or less","2016","Schleswig-Holstein","Male","70","0.147904991795139","0.111683166268123","0.184126817322155"
"Once a month or less","2016","Schleswig-Holstein","Female","82","0.235653509002468","0.195997970993553","0.275309047011383"
"Once a month or less","2016","Hamburg","Male","23","","",""
"Once a month or less","2016","Hamburg","Female","34","0.145836316679403","0.100420461817357","0.191252171541449"
"Once a month or less","2016","Lower Saxony","Male","209","0.186311610790208","0.163143947018972","0.209479274561444"
"Once a month or less","2016","Lower Saxony","Female","238","0.182039776951369","0.16073327971072","0.203346274192017"
"Once a month or less","2016","Bremen","Male","12","","",""
"Once a month or less","2016","Bremen","Female","19","","",""
"Once a month or less","2016","North Rhine-Westphalia","Male","471","0.200346889951488","0.183974794534751","0.216718985368225"
"Once a month or less","2016","North Rhine-Westphalia","Female","578","0.206643583769279","0.191371041327254","0.221916126211304"
"Once a month or less","2016","Hesse","Male","117","0.113749914100903","0.090764634685278","0.136735193516527"
"Once a month or less","2016","Hesse","Female","165","0.201461499483813","0.174592272651623","0.228330726316004"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Male","121","0.178274377853701","0.149591156836941","0.206957598870461"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Female","154","0.19567807242441","0.168048667240782","0.223307477608038"
"Once a month or less","2016","Baden-Württemberg","Male","326","0.262956243467658","0.238734485552937","0.287178001382378"
"Once a month or less","2016","Baden-Württemberg","Female","355","0.210074847122623","0.1897688955662","0.230380798679045"
"Once a month or less","2016","Bavaria","Male","319","0.198479325675491","0.179829395393689","0.217129255957292"
"Once a month or less","2016","Bavaria","Female","339","0.156342357905527","0.140801793044207","0.171882922766846"
"Once a month or less","2016","Berlin","Male","81","0.229634764884604","0.188416922708764","0.270852607060443"
"Once a month or less","2016","Berlin","Female","104","0.195221002703341","0.16016124329982","0.230280762106862"
"Once a month or less","2016","Brandenburg","Male","92","0.261400431872272","0.219477703364589","0.303323160379954"
"Once a month or less","2016","Brandenburg","Female","117","0.263831725430855","0.225769293432444","0.301894157429267"
"Once a month or less","2016","Mecklenburg-Western Pomerania","Male","42","0.154008979504888","0.107561730467481","0.200456228542296"
"Once a month or less","2016","Mecklenburg-Western Pomerania","Female","60","0.195161634660533","0.149229499601783","0.241093769719283"
"Once a month or less","2016","Saxony","Male","108","0.186972917109168","0.157560002448042","0.216385831770295"
"Once a month or less","2016","Saxony","Female","135","0.159008762987608","0.133095408374683","0.184922117600533"
"Once a month or less","2016","Saxony-Anhalt","Male","69","0.154765888377015","0.117404503057152","0.192127273696879"
"Once a month or less","2016","Saxony-Anhalt","Female","106","0.229662771070478","0.191183441907888","0.268142100233069"
"Once a month or less","2016","Thuringia","Male","62","0.195642475354737","0.157007848823503","0.234277101885971"
"Once a month or less","2016","Thuringia","Female","83","0.157358744168118","0.12518272297337","0.189534765362865"
"Never","2016","Schleswig-Holstein","Male","27","","",""
"Never","2016","Schleswig-Holstein","Female","29","","",""
"Never","2016","Hamburg","Male","5","","",""
"Never","2016","Hamburg","Female","11","","",""
"Never","2016","Lower Saxony","Male","62","0.0704853434206632","0.0552549629352579","0.0857157239060686"
"Never","2016","Lower Saxony","Female","89","0.0562341721493377","0.0435139382960916","0.0689544060025838"
"Never","2016","Bremen","Male","5","","",""
"Never","2016","Bremen","Female","9","","",""
"Never","2016","North Rhine-Westphalia","Male","138","0.066698925644704","0.0564934687824569","0.0769043825069511"
"Never","2016","North Rhine-Westphalia","Female","235","0.0852540930923993","0.0747205599556231","0.0957876262291756"
"Never","2016","Hesse","Male","45","0.0568228018568821","0.0400635714254712","0.0735820322882929"
"Never","2016","Hesse","Female","65","0.0763304277601374","0.0585427859534186","0.0941180695668562"
"Never","2016","Rhineland-Palatinate,Saarland","Male","49","0.076130543481219","0.0562556499914421","0.0960054369709959"
"Never","2016","Rhineland-Palatinate,Saarland","Female","55","0.0604192214543962","0.0438256402716459","0.0770128026371465"
"Never","2016","Baden-Württemberg","Male","78","0.0552412375982708","0.0426719852893091","0.0678104899072325"
"Never","2016","Baden-Württemberg","Female","119","0.0577735383306462","0.0461433839947373","0.0694036926665551"
"Never","2016","Bavaria","Male","86","0.0433862573315317","0.033860344305178","0.0529121703578854"
"Never","2016","Bavaria","Female","115","0.053538923112123","0.0439065888741333","0.0631712573501127"
"Never","2016","Berlin","Male","35","0.103707820562886","0.0738300180270485","0.133585623098724"
"Never","2016","Berlin","Female","57","0.147177930210059","0.11584089497908","0.178514965441037"
"Never","2016","Brandenburg","Male","16","","",""
"Never","2016","Brandenburg","Female","22","","",""
"Never","2016","Mecklenburg-Western Pomerania","Male","12","","",""
"Never","2016","Mecklenburg-Western Pomerania","Female","22","","",""
"Never","2016","Saxony","Male","23","","",""
"Never","2016","Saxony","Female","37","0.0590098699308272","0.0423115708173089","0.0757081690443454"
"Never","2016","Saxony-Anhalt","Male","28","","",""
"Never","2016","Saxony-Anhalt","Female","24","","",""
"Never","2016","Thuringia","Male","21","","",""
"Never","2016","Thuringia","Female","22","","",""
"Daily","2017","Schleswig-Holstein","Male","","","",""
"Daily","2017","Schleswig-Holstein","Female","","","",""
"Daily","2017","Hamburg","Male","","","",""
"Daily","2017","Hamburg","Female","","","",""
"Daily","2017","Lower Saxony","Male","","","",""
"Daily","2017","Lower Saxony","Female","","","",""
"Daily","2017","Bremen","Male","","","",""
"Daily","2017","Bremen","Female","","","",""
"Daily","2017","North Rhine-Westphalia","Male","","","",""
"Daily","2017","North Rhine-Westphalia","Female","","","",""
"Daily","2017","Hesse","Male","","","",""
"Daily","2017","Hesse","Female","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","2017","Baden-Württemberg","Male","","","",""
"Daily","2017","Baden-Württemberg","Female","","","",""
"Daily","2017","Bavaria","Male","","","",""
"Daily","2017","Bavaria","Female","","","",""
"Daily","2017","Berlin","Male","","","",""
"Daily","2017","Berlin","Female","","","",""
"Daily","2017","Brandenburg","Male","","","",""
"Daily","2017","Brandenburg","Female","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","2017","Saxony","Male","","","",""
"Daily","2017","Saxony","Female","","","",""
"Daily","2017","Saxony-Anhalt","Male","","","",""
"Daily","2017","Saxony-Anhalt","Female","","","",""
"Daily","2017","Thuringia","Male","","","",""
"Daily","2017","Thuringia","Female","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Male","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Female","","","",""
"Four to six days a week","2017","Hamburg","Male","","","",""
"Four to six days a week","2017","Hamburg","Female","","","",""
"Four to six days a week","2017","Lower Saxony","Male","","","",""
"Four to six days a week","2017","Lower Saxony","Female","","","",""
"Four to six days a week","2017","Bremen","Male","","","",""
"Four to six days a week","2017","Bremen","Female","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Male","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Female","","","",""
"Four to six days a week","2017","Hesse","Male","","","",""
"Four to six days a week","2017","Hesse","Female","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Four to six days a week","2017","Baden-Württemberg","Male","","","",""
"Four to six days a week","2017","Baden-Württemberg","Female","","","",""
"Four to six days a week","2017","Bavaria","Male","","","",""
"Four to six days a week","2017","Bavaria","Female","","","",""
"Four to six days a week","2017","Berlin","Male","","","",""
"Four to six days a week","2017","Berlin","Female","","","",""
"Four to six days a week","2017","Brandenburg","Male","","","",""
"Four to six days a week","2017","Brandenburg","Female","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Four to six days a week","2017","Saxony","Male","","","",""
"Four to six days a week","2017","Saxony","Female","","","",""
"Four to six days a week","2017","Saxony-Anhalt","Male","","","",""
"Four to six days a week","2017","Saxony-Anhalt","Female","","","",""
"Four to six days a week","2017","Thuringia","Male","","","",""
"Four to six days a week","2017","Thuringia","Female","","","",""
"Two to three days a week","2017","Schleswig-Holstein","Male","","","",""
"Two to three days a week","2017","Schleswig-Holstein","Female","","","",""
"Two to three days a week","2017","Hamburg","Male","","","",""
"Two to three days a week","2017","Hamburg","Female","","","",""
"Two to three days a week","2017","Lower Saxony","Male","","","",""
"Two to three days a week","2017","Lower Saxony","Female","","","",""
"Two to three days a week","2017","Bremen","Male","","","",""
"Two to three days a week","2017","Bremen","Female","","","",""
"Two to three days a week","2017","North Rhine-Westphalia","Male","","","",""
"Two to three days a week","2017","North Rhine-Westphalia","Female","","","",""
"Two to three days a week","2017","Hesse","Male","","","",""
"Two to three days a week","2017","Hesse","Female","","","",""
"Two to three days a week","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Two to three days a week","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Two to three days a week","2017","Baden-Württemberg","Male","","","",""
"Two to three days a week","2017","Baden-Württemberg","Female","","","",""
"Two to three days a week","2017","Bavaria","Male","","","",""
"Two to three days a week","2017","Bavaria","Female","","","",""
"Two to three days a week","2017","Berlin","Male","","","",""
"Two to three days a week","2017","Berlin","Female","","","",""
"Two to three days a week","2017","Brandenburg","Male","","","",""
"Two to three days a week","2017","Brandenburg","Female","","","",""
"Two to three days a week","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Two to three days a week","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Two to three days a week","2017","Saxony","Male","","","",""
"Two to three days a week","2017","Saxony","Female","","","",""
"Two to three days a week","2017","Saxony-Anhalt","Male","","","",""
"Two to three days a week","2017","Saxony-Anhalt","Female","","","",""
"Two to three days a week","2017","Thuringia","Male","","","",""
"Two to three days a week","2017","Thuringia","Female","","","",""
"Two to four days a month","2017","Schleswig-Holstein","Male","","","",""
"Two to four days a month","2017","Schleswig-Holstein","Female","","","",""
"Two to four days a month","2017","Hamburg","Male","","","",""
"Two to four days a month","2017","Hamburg","Female","","","",""
"Two to four days a month","2017","Lower Saxony","Male","","","",""
"Two to four days a month","2017","Lower Saxony","Female","","","",""
"Two to four days a month","2017","Bremen","Male","","","",""
"Two to four days a month","2017","Bremen","Female","","","",""
"Two to four days a month","2017","North Rhine-Westphalia","Male","","","",""
"Two to four days a month","2017","North Rhine-Westphalia","Female","","","",""
"Two to four days a month","2017","Hesse","Male","","","",""
"Two to four days a month","2017","Hesse","Female","","","",""
"Two to four days a month","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Two to four days a month","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Two to four days a month","2017","Baden-Württemberg","Male","","","",""
"Two to four days a month","2017","Baden-Württemberg","Female","","","",""
"Two to four days a month","2017","Bavaria","Male","","","",""
"Two to four days a month","2017","Bavaria","Female","","","",""
"Two to four days a month","2017","Berlin","Male","","","",""
"Two to four days a month","2017","Berlin","Female","","","",""
"Two to four days a month","2017","Brandenburg","Male","","","",""
"Two to four days a month","2017","Brandenburg","Female","","","",""
"Two to four days a month","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Two to four days a month","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Two to four days a month","2017","Saxony","Male","","","",""
"Two to four days a month","2017","Saxony","Female","","","",""
"Two to four days a month","2017","Saxony-Anhalt","Male","","","",""
"Two to four days a month","2017","Saxony-Anhalt","Female","","","",""
"Two to four days a month","2017","Thuringia","Male","","","",""
"Two to four days a month","2017","Thuringia","Female","","","",""
"Once a month or less","2017","Schleswig-Holstein","Male","","","",""
"Once a month or less","2017","Schleswig-Holstein","Female","","","",""
"Once a month or less","2017","Hamburg","Male","","","",""
"Once a month or less","2017","Hamburg","Female","","","",""
"Once a month or less","2017","Lower Saxony","Male","","","",""
"Once a month or less","2017","Lower Saxony","Female","","","",""
"Once a month or less","2017","Bremen","Male","","","",""
"Once a month or less","2017","Bremen","Female","","","",""
"Once a month or less","2017","North Rhine-Westphalia","Male","","","",""
"Once a month or less","2017","North Rhine-Westphalia","Female","","","",""
"Once a month or less","2017","Hesse","Male","","","",""
"Once a month or less","2017","Hesse","Female","","","",""
"Once a month or less","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Once a month or less","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Once a month or less","2017","Baden-Württemberg","Male","","","",""
"Once a month or less","2017","Baden-Württemberg","Female","","","",""
"Once a month or less","2017","Bavaria","Male","","","",""
"Once a month or less","2017","Bavaria","Female","","","",""
"Once a month or less","2017","Berlin","Male","","","",""
"Once a month or less","2017","Berlin","Female","","","",""
"Once a month or less","2017","Brandenburg","Male","","","",""
"Once a month or less","2017","Brandenburg","Female","","","",""
"Once a month or less","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Once a month or less","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Once a month or less","2017","Saxony","Male","","","",""
"Once a month or less","2017","Saxony","Female","","","",""
"Once a month or less","2017","Saxony-Anhalt","Male","","","",""
"Once a month or less","2017","Saxony-Anhalt","Female","","","",""
"Once a month or less","2017","Thuringia","Male","","","",""
"Once a month or less","2017","Thuringia","Female","","","",""
"Never","2017","Schleswig-Holstein","Male","","","",""
"Never","2017","Schleswig-Holstein","Female","","","",""
"Never","2017","Hamburg","Male","","","",""
"Never","2017","Hamburg","Female","","","",""
"Never","2017","Lower Saxony","Male","","","",""
"Never","2017","Lower Saxony","Female","","","",""
"Never","2017","Bremen","Male","","","",""
"Never","2017","Bremen","Female","","","",""
"Never","2017","North Rhine-Westphalia","Male","","","",""
"Never","2017","North Rhine-Westphalia","Female","","","",""
"Never","2017","Hesse","Male","","","",""
"Never","2017","Hesse","Female","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2017","Baden-Württemberg","Male","","","",""
"Never","2017","Baden-Württemberg","Female","","","",""
"Never","2017","Bavaria","Male","","","",""
"Never","2017","Bavaria","Female","","","",""
"Never","2017","Berlin","Male","","","",""
"Never","2017","Berlin","Female","","","",""
"Never","2017","Brandenburg","Male","","","",""
"Never","2017","Brandenburg","Female","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2017","Saxony","Male","","","",""
"Never","2017","Saxony","Female","","","",""
"Never","2017","Saxony-Anhalt","Male","","","",""
"Never","2017","Saxony-Anhalt","Female","","","",""
"Never","2017","Thuringia","Male","","","",""
"Never","2017","Thuringia","Female","","","",""
"Daily","2018","Schleswig-Holstein","Male","3","","",""
"Daily","2018","Schleswig-Holstein","Female","3","","",""
"Daily","2018","Hamburg","Male","6","","",""
"Daily","2018","Hamburg","Female","4","","",""
"Daily","2018","Lower Saxony","Male","14","","",""
"Daily","2018","Lower Saxony","Female","8","","",""
"Daily","2018","Bremen","Male","1","","",""
"Daily","2018","Bremen","Female","2","","",""
"Daily","2018","North Rhine-Westphalia","Male","34","0.0118456346083188","0.0075720172997099","0.0161192519169277"
"Daily","2018","North Rhine-Westphalia","Female","35","0.00853556042308607","0.00520289802518813","0.011868222820984"
"Daily","2018","Hesse","Male","2","","",""
"Daily","2018","Hesse","Female","4","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","Male","1","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","2018","Baden-Württemberg","Male","5","","",""
"Daily","2018","Baden-Württemberg","Female","7","","",""
"Daily","2018","Bavaria","Male","18","","",""
"Daily","2018","Bavaria","Female","3","","",""
"Daily","2018","Berlin","Male","3","","",""
"Daily","2018","Berlin","Female","7","","",""
"Daily","2018","Brandenburg","Male","5","","",""
"Daily","2018","Brandenburg","Female","2","","",""
"Daily","2018","Mecklenburg-Western Pomerania","Male","2","","",""
"Daily","2018","Mecklenburg-Western Pomerania","Female","4","","",""
"Daily","2018","Saxony","Male","10","","",""
"Daily","2018","Saxony","Female","3","","",""
"Daily","2018","Saxony-Anhalt","Male","7","","",""
"Daily","2018","Saxony-Anhalt","Female","2","","",""
"Daily","2018","Thuringia","Male","7","","",""
"Daily","2018","Thuringia","Female","3","","",""
"Four to six days a week","2018","Schleswig-Holstein","Male","15","","",""
"Four to six days a week","2018","Schleswig-Holstein","Female","17","","",""
"Four to six days a week","2018","Hamburg","Male","11","","",""
"Four to six days a week","2018","Hamburg","Female","10","","",""
"Four to six days a week","2018","Lower Saxony","Male","49","0.048510607343445","0.0361895777372864","0.0608316369496037"
"Four to six days a week","2018","Lower Saxony","Female","35","0.0349754822246697","0.0251607921470195","0.0447901723023198"
"Four to six days a week","2018","Bremen","Male","2","","",""
"Four to six days a week","2018","Bremen","Female","3","","",""
"Four to six days a week","2018","North Rhine-Westphalia","Male","106","0.0511380869902387","0.0424369138048973","0.05983926017558"
"Four to six days a week","2018","North Rhine-Westphalia","Female","100","0.0294870152849161","0.0233585347308344","0.0356154958389977"
"Four to six days a week","2018","Hesse","Male","29","","",""
"Four to six days a week","2018","Hesse","Female","18","","",""
"Four to six days a week","2018","Rhineland-Palatinate,Saarland","Male","19","","",""
"Four to six days a week","2018","Rhineland-Palatinate,Saarland","Female","11","","",""
"Four to six days a week","2018","Baden-Württemberg","Male","27","","",""
"Four to six days a week","2018","Baden-Württemberg","Female","21","","",""
"Four to six days a week","2018","Bavaria","Male","58","0.0346722257705454","0.0262252945183609","0.0431191570227299"
"Four to six days a week","2018","Bavaria","Female","64","0.0371422504290942","0.0291689912851423","0.0451155095730462"
"Four to six days a week","2018","Berlin","Male","20","","",""
"Four to six days a week","2018","Berlin","Female","6","","",""
"Four to six days a week","2018","Brandenburg","Male","14","","",""
"Four to six days a week","2018","Brandenburg","Female","19","","",""
"Four to six days a week","2018","Mecklenburg-Western Pomerania","Male","15","","",""
"Four to six days a week","2018","Mecklenburg-Western Pomerania","Female","10","","",""
"Four to six days a week","2018","Saxony","Male","41","0.0675355093085978","0.049717759918019","0.0853532586991766"
