"ple0180","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Full Time","lower secondary degree","14","","",""
"Daily","2016","Full Time","secondary school degree","22","","",""
"Daily","2016","Full Time","college entrance qualification","18","","",""
"Daily","2016","Full Time","Other degree","21","","",""
"Daily","2016","Full Time","no degree/no degree yet","6","","",""
"Daily","2016","Part Time","lower secondary degree","8","","",""
"Daily","2016","Part Time","secondary school degree","8","","",""
"Daily","2016","Part Time","college entrance qualification","7","","",""
"Daily","2016","Part Time","Other degree","11","","",""
"Daily","2016","Part Time","no degree/no degree yet","3","","",""
"Daily","2016","Not Working","lower secondary degree","38","0.0130124496389503","0.00891318993373122","0.0171117093441695"
"Daily","2016","Not Working","secondary school degree","22","","",""
"Daily","2016","Not Working","college entrance qualification","15","","",""
"Daily","2016","Not Working","Other degree","13","","",""
"Daily","2016","Not Working","no degree/no degree yet","4","","",""
"Four to six days a week","2016","Full Time","lower secondary degree","63","0.0468830299863101","0.036423370262766","0.0573426897098541"
"Four to six days a week","2016","Full Time","secondary school degree","84","0.0391657555118327","0.0319311684939926","0.0464003425296728"
"Four to six days a week","2016","Full Time","college entrance qualification","57","0.0219733806237514","0.0167767224746006","0.0271700387729023"
"Four to six days a week","2016","Full Time","Other degree","75","0.0686600085840373","0.0547194361717643","0.0826005809963103"
"Four to six days a week","2016","Full Time","no degree/no degree yet","6","","",""
"Four to six days a week","2016","Part Time","lower secondary degree","32","0.0335355949399142","0.0235434021729924","0.043527787706836"
"Four to six days a week","2016","Part Time","secondary school degree","58","0.0284512495610694","0.0211299390829366","0.0357725600392022"
"Four to six days a week","2016","Part Time","college entrance qualification","44","0.0282351467243824","0.0212105226940539","0.035259770754711"
"Four to six days a week","2016","Part Time","Other degree","39","0.0382767727794645","0.0266772681490386","0.0498762774098904"
"Four to six days a week","2016","Part Time","no degree/no degree yet","6","","",""
"Four to six days a week","2016","Not Working","lower secondary degree","113","0.0388183392262751","0.0318313306098899","0.0458053478426603"
"Four to six days a week","2016","Not Working","secondary school degree","51","0.0313090052888555","0.0232480741267929","0.0393699364509181"
"Four to six days a week","2016","Not Working","college entrance qualification","53","0.0460017293183456","0.0355321122816881","0.0564713463550031"
"Four to six days a week","2016","Not Working","Other degree","25","","",""
"Four to six days a week","2016","Not Working","no degree/no degree yet","20","","",""
"Two to three days a week","2016","Full Time","lower secondary degree","268","0.176185570785494","0.157334479984802","0.195036661586186"
"Two to three days a week","2016","Full Time","secondary school degree","547","0.195229762287457","0.180447353088222","0.210012171486691"
"Two to three days a week","2016","Full Time","college entrance qualification","633","0.200591190740666","0.186396015289358","0.214786366191973"
"Two to three days a week","2016","Full Time","Other degree","302","0.244571555360596","0.22087560160781","0.268267509113381"
"Two to three days a week","2016","Full Time","no degree/no degree yet","25","","",""
"Two to three days a week","2016","Part Time","lower secondary degree","264","0.221276233712278","0.198236685196966","0.24431578222759"
"Two to three days a week","2016","Part Time","secondary school degree","418","0.231032066013404","0.212471291308669","0.249592840718138"
"Two to three days a week","2016","Part Time","college entrance qualification","406","0.210697312656221","0.193403181201296","0.227991444111146"
"Two to three days a week","2016","Part Time","Other degree","287","0.310737504920481","0.282758266179658","0.338716743661305"
"Two to three days a week","2016","Part Time","no degree/no degree yet","39","0.178986940362032","0.125991834125947","0.231982046598116"
"Two to three days a week","2016","Not Working","lower secondary degree","844","0.292081416291135","0.275633394036672","0.308529438545599"
"Two to three days a week","2016","Not Working","secondary school degree","517","0.301749078972717","0.280502614010398","0.322995543935036"
"Two to three days a week","2016","Not Working","college entrance qualification","424","0.289452091176257","0.26678713144088","0.312117050911635"
"Two to three days a week","2016","Not Working","Other degree","337","0.403243541946738","0.371665114567504","0.434821969325973"
"Two to three days a week","2016","Not Working","no degree/no degree yet","97","0.195031094931728","0.160404835371974","0.229657354491482"
"Two to four days a month","2016","Full Time","lower secondary degree","722","0.446477358796777","0.421879118805445","0.471075598788109"
"Two to four days a month","2016","Full Time","secondary school degree","1296","0.448951596777539","0.430402153132954","0.467501040422124"
"Two to four days a month","2016","Full Time","college entrance qualification","1625","0.531053435295419","0.513363299679047","0.54874357091179"
"Two to four days a month","2016","Full Time","Other degree","584","0.416197344248169","0.389023114710558","0.44337157378578"
"Two to four days a month","2016","Full Time","no degree/no degree yet","41","0.420187212241827","0.326663548337336","0.513710876146317"
"Two to four days a month","2016","Part Time","lower secondary degree","544","0.448507587913922","0.420903745943913","0.476111429883932"
"Two to four days a month","2016","Part Time","secondary school degree","949","0.461965156045737","0.440011054720647","0.483919257370827"
"Two to four days a month","2016","Part Time","college entrance qualification","1107","0.493578678047926","0.472376442581077","0.514780913514775"
"Two to four days a month","2016","Part Time","Other degree","476","0.390550535977365","0.361055141980983","0.420045929973747"
"Two to four days a month","2016","Part Time","no degree/no degree yet","75","0.364579783756185","0.298040692110708","0.431118875401663"
"Two to four days a month","2016","Not Working","lower secondary degree","1326","0.455497993371172","0.437483873773907","0.473512112968437"
"Two to four days a month","2016","Not Working","secondary school degree","827","0.449355370683719","0.426330954945462","0.472379786421976"
"Two to four days a month","2016","Not Working","college entrance qualification","702","0.436445582004633","0.41165978414448","0.461231379864786"
"Two to four days a month","2016","Not Working","Other degree","355","0.3629324745845","0.331978681681865","0.393886267487134"
"Two to four days a month","2016","Not Working","no degree/no degree yet","197","0.411663313649771","0.368655422652997","0.454671204646545"
"Once a month or less","2016","Full Time","lower secondary degree","405","0.26415354918327","0.242338387098187","0.285968711268353"
"Once a month or less","2016","Full Time","secondary school degree","645","0.250181657954081","0.234029073628079","0.266334242280082"
"Once a month or less","2016","Full Time","college entrance qualification","551","0.174042883177279","0.160602635993366","0.187483130361191"
"Once a month or less","2016","Full Time","Other degree","231","0.214717063233198","0.192079956749949","0.237354169716448"
"Once a month or less","2016","Full Time","no degree/no degree yet","25","","",""
"Once a month or less","2016","Part Time","lower secondary degree","297","0.226125318948148","0.202907320410064","0.249343317486233"
"Once a month or less","2016","Part Time","secondary school degree","429","0.207863933346491","0.189995136242363","0.225732730450618"
"Once a month or less","2016","Part Time","college entrance qualification","391","0.173248203865175","0.157198411779175","0.189297995951176"
"Once a month or less","2016","Part Time","Other degree","184","0.184264328210647","0.16082516548027","0.207703490941024"
"Once a month or less","2016","Part Time","no degree/no degree yet","52","0.250801000445874","0.190875276548575","0.310726724343173"
"Once a month or less","2016","Not Working","lower secondary degree","471","0.155909502169894","0.142787477090542","0.169031527249247"
"Once a month or less","2016","Not Working","secondary school degree","266","0.143128178441126","0.126918348863599","0.159338008018654"
"Once a month or less","2016","Not Working","college entrance qualification","245","0.156666028614709","0.138500119458611","0.174831937770806"
"Once a month or less","2016","Not Working","Other degree","148","0.157075043245908","0.133651301342636","0.18049878514918"
"Once a month or less","2016","Not Working","no degree/no degree yet","129","0.269403922597378","0.230633126022395","0.30817471917236"
"Never","2016","Full Time","lower secondary degree","97","0.0575934854810353","0.0460657914696827","0.0691211794923879"
"Never","2016","Full Time","secondary school degree","168","0.061459809947966","0.052502898147327","0.0704167217486051"
"Never","2016","Full Time","college entrance qualification","173","0.0598137849125853","0.0514074255116383","0.0682201443135324"
"Never","2016","Full Time","Other degree","51","0.0366303122528658","0.0262743286757561","0.0469862958299754"
"Never","2016","Full Time","no degree/no degree yet","4","","",""
"Never","2016","Part Time","lower secondary degree","102","0.0664837251951867","0.0526565494114535","0.0803109009789198"
"Never","2016","Part Time","secondary school degree","119","0.0643683849244992","0.0535616473965586","0.0751751224524398"
"Never","2016","Part Time","college entrance qualification","181","0.0921093780905497","0.0798458294801215","0.104372926700978"
"Never","2016","Part Time","Other degree","54","0.068014973009211","0.0527936127272916","0.0832363332911305"
"Never","2016","Part Time","no degree/no degree yet","26","","",""
"Never","2016","Not Working","lower secondary degree","144","0.0446802993025726","0.0372071704721078","0.0521534281330375"
"Never","2016","Not Working","secondary school degree","110","0.0587477263893051","0.047863276177573","0.0696321766010371"
"Never","2016","Not Working","college entrance qualification","99","0.059080559002577","0.0472972181066939","0.07086389989846"
"Never","2016","Not Working","Other degree","49","0.0384068408118847","0.0260357441817032","0.0507779374420661"
"Never","2016","Not Working","no degree/no degree yet","56","0.0965378427013801","0.070729038882893","0.122346646519867"
"Daily","2017","Full Time","lower secondary degree","","","",""
"Daily","2017","Full Time","secondary school degree","","","",""
"Daily","2017","Full Time","college entrance qualification","","","",""
"Daily","2017","Full Time","Other degree","","","",""
"Daily","2017","Full Time","no degree/no degree yet","","","",""
"Daily","2017","Part Time","lower secondary degree","","","",""
"Daily","2017","Part Time","secondary school degree","","","",""
"Daily","2017","Part Time","college entrance qualification","","","",""
"Daily","2017","Part Time","Other degree","","","",""
"Daily","2017","Part Time","no degree/no degree yet","","","",""
"Daily","2017","Not Working","lower secondary degree","","","",""
"Daily","2017","Not Working","secondary school degree","","","",""
"Daily","2017","Not Working","college entrance qualification","","","",""
"Daily","2017","Not Working","Other degree","","","",""
"Daily","2017","Not Working","no degree/no degree yet","","","",""
"Four to six days a week","2017","Full Time","lower secondary degree","","","",""
"Four to six days a week","2017","Full Time","secondary school degree","","","",""
"Four to six days a week","2017","Full Time","college entrance qualification","","","",""
"Four to six days a week","2017","Full Time","Other degree","","","",""
"Four to six days a week","2017","Full Time","no degree/no degree yet","","","",""
"Four to six days a week","2017","Part Time","lower secondary degree","","","",""
"Four to six days a week","2017","Part Time","secondary school degree","","","",""
"Four to six days a week","2017","Part Time","college entrance qualification","","","",""
"Four to six days a week","2017","Part Time","Other degree","","","",""
"Four to six days a week","2017","Part Time","no degree/no degree yet","","","",""
"Four to six days a week","2017","Not Working","lower secondary degree","","","",""
"Four to six days a week","2017","Not Working","secondary school degree","","","",""
"Four to six days a week","2017","Not Working","college entrance qualification","","","",""
"Four to six days a week","2017","Not Working","Other degree","","","",""
"Four to six days a week","2017","Not Working","no degree/no degree yet","","","",""
"Two to three days a week","2017","Full Time","lower secondary degree","","","",""
"Two to three days a week","2017","Full Time","secondary school degree","","","",""
"Two to three days a week","2017","Full Time","college entrance qualification","","","",""
"Two to three days a week","2017","Full Time","Other degree","","","",""
"Two to three days a week","2017","Full Time","no degree/no degree yet","","","",""
"Two to three days a week","2017","Part Time","lower secondary degree","","","",""
