"ple0180","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2018","66 and older","Male","729","0.299560847629336","0.28134821671629","0.317773478542381"
"Two to three days a week","2018","66 and older","Female","804","0.308436148847924","0.290471632945728","0.326400664750119"
"Two to four days a month","2018","16-34 y.","Male","1179","0.444079333986214","0.425763703305777","0.462394964666652"
"Two to four days a month","2018","16-34 y.","Female","1248","0.404397969952496","0.387313518934978","0.421482420970014"
"Two to four days a month","2018","35-65 y.","Male","3175","0.478429796218743","0.466262510658392","0.490597081779093"
"Two to four days a month","2018","35-65 y.","Female","3961","0.478788076158064","0.4678727451251","0.489703407191028"
"Two to four days a month","2018","66 and older","Male","1197","0.482946561393499","0.463078192784143","0.502814930002855"
"Two to four days a month","2018","66 and older","Female","1212","0.472991954520325","0.45357181972454","0.49241208931611"
"Once a month or less","2018","16-34 y.","Male","741","0.252897313974061","0.236874180735084","0.268920447213037"
"Once a month or less","2018","16-34 y.","Female","834","0.27659202390555","0.261020542466167","0.292163505344933"
"Once a month or less","2018","35-65 y.","Male","1382","0.207541937783405","0.197663931856926","0.217419943709884"
"Once a month or less","2018","35-65 y.","Female","1709","0.214325495517201","0.205359132348836","0.223291858685566"
"Once a month or less","2018","66 and older","Male","289","0.120838421318291","0.107879112900421","0.13379772973616"
"Once a month or less","2018","66 and older","Female","315","0.130694718689831","0.117583836384804","0.143805600994857"
"Never","2018","16-34 y.","Male","316","0.0982844967156773","0.0873105596777359","0.109258433753619"
"Never","2018","16-34 y.","Female","526","0.149947000352761","0.137518739694537","0.162375261010984"
"Never","2018","35-65 y.","Male","327","0.0562513719161982","0.0506393038368539","0.0618634399955425"
"Never","2018","35-65 y.","Female","491","0.0596551522969512","0.0544799702569196","0.0648303343369829"
"Never","2018","66 and older","Male","79","0.0391422678193785","0.031431502400903","0.0468530332378539"
"Never","2018","66 and older","Female","91","0.0374386635656011","0.0300546732922488","0.0448226538389533"
