"ple0180","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","2017","(2b) intermediate general qualification","","","",""
"Never","2017","(2a) intermediate vocational","","","",""
"Never","2017","(2c_gen) general maturity certificate","","","",""
"Never","2017","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","(3a) lower tertiary education","","","",""
"Never","2017","(3b) higher tertiary education","","","",""
"Daily","2018","(0) in school","2","","",""
"Daily","2018","(1a) inadequately completed","9","","",""
"Daily","2018","(1b) general elementary school","14","","",""
"Daily","2018","(1c) basic vocational qualification","39","0.00654939459547871","0.00426389663595999","0.00883489255499744"
"Daily","2018","(2b) intermediate general qualification","5","","",""
"Daily","2018","(2a) intermediate vocational","54","0.0115924870880291","0.00882066718283572","0.0143643069932224"
"Daily","2018","(2c_gen) general maturity certificate","9","","",""
"Daily","2018","(2c_voc) vocational maturity certificate","23","","",""
"Daily","2018","(3a) lower tertiary education","11","","",""
"Daily","2018","(3b) higher tertiary education","26","","",""
"Four to six days a week","2018","(0) in school","8","","",""
"Four to six days a week","2018","(1a) inadequately completed","33","0.0489701079173165","0.030852016183017","0.067088199651616"
"Four to six days a week","2018","(1b) general elementary school","82","0.0482321990726551","0.038631018409728","0.0578333797355823"
"Four to six days a week","2018","(1c) basic vocational qualification","166","0.0384836522929506","0.0330333122650961","0.0439339923208052"
"Four to six days a week","2018","(2b) intermediate general qualification","26","","",""
"Four to six days a week","2018","(2a) intermediate vocational","181","0.0410396985678549","0.035902680710256","0.0461767164254537"
"Four to six days a week","2018","(2c_gen) general maturity certificate","41","0.0366558194977526","0.027026665470886","0.0462849735246192"
"Four to six days a week","2018","(2c_voc) vocational maturity certificate","58","0.0355433851036975","0.0283288463266669","0.0427579238807282"
"Four to six days a week","2018","(3a) lower tertiary education","55","0.0370194470658487","0.0286606500771568","0.0453782440545406"
"Four to six days a week","2018","(3b) higher tertiary education","135","0.0278009149036554","0.0229018636653439","0.032699966141967"
"Two to three days a week","2018","(0) in school","45","0.105457813253033","0.0728583315167085","0.138057294989357"
"Two to three days a week","2018","(1a) inadequately completed","108","0.190119733594526","0.157175921894856","0.223063545294196"
"Two to three days a week","2018","(1b) general elementary school","414","0.224795280333862","0.206088786096719","0.243501774571004"
"Two to three days a week","2018","(1c) basic vocational qualification","1104","0.243476715887666","0.231316340347529","0.255637091427803"
"Two to three days a week","2018","(2b) intermediate general qualification","140","0.176350912579157","0.149824930990739","0.202876894167575"
"Two to three days a week","2018","(2a) intermediate vocational","1219","0.216133208553877","0.205474844180303","0.226791572927452"
"Two to three days a week","2018","(2c_gen) general maturity certificate","266","0.186897861225941","0.166922223854068","0.206873498597814"
"Two to three days a week","2018","(2c_voc) vocational maturity certificate","481","0.203106285443252","0.187429763565448","0.218782807321055"
"Two to three days a week","2018","(3a) lower tertiary education","436","0.220096597802966","0.20175457928887","0.238438616317062"
"Two to three days a week","2018","(3b) higher tertiary education","980","0.236820791486042","0.224152209314085","0.249489373657999"
"Two to four days a month","2018","(0) in school","139","0.474356317181221","0.421357159114091","0.527355475248351"
"Two to four days a month","2018","(1a) inadequately completed","203","0.421124553692755","0.37967234402613","0.462576763359379"
"Two to four days a month","2018","(1b) general elementary school","742","0.38379467237881","0.362002385805685","0.405586958951935"
"Two to four days a month","2018","(1c) basic vocational qualification","2224","0.454825346221621","0.440716312301398","0.468934380141844"
"Two to four days a month","2018","(2b) intermediate general qualification","321","0.433239385551671","0.398750807084869","0.467727964018473"
"Two to four days a month","2018","(2a) intermediate vocational","2747","0.466412688815611","0.453494649407516","0.479330728223707"
"Two to four days a month","2018","(2c_gen) general maturity certificate","638","0.458184793650008","0.43265355656281","0.483716030737206"
"Two to four days a month","2018","(2c_voc) vocational maturity certificate","1264","0.489206351157657","0.469727801444859","0.508684900870455"
"Two to four days a month","2018","(3a) lower tertiary education","1028","0.519934760345779","0.497816823563461","0.542052697128097"
"Two to four days a month","2018","(3b) higher tertiary education","2217","0.496512245084579","0.481612999741638","0.511411490427521"
"Once a month or less","2018","(0) in school","89","0.258185865134901","0.211735975671361","0.304635754598442"
"Once a month or less","2018","(1a) inadequately completed","139","0.228021133970571","0.192797018512092","0.26324524942905"
"Once a month or less","2018","(1b) general elementary school","490","0.26407471965207","0.244319999549732","0.283829439754407"
"Once a month or less","2018","(1c) basic vocational qualification","959","0.196478763593613","0.18522070232422","0.207736824863006"
"Once a month or less","2018","(2b) intermediate general qualification","204","0.250458593075426","0.220302346863015","0.280614839287837"
"Once a month or less","2018","(2a) intermediate vocational","1203","0.208493049892698","0.197973871084986","0.219012228700411"
"Once a month or less","2018","(2c_gen) general maturity certificate","325","0.202402155403034","0.181813618729252","0.222990692076817"
"Once a month or less","2018","(2c_voc) vocational maturity certificate","538","0.206357862225693","0.190588624525577","0.222127099925809"
"Once a month or less","2018","(3a) lower tertiary education","337","0.164207837907568","0.147806995944247","0.180608679870889"
"Once a month or less","2018","(3b) higher tertiary education","716","0.161847261693899","0.150871893576143","0.172822629811655"
"Never","2018","(0) in school","58","0.140345912959121","0.103479349822162","0.177212476096081"
"Never","2018","(1a) inadequately completed","53","0.0955682187951774","0.0708854148795191","0.120251022710836"
"Never","2018","(1b) general elementary school","171","0.0732276815615399","0.0615538136533521","0.0849015494697277"
"Never","2018","(1c) basic vocational qualification","293","0.0601861274086708","0.0534474254960769","0.0669248293212647"
"Never","2018","(2b) intermediate general qualification","97","0.0987886380042353","0.0780214198290036","0.119555856179467"
"Never","2018","(2a) intermediate vocational","325","0.056328867081929","0.0503587269754139","0.0622990071884441"
"Never","2018","(2c_gen) general maturity certificate","184","0.108814883473374","0.09285778074152","0.124771986205228"
"Never","2018","(2c_voc) vocational maturity certificate","166","0.058593582716584","0.0494418898937315","0.0677452755394364"
"Never","2018","(3a) lower tertiary education","93","0.0528977430433671","0.0429885779882018","0.0628069080985324"
"Never","2018","(3b) higher tertiary education","252","0.0685195820059319","0.0609912450243297","0.076047918987534"
