"ple0180","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","(0) in school","","","",""
"Daily","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","2016","lower secondary degree","(1b) general elementary school","13","","",""
"Daily","2016","lower secondary degree","(1c) basic vocational qualification","46","0.0110598608238785","0.00792080292517116","0.0141989187225858"
"Daily","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","2016","lower secondary degree","(3a) lower tertiary education","1","","",""
"Daily","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","2016","secondary school degree","(0) in school","","","",""
"Daily","2016","secondary school degree","(1a) inadequately completed","","","",""
"Daily","2016","secondary school degree","(1b) general elementary school","","","",""
"Daily","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","2016","secondary school degree","(2b) intermediate general qualification","7","","",""
"Daily","2016","secondary school degree","(2a) intermediate vocational","40","0.00931299402978414","0.00671424659600328","0.011911741463565"
"Daily","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","2016","secondary school degree","(3a) lower tertiary education","3","","",""
"Daily","2016","secondary school degree","(3b) higher tertiary education","2","","",""
"Daily","2016","college entrance qualification","(0) in school","","","",""
"Daily","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","2016","college entrance qualification","(1b) general elementary school","","","",""
"Daily","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","2016","college entrance qualification","(2c_gen) general maturity certificate","3","","",""
"Daily","2016","college entrance qualification","(2c_voc) vocational maturity certificate","17","","",""
"Daily","2016","college entrance qualification","(3a) lower tertiary education","4","","",""
"Daily","2016","college entrance qualification","(3b) higher tertiary education","16","","",""
"Daily","2016","Other degree","(0) in school","","","",""
"Daily","2016","Other degree","(1a) inadequately completed","","","",""
"Daily","2016","Other degree","(1b) general elementary school","9","","",""
"Daily","2016","Other degree","(1c) basic vocational qualification","9","","",""
"Daily","2016","Other degree","(2b) intermediate general qualification","","","",""
"Daily","2016","Other degree","(2a) intermediate vocational","","","",""
"Daily","2016","Other degree","(2c_gen) general maturity certificate","5","","",""
"Daily","2016","Other degree","(2c_voc) vocational maturity certificate","10","","",""
"Daily","2016","Other degree","(3a) lower tertiary education","","","",""
"Daily","2016","Other degree","(3b) higher tertiary education","12","","",""
"Daily","2016","no degree/no degree yet","(0) in school","","","",""
"Daily","2016","no degree/no degree yet","(1a) inadequately completed","13","","",""
"Daily","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Four to six days a week","2016","lower secondary degree","(0) in school","","","",""
"Four to six days a week","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Four to six days a week","2016","lower secondary degree","(1b) general elementary school","40","0.0239089662309039","0.0157356670930783","0.0320822653687295"
"Four to six days a week","2016","lower secondary degree","(1c) basic vocational qualification","157","0.044301737265628","0.0381256948515727","0.0504777796796833"
"Four to six days a week","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Four to six days a week","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"Four to six days a week","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Four to six days a week","2016","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Four to six days a week","2016","lower secondary degree","(3a) lower tertiary education","7","","",""
"Four to six days a week","2016","lower secondary degree","(3b) higher tertiary education","1","","",""
"Four to six days a week","2016","secondary school degree","(0) in school","","","",""
"Four to six days a week","2016","secondary school degree","(1a) inadequately completed","","","",""
"Four to six days a week","2016","secondary school degree","(1b) general elementary school","","","",""
"Four to six days a week","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Four to six days a week","2016","secondary school degree","(2b) intermediate general qualification","22","","",""
"Four to six days a week","2016","secondary school degree","(2a) intermediate vocational","151","0.0333651249280039","0.0285063275835641","0.0382239222724437"
"Four to six days a week","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Four to six days a week","2016","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"Four to six days a week","2016","secondary school degree","(3a) lower tertiary education","14","","",""
"Four to six days a week","2016","secondary school degree","(3b) higher tertiary education","4","","",""
"Four to six days a week","2016","college entrance qualification","(0) in school","","","",""
"Four to six days a week","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Four to six days a week","2016","college entrance qualification","(1b) general elementary school","","","",""
"Four to six days a week","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Four to six days a week","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Four to six days a week","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Four to six days a week","2016","college entrance qualification","(2c_gen) general maturity certificate","19","","",""
"Four to six days a week","2016","college entrance qualification","(2c_voc) vocational maturity certificate","38","0.0299376607481685","0.0219715303865727","0.0379037911097643"
"Four to six days a week","2016","college entrance qualification","(3a) lower tertiary education","23","","",""
"Four to six days a week","2016","college entrance qualification","(3b) higher tertiary education","74","0.036855456029977","0.0298893262669284","0.0438215857930256"
"Four to six days a week","2016","Other degree","(0) in school","","","",""
"Four to six days a week","2016","Other degree","(1a) inadequately completed","","","",""
"Four to six days a week","2016","Other degree","(1b) general elementary school","24","","",""
"Four to six days a week","2016","Other degree","(1c) basic vocational qualification","35","0.0272846056034497","0.0154342463786969","0.0391349648282025"
"Four to six days a week","2016","Other degree","(2b) intermediate general qualification","","","",""
"Four to six days a week","2016","Other degree","(2a) intermediate vocational","","","",""
"Four to six days a week","2016","Other degree","(2c_gen) general maturity certificate","10","","",""
"Four to six days a week","2016","Other degree","(2c_voc) vocational maturity certificate","25","","",""
"Four to six days a week","2016","Other degree","(3a) lower tertiary education","2","","",""
"Four to six days a week","2016","Other degree","(3b) higher tertiary education","43","0.0458881832768887","0.0327743779277318","0.0590019886260457"
"Four to six days a week","2016","no degree/no degree yet","(0) in school","7","","",""
"Four to six days a week","2016","no degree/no degree yet","(1a) inadequately completed","25","","",""
"Four to six days a week","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Four to six days a week","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Four to six days a week","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Four to six days a week","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Four to six days a week","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Four to six days a week","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Four to six days a week","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Four to six days a week","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Two to three days a week","2016","lower secondary degree","(0) in school","","","",""
"Two to three days a week","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Two to three days a week","2016","lower secondary degree","(1b) general elementary school","312","0.23308407353059","0.210463583375371","0.255704563685809"
"Two to three days a week","2016","lower secondary degree","(1c) basic vocational qualification","1027","0.249738307923509","0.23674593548466","0.262730680362358"
"Two to three days a week","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Two to three days a week","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"Two to three days a week","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Two to three days a week","2016","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Two to three days a week","2016","lower secondary degree","(3a) lower tertiary education","25","","",""
"Two to three days a week","2016","lower secondary degree","(3b) higher tertiary education","9","","",""
"Two to three days a week","2016","secondary school degree","(0) in school","","","",""
"Two to three days a week","2016","secondary school degree","(1a) inadequately completed","","","",""
"Two to three days a week","2016","secondary school degree","(1b) general elementary school","","","",""
"Two to three days a week","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Two to three days a week","2016","secondary school degree","(2b) intermediate general qualification","129","0.197982183295709","0.168206692100713","0.227757674490706"
"Two to three days a week","2016","secondary school degree","(2a) intermediate vocational","1196","0.238676611692939","0.227143654085437","0.25020956930044"
"Two to three days a week","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Two to three days a week","2016","secondary school degree","(2c_voc) vocational maturity certificate","7","","",""
"Two to three days a week","2016","secondary school degree","(3a) lower tertiary education","121","0.241515683545682","0.201882856169674","0.28114851092169"
"Two to three days a week","2016","secondary school degree","(3b) higher tertiary education","29","","",""
"Two to three days a week","2016","college entrance qualification","(0) in school","","","",""
"Two to three days a week","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Two to three days a week","2016","college entrance qualification","(1b) general elementary school","","","",""
"Two to three days a week","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Two to three days a week","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Two to three days a week","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Two to three days a week","2016","college entrance qualification","(2c_gen) general maturity certificate","165","0.175631633161014","0.151384268055951","0.199878998266077"
"Two to three days a week","2016","college entrance qualification","(2c_voc) vocational maturity certificate","358","0.242736652715248","0.222695172077888","0.262778133352607"
"Two to three days a week","2016","college entrance qualification","(3a) lower tertiary education","269","0.222851165813769","0.199470204838866","0.246232126788671"
"Two to three days a week","2016","college entrance qualification","(3b) higher tertiary education","671","0.230547431011807","0.214974656268298","0.246120205755316"
"Two to three days a week","2016","Other degree","(0) in school","","","",""
"Two to three days a week","2016","Other degree","(1a) inadequately completed","","","",""
"Two to three days a week","2016","Other degree","(1b) general elementary school","183","0.40673407664579","0.366372145293145","0.447096007998435"
"Two to three days a week","2016","Other degree","(1c) basic vocational qualification","187","0.261950300182198","0.229966354820381","0.293934245544015"
"Two to three days a week","2016","Other degree","(2b) intermediate general qualification","","","",""
"Two to three days a week","2016","Other degree","(2a) intermediate vocational","","","",""
"Two to three days a week","2016","Other degree","(2c_gen) general maturity certificate","88","0.334502896059546","0.280843856822299","0.388161935296793"
"Two to three days a week","2016","Other degree","(2c_voc) vocational maturity certificate","187","0.295760853135961","0.260375128918829","0.331146577353093"
"Two to three days a week","2016","Other degree","(3a) lower tertiary education","4","","",""
"Two to three days a week","2016","Other degree","(3b) higher tertiary education","277","0.315731559169188","0.286600859488086","0.34486225885029"
"Two to three days a week","2016","no degree/no degree yet","(0) in school","46","0.117749453227953","0.0830794033194741","0.152419503136431"
"Two to three days a week","2016","no degree/no degree yet","(1a) inadequately completed","115","0.246246228284286","0.207543270394857","0.284949186173714"
"Two to three days a week","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Two to three days a week","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Two to three days a week","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Two to three days a week","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Two to three days a week","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Two to three days a week","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Two to three days a week","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Two to three days a week","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Two to four days a month","2016","lower secondary degree","(0) in school","","","",""
"Two to four days a month","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Two to four days a month","2016","lower secondary degree","(1b) general elementary school","528","0.429684634765763","0.403199372292615","0.456169897238912"
"Two to four days a month","2016","lower secondary degree","(1c) basic vocational qualification","1986","0.45498366807629","0.440037076921665","0.469930259230914"
"Two to four days a month","2016","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Two to four days a month","2016","lower secondary degree","(2a) intermediate vocational","7","","",""
"Two to four days a month","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Two to four days a month","2016","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Two to four days a month","2016","lower secondary degree","(3a) lower tertiary education","47","0.449244397340283","0.347601982620471","0.550886812060096"
"Two to four days a month","2016","lower secondary degree","(3b) higher tertiary education","18","","",""
"Two to four days a month","2016","secondary school degree","(0) in school","","","",""
"Two to four days a month","2016","secondary school degree","(1a) inadequately completed","","","",""
"Two to four days a month","2016","secondary school degree","(1b) general elementary school","","","",""
"Two to four days a month","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Two to four days a month","2016","secondary school degree","(2b) intermediate general qualification","275","0.402281072972918","0.365640084949238","0.438922060996598"
