"ple0180","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","Male","76","0.00999397044196297","0.00782632312040565","0.0121616177635203"
"Daily","2016","no migration background","Female","48","0.00672068037787598","0.00508347741619591","0.00835788333955604"
"Daily","2016","direct migration background","Male","39","0.0229882959412463","0.0166725725040253","0.0293040193784673"
"Daily","2016","direct migration background","Female","37","0.0157608876023128","0.0109944974197012","0.0205272777849244"
"Daily","2016","indirect migration background","Male","7","","",""
"Daily","2016","indirect migration background","Female","10","","",""
"Four to six days a week","2016","no migration background","Male","262","0.0349824956419739","0.0309784993816482","0.0389864919022996"
"Four to six days a week","2016","no migration background","Female","226","0.0298050349869436","0.0263975454555941","0.0332125245182931"
"Four to six days a week","2016","direct migration background","Male","93","0.0434051685500179","0.0348179093923214","0.0519924277077144"
"Four to six days a week","2016","direct migration background","Female","110","0.0487256771334969","0.040486558154441","0.0569647961125529"
"Four to six days a week","2016","indirect migration background","Male","28","","",""
"Four to six days a week","2016","indirect migration background","Female","33","0.0244374388877505","0.0139709658450477","0.0349039119304534"
"Two to three days a week","2016","no migration background","Male","1771","0.224420425554794","0.215328726626786","0.233512124482802"
"Two to three days a week","2016","no migration background","Female","2222","0.247198632231153","0.238554459520529","0.255842804941776"
"Two to three days a week","2016","direct migration background","Male","570","0.265847851541679","0.247230005021813","0.284465698061544"
"Two to three days a week","2016","direct migration background","Female","737","0.305104260482824","0.287483164926447","0.322725356039201"
"Two to three days a week","2016","indirect migration background","Male","141","0.213967331462051","0.183694881792872","0.244239781131231"
"Two to three days a week","2016","indirect migration background","Female","151","0.184398282191121","0.15810998513104","0.210686579251202"
"Two to four days a month","2016","no migration background","Male","3979","0.475876161106128","0.464992760767411","0.486759561444846"
"Two to four days a month","2016","no migration background","Female","4470","0.457673416409081","0.447690245772331","0.467656587045831"
"Two to four days a month","2016","direct migration background","Male","955","0.43783264745487","0.416924925656473","0.458740369253267"
"Two to four days a month","2016","direct migration background","Female","1142","0.397790466950486","0.379059942213785","0.416520991687188"
"Two to four days a month","2016","indirect migration background","Male","284","0.41814615844867","0.381735834651345","0.454556482245995"
