"ple0180","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Full Time","1-pers.-HH","12","","",""
"Daily","2016","Full Time","(Married) couple without C. ","21","","",""
"Daily","2016","Full Time","Single parent ","7","","",""
"Daily","2016","Full Time","Couple + C. LE 16 ","23","","",""
"Daily","2016","Full Time","Couple + C. GT 16 ","9","","",""
"Daily","2016","Full Time","Couple + C. LE and GT 16","8","","",""
"Daily","2016","Part Time","1-pers.-HH","4","","",""
"Daily","2016","Part Time","(Married) couple without C. ","5","","",""
"Daily","2016","Part Time","Single parent ","5","","",""
"Daily","2016","Part Time","Couple + C. LE 16 ","12","","",""
"Daily","2016","Part Time","Couple + C. GT 16 ","8","","",""
"Daily","2016","Part Time","Couple + C. LE and GT 16","3","","",""
"Daily","2016","Not Working","1-pers.-HH","23","","",""
"Daily","2016","Not Working","(Married) couple without C. ","36","0.0135641356302614","0.00968910508531447","0.0174391661752083"
"Daily","2016","Not Working","Single parent ","6","","",""
"Daily","2016","Not Working","Couple + C. LE 16 ","18","","",""
"Daily","2016","Not Working","Couple + C. GT 16 ","1","","",""
"Daily","2016","Not Working","Couple + C. LE and GT 16","6","","",""
"Four to six days a week","2016","Full Time","1-pers.-HH","37","0.0372389829760915","0.0262185230913958","0.0482594428607872"
"Four to six days a week","2016","Full Time","(Married) couple without C. ","67","0.0333104509593726","0.0261147387756445","0.0405061631431007"
"Four to six days a week","2016","Full Time","Single parent ","21","","",""
"Four to six days a week","2016","Full Time","Couple + C. LE 16 ","102","0.0411287299809491","0.0335975339907377","0.0486599259711605"
"Four to six days a week","2016","Full Time","Couple + C. GT 16 ","34","0.0354664016914652","0.0247439963661128","0.0461888070168176"
"Four to six days a week","2016","Full Time","Couple + C. LE and GT 16","22","","",""
"Four to six days a week","2016","Part Time","1-pers.-HH","17","","",""
"Four to six days a week","2016","Part Time","(Married) couple without C. ","48","0.0382816776937363","0.0283575967608551","0.0482057586266175"
"Four to six days a week","2016","Part Time","Single parent ","18","","",""
"Four to six days a week","2016","Part Time","Couple + C. LE 16 ","59","0.029927102537262","0.0228007640849138","0.0370534409896102"
"Four to six days a week","2016","Part Time","Couple + C. GT 16 ","29","","",""
"Four to six days a week","2016","Part Time","Couple + C. LE and GT 16","9","","",""
"Four to six days a week","2016","Not Working","1-pers.-HH","69","0.0420160017753541","0.0322039053068769","0.0518280982438314"
