"ple0180","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Two to four days a month","2016","35-65 y.","no migration background","5013","0.493300902801168","0.48352247568935","0.503079329912985"
"Two to four days a month","2016","35-65 y.","direct migration background","1392","0.421206100184195","0.403686012073218","0.438726188295171"
"Two to four days a month","2016","35-65 y.","indirect migration background","310","0.488139929235629","0.449683094516467","0.52659676395479"
"Two to four days a month","2016","66 and older","no migration background","2019","0.457818952058164","0.44290160040412","0.472736303712208"
"Two to four days a month","2016","66 and older","direct migration background","155","0.397622168332163","0.349601143056261","0.445643193608065"
"Two to four days a month","2016","66 and older","indirect migration background","2","","",""
"Once a month or less","2016","16-34 y.","no migration background","883","0.269770854960992","0.254693738520559","0.284847971401425"
"Once a month or less","2016","16-34 y.","direct migration background","307","0.231554272190355","0.208935039867211","0.254173504513498"
"Once a month or less","2016","16-34 y.","indirect migration background","218","0.231473629143531","0.203732651928431","0.25921460635863"
"Once a month or less","2016","35-65 y.","no migration background","2058","0.199069348141619","0.191259589057321","0.206879107225917"
"Once a month or less","2016","35-65 y.","direct migration background","505","0.187305886741406","0.173461737971973","0.201150035510839"
"Once a month or less","2016","35-65 y.","indirect migration background","148","0.202827078479583","0.171891020056581","0.233763136902585"
"Once a month or less","2016","66 and older","no migration background","512","0.122873961936924","0.11304441251565","0.132703511358198"
"Once a month or less","2016","66 and older","direct migration background","59","0.15080384192349","0.115690524990535","0.185917158856444"
"Once a month or less","2016","66 and older","indirect migration background","1","","",""
"Never","2016","16-34 y.","no migration background","443","0.132560362773965","0.121041286155325","0.144079439392605"
"Never","2016","16-34 y.","direct migration background","103","0.0720968831383132","0.0582275869259883","0.0859661793506381"
"Never","2016","16-34 y.","indirect migration background","120","0.120497460345825","0.0990858612159458","0.141909059475704"
"Never","2016","35-65 y.","no migration background","549","0.0508675048574425","0.046569948097465","0.0551650616174201"
"Never","2016","35-65 y.","direct migration background","116","0.0317315398247512","0.0255118252708525","0.03795125437865"
"Never","2016","35-65 y.","indirect migration background","40","0.0574537656183781","0.0395503322964428","0.0753571989403134"
"Never","2016","66 and older","no migration background","157","0.038082466194521","0.0323518129435134","0.0438131194455286"
"Never","2016","66 and older","direct migration background","13","","",""
"Never","2016","66 and older","indirect migration background","","","",""
"Daily","2017","16-34 y.","no migration background","","","",""
"Daily","2017","16-34 y.","direct migration background","","","",""
"Daily","2017","16-34 y.","indirect migration background","","","",""
"Daily","2017","35-65 y.","no migration background","","","",""
"Daily","2017","35-65 y.","direct migration background","","","",""
"Daily","2017","35-65 y.","indirect migration background","","","",""
"Daily","2017","66 and older","no migration background","","","",""
"Daily","2017","66 and older","direct migration background","","","",""
"Daily","2017","66 and older","indirect migration background","","","",""
"Four to six days a week","2017","16-34 y.","no migration background","","","",""
"Four to six days a week","2017","16-34 y.","direct migration background","","","",""
"Four to six days a week","2017","16-34 y.","indirect migration background","","","",""
"Four to six days a week","2017","35-65 y.","no migration background","","","",""
"Four to six days a week","2017","35-65 y.","direct migration background","","","",""
"Four to six days a week","2017","35-65 y.","indirect migration background","","","",""
"Four to six days a week","2017","66 and older","no migration background","","","",""
"Four to six days a week","2017","66 and older","direct migration background","","","",""
"Four to six days a week","2017","66 and older","indirect migration background","","","",""
"Two to three days a week","2017","16-34 y.","no migration background","","","",""
"Two to three days a week","2017","16-34 y.","direct migration background","","","",""
"Two to three days a week","2017","16-34 y.","indirect migration background","","","",""
"Two to three days a week","2017","35-65 y.","no migration background","","","",""
"Two to three days a week","2017","35-65 y.","direct migration background","","","",""
"Two to three days a week","2017","35-65 y.","indirect migration background","","","",""
"Two to three days a week","2017","66 and older","no migration background","","","",""
"Two to three days a week","2017","66 and older","direct migration background","","","",""
"Two to three days a week","2017","66 and older","indirect migration background","","","",""
"Two to four days a month","2017","16-34 y.","no migration background","","","",""
"Two to four days a month","2017","16-34 y.","direct migration background","","","",""
"Two to four days a month","2017","16-34 y.","indirect migration background","","","",""
"Two to four days a month","2017","35-65 y.","no migration background","","","",""
"Two to four days a month","2017","35-65 y.","direct migration background","","","",""
"Two to four days a month","2017","35-65 y.","indirect migration background","","","",""
"Two to four days a month","2017","66 and older","no migration background","","","",""
"Two to four days a month","2017","66 and older","direct migration background","","","",""
"Two to four days a month","2017","66 and older","indirect migration background","","","",""
"Once a month or less","2017","16-34 y.","no migration background","","","",""
"Once a month or less","2017","16-34 y.","direct migration background","","","",""
"Once a month or less","2017","16-34 y.","indirect migration background","","","",""
"Once a month or less","2017","35-65 y.","no migration background","","","",""
"Once a month or less","2017","35-65 y.","direct migration background","","","",""
"Once a month or less","2017","35-65 y.","indirect migration background","","","",""
"Once a month or less","2017","66 and older","no migration background","","","",""
"Once a month or less","2017","66 and older","direct migration background","","","",""
"Once a month or less","2017","66 and older","indirect migration background","","","",""
"Never","2017","16-34 y.","no migration background","","","",""
"Never","2017","16-34 y.","direct migration background","","","",""
"Never","2017","16-34 y.","indirect migration background","","","",""
"Never","2017","35-65 y.","no migration background","","","",""
"Never","2017","35-65 y.","direct migration background","","","",""
"Never","2017","35-65 y.","indirect migration background","","","",""
"Never","2017","66 and older","no migration background","","","",""
"Never","2017","66 and older","direct migration background","","","",""
"Never","2017","66 and older","indirect migration background","","","",""
"Daily","2018","16-34 y.","no migration background","28","","",""
"Daily","2018","16-34 y.","direct migration background","7","","",""
"Daily","2018","16-34 y.","indirect migration background","16","","",""
"Daily","2018","35-65 y.","no migration background","73","0.00797135191270387","0.00630209531904492","0.00964060850636282"
"Daily","2018","35-65 y.","direct migration background","34","0.0136275118852628","0.00941582818247024","0.0178391955880554"
"Daily","2018","35-65 y.","indirect migration background","8","","",""
"Daily","2018","66 and older","no migration background","38","0.00842780757335122","0.00575925592747684","0.0110963592192256"
"Daily","2018","66 and older","direct migration background","1","","",""
"Daily","2018","66 and older","indirect migration background","","","",""
"Four to six days a week","2018","16-34 y.","no migration background","85","0.0222263816338155","0.0176314050803679","0.0268213581872631"
"Four to six days a week","2018","16-34 y.","direct migration background","47","0.049810323100245","0.0367689274199914","0.0628517187804985"
"Four to six days a week","2018","16-34 y.","indirect migration background","39","0.0261375779768538","0.0161179848207698","0.0361571711329378"
"Four to six days a week","2018","35-65 y.","no migration background","298","0.0355174120169328","0.0320431477096664","0.0389916763241992"
"Four to six days a week","2018","35-65 y.","direct migration background","130","0.0474283296293294","0.0397069530530629","0.0551497062055959"
"Four to six days a week","2018","35-65 y.","indirect migration background","14","","",""
"Four to six days a week","2018","66 and older","no migration background","192","0.043830738742883","0.0378547066433666","0.0498067708423994"
"Four to six days a week","2018","66 and older","direct migration background","20","","",""
"Four to six days a week","2018","66 and older","indirect migration background","2","","",""
"Two to three days a week","2018","16-34 y.","no migration background","551","0.13895047533682","0.128169108018424","0.149731842655215"
"Two to three days a week","2018","16-34 y.","direct migration background","223","0.196293735984793","0.172483640587814","0.220103831381773"
"Two to three days a week","2018","16-34 y.","indirect migration background","157","0.174522540270399","0.150685793379489","0.198359287161309"
"Two to three days a week","2018","35-65 y.","no migration background","2096","0.203443467944596","0.195886889780104","0.211000046109088"
"Two to three days a week","2018","35-65 y.","direct migration background","697","0.224071344029655","0.208924189939246","0.239218498120064"
"Two to three days a week","2018","35-65 y.","indirect migration background","126","0.169339964105987","0.141713655930508","0.196966272281466"
"Two to three days a week","2018","66 and older","no migration background","1376","0.297846287918544","0.284496685508757","0.311195890328331"
"Two to three days a week","2018","66 and older","direct migration background","150","0.357591027011174","0.312858039696075","0.402324014326273"
"Two to three days a week","2018","66 and older","indirect migration background","7","","",""
"Two to four days a month","2018","16-34 y.","no migration background","1642","0.431028218897422","0.415592460432742","0.446463977362102"
"Two to four days a month","2018","16-34 y.","direct migration background","434","0.412438988990699","0.382929235615737","0.441948742365661"
"Two to four days a month","2018","16-34 y.","indirect migration background","351","0.407739073382337","0.376877623944152","0.438600522820522"
"Two to four days a month","2018","35-65 y.","no migration background","5463","0.482180008854705","0.47280030754139","0.49155971016802"
"Two to four days a month","2018","35-65 y.","direct migration background","1328","0.462897307195633","0.444783990503534","0.481010623887732"
"Two to four days a month","2018","35-65 y.","indirect migration background","345","0.480565525729016","0.443763378921541","0.517367672536492"
"Two to four days a month","2018","66 and older","no migration background","2202","0.483071060292133","0.468483687869692","0.497658432714573"
"Two to four days a month","2018","66 and older","direct migration background","198","0.431643981354192","0.385416325358562","0.477871637349821"
"Two to four days a month","2018","66 and older","indirect migration background","9","","",""
"Once a month or less","2018","16-34 y.","no migration background","1052","0.263808677919068","0.250072381810618","0.277544974027518"
"Once a month or less","2018","16-34 y.","direct migration background","267","0.266405794055969","0.239904992029876","0.292906596082063"
"Once a month or less","2018","16-34 y.","indirect migration background","256","0.265895358165933","0.238149192466216","0.29364152386565"
"Once a month or less","2018","35-65 y.","no migration background","2341","0.212223675203644","0.204548410184847","0.219898940222441"
"Once a month or less","2018","35-65 y.","direct migration background","585","0.196142641590877","0.181718084262617","0.210567198919137"
"Once a month or less","2018","35-65 y.","indirect migration background","165","0.251551737947334","0.219590321682833","0.283513154211834"
"Once a month or less","2018","66 and older","no migration background","537","0.125246234910077","0.115583915563154","0.134908554257"
"Once a month or less","2018","66 and older","direct migration background","65","0.136980471175789","0.104890565852108","0.16907037649947"
"Once a month or less","2018","66 and older","indirect migration background","2","","",""
"Never","2018","16-34 y.","no migration background","596","0.137534516805761","0.126799407443337","0.148269626168184"
"Never","2018","16-34 y.","direct migration background","91","0.0677831770643597","0.0527143771318261","0.0828519769968933"
"Never","2018","16-34 y.","indirect migration background","155","0.113641626191376","0.0937100332779765","0.133573219104775"
"Never","2018","35-65 y.","no migration background","631","0.0586640840674187","0.0542529174318503","0.0630752507029871"
"Never","2018","35-65 y.","direct migration background","137","0.055832865669243","0.047492283078074","0.0641734482604119"
"Never","2018","35-65 y.","indirect migration background","50","0.0538218489289334","0.037199315071072","0.0704443827867948"
"Never","2018","66 and older","no migration background","163","0.0415778705630118","0.0357505933969752","0.0474051477290485"
"Never","2018","66 and older","direct migration background","7","","",""
"Never","2018","66 and older","indirect migration background","","","",""
