"ple0180","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","West Germany","","","",""
"Daily","2016","(0) in school","East Germany","","","",""
"Daily","2016","(1a) inadequately completed","West Germany","12","","",""
"Daily","2016","(1a) inadequately completed","East Germany","1","","",""
"Daily","2016","(1b) general elementary school","West Germany","18","","",""
"Daily","2016","(1b) general elementary school","East Germany","4","","",""
"Daily","2016","(1c) basic vocational qualification","West Germany","45","0.0106801466291833","0.00755050083808835","0.0138097924202782"
"Daily","2016","(1c) basic vocational qualification","East Germany","10","","",""
"Daily","2016","(2b) intermediate general qualification","West Germany","5","","",""
"Daily","2016","(2b) intermediate general qualification","East Germany","2","","",""
"Daily","2016","(2a) intermediate vocational","West Germany","22","","",""
"Daily","2016","(2a) intermediate vocational","East Germany","18","","",""
"Daily","2016","(2c_gen) general maturity certificate","West Germany","8","","",""
"Daily","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","West Germany","20","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","East Germany","7","","",""
"Daily","2016","(3a) lower tertiary education","West Germany","","","",""
"Daily","2016","(3a) lower tertiary education","East Germany","8","","",""
"Daily","2016","(3b) higher tertiary education","West Germany","22","","",""
"Daily","2016","(3b) higher tertiary education","East Germany","8","","",""
"Four to six days a week","2016","(0) in school","West Germany","5","","",""
"Four to six days a week","2016","(0) in school","East Germany","2","","",""
"Four to six days a week","2016","(1a) inadequately completed","West Germany","21","","",""
"Four to six days a week","2016","(1a) inadequately completed","East Germany","4","","",""
"Four to six days a week","2016","(1b) general elementary school","West Germany","59","0.0298325590404406","0.0217335507802658","0.0379315673006154"
"Four to six days a week","2016","(1b) general elementary school","East Germany","5","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","West Germany","154","0.0418170615786353","0.0357225460134856","0.047911577143785"
"Four to six days a week","2016","(1c) basic vocational qualification","East Germany","38","0.0467520254995086","0.0325265736285527","0.0609774773704646"
"Four to six days a week","2016","(2b) intermediate general qualification","West Germany","20","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","East Germany","2","","",""
"Four to six days a week","2016","(2a) intermediate vocational","West Germany","80","0.0272809882708137","0.0218857109615834","0.0326762655800439"
