"ple0180","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","1-pers.-HH","23","","",""
"Daily","2016","Not Employed","(Married) couple without C. ","36","0.0135641356302614","0.00968910508531447","0.0174391661752083"
"Daily","2016","Not Employed","Single parent ","6","","",""
"Daily","2016","Not Employed","Couple + C. LE 16 ","18","","",""
"Daily","2016","Not Employed","Couple + C. GT 16 ","1","","",""
"Daily","2016","Not Employed","Couple + C. LE and GT 16","6","","",""
"Daily","2016","Employed","1-pers.-HH","16","","",""
"Daily","2016","Employed","(Married) couple without C. ","26","","",""
"Daily","2016","Employed","Single parent ","12","","",""
"Daily","2016","Employed","Couple + C. LE 16 ","35","0.0117919514963711","0.00875921656657189","0.0148246864261703"
"Daily","2016","Employed","Couple + C. GT 16 ","17","","",""
"Daily","2016","Employed","Couple + C. LE and GT 16","11","","",""
"Four to six days a week","2016","Not Employed","1-pers.-HH","69","0.0420160017753541","0.0322039053068769","0.0518280982438314"
"Four to six days a week","2016","Not Employed","(Married) couple without C. ","122","0.0407531589735272","0.0341296143034335","0.0473767036436209"
"Four to six days a week","2016","Not Employed","Single parent ","14","","",""
"Four to six days a week","2016","Not Employed","Couple + C. LE 16 ","33","0.0316127124089941","0.0201306187816603","0.0430948060363278"
"Four to six days a week","2016","Not Employed","Couple + C. GT 16 ","17","","",""
"Four to six days a week","2016","Not Employed","Couple + C. LE and GT 16","10","","",""
"Four to six days a week","2016","Employed","1-pers.-HH","54","0.0329884982945274","0.0247693551821992","0.0412076414068556"
"Four to six days a week","2016","Employed","(Married) couple without C. ","115","0.0350456645164655","0.0292178878300564","0.0408734412028746"
"Four to six days a week","2016","Employed","Single parent ","39","0.0357060376900153","0.026365453404627","0.0450466219754035"
"Four to six days a week","2016","Employed","Couple + C. LE 16 ","161","0.0362121488713882","0.0309636477993396","0.0414606499434367"
"Four to six days a week","2016","Employed","Couple + C. GT 16 ","63","0.0342889145854745","0.026333724899784","0.0422441042711651"
"Four to six days a week","2016","Employed","Couple + C. LE and GT 16","31","0.0207813600321966","0.0137093084251423","0.0278534116392508"
"Two to three days a week","2016","Not Employed","1-pers.-HH","477","0.301106661993064","0.278670893341087","0.323542430645042"
"Two to three days a week","2016","Not Employed","(Married) couple without C. ","1124","0.331198970414127","0.315432386848901","0.346965553979353"
"Two to three days a week","2016","Not Employed","Single parent ","115","0.238086034883832","0.204452101242949","0.271719968524715"
"Two to three days a week","2016","Not Employed","Couple + C. LE 16 ","230","0.240684727024169","0.212630326192584","0.268739127855754"
"Two to three days a week","2016","Not Employed","Couple + C. GT 16 ","157","0.226565392825452","0.195353676265439","0.257777109385464"
"Two to three days a week","2016","Not Employed","Couple + C. LE and GT 16","116","0.239809292787576","0.202897867617562","0.276720717957591"
"Two to three days a week","2016","Employed","1-pers.-HH","403","0.223803903179964","0.204623885413067","0.242983920946861"
"Two to three days a week","2016","Employed","(Married) couple without C. ","865","0.219923396142556","0.206797265744194","0.233049526540917"
"Two to three days a week","2016","Employed","Single parent ","297","0.199299579627129","0.179190753916681","0.219408405337577"
"Two to three days a week","2016","Employed","Couple + C. LE 16 ","962","0.196541013091733","0.185376857783366","0.207705168400099"
"Two to three days a week","2016","Employed","Couple + C. GT 16 ","400","0.211538659349263","0.193684675474652","0.229392643223874"
"Two to three days a week","2016","Employed","Couple + C. LE and GT 16","310","0.191300488181841","0.171801133826714","0.210799842536967"
"Two to four days a month","2016","Not Employed","1-pers.-HH","676","0.416217189633264","0.392109200987974","0.440325178278554"
"Two to four days a month","2016","Not Employed","(Married) couple without C. ","1605","0.458028800431332","0.441337924102582","0.474719676760082"
"Two to four days a month","2016","Not Employed","Single parent ","254","0.394836159315622","0.356234792775581","0.433437525855663"
"Two to four days a month","2016","Not Employed","Couple + C. LE 16 ","376","0.433407794141308","0.400887885234435","0.465927703048181"
"Two to four days a month","2016","Not Employed","Couple + C. GT 16 ","298","0.464950597280691","0.427762032829072","0.502139161732309"
"Two to four days a month","2016","Not Employed","Couple + C. LE and GT 16","217","0.417094882338706","0.374468066151387","0.459721698526026"
"Two to four days a month","2016","Employed","1-pers.-HH","778","0.421282391697953","0.398560240174499","0.444004543221408"
"Two to four days a month","2016","Employed","(Married) couple without C. ","1880","0.476524384140725","0.460696489018693","0.492352279262758"
"Two to four days a month","2016","Employed","Single parent ","650","0.440184346415575","0.415195954625466","0.465172738205685"
"Two to four days a month","2016","Employed","Couple + C. LE 16 ","2458","0.502667804916371","0.488620880672665","0.516714729160077"
"Two to four days a month","2016","Employed","Couple + C. GT 16 ","964","0.463278257970237","0.441478803980578","0.485077711959896"
"Two to four days a month","2016","Employed","Couple + C. LE and GT 16","755","0.495545880792242","0.470759028796588","0.520332732787896"
"Once a month or less","2016","Not Employed","1-pers.-HH","267","0.165874064661241","0.147682067630733","0.18406606169175"
"Once a month or less","2016","Not Employed","(Married) couple without C. ","414","0.124504827701434","0.113444586069209","0.135565069333659"
"Once a month or less","2016","Not Employed","Single parent ","160","0.248393879919816","0.214272755495606","0.282515004344026"
"Once a month or less","2016","Not Employed","Couple + C. LE 16 ","172","0.195238067209142","0.169225595184517","0.221250539233767"
"Once a month or less","2016","Not Employed","Couple + C. GT 16 ","150","0.194050031028369","0.164563752264749","0.22353630979199"
