"year","pgcasmin","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Ostdeutschland, neue Bundeslaender","3.8","4","147","2","3","5","6","3.53","4.07","3","4"
"2005","(0) in school","Westdeutschland, alte Bundeslaender","3.75","4","507","1","2","5","6","3.6","3.9","4","4"
"2005","(1a) inadequately completed","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","(1a) inadequately completed","Westdeutschland, alte Bundeslaender","4.54","5","227","2","3","6","7","4.3","4.78","4","5"
"2005","(1b) general elementary school","Ostdeutschland, neue Bundeslaender","4.45","4","210","2","4","6","7","4.23","4.67","4","5"
"2005","(1b) general elementary school","Westdeutschland, alte Bundeslaender","4.42","4","1652","2","3","6","7","4.34","4.5","4","5"
"2005","(1c) basic vocational qualification","Ostdeutschland, neue Bundeslaender","4.23","4","1086","2","3","6","6","4.13","4.33","4","4"
"2005","(1c) basic vocational qualification","Westdeutschland, alte Bundeslaender","4.19","4","4620","2","3","5","6","4.14","4.24","4","4"
"2005","(2a) intermediate vocational","Ostdeutschland, neue Bundeslaender","4.1","4","1701","2","3","5","6","4.02","4.18","4","4"
"2005","(2a) intermediate vocational","Westdeutschland, alte Bundeslaender","4.13","4","3096","2","3","5","6","4.07","4.19","4","4"
"2005","(2b) intermediate general qualification","Ostdeutschland, neue Bundeslaender","3.73","4","141","2","3","5","6","3.47","3.99","3","4"
"2005","(2b) intermediate general qualification","Westdeutschland, alte Bundeslaender","3.69","4","439","1","2","5","6","3.53","3.85","4","4"
"2005","(2c_gen) general maturity certificate","Ostdeutschland, neue Bundeslaender","4.02","4","186","2","2","5","6","3.78","4.26","3","4"
"2005","(2c_gen) general maturity certificate","Westdeutschland, alte Bundeslaender","4.08","4","611","2","3","5","6","3.95","4.21","4","4"
"2005","(2c_voc) vocational maturity certificate","Ostdeutschland, neue Bundeslaender","4.02","4","211","2","3","5","6","3.8","4.24","4","4"
"2005","(2c_voc) vocational maturity certificate","Westdeutschland, alte Bundeslaender","4.01","4","1305","2","3","5","6","3.92","4.1","4","4"
"2005","(3a) lower tertiary education","Ostdeutschland, neue Bundeslaender","3.89","4","659","2","3","5","6","3.77","4.01","4","4"
"2005","(3a) lower tertiary education","Westdeutschland, alte Bundeslaender","4.09","4","989","2","3","5","6","3.99","4.19","4","4"
"2005","(3b) higher tertiary education","Ostdeutschland, neue Bundeslaender","4.15","4","593","2","3","5","6","4.03","4.27","4","4"
"2005","(3b) higher tertiary education","Westdeutschland, alte Bundeslaender","4.08","4","1924","2","3","5","6","4.01","4.15","4","4"
"2006","(0) in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","(0) in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","(1a) inadequately completed","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","(1a) inadequately completed","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","(1b) general elementary school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","(1b) general elementary school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
