"plj0587","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Couple + C. GT 16 ","Rural Area","195","0.18270151650579","0.158810948091467","0.206592084920114","5"
"Never","2013","(Married) couple without C. ","Urban Area","959","0.196565689232536","0.185352517432873","0.2077788610322","5"
"Never","2013","(Married) couple without C. ","Rural Area","493","0.156063003909098","0.142666065926817","0.16945994189138","5"
"Never","2013","Couple + C. GT 16 ","Urban Area","392","0.19303394938837","0.174688570195667","0.211379328581072","5"
"Never","2013","1-pers.-HH","Rural Area","172","0.137244190988494","0.117260433035853","0.157227948941135","5"
"Never","2013","Single parent ","Urban Area","263","0.163564229064405","0.145940071131509","0.181188386997302","5"
"Never","2013","Single parent ","Rural Area","158","0.239423892324106","0.211804221014135","0.267043563634076","5"
"Never","2013","Couple + C. LE 16 ","Urban Area","793","0.174360863900324","0.162882017413394","0.185839710387254","5"
"Never","2013","Couple + C. LE 16 ","Rural Area","351","0.13985036780416","0.125638901443842","0.154061834164478","5"
"Never","2013","1-pers.-HH","Urban Area","335","0.130702802843631","0.117333712708894","0.144071892978368","5"
"Never","2013","Couple + C. LE and GT 16","Urban Area","266","0.215025279162993","0.192056138616133","0.237994419709854","5"
"Never","2013","Couple + C. LE and GT 16","Rural Area","140","0.217153179168313","0.18836551190445","0.245940846432177","5"
"Often","2013","(Married) couple without C. ","Urban Area","304","0.064676734176143","0.0577368161278107","0.0716166522244754","2"
"Often","2013","Single parent ","Urban Area","205","0.116793861280392","0.101490425002341","0.132097297558442","2"
"Often","2013","Single parent ","Rural Area","89","0.0899836578362491","0.0714624271691217","0.108504888503377","2"
"Often","2013","(Married) couple without C. ","Rural Area","202","0.0784766134719129","0.068549480013698","0.0884037469301278","2"
"Often","2013","1-pers.-HH","Rural Area","146","0.119827637067849","0.100967337327781","0.138687936807918","2"
"Often","2013","Couple + C. LE 16 ","Rural Area","192","0.0694786271085935","0.0590600389372188","0.0798972152799682","2"
"Often","2013","1-pers.-HH","Urban Area","270","0.113339786605644","0.100766608516018","0.125912964695269","2"
"Often","2013","Couple + C. LE 16 ","Urban Area","352","0.0835876331800025","0.0752143632633333","0.0919609030966717","2"
"Often","2013","Couple + C. GT 16 ","Urban Area","106","0.0576626247976077","0.04682753226081","0.0684977173344055","2"
"Often","2013","Couple + C. GT 16 ","Rural Area","73","0.092071191366884","0.0741959119250612","0.109946470808707","2"
"Often","2013","Couple + C. LE and GT 16","Urban Area","89","0.0696709811416741","0.0554373273987336","0.0839046348846146","2"
"Often","2013","Couple + C. LE and GT 16","Rural Area","50","0.0575283497930663","0.0412706130009367","0.073786086585196","2"
"Rarely ","2013","(Married) couple without C. ","Urban Area","1979","0.40725739046439","0.393394078597982","0.421120702330798","4"
"Rarely ","2013","1-pers.-HH","Rural Area","354","0.303319994177054","0.27662354985595","0.330016438498159","4"
"Rarely ","2013","(Married) couple without C. ","Rural Area","1155","0.401558791006219","0.383462654322283","0.419654927690154","4"
"Rarely ","2013","1-pers.-HH","Urban Area","803","0.337532365302122","0.318777441445143","0.356287289159101","4"
"Rarely ","2013","Single parent ","Urban Area","572","0.332941794648478","0.310486749370249","0.355396839926707","4"
"Rarely ","2013","Single parent ","Rural Area","306","0.310719902576493","0.280766523101448","0.340673282051539","4"
"Rarely ","2013","Couple + C. LE 16 ","Urban Area","1600","0.377609173218074","0.362942505058377","0.39227584137777","4"
"Rarely ","2013","Couple + C. LE 16 ","Rural Area","873","0.39570864285912","0.375671719345652","0.415745566372589","4"
"Rarely ","2013","Couple + C. GT 16 ","Urban Area","722","0.416097653671168","0.39318634183629","0.439008965506046","4"
"Rarely ","2013","Couple + C. GT 16 ","Rural Area","393","0.383319522520794","0.353260446319022","0.413378598722566","4"
"Rarely ","2013","Couple + C. LE and GT 16","Urban Area","472","0.367686117257855","0.340728771787213","0.394643462728498","4"
"Rarely ","2013","Couple + C. LE and GT 16","Rural Area","340","0.44455024211734","0.409855169666259","0.479245314568421","4"
"Sometimes","2013","Couple + C. GT 16 ","Rural Area","334","0.33507565950796","0.305893151304981","0.364258167710939","3"
"Sometimes","2013","(Married) couple without C. ","Rural Area","938","0.351226062487246","0.333604654028495","0.368847470945996","3"
"Sometimes","2013","1-pers.-HH","Urban Area","927","0.376401822105229","0.357186240296834","0.395617403913625","3"
"Sometimes","2013","Couple + C. LE and GT 16","Urban Area","385","0.336798461879532","0.310375593483107","0.363221330275957","3"
"Sometimes","2013","(Married) couple without C. ","Urban Area","1532","0.320956855257907","0.30778425705895","0.334129453456864","3"
"Sometimes","2013","Single parent ","Urban Area","600","0.3599595015706","0.337088854088009","0.38283014905319","3"
"Sometimes","2013","Single parent ","Rural Area","332","0.323109748322608","0.292840782465225","0.353378714179991","3"
"Sometimes","2013","Couple + C. LE 16 ","Urban Area","1389","0.351516996059426","0.337072544072966","0.365961448045887","3"
"Sometimes","2013","Couple + C. LE 16 ","Rural Area","841","0.382156628988256","0.362246229435388","0.402067028541124","3"
"Sometimes","2013","Couple + C. GT 16 ","Urban Area","548","0.325980531743226","0.30419268734478","0.347768376141671","3"
"Sometimes","2013","Couple + C. LE and GT 16","Rural Area","247","0.27057277358134","0.23955447202221","0.30159107514047","3"
"Sometimes","2013","1-pers.-HH","Rural Area","416","0.39729370439856","0.368875611178442","0.425711797618677","3"
"Very often","2013","1-pers.-HH","Urban Area","107","0.0420232231433739","0.034065342310127","0.0499811039766208","1"
"Very often","2013","1-pers.-HH","Rural Area","51","0.0423144733680427","0.0306237290854576","0.0540052176506279","1"
"Very often","2013","(Married) couple without C. ","Urban Area","51","0.0105433308690236","0.00766137888983226","0.013425282848215","1"
"Very often","2013","(Married) couple without C. ","Rural Area","31","0.0126755291255244","0.00854587620689846","0.0168051820441504","1"
"Very often","2013","Single parent ","Urban Area","52","0.0267406134361252","0.0190537724863668","0.0344274543858836","1"
"Very often","2013","Single parent ","Rural Area","32","0.0367627989405436","0.0245831623220931","0.0489424355589941","1"
"Very often","2013","Couple + C. LE 16 ","Urban Area","63","0.0129253336421731","0.00950810143849911","0.0163425658458472","1"
"Very often","2013","Couple + C. LE 16 ","Rural Area","31","0.0128057332398702","0.00819867588964919","0.0174127905900911","1"
"Very often","2013","Couple + C. GT 16 ","Urban Area","10","","","","1"
"Very often","2013","Couple + C. GT 16 ","Rural Area","10","","","","1"
"Very often","2013","Couple + C. LE and GT 16","Urban Area","17","","","","1"
"Very often","2013","Couple + C. LE and GT 16","Rural Area","11","","","","1"
"Never","2014","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2014","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2014","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2014","1-pers.-HH","Rural Area","","","","","5"
"Never","2014","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2014","Single parent ","Urban Area","","","","","5"
"Never","2014","Single parent ","Rural Area","","","","","5"
