"plj0587","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Thuringia","Employed","116","0.197775472931695","0.166671776823671","0.22887916903972","5"
"Never","2013","Saxony","Not Employed","82","0.110483622254229","0.0858074284325578","0.135159816075901","5"
"Never","2013","Schleswig-Holstein","Not Employed","53","0.13953815758873","0.100650617520122","0.178425697657339","5"
"Never","2013","Schleswig-Holstein","Employed","67","0.106637642144733","0.0819407925171771","0.131334491772289","5"
"Never","2013","Hamburg","Not Employed","45","0.302990970060132","0.228702148588486","0.377279791531777","5"
"Never","2013","Hamburg","Employed","71","0.150145580235445","0.106725565949234","0.193565594521656","5"
"Never","2013","Lower Saxony","Not Employed","155","0.152227961737526","0.12842500951627","0.176030913958782","5"
"Never","2013","Lower Saxony","Employed","266","0.151166337738757","0.133497992820059","0.168834682657455","5"
"Never","2013","Bremen","Not Employed","17","","","","5"
"Never","2013","Bremen","Employed","23","","","","5"
"Never","2013","North Rhine-Westphalia","Not Employed","377","0.224525274132397","0.205157091971905","0.243893456292889","5"
"Never","2013","North Rhine-Westphalia","Employed","698","0.176417516317724","0.16346718633536","0.189367846300088","5"
"Never","2013","Hesse","Not Employed","95","0.193544333737112","0.160938972322451","0.226149695151772","5"
"Never","2013","Hesse","Employed","158","0.138999729500748","0.119360765013195","0.158638693988301","5"
"Never","2013","Rhineland-Palatinate,Saarland","Not Employed","148","0.285653931760503","0.246372196237727","0.324935667283278","5"
"Never","2013","Rhineland-Palatinate,Saarland","Employed","207","0.189322652494004","0.163924606676267","0.214720698311741","5"
"Never","2013","Baden-Württemberg","Not Employed","177","0.18307163829714","0.15829669394727","0.20784658264701","5"
"Never","2013","Baden-Württemberg","Employed","388","0.166582577009639","0.150573801051882","0.182591352967396","5"
"Never","2013","Bavaria","Not Employed","264","0.215898628138017","0.193198439729686","0.238598816546348","5"
"Never","2013","Bavaria","Employed","504","0.194058994482574","0.179331572821941","0.208786416143208","5"
"Never","2013","Berlin","Not Employed","48","0.11108816315686","0.0780723721611642","0.144103954152555","5"
"Never","2013","Berlin","Employed","81","0.118158491900886","0.093110928194943","0.143206055606829","5"
"Never","2013","Brandenburg","Not Employed","53","0.0985404250126494","0.0701713284025819","0.126909521622717","5"
"Never","2013","Brandenburg","Employed","84","0.116761286693979","0.0910655572918573","0.142457016096101","5"
"Never","2013","Mecklenburg-Western Pomerania","Not Employed","22","","","","5"
"Never","2013","Mecklenburg-Western Pomerania","Employed","36","0.0830992129755347","0.0544255801209366","0.111772845830133","5"
"Never","2013","Saxony","Employed","168","0.111886278741102","0.0932154439431472","0.130557113539057","5"
"Never","2013","Saxony-Anhalt","Not Employed","43","0.119374968139152","0.0859287792997676","0.152821156978537","5"
"Never","2013","Saxony-Anhalt","Employed","86","0.138429175145939","0.110933075909429","0.16592527438245","5"
"Never","2013","Thuringia","Not Employed","81","0.227968787095681","0.185164227630512","0.27077334656085","5"
"Often","2013","Schleswig-Holstein","Not Employed","29","","","","2"
"Often","2013","Schleswig-Holstein","Employed","46","0.0731554994077784","0.0523202168629927","0.0939907819525641","2"
"Often","2013","Hamburg","Not Employed","12","","","","2"
"Often","2013","Hamburg","Employed","16","","","","2"
"Often","2013","Lower Saxony","Not Employed","90","0.10538905567298","0.0850439980385754","0.125734113307385","2"
"Often","2013","Lower Saxony","Employed","123","0.0827576055732483","0.0691681191509183","0.0963470919955784","2"
"Often","2013","Bremen","Not Employed","4","","","","2"
"Often","2013","Bremen","Employed","11","","","","2"
"Often","2013","North Rhine-Westphalia","Not Employed","160","0.0892569049362148","0.0760229005372277","0.102490909335202","2"
"Often","2013","North Rhine-Westphalia","Employed","235","0.0654007321712706","0.0570010963765469","0.0738003679659943","2"
"Often","2013","Hesse","Not Employed","51","0.111254580080527","0.0853034558745853","0.137205704286468","2"
"Often","2013","Hesse","Employed","90","0.0783116612913516","0.0630600675544173","0.0935632550282859","2"
"Often","2013","Rhineland-Palatinate,Saarland","Not Employed","40","0.0733235787741302","0.0506561573893326","0.0959910001589278","2"
"Often","2013","Rhineland-Palatinate,Saarland","Employed","67","0.0635725707138937","0.0477547392796693","0.079390402148118","2"
"Often","2013","Baden-Württemberg","Not Employed","79","0.0871138091017481","0.0690478098701301","0.105179808333366","2"
"Often","2013","Baden-Württemberg","Employed","149","0.0777166941702288","0.0662139520333676","0.08921943630709","2"
"Often","2013","Bavaria","Not Employed","102","0.0855780482257906","0.07014424624467","0.101011850206911","2"
"Often","2013","Bavaria","Employed","192","0.0665255668613689","0.0572454442940912","0.0758056894286466","2"
"Often","2013","Berlin","Not Employed","52","0.12583394320663","0.0909878301220124","0.160680056291248","2"
"Often","2013","Berlin","Employed","69","0.118191114562462","0.093140556744586","0.143241672380338","2"
"Often","2013","Brandenburg","Not Employed","51","0.137894840683021","0.105076297898949","0.170713383467094","2"
"Often","2013","Brandenburg","Employed","49","0.0884572140447903","0.0657362045282093","0.111178223561371","2"
"Often","2013","Mecklenburg-Western Pomerania","Not Employed","38","0.125185331864361","0.0826935560829116","0.16767710764581","2"
"Often","2013","Saxony","Not Employed","68","0.126149148712639","0.100014716743504","0.152283580681775","2"
"Often","2013","Saxony","Employed","76","0.0733334982486071","0.0578932611593274","0.0887737353378868","2"
"Often","2013","Saxony-Anhalt","Not Employed","40","0.105039186898161","0.0734111544622611","0.136667219334062","2"
"Often","2013","Saxony-Anhalt","Employed","49","0.0821806474962986","0.0603143544735342","0.104046940519063","2"
"Often","2013","Thuringia","Employed","58","0.0905856834187603","0.0681732768396302","0.11299808999789","2"
"Often","2013","Mecklenburg-Western Pomerania","Employed","32","0.10832260662642","0.0760386673937931","0.140606545859047","2"
"Often","2013","Thuringia","Not Employed","42","0.122457717594362","0.0890103445596541","0.15590509062907","2"
"Rarely ","2013","Saxony","Not Employed","191","0.309500950116211","0.27311239744112","0.345889502791302","4"
"Rarely ","2013","Saxony","Employed","458","0.431403744897134","0.402068819753905","0.460738670040362","4"
"Rarely ","2013","Thuringia","Employed","214","0.331987983488897","0.295214807861835","0.368761159115959","4"
"Rarely ","2013","Schleswig-Holstein","Not Employed","110","0.321501025357542","0.269085016351533","0.37391703436355","4"
"Rarely ","2013","Schleswig-Holstein","Employed","259","0.410981313862138","0.371612888880683","0.450349738843594","4"
"Rarely ","2013","Hamburg","Not Employed","48","0.349401207305121","0.272327144809916","0.426475269800325","4"
"Rarely ","2013","Hamburg","Employed","95","0.438024766089199","0.377717541996748","0.49833199018165","4"
"Rarely ","2013","Lower Saxony","Not Employed","310","0.372014638980685","0.33998892361314","0.404040354348231","4"
"Rarely ","2013","Lower Saxony","Employed","662","0.406550075323957","0.382322715556247","0.430777435091666","4"
"Rarely ","2013","Bremen","Not Employed","23","","","","4"
"Rarely ","2013","Bremen","Employed","46","0.510174683527504","0.420358483659894","0.599990883395113","4"
"Rarely ","2013","North Rhine-Westphalia","Not Employed","603","0.317529067092161","0.295921481466109","0.339136652718212","4"
"Rarely ","2013","North Rhine-Westphalia","Employed","1265","0.38412163553421","0.367596756433576","0.400646514634843","4"
"Rarely ","2013","Hesse","Not Employed","210","0.338052250116252","0.299012025324796","0.377092474907708","4"
"Rarely ","2013","Hesse","Employed","486","0.402327680364906","0.374490099524059","0.430165261205753","4"
"Rarely ","2013","Rhineland-Palatinate,Saarland","Not Employed","152","0.302009068931154","0.262083499669769","0.34193463819254","4"
"Rarely ","2013","Rhineland-Palatinate,Saarland","Employed","346","0.395181351392757","0.363486713023231","0.426875989762282","4"
"Rarely ","2013","Baden-Württemberg","Not Employed","349","0.363894683786297","0.333072561816444","0.39471680575615","4"
"Rarely ","2013","Baden-Württemberg","Employed","872","0.42972297269694","0.4084538647637","0.45099208063018","4"
"Rarely ","2013","Bavaria","Not Employed","476","0.358621664320984","0.332161421969639","0.385081906672329","4"
"Rarely ","2013","Bavaria","Employed","1093","0.391033475246064","0.372861092084508","0.409205858407621","4"
"Rarely ","2013","Berlin","Not Employed","113","0.385386356519311","0.33425259575287","0.436520117285753","4"
"Rarely ","2013","Berlin","Employed","244","0.373933483315967","0.336389083339048","0.411477883292885","4"
"Rarely ","2013","Brandenburg","Not Employed","153","0.328292933714466","0.283595160393181","0.372990707035752","4"
"Rarely ","2013","Brandenburg","Employed","220","0.344218139449825","0.306201909838499","0.382234369061152","4"
"Rarely ","2013","Mecklenburg-Western Pomerania","Not Employed","76","0.342718278439886","0.281776581678075","0.403659975201698","4"
"Rarely ","2013","Mecklenburg-Western Pomerania","Employed","134","0.354030719776076","0.304354390326971","0.40370704922518","4"
