"plj0587","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Bavaria","college entrance qualification","","","",""
"Very often","2013","Bavaria","Other degree","","","",""
"Very often","2013","Bavaria","no degree/no degree yet","","","",""
"Very often","2013","Berlin","lower secondary degree","","","",""
"Very often","2013","Berlin","secondary school degree","","","",""
"Very often","2013","Berlin","college entrance qualification","","","",""
"Very often","2013","Berlin","Other degree","","","",""
"Very often","2013","Berlin","no degree/no degree yet","","","",""
"Very often","2013","Brandenburg","lower secondary degree","","","",""
"Very often","2013","Brandenburg","secondary school degree","","","",""
"Very often","2013","Brandenburg","college entrance qualification","","","",""
"Very often","2013","Brandenburg","Other degree","","","",""
"Very often","2013","Brandenburg","no degree/no degree yet","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2013","Saxony","lower secondary degree","","","",""
"Very often","2013","Saxony","secondary school degree","","","",""
"Very often","2013","Saxony","college entrance qualification","","","",""
"Very often","2013","Saxony","Other degree","","","",""
"Very often","2013","Saxony","no degree/no degree yet","","","",""
"Very often","2013","Saxony-Anhalt","lower secondary degree","","","",""
"Very often","2013","Saxony-Anhalt","secondary school degree","","","",""
"Very often","2013","Saxony-Anhalt","college entrance qualification","","","",""
"Very often","2013","Saxony-Anhalt","Other degree","","","",""
"Very often","2013","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2013","Thuringia","lower secondary degree","","","",""
"Very often","2013","Thuringia","secondary school degree","","","",""
"Very often","2013","Thuringia","college entrance qualification","","","",""
"Very often","2013","Thuringia","Other degree","","","",""
"Very often","2013","Thuringia","no degree/no degree yet","","","",""
"Often","2013","Schleswig-Holstein","lower secondary degree","","","",""
"Often","2013","Schleswig-Holstein","secondary school degree","","","",""
"Often","2013","Schleswig-Holstein","college entrance qualification","","","",""
"Often","2013","Schleswig-Holstein","Other degree","","","",""
"Often","2013","Schleswig-Holstein","no degree/no degree yet","","","",""
"Often","2013","Hamburg","lower secondary degree","","","",""
"Often","2013","Hamburg","secondary school degree","","","",""
"Often","2013","Hamburg","college entrance qualification","","","",""
"Often","2013","Hamburg","Other degree","","","",""
"Often","2013","Hamburg","no degree/no degree yet","","","",""
"Often","2013","Lower Saxony","lower secondary degree","64","0.0929495915934112","0.0715615550863814","0.114337628100441"
"Often","2013","Lower Saxony","secondary school degree","53","0.0621890371105942","0.0452302834751717","0.0791477907460168"
"Often","2013","Lower Saxony","college entrance qualification","51","0.0934279800229239","0.0716337043259902","0.115222255719858"
"Often","2013","Lower Saxony","Other degree","","","",""
"Often","2013","Lower Saxony","no degree/no degree yet","","","",""
"Often","2013","Bremen","lower secondary degree","","","",""
"Often","2013","Bremen","secondary school degree","","","",""
"Often","2013","Bremen","college entrance qualification","","","",""
"Often","2013","Bremen","Other degree","","","",""
"Often","2013","Bremen","no degree/no degree yet","","","",""
"Often","2013","North Rhine-Westphalia","lower secondary degree","117","0.0723065387754976","0.0589295648919718","0.0856835126590234"
"Often","2013","North Rhine-Westphalia","secondary school degree","83","0.0831107204876456","0.0670933124258119","0.0991281285494794"
"Often","2013","North Rhine-Westphalia","college entrance qualification","96","0.0502746021820799","0.0398965914730403","0.0606526128911195"
"Often","2013","North Rhine-Westphalia","Other degree","49","0.125573017849769","0.0943254544066999","0.156820581292838"
"Often","2013","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Often","2013","Hesse","lower secondary degree","44","0.104376777201749","0.074599485592897","0.134154068810601"
"Often","2013","Hesse","secondary school degree","36","0.0989875492873305","0.071755345679044","0.126219752895617"
"Often","2013","Hesse","college entrance qualification","35","0.0677169927094723","0.0480500416842004","0.0873839437347442"
"Often","2013","Hesse","Other degree","","","",""
"Often","2013","Hesse","no degree/no degree yet","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","lower secondary degree","44","0.0651774957144967","0.0443582675223278","0.0859967239066656"
"Often","2013","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Often","2013","Baden-Württemberg","lower secondary degree","58","0.0716531151909772","0.0542736827356471","0.0890325476463072"
"Often","2013","Baden-Württemberg","secondary school degree","68","0.0843992866925538","0.0656672345180219","0.103131338867086"
"Often","2013","Baden-Württemberg","college entrance qualification","55","0.069547954252872","0.0529745020993692","0.0861214064063747"
"Often","2013","Baden-Württemberg","Other degree","","","",""
"Often","2013","Baden-Württemberg","no degree/no degree yet","","","",""
"Often","2013","Bavaria","lower secondary degree","104","0.0767011446393125","0.0627762689552289","0.0906260203233962"
"Often","2013","Bavaria","secondary school degree","81","0.0776628953881073","0.0618178151462562","0.0935079756299585"
"Often","2013","Bavaria","college entrance qualification","61","0.0583824265977245","0.0439935677021989","0.07277128549325"
"Often","2013","Bavaria","Other degree","32","0.0996524229443446","0.0640554826315797","0.135249363257109"
"Often","2013","Bavaria","no degree/no degree yet","","","",""
"Often","2013","Berlin","lower secondary degree","","","",""
"Often","2013","Berlin","secondary school degree","40","0.105259631195245","0.0716353863087922","0.138883876081698"
"Often","2013","Berlin","college entrance qualification","42","0.142922175972756","0.108450655711862","0.17739369623365"
"Often","2013","Berlin","Other degree","","","",""
"Often","2013","Berlin","no degree/no degree yet","","","",""
"Often","2013","Brandenburg","lower secondary degree","","","",""
"Often","2013","Brandenburg","secondary school degree","42","0.094855295662492","0.0675695374514108","0.122141053873573"
"Often","2013","Brandenburg","college entrance qualification","","","",""
"Often","2013","Brandenburg","Other degree","","","",""
"Often","2013","Brandenburg","no degree/no degree yet","","","",""
"Often","2013","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Often","2013","Mecklenburg-Western Pomerania","secondary school degree","40","0.132696885205246","0.093852334881738","0.171541435528755"
"Often","2013","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Often","2013","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2013","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Often","2013","Saxony","lower secondary degree","","","",""
"Often","2013","Saxony","secondary school degree","79","0.102514819230417","0.0820632467911675","0.122966391669667"
"Often","2013","Saxony","college entrance qualification","","","",""
"Often","2013","Saxony","Other degree","","","",""
"Often","2013","Saxony","no degree/no degree yet","","","",""
"Often","2013","Saxony-Anhalt","lower secondary degree","32","0.113374589704761","0.072924448626377","0.153824730783144"
"Often","2013","Saxony-Anhalt","secondary school degree","36","0.0695345230609869","0.0460070495748934","0.0930619965470803"
"Often","2013","Saxony-Anhalt","college entrance qualification","","","",""
"Often","2013","Saxony-Anhalt","Other degree","","","",""
"Often","2013","Saxony-Anhalt","no degree/no degree yet","","","",""
"Often","2013","Thuringia","lower secondary degree","36","0.149828159275476","0.107798266060422","0.191858052490531"
"Often","2013","Thuringia","secondary school degree","46","0.094146311814204","0.0674593054486225","0.120833318179785"
"Often","2013","Thuringia","college entrance qualification","","","",""
"Often","2013","Thuringia","Other degree","","","",""
"Often","2013","Thuringia","no degree/no degree yet","","","",""
"Sometimes","2013","Schleswig-Holstein","lower secondary degree","81","0.345254376220997","0.287573249440269","0.402935503001724"
"Sometimes","2013","Schleswig-Holstein","secondary school degree","113","0.424098750534311","0.36682276360324","0.481374737465381"
"Sometimes","2013","Schleswig-Holstein","college entrance qualification","85","0.477552948148168","0.413000000254955","0.542105896041381"
"Sometimes","2013","Schleswig-Holstein","Other degree","","","",""
"Sometimes","2013","Schleswig-Holstein","no degree/no degree yet","","","",""
"Sometimes","2013","Hamburg","lower secondary degree","","","",""
"Sometimes","2013","Hamburg","secondary school degree","30","0.334787919029051","0.243650981365278","0.425924856692824"
"Sometimes","2013","Hamburg","college entrance qualification","40","0.27149179693399","0.203838397134339","0.339145196733642"
"Sometimes","2013","Hamburg","Other degree","","","",""
"Sometimes","2013","Hamburg","no degree/no degree yet","","","",""
"Sometimes","2013","Lower Saxony","lower secondary degree","218","0.343119682487711","0.308149539959521","0.378089825015901"
"Sometimes","2013","Lower Saxony","secondary school degree","270","0.343601633125987","0.310252026330553","0.37695123992142"
"Sometimes","2013","Lower Saxony","college entrance qualification","217","0.355330538572408","0.319488919381635","0.39117215776318"
"Sometimes","2013","Lower Saxony","Other degree","41","0.31518248887234","0.23531962430501","0.395045353439671"
"Sometimes","2013","Lower Saxony","no degree/no degree yet","","","",""
"Sometimes","2013","Bremen","lower secondary degree","","","",""
"Sometimes","2013","Bremen","secondary school degree","","","",""
"Sometimes","2013","Bremen","college entrance qualification","","","",""
"Sometimes","2013","Bremen","Other degree","","","",""
"Sometimes","2013","Bremen","no degree/no degree yet","","","",""
"Sometimes","2013","North Rhine-Westphalia","lower secondary degree","479","0.357173425569123","0.332424672325189","0.381922178813056"
"Sometimes","2013","North Rhine-Westphalia","secondary school degree","398","0.372146060044896","0.344098744955683","0.400193375134109"
"Sometimes","2013","North Rhine-Westphalia","college entrance qualification","538","0.349362289945116","0.326718537659685","0.372006042230547"
"Sometimes","2013","North Rhine-Westphalia","Other degree","153","0.327945409765807","0.283675435275753","0.37221538425586"
"Sometimes","2013","North Rhine-Westphalia","no degree/no degree yet","68","0.333976312631367","0.2717957532693","0.396156871993434"
"Sometimes","2013","Hesse","lower secondary degree","137","0.33889005056331","0.292791546189826","0.384988554936795"
"Sometimes","2013","Hesse","secondary school degree","171","0.323576089010343","0.280915702142987","0.366236475877699"
"Sometimes","2013","Hesse","college entrance qualification","227","0.377117568099745","0.339181200591202","0.415053935608288"
"Sometimes","2013","Hesse","Other degree","52","0.356607833765645","0.280955722152787","0.432259945378503"
"Sometimes","2013","Hesse","no degree/no degree yet","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","lower secondary degree","157","0.294528752141654","0.256082437222778","0.33297506706053"
"Sometimes","2013","Rhineland-Palatinate,Saarland","secondary school degree","90","0.330017672120692","0.278336208662059","0.381699135579326"
"Sometimes","2013","Rhineland-Palatinate,Saarland","college entrance qualification","116","0.357459601274368","0.307884390508661","0.407034812040075"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Other degree","38","0.381037036711975","0.289019176651828","0.473054896772121"
"Sometimes","2013","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Sometimes","2013","Baden-Württemberg","lower secondary degree","294","0.374732947831731","0.342115000922184","0.407350894741278"
"Sometimes","2013","Baden-Württemberg","secondary school degree","275","0.32965907529894","0.297982130002264","0.361336020595617"
"Sometimes","2013","Baden-Württemberg","college entrance qualification","265","0.265007983585454","0.236254227053456","0.293761740117453"
"Sometimes","2013","Baden-Württemberg","Other degree","83","0.332128241506029","0.272666309982517","0.391590173029541"
"Sometimes","2013","Baden-Württemberg","no degree/no degree yet","","","",""
"Sometimes","2013","Bavaria","lower secondary degree","458","0.317651229344987","0.293290082342368","0.342012376347607"
"Sometimes","2013","Bavaria","secondary school degree","373","0.315396803247802","0.287886782438834","0.34290682405677"
"Sometimes","2013","Bavaria","college entrance qualification","351","0.359437983602459","0.329991015828237","0.388884951376682"
"Sometimes","2013","Bavaria","Other degree","82","0.305644649651409","0.250897321245117","0.360391978057701"
"Sometimes","2013","Bavaria","no degree/no degree yet","42","0.354266068113076","0.26833183748718","0.440200298738972"
"Sometimes","2013","Berlin","lower secondary degree","64","0.340702735952943","0.269458115421321","0.411947356484566"
"Sometimes","2013","Berlin","secondary school degree","117","0.402264771985366","0.348538893123017","0.455990650847716"
"Sometimes","2013","Berlin","college entrance qualification","137","0.339193769625852","0.292564190474198","0.385823348777506"
"Sometimes","2013","Berlin","Other degree","","","",""
"Sometimes","2013","Berlin","no degree/no degree yet","","","",""
"Sometimes","2013","Brandenburg","lower secondary degree","94","0.433140588158982","0.371840181983195","0.494440994334768"
"Sometimes","2013","Brandenburg","secondary school degree","183","0.449361837870254","0.403040886038249","0.49568278970226"
"Sometimes","2013","Brandenburg","college entrance qualification","85","0.356030931865861","0.296676321849216","0.415385541882506"
"Sometimes","2013","Brandenburg","Other degree","","","",""
"Sometimes","2013","Brandenburg","no degree/no degree yet","","","",""
"Sometimes","2013","Mecklenburg-Western Pomerania","lower secondary degree","37","0.362536367229102","0.276523987420159","0.448548747038045"
"Sometimes","2013","Mecklenburg-Western Pomerania","secondary school degree","130","0.493836196691869","0.436589387797994","0.551083005585745"
"Sometimes","2013","Mecklenburg-Western Pomerania","college entrance qualification","57","0.357730651530269","0.276572458918141","0.438888844142397"
"Sometimes","2013","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2013","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2013","Saxony","lower secondary degree","130","0.406297767304183","0.353625572356948","0.458969962251419"
"Sometimes","2013","Saxony","secondary school degree","323","0.38785421748966","0.355000733887322","0.420707701091998"
"Sometimes","2013","Saxony","college entrance qualification","163","0.414207905839764","0.368129571045959","0.460286240633569"
"Sometimes","2013","Saxony","Other degree","","","",""
"Sometimes","2013","Saxony","no degree/no degree yet","","","",""
"Sometimes","2013","Saxony-Anhalt","lower secondary degree","68","0.318766736445202","0.259313361837105","0.3782201110533"
"Sometimes","2013","Saxony-Anhalt","secondary school degree","154","0.295226122150299","0.25303440403581","0.337417840264788"
"Sometimes","2013","Saxony-Anhalt","college entrance qualification","82","0.388305865035378","0.323160579133956","0.4534511509368"
"Sometimes","2013","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2013","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2013","Thuringia","lower secondary degree","78","0.30449030665551","0.250296889547691","0.35868372376333"
"Sometimes","2013","Thuringia","secondary school degree","171","0.374153384726737","0.329932444913145","0.418374324540328"
"Sometimes","2013","Thuringia","college entrance qualification","75","0.351435419171668","0.28716967527618","0.415701163067155"
"Sometimes","2013","Thuringia","Other degree","","","",""
"Sometimes","2013","Thuringia","no degree/no degree yet","","","",""
"Rarely ","2013","Schleswig-Holstein","lower secondary degree","106","0.380916033914138","0.322002205931602","0.439829861896674"
"Rarely ","2013","Schleswig-Holstein","secondary school degree","121","0.375225765226111","0.319111541923642","0.431339988528581"
"Rarely ","2013","Schleswig-Holstein","college entrance qualification","97","0.408103847082897","0.344586510922913","0.47162118324288"
"Rarely ","2013","Schleswig-Holstein","Other degree","","","",""
"Rarely ","2013","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely ","2013","Hamburg","lower secondary degree","","","",""
"Rarely ","2013","Hamburg","secondary school degree","32","0.269146693645122","0.183494377521403","0.354799009768842"
"Rarely ","2013","Hamburg","college entrance qualification","63","0.461435338253297","0.38560056381562","0.537270112690973"
"Rarely ","2013","Hamburg","Other degree","","","",""
"Rarely ","2013","Hamburg","no degree/no degree yet","","","",""
"Rarely ","2013","Lower Saxony","lower secondary degree","272","0.375717573545853","0.340043494400434","0.411391652691273"
"Rarely ","2013","Lower Saxony","secondary school degree","324","0.422658885314273","0.387969979032487","0.457347791596058"
"Rarely ","2013","Lower Saxony","college entrance qualification","290","0.396571262847277","0.359937931023603","0.433204594670951"
"Rarely ","2013","Lower Saxony","Other degree","","","",""
"Rarely ","2013","Lower Saxony","no degree/no degree yet","35","0.420932514384323","0.318361673819","0.523503354949646"
"Rarely ","2013","Bremen","lower secondary degree","","","",""
"Rarely ","2013","Bremen","secondary school degree","","","",""
"Rarely ","2013","Bremen","college entrance qualification","","","",""
"Rarely ","2013","Bremen","Other degree","","","",""
"Rarely ","2013","Bremen","no degree/no degree yet","","","",""
"Rarely ","2013","North Rhine-Westphalia","lower secondary degree","481","0.324537149348937","0.300354727785741","0.348719570912134"
"Rarely ","2013","North Rhine-Westphalia","secondary school degree","419","0.370691469052485","0.342666614061803","0.398716324043168"
"Rarely ","2013","North Rhine-Westphalia","college entrance qualification","696","0.398540358946514","0.375287296054812","0.421793421838216"
"Rarely ","2013","North Rhine-Westphalia","Other degree","133","0.311407067528056","0.267740230981954","0.355073904074159"
"Rarely ","2013","North Rhine-Westphalia","no degree/no degree yet","77","0.320622892782873","0.259090376895512","0.382155408670233"
"Rarely ","2013","Hesse","lower secondary degree","147","0.328575629993934","0.282831349163448","0.374319910824419"
"Rarely ","2013","Hesse","secondary school degree","185","0.41446894848418","0.369548087825452","0.459389809142908"
"Rarely ","2013","Hesse","college entrance qualification","280","0.421860770461102","0.383204930817047","0.460516610105157"
"Rarely ","2013","Hesse","Other degree","43","0.253449066531708","0.184748107437973","0.322150025625443"
"Rarely ","2013","Hesse","no degree/no degree yet","","","",""
"Rarely ","2013","Rhineland-Palatinate,Saarland","lower secondary degree","171","0.358496145513158","0.318048514398515","0.398943776627801"
"Rarely ","2013","Rhineland-Palatinate,Saarland","secondary school degree","125","0.394250684294967","0.340539191226907","0.447962177363026"
"Rarely ","2013","Rhineland-Palatinate,Saarland","college entrance qualification","145","0.432672455657107","0.381422036020282","0.483922875293932"
"Rarely ","2013","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely ","2013","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely ","2013","Baden-Württemberg","lower secondary degree","322","0.359248136449388","0.326918180679453","0.391578092219322"
"Rarely ","2013","Baden-Württemberg","secondary school degree","343","0.415685042339057","0.382475062637718","0.448895022040395"
"Rarely ","2013","Baden-Württemberg","college entrance qualification","413","0.484896969478447","0.452336130332388","0.517457808624507"
"Rarely ","2013","Baden-Württemberg","Other degree","75","0.335722182742024","0.276100467807333","0.395343897676714"
"Rarely ","2013","Baden-Württemberg","no degree/no degree yet","31","0.382688144786636","0.279963729383975","0.485412560189297"
"Rarely ","2013","Bavaria","lower secondary degree","524","0.361843921878669","0.336699401764807","0.386988441992532"
"Rarely ","2013","Bavaria","secondary school degree","438","0.402579060594643","0.373544943419528","0.431613177769758"
"Rarely ","2013","Bavaria","college entrance qualification","431","0.394715662588249","0.36471920962301","0.424712115553489"
"Rarely ","2013","Bavaria","Other degree","95","0.407919997724735","0.349516166979152","0.466323828470318"
"Rarely ","2013","Bavaria","no degree/no degree yet","38","0.238665856913758","0.162078442016372","0.315253271811144"
"Rarely ","2013","Berlin","lower secondary degree","55","0.370449405238277","0.297854958363083","0.443043852113472"
"Rarely ","2013","Berlin","secondary school degree","114","0.378443001658228","0.325303947319653","0.431582055996803"
"Rarely ","2013","Berlin","college entrance qualification","154","0.383833774906984","0.335935371634673","0.431732178179294"
"Rarely ","2013","Berlin","Other degree","","","",""
"Rarely ","2013","Berlin","no degree/no degree yet","","","",""
"Rarely ","2013","Brandenburg","lower secondary degree","88","0.304045390288276","0.247137707786685","0.360953072789868"
"Rarely ","2013","Brandenburg","secondary school degree","151","0.32467575518049","0.281071655037617","0.368279855323362"
"Rarely ","2013","Brandenburg","college entrance qualification","108","0.426276034875424","0.364973978801967","0.487578090948882"
"Rarely ","2013","Brandenburg","Other degree","","","",""
"Rarely ","2013","Brandenburg","no degree/no degree yet","","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","lower secondary degree","51","0.40050583316892","0.312835153847524","0.488176512490317"
"Rarely ","2013","Mecklenburg-Western Pomerania","secondary school degree","91","0.273204773333407","0.222181953645057","0.324227593021758"
"Rarely ","2013","Mecklenburg-Western Pomerania","college entrance qualification","54","0.477468433783778","0.392896883836568","0.562039983730987"
"Rarely ","2013","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely ","2013","Saxony","lower secondary degree","118","0.360669936713105","0.309171696007568","0.412168177418642"
"Rarely ","2013","Saxony","secondary school degree","327","0.40439848703591","0.371308058329377","0.437488915742442"
"Rarely ","2013","Saxony","college entrance qualification","173","0.387816637953204","0.34223711131912","0.433396164587287"
"Rarely ","2013","Saxony","Other degree","","","",""
"Rarely ","2013","Saxony","no degree/no degree yet","","","",""
"Rarely ","2013","Saxony-Anhalt","lower secondary degree","90","0.361246512077738","0.299960612795135","0.422532411360342"
"Rarely ","2013","Saxony-Anhalt","secondary school degree","190","0.487212933162914","0.440979850016278","0.53344601630955"
"Rarely ","2013","Saxony-Anhalt","college entrance qualification","91","0.410626115384132","0.344868267920383","0.476383962847881"
"Rarely ","2013","Saxony-Anhalt","Other degree","","","",""
"Rarely ","2013","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely ","2013","Thuringia","lower secondary degree","83","0.24691015031916","0.196129170599385","0.297691130038935"
"Rarely ","2013","Thuringia","secondary school degree","151","0.32176609797966","0.279075811974343","0.364456383984977"
"Rarely ","2013","Thuringia","college entrance qualification","86","0.413126534318054","0.346844787949853","0.479408280686255"
"Rarely ","2013","Thuringia","Other degree","","","",""
"Rarely ","2013","Thuringia","no degree/no degree yet","","","",""
"Never","2013","Schleswig-Holstein","lower secondary degree","43","0.165751047101605","0.120637828514481","0.210864265688728"
"Never","2013","Schleswig-Holstein","secondary school degree","30","0.116265110807165","0.079115798400041","0.153414423214289"
"Never","2013","Schleswig-Holstein","college entrance qualification","32","0.0682586388831977","0.0356666643452771","0.100850613421118"
"Never","2013","Schleswig-Holstein","Other degree","","","",""
"Never","2013","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2013","Hamburg","lower secondary degree","","","",""
"Never","2013","Hamburg","secondary school degree","32","0.287171953811748","0.199795808895811","0.374548098727684"
"Never","2013","Hamburg","college entrance qualification","49","0.1733693017187","0.115780782483095","0.230957820954304"
"Never","2013","Hamburg","Other degree","","","",""
"Never","2013","Hamburg","no degree/no degree yet","","","",""
"Never","2013","Lower Saxony","lower secondary degree","134","0.154998330963264","0.128340564658938","0.181656097267591"
"Never","2013","Lower Saxony","secondary school degree","116","0.155392867306907","0.129952564590269","0.180833170023545"
"Never","2013","Lower Saxony","college entrance qualification","119","0.140485730820766","0.114463444066103","0.16650801757543"
"Never","2013","Lower Saxony","Other degree","","","",""
"Never","2013","Lower Saxony","no degree/no degree yet","","","",""
"Never","2013","Bremen","lower secondary degree","","","",""
"Never","2013","Bremen","secondary school degree","","","",""
"Never","2013","Bremen","college entrance qualification","","","",""
"Never","2013","Bremen","Other degree","","","",""
"Never","2013","Bremen","no degree/no degree yet","","","",""
"Never","2013","North Rhine-Westphalia","lower secondary degree","330","0.224907299730735","0.203342499265678","0.246472100195791"
"Never","2013","North Rhine-Westphalia","secondary school degree","227","0.164004274842784","0.142519298427025","0.185489251258543"
"Never","2013","North Rhine-Westphalia","college entrance qualification","356","0.182220352268551","0.163886346782681","0.200554357754422"
"Never","2013","North Rhine-Westphalia","Other degree","79","0.206780556160858","0.168589845242697","0.244971267079018"
"Never","2013","North Rhine-Westphalia","no degree/no degree yet","43","0.224401727856283","0.16939909624113","0.279404359471435"
"Never","2013","Hesse","lower secondary degree","65","0.19556595386743","0.15693704631679","0.234194861418069"
"Never","2013","Hesse","secondary school degree","62","0.134099949535773","0.103027514197205","0.16517238487434"
"Never","2013","Hesse","college entrance qualification","79","0.126920334413282","0.100864387472526","0.152976281354037"
"Never","2013","Hesse","Other degree","","","",""
"Never","2013","Hesse","no degree/no degree yet","","","",""
"Never","2013","Rhineland-Palatinate,Saarland","lower secondary degree","158","0.265672659614699","0.228418952840868","0.302926366388531"
"Never","2013","Rhineland-Palatinate,Saarland","secondary school degree","70","0.175917815175059","0.134069815356924","0.217765814993193"
"Never","2013","Rhineland-Palatinate,Saarland","college entrance qualification","73","0.151225769966004","0.114165390518746","0.188286149413262"
"Never","2013","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2013","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2013","Baden-Württemberg","lower secondary degree","156","0.178527220512351","0.152721753694056","0.204332687330646"
"Never","2013","Baden-Württemberg","secondary school degree","151","0.144334494476546","0.120653497108262","0.168015491844829"
"Never","2013","Baden-Württemberg","college entrance qualification","162","0.166694232032694","0.142412129887688","0.190976334177699"
"Never","2013","Baden-Württemberg","Other degree","48","0.149913396344104","0.104842999965559","0.194983792722649"
"Never","2013","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2013","Bavaria","lower secondary degree","300","0.2253816977915","0.203518058406927","0.247245337176072"
"Never","2013","Bavaria","secondary school degree","190","0.177136710782438","0.154533978260295","0.199739443304581"
"Never","2013","Bavaria","college entrance qualification","172","0.185966229433795","0.162088872090507","0.209843586777082"
"Never","2013","Bavaria","Other degree","54","0.16808529659762","0.123645925777868","0.212524667417371"
"Never","2013","Bavaria","no degree/no degree yet","","","",""
"Never","2013","Berlin","lower secondary degree","","","",""
"Never","2013","Berlin","secondary school degree","40","0.0937601316101113","0.061822420504549","0.125697842715674"
"Never","2013","Berlin","college entrance qualification","57","0.122864932890142","0.0905318058253318","0.155198059954952"
"Never","2013","Berlin","Other degree","","","",""
"Never","2013","Berlin","no degree/no degree yet","","","",""
"Never","2013","Brandenburg","lower secondary degree","36","0.109693514512849","0.0710326577306801","0.148354371295018"
