"plj0587","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Not Working","(3b) higher tertiary education","18","","",""
"Often","2013","Full Time","(0) in school","1","","",""
"Often","2013","Full Time","(1a) inadequately completed","13","","",""
"Often","2013","Full Time","(1b) general elementary school","40","0.104520022761371","0.0736380451693883","0.135402000353353"
"Often","2013","Full Time","(1c) basic vocational qualification","127","0.0582657266704407","0.047438330715614","0.0690931226252673"
"Often","2013","Full Time","(2b) intermediate general qualification","21","","",""
"Often","2013","Full Time","(2a) intermediate vocational","215","0.0836218059294423","0.0734066807654075","0.0938369310934771"
"Often","2013","Full Time","(2c_gen) general maturity certificate","19","","",""
"Often","2013","Full Time","(2c_voc) vocational maturity certificate","55","0.0539942926953464","0.0401040951894364","0.0678844902012564"
"Often","2013","Full Time","(3a) lower tertiary education","41","0.0431799265892886","0.0306752875832293","0.0556845655953479"
"Often","2013","Full Time","(3b) higher tertiary education","115","0.0784486064392505","0.0661664791653855","0.0907307337131155"
"Often","2013","Part Time","(0) in school","6","","",""
"Often","2013","Part Time","(1a) inadequately completed","12","","",""
"Often","2013","Part Time","(1b) general elementary school","50","0.117723199627417","0.0874375480977756","0.148008851157059"
"Often","2013","Part Time","(1c) basic vocational qualification","93","0.0847937176570718","0.0694606236298969","0.100126811684247"
"Often","2013","Part Time","(2b) intermediate general qualification","22","","",""
"Often","2013","Part Time","(2a) intermediate vocational","163","0.0660157294284797","0.0553980756653417","0.0766333831916176"
"Often","2013","Part Time","(2c_gen) general maturity certificate","40","0.0784092297298206","0.0525151445365281","0.104303314923113"
"Often","2013","Part Time","(2c_voc) vocational maturity certificate","72","0.0683491890020999","0.0505946051868016","0.0861037728173982"
"Often","2013","Part Time","(3a) lower tertiary education","28","","",""
"Often","2013","Part Time","(3b) higher tertiary education","88","0.0749014736924099","0.0586027571774655","0.0912001902073544"
"Often","2013","Not Working","(0) in school","29","","",""
"Often","2013","Not Working","(1a) inadequately completed","35","0.147615503966913","0.0975713681374802","0.197659639796346"
"Often","2013","Not Working","(1b) general elementary school","129","0.103904110332635","0.0859937524478935","0.121814468217376"
"Often","2013","Not Working","(1c) basic vocational qualification","256","0.0932877274548081","0.0824648717958514","0.104110583113765"
"Often","2013","Not Working","(2b) intermediate general qualification","31","0.106503917339074","0.069571323381454","0.143436511296693"
"Often","2013","Not Working","(2a) intermediate vocational","154","0.0958727245498001","0.0812908105529841","0.110454638546616"
"Often","2013","Not Working","(2c_gen) general maturity certificate","33","0.0728229048665489","0.0469677243227796","0.0986780854103181"
"Often","2013","Not Working","(2c_voc) vocational maturity certificate","39","0.106275868620561","0.0780199738293284","0.134531763411793"
"Often","2013","Not Working","(3a) lower tertiary education","45","0.0907413080006445","0.0670354986534443","0.114447117347845"
"Often","2013","Not Working","(3b) higher tertiary education","83","0.108723955354576","0.0884203597603845","0.129027550948767"
"Sometimes","2013","Full Time","(0) in school","1","","",""
"Sometimes","2013","Full Time","(1a) inadequately completed","30","0.417775948571168","0.308325491977126","0.527226405165211"
"Sometimes","2013","Full Time","(1b) general elementary school","110","0.3860220855816","0.336879289045315","0.435164882117886"
"Sometimes","2013","Full Time","(1c) basic vocational qualification","618","0.359895852063582","0.337710466096452","0.382081238030711"
"Sometimes","2013","Full Time","(2b) intermediate general qualification","67","0.295511349774405","0.236415846849345","0.354606852699466"
"Sometimes","2013","Full Time","(2a) intermediate vocational","974","0.351073497263294","0.333460092054075","0.368686902472514"
"Sometimes","2013","Full Time","(2c_gen) general maturity certificate","58","0.28945550939515","0.230845644360993","0.348065374429308"
"Sometimes","2013","Full Time","(2c_voc) vocational maturity certificate","344","0.389298888181829","0.359331868603565","0.419265907760094"
"Sometimes","2013","Full Time","(3a) lower tertiary education","347","0.35893868441539","0.329428291735348","0.388449077095432"
"Sometimes","2013","Full Time","(3b) higher tertiary education","607","0.331560442773954","0.310055731121188","0.35306515442672"
"Sometimes","2013","Part Time","(0) in school","35","0.355543654644468","0.260284780993629","0.450802528295306"
"Sometimes","2013","Part Time","(1a) inadequately completed","32","0.440589236517599","0.337447262640204","0.543731210394994"
"Sometimes","2013","Part Time","(1b) general elementary school","126","0.29415624087943","0.25133622879032","0.33697625296854"
"Sometimes","2013","Part Time","(1c) basic vocational qualification","421","0.326129267589334","0.300326181637247","0.351932353541421"
"Sometimes","2013","Part Time","(2b) intermediate general qualification","72","0.288837518312834","0.22961756607262","0.348057470553048"
"Sometimes","2013","Part Time","(2a) intermediate vocational","799","0.392780110540396","0.371897595492181","0.413662625588611"
"Sometimes","2013","Part Time","(2c_gen) general maturity certificate","144","0.358340498615552","0.312150475240738","0.404530521990366"
"Sometimes","2013","Part Time","(2c_voc) vocational maturity certificate","263","0.392353686130927","0.357999352196535","0.42670802006532"
"Sometimes","2013","Part Time","(3a) lower tertiary education","158","0.282844737218015","0.243756719267612","0.321932755168418"
"Sometimes","2013","Part Time","(3b) higher tertiary education","328","0.349579834630364","0.320055207926758","0.37910446133397"
"Sometimes","2013","Not Working","(0) in school","86","0.200027644122625","0.157938911019014","0.242116377226236"
"Sometimes","2013","Not Working","(1a) inadequately completed","60","0.300766911350353","0.236068226868177","0.365465595832529"
"Sometimes","2013","Not Working","(1b) general elementary school","370","0.346853264923252","0.318915675480103","0.374790854366401"
"Sometimes","2013","Not Working","(1c) basic vocational qualification","914","0.338010336023997","0.320407385944895","0.355613286103098"
"Sometimes","2013","Not Working","(2b) intermediate general qualification","92","0.444822815537069","0.385326506216849","0.504319124857289"
"Sometimes","2013","Not Working","(2a) intermediate vocational","575","0.352927756111675","0.329259214147998","0.376596298075352"
"Sometimes","2013","Not Working","(2c_gen) general maturity certificate","130","0.28292103189747","0.23810345860752","0.327738605187419"
"Sometimes","2013","Not Working","(2c_voc) vocational maturity certificate","167","0.364471784155852","0.320346311969719","0.408597256341984"
"Sometimes","2013","Not Working","(3a) lower tertiary education","211","0.396087680447048","0.355723963597791","0.436451397296305"
"Sometimes","2013","Not Working","(3b) higher tertiary education","283","0.340884143629363","0.30996777365612","0.371800513602606"
"Rarely ","2013","Full Time","(0) in school","1","","",""
"Rarely ","2013","Full Time","(1a) inadequately completed","22","","",""
"Rarely ","2013","Full Time","(1b) general elementary school","135","0.280251480115005","0.23491563002042","0.325587330209589"
"Rarely ","2013","Full Time","(1c) basic vocational qualification","669","0.375825886969587","0.353438702942464","0.398213070996709"
"Rarely ","2013","Full Time","(2b) intermediate general qualification","91","0.370643762959262","0.308089491807759","0.433198034110764"
"Rarely ","2013","Full Time","(2a) intermediate vocational","1137","0.419286036602593","0.40107717135049","0.437494901854695"
"Rarely ","2013","Full Time","(2c_gen) general maturity certificate","100","0.448264541897442","0.383993281862995","0.512535801931889"
"Rarely ","2013","Full Time","(2c_voc) vocational maturity certificate","451","0.403263518692171","0.373114486413676","0.433412550970665"
"Rarely ","2013","Full Time","(3a) lower tertiary education","457","0.439337176680234","0.408804496607439","0.46986985675303"
"Rarely ","2013","Full Time","(3b) higher tertiary education","745","0.416725114059833","0.394204373239473","0.439245854880194"
"Rarely ","2013","Part Time","(0) in school","38","0.390493492148869","0.29340711449249","0.487579869805247"
"Rarely ","2013","Part Time","(1a) inadequately completed","28","","",""
"Rarely ","2013","Part Time","(1b) general elementary school","179","0.426774952739808","0.380295018665275","0.473254886814341"
"Rarely ","2013","Part Time","(1c) basic vocational qualification","477","0.395029259083746","0.368121949118706","0.421936569048787"
"Rarely ","2013","Part Time","(2b) intermediate general qualification","77","0.335133190886658","0.273454822114292","0.396811559659023"
"Rarely ","2013","Part Time","(2a) intermediate vocational","787","0.377775125886695","0.357043878765396","0.398506373007994"
"Rarely ","2013","Part Time","(2c_gen) general maturity certificate","150","0.377438516084155","0.330744400627164","0.424132631541146"
"Rarely ","2013","Part Time","(2c_voc) vocational maturity certificate","300","0.380813757198772","0.346648539349707","0.414978975047838"
"Rarely ","2013","Part Time","(3a) lower tertiary education","239","0.426405621497973","0.383483922268356","0.46932732072759"
"Rarely ","2013","Part Time","(3b) higher tertiary education","410","0.436933821533763","0.406222268213846","0.46764537485368"
"Rarely ","2013","Not Working","(0) in school","154","0.405711833794675","0.354047512021633","0.457376155567717"
"Rarely ","2013","Not Working","(1a) inadequately completed","49","0.275979062446788","0.212914836909426","0.339043287984149"
"Rarely ","2013","Not Working","(1b) general elementary school","336","0.298309821834847","0.271455318016152","0.325164325653542"
"Rarely ","2013","Not Working","(1c) basic vocational qualification","939","0.325134011196554","0.307702508218867","0.342565514174242"
"Rarely ","2013","Not Working","(2b) intermediate general qualification","95","0.276149817920841","0.222622261415964","0.329677374425719"
"Rarely ","2013","Not Working","(2a) intermediate vocational","558","0.377626262780624","0.353615335276114","0.401637190285133"
"Rarely ","2013","Not Working","(2c_gen) general maturity certificate","140","0.397132026072394","0.348445275425323","0.445818776719464"
"Rarely ","2013","Not Working","(2c_voc) vocational maturity certificate","166","0.354132217452294","0.310284749321329","0.397979685583258"
"Rarely ","2013","Not Working","(3a) lower tertiary education","223","0.36484555662978","0.325117004299682","0.404574108959877"
"Rarely ","2013","Not Working","(3b) higher tertiary education","351","0.368601861272827","0.337136362055109","0.400067360490544"
"Never","2013","Full Time","(0) in school","","","",""
"Never","2013","Full Time","(1a) inadequately completed","9","","",""
"Never","2013","Full Time","(1b) general elementary school","83","0.220239061186826","0.178407379179799","0.262070743193853"
"Never","2013","Full Time","(1c) basic vocational qualification","365","0.193393148394617","0.175137185577419","0.211649111211815"
"Never","2013","Full Time","(2b) intermediate general qualification","45","0.161112276742379","0.113496969975844","0.208727583508913"
"Never","2013","Full Time","(2a) intermediate vocational","468","0.133514106996734","0.120962744464945","0.146065469528522"
"Never","2013","Full Time","(2c_gen) general maturity certificate","50","0.191762590863263","0.140883939464398","0.242641242262128"
"Never","2013","Full Time","(2c_voc) vocational maturity certificate","155","0.131477660856257","0.110709210359941","0.152246111352572"
"Never","2013","Full Time","(3a) lower tertiary education","163","0.153292896927411","0.131129175280286","0.175456618574536"
"Never","2013","Full Time","(3b) higher tertiary education","355","0.162467636735949","0.145617422487754","0.179317850984143"
"Never","2013","Part Time","(0) in school","18","","",""
"Never","2013","Part Time","(1a) inadequately completed","12","","",""
"Never","2013","Part Time","(1b) general elementary school","69","0.150871275935454","0.117236114976392","0.184506436894517"
"Never","2013","Part Time","(1c) basic vocational qualification","251","0.178197054941535","0.157133941247552","0.199260168635519"
"Never","2013","Part Time","(2b) intermediate general qualification","49","0.289848800478932","0.230567462357434","0.34913013860043"
"Never","2013","Part Time","(2a) intermediate vocational","314","0.145429489675189","0.130355255561178","0.1605037237892"
"Never","2013","Part Time","(2c_gen) general maturity certificate","73","0.177805357130954","0.140974853062977","0.214635861198932"
"Never","2013","Part Time","(2c_voc) vocational maturity certificate","125","0.13219336630208","0.108362844922435","0.156023887681724"
"Never","2013","Part Time","(3a) lower tertiary education","77","0.162635696428144","0.130607818730474","0.194663574125814"
"Never","2013","Part Time","(3b) higher tertiary education","164","0.132060645710833","0.111098022472939","0.153023268948728"
"Never","2013","Not Working","(0) in school","76","0.277360751875754","0.230255792967386","0.324465710784121"
"Never","2013","Not Working","(1a) inadequately completed","36","0.208911938625422","0.151557969086705","0.266265908164139"
"Never","2013","Not Working","(1b) general elementary school","226","0.205205418974742","0.181500825122052","0.228910012827433"
"Never","2013","Not Working","(1c) basic vocational qualification","589","0.215517819910414","0.200216531656961","0.230819108163868"
"Never","2013","Not Working","(2b) intermediate general qualification","45","0.160447892314931","0.116506731028366","0.204389053601497"
"Never","2013","Not Working","(2a) intermediate vocational","240","0.14693661340473","0.129401528365703","0.164471698443757"
"Never","2013","Not Working","(2c_gen) general maturity certificate","76","0.216233216641473","0.175270678427749","0.257195754855198"
"Never","2013","Not Working","(2c_voc) vocational maturity certificate","70","0.139857724992486","0.10805836587282","0.171657084112152"
"Never","2013","Not Working","(3a) lower tertiary education","76","0.125758017717415","0.0983932220503606","0.153122813384469"
"Never","2013","Not Working","(3b) higher tertiary education","168","0.163268229949763","0.139160951309491","0.187375508590035"
"Very often","2014","Full Time","(0) in school","","","",""
"Very often","2014","Full Time","(1a) inadequately completed","","","",""
"Very often","2014","Full Time","(1b) general elementary school","","","",""
"Very often","2014","Full Time","(1c) basic vocational qualification","","","",""
"Very often","2014","Full Time","(2b) intermediate general qualification","","","",""
"Very often","2014","Full Time","(2a) intermediate vocational","","","",""
"Very often","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Full Time","(3a) lower tertiary education","","","",""
"Very often","2014","Full Time","(3b) higher tertiary education","","","",""
"Very often","2014","Part Time","(0) in school","","","",""
"Very often","2014","Part Time","(1a) inadequately completed","","","",""
"Very often","2014","Part Time","(1b) general elementary school","","","",""
"Very often","2014","Part Time","(1c) basic vocational qualification","","","",""
"Very often","2014","Part Time","(2b) intermediate general qualification","","","",""
"Very often","2014","Part Time","(2a) intermediate vocational","","","",""
"Very often","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Part Time","(3a) lower tertiary education","","","",""
"Very often","2014","Part Time","(3b) higher tertiary education","","","",""
"Very often","2014","Not Working","(0) in school","","","",""
"Very often","2014","Not Working","(1a) inadequately completed","","","",""
"Very often","2014","Not Working","(1b) general elementary school","","","",""
"Very often","2014","Not Working","(1c) basic vocational qualification","","","",""
"Very often","2014","Not Working","(2b) intermediate general qualification","","","",""
"Very often","2014","Not Working","(2a) intermediate vocational","","","",""
"Very often","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Not Working","(3a) lower tertiary education","","","",""
"Very often","2014","Not Working","(3b) higher tertiary education","","","",""
"Often","2014","Full Time","(0) in school","","","",""
"Often","2014","Full Time","(1a) inadequately completed","","","",""
"Often","2014","Full Time","(1b) general elementary school","","","",""
"Often","2014","Full Time","(1c) basic vocational qualification","","","",""
"Often","2014","Full Time","(2b) intermediate general qualification","","","",""
"Often","2014","Full Time","(2a) intermediate vocational","","","",""
"Often","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Often","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Full Time","(3a) lower tertiary education","","","",""
"Often","2014","Full Time","(3b) higher tertiary education","","","",""
"Often","2014","Part Time","(0) in school","","","",""
"Often","2014","Part Time","(1a) inadequately completed","","","",""
"Often","2014","Part Time","(1b) general elementary school","","","",""
"Often","2014","Part Time","(1c) basic vocational qualification","","","",""
"Often","2014","Part Time","(2b) intermediate general qualification","","","",""
"Often","2014","Part Time","(2a) intermediate vocational","","","",""
"Often","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Often","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Part Time","(3a) lower tertiary education","","","",""
"Often","2014","Part Time","(3b) higher tertiary education","","","",""
"Often","2014","Not Working","(0) in school","","","",""
"Often","2014","Not Working","(1a) inadequately completed","","","",""
"Often","2014","Not Working","(1b) general elementary school","","","",""
"Often","2014","Not Working","(1c) basic vocational qualification","","","",""
"Often","2014","Not Working","(2b) intermediate general qualification","","","",""
"Often","2014","Not Working","(2a) intermediate vocational","","","",""
"Often","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Often","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Not Working","(3a) lower tertiary education","","","",""
"Often","2014","Not Working","(3b) higher tertiary education","","","",""
"Sometimes","2014","Full Time","(0) in school","","","",""
"Sometimes","2014","Full Time","(1a) inadequately completed","","","",""
"Sometimes","2014","Full Time","(1b) general elementary school","","","",""
"Sometimes","2014","Full Time","(1c) basic vocational qualification","","","",""
"Sometimes","2014","Full Time","(2b) intermediate general qualification","","","",""
"Sometimes","2014","Full Time","(2a) intermediate vocational","","","",""
"Sometimes","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","Full Time","(3a) lower tertiary education","","","",""
"Sometimes","2014","Full Time","(3b) higher tertiary education","","","",""
"Sometimes","2014","Part Time","(0) in school","","","",""
"Sometimes","2014","Part Time","(1a) inadequately completed","","","",""
"Sometimes","2014","Part Time","(1b) general elementary school","","","",""
"Sometimes","2014","Part Time","(1c) basic vocational qualification","","","",""
"Sometimes","2014","Part Time","(2b) intermediate general qualification","","","",""
"Sometimes","2014","Part Time","(2a) intermediate vocational","","","",""
"Sometimes","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","Part Time","(3a) lower tertiary education","","","",""
"Sometimes","2014","Part Time","(3b) higher tertiary education","","","",""
"Sometimes","2014","Not Working","(0) in school","","","",""
"Sometimes","2014","Not Working","(1a) inadequately completed","","","",""
"Sometimes","2014","Not Working","(1b) general elementary school","","","",""
"Sometimes","2014","Not Working","(1c) basic vocational qualification","","","",""
"Sometimes","2014","Not Working","(2b) intermediate general qualification","","","",""
"Sometimes","2014","Not Working","(2a) intermediate vocational","","","",""
"Sometimes","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","Not Working","(3a) lower tertiary education","","","",""
"Sometimes","2014","Not Working","(3b) higher tertiary education","","","",""
"Rarely ","2014","Full Time","(0) in school","","","",""
"Rarely ","2014","Full Time","(1a) inadequately completed","","","",""
"Rarely ","2014","Full Time","(1b) general elementary school","","","",""
"Rarely ","2014","Full Time","(1c) basic vocational qualification","","","",""
"Rarely ","2014","Full Time","(2b) intermediate general qualification","","","",""
"Rarely ","2014","Full Time","(2a) intermediate vocational","","","",""
"Rarely ","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","Full Time","(3a) lower tertiary education","","","",""
"Rarely ","2014","Full Time","(3b) higher tertiary education","","","",""
"Rarely ","2014","Part Time","(0) in school","","","",""
"Rarely ","2014","Part Time","(1a) inadequately completed","","","",""
"Rarely ","2014","Part Time","(1b) general elementary school","","","",""
"Rarely ","2014","Part Time","(1c) basic vocational qualification","","","",""
"Rarely ","2014","Part Time","(2b) intermediate general qualification","","","",""
"Rarely ","2014","Part Time","(2a) intermediate vocational","","","",""
"Rarely ","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","Part Time","(3a) lower tertiary education","","","",""
"Rarely ","2014","Part Time","(3b) higher tertiary education","","","",""
"Rarely ","2014","Not Working","(0) in school","","","",""
"Rarely ","2014","Not Working","(1a) inadequately completed","","","",""
"Rarely ","2014","Not Working","(1b) general elementary school","","","",""
"Rarely ","2014","Not Working","(1c) basic vocational qualification","","","",""
"Rarely ","2014","Not Working","(2b) intermediate general qualification","","","",""
"Rarely ","2014","Not Working","(2a) intermediate vocational","","","",""
"Rarely ","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","Not Working","(3a) lower tertiary education","","","",""
"Rarely ","2014","Not Working","(3b) higher tertiary education","","","",""
"Never","2014","Full Time","(0) in school","","","",""
"Never","2014","Full Time","(1a) inadequately completed","","","",""
"Never","2014","Full Time","(1b) general elementary school","","","",""
"Never","2014","Full Time","(1c) basic vocational qualification","","","",""
"Never","2014","Full Time","(2b) intermediate general qualification","","","",""
"Never","2014","Full Time","(2a) intermediate vocational","","","",""
"Never","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Never","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","Full Time","(3a) lower tertiary education","","","",""
"Never","2014","Full Time","(3b) higher tertiary education","","","",""
"Never","2014","Part Time","(0) in school","","","",""
"Never","2014","Part Time","(1a) inadequately completed","","","",""
"Never","2014","Part Time","(1b) general elementary school","","","",""
"Never","2014","Part Time","(1c) basic vocational qualification","","","",""
"Never","2014","Part Time","(2b) intermediate general qualification","","","",""
"Never","2014","Part Time","(2a) intermediate vocational","","","",""
"Never","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Never","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","Part Time","(3a) lower tertiary education","","","",""
"Never","2014","Part Time","(3b) higher tertiary education","","","",""
"Never","2014","Not Working","(0) in school","","","",""
"Never","2014","Not Working","(1a) inadequately completed","","","",""
"Never","2014","Not Working","(1b) general elementary school","","","",""
"Never","2014","Not Working","(1c) basic vocational qualification","","","",""
"Never","2014","Not Working","(2b) intermediate general qualification","","","",""
"Never","2014","Not Working","(2a) intermediate vocational","","","",""
"Never","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Never","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","Not Working","(3a) lower tertiary education","","","",""
"Never","2014","Not Working","(3b) higher tertiary education","","","",""
"Very often","2015","Full Time","(0) in school","","","",""
"Very often","2015","Full Time","(1a) inadequately completed","","","",""
"Very often","2015","Full Time","(1b) general elementary school","","","",""
"Very often","2015","Full Time","(1c) basic vocational qualification","","","",""
"Very often","2015","Full Time","(2b) intermediate general qualification","","","",""
"Very often","2015","Full Time","(2a) intermediate vocational","","","",""
"Very often","2015","Full Time","(2c_gen) general maturity certificate","","","",""
"Very often","2015","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","Full Time","(3a) lower tertiary education","","","",""
"Very often","2015","Full Time","(3b) higher tertiary education","","","",""
"Very often","2015","Part Time","(0) in school","","","",""
"Very often","2015","Part Time","(1a) inadequately completed","","","",""
"Very often","2015","Part Time","(1b) general elementary school","","","",""
"Very often","2015","Part Time","(1c) basic vocational qualification","","","",""
"Very often","2015","Part Time","(2b) intermediate general qualification","","","",""
"Very often","2015","Part Time","(2a) intermediate vocational","","","",""
"Very often","2015","Part Time","(2c_gen) general maturity certificate","","","",""
"Very often","2015","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","Part Time","(3a) lower tertiary education","","","",""
"Very often","2015","Part Time","(3b) higher tertiary education","","","",""
"Very often","2015","Not Working","(0) in school","","","",""
"Very often","2015","Not Working","(1a) inadequately completed","","","",""
"Very often","2015","Not Working","(1b) general elementary school","","","",""
"Very often","2015","Not Working","(1c) basic vocational qualification","","","",""
"Very often","2015","Not Working","(2b) intermediate general qualification","","","",""
"Very often","2015","Not Working","(2a) intermediate vocational","","","",""
"Very often","2015","Not Working","(2c_gen) general maturity certificate","","","",""
"Very often","2015","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","Not Working","(3a) lower tertiary education","","","",""
"Very often","2015","Not Working","(3b) higher tertiary education","","","",""
"Often","2015","Full Time","(0) in school","","","",""
"Often","2015","Full Time","(1a) inadequately completed","","","",""
"Often","2015","Full Time","(1b) general elementary school","","","",""
"Often","2015","Full Time","(1c) basic vocational qualification","","","",""
"Often","2015","Full Time","(2b) intermediate general qualification","","","",""
"Often","2015","Full Time","(2a) intermediate vocational","","","",""
"Often","2015","Full Time","(2c_gen) general maturity certificate","","","",""
"Often","2015","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","Full Time","(3a) lower tertiary education","","","",""
"Often","2015","Full Time","(3b) higher tertiary education","","","",""
"Often","2015","Part Time","(0) in school","","","",""
"Often","2015","Part Time","(1a) inadequately completed","","","",""
"Often","2015","Part Time","(1b) general elementary school","","","",""
"Often","2015","Part Time","(1c) basic vocational qualification","","","",""
"Often","2015","Part Time","(2b) intermediate general qualification","","","",""
"Often","2015","Part Time","(2a) intermediate vocational","","","",""
"Often","2015","Part Time","(2c_gen) general maturity certificate","","","",""
"Often","2015","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","Part Time","(3a) lower tertiary education","","","",""
"Often","2015","Part Time","(3b) higher tertiary education","","","",""
"Often","2015","Not Working","(0) in school","","","",""
"Often","2015","Not Working","(1a) inadequately completed","","","",""
"Often","2015","Not Working","(1b) general elementary school","","","",""
"Often","2015","Not Working","(1c) basic vocational qualification","","","",""
"Often","2015","Not Working","(2b) intermediate general qualification","","","",""
"Often","2015","Not Working","(2a) intermediate vocational","","","",""
"Often","2015","Not Working","(2c_gen) general maturity certificate","","","",""
"Often","2015","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","Not Working","(3a) lower tertiary education","","","",""
"Often","2015","Not Working","(3b) higher tertiary education","","","",""
"Sometimes","2015","Full Time","(0) in school","","","",""
"Sometimes","2015","Full Time","(1a) inadequately completed","","","",""
"Sometimes","2015","Full Time","(1b) general elementary school","","","",""
"Sometimes","2015","Full Time","(1c) basic vocational qualification","","","",""
"Sometimes","2015","Full Time","(2b) intermediate general qualification","","","",""
"Sometimes","2015","Full Time","(2a) intermediate vocational","","","",""
"Sometimes","2015","Full Time","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","Full Time","(3a) lower tertiary education","","","",""
"Sometimes","2015","Full Time","(3b) higher tertiary education","","","",""
"Sometimes","2015","Part Time","(0) in school","","","",""
"Sometimes","2015","Part Time","(1a) inadequately completed","","","",""
"Sometimes","2015","Part Time","(1b) general elementary school","","","",""
"Sometimes","2015","Part Time","(1c) basic vocational qualification","","","",""
"Sometimes","2015","Part Time","(2b) intermediate general qualification","","","",""
"Sometimes","2015","Part Time","(2a) intermediate vocational","","","",""
"Sometimes","2015","Part Time","(2c_gen) general maturity certificate","","","",""
