"plj0587","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","2013","Not Employed","(0) in school","76","0.277360751875754","0.230255792967386","0.324465710784121"
"Never","2013","Not Employed","(1a) inadequately completed","36","0.208911938625422","0.151557969086705","0.266265908164139"
"Never","2013","Not Employed","(1b) general elementary school","226","0.205205418974742","0.181500825122052","0.228910012827433"
"Never","2013","Not Employed","(1c) basic vocational qualification","589","0.215517819910414","0.200216531656961","0.230819108163868"
"Never","2013","Not Employed","(2b) intermediate general qualification","45","0.160447892314931","0.116506731028366","0.204389053601497"
"Never","2013","Not Employed","(2a) intermediate vocational","240","0.14693661340473","0.129401528365703","0.164471698443757"
"Never","2013","Not Employed","(2c_gen) general maturity certificate","76","0.216233216641473","0.175270678427749","0.257195754855198"
"Never","2013","Not Employed","(2c_voc) vocational maturity certificate","70","0.139857724992486","0.10805836587282","0.171657084112152"
"Never","2013","Not Employed","(3a) lower tertiary education","76","0.125758017717415","0.0983932220503606","0.153122813384469"
"Never","2013","Not Employed","(3b) higher tertiary education","168","0.163268229949763","0.139160951309491","0.187375508590035"
"Never","2013","Employed","(0) in school","18","","",""
"Never","2013","Employed","(1a) inadequately completed","21","","",""
"Never","2013","Employed","(1b) general elementary school","152","0.184447808151073","0.157771071261535","0.211124545040611"
"Never","2013","Employed","(1c) basic vocational qualification","616","0.187365157005998","0.173553233922831","0.201177080089165"
"Never","2013","Employed","(2b) intermediate general qualification","94","0.212538418335572","0.174906741186701","0.250170095484443"
"Never","2013","Employed","(2a) intermediate vocational","782","0.13767421715694","0.128048362943886","0.147300071369994"
"Never","2013","Employed","(2c_gen) general maturity certificate","123","0.183277440219554","0.153396315609815","0.213158564829294"
"Never","2013","Employed","(2c_voc) vocational maturity certificate","280","0.131724688049029","0.116070870704801","0.147378505393257"
"Never","2013","Employed","(3a) lower tertiary education","240","0.156042072915289","0.137828530433062","0.174255615397516"
"Never","2013","Employed","(3b) higher tertiary education","519","0.153534418511506","0.140282853018696","0.166785984004316"
"Very often","2014","Not Employed","(0) in school","","","",""
"Very often","2014","Not Employed","(1a) inadequately completed","","","",""
"Very often","2014","Not Employed","(1b) general elementary school","","","",""
"Very often","2014","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2014","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2014","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2014","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2014","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2014","Employed","(0) in school","","","",""
"Very often","2014","Employed","(1a) inadequately completed","","","",""
"Very often","2014","Employed","(1b) general elementary school","","","",""
"Very often","2014","Employed","(1c) basic vocational qualification","","","",""
"Very often","2014","Employed","(2b) intermediate general qualification","","","",""
"Very often","2014","Employed","(2a) intermediate vocational","","","",""
"Very often","2014","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Employed","(3a) lower tertiary education","","","",""
"Very often","2014","Employed","(3b) higher tertiary education","","","",""
"Often","2014","Not Employed","(0) in school","","","",""
"Often","2014","Not Employed","(1a) inadequately completed","","","",""
"Often","2014","Not Employed","(1b) general elementary school","","","",""
"Often","2014","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2014","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2014","Not Employed","(2a) intermediate vocational","","","",""
"Often","2014","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2014","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Not Employed","(3a) lower tertiary education","","","",""
"Often","2014","Not Employed","(3b) higher tertiary education","","","",""
"Often","2014","Employed","(0) in school","","","",""
"Often","2014","Employed","(1a) inadequately completed","","","",""
"Often","2014","Employed","(1b) general elementary school","","","",""
"Often","2014","Employed","(1c) basic vocational qualification","","","",""
"Often","2014","Employed","(2b) intermediate general qualification","","","",""
"Often","2014","Employed","(2a) intermediate vocational","","","",""
"Often","2014","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2014","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Employed","(3a) lower tertiary education","","","",""
"Often","2014","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2014","Not Employed","(0) in school","","","",""
"Sometimes","2014","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2014","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2014","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2014","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2014","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2014","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2014","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2014","Employed","(0) in school","","","",""
"Sometimes","2014","Employed","(1a) inadequately completed","","","",""
"Sometimes","2014","Employed","(1b) general elementary school","","","",""
"Sometimes","2014","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2014","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2014","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2014","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2014","Employed","(3b) higher tertiary education","","","",""
"Rarely ","2014","Not Employed","(0) in school","","","",""
"Rarely ","2014","Not Employed","(1a) inadequately completed","","","",""
"Rarely ","2014","Not Employed","(1b) general elementary school","","","",""
"Rarely ","2014","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely ","2014","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely ","2014","Not Employed","(2a) intermediate vocational","","","",""
"Rarely ","2014","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","Not Employed","(3a) lower tertiary education","","","",""
"Rarely ","2014","Not Employed","(3b) higher tertiary education","","","",""
"Rarely ","2014","Employed","(0) in school","","","",""
"Rarely ","2014","Employed","(1a) inadequately completed","","","",""
"Rarely ","2014","Employed","(1b) general elementary school","","","",""
"Rarely ","2014","Employed","(1c) basic vocational qualification","","","",""
"Rarely ","2014","Employed","(2b) intermediate general qualification","","","",""
"Rarely ","2014","Employed","(2a) intermediate vocational","","","",""
"Rarely ","2014","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","Employed","(3a) lower tertiary education","","","",""
"Rarely ","2014","Employed","(3b) higher tertiary education","","","",""
"Never","2014","Not Employed","(0) in school","","","",""
"Never","2014","Not Employed","(1a) inadequately completed","","","",""
"Never","2014","Not Employed","(1b) general elementary school","","","",""
"Never","2014","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2014","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2014","Not Employed","(2a) intermediate vocational","","","",""
"Never","2014","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2014","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","Not Employed","(3a) lower tertiary education","","","",""
"Never","2014","Not Employed","(3b) higher tertiary education","","","",""
"Never","2014","Employed","(0) in school","","","",""
"Never","2014","Employed","(1a) inadequately completed","","","",""
"Never","2014","Employed","(1b) general elementary school","","","",""
"Never","2014","Employed","(1c) basic vocational qualification","","","",""
"Never","2014","Employed","(2b) intermediate general qualification","","","",""
"Never","2014","Employed","(2a) intermediate vocational","","","",""
"Never","2014","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2014","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","Employed","(3a) lower tertiary education","","","",""
"Never","2014","Employed","(3b) higher tertiary education","","","",""
"Very often","2015","Not Employed","(0) in school","","","",""
"Very often","2015","Not Employed","(1a) inadequately completed","","","",""
"Very often","2015","Not Employed","(1b) general elementary school","","","",""
"Very often","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2015","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2015","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2015","Employed","(0) in school","","","",""
"Very often","2015","Employed","(1a) inadequately completed","","","",""
"Very often","2015","Employed","(1b) general elementary school","","","",""
"Very often","2015","Employed","(1c) basic vocational qualification","","","",""
"Very often","2015","Employed","(2b) intermediate general qualification","","","",""
"Very often","2015","Employed","(2a) intermediate vocational","","","",""
"Very often","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","Employed","(3a) lower tertiary education","","","",""
"Very often","2015","Employed","(3b) higher tertiary education","","","",""
"Often","2015","Not Employed","(0) in school","","","",""
"Often","2015","Not Employed","(1a) inadequately completed","","","",""
"Often","2015","Not Employed","(1b) general elementary school","","","",""
"Often","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2015","Not Employed","(2a) intermediate vocational","","","",""
"Often","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","Not Employed","(3a) lower tertiary education","","","",""
"Often","2015","Not Employed","(3b) higher tertiary education","","","",""
"Often","2015","Employed","(0) in school","","","",""
"Often","2015","Employed","(1a) inadequately completed","","","",""
"Often","2015","Employed","(1b) general elementary school","","","",""
"Often","2015","Employed","(1c) basic vocational qualification","","","",""
"Often","2015","Employed","(2b) intermediate general qualification","","","",""
"Often","2015","Employed","(2a) intermediate vocational","","","",""
"Often","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","Employed","(3a) lower tertiary education","","","",""
"Often","2015","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2015","Not Employed","(0) in school","","","",""
"Sometimes","2015","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2015","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2015","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2015","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2015","Employed","(0) in school","","","",""
"Sometimes","2015","Employed","(1a) inadequately completed","","","",""
"Sometimes","2015","Employed","(1b) general elementary school","","","",""
"Sometimes","2015","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2015","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2015","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2015","Employed","(3b) higher tertiary education","","","",""
"Rarely ","2015","Not Employed","(0) in school","","","",""
"Rarely ","2015","Not Employed","(1a) inadequately completed","","","",""
"Rarely ","2015","Not Employed","(1b) general elementary school","","","",""
"Rarely ","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely ","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely ","2015","Not Employed","(2a) intermediate vocational","","","",""
"Rarely ","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely ","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2015","Not Employed","(3a) lower tertiary education","","","",""
"Rarely ","2015","Not Employed","(3b) higher tertiary education","","","",""
"Rarely ","2015","Employed","(0) in school","","","",""
"Rarely ","2015","Employed","(1a) inadequately completed","","","",""
"Rarely ","2015","Employed","(1b) general elementary school","","","",""
"Rarely ","2015","Employed","(1c) basic vocational qualification","","","",""
"Rarely ","2015","Employed","(2b) intermediate general qualification","","","",""
"Rarely ","2015","Employed","(2a) intermediate vocational","","","",""
"Rarely ","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely ","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2015","Employed","(3a) lower tertiary education","","","",""
"Rarely ","2015","Employed","(3b) higher tertiary education","","","",""
"Never","2015","Not Employed","(0) in school","","","",""
"Never","2015","Not Employed","(1a) inadequately completed","","","",""
"Never","2015","Not Employed","(1b) general elementary school","","","",""
"Never","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2015","Not Employed","(2a) intermediate vocational","","","",""
"Never","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","Not Employed","(3a) lower tertiary education","","","",""
"Never","2015","Not Employed","(3b) higher tertiary education","","","",""
"Never","2015","Employed","(0) in school","","","",""
"Never","2015","Employed","(1a) inadequately completed","","","",""
"Never","2015","Employed","(1b) general elementary school","","","",""
"Never","2015","Employed","(1c) basic vocational qualification","","","",""
"Never","2015","Employed","(2b) intermediate general qualification","","","",""
"Never","2015","Employed","(2a) intermediate vocational","","","",""
"Never","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","Employed","(3a) lower tertiary education","","","",""
"Never","2015","Employed","(3b) higher tertiary education","","","",""
"Very often","2016","Not Employed","(0) in school","4","","",""
"Very often","2016","Not Employed","(1a) inadequately completed","272","0.214250696630552","0.193811409883035","0.234689983378069"
"Very often","2016","Not Employed","(1b) general elementary school","113","0.138856201376901","0.114924069560129","0.162788333193673"
"Very often","2016","Not Employed","(1c) basic vocational qualification","11","","",""
"Very often","2016","Not Employed","(2b) intermediate general qualification","1","","",""
"Very often","2016","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2016","Not Employed","(2c_gen) general maturity certificate","95","0.15671689249942","0.128055422584097","0.185378362414742"
"Very often","2016","Not Employed","(2c_voc) vocational maturity certificate","13","","",""
"Very often","2016","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2016","Not Employed","(3b) higher tertiary education","118","0.179548311988022","0.151987809951471","0.207108814024573"
"Very often","2016","Employed","(0) in school","","","",""
"Very often","2016","Employed","(1a) inadequately completed","","","",""
"Very often","2016","Employed","(1b) general elementary school","","","",""
"Very often","2016","Employed","(1c) basic vocational qualification","","","",""
"Very often","2016","Employed","(2b) intermediate general qualification","","","",""
"Very often","2016","Employed","(2a) intermediate vocational","","","",""
"Very often","2016","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2016","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","Employed","(3a) lower tertiary education","","","",""
"Very often","2016","Employed","(3b) higher tertiary education","","","",""
"Often","2016","Not Employed","(0) in school","4","","",""
"Often","2016","Not Employed","(1a) inadequately completed","280","0.202582064285637","0.182560126442273","0.222604002129001"
"Often","2016","Not Employed","(1b) general elementary school","143","0.208924759804317","0.180788604109487","0.237060915499146"
"Often","2016","Not Employed","(1c) basic vocational qualification","20","","",""
"Often","2016","Not Employed","(2b) intermediate general qualification","2","","",""
"Often","2016","Not Employed","(2a) intermediate vocational","","","",""
"Often","2016","Not Employed","(2c_gen) general maturity certificate","130","0.247848734540674","0.213807931117154","0.281889537964195"
"Often","2016","Not Employed","(2c_voc) vocational maturity certificate","17","","",""
"Often","2016","Not Employed","(3a) lower tertiary education","","","",""
"Often","2016","Not Employed","(3b) higher tertiary education","124","0.173686084957893","0.146482571376976","0.200889598538811"
"Often","2016","Employed","(0) in school","","","",""
"Often","2016","Employed","(1a) inadequately completed","","","",""
"Often","2016","Employed","(1b) general elementary school","","","",""
"Often","2016","Employed","(1c) basic vocational qualification","","","",""
"Often","2016","Employed","(2b) intermediate general qualification","","","",""
"Often","2016","Employed","(2a) intermediate vocational","","","",""
"Often","2016","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2016","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","Employed","(3a) lower tertiary education","","","",""
"Often","2016","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2016","Not Employed","(0) in school","6","","",""
"Sometimes","2016","Not Employed","(1a) inadequately completed","416","0.290535682836574","0.26791906649265","0.313152299180498"
"Sometimes","2016","Not Employed","(1b) general elementary school","265","0.343621961976612","0.310753575554249","0.376490348398975"
"Sometimes","2016","Not Employed","(1c) basic vocational qualification","34","0.30466204490996","0.213997468232255","0.395326621587665"
"Sometimes","2016","Not Employed","(2b) intermediate general qualification","4","","",""
"Sometimes","2016","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2016","Not Employed","(2c_gen) general maturity certificate","199","0.296725625918955","0.2607097669353","0.332741484902609"
"Sometimes","2016","Not Employed","(2c_voc) vocational maturity certificate","31","0.388481755305511","0.294807242196845","0.482156268414178"
"Sometimes","2016","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2016","Not Employed","(3b) higher tertiary education","214","0.272791323488147","0.240808650540113","0.30477399643618"
"Sometimes","2016","Employed","(0) in school","","","",""
"Sometimes","2016","Employed","(1a) inadequately completed","","","",""
"Sometimes","2016","Employed","(1b) general elementary school","","","",""
"Sometimes","2016","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2016","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2016","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2016","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2016","Employed","(3b) higher tertiary education","","","",""
"Rarely ","2016","Not Employed","(0) in school","5","","",""
"Rarely ","2016","Not Employed","(1a) inadequately completed","226","0.114593582116145","0.0987258780095254","0.130461286222764"
"Rarely ","2016","Not Employed","(1b) general elementary school","108","0.125192141691029","0.102288434693043","0.148095848689014"
"Rarely ","2016","Not Employed","(1c) basic vocational qualification","12","","",""
"Rarely ","2016","Not Employed","(2b) intermediate general qualification","3","","",""
"Rarely ","2016","Not Employed","(2a) intermediate vocational","","","",""
"Rarely ","2016","Not Employed","(2c_gen) general maturity certificate","103","0.157293068864807","0.128588770914898","0.185997366814716"
"Rarely ","2016","Not Employed","(2c_voc) vocational maturity certificate","13","","",""
"Rarely ","2016","Not Employed","(3a) lower tertiary education","","","",""
"Rarely ","2016","Not Employed","(3b) higher tertiary education","134","0.171718719926078","0.144637532752875","0.198799907099281"
"Rarely ","2016","Employed","(0) in school","","","",""
"Rarely ","2016","Employed","(1a) inadequately completed","","","",""
"Rarely ","2016","Employed","(1b) general elementary school","","","",""
"Rarely ","2016","Employed","(1c) basic vocational qualification","","","",""
"Rarely ","2016","Employed","(2b) intermediate general qualification","","","",""
"Rarely ","2016","Employed","(2a) intermediate vocational","","","",""
"Rarely ","2016","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely ","2016","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","Employed","(3a) lower tertiary education","","","",""
"Rarely ","2016","Employed","(3b) higher tertiary education","","","",""
"Never","2016","Not Employed","(0) in school","6","","",""
