"plj0587","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2019","Not Employed","Couple + C. LE and GT 16","7","","",""
"Very often","2019","Employed","1-pers.-HH","","","",""
"Very often","2019","Employed","(Married) couple without C. ","","","",""
"Very often","2019","Employed","Single parent ","","","",""
"Very often","2019","Employed","Couple + C. LE 16 ","","","",""
"Very often","2019","Employed","Couple + C. GT 16 ","","","",""
"Very often","2019","Employed","Couple + C. LE and GT 16","","","",""
"Often","2019","Not Employed","1-pers.-HH","","","",""
"Often","2019","Not Employed","(Married) couple without C. ","4","","",""
"Often","2019","Not Employed","Single parent ","4","","",""
"Often","2019","Not Employed","Couple + C. LE 16 ","23","","",""
"Often","2019","Not Employed","Couple + C. GT 16 ","10","","",""
"Often","2019","Not Employed","Couple + C. LE and GT 16","13","","",""
"Often","2019","Employed","1-pers.-HH","","","",""
"Often","2019","Employed","(Married) couple without C. ","","","",""
"Often","2019","Employed","Single parent ","","","",""
"Often","2019","Employed","Couple + C. LE 16 ","","","",""
"Often","2019","Employed","Couple + C. GT 16 ","","","",""
"Often","2019","Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Not Employed","1-pers.-HH","3","","",""
"Sometimes","2019","Not Employed","(Married) couple without C. ","6","","",""
"Sometimes","2019","Not Employed","Single parent ","5","","",""
"Sometimes","2019","Not Employed","Couple + C. LE 16 ","45","0.438329007809624","0.343871548006641","0.532786467612606"
"Sometimes","2019","Not Employed","Couple + C. GT 16 ","5","","",""
"Sometimes","2019","Not Employed","Couple + C. LE and GT 16","22","","",""
"Sometimes","2019","Employed","1-pers.-HH","","","",""
"Sometimes","2019","Employed","(Married) couple without C. ","","","",""
"Sometimes","2019","Employed","Single parent ","","","",""
"Sometimes","2019","Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2019","Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2019","Not Employed","1-pers.-HH","1","","",""
"Rarely ","2019","Not Employed","(Married) couple without C. ","1","","",""
"Rarely ","2019","Not Employed","Single parent ","2","","",""
"Rarely ","2019","Not Employed","Couple + C. LE 16 ","7","","",""
"Rarely ","2019","Not Employed","Couple + C. GT 16 ","1","","",""
"Rarely ","2019","Not Employed","Couple + C. LE and GT 16","9","","",""
"Rarely ","2019","Employed","1-pers.-HH","","","",""
"Rarely ","2019","Employed","(Married) couple without C. ","","","",""
"Rarely ","2019","Employed","Single parent ","","","",""
"Rarely ","2019","Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2019","Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2019","Employed","Couple + C. LE and GT 16","","","",""
"Never","2019","Not Employed","1-pers.-HH","","","",""
"Never","2019","Not Employed","(Married) couple without C. ","","","",""
"Never","2019","Not Employed","Single parent ","5","","",""
"Never","2019","Not Employed","Couple + C. LE 16 ","21","","",""
"Never","2019","Not Employed","Couple + C. GT 16 ","2","","",""
"Never","2019","Not Employed","Couple + C. LE and GT 16","14","","",""
"Never","2019","Employed","1-pers.-HH","","","",""
"Never","2019","Employed","(Married) couple without C. ","","","",""
"Never","2019","Employed","Single parent ","","","",""
"Never","2019","Employed","Couple + C. LE 16 ","","","",""
"Never","2019","Employed","Couple + C. GT 16 ","","","",""
"Never","2019","Employed","Couple + C. LE and GT 16","","","",""
