"plj0587","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2015","35-65 y.","(0) in school","","","",""
"Sometimes","2015","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2015","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2015","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2015","66 and older","(0) in school","","","",""
"Sometimes","2015","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2015","66 and older","(1b) general elementary school","","","",""
"Sometimes","2015","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2015","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2015","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2015","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2015","66 and older","(3b) higher tertiary education","","","",""
"Rarely ","2015","16-34 y.","(0) in school","","","",""
"Rarely ","2015","16-34 y.","(1a) inadequately completed","","","",""
"Rarely ","2015","16-34 y.","(1b) general elementary school","","","",""
"Rarely ","2015","16-34 y.","(1c) basic vocational qualification","","","",""
"Rarely ","2015","16-34 y.","(2b) intermediate general qualification","","","",""
"Rarely ","2015","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely ","2015","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Rarely ","2015","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely ","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Rarely ","2015","35-65 y.","(0) in school","","","",""
"Rarely ","2015","35-65 y.","(1a) inadequately completed","","","",""
"Rarely ","2015","35-65 y.","(1b) general elementary school","","","",""
"Rarely ","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Rarely ","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely ","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely ","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rarely ","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2015","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely ","2015","35-65 y.","(3b) higher tertiary education","","","",""
"Rarely ","2015","66 and older","(0) in school","","","",""
"Rarely ","2015","66 and older","(1a) inadequately completed","","","",""
"Rarely ","2015","66 and older","(1b) general elementary school","","","",""
"Rarely ","2015","66 and older","(1c) basic vocational qualification","","","",""
"Rarely ","2015","66 and older","(2b) intermediate general qualification","","","",""
"Rarely ","2015","66 and older","(2a) intermediate vocational","","","",""
"Rarely ","2015","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely ","2015","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2015","66 and older","(3a) lower tertiary education","","","",""
"Rarely ","2015","66 and older","(3b) higher tertiary education","","","",""
"Never","2015","16-34 y.","(0) in school","","","",""
"Never","2015","16-34 y.","(1a) inadequately completed","","","",""
"Never","2015","16-34 y.","(1b) general elementary school","","","",""
"Never","2015","16-34 y.","(1c) basic vocational qualification","","","",""
"Never","2015","16-34 y.","(2b) intermediate general qualification","","","",""
"Never","2015","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2015","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2015","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2015","35-65 y.","(0) in school","","","",""
"Never","2015","35-65 y.","(1a) inadequately completed","","","",""
"Never","2015","35-65 y.","(1b) general elementary school","","","",""
"Never","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2015","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2015","66 and older","(0) in school","","","",""
"Never","2015","66 and older","(1a) inadequately completed","","","",""
"Never","2015","66 and older","(1b) general elementary school","","","",""
"Never","2015","66 and older","(1c) basic vocational qualification","","","",""
"Never","2015","66 and older","(2b) intermediate general qualification","","","",""
"Never","2015","66 and older","(2a) intermediate vocational","","","",""
"Never","2015","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2015","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","66 and older","(3a) lower tertiary education","","","",""
"Never","2015","66 and older","(3b) higher tertiary education","","","",""
"Very often","2016","16-34 y.","(0) in school","4","","",""
"Very often","2016","16-34 y.","(1a) inadequately completed","151","0.210793390733889","0.184131429240483","0.237455352227294"
"Very often","2016","16-34 y.","(1b) general elementary school","54","0.106869060457404","0.0794863001886383","0.13425182072617"
"Very often","2016","16-34 y.","(1c) basic vocational qualification","3","","",""
"Very often","2016","16-34 y.","(2b) intermediate general qualification","1","","",""
"Very often","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2016","16-34 y.","(2c_gen) general maturity certificate","55","0.156583510571164","0.118727005554701","0.194440015587628"
"Very often","2016","16-34 y.","(2c_voc) vocational maturity certificate","8","","",""
"Very often","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2016","16-34 y.","(3b) higher tertiary education","65","0.179385438143974","0.142427211625231","0.216343664662718"
"Very often","2016","35-65 y.","(0) in school","","","",""
"Very often","2016","35-65 y.","(1a) inadequately completed","118","0.221942625809189","0.189722752124585","0.254162499493792"
"Very often","2016","35-65 y.","(1b) general elementary school","60","0.233188559943051","0.186638915093561","0.279738204792541"
"Very often","2016","35-65 y.","(1c) basic vocational qualification","8","","",""
"Very often","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2016","35-65 y.","(2c_gen) general maturity certificate","41","0.157169806070637","0.113431508581425","0.200908103559849"
"Very often","2016","35-65 y.","(2c_voc) vocational maturity certificate","5","","",""
"Very often","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2016","35-65 y.","(3b) higher tertiary education","52","0.180477341667758","0.138983566771777","0.221971116563739"
"Very often","2016","66 and older","(0) in school","","","",""
"Very often","2016","66 and older","(1a) inadequately completed","4","","",""
"Very often","2016","66 and older","(1b) general elementary school","","","",""
"Very often","2016","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2016","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2016","66 and older","(2a) intermediate vocational","","","",""
"Very often","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","66 and older","(3a) lower tertiary education","","","",""
"Very often","2016","66 and older","(3b) higher tertiary education","1","","",""
"Often","2016","16-34 y.","(0) in school","3","","",""
"Often","2016","16-34 y.","(1a) inadequately completed","172","0.201383237314575","0.175168282408732","0.227598192220418"
"Often","2016","16-34 y.","(1b) general elementary school","88","0.21137188616899","0.175184817838982","0.247558954498998"
"Often","2016","16-34 y.","(1c) basic vocational qualification","6","","",""
"Often","2016","16-34 y.","(2b) intermediate general qualification","2","","",""
"Often","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2016","16-34 y.","(2c_gen) general maturity certificate","80","0.257744217039254","0.212180649632454","0.303307784446055"
"Often","2016","16-34 y.","(2c_voc) vocational maturity certificate","10","","",""
"Often","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2016","16-34 y.","(3b) higher tertiary education","60","0.157719819100097","0.122610747416653","0.192828890783542"
"Often","2016","35-65 y.","(0) in school","1","","",""
"Often","2016","35-65 y.","(1a) inadequately completed","108","0.207159449535849","0.175736788304243","0.238582110767454"
"Often","2016","35-65 y.","(1b) general elementary school","54","0.197590385662242","0.15375756423289","0.241423207091594"
"Often","2016","35-65 y.","(1c) basic vocational qualification","14","","",""
"Often","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2016","35-65 y.","(2c_gen) general maturity certificate","51","0.229765719667876","0.179211045994326","0.280320393341427"
"Often","2016","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Often","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2016","35-65 y.","(3b) higher tertiary education","64","0.219766178328844","0.175089185318447","0.264443171339241"
"Often","2016","66 and older","(0) in school","","","",""
"Often","2016","66 and older","(1a) inadequately completed","1","","",""
"Often","2016","66 and older","(1b) general elementary school","1","","",""
"Often","2016","66 and older","(1c) basic vocational qualification","","","",""
"Often","2016","66 and older","(2b) intermediate general qualification","","","",""
"Often","2016","66 and older","(2a) intermediate vocational","","","",""
"Often","2016","66 and older","(2c_gen) general maturity certificate","1","","",""
"Often","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","66 and older","(3a) lower tertiary education","","","",""
"Often","2016","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2016","16-34 y.","(0) in school","6","","",""
"Sometimes","2016","16-34 y.","(1a) inadequately completed","240","0.297127945183523","0.267254993716523","0.327000896650523"
"Sometimes","2016","16-34 y.","(1b) general elementary school","165","0.353382170689731","0.311013989942247","0.395750351437215"
"Sometimes","2016","16-34 y.","(1c) basic vocational qualification","17","","",""
"Sometimes","2016","16-34 y.","(2b) intermediate general qualification","3","","",""
"Sometimes","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2016","16-34 y.","(2c_gen) general maturity certificate","112","0.295966971829068","0.248415430207539","0.343518513450597"
"Sometimes","2016","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"Sometimes","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2016","16-34 y.","(3b) higher tertiary education","123","0.262556130393752","0.220170027621616","0.304942233165887"
"Sometimes","2016","35-65 y.","(0) in school","","","",""
"Sometimes","2016","35-65 y.","(1a) inadequately completed","173","0.269026351961928","0.234643180453475","0.303409523470382"
"Sometimes","2016","35-65 y.","(1b) general elementary school","101","0.311049621037645","0.260089873253398","0.362009368821892"
"Sometimes","2016","35-65 y.","(1c) basic vocational qualification","17","","",""
"Sometimes","2016","35-65 y.","(2b) intermediate general qualification","1","","",""
"Sometimes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2016","35-65 y.","(2c_gen) general maturity certificate","87","0.29482165108114","0.240027217165907","0.349616084996373"
"Sometimes","2016","35-65 y.","(2c_voc) vocational maturity certificate","19","","",""
"Sometimes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2016","35-65 y.","(3b) higher tertiary education","91","0.289854277350871","0.240904049727859","0.338804504973882"
"Sometimes","2016","66 and older","(0) in school","","","",""
"Sometimes","2016","66 and older","(1a) inadequately completed","5","","",""
"Sometimes","2016","66 and older","(1b) general elementary school","1","","",""
"Sometimes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2016","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2016","66 and older","(3b) higher tertiary education","3","","",""
"Rarely ","2016","16-34 y.","(0) in school","2","","",""
"Rarely ","2016","16-34 y.","(1a) inadequately completed","134","0.121408114901946","0.100058713783396","0.142757516020496"
"Rarely ","2016","16-34 y.","(1b) general elementary school","66","0.129934703183167","0.100133612142168","0.159735794224165"
"Rarely ","2016","16-34 y.","(1c) basic vocational qualification","4","","",""
"Rarely ","2016","16-34 y.","(2b) intermediate general qualification","3","","",""
"Rarely ","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely ","2016","16-34 y.","(2c_gen) general maturity certificate","58","0.149482723228156","0.11233916284588","0.186626283610432"
"Rarely ","2016","16-34 y.","(2c_voc) vocational maturity certificate","10","","",""
"Rarely ","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely ","2016","16-34 y.","(3b) higher tertiary education","77","0.189253768846532","0.151521522764694","0.226986014928371"
"Rarely ","2016","35-65 y.","(0) in school","3","","",""
"Rarely ","2016","35-65 y.","(1a) inadequately completed","89","0.0951392628297287","0.072389942549863","0.117888583109594"
"Rarely ","2016","35-65 y.","(1b) general elementary school","42","0.111978895356141","0.0772654121982305","0.146692378514051"
"Rarely ","2016","35-65 y.","(1c) basic vocational qualification","8","","",""
"Rarely ","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely ","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely ","2016","35-65 y.","(2c_gen) general maturity certificate","45","0.17556978685952","0.129849482458892","0.221290091260147"
"Rarely ","2016","35-65 y.","(2c_voc) vocational maturity certificate","3","","",""
"Rarely ","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely ","2016","35-65 y.","(3b) higher tertiary education","57","0.127533687522786","0.0915440134901185","0.163523361555453"
"Rarely ","2016","66 and older","(0) in school","","","",""
"Rarely ","2016","66 and older","(1a) inadequately completed","3","","",""
"Rarely ","2016","66 and older","(1b) general elementary school","","","",""
"Rarely ","2016","66 and older","(1c) basic vocational qualification","","","",""
"Rarely ","2016","66 and older","(2b) intermediate general qualification","","","",""
"Rarely ","2016","66 and older","(2a) intermediate vocational","","","",""
"Rarely ","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely ","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2016","66 and older","(3a) lower tertiary education","","","",""
"Rarely ","2016","66 and older","(3b) higher tertiary education","","","",""
"Never","2016","16-34 y.","(0) in school","6","","",""
"Never","2016","16-34 y.","(1a) inadequately completed","202","0.169287311866067","0.144773780939712","0.193800842792423"
"Never","2016","16-34 y.","(1b) general elementary school","116","0.198442179500708","0.163093102090595","0.233791256910821"
"Never","2016","16-34 y.","(1c) basic vocational qualification","13","","",""
"Never","2016","16-34 y.","(2b) intermediate general qualification","2","","",""
"Never","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2016","16-34 y.","(2c_gen) general maturity certificate","49","0.140222577332358","0.104052582147351","0.176392572517365"
"Never","2016","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Never","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2016","16-34 y.","(3b) higher tertiary education","89","0.211084843515644","0.171775879719474","0.250393807311814"
"Never","2016","35-65 y.","(0) in school","","","",""
"Never","2016","35-65 y.","(1a) inadequately completed","151","0.206732309863306","0.175333605811441","0.238131013915171"
"Never","2016","35-65 y.","(1b) general elementary school","60","0.146192538000921","0.107300470050903","0.18508460595094"
"Never","2016","35-65 y.","(1c) basic vocational qualification","9","","",""
"Never","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2016","35-65 y.","(2c_gen) general maturity certificate","42","0.142673036320827","0.100643803173512","0.184702269468142"
"Never","2016","35-65 y.","(2c_voc) vocational maturity certificate","15","","",""
"Never","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2016","35-65 y.","(3b) higher tertiary education","66","0.182368515129742","0.140706060336234","0.224030969923249"
"Never","2016","66 and older","(0) in school","","","",""
"Never","2016","66 and older","(1a) inadequately completed","2","","",""
"Never","2016","66 and older","(1b) general elementary school","","","",""
"Never","2016","66 and older","(1c) basic vocational qualification","","","",""
"Never","2016","66 and older","(2b) intermediate general qualification","","","",""
"Never","2016","66 and older","(2a) intermediate vocational","","","",""
"Never","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","66 and older","(3a) lower tertiary education","","","",""
"Never","2016","66 and older","(3b) higher tertiary education","1","","",""
"Very often","2017","16-34 y.","(0) in school","5","","",""
"Very often","2017","16-34 y.","(1a) inadequately completed","132","0.105116952837778","0.0848758896648007","0.125358016010756"
"Very often","2017","16-34 y.","(1b) general elementary school","68","0.025407209971145","0.0151832890827309","0.0356311308595592"
"Very often","2017","16-34 y.","(1c) basic vocational qualification","10","","",""
"Very often","2017","16-34 y.","(2b) intermediate general qualification","14","","",""
"Very often","2017","16-34 y.","(2a) intermediate vocational","14","","",""
"Very often","2017","16-34 y.","(2c_gen) general maturity certificate","53","0.0166651861903756","0.00967950070690473","0.0236508716738464"
"Very often","2017","16-34 y.","(2c_voc) vocational maturity certificate","21","","",""
"Very often","2017","16-34 y.","(3a) lower tertiary education","4","","",""
"Very often","2017","16-34 y.","(3b) higher tertiary education","62","0.0152235356581707","0.0079812856040063","0.0224657857123351"
"Very often","2017","35-65 y.","(0) in school","","","",""
"Very often","2017","35-65 y.","(1a) inadequately completed","92","0.0545184242134325","0.0384404292351972","0.0705964191916679"
"Very often","2017","35-65 y.","(1b) general elementary school","53","0.0304386635379792","0.0201930812050071","0.0406842458709514"
"Very often","2017","35-65 y.","(1c) basic vocational qualification","69","0.0191815688738379","0.0141825437588795","0.0241805939887962"
"Very often","2017","35-65 y.","(2b) intermediate general qualification","6","","",""
"Very often","2017","35-65 y.","(2a) intermediate vocational","56","0.0138588576530715","0.0103871958463152","0.0173305194598278"
"Very often","2017","35-65 y.","(2c_gen) general maturity certificate","34","0.038001552713372","0.0218451447974889","0.054157960629255"
"Very often","2017","35-65 y.","(2c_voc) vocational maturity certificate","26","","",""
"Very often","2017","35-65 y.","(3a) lower tertiary education","12","","",""
"Very often","2017","35-65 y.","(3b) higher tertiary education","74","0.00768647325478045","0.00459106906269074","0.0107818774468702"
"Very often","2017","66 and older","(0) in school","","","",""
"Very often","2017","66 and older","(1a) inadequately completed","10","","",""
"Very often","2017","66 and older","(1b) general elementary school","18","","",""
"Very often","2017","66 and older","(1c) basic vocational qualification","27","","",""
"Very often","2017","66 and older","(2b) intermediate general qualification","4","","",""
"Very often","2017","66 and older","(2a) intermediate vocational","13","","",""
"Very often","2017","66 and older","(2c_gen) general maturity certificate","1","","",""
"Very often","2017","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Very often","2017","66 and older","(3a) lower tertiary education","9","","",""
"Very often","2017","66 and older","(3b) higher tertiary education","5","","",""
"Often","2017","16-34 y.","(0) in school","28","","",""
"Often","2017","16-34 y.","(1a) inadequately completed","172","0.20070901274955","0.174275815681554","0.227142209817545"
"Often","2017","16-34 y.","(1b) general elementary school","127","0.0925694402405704","0.0737386773836655","0.111400203097475"
"Often","2017","16-34 y.","(1c) basic vocational qualification","44","0.0610413682362376","0.0396686415954088","0.0824140948770664"
"Often","2017","16-34 y.","(2b) intermediate general qualification","55","0.104964628258754","0.0777702104601597","0.132159046057348"
"Often","2017","16-34 y.","(2a) intermediate vocational","69","0.0639569463036705","0.0480510582467621","0.0798628343605789"
"Often","2017","16-34 y.","(2c_gen) general maturity certificate","138","0.103458892015889","0.0868392275658257","0.120078556465952"
"Often","2017","16-34 y.","(2c_voc) vocational maturity certificate","39","0.0611834696754219","0.0423183458050771","0.0800485935457668"
"Often","2017","16-34 y.","(3a) lower tertiary education","12","","",""
"Often","2017","16-34 y.","(3b) higher tertiary education","134","0.0738527644228511","0.0583834767274879","0.0893220521182142"
"Often","2017","35-65 y.","(0) in school","2","","",""
"Often","2017","35-65 y.","(1a) inadequately completed","135","0.126978848010531","0.103400586478183","0.15055710954288"
"Often","2017","35-65 y.","(1b) general elementary school","145","0.108874866532574","0.0902981318915388","0.127451601173609"
"Often","2017","35-65 y.","(1c) basic vocational qualification","227","0.0670593905156476","0.0579433604994423","0.0761754205318529"
"Often","2017","35-65 y.","(2b) intermediate general qualification","17","","",""
"Often","2017","35-65 y.","(2a) intermediate vocational","262","0.0570102017715906","0.0501247262024132","0.063895677340768"
"Often","2017","35-65 y.","(2c_gen) general maturity certificate","54","0.0651970541272186","0.0443362533362417","0.0860578549181955"
"Often","2017","35-65 y.","(2c_voc) vocational maturity certificate","158","0.0870588462004859","0.0743989994954093","0.0997186929055625"
"Often","2017","35-65 y.","(3a) lower tertiary education","64","0.0376022450202387","0.0273282490354726","0.0478762410050048"
"Often","2017","35-65 y.","(3b) higher tertiary education","227","0.0788395016593543","0.0692880597491506","0.088390943569558"
"Often","2017","66 and older","(0) in school","","","",""
"Often","2017","66 and older","(1a) inadequately completed","15","","",""
"Often","2017","66 and older","(1b) general elementary school","67","0.126480952333293","0.0986259511608715","0.154335953505715"
"Often","2017","66 and older","(1c) basic vocational qualification","139","0.0824612976955273","0.0700141755158655","0.0949084198751892"
"Often","2017","66 and older","(2b) intermediate general qualification","4","","",""
"Often","2017","66 and older","(2a) intermediate vocational","59","0.0722557509158124","0.0550907939259055","0.0894207079057194"
"Often","2017","66 and older","(2c_gen) general maturity certificate","5","","",""
"Often","2017","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"Often","2017","66 and older","(3a) lower tertiary education","39","0.0738782836225129","0.0504045952881277","0.0973519719568982"
"Often","2017","66 and older","(3b) higher tertiary education","49","0.0705020568681518","0.0527073992209971","0.0882967145153065"
"Sometimes","2017","16-34 y.","(0) in school","133","0.309578569478663","0.265830184907709","0.353326954049617"
"Sometimes","2017","16-34 y.","(1a) inadequately completed","284","0.362503480346982","0.33077795679568","0.394229003898283"
"Sometimes","2017","16-34 y.","(1b) general elementary school","317","0.371537183179121","0.340141616180382","0.402932750177859"
"Sometimes","2017","16-34 y.","(1c) basic vocational qualification","153","0.35929561701436","0.316462529646184","0.402128704382537"
"Sometimes","2017","16-34 y.","(2b) intermediate general qualification","157","0.334256723372118","0.292403236028851","0.376110210715384"
"Sometimes","2017","16-34 y.","(2a) intermediate vocational","274","0.343042408051351","0.312181498375173","0.373903317727528"
"Sometimes","2017","16-34 y.","(2c_gen) general maturity certificate","436","0.318817680656856","0.293387109261872","0.34424825205184"
"Sometimes","2017","16-34 y.","(2c_voc) vocational maturity certificate","199","0.289614143200286","0.253910767264744","0.325317519135827"
"Sometimes","2017","16-34 y.","(3a) lower tertiary education","82","0.331131300314382","0.273481386515675","0.38878121411309"
"Sometimes","2017","16-34 y.","(3b) higher tertiary education","356","0.297655366095722","0.270610868781183","0.324699863410261"
"Sometimes","2017","35-65 y.","(0) in school","2","","",""
"Sometimes","2017","35-65 y.","(1a) inadequately completed","239","0.325797079505032","0.292607433953885","0.35898672505618"
"Sometimes","2017","35-65 y.","(1b) general elementary school","351","0.282584042104155","0.255730873038686","0.309437211169624"
"Sometimes","2017","35-65 y.","(1c) basic vocational qualification","921","0.319713480103661","0.302716359604244","0.336710600603078"
"Sometimes","2017","35-65 y.","(2b) intermediate general qualification","64","0.248737451280865","0.195365352607795","0.302109549953935"
"Sometimes","2017","35-65 y.","(2a) intermediate vocational","1359","0.322941174114758","0.30905511316026","0.336827235069256"
"Sometimes","2017","35-65 y.","(2c_gen) general maturity certificate","189","0.355231130125887","0.314790818597063","0.39567144165471"
"Sometimes","2017","35-65 y.","(2c_voc) vocational maturity certificate","597","0.29449783099414","0.274029104265285","0.314966557722996"
"Sometimes","2017","35-65 y.","(3a) lower tertiary education","395","0.32788620801957","0.302532692811112","0.353239723228027"
"Sometimes","2017","35-65 y.","(3b) higher tertiary education","919","0.284351691681408","0.268363215173495","0.300340168189321"
"Sometimes","2017","66 and older","(0) in school","","","",""
"Sometimes","2017","66 and older","(1a) inadequately completed","25","","",""
"Sometimes","2017","66 and older","(1b) general elementary school","166","0.281769998933571","0.244070673957747","0.319469323909394"
"Sometimes","2017","66 and older","(1c) basic vocational qualification","581","0.321619880840122","0.30048305965841","0.342756702021835"
"Sometimes","2017","66 and older","(2b) intermediate general qualification","29","","",""
"Sometimes","2017","66 and older","(2a) intermediate vocational","270","0.304885468147869","0.274365159512437","0.335405776783302"
"Sometimes","2017","66 and older","(2c_gen) general maturity certificate","15","","",""
"Sometimes","2017","66 and older","(2c_voc) vocational maturity certificate","60","0.330607880343654","0.267431434836632","0.393784325850676"
"Sometimes","2017","66 and older","(3a) lower tertiary education","160","0.352781587312215","0.309900351943458","0.395662822680971"
"Sometimes","2017","66 and older","(3b) higher tertiary education","230","0.284238057352306","0.252884274850681","0.315591839853932"
"Rarely ","2017","16-34 y.","(0) in school","173","0.439526332531638","0.39255969152444","0.486492973538835"
"Rarely ","2017","16-34 y.","(1a) inadequately completed","121","0.180837538998268","0.155436989406245","0.20623808859029"
"Rarely ","2017","16-34 y.","(1b) general elementary school","207","0.295986104748304","0.266327298152404","0.325644911344204"
"Rarely ","2017","16-34 y.","(1c) basic vocational qualification","174","0.399169450348346","0.355449543979399","0.442889356717292"
"Rarely ","2017","16-34 y.","(2b) intermediate general qualification","182","0.396375280236496","0.352976755216714","0.439773805256278"
"Rarely ","2017","16-34 y.","(2a) intermediate vocational","380","0.427038146030548","0.394882122383127","0.459194169677969"
"Rarely ","2017","16-34 y.","(2c_gen) general maturity certificate","433","0.385369366428242","0.358811148433593","0.41192758442289"
"Rarely ","2017","16-34 y.","(2c_voc) vocational maturity certificate","240","0.441035593512239","0.401953200883759","0.480117986140719"
"Rarely ","2017","16-34 y.","(3a) lower tertiary education","122","0.459828897094153","0.398778019367824","0.520879774820483"
"Rarely ","2017","16-34 y.","(3b) higher tertiary education","386","0.479257942160887","0.449708934013769","0.508806950308005"
"Rarely ","2017","35-65 y.","(0) in school","2","","",""
"Rarely ","2017","35-65 y.","(1a) inadequately completed","155","0.296003642168884","0.26367649057593","0.328330793761839"
"Rarely ","2017","35-65 y.","(1b) general elementary school","313","0.362512727550068","0.333842337463692","0.391183117636444"
"Rarely ","2017","35-65 y.","(1c) basic vocational qualification","1035","0.380979856813035","0.363280709477923","0.398679004148147"
"Rarely ","2017","35-65 y.","(2b) intermediate general qualification","108","0.458369898038417","0.396851182153297","0.519888613923538"
"Rarely ","2017","35-65 y.","(2a) intermediate vocational","1798","0.416934062762738","0.40229218827746","0.431575937248015"
"Rarely ","2017","35-65 y.","(2c_gen) general maturity certificate","159","0.287499487711994","0.249255067511816","0.325743907912172"
"Rarely ","2017","35-65 y.","(2c_voc) vocational maturity certificate","734","0.393256822365402","0.3713216432679","0.415192001462905"
"Rarely ","2017","35-65 y.","(3a) lower tertiary education","598","0.462002916051436","0.435077183806839","0.488928648296034"
"Rarely ","2017","35-65 y.","(3b) higher tertiary education","1233","0.441285889156971","0.423687043169158","0.458884735144784"
"Rarely ","2017","66 and older","(0) in school","","","",""
"Rarely ","2017","66 and older","(1a) inadequately completed","27","","",""
"Rarely ","2017","66 and older","(1b) general elementary school","176","0.34921931040105","0.309268933404017","0.389169687398082"
"Rarely ","2017","66 and older","(1c) basic vocational qualification","729","0.369459659305206","0.347618704245438","0.391300614364974"
"Rarely ","2017","66 and older","(2b) intermediate general qualification","26","","",""
"Rarely ","2017","66 and older","(2a) intermediate vocational","359","0.402111068787566","0.369604162043194","0.434617975531939"
"Rarely ","2017","66 and older","(2c_gen) general maturity certificate","22","","",""
