"plj0587","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2017","66 and older","(Married) couple without C. ","35","0.0124543675079213","0.008653229485706","0.0162555055301366"
"Very often","2017","66 and older","Single parent ","1","","",""
"Very often","2017","66 and older","Couple + C. LE 16 ","","","",""
"Very often","2017","66 and older","Couple + C. GT 16 ","1","","",""
"Very often","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Often","2017","16-34 y.","1-pers.-HH","199","0.0845785355785668","0.0696913548917938","0.0994657162653398"
"Often","2017","16-34 y.","(Married) couple without C. ","91","0.0506764195758699","0.0380869071247595","0.0632659320269804"
"Often","2017","16-34 y.","Single parent ","101","0.105953608269032","0.0859565874903629","0.1259506290477"
"Often","2017","16-34 y.","Couple + C. LE 16 ","251","0.0993416145290375","0.0862649880801571","0.112418240977918"
"Often","2017","16-34 y.","Couple + C. GT 16 ","90","0.0746543173049683","0.0592408278321661","0.0900678067777704"
"Often","2017","16-34 y.","Couple + C. LE and GT 16","67","0.0676532256371361","0.0504737658637832","0.0848326854104891"
"Often","2017","35-65 y.","1-pers.-HH","210","0.0945212342986104","0.0810062462603357","0.108036222336885"
"Often","2017","35-65 y.","(Married) couple without C. ","233","0.0561677087234993","0.0489737740051964","0.0633616434418022"
"Often","2017","35-65 y.","Single parent ","160","0.110062424876951","0.0938583475769532","0.126266502176948"
"Often","2017","35-65 y.","Couple + C. LE 16 ","380","0.0655945584042081","0.0587254652822423","0.0724636515261739"
"Often","2017","35-65 y.","Couple + C. GT 16 ","105","0.0546321122010118","0.0446596807459059","0.0646045436561177"
"Often","2017","35-65 y.","Couple + C. LE and GT 16","152","0.0633312604394968","0.0517907460937489","0.0748717747852448"
"Often","2017","66 and older","1-pers.-HH","158","0.10241508465948","0.0864126635533703","0.118417505765591"
"Often","2017","66 and older","(Married) couple without C. ","203","0.0702608019895416","0.0615006561438282","0.0790209478352549"
"Often","2017","66 and older","Single parent ","13","","",""
"Often","2017","66 and older","Couple + C. LE 16 ","","","",""
"Often","2017","66 and older","Couple + C. GT 16 ","12","","",""
"Often","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","16-34 y.","1-pers.-HH","446","0.333052223767297","0.307836356113666","0.358268091420928"
"Sometimes","2017","16-34 y.","(Married) couple without C. ","357","0.33338473090405","0.306325883284169","0.360443578523931"
"Sometimes","2017","16-34 y.","Single parent ","297","0.350610141439879","0.319607950776357","0.3816123321034"
"Sometimes","2017","16-34 y.","Couple + C. LE 16 ","691","0.337860256206893","0.317182974526262","0.358537537887524"
"Sometimes","2017","16-34 y.","Couple + C. GT 16 ","332","0.287800568980919","0.261250348022637","0.314350789939202"
"Sometimes","2017","16-34 y.","Couple + C. LE and GT 16","243","0.288242212876161","0.257259359072058","0.319225066680263"
"Sometimes","2017","35-65 y.","1-pers.-HH","635","0.34830334197983","0.326293678307766","0.370313005651894"
"Sometimes","2017","35-65 y.","(Married) couple without C. ","1179","0.295758256396158","0.281498731908271","0.310017780884045"
"Sometimes","2017","35-65 y.","Single parent ","488","0.305558764751748","0.281708669430082","0.329408860073415"
"Sometimes","2017","35-65 y.","Couple + C. LE 16 ","1553","0.322561497753519","0.309591526312891","0.335531469194148"
"Sometimes","2017","35-65 y.","Couple + C. GT 16 ","601","0.288923445001757","0.269033837489713","0.3088130525138"
"Sometimes","2017","35-65 y.","Couple + C. LE and GT 16","499","0.300265781689974","0.278546644740052","0.321984918639895"
"Sometimes","2017","66 and older","1-pers.-HH","456","0.320668583512678","0.296034579128207","0.345302587897148"
"Sometimes","2017","66 and older","(Married) couple without C. ","983","0.307878454442299","0.292056685130876","0.323700223753722"
"Sometimes","2017","66 and older","Single parent ","19","","",""
"Sometimes","2017","66 and older","Couple + C. LE 16 ","3","","",""
"Sometimes","2017","66 and older","Couple + C. GT 16 ","56","0.232437747342367","0.174475776962611","0.290399717722124"
"Sometimes","2017","66 and older","Couple + C. LE and GT 16","1","","",""
"Rarely ","2017","16-34 y.","1-pers.-HH","366","0.41288820112288","0.386546217618317","0.439230184627443"
"Rarely ","2017","16-34 y.","(Married) couple without C. ","471","0.430548935121506","0.402128005431239","0.458969864811772"
"Rarely ","2017","16-34 y.","Single parent ","326","0.379849838687398","0.348315640082629","0.411384037292168"
"Rarely ","2017","16-34 y.","Couple + C. LE 16 ","577","0.372677545027499","0.351539632714592","0.393815457340407"
"Rarely ","2017","16-34 y.","Couple + C. GT 16 ","457","0.431224961840395","0.402181812045072","0.460268111635717"
"Rarely ","2017","16-34 y.","Couple + C. LE and GT 16","296","0.412269967118787","0.378598944724639","0.445940989512936"
"Rarely ","2017","35-65 y.","1-pers.-HH","610","0.379966884413106","0.357543965049408","0.402389803776804"
"Rarely ","2017","35-65 y.","(Married) couple without C. ","1674","0.445711016729813","0.430181049815173","0.461240983644453"
"Rarely ","2017","35-65 y.","Single parent ","480","0.345958752894298","0.321330152839898","0.370587352948697"
"Rarely ","2017","35-65 y.","Couple + C. LE 16 ","1869","0.385341499779019","0.371838270064719","0.39884472949332"
"Rarely ","2017","35-65 y.","Couple + C. GT 16 ","823","0.412888691819013","0.391283737223445","0.434493646414582"
"Rarely ","2017","35-65 y.","Couple + C. LE and GT 16","592","0.35594392728742","0.3332569978674","0.378630856707439"
"Rarely ","2017","66 and older","1-pers.-HH","444","0.313036307061256","0.288560884080838","0.337511730041674"
"Rarely ","2017","66 and older","(Married) couple without C. ","1374","0.413217191359954","0.396339925324673","0.430094457395235"
"Rarely ","2017","66 and older","Single parent ","19","","",""
"Rarely ","2017","66 and older","Couple + C. LE 16 ","3","","",""
"Rarely ","2017","66 and older","Couple + C. GT 16 ","97","0.553636350143156","0.485419805753185","0.621852894533127"
"Rarely ","2017","66 and older","Couple + C. LE and GT 16","2","","",""
"Never","2017","16-34 y.","1-pers.-HH","204","0.144755231636194","0.125930266501063","0.163580196771324"
"Never","2017","16-34 y.","(Married) couple without C. ","224","0.176151919288542","0.154286083981802","0.198017754595282"
"Never","2017","16-34 y.","Single parent ","152","0.145860975094433","0.122927955951731","0.168793994237134"
"Never","2017","16-34 y.","Couple + C. LE 16 ","364","0.161893739630749","0.145790448959648","0.177997030301849"
"Never","2017","16-34 y.","Couple + C. GT 16 ","223","0.190564406747593","0.167532306248232","0.213596507246955"
"Never","2017","16-34 y.","Couple + C. LE and GT 16","196","0.223120674787707","0.194641775369236","0.251599574206178"
"Never","2017","35-65 y.","1-pers.-HH","255","0.146007857458332","0.129695118371844","0.16232059654482"
"Never","2017","35-65 y.","(Married) couple without C. ","805","0.196501326270584","0.184086202664859","0.208916449876309"
"Never","2017","35-65 y.","Single parent ","235","0.195269006567297","0.174744769694651","0.215793243439944"
"Never","2017","35-65 y.","Couple + C. LE 16 ","1081","0.216479373463825","0.205052397960892","0.227906348966758"
"Never","2017","35-65 y.","Couple + C. GT 16 ","438","0.228645538704741","0.210217250112157","0.247073827297326"
"Never","2017","35-65 y.","Couple + C. LE and GT 16","414","0.263195169711643","0.242329214265691","0.284061125157596"
"Never","2017","66 and older","1-pers.-HH","271","0.216008878635155","0.194289003145986","0.237728754124324"
"Never","2017","66 and older","(Married) couple without C. ","675","0.196189184700284","0.182578227493311","0.209800141907257"
"Never","2017","66 and older","Single parent ","21","","",""
"Never","2017","66 and older","Couple + C. LE 16 ","2","","",""
"Never","2017","66 and older","Couple + C. GT 16 ","38","0.139841974744643","0.0922492133143321","0.187434736174955"
"Never","2017","66 and older","Couple + C. LE and GT 16","1","","",""
"Very often","2018","16-34 y.","1-pers.-HH","","","",""
"Very often","2018","16-34 y.","(Married) couple without C. ","2","","",""
"Very often","2018","16-34 y.","Single parent ","2","","",""
"Very often","2018","16-34 y.","Couple + C. LE 16 ","10","","",""
"Very often","2018","16-34 y.","Couple + C. GT 16 ","1","","",""
"Very often","2018","16-34 y.","Couple + C. LE and GT 16","4","","",""
"Very often","2018","35-65 y.","1-pers.-HH","2","","",""
"Very often","2018","35-65 y.","(Married) couple without C. ","","","",""
"Very often","2018","35-65 y.","Single parent ","1","","",""
"Very often","2018","35-65 y.","Couple + C. LE 16 ","13","","",""
"Very often","2018","35-65 y.","Couple + C. GT 16 ","2","","",""
"Very often","2018","35-65 y.","Couple + C. LE and GT 16","5","","",""
"Very often","2018","66 and older","1-pers.-HH","","","",""
"Very often","2018","66 and older","(Married) couple without C. ","","","",""
"Very often","2018","66 and older","Single parent ","","","",""
"Very often","2018","66 and older","Couple + C. LE 16 ","","","",""
"Very often","2018","66 and older","Couple + C. GT 16 ","","","",""
"Very often","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Often","2018","16-34 y.","1-pers.-HH","","","",""
"Often","2018","16-34 y.","(Married) couple without C. ","2","","",""
"Often","2018","16-34 y.","Single parent ","4","","",""
"Often","2018","16-34 y.","Couple + C. LE 16 ","22","","",""
"Often","2018","16-34 y.","Couple + C. GT 16 ","2","","",""
"Often","2018","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Often","2018","35-65 y.","1-pers.-HH","","","",""
"Often","2018","35-65 y.","(Married) couple without C. ","2","","",""
"Often","2018","35-65 y.","Single parent ","2","","",""
"Often","2018","35-65 y.","Couple + C. LE 16 ","8","","",""
"Often","2018","35-65 y.","Couple + C. GT 16 ","","","",""
"Often","2018","35-65 y.","Couple + C. LE and GT 16","10","","",""
"Often","2018","66 and older","1-pers.-HH","","","",""
"Often","2018","66 and older","(Married) couple without C. ","","","",""
"Often","2018","66 and older","Single parent ","","","",""
"Often","2018","66 and older","Couple + C. LE 16 ","","","",""
"Often","2018","66 and older","Couple + C. GT 16 ","1","","",""
"Often","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Sometimes","2018","16-34 y.","1-pers.-HH","3","","",""
"Sometimes","2018","16-34 y.","(Married) couple without C. ","6","","",""
"Sometimes","2018","16-34 y.","Single parent ","9","","",""
"Sometimes","2018","16-34 y.","Couple + C. LE 16 ","31","0.296055232383214","0.205206706036073","0.386903758730356"
"Sometimes","2018","16-34 y.","Couple + C. GT 16 ","2","","",""
"Sometimes","2018","16-34 y.","Couple + C. LE and GT 16","17","","",""
"Sometimes","2018","35-65 y.","1-pers.-HH","","","",""
"Sometimes","2018","35-65 y.","(Married) couple without C. ","1","","",""
"Sometimes","2018","35-65 y.","Single parent ","1","","",""
"Sometimes","2018","35-65 y.","Couple + C. LE 16 ","12","","",""
"Sometimes","2018","35-65 y.","Couple + C. GT 16 ","2","","",""
"Sometimes","2018","35-65 y.","Couple + C. LE and GT 16","14","","",""
"Sometimes","2018","66 and older","1-pers.-HH","","","",""
"Sometimes","2018","66 and older","(Married) couple without C. ","","","",""
"Sometimes","2018","66 and older","Single parent ","","","",""
"Sometimes","2018","66 and older","Couple + C. LE 16 ","","","",""
"Sometimes","2018","66 and older","Couple + C. GT 16 ","","","",""
"Sometimes","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely ","2018","16-34 y.","1-pers.-HH","2","","",""
"Rarely ","2018","16-34 y.","(Married) couple without C. ","","","",""
"Rarely ","2018","16-34 y.","Single parent ","2","","",""
"Rarely ","2018","16-34 y.","Couple + C. LE 16 ","9","","",""
"Rarely ","2018","16-34 y.","Couple + C. GT 16 ","4","","",""
"Rarely ","2018","16-34 y.","Couple + C. LE and GT 16","8","","",""
"Rarely ","2018","35-65 y.","1-pers.-HH","","","",""
"Rarely ","2018","35-65 y.","(Married) couple without C. ","","","",""
"Rarely ","2018","35-65 y.","Single parent ","","","",""
"Rarely ","2018","35-65 y.","Couple + C. LE 16 ","5","","",""
"Rarely ","2018","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely ","2018","35-65 y.","Couple + C. LE and GT 16","10","","",""
"Rarely ","2018","66 and older","1-pers.-HH","","","",""
"Rarely ","2018","66 and older","(Married) couple without C. ","","","",""
"Rarely ","2018","66 and older","Single parent ","","","",""
"Rarely ","2018","66 and older","Couple + C. LE 16 ","","","",""
"Rarely ","2018","66 and older","Couple + C. GT 16 ","","","",""
"Rarely ","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2018","16-34 y.","1-pers.-HH","1","","",""
"Never","2018","16-34 y.","(Married) couple without C. ","5","","",""
"Never","2018","16-34 y.","Single parent ","3","","",""
"Never","2018","16-34 y.","Couple + C. LE 16 ","25","","",""
"Never","2018","16-34 y.","Couple + C. GT 16 ","3","","",""
"Never","2018","16-34 y.","Couple + C. LE and GT 16","18","","",""
"Never","2018","35-65 y.","1-pers.-HH","","","",""
"Never","2018","35-65 y.","(Married) couple without C. ","3","","",""
"Never","2018","35-65 y.","Single parent ","1","","",""
"Never","2018","35-65 y.","Couple + C. LE 16 ","14","","",""
"Never","2018","35-65 y.","Couple + C. GT 16 ","1","","",""
"Never","2018","35-65 y.","Couple + C. LE and GT 16","10","","",""
"Never","2018","66 and older","1-pers.-HH","","","",""
"Never","2018","66 and older","(Married) couple without C. ","","","",""
"Never","2018","66 and older","Single parent ","","","",""
"Never","2018","66 and older","Couple + C. LE 16 ","","","",""
"Never","2018","66 and older","Couple + C. GT 16 ","","","",""
"Never","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Very often","2019","16-34 y.","1-pers.-HH","1","","",""
"Very often","2019","16-34 y.","(Married) couple without C. ","5","","",""
"Very often","2019","16-34 y.","Single parent ","3","","",""
"Very often","2019","16-34 y.","Couple + C. LE 16 ","6","","",""
"Very often","2019","16-34 y.","Couple + C. GT 16 ","1","","",""
"Very often","2019","16-34 y.","Couple + C. LE and GT 16","1","","",""
"Very often","2019","35-65 y.","1-pers.-HH","","","",""
"Very often","2019","35-65 y.","(Married) couple without C. ","1","","",""
"Very often","2019","35-65 y.","Single parent ","","","",""
"Very often","2019","35-65 y.","Couple + C. LE 16 ","4","","",""
"Very often","2019","35-65 y.","Couple + C. GT 16 ","1","","",""
"Very often","2019","35-65 y.","Couple + C. LE and GT 16","6","","",""
"Very often","2019","66 and older","1-pers.-HH","","","",""
"Very often","2019","66 and older","(Married) couple without C. ","","","",""
"Very often","2019","66 and older","Single parent ","","","",""
"Very often","2019","66 and older","Couple + C. LE 16 ","","","",""
"Very often","2019","66 and older","Couple + C. GT 16 ","","","",""
"Very often","2019","66 and older","Couple + C. LE and GT 16","","","",""
"Often","2019","16-34 y.","1-pers.-HH","","","",""
"Often","2019","16-34 y.","(Married) couple without C. ","3","","",""
"Often","2019","16-34 y.","Single parent ","2","","",""
"Often","2019","16-34 y.","Couple + C. LE 16 ","13","","",""
"Often","2019","16-34 y.","Couple + C. GT 16 ","4","","",""
"Often","2019","16-34 y.","Couple + C. LE and GT 16","4","","",""
"Often","2019","35-65 y.","1-pers.-HH","","","",""
"Often","2019","35-65 y.","(Married) couple without C. ","","","",""
"Often","2019","35-65 y.","Single parent ","2","","",""
"Often","2019","35-65 y.","Couple + C. LE 16 ","10","","",""
"Often","2019","35-65 y.","Couple + C. GT 16 ","6","","",""
"Often","2019","35-65 y.","Couple + C. LE and GT 16","9","","",""
"Often","2019","66 and older","1-pers.-HH","","","",""
"Often","2019","66 and older","(Married) couple without C. ","1","","",""
"Often","2019","66 and older","Single parent ","","","",""
"Often","2019","66 and older","Couple + C. LE 16 ","","","",""
"Often","2019","66 and older","Couple + C. GT 16 ","","","",""
"Often","2019","66 and older","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","16-34 y.","1-pers.-HH","2","","",""
"Sometimes","2019","16-34 y.","(Married) couple without C. ","3","","",""
"Sometimes","2019","16-34 y.","Single parent ","5","","",""
"Sometimes","2019","16-34 y.","Couple + C. LE 16 ","26","","",""
"Sometimes","2019","16-34 y.","Couple + C. GT 16 ","3","","",""
"Sometimes","2019","16-34 y.","Couple + C. LE and GT 16","7","","",""
"Sometimes","2019","35-65 y.","1-pers.-HH","","","",""
"Sometimes","2019","35-65 y.","(Married) couple without C. ","3","","",""
"Sometimes","2019","35-65 y.","Single parent ","","","",""
"Sometimes","2019","35-65 y.","Couple + C. LE 16 ","19","","",""
"Sometimes","2019","35-65 y.","Couple + C. GT 16 ","1","","",""
"Sometimes","2019","35-65 y.","Couple + C. LE and GT 16","15","","",""
"Sometimes","2019","66 and older","1-pers.-HH","1","","",""
"Sometimes","2019","66 and older","(Married) couple without C. ","","","",""
"Sometimes","2019","66 and older","Single parent ","","","",""
"Sometimes","2019","66 and older","Couple + C. LE 16 ","","","",""
"Sometimes","2019","66 and older","Couple + C. GT 16 ","1","","",""
"Sometimes","2019","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely ","2019","16-34 y.","1-pers.-HH","1","","",""
"Rarely ","2019","16-34 y.","(Married) couple without C. ","","","",""
"Rarely ","2019","16-34 y.","Single parent ","1","","",""
"Rarely ","2019","16-34 y.","Couple + C. LE 16 ","3","","",""
"Rarely ","2019","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely ","2019","16-34 y.","Couple + C. LE and GT 16","5","","",""
"Rarely ","2019","35-65 y.","1-pers.-HH","","","",""
"Rarely ","2019","35-65 y.","(Married) couple without C. ","1","","",""
"Rarely ","2019","35-65 y.","Single parent ","1","","",""
"Rarely ","2019","35-65 y.","Couple + C. LE 16 ","4","","",""
"Rarely ","2019","35-65 y.","Couple + C. GT 16 ","1","","",""
"Rarely ","2019","35-65 y.","Couple + C. LE and GT 16","4","","",""
"Rarely ","2019","66 and older","1-pers.-HH","","","",""
"Rarely ","2019","66 and older","(Married) couple without C. ","","","",""
"Rarely ","2019","66 and older","Single parent ","","","",""
"Rarely ","2019","66 and older","Couple + C. LE 16 ","","","",""
"Rarely ","2019","66 and older","Couple + C. GT 16 ","","","",""
"Rarely ","2019","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2019","16-34 y.","1-pers.-HH","","","",""
"Never","2019","16-34 y.","(Married) couple without C. ","","","",""
"Never","2019","16-34 y.","Single parent ","3","","",""
"Never","2019","16-34 y.","Couple + C. LE 16 ","14","","",""
"Never","2019","16-34 y.","Couple + C. GT 16 ","2","","",""
"Never","2019","16-34 y.","Couple + C. LE and GT 16","7","","",""
"Never","2019","35-65 y.","1-pers.-HH","","","",""
"Never","2019","35-65 y.","(Married) couple without C. ","","","",""
"Never","2019","35-65 y.","Single parent ","2","","",""
"Never","2019","35-65 y.","Couple + C. LE 16 ","7","","",""
"Never","2019","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2019","35-65 y.","Couple + C. LE and GT 16","7","","",""
"Never","2019","66 and older","1-pers.-HH","","","",""
"Never","2019","66 and older","(Married) couple without C. ","","","",""
"Never","2019","66 and older","Single parent ","","","",""
"Never","2019","66 and older","Couple + C. LE 16 ","","","",""
"Never","2019","66 and older","Couple + C. GT 16 ","","","",""
"Never","2019","66 and older","Couple + C. LE and GT 16","","","",""
