"plj0587","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Schleswig-Holstein","13","","",""
"Very often","2013","Hamburg","6","","",""
"Very often","2013","Lower Saxony","58","0.0232295118511416","0.0172697745304452","0.029189249171838"
"Very often","2013","Bremen","4","","",""
"Very often","2013","North Rhine-Westphalia","88","0.017492865780618","0.013898738203346","0.0210869933578901"
"Very often","2013","Hesse","41","0.0238094098821804","0.0166787871476016","0.0309400326167593"
"Very often","2013","Rhineland-Palatinate,Saarland","35","0.0261586825665948","0.017863034392077","0.0344543307411126"
"Very often","2013","Baden-Württemberg","47","0.019353330137","0.0144375260378154","0.0242691342361845"
"Very often","2013","Bavaria","55","0.0177750556162919","0.0136965713333275","0.0218535398992564"
"Very often","2013","Berlin","25","","",""
"Very often","2013","Brandenburg","22","","",""
"Very often","2013","Mecklenburg-Western Pomerania","13","","",""
"Very often","2013","Saxony","24","","",""
"Very often","2013","Saxony-Anhalt","28","","",""
"Very often","2013","Thuringia","24","","",""
"Often","2013","Schleswig-Holstein","75","0.0818588881972655","0.0639976550497256","0.0997201213448055"
"Often","2013","Hamburg","28","","",""
"Often","2013","Lower Saxony","213","0.0915938730374474","0.0801812873591296","0.103006458715765"
"Often","2013","Bremen","15","","",""
"Often","2013","North Rhine-Westphalia","395","0.0744435600348643","0.067247244940487","0.0816398751292415"
"Often","2013","Hesse","141","0.0902549389648257","0.0768525821249856","0.103657295804666"
"Often","2013","Rhineland-Palatinate,Saarland","107","0.0673309206248486","0.0543061717491867","0.0803556695005105"
"Often","2013","Baden-Württemberg","228","0.0811466253915522","0.0714030404594064","0.0908902103236979"
"Often","2013","Bavaria","294","0.0734771814768048","0.0654235429437105","0.081530820009899"
"Often","2013","Berlin","121","0.121190935169871","0.100820891225881","0.141560979113861"
"Often","2013","Brandenburg","100","0.109935603339587","0.0907763751743036","0.129094831504871"
"Often","2013","Mecklenburg-Western Pomerania","70","0.115523912028545","0.0897090721692505","0.141338751887839"
"Often","2013","Saxony","144","0.093552554031744","0.0797704612947331","0.107334646768755"
"Often","2013","Saxony-Anhalt","89","0.0917951808952855","0.0735966346761649","0.109993727114406"
"Often","2013","Thuringia","100","0.10287271738883","0.0840343837188581","0.121711051058802"
