"plj0587","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Thuringia","Rural Area","146","0.219157083432758","0.188468278742749","0.249845888122768","5"
"Never","2013","Saxony","Urban Area","114","0.097186298100695","0.0775033541637224","0.116869242037667","5"
"Never","2013","Schleswig-Holstein","Urban Area","22","","","","5"
"Never","2013","Schleswig-Holstein","Rural Area","98","0.15014748467559","0.12268611305049","0.17760885630069","5"
"Never","2013","Hamburg","Urban Area","116","0.219169430964184","0.178979313074063","0.259359548854306","5"
"Never","2013","Hamburg","Rural Area","","","","","5"
"Never","2013","Lower Saxony","Urban Area","200","0.142997670165673","0.122300797538999","0.163694542792347","5"
"Never","2013","Lower Saxony","Rural Area","221","0.159378755305324","0.139889563059793","0.178867947550854","5"
"Never","2013","Bremen","Urban Area","40","0.16736314322073","0.113424886387407","0.221301400054054","5"
"Never","2013","Bremen","Rural Area","","","","","5"
"Never","2013","North Rhine-Westphalia","Urban Area","1061","0.195528240365777","0.184524053270804","0.206532427460749","5"
"Never","2013","North Rhine-Westphalia","Rural Area","14","","","","5"
"Never","2013","Hesse","Urban Area","217","0.176053488914145","0.15604564452721","0.19606133330108","5"
"Never","2013","Hesse","Rural Area","36","0.0954347905243992","0.065251213822181","0.125618367226617","5"
"Never","2013","Rhineland-Palatinate,Saarland","Urban Area","268","0.22999979311826","0.204629835542605","0.255369750693916","5"
"Never","2013","Rhineland-Palatinate,Saarland","Rural Area","87","0.216495727378878","0.17424375295228","0.258747701805476","5"
"Never","2013","Baden-Württemberg","Urban Area","509","0.17257786169218","0.158260560984916","0.186895162399444","5"
"Never","2013","Baden-Württemberg","Rural Area","56","0.172782520922011","0.132656078630644","0.212908963213379","5"
"Never","2013","Bavaria","Urban Area","296","0.189094793620734","0.170753504869206","0.207436082372262","5"
"Never","2013","Bavaria","Rural Area","472","0.213591859739136","0.196772796747618","0.230410922730653","5"
"Never","2013","Berlin","Urban Area","129","0.11538337828066","0.0954418331163993","0.135324923444921","5"
"Never","2013","Berlin","Rural Area","","","","","5"
"Never","2013","Brandenburg","Urban Area","6","","","","5"
"Never","2013","Brandenburg","Rural Area","131","0.114466172103616","0.0940807619673651","0.134851582239866","5"
"Never","2013","Mecklenburg-Western Pomerania","Urban Area","5","","","","5"
