"plb0218","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, never","2005","(0) in school","16","","",""
"No, never","2005","(1a) inadequately completed","33","0.442139362389698","0.330482930688499","0.553795794090898"
"No, never","2005","(1b) general elementary school","291","0.451942593003066","0.412020289886171","0.491864896119961"
"No, never","2005","(1c) basic vocational qualification","884","0.353222078663109","0.334604733334313","0.371839423991905"
"No, never","2005","(2b) intermediate general qualification","155","0.43536154037974","0.382109502421417","0.488613578338062"
"No, never","2005","(2a) intermediate vocational","1193","0.334998991397349","0.318917267218","0.351080715576698"
"No, never","2005","(2c_gen) general maturity certificate","168","0.438723056580097","0.388296367790529","0.489149745369666"
"No, never","2005","(2c_voc) vocational maturity certificate","444","0.425983908041986","0.396074207006707","0.455893609077264"
"No, never","2005","(3a) lower tertiary education","418","0.358605705280969","0.330379437225296","0.386831973336641"
"No, never","2005","(3b) higher tertiary education","594","0.313718887968252","0.292430733479871","0.335007042456632"
"Yes, every week","2005","(0) in school","14","","",""
"Yes, every week","2005","(1a) inadequately completed","16","","",""
"Yes, every week","2005","(1b) general elementary school","86","0.176728835496501","0.146131325488787","0.207326345504214"
"Yes, every week","2005","(1c) basic vocational qualification","428","0.171451851851192","0.156771170712534","0.18613253298985"
"Yes, every week","2005","(2b) intermediate general qualification","48","0.169585574071245","0.129279743982233","0.209891404160256"
"Yes, every week","2005","(2a) intermediate vocational","417","0.134545603557715","0.12291890113142","0.146172305984009"
"Yes, every week","2005","(2c_gen) general maturity certificate","57","0.176650881504917","0.137895988877761","0.215405774132073"
"Yes, every week","2005","(2c_voc) vocational maturity certificate","92","0.0892286484289537","0.0719857496209525","0.106471547236955"
"Yes, every week","2005","(3a) lower tertiary education","138","0.124646363059112","0.105205573742194","0.14408715237603"
"Yes, every week","2005","(3b) higher tertiary education","282","0.158336460340866","0.14158794251972","0.175084978162013"
"Yes, every 2 weeks","2005","(0) in school","7","","",""
"Yes, every 2 weeks","2005","(1a) inadequately completed","8","","",""
"Yes, every 2 weeks","2005","(1b) general elementary school","90","0.14956566300141","0.120957019288605","0.178174306714216"
"Yes, every 2 weeks","2005","(1c) basic vocational qualification","380","0.138590504726026","0.125132279070811","0.15204873038124"
"Yes, every 2 weeks","2005","(2b) intermediate general qualification","49","0.171493394795802","0.13100806694096","0.211978722650645"
