"plb0218","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No, never","2009","Full Time","general elemantary","150","0.37053834314824","0.321461362149574","0.419615324146906"
"No, never","2009","Full Time","middle vocational","1032","0.324259790681102","0.308033725998431","0.340485855363774"
"No, never","2009","Full Time","vocational + Abi","175","0.394206398518873","0.349500387192593","0.438912409845154"
"No, never","2009","Full Time","higher vocational","146","0.236218662245994","0.202002691825447","0.27043463266654"
"No, never","2009","Full Time","higher education","553","0.269471090899566","0.249996860325474","0.288945321473658"
"No, never","2009","Part Time","in school","8","","",""
"No, never","2009","Part Time","inadequately","3","","",""
"No, never","2009","Part Time","general elemantary","145","0.475348736677918","0.416325465177995","0.534372008177841"
"No, never","2009","Part Time","middle vocational","772","0.429652316200279","0.406406091283479","0.452898541117079"
"No, never","2009","Part Time","vocational + Abi","111","0.422895156894256","0.360132209854443","0.485658103934069"
"No, never","2009","Part Time","higher vocational","114","0.503262115010894","0.440654694615605","0.565869535406184"
"No, never","2009","Part Time","higher education","321","0.446372120522445","0.410136437724507","0.482607803320382"
"No, never","2009","Not Working","in school","","","",""
"No, never","2009","Not Working","inadequately","2","","",""
"No, never","2009","Not Working","general elemantary","5","","",""
"No, never","2009","Not Working","middle vocational","30","0.404021084694626","0.283801404902044","0.524240764487208"
"No, never","2009","Not Working","vocational + Abi","7","","",""
"No, never","2009","Not Working","higher vocational","4","","",""
"No, never","2009","Not Working","higher education","12","","",""
"Yes, every week","2009","Full Time","in school","","","",""
"Yes, every week","2009","Full Time","inadequately","6","","",""
"Yes, every week","2009","Full Time","general elemantary","53","0.181368464848276","0.142212156051273","0.22052477364528"
"Yes, every week","2009","Full Time","middle vocational","471","0.143496920231648","0.131344507040111","0.155649333423185"
"Yes, every week","2009","Full Time","vocational + Abi","47","0.107387280517679","0.0790635987617596","0.135710962273598"
"Yes, every week","2009","Full Time","higher vocational","114","0.194240293279387","0.162371936308839","0.226108650249934"
"Yes, every week","2009","Full Time","higher education","371","0.185160264729835","0.168111398230218","0.202209131229451"
"Yes, every week","2009","Part Time","in school","12","","",""
"Yes, every week","2009","Part Time","inadequately","7","","",""
"Yes, every week","2009","Part Time","general elemantary","45","0.17576451840317","0.130778971842449","0.220750064963891"
"Yes, every week","2009","Part Time","middle vocational","232","0.144878679511904","0.128349925265319","0.161407433758489"
"Yes, every week","2009","Part Time","vocational + Abi","32","0.142959376269438","0.0984894265081186","0.187429326030757"
"Yes, every week","2009","Part Time","higher vocational","26","","",""
"Yes, every week","2009","Part Time","higher education","104","0.121373345877136","0.0975697377782914","0.145176953975981"
"Yes, every week","2009","Not Working","in school","3","","",""
"Yes, every week","2009","Not Working","inadequately","","","",""
"Yes, every week","2009","Not Working","general elemantary","5","","",""
"Yes, every week","2009","Not Working","middle vocational","11","","",""
"Yes, every week","2009","Not Working","vocational + Abi","1","","",""
"Yes, every week","2009","Not Working","higher vocational","2","","",""
"Yes, every week","2009","Not Working","higher education","3","","",""
"Yes, every 2 weeks","2009","Full Time","in school","","","",""
"Yes, every 2 weeks","2009","Full Time","inadequately","4","","",""
"Yes, every 2 weeks","2009","Full Time","general elemantary","60","0.158650563172097","0.121523924248829","0.195777202095365"
"Yes, every 2 weeks","2009","Full Time","middle vocational","515","0.171354669985732","0.158292687746255","0.18441665222521"
"Yes, every 2 weeks","2009","Full Time","vocational + Abi","62","0.130868645258477","0.100015299901102","0.161721990615852"
"Yes, every 2 weeks","2009","Full Time","higher vocational","81","0.139282734279144","0.111391602537776","0.167173866020513"
"Yes, every 2 weeks","2009","Full Time","higher education","209","0.11014090938055","0.0963998421739148","0.123881976587185"
"Yes, every 2 weeks","2009","Part Time","in school","3","","",""
"Yes, every 2 weeks","2009","Part Time","inadequately","4","","",""
"Yes, every 2 weeks","2009","Part Time","general elemantary","32","0.165852951908544","0.121892246206119","0.20981365761097"
"Yes, every 2 weeks","2009","Part Time","middle vocational","302","0.16238809654635","0.145069107738561","0.179707085354139"
"Yes, every 2 weeks","2009","Part Time","vocational + Abi","30","0.162910461039795","0.115994560581013","0.209826361498577"
"Yes, every 2 weeks","2009","Part Time","higher vocational","48","0.179846594179349","0.131755605666263","0.227937582692436"
"Yes, every 2 weeks","2009","Part Time","higher education","61","0.0991000784071292","0.0773202619283113","0.120879894885947"
"Yes, every 2 weeks","2009","Not Working","in school","1","","",""
"Yes, every 2 weeks","2009","Not Working","inadequately","","","",""
"Yes, every 2 weeks","2009","Not Working","general elemantary","2","","",""
"Yes, every 2 weeks","2009","Not Working","middle vocational","11","","",""
"Yes, every 2 weeks","2009","Not Working","vocational + Abi","1","","",""
"Yes, every 2 weeks","2009","Not Working","higher vocational","3","","",""
"Yes, every 2 weeks","2009","Not Working","higher education","3","","",""
"Yes, every 3-4 weeks","2009","Full Time","in school","","","",""
"Yes, every 3-4 weeks","2009","Full Time","inadequately","2","","",""
"Yes, every 3-4 weeks","2009","Full Time","general elemantary","34","0.0758914903157032","0.048980192247441","0.102802788383965"
"Yes, every 3-4 weeks","2009","Full Time","middle vocational","320","0.101059033958982","0.0906111117526757","0.111506956165288"
"Yes, every 3-4 weeks","2009","Full Time","vocational + Abi","39","0.0835599710592842","0.0582440977351583","0.10887584438341"
"Yes, every 3-4 weeks","2009","Full Time","higher vocational","56","0.0781176333066907","0.0565004288428001","0.0997348377705813"
"Yes, every 3-4 weeks","2009","Full Time","higher education","213","0.0997613775356613","0.0866077495950734","0.112915005476249"
"Yes, every 3-4 weeks","2009","Part Time","in school","2","","",""
"Yes, every 3-4 weeks","2009","Part Time","inadequately","","","",""
"Yes, every 3-4 weeks","2009","Part Time","general elemantary","15","","",""
"Yes, every 3-4 weeks","2009","Part Time","middle vocational","125","0.0742396884954006","0.0619287442286282","0.0865506327621729"
"Yes, every 3-4 weeks","2009","Part Time","vocational + Abi","19","","",""
"Yes, every 3-4 weeks","2009","Part Time","higher vocational","17","","",""
"Yes, every 3-4 weeks","2009","Part Time","higher education","50","0.0637284310541228","0.0459232467482544","0.0815336153599913"
"Yes, every 3-4 weeks","2009","Not Working","in school","","","",""
"Yes, every 3-4 weeks","2009","Not Working","inadequately","","","",""
"Yes, every 3-4 weeks","2009","Not Working","general elemantary","2","","",""
"Yes, every 3-4 weeks","2009","Not Working","middle vocational","4","","",""
"Yes, every 3-4 weeks","2009","Not Working","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2009","Not Working","higher vocational","","","",""
"Yes, every 3-4 weeks","2009","Not Working","higher education","4","","",""
"Rarely","2009","Full Time","in school","","","",""
"Rarely","2009","Full Time","inadequately","4","","",""
"Rarely","2009","Full Time","general elemantary","75","0.213551138515683","0.171906143860774","0.255196133170592"
"Rarely","2009","Full Time","middle vocational","859","0.259829585142535","0.24462806799049","0.27503110229458"
"Rarely","2009","Full Time","vocational + Abi","136","0.283977704645686","0.242725501927511","0.325229907363862"
"Rarely","2009","Full Time","higher vocational","195","0.352140676888784","0.313665051161401","0.390616302616168"
"Rarely","2009","Full Time","higher education","648","0.335466357454388","0.314742600669584","0.356190114239192"
"Rarely","2009","Part Time","in school","6","","",""
"Rarely","2009","Part Time","inadequately","3","","",""
"Rarely","2009","Part Time","general elemantary","38","0.104266812617232","0.0681471133621589","0.140386511872304"
"Rarely","2009","Part Time","middle vocational","311","0.188841219246066","0.170462072284008","0.207220366208125"
"Rarely","2009","Part Time","vocational + Abi","46","0.189579894280924","0.139782014282268","0.23937777427958"
"Rarely","2009","Part Time","higher vocational","40","0.1492020491858","0.104588614444905","0.193815483926695"
"Rarely","2009","Part Time","higher education","187","0.269426024139167","0.237086709442411","0.301765338835924"
"Rarely","2009","Not Working","in school","2","","",""
"Rarely","2009","Not Working","inadequately","","","",""
"Rarely","2009","Not Working","general elemantary","","","",""
"Rarely","2009","Not Working","middle vocational","8","","",""
"Rarely","2009","Not Working","vocational + Abi","","","",""
"Rarely","2009","Not Working","higher vocational","1","","",""
"Rarely","2009","Not Working","higher education","2","","",""
"No, never","2010","Full Time","in school","","","",""
"No, never","2010","Full Time","inadequately","15","","",""
"No, never","2010","Full Time","general elemantary","57","0.339350770997279","0.271121282860033","0.407580259134526"
"No, never","2010","Full Time","middle vocational","315","0.275486660754377","0.250039125765313","0.30093419574344"
"No, never","2010","Full Time","vocational + Abi","74","0.339034102710091","0.276050218078495","0.402017987341687"
"No, never","2010","Full Time","higher vocational","37","0.159372967297475","0.108771971036324","0.209973963558625"
"No, never","2010","Full Time","higher education","198","0.302403277159743","0.26818244972096","0.336624104598525"
"No, never","2010","Part Time","in school","7","","",""
"No, never","2010","Part Time","inadequately","7","","",""
"No, never","2010","Part Time","general elemantary","77","0.448652525326585","0.372300239757918","0.525004810895251"
"No, never","2010","Part Time","middle vocational","340","0.394206856308096","0.361919609123858","0.426494103492334"
"No, never","2010","Part Time","vocational + Abi","115","0.480307607553926","0.416293886247467","0.544321328860385"
"No, never","2010","Part Time","higher vocational","30","0.359308755241747","0.249991045192649","0.468626465290845"
"No, never","2010","Part Time","higher education","157","0.430817737029066","0.381671728227726","0.479963745830405"
"No, never","2010","Not Working","in school","3","","",""
"No, never","2010","Not Working","inadequately","2","","",""
"No, never","2010","Not Working","general elemantary","13","","",""
"No, never","2010","Not Working","middle vocational","47","0.48760556286599","0.393769155722489","0.581441970009491"
"No, never","2010","Not Working","vocational + Abi","14","","",""
"No, never","2010","Not Working","higher vocational","6","","",""
"No, never","2010","Not Working","higher education","15","","",""
"Yes, every week","2010","Full Time","in school","1","","",""
"Yes, every week","2010","Full Time","inadequately","4","","",""
"Yes, every week","2010","Full Time","general elemantary","31","0.148215485372087","0.0970150224877124","0.199415948256461"
"Yes, every week","2010","Full Time","middle vocational","152","0.128168017022229","0.109127511665971","0.147208522378488"
"Yes, every week","2010","Full Time","vocational + Abi","24","","",""
"Yes, every week","2010","Full Time","higher vocational","40","0.222880000497777","0.1653453266832","0.280414674312353"
"Yes, every week","2010","Full Time","higher education","98","0.119649205277583","0.0954680061572207","0.143830404397944"
"Yes, every week","2010","Part Time","in school","2","","",""
"Yes, every week","2010","Part Time","inadequately","6","","",""
"Yes, every week","2010","Part Time","general elemantary","20","","",""
"Yes, every week","2010","Part Time","middle vocational","150","0.165801019071992","0.141229320435601","0.190372717708383"
"Yes, every week","2010","Part Time","vocational + Abi","22","","",""
"Yes, every week","2010","Part Time","higher vocational","8","","",""
"Yes, every week","2010","Part Time","higher education","50","0.0960148025063185","0.0667755986283004","0.125254006384337"
"Yes, every week","2010","Not Working","in school","","","",""
"Yes, every week","2010","Not Working","inadequately","2","","",""
"Yes, every week","2010","Not Working","general elemantary","5","","",""
"Yes, every week","2010","Not Working","middle vocational","13","","",""
"Yes, every week","2010","Not Working","vocational + Abi","1","","",""
"Yes, every week","2010","Not Working","higher vocational","","","",""
"Yes, every week","2010","Not Working","higher education","2","","",""
"Yes, every 2 weeks","2010","Full Time","in school","1","","",""
"Yes, every 2 weeks","2010","Full Time","inadequately","5","","",""
"Yes, every 2 weeks","2010","Full Time","general elemantary","35","0.174297593907837","0.119631291707413","0.228963896108261"
"Yes, every 2 weeks","2010","Full Time","middle vocational","211","0.172201519042381","0.150695845867507","0.193707192217255"
"Yes, every 2 weeks","2010","Full Time","vocational + Abi","33","0.136018054571433","0.0904071340632242","0.181628975079641"
"Yes, every 2 weeks","2010","Full Time","higher vocational","33","0.190444603036206","0.136162372717879","0.244726833354533"
"Yes, every 2 weeks","2010","Full Time","higher education","101","0.161552808058239","0.134131374421333","0.188974241695144"
"Yes, every 2 weeks","2010","Part Time","in school","","","",""
"Yes, every 2 weeks","2010","Part Time","inadequately","4","","",""
"Yes, every 2 weeks","2010","Part Time","general elemantary","34","0.210577592718341","0.147986131296123","0.273169054140559"
"Yes, every 2 weeks","2010","Part Time","middle vocational","171","0.195034402333778","0.168855524474106","0.22121328019345"
"Yes, every 2 weeks","2010","Part Time","vocational + Abi","40","0.149912247561397","0.104172833210327","0.195651661912468"
"Yes, every 2 weeks","2010","Part Time","higher vocational","8","","",""
"Yes, every 2 weeks","2010","Part Time","higher education","47","0.131332315622756","0.0978104314532625","0.164854199792249"
"Yes, every 2 weeks","2010","Not Working","in school","1","","",""
"Yes, every 2 weeks","2010","Not Working","inadequately","","","",""
"Yes, every 2 weeks","2010","Not Working","general elemantary","4","","",""
"Yes, every 2 weeks","2010","Not Working","middle vocational","20","","",""
"Yes, every 2 weeks","2010","Not Working","vocational + Abi","5","","",""
"Yes, every 2 weeks","2010","Not Working","higher vocational","","","",""
"Yes, every 2 weeks","2010","Not Working","higher education","4","","",""
"Yes, every 3-4 weeks","2010","Full Time","in school","","","",""
"Yes, every 3-4 weeks","2010","Full Time","inadequately","5","","",""
"Yes, every 3-4 weeks","2010","Full Time","general elemantary","20","","",""
"Yes, every 3-4 weeks","2010","Full Time","middle vocational","153","0.128219839248852","0.109176050966413","0.147263627531291"
"Yes, every 3-4 weeks","2010","Full Time","vocational + Abi","23","","",""
"Yes, every 3-4 weeks","2010","Full Time","higher vocational","24","","",""
"Yes, every 3-4 weeks","2010","Full Time","higher education","64","0.0890858068411252","0.0678612790301669","0.110310334652083"
"Yes, every 3-4 weeks","2010","Part Time","in school","2","","",""
"Yes, every 3-4 weeks","2010","Part Time","inadequately","2","","",""
"Yes, every 3-4 weeks","2010","Part Time","general elemantary","10","","",""
"Yes, every 3-4 weeks","2010","Part Time","middle vocational","61","0.0735990445326332","0.0563469296978816","0.0908511593673849"
"Yes, every 3-4 weeks","2010","Part Time","vocational + Abi","10","","",""
"Yes, every 3-4 weeks","2010","Part Time","higher vocational","5","","",""
"Yes, every 3-4 weeks","2010","Part Time","higher education","35","0.0920576708756913","0.063364740085942","0.120750601665441"
"Yes, every 3-4 weeks","2010","Not Working","in school","1","","",""
"Yes, every 3-4 weeks","2010","Not Working","inadequately","1","","",""
"Yes, every 3-4 weeks","2010","Not Working","general elemantary","3","","",""
"Yes, every 3-4 weeks","2010","Not Working","middle vocational","9","","",""
"Yes, every 3-4 weeks","2010","Not Working","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2010","Not Working","higher vocational","","","",""
"Yes, every 3-4 weeks","2010","Not Working","higher education","3","","",""
"Rarely","2010","Full Time","in school","","","",""
"Rarely","2010","Full Time","inadequately","5","","",""
"Rarely","2010","Full Time","general elemantary","42","0.218524032198643","0.158975694433943","0.278072369963344"
"Rarely","2010","Full Time","middle vocational","353","0.295923963932161","0.269924039292889","0.321923888571433"
"Rarely","2010","Full Time","vocational + Abi","63","0.325548644420913","0.263203665033248","0.387893623808579"
"Rarely","2010","Full Time","higher vocational","67","0.302373778685678","0.238879656435485","0.365867900935871"
"Rarely","2010","Full Time","higher education","231","0.327308902663311","0.29234806797186","0.362269737354762"
"Rarely","2010","Part Time","in school","1","","",""
"Rarely","2010","Part Time","inadequately","7","","",""
"Rarely","2010","Part Time","general elemantary","22","","",""
"Rarely","2010","Part Time","middle vocational","158","0.1713586777535","0.146461902466928","0.196255453040073"
"Rarely","2010","Part Time","vocational + Abi","47","0.237224957067102","0.182722185416957","0.291727728717247"
"Rarely","2010","Part Time","higher vocational","23","","",""
"Rarely","2010","Part Time","higher education","101","0.249777473966169","0.206815179037444","0.292739768894894"
"Rarely","2010","Not Working","in school","","","",""
"Rarely","2010","Not Working","inadequately","","","",""
"Rarely","2010","Not Working","general elemantary","3","","",""
"Rarely","2010","Not Working","middle vocational","20","","",""
"Rarely","2010","Not Working","vocational + Abi","6","","",""
"Rarely","2010","Not Working","higher vocational","2","","",""
"Rarely","2010","Not Working","higher education","11","","",""
"No, never","2011","Full Time","in school","1","","",""
"No, never","2011","Full Time","inadequately","25","","",""
"No, never","2011","Full Time","general elemantary","232","0.364632631351953","0.327017464958829","0.402247797745076"
"No, never","2011","Full Time","middle vocational","1503","0.333350352254201","0.319854512887982","0.34684619162042"
"No, never","2011","Full Time","vocational + Abi","306","0.412663490312517","0.377980292468369","0.447346688156666"
"No, never","2011","Full Time","higher vocational","243","0.264722900697265","0.23568885490384","0.293756946490691"
"No, never","2011","Full Time","higher education","918","0.308078010296785","0.291584094994736","0.324571925598835"
"No, never","2011","Part Time","in school","19","","",""
"No, never","2011","Part Time","inadequately","23","","",""
"No, never","2011","Part Time","general elemantary","225","0.433107745323426","0.389632098201841","0.47658339244501"
"No, never","2011","Part Time","middle vocational","1414","0.461297384598655","0.443788687676738","0.478806081520572"
"No, never","2011","Part Time","vocational + Abi","306","0.410747526945952","0.371447935910392","0.450047117981511"
"No, never","2011","Part Time","higher vocational","168","0.458827365800838","0.406918799981934","0.510735931619741"
"No, never","2011","Part Time","higher education","590","0.448933546563759","0.421696090499748","0.47617100262777"
"No, never","2011","Not Working","in school","2","","",""
"No, never","2011","Not Working","inadequately","6","","",""
"No, never","2011","Not Working","general elemantary","28","","",""
"No, never","2011","Not Working","middle vocational","104","0.594661112631842","0.524104857172712","0.665217368090972"
"No, never","2011","Not Working","vocational + Abi","25","","",""
"No, never","2011","Not Working","higher vocational","5","","",""
"No, never","2011","Not Working","higher education","56","0.605600370066439","0.507837534448306","0.703363205684571"
"Yes, every week","2011","Full Time","in school","","","",""
"Yes, every week","2011","Full Time","inadequately","14","","",""
"Yes, every week","2011","Full Time","general elemantary","92","0.14062955995639","0.113461959428752","0.167797160484028"
"Yes, every week","2011","Full Time","middle vocational","686","0.144182366541666","0.134125856205622","0.15423887687771"
"Yes, every week","2011","Full Time","vocational + Abi","94","0.12722885571632","0.103753044370151","0.15070466706249"
"Yes, every week","2011","Full Time","higher vocational","148","0.161572146270716","0.137350571415008","0.185793721126423"
"Yes, every week","2011","Full Time","higher education","536","0.179826612815369","0.166106911334967","0.193546314295771"
"Yes, every week","2011","Part Time","in school","11","","",""
"Yes, every week","2011","Part Time","inadequately","17","","",""
"Yes, every week","2011","Part Time","general elemantary","98","0.206198432470077","0.170701038223662","0.241695826716491"
"Yes, every week","2011","Part Time","middle vocational","407","0.138450810616104","0.126320369963913","0.150581251268294"
"Yes, every week","2011","Part Time","vocational + Abi","52","0.113426757561835","0.088095023853697","0.138758491269973"
"Yes, every week","2011","Part Time","higher vocational","28","","",""
"Yes, every week","2011","Part Time","higher education","145","0.10242152958065","0.0858178108294463","0.119025248331855"
"Yes, every week","2011","Not Working","in school","3","","",""
"Yes, every week","2011","Not Working","inadequately","1","","",""
"Yes, every week","2011","Not Working","general elemantary","8","","",""
"Yes, every week","2011","Not Working","middle vocational","27","","",""
"Yes, every week","2011","Not Working","vocational + Abi","4","","",""
"Yes, every week","2011","Not Working","higher vocational","1","","",""
"Yes, every week","2011","Not Working","higher education","12","","",""
"Yes, every 2 weeks","2011","Full Time","in school","4","","",""
"Yes, every 2 weeks","2011","Full Time","inadequately","8","","",""
"Yes, every 2 weeks","2011","Full Time","general elemantary","124","0.217792369928813","0.185536770087787","0.250047969769838"
"Yes, every 2 weeks","2011","Full Time","middle vocational","847","0.180205890957577","0.169202222339774","0.191209559575379"
"Yes, every 2 weeks","2011","Full Time","vocational + Abi","103","0.125589339289164","0.102243380184249","0.148935298394078"
"Yes, every 2 weeks","2011","Full Time","higher vocational","139","0.144984733783648","0.12181428992204","0.168155177645255"
"Yes, every 2 weeks","2011","Full Time","higher education","346","0.105732479907968","0.094747411110234","0.116717548705703"
"Yes, every 2 weeks","2011","Part Time","in school","5","","",""
"Yes, every 2 weeks","2011","Part Time","inadequately","12","","",""
"Yes, every 2 weeks","2011","Part Time","general elemantary","80","0.166358356799938","0.13368379065632","0.199032922943556"
"Yes, every 2 weeks","2011","Part Time","middle vocational","572","0.16950877541103","0.156330687390289","0.182686863431772"
"Yes, every 2 weeks","2011","Part Time","vocational + Abi","98","0.156161874953704","0.12716394981729","0.185159800090119"
"Yes, every 2 weeks","2011","Part Time","higher vocational","49","0.135516042674977","0.0998610554965171","0.171171029853437"
"Yes, every 2 weeks","2011","Part Time","higher education","116","0.0906179198615145","0.0748978755288144","0.106337964194215"
"Yes, every 2 weeks","2011","Not Working","in school","1","","",""
"Yes, every 2 weeks","2011","Not Working","inadequately","1","","",""
"Yes, every 2 weeks","2011","Not Working","general elemantary","7","","",""
"Yes, every 2 weeks","2011","Not Working","middle vocational","30","0.123053568922767","0.0758445192126538","0.170262618632879"
"Yes, every 2 weeks","2011","Not Working","vocational + Abi","3","","",""
"Yes, every 2 weeks","2011","Not Working","higher vocational","4","","",""
"Yes, every 2 weeks","2011","Not Working","higher education","10","","",""
"Yes, every 3-4 weeks","2011","Full Time","in school","","","",""
"Yes, every 3-4 weeks","2011","Full Time","inadequately","5","","",""
"Yes, every 3-4 weeks","2011","Full Time","general elemantary","55","0.0743709539479257","0.0538667491251767","0.0948751587706747"
"Yes, every 3-4 weeks","2011","Full Time","middle vocational","492","0.103026705269245","0.0943237795530453","0.111729630985445"
"Yes, every 3-4 weeks","2011","Full Time","vocational + Abi","70","0.0832151590083852","0.0637565161933852","0.102673801823385"
"Yes, every 3-4 weeks","2011","Full Time","higher vocational","84","0.0892288915941108","0.0704684242511907","0.107989358937031"
"Yes, every 3-4 weeks","2011","Full Time","higher education","301","0.0946107908967411","0.08415509756633","0.105066484227152"
"Yes, every 3-4 weeks","2011","Part Time","in school","2","","",""
"Yes, every 3-4 weeks","2011","Part Time","inadequately","7","","",""
"Yes, every 3-4 weeks","2011","Part Time","general elemantary","43","0.0851910385108179","0.0606970235026948","0.109685053518941"
"Yes, every 3-4 weeks","2011","Part Time","middle vocational","245","0.0821777252108521","0.072531772216064","0.0918236782056403"
"Yes, every 3-4 weeks","2011","Part Time","vocational + Abi","51","0.0866262909301763","0.0641565037803539","0.109096078079999"
"Yes, every 3-4 weeks","2011","Part Time","higher vocational","34","0.103333886719715","0.0716248374289677","0.135042936010462"
"Yes, every 3-4 weeks","2011","Part Time","higher education","110","0.0824549815150075","0.0673925298484518","0.0975174331815632"
"Yes, every 3-4 weeks","2011","Not Working","in school","1","","",""
"Yes, every 3-4 weeks","2011","Not Working","inadequately","","","",""
"Yes, every 3-4 weeks","2011","Not Working","general elemantary","6","","",""
"Yes, every 3-4 weeks","2011","Not Working","middle vocational","13","","",""
"Yes, every 3-4 weeks","2011","Not Working","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2011","Not Working","higher vocational","","","",""
"Yes, every 3-4 weeks","2011","Not Working","higher education","4","","",""
"Rarely","2011","Full Time","in school","","","",""
"Rarely","2011","Full Time","inadequately","14","","",""
"Rarely","2011","Full Time","general elemantary","126","0.202574484814919","0.171165044073659","0.23398392555618"
"Rarely","2011","Full Time","middle vocational","1159","0.239234684977312","0.227021243975745","0.251448125978878"
"Rarely","2011","Full Time","vocational + Abi","201","0.251303155673613","0.220744828028202","0.281861483319024"
"Rarely","2011","Full Time","higher vocational","273","0.339491327654261","0.308328282746325","0.370654372562196"
"Rarely","2011","Full Time","higher education","909","0.311752106083136","0.295204240411674","0.328299971754598"
"Rarely","2011","Part Time","in school","6","","",""
"Rarely","2011","Part Time","inadequately","10","","",""
"Rarely","2011","Part Time","general elemantary","53","0.109144426895742","0.0817852988993749","0.136503554892109"
"Rarely","2011","Part Time","middle vocational","476","0.148565304163358","0.136073557818524","0.161057050508193"
"Rarely","2011","Part Time","vocational + Abi","95","0.233037549608333","0.199266088636265","0.2668090105804"
"Rarely","2011","Part Time","higher vocational","75","0.180466853532959","0.140405239270889","0.220528467795029"
"Rarely","2011","Part Time","higher education","320","0.275572022479068","0.251104573284683","0.300039471673454"
"Rarely","2011","Not Working","in school","1","","",""
"Rarely","2011","Not Working","inadequately","1","","",""
"Rarely","2011","Not Working","general elemantary","4","","",""
"Rarely","2011","Not Working","middle vocational","12","","",""
"Rarely","2011","Not Working","vocational + Abi","8","","",""
"Rarely","2011","Not Working","higher vocational","2","","",""
"Rarely","2011","Not Working","higher education","14","","",""
"No, never","2012","Full Time","in school","","","",""
"No, never","2012","Full Time","inadequately","7","","",""
"No, never","2012","Full Time","general elemantary","81","0.370219204553022","0.305066711048207","0.435371698057837"
"No, never","2012","Full Time","middle vocational","374","0.317769032079454","0.291588320147077","0.343949744011831"
"No, never","2012","Full Time","vocational + Abi","106","0.416014351298106","0.355517434093543","0.476511268502668"
"No, never","2012","Full Time","higher vocational","68","0.249112078634099","0.193338687269483","0.304885469998714"
"No, never","2012","Full Time","higher education","256","0.356002084569084","0.322071927136646","0.389932242001522"
"No, never","2012","Part Time","in school","3","","",""
"No, never","2012","Part Time","inadequately","10","","",""
"No, never","2012","Part Time","general elemantary","84","0.502309185160789","0.426476710593847","0.578141659727731"
"No, never","2012","Part Time","middle vocational","509","0.468036791728337","0.438455386199265","0.497618197257408"
"No, never","2012","Part Time","vocational + Abi","165","0.513732846808671","0.457732139521468","0.569733554095875"
"No, never","2012","Part Time","higher vocational","38","0.4582654391708","0.348393606258187","0.568137272083413"
"No, never","2012","Part Time","higher education","208","0.460874278997605","0.415665173697996","0.506083384297214"
"No, never","2012","Not Working","in school","3","","",""
"No, never","2012","Not Working","inadequately","4","","",""
"No, never","2012","Not Working","general elemantary","16","","",""
"No, never","2012","Not Working","middle vocational","54","0.453876864051785","0.35998012200338","0.547773606100191"
"No, never","2012","Not Working","vocational + Abi","11","","",""
"No, never","2012","Not Working","higher vocational","5","","",""
"No, never","2012","Not Working","higher education","19","","",""
"Yes, every week","2012","Full Time","in school","","","",""
"Yes, every week","2012","Full Time","inadequately","8","","",""
"Yes, every week","2012","Full Time","general elemantary","29","","",""
"Yes, every week","2012","Full Time","middle vocational","167","0.137396113788792","0.118038452712012","0.156753774865571"
"Yes, every week","2012","Full Time","vocational + Abi","30","0.126805994677438","0.0859643459146178","0.167647643440258"
"Yes, every week","2012","Full Time","higher vocational","54","0.246583838149336","0.191000852497907","0.302166823800765"
"Yes, every week","2012","Full Time","higher education","117","0.138575067984528","0.114091841941209","0.163058294027848"
"Yes, every week","2012","Part Time","in school","9","","",""
"Yes, every week","2012","Part Time","inadequately","10","","",""
"Yes, every week","2012","Part Time","general elemantary","23","","",""
"Yes, every week","2012","Part Time","middle vocational","145","0.132519751226178","0.112419193231136","0.152620309221219"
"Yes, every week","2012","Part Time","vocational + Abi","33","0.111374519930375","0.0761260977716102","0.146622942089139"
"Yes, every week","2012","Part Time","higher vocational","7","","",""
"Yes, every week","2012","Part Time","higher education","65","0.118679158799246","0.089347008574391","0.148011309024101"
"Yes, every week","2012","Not Working","in school","","","",""
"Yes, every week","2012","Not Working","inadequately","","","",""
"Yes, every week","2012","Not Working","general elemantary","7","","",""
"Yes, every week","2012","Not Working","middle vocational","15","","",""
"Yes, every week","2012","Not Working","vocational + Abi","3","","",""
"Yes, every week","2012","Not Working","higher vocational","1","","",""
"Yes, every week","2012","Not Working","higher education","6","","",""
"Yes, every 2 weeks","2012","Full Time","in school","","","",""
"Yes, every 2 weeks","2012","Full Time","inadequately","9","","",""
"Yes, every 2 weeks","2012","Full Time","general elemantary","47","0.255347372655364","0.196510521328799","0.314184223981929"
"Yes, every 2 weeks","2012","Full Time","middle vocational","246","0.210125720185946","0.187218175325577","0.233033265046315"
"Yes, every 2 weeks","2012","Full Time","vocational + Abi","44","0.169273048161358","0.123247278615578","0.215298817707138"
"Yes, every 2 weeks","2012","Full Time","higher vocational","30","0.122936253136908","0.0805916889620949","0.16528081731172"
"Yes, every 2 weeks","2012","Full Time","higher education","94","0.111223395632404","0.0889435716541993","0.133503219610608"
"Yes, every 2 weeks","2012","Part Time","in school","2","","",""
"Yes, every 2 weeks","2012","Part Time","inadequately","6","","",""
"Yes, every 2 weeks","2012","Part Time","general elemantary","31","0.182879639294867","0.124250225787531","0.241509052802202"
"Yes, every 2 weeks","2012","Part Time","middle vocational","197","0.172102370604815","0.149724448601227","0.194480292608402"
