"plb0218","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2012","35-65 y.","no migration background","286","0.0913010790213122","0.081384621935716","0.101217536106908"
"Yes, every 3-4 weeks","2012","35-65 y.","direct migration background","52","0.0918611619685196","0.0665698522461568","0.117152471690882"
"Yes, every 3-4 weeks","2012","35-65 y.","indirect migration background","15","","",""
"Yes, every 3-4 weeks","2012","66 and older","no migration background","2","","",""
"Yes, every 3-4 weeks","2012","66 and older","direct migration background","","","",""
"Yes, every 3-4 weeks","2012","66 and older","indirect migration background","","","",""
"Rarely","2012","16-34 y.","no migration background","152","0.169917459505093","0.145160255166585","0.194674663843602"
"Rarely","2012","16-34 y.","direct migration background","30","0.113437293426356","0.0712432756649758","0.155631311187736"
"Rarely","2012","16-34 y.","indirect migration background","17","","",""
"Rarely","2012","35-65 y.","no migration background","701","0.227745391125395","0.213307172009907","0.242183610240883"
"Rarely","2012","35-65 y.","direct migration background","89","0.161228521197939","0.129027326064863","0.193429716331016"
"Rarely","2012","35-65 y.","indirect migration background","42","0.17616389069887","0.122136963717315","0.230190817680425"
"Rarely","2012","66 and older","no migration background","","","",""
"Rarely","2012","66 and older","direct migration background","","","",""
"Rarely","2012","66 and older","indirect migration background","","","",""
"No, never","2013","16-34 y.","no migration background","1198","0.391359864889221","0.373660782581224","0.409058947197219"
"No, never","2013","16-34 y.","direct migration background","136","0.422503079071508","0.370530636349776","0.47447552179324"
"No, never","2013","16-34 y.","indirect migration background","163","0.401035927112532","0.351231419802765","0.4508404344223"
"No, never","2013","35-65 y.","no migration background","3763","0.352635411560292","0.343261982566542","0.362008840554043"
"No, never","2013","35-65 y.","direct migration background","467","0.366889119074778","0.339800391331581","0.393977846817975"
"No, never","2013","35-65 y.","indirect migration background","164","0.416831812071833","0.370122491816461","0.463541132327205"
"No, never","2013","66 and older","no migration background","107","0.486771164089725","0.426592422722794","0.546949905456656"
"No, never","2013","66 and older","direct migration background","4","","",""
"No, never","2013","66 and older","indirect migration background","","","",""
"Yes, every week","2013","16-34 y.","no migration background","389","0.117528753586578","0.10584978044808","0.129207726725075"
"Yes, every week","2013","16-34 y.","direct migration background","51","0.119067173015395","0.084991003366845","0.153143342663945"
"Yes, every week","2013","16-34 y.","indirect migration background","72","0.262608811752654","0.21789103122308","0.307326592282229"
"Yes, every week","2013","35-65 y.","no migration background","1288","0.134620561281009","0.127924490313772","0.141316632248246"
"Yes, every week","2013","35-65 y.","direct migration background","194","0.163843318641435","0.143039670311638","0.184646966971232"
"Yes, every week","2013","35-65 y.","indirect migration background","49","0.102360117598374","0.073642879784656","0.131077355412091"
"Yes, every week","2013","66 and older","no migration background","49","0.175326521410325","0.129545025818537","0.221108017002114"
"Yes, every week","2013","66 and older","direct migration background","7","","",""
"Yes, every week","2013","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2013","16-34 y.","no migration background","482","0.169953204514025","0.156332540504147","0.183573868523904"
"Yes, every 2 weeks","2013","16-34 y.","direct migration background","76","0.165681956151806","0.1265630431558","0.204800869147813"
"Yes, every 2 weeks","2013","16-34 y.","indirect migration background","61","0.157858628399431","0.120807342494626","0.194909914304236"
"Yes, every 2 weeks","2013","35-65 y.","no migration background","1485","0.153308120236258","0.146239960758191","0.160376279714326"
"Yes, every 2 weeks","2013","35-65 y.","direct migration background","210","0.162158601723053","0.141441346961654","0.182875856484453"
"Yes, every 2 weeks","2013","35-65 y.","indirect migration background","79","0.142612576262576","0.109484694025185","0.175740458499968"
"Yes, every 2 weeks","2013","66 and older","no migration background","23","","",""
"Yes, every 2 weeks","2013","66 and older","direct migration background","1","","",""
"Yes, every 2 weeks","2013","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","no migration background","262","0.0934835710714405","0.0829266372468962","0.104040504895985"
"Yes, every 3-4 weeks","2013","16-34 y.","direct migration background","29","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","indirect migration background","25","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","no migration background","886","0.0926999793796189","0.0870104500262922","0.0983895087329457"
"Yes, every 3-4 weeks","2013","35-65 y.","direct migration background","103","0.0994204465219791","0.0826022199261282","0.11623867311783"
"Yes, every 3-4 weeks","2013","35-65 y.","indirect migration background","40","0.107947043900908","0.0785484268051497","0.137345660996666"
"Yes, every 3-4 weeks","2013","66 and older","no migration background","15","","",""
"Yes, every 3-4 weeks","2013","66 and older","direct migration background","","","",""
"Yes, every 3-4 weeks","2013","66 and older","indirect migration background","","","",""
"Rarely","2013","16-34 y.","no migration background","590","0.227674605938735","0.212467738271461","0.242881473606009"
"Rarely","2013","16-34 y.","direct migration background","55","0.195173882877315","0.153473001394092","0.236874764360538"
"Rarely","2013","16-34 y.","indirect migration background","51","0.125972801875956","0.0922535842557317","0.15969201949618"
"Rarely","2013","35-65 y.","no migration background","2559","0.266735927542821","0.258059678198839","0.275412176886803"
"Rarely","2013","35-65 y.","direct migration background","242","0.207688514038755","0.184888478759069","0.23048854931844"
"Rarely","2013","35-65 y.","indirect migration background","96","0.230248450166309","0.190364345223149","0.270132555109469"
"Rarely","2013","66 and older","no migration background","71","0.241862744860342","0.190306228820988","0.293419260899695"
"Rarely","2013","66 and older","direct migration background","3","","",""
"Rarely","2013","66 and older","indirect migration background","","","",""
"No, never","2014","16-34 y.","no migration background","","","",""
"No, never","2014","16-34 y.","direct migration background","","","",""
"No, never","2014","16-34 y.","indirect migration background","","","",""
"No, never","2014","35-65 y.","no migration background","","","",""
"No, never","2014","35-65 y.","direct migration background","","","",""
"No, never","2014","35-65 y.","indirect migration background","","","",""
"No, never","2014","66 and older","no migration background","","","",""
"No, never","2014","66 and older","direct migration background","","","",""
"No, never","2014","66 and older","indirect migration background","","","",""
"Yes, every week","2014","16-34 y.","no migration background","","","",""
"Yes, every week","2014","16-34 y.","direct migration background","","","",""
"Yes, every week","2014","16-34 y.","indirect migration background","","","",""
"Yes, every week","2014","35-65 y.","no migration background","","","",""
"Yes, every week","2014","35-65 y.","direct migration background","","","",""
"Yes, every week","2014","35-65 y.","indirect migration background","","","",""
"Yes, every week","2014","66 and older","no migration background","","","",""
"Yes, every week","2014","66 and older","direct migration background","","","",""
"Yes, every week","2014","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2014","16-34 y.","no migration background","","","",""
"Yes, every 2 weeks","2014","16-34 y.","direct migration background","","","",""
"Yes, every 2 weeks","2014","16-34 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2014","35-65 y.","no migration background","","","",""
"Yes, every 2 weeks","2014","35-65 y.","direct migration background","","","",""
"Yes, every 2 weeks","2014","35-65 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2014","66 and older","no migration background","","","",""
"Yes, every 2 weeks","2014","66 and older","direct migration background","","","",""
"Yes, every 2 weeks","2014","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","66 and older","no migration background","","","",""
"Yes, every 3-4 weeks","2014","66 and older","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","66 and older","indirect migration background","","","",""
"Rarely","2014","16-34 y.","no migration background","","","",""
"Rarely","2014","16-34 y.","direct migration background","","","",""
"Rarely","2014","16-34 y.","indirect migration background","","","",""
"Rarely","2014","35-65 y.","no migration background","","","",""
"Rarely","2014","35-65 y.","direct migration background","","","",""
"Rarely","2014","35-65 y.","indirect migration background","","","",""
"Rarely","2014","66 and older","no migration background","","","",""
"Rarely","2014","66 and older","direct migration background","","","",""
"Rarely","2014","66 and older","indirect migration background","","","",""
"No, never","2015","16-34 y.","no migration background","999","0.398846951223906","0.379493229513684","0.418200672934127"
"No, never","2015","16-34 y.","direct migration background","279","0.373918350030584","0.337226996191999","0.410609703869168"
"No, never","2015","16-34 y.","indirect migration background","235","0.385728936010168","0.345122049591651","0.426335822428685"
"No, never","2015","35-65 y.","no migration background","3332","0.365060445611857","0.354976766952487","0.375144124271228"
"No, never","2015","35-65 y.","direct migration background","858","0.398261934223092","0.376940141386389","0.419583727059794"
"No, never","2015","35-65 y.","indirect migration background","208","0.412969413128121","0.371091007511148","0.454847818745094"
"No, never","2015","66 and older","no migration background","129","0.521009788239105","0.463809193889743","0.578210382588466"
"No, never","2015","66 and older","direct migration background","16","","",""
"No, never","2015","66 and older","indirect migration background","","","",""
"Yes, every week","2015","16-34 y.","no migration background","323","0.126525258338687","0.113385643997554","0.139664872679821"
"Yes, every week","2015","16-34 y.","direct migration background","110","0.153929048818571","0.126562278656636","0.181295818980507"
"Yes, every week","2015","16-34 y.","indirect migration background","104","0.20597685222763","0.172240016823701","0.239713687631559"
"Yes, every week","2015","35-65 y.","no migration background","1102","0.129632703712729","0.12259746257424","0.136667944851219"
"Yes, every week","2015","35-65 y.","direct migration background","310","0.164381418841687","0.148239097670555","0.180523740012818"
"Yes, every week","2015","35-65 y.","indirect migration background","67","0.0893397607224895","0.0650791678111783","0.113600353633801"
"Yes, every week","2015","66 and older","no migration background","48","0.157011312766191","0.115354059905911","0.198668565626471"
"Yes, every week","2015","66 and older","direct migration background","10","","",""
"Yes, every week","2015","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2015","16-34 y.","no migration background","444","0.175581164394302","0.160543453127616","0.190618875660989"
"Yes, every 2 weeks","2015","16-34 y.","direct migration background","119","0.215967362437001","0.18476259193588","0.247172132938121"
"Yes, every 2 weeks","2015","16-34 y.","indirect migration background","92","0.185979618060404","0.153521086557459","0.218438149563349"
"Yes, every 2 weeks","2015","35-65 y.","no migration background","1254","0.152551151213726","0.145020458827938","0.160081843599513"
"Yes, every 2 weeks","2015","35-65 y.","direct migration background","348","0.168157964858984","0.151868203206476","0.184447726511492"
"Yes, every 2 weeks","2015","35-65 y.","indirect migration background","85","0.17538754840806","0.143041207947055","0.207733888869065"
"Yes, every 2 weeks","2015","66 and older","no migration background","23","","",""
"Yes, every 2 weeks","2015","66 and older","direct migration background","","","",""
"Yes, every 2 weeks","2015","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","no migration background","200","0.0836973776938317","0.0727516606496954","0.0946430947379681"
"Yes, every 3-4 weeks","2015","16-34 y.","direct migration background","65","0.110073369355457","0.0863389784165105","0.133807760294403"
"Yes, every 3-4 weeks","2015","16-34 y.","indirect migration background","35","0.0695335908185165","0.0483145264338749","0.090752655203158"
"Yes, every 3-4 weeks","2015","35-65 y.","no migration background","765","0.0874249442700527","0.0815090228728298","0.0933408656672755"
"Yes, every 3-4 weeks","2015","35-65 y.","direct migration background","162","0.0947284052495467","0.0819738553567746","0.107482955142319"
"Yes, every 3-4 weeks","2015","35-65 y.","indirect migration background","60","0.0932162997140139","0.0684877519295663","0.117944847498462"
"Yes, every 3-4 weeks","2015","66 and older","no migration background","21","","",""
"Yes, every 3-4 weeks","2015","66 and older","direct migration background","1","","",""
"Yes, every 3-4 weeks","2015","66 and older","indirect migration background","","","",""
"Rarely","2015","16-34 y.","no migration background","493","0.215349248349273","0.19910204169976","0.231596454998786"
"Rarely","2015","16-34 y.","direct migration background","95","0.146111869358388","0.119326163418279","0.172897575298497"
"Rarely","2015","16-34 y.","indirect migration background","86","0.152781002883281","0.122767887829625","0.182794117936937"
"Rarely","2015","35-65 y.","no migration background","2304","0.265330755191635","0.256083557496314","0.274577952886957"
"Rarely","2015","35-65 y.","direct migration background","347","0.174470276826691","0.157940664820802","0.190999888832579"
"Rarely","2015","35-65 y.","indirect migration background","111","0.229086978027316","0.193342930987301","0.264831025067331"
"Rarely","2015","66 and older","no migration background","72","0.22511551589314","0.177292663285138","0.272938368501143"
"Rarely","2015","66 and older","direct migration background","7","","",""
"Rarely","2015","66 and older","indirect migration background","","","",""
"No, never","2016","16-34 y.","no migration background","","","",""
"No, never","2016","16-34 y.","direct migration background","","","",""
"No, never","2016","16-34 y.","indirect migration background","","","",""
"No, never","2016","35-65 y.","no migration background","","","",""
"No, never","2016","35-65 y.","direct migration background","","","",""
"No, never","2016","35-65 y.","indirect migration background","","","",""
"No, never","2016","66 and older","no migration background","","","",""
"No, never","2016","66 and older","direct migration background","","","",""
"No, never","2016","66 and older","indirect migration background","","","",""
"Yes, every week","2016","16-34 y.","no migration background","","","",""
"Yes, every week","2016","16-34 y.","direct migration background","","","",""
"Yes, every week","2016","16-34 y.","indirect migration background","","","",""
"Yes, every week","2016","35-65 y.","no migration background","","","",""
"Yes, every week","2016","35-65 y.","direct migration background","","","",""
"Yes, every week","2016","35-65 y.","indirect migration background","","","",""
"Yes, every week","2016","66 and older","no migration background","","","",""
"Yes, every week","2016","66 and older","direct migration background","","","",""
"Yes, every week","2016","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2016","16-34 y.","no migration background","","","",""
"Yes, every 2 weeks","2016","16-34 y.","direct migration background","","","",""
"Yes, every 2 weeks","2016","16-34 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2016","35-65 y.","no migration background","","","",""
"Yes, every 2 weeks","2016","35-65 y.","direct migration background","","","",""
"Yes, every 2 weeks","2016","35-65 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2016","66 and older","no migration background","","","",""
"Yes, every 2 weeks","2016","66 and older","direct migration background","","","",""
"Yes, every 2 weeks","2016","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","66 and older","no migration background","","","",""
"Yes, every 3-4 weeks","2016","66 and older","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","66 and older","indirect migration background","","","",""
"Rarely","2016","16-34 y.","no migration background","","","",""
"Rarely","2016","16-34 y.","direct migration background","","","",""
"Rarely","2016","16-34 y.","indirect migration background","","","",""
"Rarely","2016","35-65 y.","no migration background","","","",""
"Rarely","2016","35-65 y.","direct migration background","","","",""
"Rarely","2016","35-65 y.","indirect migration background","","","",""
"Rarely","2016","66 and older","no migration background","","","",""
"Rarely","2016","66 and older","direct migration background","","","",""
"Rarely","2016","66 and older","indirect migration background","","","",""
"No, never","2017","16-34 y.","no migration background","1209","0.448530866407516","0.430013185318599","0.467048547496433"
"No, never","2017","16-34 y.","direct migration background","311","0.463766287256396","0.42766499495323","0.499867579559563"
"No, never","2017","16-34 y.","indirect migration background","253","0.456313108257388","0.415315127706821","0.497311088807955"
"No, never","2017","35-65 y.","no migration background","3989","0.402882572516644","0.393051168444516","0.412713976588772"
"No, never","2017","35-65 y.","direct migration background","953","0.40900762305682","0.388411672006382","0.429603574107257"
"No, never","2017","35-65 y.","indirect migration background","248","0.392775201574724","0.35343523220521","0.432115170944238"
"No, never","2017","66 and older","no migration background","172","0.492877736848009","0.44094406477801","0.544811408918009"
"No, never","2017","66 and older","direct migration background","23","","",""
"No, never","2017","66 and older","indirect migration background","1","","",""
"Yes, every week","2017","16-34 y.","no migration background","381","0.130446837265674","0.117906919900565","0.142986754630784"
"Yes, every week","2017","16-34 y.","direct migration background","104","0.146346005194451","0.12075852743358","0.171933482955323"
"Yes, every week","2017","16-34 y.","indirect migration background","106","0.188573816728525","0.156376345339222","0.220771288117828"
"Yes, every week","2017","35-65 y.","no migration background","1233","0.125963741503266","0.119312787680437","0.132614695326095"
"Yes, every week","2017","35-65 y.","direct migration background","283","0.138203433845128","0.123746140046098","0.152660727644159"
"Yes, every week","2017","35-65 y.","indirect migration background","87","0.145491566911579","0.117088559653014","0.173894574170144"
"Yes, every week","2017","66 and older","no migration background","60","0.177891350440771","0.138166239676853","0.217616461204689"
"Yes, every week","2017","66 and older","direct migration background","9","","",""
"Yes, every week","2017","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2017","16-34 y.","no migration background","437","0.146357794884462","0.133197194675346","0.159518395093578"
"Yes, every 2 weeks","2017","16-34 y.","direct migration background","139","0.165313159588631","0.138421871818469","0.192204447358792"
"Yes, every 2 weeks","2017","16-34 y.","indirect migration background","103","0.159550531684108","0.129409265465095","0.189691797903121"
"Yes, every 2 weeks","2017","35-65 y.","no migration background","1333","0.14457209099729","0.137523044572801","0.151621137421778"
"Yes, every 2 weeks","2017","35-65 y.","direct migration background","396","0.185994181860812","0.169694142830388","0.202294220891237"
"Yes, every 2 weeks","2017","35-65 y.","indirect migration background","76","0.12882165280403","0.101835858389868","0.155807447218193"
"Yes, every 2 weeks","2017","66 and older","no migration background","27","","",""
"Yes, every 2 weeks","2017","66 and older","direct migration background","2","","",""
"Yes, every 2 weeks","2017","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","no migration background","270","0.092922828872816","0.0821131409013629","0.103732516844269"
"Yes, every 3-4 weeks","2017","16-34 y.","direct migration background","60","0.0827944560592078","0.0628450455146804","0.102743866603735"
"Yes, every 3-4 weeks","2017","16-34 y.","indirect migration background","40","0.0674441226385491","0.0468014441684259","0.0880868011086722"
"Yes, every 3-4 weeks","2017","35-65 y.","no migration background","966","0.0903351848350715","0.0845891851324721","0.0960811845376708"
"Yes, every 3-4 weeks","2017","35-65 y.","direct migration background","192","0.0983637218027401","0.0858882098832145","0.110839233722266"
"Yes, every 3-4 weeks","2017","35-65 y.","indirect migration background","66","0.125164525384749","0.0985087660415455","0.151820284727952"
"Yes, every 3-4 weeks","2017","66 and older","no migration background","20","","",""
"Yes, every 3-4 weeks","2017","66 and older","direct migration background","1","","",""
"Yes, every 3-4 weeks","2017","66 and older","indirect migration background","","","",""
"Rarely","2017","16-34 y.","no migration background","474","0.181741672569532","0.167383396302637","0.196099948836427"
"Rarely","2017","16-34 y.","direct migration background","119","0.141780091901314","0.11652767080559","0.167032512997038"
"Rarely","2017","16-34 y.","indirect migration background","65","0.12811842069143","0.100608388352141","0.155628453030718"
"Rarely","2017","35-65 y.","no migration background","2040","0.236246410147729","0.227731978308105","0.244760841987353"
"Rarely","2017","35-65 y.","direct migration background","365","0.168431039434499","0.152753228968947","0.184108849900051"
"Rarely","2017","35-65 y.","indirect migration background","115","0.207747053324918","0.175066710368908","0.240427396280927"
"Rarely","2017","66 and older","no migration background","77","0.217885148994772","0.175003431319598","0.260766866669946"
"Rarely","2017","66 and older","direct migration background","9","","",""
"Rarely","2017","66 and older","indirect migration background","","","",""
"No, never","2018","16-34 y.","no migration background","","","",""
"No, never","2018","16-34 y.","direct migration background","","","",""
"No, never","2018","16-34 y.","indirect migration background","","","",""
"No, never","2018","35-65 y.","no migration background","","","",""
"No, never","2018","35-65 y.","direct migration background","","","",""
"No, never","2018","35-65 y.","indirect migration background","","","",""
"No, never","2018","66 and older","no migration background","","","",""
"No, never","2018","66 and older","direct migration background","","","",""
"No, never","2018","66 and older","indirect migration background","","","",""
"Yes, every week","2018","16-34 y.","no migration background","","","",""
"Yes, every week","2018","16-34 y.","direct migration background","","","",""
"Yes, every week","2018","16-34 y.","indirect migration background","","","",""
"Yes, every week","2018","35-65 y.","no migration background","","","",""
"Yes, every week","2018","35-65 y.","direct migration background","","","",""
"Yes, every week","2018","35-65 y.","indirect migration background","","","",""
"Yes, every week","2018","66 and older","no migration background","","","",""
"Yes, every week","2018","66 and older","direct migration background","","","",""
"Yes, every week","2018","66 and older","indirect migration background","","","",""
"Yes, every 2 weeks","2018","16-34 y.","no migration background","","","",""
"Yes, every 2 weeks","2018","16-34 y.","direct migration background","","","",""
"Yes, every 2 weeks","2018","16-34 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2018","35-65 y.","no migration background","","","",""
"Yes, every 2 weeks","2018","35-65 y.","direct migration background","","","",""
"Yes, every 2 weeks","2018","35-65 y.","indirect migration background","","","",""
"Yes, every 2 weeks","2018","66 and older","no migration background","","","",""
"Yes, every 2 weeks","2018","66 and older","direct migration background","","","",""
"Yes, every 2 weeks","2018","66 and older","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","no migration background","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","66 and older","no migration background","","","",""
"Yes, every 3-4 weeks","2018","66 and older","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","66 and older","indirect migration background","","","",""
"Rarely","2018","16-34 y.","no migration background","","","",""
"Rarely","2018","16-34 y.","direct migration background","","","",""
"Rarely","2018","16-34 y.","indirect migration background","","","",""
"Rarely","2018","35-65 y.","no migration background","","","",""
"Rarely","2018","35-65 y.","direct migration background","","","",""
"Rarely","2018","35-65 y.","indirect migration background","","","",""
"Rarely","2018","66 and older","no migration background","","","",""
"Rarely","2018","66 and older","direct migration background","","","",""
"Rarely","2018","66 and older","indirect migration background","","","",""
"No, never","2019","16-34 y.","no migration background","1164","0.442917636440877","0.423933475439896","0.461901797441859"
"No, never","2019","16-34 y.","direct migration background","236","0.441946636957919","0.399384832887009","0.484508441028829"
"No, never","2019","16-34 y.","indirect migration background","246","0.476467477976316","0.434727212183024","0.518207743769608"
"No, never","2019","35-65 y.","no migration background","3930","0.414037338930033","0.404337742727012","0.423736935133054"
"No, never","2019","35-65 y.","direct migration background","862","0.414745839900592","0.392995399603417","0.436496280197768"
"No, never","2019","35-65 y.","indirect migration background","274","0.44821955115568","0.410813509244679","0.485625593066681"
"No, never","2019","66 and older","no migration background","243","0.457413948139467","0.417147025307201","0.497680870971733"
"No, never","2019","66 and older","direct migration background","25","","",""
"No, never","2019","66 and older","indirect migration background","4","","",""
"Yes, every week","2019","16-34 y.","no migration background","347","0.121866671590405","0.109364285050167","0.134369058130644"
"Yes, every week","2019","16-34 y.","direct migration background","85","0.157028636856114","0.125847417995521","0.188209855716706"
"Yes, every week","2019","16-34 y.","indirect migration background","96","0.165058510238246","0.134033371803288","0.196083648673203"
"Yes, every week","2019","35-65 y.","no migration background","1405","0.117941619833697","0.111590049106448","0.124293190560945"
"Yes, every week","2019","35-65 y.","direct migration background","281","0.157671707519443","0.141582955478043","0.173760459560843"
"Yes, every week","2019","35-65 y.","indirect migration background","102","0.112958129796656","0.0891489732523934","0.136767286340919"
"Yes, every week","2019","66 and older","no migration background","107","0.137887804893494","0.110019904398206","0.165755705388782"
"Yes, every week","2019","66 and older","direct migration background","7","","",""
"Yes, every week","2019","66 and older","indirect migration background","3","","",""
"Yes, every 2 weeks","2019","16-34 y.","no migration background","394","0.153828213372115","0.140039698712526","0.167616728031704"
"Yes, every 2 weeks","2019","16-34 y.","direct migration background","98","0.204500119748404","0.169932928757196","0.239067310739611"
"Yes, every 2 weeks","2019","16-34 y.","indirect migration background","100","0.159683055899999","0.129069221808761","0.190296889991237"
"Yes, every 2 weeks","2019","35-65 y.","no migration background","1407","0.133885940901171","0.127180088953002","0.140591792849341"
"Yes, every 2 weeks","2019","35-65 y.","direct migration background","344","0.183286536644106","0.16620586598979","0.200367207298421"
"Yes, every 2 weeks","2019","35-65 y.","indirect migration background","91","0.142676062116342","0.116369673226166","0.168982451006519"
"Yes, every 2 weeks","2019","66 and older","no migration background","50","0.0790548491160732","0.057245607304338","0.100864090927808"
"Yes, every 2 weeks","2019","66 and older","direct migration background","5","","",""
"Yes, every 2 weeks","2019","66 and older","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","no migration background","277","0.0969593636687414","0.085650505900668","0.108268221436815"
"Yes, every 3-4 weeks","2019","16-34 y.","direct migration background","33","0.0467820281759859","0.0286839324659034","0.0648801238860685"
"Yes, every 3-4 weeks","2019","16-34 y.","indirect migration background","33","0.0856953262299329","0.0623020642555076","0.109088588204358"
"Yes, every 3-4 weeks","2019","35-65 y.","no migration background","941","0.0926698247978729","0.0869596319277976","0.0983800176679482"
"Yes, every 3-4 weeks","2019","35-65 y.","direct migration background","132","0.0709067432723499","0.0595754833354661","0.0822380032092338"
"Yes, every 3-4 weeks","2019","35-65 y.","indirect migration background","55","0.0685601965609357","0.0495526253030646","0.0875677678188068"
"Yes, every 3-4 weeks","2019","66 and older","no migration background","45","0.0608629545803167","0.0415388032566628","0.0801871059039706"
"Yes, every 3-4 weeks","2019","66 and older","direct migration background","5","","",""
"Yes, every 3-4 weeks","2019","66 and older","indirect migration background","","","",""
"Rarely","2019","16-34 y.","no migration background","448","0.184428114927861","0.169605838667967","0.199250391187756"
"Rarely","2019","16-34 y.","direct migration background","71","0.149742578261578","0.119162040687061","0.180323115836094"
"Rarely","2019","16-34 y.","indirect migration background","75","0.113095629655507","0.0866272073533234","0.13956405195769"
"Rarely","2019","35-65 y.","no migration background","2223","0.241465275537226","0.233037479724189","0.249893071350263"
"Rarely","2019","35-65 y.","direct migration background","352","0.173389172663509","0.1566757147983","0.190102630528718"
"Rarely","2019","35-65 y.","indirect migration background","157","0.227586060370386","0.196049735247452","0.259122385493319"
"Rarely","2019","66 and older","no migration background","143","0.264780443270649","0.229118015441458","0.300442871099841"
"Rarely","2019","66 and older","direct migration background","13","","",""
"Rarely","2019","66 and older","indirect migration background","1","","",""
