"plb0218","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","Not Employed","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2005","Employed","1-pers.-HH","227","0.159407724818372","0.13977164281472","0.179043806822024"
"Yes, every 2 weeks","2005","Employed","(Married) couple without C. ","397","0.13606615517838","0.124031730416155","0.148100579940604"
"Yes, every 2 weeks","2005","Employed","Single parent ","93","0.15594345433108","0.126185752830525","0.185701155831635"
"Yes, every 2 weeks","2005","Employed","Couple + C. LE 16 ","395","0.15974842096134","0.146007678601783","0.173489163320896"
"Yes, every 2 weeks","2005","Employed","Couple + C. GT 16 ","285","0.130045393851975","0.116088329240543","0.144002458463406"
"Yes, every 2 weeks","2005","Employed","Couple + C. LE and GT 16","142","0.135569839455194","0.114693976998625","0.156445701911763"
"Yes, every 3-4 weeks","2005","Not Employed","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2005","Not Employed","Single parent ","3","","",""
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. LE 16 ","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2005","Employed","1-pers.-HH","107","0.0826920499170017","0.0679180900154234","0.09746600981858"
"Yes, every 3-4 weeks","2005","Employed","(Married) couple without C. ","252","0.0801741428510794","0.0706422312668667","0.0897060544352922"
"Yes, every 3-4 weeks","2005","Employed","Single parent ","58","0.106654819620408","0.0813367885190098","0.131972850721806"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. LE 16 ","283","0.108014205215509","0.0963727667417462","0.119655643689271"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. GT 16 ","214","0.104198457454764","0.0915209214180909","0.116875993491437"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. LE and GT 16","98","0.0853441743364991","0.0683063662023501","0.102381982470648"
"Rarely","2005","Not Employed","1-pers.-HH","4","","",""
"Rarely","2005","Not Employed","(Married) couple without C. ","8","","",""
"Rarely","2005","Not Employed","Single parent ","","","",""
"Rarely","2005","Not Employed","Couple + C. LE 16 ","5","","",""
"Rarely","2005","Not Employed","Couple + C. GT 16 ","4","","",""
"Rarely","2005","Not Employed","Couple + C. LE and GT 16","4","","",""
"Rarely","2005","Employed","1-pers.-HH","335","0.243408272209499","0.220388240406857","0.266428304012142"
"Rarely","2005","Employed","(Married) couple without C. ","811","0.244659637377818","0.229570564863293","0.259748709892343"
"Rarely","2005","Employed","Single parent ","125","0.203231257983361","0.170225369074515","0.236237146892208"
"Rarely","2005","Employed","Couple + C. LE 16 ","770","0.27496805732479","0.258222217456614","0.291713897192965"
"Rarely","2005","Employed","Couple + C. GT 16 ","529","0.239185768376189","0.221484463282088","0.25688707347029"
"Rarely","2005","Employed","Couple + C. LE and GT 16","252","0.253659575508682","0.227126228091721","0.280192922925642"
"No, never","2006","Not Employed","1-pers.-HH","","","",""
"No, never","2006","Not Employed","(Married) couple without C. ","","","",""
"No, never","2006","Not Employed","Single parent ","","","",""
"No, never","2006","Not Employed","Couple + C. LE 16 ","","","",""
"No, never","2006","Not Employed","Couple + C. GT 16 ","","","",""
"No, never","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"No, never","2006","Employed","1-pers.-HH","","","",""
"No, never","2006","Employed","(Married) couple without C. ","","","",""
"No, never","2006","Employed","Single parent ","","","",""
"No, never","2006","Employed","Couple + C. LE 16 ","","","",""
"No, never","2006","Employed","Couple + C. GT 16 ","","","",""
"No, never","2006","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","Not Employed","1-pers.-HH","","","",""
"Yes, every week","2006","Not Employed","(Married) couple without C. ","","","",""
"Yes, every week","2006","Not Employed","Single parent ","","","",""
"Yes, every week","2006","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","Employed","1-pers.-HH","","","",""
"Yes, every week","2006","Employed","(Married) couple without C. ","","","",""
"Yes, every week","2006","Employed","Single parent ","","","",""
"Yes, every week","2006","Employed","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","Employed","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2006","Not Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2006","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2006","Not Employed","Single parent ","","","",""
"Yes, every 2 weeks","2006","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2006","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2006","Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2006","Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2006","Employed","Single parent ","","","",""
"Yes, every 2 weeks","2006","Employed","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2006","Employed","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2006","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","Single parent ","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2006","Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2006","Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2006","Employed","Single parent ","","","",""
"Yes, every 3-4 weeks","2006","Employed","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2006","Employed","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2006","Employed","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Not Employed","1-pers.-HH","","","",""
"Rarely","2006","Not Employed","(Married) couple without C. ","","","",""
"Rarely","2006","Not Employed","Single parent ","","","",""
"Rarely","2006","Not Employed","Couple + C. LE 16 ","","","",""
"Rarely","2006","Not Employed","Couple + C. GT 16 ","","","",""
"Rarely","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Employed","1-pers.-HH","","","",""
"Rarely","2006","Employed","(Married) couple without C. ","","","",""
"Rarely","2006","Employed","Single parent ","","","",""
"Rarely","2006","Employed","Couple + C. LE 16 ","","","",""
"Rarely","2006","Employed","Couple + C. GT 16 ","","","",""
"Rarely","2006","Employed","Couple + C. LE and GT 16","","","",""
"No, never","2007","Not Employed","1-pers.-HH","14","","",""
"No, never","2007","Not Employed","(Married) couple without C. ","17","","",""
"No, never","2007","Not Employed","Single parent ","16","","",""
"No, never","2007","Not Employed","Couple + C. LE 16 ","39","0.618730842706505","0.501553716344537","0.735907969068473"
"No, never","2007","Not Employed","Couple + C. GT 16 ","15","","",""
"No, never","2007","Not Employed","Couple + C. LE and GT 16","8","","",""
"No, never","2007","Employed","1-pers.-HH","448","0.298113861539842","0.274152665573449","0.322075057506235"
"No, never","2007","Employed","(Married) couple without C. ","1170","0.354932958065153","0.338310112784768","0.371555803345537"
"No, never","2007","Employed","Single parent ","226","0.380481913610959","0.341794971180956","0.419168856040962"
"No, never","2007","Employed","Couple + C. LE 16 ","924","0.332779068207972","0.315067528419845","0.350490607996099"
"No, never","2007","Employed","Couple + C. GT 16 ","861","0.403572044657043","0.383376207319455","0.423767881994632"
"No, never","2007","Employed","Couple + C. LE and GT 16","346","0.385622134653727","0.35404945379057","0.417194815516883"
"Yes, every week","2007","Not Employed","1-pers.-HH","7","","",""
"Yes, every week","2007","Not Employed","(Married) couple without C. ","6","","",""
"Yes, every week","2007","Not Employed","Single parent ","7","","",""
"Yes, every week","2007","Not Employed","Couple + C. LE 16 ","7","","",""
"Yes, every week","2007","Not Employed","Couple + C. GT 16 ","3","","",""
"Yes, every week","2007","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2007","Employed","1-pers.-HH","232","0.171960364155174","0.152194135539471","0.191726592770877"
"Yes, every week","2007","Employed","(Married) couple without C. ","468","0.152340075710545","0.13985625045919","0.164823900961901"
"Yes, every week","2007","Employed","Single parent ","91","0.1508253036982","0.122308159594435","0.179342447801965"
"Yes, every week","2007","Employed","Couple + C. LE 16 ","371","0.131764644823299","0.119051246080594","0.144478043566004"
"Yes, every week","2007","Employed","Couple + C. GT 16 ","340","0.136494722368329","0.122362425271273","0.150627019465384"
"Yes, every week","2007","Employed","Couple + C. LE and GT 16","119","0.15029023968419","0.127110241680708","0.173470237687672"
"Yes, every 2 weeks","2007","Not Employed","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(Married) couple without C. ","5","","",""
"Yes, every 2 weeks","2007","Not Employed","Single parent ","4","","",""
"Yes, every 2 weeks","2007","Not Employed","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2007","Not Employed","Couple + C. GT 16 ","6","","",""
"Yes, every 2 weeks","2007","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2007","Employed","1-pers.-HH","219","0.161105454733528","0.141848266258796","0.18036264320826"
"Yes, every 2 weeks","2007","Employed","(Married) couple without C. ","455","0.15058206974823","0.138157621400378","0.163006518096083"
"Yes, every 2 weeks","2007","Employed","Single parent ","101","0.153502330315252","0.124778604427702","0.182226056202801"
"Yes, every 2 weeks","2007","Employed","Couple + C. LE 16 ","442","0.185947335901813","0.171323385062138","0.200571286741487"
"Yes, every 2 weeks","2007","Employed","Couple + C. GT 16 ","293","0.137147589691922","0.122986891100033","0.151308288283811"
"Yes, every 2 weeks","2007","Employed","Couple + C. LE and GT 16","131","0.124196667136867","0.102803702670461","0.145589631603274"
"Yes, every 3-4 weeks","2007","Not Employed","1-pers.-HH","2","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(Married) couple without C. ","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","Single parent ","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. LE 16 ","2","","",""
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. GT 16 ","6","","",""
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2007","Employed","1-pers.-HH","156","0.111927542110114","0.0954126113469147","0.128442472873312"
"Yes, every 3-4 weeks","2007","Employed","(Married) couple without C. ","288","0.0941221462186183","0.0839781167130464","0.10426617572419"
"Yes, every 3-4 weeks","2007","Employed","Single parent ","59","0.0976808828104305","0.074024122422907","0.121337643197954"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. LE 16 ","273","0.103846762744059","0.0923802566146861","0.115313268873431"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. GT 16 ","217","0.0980288429476429","0.0857884433965948","0.110269242498691"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. LE and GT 16","90","0.0920355301004128","0.0732845104734047","0.110786549727421"
"Rarely","2007","Not Employed","1-pers.-HH","2","","",""
"Rarely","2007","Not Employed","(Married) couple without C. ","9","","",""
"Rarely","2007","Not Employed","Single parent ","1","","",""
"Rarely","2007","Not Employed","Couple + C. LE 16 ","8","","",""
"Rarely","2007","Not Employed","Couple + C. GT 16 ","4","","",""
"Rarely","2007","Not Employed","Couple + C. LE and GT 16","3","","",""
"Rarely","2007","Employed","1-pers.-HH","345","0.256892777461343","0.234005941255841","0.279779613666844"
"Rarely","2007","Employed","(Married) couple without C. ","802","0.248022750257453","0.233019758107449","0.263025742407458"
"Rarely","2007","Employed","Single parent ","128","0.217509569565159","0.184635830345295","0.250383308785023"
"Rarely","2007","Employed","Couple + C. LE 16 ","709","0.245662188322857","0.22948155247228","0.261842824173434"
"Rarely","2007","Employed","Couple + C. GT 16 ","556","0.224756800335063","0.207573850031565","0.241939750638562"
"Rarely","2007","Employed","Couple + C. LE and GT 16","227","0.247855428424803","0.219848686950442","0.275862169899164"
"No, never","2008","Not Employed","1-pers.-HH","","","",""
"No, never","2008","Not Employed","(Married) couple without C. ","","","",""
"No, never","2008","Not Employed","Single parent ","","","",""
"No, never","2008","Not Employed","Couple + C. LE 16 ","","","",""
"No, never","2008","Not Employed","Couple + C. GT 16 ","","","",""
"No, never","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"No, never","2008","Employed","1-pers.-HH","","","",""
"No, never","2008","Employed","(Married) couple without C. ","","","",""
"No, never","2008","Employed","Single parent ","","","",""
"No, never","2008","Employed","Couple + C. LE 16 ","","","",""
"No, never","2008","Employed","Couple + C. GT 16 ","","","",""
"No, never","2008","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every week","2008","Not Employed","1-pers.-HH","","","",""
"Yes, every week","2008","Not Employed","(Married) couple without C. ","","","",""
"Yes, every week","2008","Not Employed","Single parent ","","","",""
"Yes, every week","2008","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every week","2008","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every week","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every week","2008","Employed","1-pers.-HH","","","",""
"Yes, every week","2008","Employed","(Married) couple without C. ","","","",""
"Yes, every week","2008","Employed","Single parent ","","","",""
"Yes, every week","2008","Employed","Couple + C. LE 16 ","","","",""
"Yes, every week","2008","Employed","Couple + C. GT 16 ","","","",""
"Yes, every week","2008","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2008","Not Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2008","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2008","Not Employed","Single parent ","","","",""
"Yes, every 2 weeks","2008","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2008","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2008","Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2008","Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2008","Employed","Single parent ","","","",""
"Yes, every 2 weeks","2008","Employed","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2008","Employed","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2008","Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","Single parent ","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2008","Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2008","Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2008","Employed","Single parent ","","","",""
"Yes, every 3-4 weeks","2008","Employed","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2008","Employed","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2008","Employed","Couple + C. LE and GT 16","","","",""
"Rarely","2008","Not Employed","1-pers.-HH","","","",""
"Rarely","2008","Not Employed","(Married) couple without C. ","","","",""
"Rarely","2008","Not Employed","Single parent ","","","",""
"Rarely","2008","Not Employed","Couple + C. LE 16 ","","","",""
"Rarely","2008","Not Employed","Couple + C. GT 16 ","","","",""
"Rarely","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"Rarely","2008","Employed","1-pers.-HH","","","",""
"Rarely","2008","Employed","(Married) couple without C. ","","","",""
"Rarely","2008","Employed","Single parent ","","","",""
"Rarely","2008","Employed","Couple + C. LE 16 ","","","",""
"Rarely","2008","Employed","Couple + C. GT 16 ","","","",""
"Rarely","2008","Employed","Couple + C. LE and GT 16","","","",""
"No, never","2009","Not Employed","1-pers.-HH","6","","",""
"No, never","2009","Not Employed","(Married) couple without C. ","6","","",""
"No, never","2009","Not Employed","Single parent ","3","","",""
"No, never","2009","Not Employed","Couple + C. LE 16 ","21","","",""
"No, never","2009","Not Employed","Couple + C. GT 16 ","17","","",""
"No, never","2009","Not Employed","Couple + C. LE and GT 16","9","","",""
"No, never","2009","Employed","1-pers.-HH","438","0.334386971704337","0.308672097170519","0.360101846238156"
"No, never","2009","Employed","(Married) couple without C. ","1062","0.360878695049102","0.343530613401268","0.378226776696936"
"No, never","2009","Employed","Single parent ","235","0.384553816514931","0.345398174549478","0.423709458480384"
"No, never","2009","Employed","Couple + C. LE 16 ","761","0.336545619341164","0.316759783286376","0.356331455395951"
"No, never","2009","Employed","Couple + C. GT 16 ","778","0.375022745696274","0.354237261580171","0.395808229812378"
"No, never","2009","Employed","Couple + C. LE and GT 16","294","0.366179252725357","0.333043246053138","0.399315259397576"
"Yes, every week","2009","Not Employed","1-pers.-HH","3","","",""
"Yes, every week","2009","Not Employed","(Married) couple without C. ","2","","",""
"Yes, every week","2009","Not Employed","Single parent ","6","","",""
"Yes, every week","2009","Not Employed","Couple + C. LE 16 ","7","","",""
"Yes, every week","2009","Not Employed","Couple + C. GT 16 ","5","","",""
"Yes, every week","2009","Not Employed","Couple + C. LE and GT 16","3","","",""
"Yes, every week","2009","Employed","1-pers.-HH","218","0.158311840924703","0.138415137023817","0.17820854482559"
"Yes, every week","2009","Employed","(Married) couple without C. ","457","0.149145275186464","0.136277257607988","0.16201329276494"
"Yes, every week","2009","Employed","Single parent ","96","0.17825016196694","0.147446274759971","0.209054049173908"
"Yes, every week","2009","Employed","Couple + C. LE 16 ","305","0.137408493127818","0.12299277507616","0.151824211179476"
"Yes, every week","2009","Employed","Couple + C. GT 16 ","315","0.170554093062649","0.154405884829213","0.186702301296084"
"Yes, every week","2009","Employed","Couple + C. LE and GT 16","121","0.184210364295444","0.157546923105389","0.2108738054855"
"Yes, every 2 weeks","2009","Not Employed","1-pers.-HH","3","","",""
"Yes, every 2 weeks","2009","Not Employed","(Married) couple without C. ","2","","",""
"Yes, every 2 weeks","2009","Not Employed","Single parent ","1","","",""
"Yes, every 2 weeks","2009","Not Employed","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2009","Not Employed","Couple + C. GT 16 ","5","","",""
"Yes, every 2 weeks","2009","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2009","Employed","1-pers.-HH","195","0.153677952098627","0.134020716704417","0.173335187492837"
"Yes, every 2 weeks","2009","Employed","(Married) couple without C. ","406","0.155308086553061","0.142224542802452","0.168391630303669"
"Yes, every 2 weeks","2009","Employed","Single parent ","96","0.166374462474037","0.136400125715864","0.196348799232209"
"Yes, every 2 weeks","2009","Employed","Couple + C. LE 16 ","311","0.1484485199393","0.133561070749165","0.163335969129434"
"Yes, every 2 weeks","2009","Employed","Couple + C. GT 16 ","300","0.146384308200388","0.131207596263874","0.161561020136903"
"Yes, every 2 weeks","2009","Employed","Couple + C. LE and GT 16","102","0.116634468111445","0.0945567716677961","0.138712164555094"
"Yes, every 3-4 weeks","2009","Not Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(Married) couple without C. ","2","","",""
"Yes, every 3-4 weeks","2009","Not Employed","Single parent ","2","","",""
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. LE 16 ","5","","",""
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2009","Employed","1-pers.-HH","94","0.0741601549995092","0.0598777259039321","0.0884425840950863"
"Yes, every 3-4 weeks","2009","Employed","(Married) couple without C. ","258","0.0859006064138443","0.0757784274046772","0.0960227854230113"
"Yes, every 3-4 weeks","2009","Employed","Single parent ","48","0.0731269597147068","0.052172829987105","0.0940810894423086"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. LE 16 ","210","0.0957719741626131","0.0834498635268545","0.108094084798372"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. GT 16 ","204","0.0914521700164812","0.079076459590051","0.103827880442911"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. LE and GT 16","78","0.0849320858671191","0.0657572067271854","0.104106965007053"
"Rarely","2009","Not Employed","1-pers.-HH","3","","",""
"Rarely","2009","Not Employed","(Married) couple without C. ","4","","",""
"Rarely","2009","Not Employed","Single parent ","","","",""
"Rarely","2009","Not Employed","Couple + C. LE 16 ","2","","",""
"Rarely","2009","Not Employed","Couple + C. GT 16 ","1","","",""
"Rarely","2009","Not Employed","Couple + C. LE and GT 16","1","","",""
"Rarely","2009","Employed","1-pers.-HH","348","0.279463080272823","0.255004053710673","0.303922106834974"
"Rarely","2009","Employed","(Married) couple without C. ","761","0.248767336797529","0.233151577796762","0.264383095798296"
"Rarely","2009","Employed","Single parent ","118","0.197694599329386","0.165640173295901","0.229749025362871"
"Rarely","2009","Employed","Couple + C. LE 16 ","604","0.281825393429105","0.262987515175517","0.300663271682693"
"Rarely","2009","Employed","Couple + C. GT 16 ","487","0.216586683024207","0.198901458261293","0.234271907787121"
"Rarely","2009","Employed","Couple + C. LE and GT 16","217","0.248043829000634","0.218338760808303","0.277748897192965"
"No, never","2010","Not Employed","1-pers.-HH","","","",""
"No, never","2010","Not Employed","(Married) couple without C. ","","","",""
"No, never","2010","Not Employed","Single parent ","22","","",""
"No, never","2010","Not Employed","Couple + C. LE 16 ","69","0.451603210748597","0.373004813021707","0.530201608475488"
"No, never","2010","Not Employed","Couple + C. GT 16 ","2","","",""
"No, never","2010","Not Employed","Couple + C. LE and GT 16","7","","",""
"No, never","2010","Employed","1-pers.-HH","","","",""
"No, never","2010","Employed","(Married) couple without C. ","","","",""
"No, never","2010","Employed","Single parent ","382","0.451139681636579","0.417528910533348","0.484750452739809"
"No, never","2010","Employed","Couple + C. LE 16 ","914","0.304754874997214","0.28851982045082","0.320989929543608"
"No, never","2010","Employed","Couple + C. GT 16 ","13","","",""
"No, never","2010","Employed","Couple + C. LE and GT 16","112","0.372481499322721","0.319091682025955","0.425871316619487"
"Yes, every week","2010","Not Employed","1-pers.-HH","","","",""
"Yes, every week","2010","Not Employed","(Married) couple without C. ","","","",""
"Yes, every week","2010","Not Employed","Single parent ","4","","",""
"Yes, every week","2010","Not Employed","Couple + C. LE 16 ","17","","",""
"Yes, every week","2010","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every week","2010","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2010","Employed","1-pers.-HH","","","",""
"Yes, every week","2010","Employed","(Married) couple without C. ","","","",""
"Yes, every week","2010","Employed","Single parent ","96","0.11210581957974","0.090795658669193","0.133415980490287"
"Yes, every week","2010","Employed","Couple + C. LE 16 ","465","0.139962138621096","0.127725179325712","0.15219909791648"
"Yes, every week","2010","Employed","Couple + C. GT 16 ","3","","",""
"Yes, every week","2010","Employed","Couple + C. LE and GT 16","39","0.133984399589896","0.0963675180826518","0.17160128109714"
"Yes, every 2 weeks","2010","Not Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2010","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2010","Not Employed","Single parent ","7","","",""
"Yes, every 2 weeks","2010","Not Employed","Couple + C. LE 16 ","24","","",""
"Yes, every 2 weeks","2010","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2010","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2010","Employed","1-pers.-HH","","","",""
"Yes, every 2 weeks","2010","Employed","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2010","Employed","Single parent ","146","0.17281938303009","0.147281291154337","0.198357474905843"
"Yes, every 2 weeks","2010","Employed","Couple + C. LE 16 ","513","0.170294215156009","0.15703641550081","0.183552014811208"
"Yes, every 2 weeks","2010","Employed","Couple + C. GT 16 ","4","","",""
"Yes, every 2 weeks","2010","Employed","Couple + C. LE and GT 16","54","0.139073174570454","0.100861363808482","0.177284985332426"
"Yes, every 3-4 weeks","2010","Not Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","Single parent ","5","","",""
"Yes, every 3-4 weeks","2010","Not Employed","Couple + C. LE 16 ","13","","",""
"Yes, every 3-4 weeks","2010","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2010","Employed","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2010","Employed","(Married) couple without C. ","","","",""
