"plb0218","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","1-pers.-HH","483","0.358250377179339","0.332729571222225","0.383771183136453","1"
"No, never","2005","(Married) couple without C. ","1224","0.383529899922235","0.366541387901819","0.400518411942651","1"
"No, never","2005","Single parent ","228","0.385743139865927","0.346465426314635","0.425020853417219","1"
"No, never","2005","Couple + C. LE 16 ","938","0.314505394722218","0.297207983175433","0.331802806269002","1"
"No, never","2005","Couple + C. GT 16 ","917","0.40660505493689","0.38636721661785","0.426842893255931","1"
"No, never","2005","Couple + C. LE and GT 16","404","0.366101744702829","0.337073823555205","0.395129665850452","1"
"Rarely","2005","1-pers.-HH","339","0.244043063730464","0.221181811850422","0.266904315610505","5"
"Rarely","2005","(Married) couple without C. ","819","0.245290375715377","0.230257920525939","0.260322830904814","5"
"Rarely","2005","Single parent ","125","0.195760671533975","0.163743905546447","0.227777437521502","5"
"Rarely","2005","Couple + C. LE 16 ","775","0.273091363740625","0.256493242003252","0.289689485477998","5"
"Rarely","2005","Couple + C. GT 16 ","533","0.236906018658635","0.219388085082767","0.254423952234502","5"
"Rarely","2005","Couple + C. LE and GT 16","256","0.253818561090791","0.227595150980764","0.280041971200818","5"
"Yes, every 2 weeks","2005","Single parent ","94","0.153776093522815","0.124668309597681","0.182883877447948","3"
"Yes, every 2 weeks","2005","1-pers.-HH","228","0.157883518092422","0.138475878098902","0.177291158085942","3"
"Yes, every 2 weeks","2005","(Married) couple without C. ","401","0.135847082138542","0.123876364767089","0.147817799509995","3"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","401","0.160012792011216","0.146355055313698","0.173670528708733","3"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","289","0.129129627545245","0.115313207722206","0.142946047368284","3"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","143","0.133355941219099","0.112871136712147","0.153840745726051","3"
"Yes, every 3-4 weeks","2005","1-pers.-HH","108","0.0818630077979217","0.0672709736339034","0.09645504196194","4"
"Yes, every 3-4 weeks","2005","Single parent ","61","0.106942995359399","0.082006360399478","0.131879630319319","4"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","252","0.0794946299660439","0.0700435425776842","0.0889457173544036","4"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","215","0.10293303852887","0.090413288964627","0.115452788093113","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","284","0.106517371226889","0.095024770344486","0.118009972109292","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","101","0.0879450469567014","0.0708794512468473","0.105010642666555","4"
"Yes, every week","2005","Single parent ","82","0.157777099717885","0.128362862376932","0.187191337058837","2"
"Yes, every week","2005","1-pers.-HH","198","0.157960033199854","0.13854857293997","0.177371493459738","2"
"Yes, every week","2005","(Married) couple without C. ","451","0.155838012257803","0.143165891125275","0.16851013339033","2"
"Yes, every week","2005","Couple + C. LE 16 ","370","0.145873078299053","0.132723439382555","0.159022717215551","2"
"Yes, every week","2005","Couple + C. GT 16 ","309","0.12442626033036","0.110827221867712","0.138025298793008","2"
"Yes, every week","2005","Couple + C. LE and GT 16","154","0.15877870603058","0.136756718362882","0.180800693698278","2"
"No, never","2006","Single parent ","","","","","1"
"No, never","2006","Couple + C. LE 16 ","","","","","1"
"No, never","2006","1-pers.-HH","","","","","1"
"No, never","2006","(Married) couple without C. ","","","","","1"
"No, never","2006","Couple + C. GT 16 ","","","","","1"
"No, never","2006","Couple + C. LE and GT 16","","","","","1"
"Rarely","2006","1-pers.-HH","","","","","5"
"Rarely","2006","(Married) couple without C. ","","","","","5"
"Rarely","2006","Single parent ","","","","","5"
"Rarely","2006","Couple + C. LE 16 ","","","","","5"
"Rarely","2006","Couple + C. GT 16 ","","","","","5"
"Rarely","2006","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2006","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2006","Single parent ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2006","1-pers.-HH","","","","","3"
"Yes, every 3-4 weeks","2006","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2006","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2006","1-pers.-HH","","","","","2"
"Yes, every week","2006","(Married) couple without C. ","","","","","2"
"Yes, every week","2006","Single parent ","","","","","2"
"Yes, every week","2006","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2006","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2006","Couple + C. LE and GT 16","","","","","2"
"No, never","2007","1-pers.-HH","462","0.301572315194363","0.277760496754388","0.325384133634338","1"
"No, never","2007","(Married) couple without C. ","1187","0.355901536195554","0.339366932444822","0.372436139946286","1"
"No, never","2007","Single parent ","242","0.383062262641117","0.34519171469172","0.420932810590514","1"
"No, never","2007","Couple + C. LE 16 ","963","0.341571641891841","0.323958750436669","0.359184533347012","1"
"No, never","2007","Couple + C. GT 16 ","876","0.403038686594623","0.382996908800558","0.423080464388689","1"
"No, never","2007","Couple + C. LE and GT 16","354","0.3870921338776","0.355787301162575","0.418396966592624","1"
"Rarely","2007","1-pers.-HH","347","0.254220002069964","0.231628436449436","0.276811567690491","5"
"Rarely","2007","Couple + C. LE 16 ","717","0.243776176826904","0.227830010141394","0.259722343512414","5"
"Rarely","2007","(Married) couple without C. ","811","0.248518181199418","0.233593981530206","0.26344238086863","5"
"Rarely","2007","Single parent ","129","0.208979571957203","0.177306367569957","0.240652776344448","5"
"Rarely","2007","Couple + C. GT 16 ","560","0.222595738527104","0.205598762454365","0.239592714599844","5"
"Rarely","2007","Couple + C. LE and GT 16","230","0.244453265901257","0.216832532566609","0.272073999235905","5"
"Yes, every 2 weeks","2007","1-pers.-HH","221","0.160203829783979","0.141172922373051","0.179234737194907","3"
"Yes, every 2 weeks","2007","Single parent ","105","0.159851463887714","0.1313030106907","0.188399917084728","3"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","299","0.13853978815284","0.124424340588409","0.152655235717271","3"
"Yes, every 2 weeks","2007","(Married) couple without C. ","460","0.150808870521248","0.138450281314626","0.16316745972787","3"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","452","0.184195345586466","0.169798481438268","0.198592209734665","3"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","133","0.123121110393215","0.102003601490325","0.144238619296106","3"
"Yes, every 3-4 weeks","2007","1-pers.-HH","158","0.112543124981012","0.0961459429268789","0.128940307035144","4"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","289","0.0931722578534352","0.0831339979142137","0.103210517792657","4"
"Yes, every 3-4 weeks","2007","Single parent ","59","0.0932982343409041","0.0706405678895047","0.115955900792304","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","275","0.101004002955192","0.0898126224171951","0.112195383493188","4"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","223","0.0997461221166287","0.0875022075026251","0.111990036730632","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","92","0.0928805981827762","0.0742253364497145","0.111535859915838","4"
"Yes, every week","2007","1-pers.-HH","239","0.171460727970682","0.151904955065043","0.191016500876322","2"
"Yes, every week","2007","Single parent ","98","0.154808467173062","0.126629753765101","0.182987180581022","2"
"Yes, every week","2007","(Married) couple without C. ","474","0.151599154230345","0.139213993011949","0.16398431544874","2"
"Yes, every week","2007","Couple + C. LE 16 ","378","0.129452832739597","0.116985101732596","0.141920563746598","2"
"Yes, every week","2007","Couple + C. GT 16 ","343","0.136079664608804","0.122070144943843","0.150089184273764","2"
"Yes, every week","2007","Couple + C. LE and GT 16","121","0.152452891645152","0.129350530261577","0.175555253028727","2"
"No, never","2008","1-pers.-HH","","","","","1"
