"plh0194","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Schleswig-Holstein","1-pers.-HH","28","","",""
"Fully agree","2003","Schleswig-Holstein","(Married) couple without C. ","83","0.380413127841303","0.320825396317543","0.440000859365062"
"Fully agree","2003","Schleswig-Holstein","Single parent ","14","","",""
"Fully agree","2003","Schleswig-Holstein","Couple + C. LE 16 ","44","0.339734863871991","0.258004679763697","0.421465047980285"
"Fully agree","2003","Schleswig-Holstein","Couple + C. GT 16 ","42","0.470373383016317","0.371554185261162","0.569192580771471"
"Fully agree","2003","Schleswig-Holstein","Couple + C. LE and GT 16","18","","",""
"Fully agree","2003","Hamburg","1-pers.-HH","33","0.471827700683873","0.357311695814795","0.586343705552951"
"Fully agree","2003","Hamburg","(Married) couple without C. ","38","0.415875599674926","0.319753821063776","0.511997378286076"
"Fully agree","2003","Hamburg","Single parent ","6","","",""
"Fully agree","2003","Hamburg","Couple + C. LE 16 ","22","","",""
"Fully agree","2003","Hamburg","Couple + C. GT 16 ","16","","",""
"Fully agree","2003","Hamburg","Couple + C. LE and GT 16","5","","",""
"Fully agree","2003","Lower Saxony","1-pers.-HH","101","0.455919871849427","0.388397041082057","0.523442702616796"
"Fully agree","2003","Lower Saxony","(Married) couple without C. ","291","0.485081920469953","0.445257724328437","0.524906116611469"
"Fully agree","2003","Lower Saxony","Single parent ","45","0.50325576629303","0.407162663119814","0.599348869466245"
"Fully agree","2003","Lower Saxony","Couple + C. LE 16 ","181","0.427788788643478","0.379839814759539","0.475737762527416"
"Fully agree","2003","Lower Saxony","Couple + C. GT 16 ","144","0.35925575906623","0.309556398305955","0.408955119826505"
"Fully agree","2003","Lower Saxony","Couple + C. LE and GT 16","52","0.323455462433858","0.246514190815579","0.400396734052138"
"Fully agree","2003","Bremen","1-pers.-HH","19","","",""
"Fully agree","2003","Bremen","(Married) couple without C. ","41","0.62974607647443","0.511444461353317","0.748047691595544"
"Fully agree","2003","Bremen","Single parent ","7","","",""
"Fully agree","2003","Bremen","Couple + C. LE 16 ","9","","",""
"Fully agree","2003","Bremen","Couple + C. GT 16 ","10","","",""
"Fully agree","2003","Bremen","Couple + C. LE and GT 16","2","","",""
"Fully agree","2003","North Rhine-Westphalia","1-pers.-HH","311","0.490024953405897","0.451143294185908","0.528906612625887"
"Fully agree","2003","North Rhine-Westphalia","(Married) couple without C. ","717","0.478485848421153","0.453681263607626","0.50329043323468"
"Fully agree","2003","North Rhine-Westphalia","Single parent ","103","0.51253195978644","0.443941051024964","0.581122868547917"
"Fully agree","2003","North Rhine-Westphalia","Couple + C. LE 16 ","434","0.440866679113708","0.409718367752667","0.472014990474749"
"Fully agree","2003","North Rhine-Westphalia","Couple + C. GT 16 ","377","0.544283801201491","0.509310284851219","0.579257317551763"
"Fully agree","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","177","0.483942598985434","0.43281434163087","0.535070856339998"
"Fully agree","2003","Hesse","1-pers.-HH","96","0.509578430317847","0.43773585056336","0.581421010072334"
"Fully agree","2003","Hesse","(Married) couple without C. ","230","0.477428152791148","0.435299436296084","0.519556869286213"
"Fully agree","2003","Hesse","Single parent ","26","","",""
"Fully agree","2003","Hesse","Couple + C. LE 16 ","145","0.434616001138802","0.381294341110388","0.487937661167216"
"Fully agree","2003","Hesse","Couple + C. GT 16 ","83","0.346820382997138","0.284904256185918","0.408736509808359"
"Fully agree","2003","Hesse","Couple + C. LE and GT 16","63","0.508637628759223","0.418436436539309","0.598838820979137"
"Fully agree","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","94","0.537647708325401","0.464196851787214","0.611098564863589"
"Fully agree","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","231","0.594799304593471","0.547792427841067","0.641806181345874"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Single parent ","38","0.437595890953915","0.326789811576617","0.548401970331212"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","137","0.46658497864913","0.408867793849461","0.524302163448799"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","89","0.495740181555455","0.423300457304914","0.568179905805996"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","61","0.462819791590646","0.38109646524696","0.544543117934332"
"Fully agree","2003","Baden-Württemberg","1-pers.-HH","134","0.439773632444997","0.385558999562699","0.493988265327294"
"Fully agree","2003","Baden-Württemberg","(Married) couple without C. ","335","0.430319804837509","0.396180581358054","0.464459028316964"
"Fully agree","2003","Baden-Württemberg","Single parent ","53","0.454339731987318","0.369399655023554","0.539279808951083"
"Fully agree","2003","Baden-Württemberg","Couple + C. LE 16 ","250","0.433283986781466","0.393928208407564","0.472639765155368"
"Fully agree","2003","Baden-Württemberg","Couple + C. GT 16 ","185","0.412767207771506","0.367873564973053","0.457660850569958"
"Fully agree","2003","Baden-Württemberg","Couple + C. LE and GT 16","111","0.464811769093443","0.407604857740144","0.522018680446742"
"Fully agree","2003","Bavaria","1-pers.-HH","157","0.371961121412749","0.324417213446615","0.419505029378883"
"Fully agree","2003","Bavaria","(Married) couple without C. ","399","0.431160502067122","0.400170047676465","0.462150956457779"
"Fully agree","2003","Bavaria","Single parent ","72","0.474168800020098","0.399545658138073","0.548791941902122"
"Fully agree","2003","Bavaria","Couple + C. LE 16 ","232","0.389708565896727","0.352389154586616","0.427027977206839"
"Fully agree","2003","Bavaria","Couple + C. GT 16 ","208","0.351110898468963","0.312497641479572","0.389724155458354"
"Fully agree","2003","Bavaria","Couple + C. LE and GT 16","81","0.308959636299195","0.252135373138351","0.365783899460038"
"Fully agree","2003","Berlin","1-pers.-HH","78","0.383552301474813","0.316330448975573","0.450774153974054"
"Fully agree","2003","Berlin","(Married) couple without C. ","87","0.383374403790181","0.320401650655147","0.446347156925216"
"Fully agree","2003","Berlin","Single parent ","24","","",""
"Fully agree","2003","Berlin","Couple + C. LE 16 ","58","0.466131789372487","0.381668676432308","0.550594902312666"
"Fully agree","2003","Berlin","Couple + C. GT 16 ","53","0.419205901870589","0.337470751752038","0.500941051989141"
"Fully agree","2003","Berlin","Couple + C. LE and GT 16","25","","",""
"Fully agree","2003","Brandenburg","1-pers.-HH","50","0.404179812251056","0.316010079128999","0.492349545373114"
"Fully agree","2003","Brandenburg","(Married) couple without C. ","181","0.529772414754973","0.477257571270054","0.582287258239892"
"Fully agree","2003","Brandenburg","Single parent ","23","","",""
"Fully agree","2003","Brandenburg","Couple + C. LE 16 ","67","0.452298496727021","0.372912453555605","0.531684539898436"
"Fully agree","2003","Brandenburg","Couple + C. GT 16 ","86","0.485633468799235","0.41437969924307","0.5568872383554"
"Fully agree","2003","Brandenburg","Couple + C. LE and GT 16","29","","",""
"Fully agree","2003","Mecklenburg-Western Pomerania","1-pers.-HH","48","0.658003994666245","0.551352713553752","0.764655275778737"
"Fully agree","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","95","0.576573555969449","0.504789375651815","0.648357736287082"
"Fully agree","2003","Mecklenburg-Western Pomerania","Single parent ","19","","",""
"Fully agree","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","45","0.647299954538234","0.543245392013065","0.751354517063404"
"Fully agree","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","51","0.542902411787739","0.448513375367695","0.637291448207784"
"Fully agree","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","21","","",""
"Fully agree","2003","Saxony","1-pers.-HH","101","0.491923791481455","0.424467850253418","0.559379732709493"
"Fully agree","2003","Saxony","(Married) couple without C. ","301","0.523381910537736","0.482734890736621","0.564028930338851"
"Fully agree","2003","Saxony","Single parent ","37","0.397667888621735","0.291737775771587","0.503598001471883"
"Fully agree","2003","Saxony","Couple + C. LE 16 ","89","0.371204743020137","0.310584933863598","0.431824552176676"
"Fully agree","2003","Saxony","Couple + C. GT 16 ","110","0.361725307612955","0.308578580270309","0.414872034955602"
"Fully agree","2003","Saxony","Couple + C. LE and GT 16","54","0.394146144160118","0.314607777358465","0.473684510961771"
"Fully agree","2003","Saxony-Anhalt","1-pers.-HH","70","0.59901436384787","0.510958630865827","0.687070096829913"
"Fully agree","2003","Saxony-Anhalt","(Married) couple without C. ","184","0.556871766164265","0.503597537770254","0.610145994558276"
