"m11125","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1994","Couple + C. GT 16 ","East Germany","110","0.158326352539571","0.131790725539637","0.184861979539506"
"5 on Scale 1 to 10","1994","Couple + C. LE and GT 16","West Germany","102","0.102266276031666","0.0815275938715783","0.123004958191754"
"5 on Scale 1 to 10","1994","Couple + C. LE and GT 16","East Germany","58","0.161763399240185","0.12367222955838","0.199854568921989"
"6 on Scale 1 to 10","1994","1-pers.-HH","West Germany","102","0.0890470089754934","0.0721544897017505","0.105939528249236"
"6 on Scale 1 to 10","1994","1-pers.-HH","East Germany","28","","",""
"6 on Scale 1 to 10","1994","(Married) couple without C. ","West Germany","265","0.11350306970274","0.100883178102354","0.126122961303126"
"6 on Scale 1 to 10","1994","(Married) couple without C. ","East Germany","138","0.136603405052313","0.114980097234303","0.158226712870323"
"6 on Scale 1 to 10","1994","Single parent ","West Germany","34","0.0680277115421433","0.0438606140625823","0.0921948090217044"
"6 on Scale 1 to 10","1994","Single parent ","East Germany","21","","",""
"6 on Scale 1 to 10","1994","Couple + C. LE 16 ","West Germany","204","0.0966927243745247","0.0838396274693382","0.109545821279711"
"6 on Scale 1 to 10","1994","Couple + C. LE 16 ","East Germany","110","0.116407579023614","0.0964600049547357","0.136355153092493"
"6 on Scale 1 to 10","1994","Couple + C. GT 16 ","West Germany","172","0.104626478018476","0.0901912100948966","0.119061745942056"
"6 on Scale 1 to 10","1994","Couple + C. GT 16 ","East Germany","93","0.127271721452371","0.103045461723863","0.151497981180879"
"6 on Scale 1 to 10","1994","Couple + C. LE and GT 16","West Germany","65","0.0736780921292664","0.0557971120955384","0.0915590721629945"
"6 on Scale 1 to 10","1994","Couple + C. LE and GT 16","East Germany","35","0.111833944510058","0.0792326553472984","0.144435233672818"
"7 on Scale 1 to 10","1994","1-pers.-HH","West Germany","163","0.1511703684034","0.129924212035388","0.172416524771413"
"7 on Scale 1 to 10","1994","1-pers.-HH","East Germany","42","0.105976148175375","0.0724081496134815","0.139544146737268"
"7 on Scale 1 to 10","1994","(Married) couple without C. ","West Germany","384","0.167246945505172","0.152399545213542","0.182094345796803"
"7 on Scale 1 to 10","1994","(Married) couple without C. ","East Germany","145","0.155014859905601","0.132227321987446","0.177802397823755"
"7 on Scale 1 to 10","1994","Single parent ","West Germany","49","0.133017444237869","0.100423303026899","0.165611585448839"
"7 on Scale 1 to 10","1994","Single parent ","East Germany","24","","",""
"7 on Scale 1 to 10","1994","Couple + C. LE 16 ","West Germany","341","0.176128542186536","0.159561776558902","0.192695307814171"
"7 on Scale 1 to 10","1994","Couple + C. LE 16 ","East Germany","183","0.17220711893974","0.148723779219184","0.195690458660297"
"7 on Scale 1 to 10","1994","Couple + C. GT 16 ","West Germany","279","0.174400478627329","0.156504293044455","0.192296664210203"
"7 on Scale 1 to 10","1994","Couple + C. GT 16 ","East Germany","130","0.161739314436341","0.134973637378109","0.188504991494573"
"7 on Scale 1 to 10","1994","Couple + C. LE and GT 16","West Germany","112","0.145409306554005","0.121281583124708","0.169537029983302"
"7 on Scale 1 to 10","1994","Couple + C. LE and GT 16","East Germany","71","0.19733898041833","0.156169688932533","0.238508271904127"
"8 on Scale 1 to 10","1994","1-pers.-HH","West Germany","229","0.182695198100206","0.15977637231252","0.205614023887893"
"8 on Scale 1 to 10","1994","1-pers.-HH","East Germany","48","0.152689661750296","0.113463763356629","0.191915560143963"
"8 on Scale 1 to 10","1994","(Married) couple without C. ","West Germany","532","0.218090166277","0.201661224814174","0.234519107739825"
"8 on Scale 1 to 10","1994","(Married) couple without C. ","East Germany","155","0.157769424157608","0.134817815800265","0.180721032514951"
"8 on Scale 1 to 10","1994","Single parent ","West Germany","87","0.214700389326441","0.175289687343118","0.254111091309764"
"8 on Scale 1 to 10","1994","Single parent ","East Germany","25","","",""
"8 on Scale 1 to 10","1994","Couple + C. LE 16 ","West Germany","502","0.248134233003055","0.229349430765113","0.266919035240998"
"8 on Scale 1 to 10","1994","Couple + C. LE 16 ","East Germany","261","0.256624590321574","0.229458527746065","0.283790652897083"
"8 on Scale 1 to 10","1994","Couple + C. GT 16 ","West Germany","399","0.224904063924795","0.205212586419122","0.244595541430467"
"8 on Scale 1 to 10","1994","Couple + C. GT 16 ","East Germany","140","0.192768111890097","0.164093494143867","0.221442729636327"
"8 on Scale 1 to 10","1994","Couple + C. LE and GT 16","West Germany","198","0.267910697936893","0.23759844452464","0.298222951349147"
"8 on Scale 1 to 10","1994","Couple + C. LE and GT 16","East Germany","89","0.255125899553101","0.210031814647208","0.300219984458994"
"9 on Scale 1 to 10","1994","1-pers.-HH","West Germany","93","0.0819906497314306","0.0657185915597069","0.0982627079031543"
"9 on Scale 1 to 10","1994","1-pers.-HH","East Germany","22","","",""
"9 on Scale 1 to 10","1994","(Married) couple without C. ","West Germany","218","0.0711676098851594","0.0609388479959983","0.0813963717743204"
"9 on Scale 1 to 10","1994","(Married) couple without C. ","East Germany","66","0.0608137006980565","0.0457662547164938","0.0758611466796192"
"9 on Scale 1 to 10","1994","Single parent ","West Germany","50","0.119790765938994","0.0886245055653258","0.150957026312663"
"9 on Scale 1 to 10","1994","Single parent ","East Germany","16","","",""
"9 on Scale 1 to 10","1994","Couple + C. LE 16 ","West Germany","306","0.144051385822044","0.128780096813822","0.159322674830266"
"9 on Scale 1 to 10","1994","Couple + C. LE 16 ","East Germany","129","0.134267789377409","0.113062159634138","0.155473419120681"
"9 on Scale 1 to 10","1994","Couple + C. GT 16 ","West Germany","216","0.114922887963959","0.099881228825458","0.129964547102461"
"9 on Scale 1 to 10","1994","Couple + C. GT 16 ","East Germany","77","0.105746866712041","0.0833934005588209","0.128100332865261"
"9 on Scale 1 to 10","1994","Couple + C. LE and GT 16","West Germany","127","0.160688604056448","0.135552656375266","0.185824551737631"
"9 on Scale 1 to 10","1994","Couple + C. LE and GT 16","East Germany","45","0.112786279550469","0.0800640319200982","0.14550852718084"
"10 Completely satisfied","1994","1-pers.-HH","West Germany","73","0.0574970033840188","0.0436899581685035","0.0713040485995341"
"10 Completely satisfied","1994","1-pers.-HH","East Germany","23","","",""
"10 Completely satisfied","1994","(Married) couple without C. ","West Germany","178","0.0576539046458163","0.0483806372417122","0.0669271720499205"
"10 Completely satisfied","1994","(Married) couple without C. ","East Germany","46","0.0414069099470104","0.0288628026405759","0.0539510172534449"
"10 Completely satisfied","1994","Single parent ","West Germany","43","0.0854520914311798","0.0586206105897581","0.112283572272602"
"10 Completely satisfied","1994","Single parent ","East Germany","19","","",""
"10 Completely satisfied","1994","Couple + C. LE 16 ","West Germany","191","0.0900446186735809","0.0775956876743516","0.10249354967281"
"10 Completely satisfied","1994","Couple + C. LE 16 ","East Germany","65","0.0814932044408643","0.0644765040931418","0.0985099047885868"
"10 Completely satisfied","1994","Couple + C. GT 16 ","West Germany","173","0.092556539450754","0.0788882154750448","0.106224863426463"
"10 Completely satisfied","1994","Couple + C. GT 16 ","East Germany","52","0.0668662816087524","0.0487087665301497","0.085023796687355"
"10 Completely satisfied","1994","Couple + C. LE and GT 16","West Germany","125","0.143297166685511","0.119315737133259","0.167278596237762"
"10 Completely satisfied","1994","Couple + C. LE and GT 16","East Germany","19","","",""
"0 Completely dissatisfied","1995","1-pers.-HH","West Germany","34","0.0389710661736127","0.0276371902221049","0.0503049421251204"
"0 Completely dissatisfied","1995","1-pers.-HH","East Germany","6","","",""
"0 Completely dissatisfied","1995","(Married) couple without C. ","West Germany","48","0.0226583002429513","0.0168676846489434","0.0284489158369591"
"0 Completely dissatisfied","1995","(Married) couple without C. ","East Germany","23","","",""
"0 Completely dissatisfied","1995","Single parent ","West Germany","2","","",""
"0 Completely dissatisfied","1995","Single parent ","East Germany","1","","",""
"0 Completely dissatisfied","1995","Couple + C. LE 16 ","West Germany","7","","",""
"0 Completely dissatisfied","1995","Couple + C. LE 16 ","East Germany","5","","",""
"0 Completely dissatisfied","1995","Couple + C. GT 16 ","West Germany","32","0.0233882466735643","0.0163712051367382","0.0304052882103904"
"0 Completely dissatisfied","1995","Couple + C. GT 16 ","East Germany","5","","",""
"0 Completely dissatisfied","1995","Couple + C. LE and GT 16","West Germany","8","","",""
"0 Completely dissatisfied","1995","Couple + C. LE and GT 16","East Germany","2","","",""
"1 on Scale 1 to 10","1995","1-pers.-HH","West Germany","21","","",""
"1 on Scale 1 to 10","1995","1-pers.-HH","East Germany","7","","",""
"1 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","33","0.0136902705978402","0.00916858322449107","0.0182119579711893"
"1 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","9","","",""
"1 on Scale 1 to 10","1995","Single parent ","West Germany","5","","",""
"1 on Scale 1 to 10","1995","Single parent ","East Germany","1","","",""
"1 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","9","","",""
"1 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","3","","",""
"1 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","15","","",""
"1 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","6","","",""
"1 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","4","","",""
"1 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","5","","",""
"2 on Scale 1 to 10","1995","1-pers.-HH","West Germany","47","0.0513489844972685","0.0384231602278398","0.0642748087666973"
"2 on Scale 1 to 10","1995","1-pers.-HH","East Germany","14","","",""
"2 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","87","0.036190492633195","0.0289230651345406","0.0434579201318494"
"2 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","33","0.0363934582157696","0.0246448961700512","0.0481420202614881"
"2 on Scale 1 to 10","1995","Single parent ","West Germany","11","","",""
"2 on Scale 1 to 10","1995","Single parent ","East Germany","3","","",""
"2 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","31","0.0135868228392686","0.00880226562583931","0.0183713800526979"
"2 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","12","","",""
"2 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","57","0.0310983302102789","0.0230389317372971","0.0391577286832608"
"2 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","16","","",""
"2 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","18","","",""
"2 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","4","","",""
"3 on Scale 1 to 10","1995","1-pers.-HH","West Germany","70","0.0655573426790459","0.0510620803884172","0.0800526049696746"
"3 on Scale 1 to 10","1995","1-pers.-HH","East Germany","24","","",""
"3 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","168","0.071655076888128","0.0616189527634752","0.0816912010127809"
"3 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","60","0.0711055362412021","0.0549820824447863","0.0872289900376179"
"3 on Scale 1 to 10","1995","Single parent ","West Germany","24","","",""
"3 on Scale 1 to 10","1995","Single parent ","East Germany","7","","",""
"3 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","77","0.0398168752120735","0.0317358960884824","0.0478978543356646"
"3 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","35","0.0362609160719463","0.0240410240910284","0.0484808080528642"
"3 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","103","0.0546237511240873","0.0440729036430838","0.0651745986050909"
"3 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","33","0.0477199867849362","0.0321165234350182","0.0633234501348542"
"3 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","36","0.0373243219320709","0.0246775800063657","0.0499710638577761"
"3 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","19","","",""
"4 on Scale 1 to 10","1995","1-pers.-HH","West Germany","53","0.0541590999548724","0.0409039744609296","0.0674142254488151"
"4 on Scale 1 to 10","1995","1-pers.-HH","East Germany","17","","",""
"4 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","154","0.0644345595343442","0.0548805785004051","0.0739885405682832"
"4 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","84","0.0831482091751079","0.0658261626411975","0.100470255709018"
"4 on Scale 1 to 10","1995","Single parent ","West Germany","28","","",""
"4 on Scale 1 to 10","1995","Single parent ","East Germany","2","","",""
"4 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","113","0.0636084915937655","0.05352201128346","0.0736949719040711"
"4 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","51","0.0587434949745556","0.043372494667773","0.0741144952813382"
"4 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","100","0.0549835976998262","0.0444000690191327","0.0655671263805197"
"4 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","57","0.0857755635388346","0.0652782607831089","0.10627286629456"
"4 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","19","","",""
"4 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","21","","",""
"5 on Scale 1 to 10","1995","1-pers.-HH","West Germany","187","0.177456861882163","0.155081770372483","0.199831953391843"
"5 on Scale 1 to 10","1995","1-pers.-HH","East Germany","86","0.269901890058635","0.222079897325615","0.317723882791655"
"5 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","378","0.159675508577308","0.1454217131279","0.173929304026716"
"5 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","233","0.245233068154664","0.218242058518268","0.272224077791059"
"5 on Scale 1 to 10","1995","Single parent ","West Germany","57","0.136902767664227","0.105036565616126","0.168768969712327"
"5 on Scale 1 to 10","1995","Single parent ","East Germany","26","","",""
"5 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","264","0.114306191189025","0.101156061236373","0.127456321141677"
"5 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","106","0.124620171557172","0.103029771731205","0.14621057138314"
"5 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","220","0.122830431144712","0.107590289355036","0.138070572934387"
"5 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","100","0.137085894324538","0.111910940529249","0.162260848119827"
"5 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","104","0.106022116517484","0.0854819331933964","0.126562299841572"
"5 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","50","0.130585281666376","0.0967518373372051","0.164418725995548"
"6 on Scale 1 to 10","1995","1-pers.-HH","West Germany","125","0.10637170517416","0.0883153289175014","0.124428081430818"
"6 on Scale 1 to 10","1995","1-pers.-HH","East Germany","37","0.100310842682314","0.0679474325600486","0.13267425280458"
"6 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","251","0.103234289399688","0.0913946264062902","0.115073952393085"
"6 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","130","0.133886574318991","0.112522745849565","0.155250402788418"
"6 on Scale 1 to 10","1995","Single parent ","West Germany","43","0.0907046964199471","0.0640814084010892","0.117327984438805"
"6 on Scale 1 to 10","1995","Single parent ","East Germany","15","","",""
"6 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","202","0.0933055061039154","0.0812845921368123","0.105326420071019"
"6 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","101","0.107812736698673","0.0875391172689185","0.128086356128428"
"6 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","171","0.101317740099697","0.087307677601045","0.115327802598349"
"6 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","81","0.115911902488038","0.0924803911247564","0.13934341385132"
"6 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","76","0.0966719751464908","0.0769561148963181","0.116387835396663"
"6 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","32","0.0856957570800232","0.0575890070843349","0.113802507075712"
"7 on Scale 1 to 10","1995","1-pers.-HH","West Germany","177","0.170471491424842","0.148448281519946","0.192494701329738"
"7 on Scale 1 to 10","1995","1-pers.-HH","East Germany","42","0.13049493857878","0.0942066083544401","0.166783268803119"
"7 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","405","0.163882512930014","0.149478356868932","0.178286668991097"
"7 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","155","0.152775272165438","0.130204364365494","0.175346179965381"
"7 on Scale 1 to 10","1995","Single parent ","West Germany","71","0.134247581373857","0.102643409041693","0.16585175370602"
"7 on Scale 1 to 10","1995","Single parent ","East Germany","30","0.165206945069819","0.108542624883913","0.221871265255725"
"7 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","399","0.185795856987538","0.169721336370111","0.201870377604965"
"7 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","156","0.158197751032623","0.134343079627297","0.18205242243795"
"7 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","267","0.162952242863041","0.145804793426276","0.180099692299805"
"7 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","138","0.190325373879376","0.161591636128583","0.21905911163017"
"7 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","135","0.156196791882085","0.131975386733966","0.180418197030205"
"7 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","70","0.17693801200954","0.138619163731705","0.215256860287376"
"8 on Scale 1 to 10","1995","1-pers.-HH","West Germany","236","0.189986469845911","0.167011944221764","0.212960995470058"
"8 on Scale 1 to 10","1995","1-pers.-HH","East Germany","55","0.174304891703169","0.133435446934187","0.215174336472151"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","606","0.226310545032958","0.21002795112789","0.242593138938025"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","162","0.166341598907023","0.142979186635198","0.189704011178848"
"8 on Scale 1 to 10","1995","Single parent ","West Germany","91","0.209131038958443","0.171429780889256","0.246832297027631"
"8 on Scale 1 to 10","1995","Single parent ","East Germany","41","0.250670232970313","0.184540922573929","0.316799543366697"
"8 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","582","0.247709454496575","0.229868525834789","0.265550383158361"
"8 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","250","0.283092738800944","0.253644176318552","0.312541301283335"
"8 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","397","0.227506924036883","0.208042621412962","0.246971226660804"
"8 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","159","0.212411222267831","0.182472931514939","0.242349513020724"
"8 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","208","0.249413554097633","0.220546459360531","0.278280648834735"
"8 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","102","0.254886118215759","0.211126852882026","0.298645383549492"
"9 on Scale 1 to 10","1995","1-pers.-HH","West Germany","96","0.072102554388054","0.0569542370427334","0.0872508717333745"
"9 on Scale 1 to 10","1995","1-pers.-HH","East Germany","20","","",""
"9 on Scale 1 to 10","1995","(Married) couple without C. ","West Germany","224","0.0790169564774298","0.0685197479760438","0.0895141649788157"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","East Germany","57","0.052673090619435","0.0386589161513976","0.0666872650874724"
"9 on Scale 1 to 10","1995","Single parent ","West Germany","59","0.138645750583271","0.10660973388393","0.170681767282613"
"9 on Scale 1 to 10","1995","Single parent ","East Germany","23","","",""
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","West Germany","345","0.150175396578487","0.135410942030989","0.164939851125986"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","East Germany","123","0.141466900177591","0.118685826657452","0.164247973697731"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","West Germany","231","0.126281462153056","0.110859138350729","0.141703785955382"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","East Germany","86","0.123217984385531","0.0991593274231869","0.147276641347874"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","West Germany","128","0.155717923501817","0.131526814415653","0.179909032587981"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","East Germany","46","0.142052742681951","0.106998490236729","0.177106995127173"
"10 Completely satisfied","1995","1-pers.-HH","West Germany","74","0.0525292973425356","0.0394638955365734","0.0655946991484978"
"10 Completely satisfied","1995","1-pers.-HH","East Germany","23","","",""
"10 Completely satisfied","1995","(Married) couple without C. ","West Germany","183","0.059251487686144","0.0500644762487074","0.0684384991235805"
"10 Completely satisfied","1995","(Married) couple without C. ","East Germany","30","0.0271423336433211","0.0169477046045884","0.0373369626820537"
"10 Completely satisfied","1995","Single parent ","West Germany","56","0.115302961804635","0.0856947725744184","0.144911151034851"
"10 Completely satisfied","1995","Single parent ","East Germany","16","","",""
"10 Completely satisfied","1995","Couple + C. LE 16 ","West Germany","220","0.0834681189077013","0.0720370336351839","0.0948992041802188"
"10 Completely satisfied","1995","Couple + C. LE 16 ","East Germany","57","0.0655491910475086","0.0493709934501174","0.0817273886448997"
"10 Completely satisfied","1995","Couple + C. GT 16 ","West Germany","189","0.0889605690182987","0.0757426951182126","0.102178442918385"
"10 Completely satisfied","1995","Couple + C. GT 16 ","East Germany","36","0.0538456274556044","0.0373243077782864","0.0703669471329224"
"10 Completely satisfied","1995","Couple + C. LE and GT 16","West Germany","127","0.132354693365686","0.109745582824803","0.154963803906569"
"10 Completely satisfied","1995","Couple + C. LE and GT 16","East Germany","30","0.0681373261791703","0.0428353696724314","0.0934392826859091"
"0 Completely dissatisfied","1996","1-pers.-HH","West Germany","30","0.0254778971063103","0.0163189511754345","0.034636843037186"
"0 Completely dissatisfied","1996","1-pers.-HH","East Germany","9","","",""
"0 Completely dissatisfied","1996","(Married) couple without C. ","West Germany","44","0.0217967815778212","0.016099073484628","0.0274944896710143"
"0 Completely dissatisfied","1996","(Married) couple without C. ","East Germany","18","","",""
"0 Completely dissatisfied","1996","Single parent ","West Germany","7","","",""
"0 Completely dissatisfied","1996","Single parent ","East Germany","1","","",""
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","West Germany","20","","",""
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","East Germany","2","","",""
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","West Germany","22","","",""
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","East Germany","6","","",""
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","West Germany","10","","",""
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","East Germany","2","","",""
"1 on Scale 1 to 10","1996","1-pers.-HH","West Germany","27","","",""
"1 on Scale 1 to 10","1996","1-pers.-HH","East Germany","7","","",""
"1 on Scale 1 to 10","1996","(Married) couple without C. ","West Germany","30","0.0120287557560949","0.0077750056669888","0.0162825058452011"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","East Germany","10","","",""
"1 on Scale 1 to 10","1996","Single parent ","West Germany","2","","",""
"1 on Scale 1 to 10","1996","Single parent ","East Germany","","","",""
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","West Germany","6","","",""
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","East Germany","3","","",""
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","West Germany","28","","",""
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","East Germany","4","","",""
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","West Germany","9","","",""
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","East Germany","2","","",""
"2 on Scale 1 to 10","1996","1-pers.-HH","West Germany","47","0.0472566184084198","0.0349230953663989","0.0595901414504406"
"2 on Scale 1 to 10","1996","1-pers.-HH","East Germany","11","","",""
"2 on Scale 1 to 10","1996","(Married) couple without C. ","West Germany","99","0.0453822812306373","0.0372605732032809","0.0535039892579938"
"2 on Scale 1 to 10","1996","(Married) couple without C. ","East Germany","38","0.0407333770637454","0.0287427273147723","0.0527240268127186"
"2 on Scale 1 to 10","1996","Single parent ","West Germany","16","","",""
"2 on Scale 1 to 10","1996","Single parent ","East Germany","4","","",""
"2 on Scale 1 to 10","1996","Couple + C. LE 16 ","West Germany","40","0.0182850246948226","0.0126646961104787","0.0239053532791666"
"2 on Scale 1 to 10","1996","Couple + C. LE 16 ","East Germany","12","","",""
"2 on Scale 1 to 10","1996","Couple + C. GT 16 ","West Germany","39","0.0247004920828932","0.0173180329198645","0.0320829512459219"
"2 on Scale 1 to 10","1996","Couple + C. GT 16 ","East Germany","20","","",""
"2 on Scale 1 to 10","1996","Couple + C. LE and GT 16","West Germany","18","","",""
"2 on Scale 1 to 10","1996","Couple + C. LE and GT 16","East Germany","8","","",""
"3 on Scale 1 to 10","1996","1-pers.-HH","West Germany","68","0.0666276818706512","0.0521325333822325","0.0811228303590699"
"3 on Scale 1 to 10","1996","1-pers.-HH","East Germany","20","","",""
"3 on Scale 1 to 10","1996","(Married) couple without C. ","West Germany","137","0.0561539691075416","0.047170785588447","0.0651371526266362"
"3 on Scale 1 to 10","1996","(Married) couple without C. ","East Germany","65","0.0609971124485995","0.0464798093685137","0.0755144155286853"
"3 on Scale 1 to 10","1996","Single parent ","West Germany","14","","",""
"3 on Scale 1 to 10","1996","Single parent ","East Germany","5","","",""
"3 on Scale 1 to 10","1996","Couple + C. LE 16 ","West Germany","81","0.0385829041849495","0.0305035880747907","0.0466622202951084"
"3 on Scale 1 to 10","1996","Couple + C. LE 16 ","East Germany","35","0.0396652498861572","0.0263311227126923","0.052999377059622"
"3 on Scale 1 to 10","1996","Couple + C. GT 16 ","West Germany","81","0.0469015062309806","0.0368451294931834","0.0569578829687778"
"3 on Scale 1 to 10","1996","Couple + C. GT 16 ","East Germany","42","0.0592964245347735","0.0415056683645427","0.0770871807050043"
"3 on Scale 1 to 10","1996","Couple + C. LE and GT 16","West Germany","33","0.032412793289237","0.0204722792084036","0.0443533073700704"
"3 on Scale 1 to 10","1996","Couple + C. LE and GT 16","East Germany","21","","",""
"4 on Scale 1 to 10","1996","1-pers.-HH","West Germany","91","0.0837605413473872","0.0676580864269002","0.0998629962678743"
"4 on Scale 1 to 10","1996","1-pers.-HH","East Germany","32","0.102999162292838","0.0712005766663286","0.134797747919348"
"4 on Scale 1 to 10","1996","(Married) couple without C. ","West Germany","162","0.0646584747134077","0.0550625396299176","0.0742544097968979"
"4 on Scale 1 to 10","1996","(Married) couple without C. ","East Germany","95","0.0887156485479515","0.0714681977821423","0.105963099313761"
"4 on Scale 1 to 10","1996","Single parent ","West Germany","26","","",""
"4 on Scale 1 to 10","1996","Single parent ","East Germany","14","","",""
"4 on Scale 1 to 10","1996","Couple + C. LE 16 ","West Germany","86","0.043980313733682","0.035378623424934","0.0525820040424301"
"4 on Scale 1 to 10","1996","Couple + C. LE 16 ","East Germany","35","0.0411910795250873","0.02761370514363","0.0547684539065445"
"4 on Scale 1 to 10","1996","Couple + C. GT 16 ","West Germany","109","0.0694082933808285","0.0573200131299314","0.0814965736317256"
"4 on Scale 1 to 10","1996","Couple + C. GT 16 ","East Germany","22","","",""
"4 on Scale 1 to 10","1996","Couple + C. LE and GT 16","West Germany","30","0.0381400795554919","0.0252259110707129","0.0510542480402708"
"4 on Scale 1 to 10","1996","Couple + C. LE and GT 16","East Germany","17","","",""
"5 on Scale 1 to 10","1996","1-pers.-HH","West Germany","189","0.185970771227386","0.163355062389418","0.208586480065355"
"5 on Scale 1 to 10","1996","1-pers.-HH","East Germany","83","0.243362292447795","0.198470683916132","0.288253900979458"
"5 on Scale 1 to 10","1996","(Married) couple without C. ","West Germany","401","0.167264927798536","0.152702112627545","0.181827742969527"
"5 on Scale 1 to 10","1996","(Married) couple without C. ","East Germany","238","0.231779604902526","0.206183235617093","0.257375974187959"
"5 on Scale 1 to 10","1996","Single parent ","West Germany","74","0.168614874012345","0.135224322524483","0.202005425500207"
"5 on Scale 1 to 10","1996","Single parent ","East Germany","23","","",""
