"m11125","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","608","0.216997826281271","0.20242629023348","0.231569362329061"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","323","0.19553915814736","0.176779182574965","0.214299133719756"
"8 on Scale 1 to 10","1984","Single parent ","96","0.169456902236521","0.138899282135734","0.200014522337308"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","240","0.0857867263524699","0.0752312325192839","0.096342220185656"
"9 on Scale 1 to 10","1984","1-pers.-HH","128","0.0878785348913124","0.0726800338253805","0.103077035957244"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","247","0.119792667159574","0.105511421908837","0.134073912410312"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","410","0.135275596779255","0.123185083278138","0.147366110280371"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","216","0.137671965984946","0.121374429831256","0.153969502138635"
"9 on Scale 1 to 10","1984","Single parent ","64","0.111827239957961","0.0861569167443554","0.137497563171566"
"0 Completely dissatisfied","1985","(Married) couple without C. ","73","0.0328389822939579","0.0257341471978021","0.0399438173901138"
"0 Completely dissatisfied","1985","1-pers.-HH","33","0.0274663871953952","0.0181213241222931","0.0368114502684974"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","34","0.017091815767173","0.0114465270972945","0.0227371044370514"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","36","0.0141380330897965","0.00966327107603767","0.0186127951035554"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","22","","",""
"0 Completely dissatisfied","1985","Single parent ","16","","",""
"1 on Scale 1 to 10","1985","(Married) couple without C. ","40","0.0179452353962632","0.0126528410220745","0.0232376297704519"
"1 on Scale 1 to 10","1985","1-pers.-HH","20","","",""
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","17","","",""
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","23","","",""
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","16","","",""
"1 on Scale 1 to 10","1985","Single parent ","5","","",""
"10 Completely satisfied","1985","(Married) couple without C. ","316","0.126760454060775","0.113496642095012","0.140024266026538"
"10 Completely satisfied","1985","1-pers.-HH","189","0.148759769522362","0.128412882368525","0.169106656676198"
"10 Completely satisfied","1985","Couple + C. GT 16 ","380","0.172025746871125","0.155588059386971","0.18846343435528"
"10 Completely satisfied","1985","Couple + C. LE 16 ","511","0.174689796891097","0.160298174129362","0.189081419652832"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","333","0.199668614445465","0.179316299456146","0.220020929434783"
"10 Completely satisfied","1985","Single parent ","100","0.181892948420224","0.149356944591057","0.214428952249392"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","86","0.0377914118169111","0.0301891829748845","0.0453936406589377"
"2 on Scale 1 to 10","1985","1-pers.-HH","49","0.0455580652345515","0.033635037614987","0.057481092854116"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","43","0.0200550454404293","0.0139491657463966","0.026160925134462"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","37","0.0126065695166481","0.00837782967296192","0.0168353093603343"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","34","0.0175863540280686","0.0108943053994311","0.0242784026567061"
"2 on Scale 1 to 10","1985","Single parent ","19","","",""
"3 on Scale 1 to 10","1985","(Married) couple without C. ","117","0.0506178672452962","0.0418784552367785","0.0593572792538139"
"3 on Scale 1 to 10","1985","1-pers.-HH","60","0.0585755319944605","0.0451485001371075","0.0720025638518135"
"3 on Scale 1 to 10","1985","Couple + C. GT 16 ","69","0.0344503721974656","0.0265067270252511","0.0423940173696801"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","67","0.0234638351483864","0.017726488974502","0.0292011813222708"
"3 on Scale 1 to 10","1985","Couple + C. LE and GT 16","52","0.0316770125155116","0.0227602701574203","0.040593754873603"
"3 on Scale 1 to 10","1985","Single parent ","14","","",""
"4 on Scale 1 to 10","1985","(Married) couple without C. ","124","0.0557579596164611","0.0466104080029976","0.0649055112299246"
"4 on Scale 1 to 10","1985","1-pers.-HH","68","0.0619319921925257","0.0481502587649064","0.0757137256201449"
"4 on Scale 1 to 10","1985","Couple + C. GT 16 ","96","0.0472379234285781","0.0379978971294211","0.056477949727735"
"4 on Scale 1 to 10","1985","Couple + C. LE 16 ","102","0.0377292269292444","0.0305072683961517","0.0449511854623371"
"4 on Scale 1 to 10","1985","Couple + C. LE and GT 16","52","0.038700315069816","0.0288803342494925","0.0485202958901394"
"4 on Scale 1 to 10","1985","Single parent ","32","0.0591611659955055","0.039262352065556","0.0790599799254549"
"5 on Scale 1 to 10","1985","(Married) couple without C. ","446","0.18614687946062","0.170629775764052","0.201663983157187"
"5 on Scale 1 to 10","1985","1-pers.-HH","185","0.16883375581156","0.147414580418141","0.190252931204978"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","310","0.160439495238236","0.144454326657936","0.176424663818536"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","342","0.126166465464274","0.113581451218602","0.138751479709946"
"5 on Scale 1 to 10","1985","Couple + C. LE and GT 16","181","0.123224806083717","0.10649013472583","0.139959477441603"
"5 on Scale 1 to 10","1985","Single parent ","83","0.157247990198005","0.126544081832755","0.187951898563256"
"6 on Scale 1 to 10","1985","(Married) couple without C. ","230","0.0983920524086365","0.0865180087505804","0.110266096066692"
"6 on Scale 1 to 10","1985","1-pers.-HH","95","0.084562749280011","0.068654111444031","0.100471387115991"
"6 on Scale 1 to 10","1985","Couple + C. GT 16 ","145","0.0732312667954318","0.0618845677138882","0.0845779658769754"
"6 on Scale 1 to 10","1985","Couple + C. LE 16 ","206","0.07832616003411","0.0681423699701218","0.0885099500980982"
"6 on Scale 1 to 10","1985","Couple + C. LE and GT 16","94","0.0649291529276951","0.0523842843397881","0.0774740215156021"
"6 on Scale 1 to 10","1985","Single parent ","42","0.0781385205906868","0.0555016370086491","0.100775404172725"
"7 on Scale 1 to 10","1985","(Married) couple without C. ","313","0.130141814169798","0.116728304661864","0.143555323677732"
"7 on Scale 1 to 10","1985","1-pers.-HH","156","0.132203611464114","0.112836728125128","0.1515704948031"
"7 on Scale 1 to 10","1985","Couple + C. GT 16 ","279","0.143846960710901","0.128562095131024","0.159131826290778"
"7 on Scale 1 to 10","1985","Couple + C. LE 16 ","379","0.148637879017682","0.135154793126981","0.162120964908382"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","172","0.127221336279252","0.110256251821583","0.144186420736922"
"7 on Scale 1 to 10","1985","Single parent ","76","0.124545464892057","0.0966950308095662","0.152395898974549"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","442","0.173883545381365","0.158773713041454","0.188993377721276"
"8 on Scale 1 to 10","1985","1-pers.-HH","210","0.167058260527026","0.145729262797469","0.188387258256583"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","426","0.206050340758411","0.188433877226874","0.223666804289948"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","615","0.236524701526611","0.22041812885899","0.252631274194232"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","334","0.228125683706312","0.206761594828571","0.249489772584053"
"8 on Scale 1 to 10","1985","Single parent ","99","0.191212424877754","0.158043873747332","0.224380976008177"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","230","0.0897237981499163","0.078330481046168","0.101117115253665"
"9 on Scale 1 to 10","1985","1-pers.-HH","110","0.0831296946869746","0.0673440906744743","0.098915298699475"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","226","0.116961999999708","0.102964590548142","0.130959409451274"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","356","0.139715166662975","0.126574714808788","0.152855618517163"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","192","0.142454125956718","0.124659445803818","0.160248806109619"
"9 on Scale 1 to 10","1985","Single parent ","54","0.0946933460444711","0.0699983592218329","0.119388332867109"
"0 Completely dissatisfied","1986","(Married) couple without C. ","69","0.0322762112456902","0.0251759129321324","0.039376509559248"
"0 Completely dissatisfied","1986","1-pers.-HH","36","0.033510501579617","0.0229660965000696","0.0440549066591644"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","39","0.0199204931181318","0.0139486395341222","0.0258923467021414"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","21","","",""
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","15","","",""
"0 Completely dissatisfied","1986","Single parent ","18","","",""
"1 on Scale 1 to 10","1986","(Married) couple without C. ","40","0.0177415678820508","0.012437995578594","0.0230451401855076"
"1 on Scale 1 to 10","1986","1-pers.-HH","21","","",""
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","30","0.0132424529986247","0.00835685304229023","0.0181280529549592"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","12","","",""
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","8","","",""
"1 on Scale 1 to 10","1986","Single parent ","4","","",""
"10 Completely satisfied","1986","(Married) couple without C. ","270","0.101001434330275","0.0888953726433842","0.113107496017166"
"10 Completely satisfied","1986","1-pers.-HH","157","0.131978466072181","0.112147227662018","0.151809704482345"
"10 Completely satisfied","1986","Couple + C. GT 16 ","372","0.153696743655197","0.138282444130314","0.16911104318008"
"10 Completely satisfied","1986","Couple + C. LE 16 ","430","0.160201588009933","0.145539298440004","0.174863877579862"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","246","0.154098614868363","0.135199854436312","0.172997375300415"
"10 Completely satisfied","1986","Single parent ","80","0.159415262193233","0.127676254831779","0.191154269554687"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","67","0.033101086469888","0.0259136954448618","0.0402884774949142"
"2 on Scale 1 to 10","1986","1-pers.-HH","30","0.0286691067006156","0.0188916989042777","0.0384465144969534"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","44","0.0221820550401021","0.0158875969601965","0.0284765131200077"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","41","0.0151822437886021","0.0102942935617074","0.0200701940154968"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","29","","",""
"2 on Scale 1 to 10","1986","Single parent ","11","","",""
"3 on Scale 1 to 10","1986","(Married) couple without C. ","118","0.0491587388023393","0.0404728555368817","0.0578446220677969"
"3 on Scale 1 to 10","1986","1-pers.-HH","52","0.0537260545415489","0.0405151071444457","0.0669370019386521"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","85","0.0415572162063021","0.0330274962175106","0.0500869361950935"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","83","0.0309053082815557","0.0239873090931145","0.0378233074699969"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","53","0.0397298541240919","0.0295056553789435","0.0499540528692402"
"3 on Scale 1 to 10","1986","Single parent ","20","","",""
"4 on Scale 1 to 10","1986","(Married) couple without C. ","126","0.0569847538405577","0.0476715671701702","0.0662979405109451"
"4 on Scale 1 to 10","1986","1-pers.-HH","65","0.0596669618034601","0.0457885152406209","0.0735454083662992"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","118","0.0568088555762013","0.0469156659789233","0.0667020451734793"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","100","0.050100790158976","0.0413802796410254","0.0588213006769267"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","63","0.0419538186658714","0.0314595288275427","0.0524481085042001"
"4 on Scale 1 to 10","1986","Single parent ","29","","",""
"5 on Scale 1 to 10","1986","(Married) couple without C. ","430","0.187988340598435","0.172291718513547","0.203684962683323"
"5 on Scale 1 to 10","1986","1-pers.-HH","195","0.194346970229866","0.171162565088191","0.217531375371542"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","291","0.14507875550969","0.130026782874814","0.160130728144566"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","291","0.119689477026981","0.106713896696472","0.13266505735749"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","170","0.116623417259626","0.0998222325334822","0.133424601985769"
"5 on Scale 1 to 10","1986","Single parent ","66","0.118865841927346","0.0908058723982552","0.146925811456438"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","240","0.108373527600671","0.095884958113629","0.120862097087714"
"6 on Scale 1 to 10","1986","1-pers.-HH","91","0.0868871036967253","0.0703837219224519","0.103390485470999"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","177","0.0798298935860034","0.068246247236851","0.0914135399351558"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","175","0.069532330136672","0.0593645793052927","0.0797000809680513"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","109","0.0850601008986859","0.0704573958100582","0.0996628059873135"
"6 on Scale 1 to 10","1986","Single parent ","47","0.0852065318138164","0.0609998304325351","0.109413233195098"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","318","0.1342226416922","0.120527213487971","0.147918069896429"
"7 on Scale 1 to 10","1986","1-pers.-HH","139","0.118076298236537","0.0991689806274646","0.136983615845609"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","266","0.134604379452452","0.120017399156489","0.149191359748415"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","344","0.146824463815096","0.132676326437016","0.160972601193176"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","190","0.144104775603629","0.125721471457303","0.162488079749954"
"7 on Scale 1 to 10","1986","Single parent ","70","0.134589889315642","0.104999216409409","0.164180562221876"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","485","0.19711524979417","0.18113269031257","0.21309780927577"
"8 on Scale 1 to 10","1986","1-pers.-HH","207","0.169604153884297","0.147615741464714","0.19159256630388"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","419","0.203317704135702","0.186116508459539","0.220518899811865"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","560","0.241829931623714","0.224713264555515","0.258946598691912"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","302","0.233030617417464","0.210901219873287","0.25516001496164"
"8 on Scale 1 to 10","1986","Single parent ","99","0.203882318899251","0.168950913591964","0.238813724206539"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","217","0.0820364477437222","0.0710115199244695","0.0930613755629748"
"9 on Scale 1 to 10","1986","1-pers.-HH","126","0.101736234921334","0.0840240222212415","0.119448447621427"
"9 on Scale 1 to 10","1986","Couple + C. GT 16 ","262","0.129761450721593","0.11539926760796","0.144123633835227"
"9 on Scale 1 to 10","1986","Couple + C. LE 16 ","347","0.152941966248754","0.13855395472856","0.167329977768947"
"9 on Scale 1 to 10","1986","Couple + C. LE and GT 16","217","0.150091232674465","0.131395697527784","0.168786767821146"
"9 on Scale 1 to 10","1986","Single parent ","67","0.131357107860179","0.102069421502868","0.16064479421749"
"0 Completely dissatisfied","1987","(Married) couple without C. ","50","0.0239856095605824","0.0178060698738159","0.0301651492473488"
"0 Completely dissatisfied","1987","1-pers.-HH","33","0.0319951840472147","0.0216838676510499","0.0423065004433795"
"0 Completely dissatisfied","1987","Couple + C. GT 16 ","31","0.0146433269190635","0.00957412455579706","0.01971252928233"
"0 Completely dissatisfied","1987","Couple + C. LE 16 ","23","","",""
"0 Completely dissatisfied","1987","Couple + C. LE and GT 16","14","","",""
"0 Completely dissatisfied","1987","Single parent ","13","","",""
"1 on Scale 1 to 10","1987","(Married) couple without C. ","38","0.0179482541223489","0.0125862032963335","0.0233103049483642"
"1 on Scale 1 to 10","1987","1-pers.-HH","25","","",""
"1 on Scale 1 to 10","1987","Couple + C. GT 16 ","27","","",""
"1 on Scale 1 to 10","1987","Couple + C. LE 16 ","18","","",""
"1 on Scale 1 to 10","1987","Couple + C. LE and GT 16","9","","",""
"1 on Scale 1 to 10","1987","Single parent ","5","","",""
"10 Completely satisfied","1987","(Married) couple without C. ","258","0.098313801270376","0.0862887318943927","0.110338870646359"
"10 Completely satisfied","1987","1-pers.-HH","127","0.10718491359401","0.08905980409549","0.125310023092531"
"10 Completely satisfied","1987","Couple + C. GT 16 ","309","0.122281222598673","0.10845573046803","0.136106714729315"
"10 Completely satisfied","1987","Couple + C. LE 16 ","337","0.132098860104546","0.118449602846421","0.145748117362671"
"10 Completely satisfied","1987","Couple + C. LE and GT 16","238","0.144309721654224","0.124883580251135","0.163735863057312"
"10 Completely satisfied","1987","Single parent ","96","0.167026709868827","0.135028819908982","0.199024599828672"
"2 on Scale 1 to 10","1987","(Married) couple without C. ","90","0.0413708546888452","0.0333277226877595","0.0494139866899308"
"2 on Scale 1 to 10","1987","1-pers.-HH","46","0.0434092838792436","0.0314697481567904","0.0553488196016968"
"2 on Scale 1 to 10","1987","Couple + C. GT 16 ","57","0.0236507562737603","0.0172379498304933","0.0300635627170274"
"2 on Scale 1 to 10","1987","Couple + C. LE 16 ","42","0.0196768410783709","0.0140781478051437","0.0252755343515981"
"2 on Scale 1 to 10","1987","Couple + C. LE and GT 16","34","0.026549249483616","0.0176620778285003","0.0354364211387317"
"2 on Scale 1 to 10","1987","Single parent ","19","","",""
"3 on Scale 1 to 10","1987","(Married) couple without C. ","100","0.0446475679900193","0.0363062755853196","0.052988860394719"
"3 on Scale 1 to 10","1987","1-pers.-HH","49","0.0414236286813173","0.029748263384487","0.0530989939781476"
"3 on Scale 1 to 10","1987","Couple + C. GT 16 ","87","0.041130948897704","0.0327501188544966","0.0495117789409114"
"3 on Scale 1 to 10","1987","Couple + C. LE 16 ","69","0.0308657861685648","0.0238938245199585","0.0378377478171712"
"3 on Scale 1 to 10","1987","Couple + C. LE and GT 16","50","0.0412107375422268","0.0302220145270632","0.0521994605573905"
"3 on Scale 1 to 10","1987","Single parent ","34","0.0732220617937563","0.0508749367143096","0.095569186873203"
"4 on Scale 1 to 10","1987","(Married) couple without C. ","127","0.0562288560206206","0.0469249437533181","0.065532768287923"
"4 on Scale 1 to 10","1987","1-pers.-HH","60","0.0617690866047902","0.0476640730917855","0.0758741001177949"
"4 on Scale 1 to 10","1987","Couple + C. GT 16 ","86","0.0414051668796181","0.0329976484099688","0.0498126853492673"
"4 on Scale 1 to 10","1987","Couple + C. LE 16 ","90","0.0385467350379891","0.0307863683366075","0.0463071017393707"
"4 on Scale 1 to 10","1987","Couple + C. LE and GT 16","43","0.0359337126942928","0.0256444336403884","0.0462229917481972"
"4 on Scale 1 to 10","1987","Single parent ","19","","",""
"5 on Scale 1 to 10","1987","(Married) couple without C. ","375","0.175927594056904","0.160549507429821","0.191305680683987"
"5 on Scale 1 to 10","1987","1-pers.-HH","186","0.181157546935826","0.158591190751199","0.203723903120454"
"5 on Scale 1 to 10","1987","Couple + C. GT 16 ","309","0.15186650785372","0.136720920209641","0.167012095497798"
"5 on Scale 1 to 10","1987","Couple + C. LE 16 ","298","0.124205578947649","0.110910344690699","0.137500813204599"
"5 on Scale 1 to 10","1987","Couple + C. LE and GT 16","168","0.14555629214278","0.126060644267498","0.165051940018063"
"5 on Scale 1 to 10","1987","Single parent ","60","0.125823510313838","0.0973727878390716","0.154274232788605"
"6 on Scale 1 to 10","1987","(Married) couple without C. ","241","0.106376927165369","0.0939245134095065","0.118829340921231"
"6 on Scale 1 to 10","1987","1-pers.-HH","104","0.0998457022754947","0.0822803762344163","0.117411028316573"
"6 on Scale 1 to 10","1987","Couple + C. GT 16 ","197","0.0934649390325123","0.081180942513587","0.105748935551438"
"6 on Scale 1 to 10","1987","Couple + C. LE 16 ","186","0.0729161872439158","0.0624353535511232","0.0833970209367083"
"6 on Scale 1 to 10","1987","Couple + C. LE and GT 16","91","0.0816562477764198","0.0665179236449654","0.0967945719078743"
"6 on Scale 1 to 10","1987","Single parent ","46","0.0919316645378521","0.0671457660128905","0.116717563062814"
"7 on Scale 1 to 10","1987","(Married) couple without C. ","380","0.160966837632106","0.146124223248087","0.175809452016126"
"7 on Scale 1 to 10","1987","1-pers.-HH","162","0.136351491877392","0.116245221963713","0.156457761791072"
"7 on Scale 1 to 10","1987","Couple + C. GT 16 ","305","0.143723192151739","0.128918699239393","0.158527685064085"
"7 on Scale 1 to 10","1987","Couple + C. LE 16 ","399","0.171741749190163","0.156538193079169","0.186945305301156"
"7 on Scale 1 to 10","1987","Couple + C. LE and GT 16","170","0.147110251894349","0.127528643148783","0.166691860639915"
"7 on Scale 1 to 10","1987","Single parent ","59","0.116251439435068","0.0887550057680811","0.143747873102056"
"8 on Scale 1 to 10","1987","(Married) couple without C. ","490","0.19767637143299","0.181591973588156","0.213760769277823"
"8 on Scale 1 to 10","1987","1-pers.-HH","226","0.185012377247524","0.16226093428561","0.207763820209438"
"8 on Scale 1 to 10","1987","Couple + C. GT 16 ","481","0.233783872188889","0.215922865348058","0.251644879029721"
"8 on Scale 1 to 10","1987","Couple + C. LE 16 ","601","0.262145042199331","0.244416187565694","0.279873896832968"
"8 on Scale 1 to 10","1987","Couple + C. LE and GT 16","247","0.206020094644813","0.18366173184919","0.228378457440436"
"8 on Scale 1 to 10","1987","Single parent ","90","0.18440082094358","0.151132364253731","0.21766927763343"
"9 on Scale 1 to 10","1987","(Married) couple without C. ","206","0.0765573260598389","0.0658186440215175","0.0872960080981603"
"9 on Scale 1 to 10","1987","1-pers.-HH","101","0.0861007054903167","0.0696651050865807","0.102536305894053"
"9 on Scale 1 to 10","1987","Couple + C. GT 16 ","268","0.121264235065662","0.107488380930549","0.135040089200775"
"9 on Scale 1 to 10","1987","Couple + C. LE 16 ","301","0.128437031285487","0.114949922235802","0.141924140335173"
"9 on Scale 1 to 10","1987","Couple + C. LE and GT 16","193","0.153271256707704","0.133356135100268","0.17318637831514"
"9 on Scale 1 to 10","1987","Single parent ","81","0.139605895764435","0.109874627730619","0.16933716379825"
