"m11125","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1985","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","no migration background","87","0.0792517852479279","0.0630585282615327","0.0954450422343231","4"
"4 on Scale 1 to 10","1985","16-34 y.","no migration background","87","0.029167219321229","0.0230374583914874","0.0352969802509707","4"
"4 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","direct migration background","87","0.049785235723781","0.0395831928975039","0.0599872785500582","4"
"5 on Scale 1 to 10","1985","66 and older","direct migration background","11","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","no migration background","261","0.088745390674203","0.0783864205908718","0.0991043607575341","5"
"5 on Scale 1 to 10","1985","16-34 y.","direct migration background","123","0.118801748970869","0.100036113771896","0.137567384169841","5"
"5 on Scale 1 to 10","1985","66 and older","no migration background","203","0.191362788526425","0.167781645894257","0.214943931158593","5"
"5 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","no migration background","767","0.194618680347947","0.182348090868458","0.206889269827436","5"
"5 on Scale 1 to 10","1985","35-65 y.","direct migration background","279","0.172905581218469","0.155167443497319","0.190643718939619","5"
"5 on Scale 1 to 10","1985","35-65 y.","indirect migration background","7","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","indirect migration background","5","","","","5"
"6 on Scale 1 to 10","1985","16-34 y.","no migration background","157","0.0544482571300976","0.0461829604304177","0.0627135538297774","6"
"6 on Scale 1 to 10","1985","16-34 y.","direct migration background","60","0.0594779234583882","0.0457603455660123","0.073195501350764","6"
"6 on Scale 1 to 10","1985","66 and older","no migration background","118","0.10709618095021","0.0885587916423076","0.125633570258113","6"
"6 on Scale 1 to 10","1985","35-65 y.","no migration background","379","0.0960561483030887","0.0869233114281045","0.105188985178073","6"
"6 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1985","35-65 y.","direct migration background","148","0.0857874698975061","0.072651519925308","0.0989234198697042","6"
"6 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","6"
"6 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","6"
"7 on Scale 1 to 10","1985","16-34 y.","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","no migration background","389","0.137264903050167","0.124729384791626","0.149800421308708","7"
"7 on Scale 1 to 10","1985","16-34 y.","direct migration background","122","0.126289731437989","0.107024120799022","0.145555342076957","7"
"7 on Scale 1 to 10","1985","35-65 y.","no migration background","578","0.142261414116522","0.131434780916063","0.153088047316982","7"
"7 on Scale 1 to 10","1985","35-65 y.","direct migration background","229","0.133828023074327","0.117858146225493","0.149797899923161","7"
"7 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1985","66 and older","no migration background","127","0.119997945745587","0.100517989050335","0.139477902440839","7"
"7 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","7"
"8 on Scale 1 to 10","1985","16-34 y.","no migration background","706","0.240681580459791","0.225109121253006","0.256254039666577","8"
"8 on Scale 1 to 10","1985","16-34 y.","indirect migration background","20","","","","8"
"8 on Scale 1 to 10","1985","35-65 y.","indirect migration background","3","","","","8"
"8 on Scale 1 to 10","1985","66 and older","direct migration background","1","","","","8"
"8 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","direct migration background","252","0.205072012157459","0.181654965062137","0.228489059252781","8"
"8 on Scale 1 to 10","1985","35-65 y.","no migration background","791","0.193815552535815","0.181564203621017","0.206066901450613","8"
"8 on Scale 1 to 10","1985","66 and older","no migration background","136","0.125968666023843","0.106077785684501","0.145859546363186","8"
"8 on Scale 1 to 10","1985","35-65 y.","direct migration background","345","0.197366003496832","0.178697009317425","0.216034997676238","8"
"9 on Scale 1 to 10","1985","16-34 y.","direct migration background","160","0.147635406276845","0.127061204181892","0.168209608371799","9"
"9 on Scale 1 to 10","1985","16-34 y.","no migration background","505","0.175522454062242","0.161665123904111","0.189379784220373","9"
"9 on Scale 1 to 10","1985","66 and older","no migration background","51","0.0479958023506984","0.0351819328071067","0.0608096718942902","9"
"9 on Scale 1 to 10","1985","66 and older","direct migration background","3","","","","9"
"9 on Scale 1 to 10","1985","16-34 y.","indirect migration background","15","","","","9"
"9 on Scale 1 to 10","1985","35-65 y.","no migration background","363","0.0853475881738492","0.0766880235540472","0.0940071527936511","9"
"9 on Scale 1 to 10","1985","35-65 y.","direct migration background","147","0.0820874907169019","0.0692119609969951","0.0949630204368086","9"
"9 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","no migration background","18","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","direct migration background","8","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","no migration background","88","0.0253230839850553","0.0203088053567112","0.0303373626133994","0"
"0 Completely dissatisfied","1986","35-65 y.","direct migration background","46","0.0265443797038217","0.018889546059401","0.0341992133482424","0"
"0 Completely dissatisfied","1986","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1986","66 and older","no migration background","59","0.0556507929466455","0.0413417159058544","0.0699598699874367","0"
"0 Completely dissatisfied","1986","66 and older","direct migration background","5","","","","0"
"0 Completely dissatisfied","1986","66 and older","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1986","16-34 y.","no migration background","8","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","no migration background","46","0.0123219002748564","0.00880089738404509","0.0158429031656677","1"
"1 on Scale 1 to 10","1986","35-65 y.","direct migration background","32","0.0222254402323201","0.015205459166812","0.0292454212978283","1"
"1 on Scale 1 to 10","1986","66 and older","no migration background","36","0.0366783009505769","0.0249455484386228","0.0484110534625309","1"
"1 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","direct migration background","3","","","","1"
"10 Completely satisfied","1986","16-34 y.","no migration background","595","0.207113345395434","0.192251299936455","0.221975390854413","10"
"10 Completely satisfied","1986","35-65 y.","direct migration background","207","0.108919576229631","0.0940840549490796","0.123755097510182","10"
"10 Completely satisfied","1986","16-34 y.","direct migration background","328","0.256574795979849","0.230812225625292","0.282337366334405","10"
"10 Completely satisfied","1986","16-34 y.","indirect migration background","45","0.316990454728987","0.237004654548093","0.39697625490988","10"
"10 Completely satisfied","1986","35-65 y.","no migration background","407","0.10466384230822","0.0948934675149762","0.114434217101465","10"
"10 Completely satisfied","1986","35-65 y.","indirect migration background","3","","","","10"
"10 Completely satisfied","1986","66 and older","no migration background","72","0.0763267338921274","0.0597535037961471","0.0928999639881077","10"
"10 Completely satisfied","1986","66 and older","direct migration background","2","","","","10"
"10 Completely satisfied","1986","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1986","16-34 y.","no migration background","24","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","no migration background","100","0.0280131446817162","0.0227465371866154","0.0332797521768169","2"
"2 on Scale 1 to 10","1986","66 and older","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","direct migration background","14","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","direct migration background","57","0.0276019237871565","0.0198003340247493","0.0354035135495636","2"
"2 on Scale 1 to 10","1986","35-65 y.","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1986","66 and older","no migration background","49","0.0466767105033036","0.0335099221099183","0.0598434988966889","2"
"3 on Scale 1 to 10","1986","16-34 y.","no migration background","68","0.0228679494338978","0.0173856944580164","0.0283502044097792","3"
"3 on Scale 1 to 10","1986","16-34 y.","direct migration background","29","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","direct migration background","93","0.0584295161972914","0.0472600105739162","0.0695990218206666","3"
"3 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1986","66 and older","no migration background","66","0.0695414875247457","0.0536640603882014","0.08541891466129","3"
"3 on Scale 1 to 10","1986","16-34 y.","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","no migration background","176","0.0481457175636337","0.0413131506936706","0.0549782844335968","3"
"3 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1986","66 and older","direct migration background","4","","","","3"
"4 on Scale 1 to 10","1986","66 and older","direct migration background","6","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","no migration background","102","0.0396808335245994","0.0325215892480612","0.0468400778011376","4"
"4 on Scale 1 to 10","1986","16-34 y.","direct migration background","21","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","indirect migration background","4","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","no migration background","223","0.0611156406602023","0.0534702081079068","0.0687610732124978","4"
"4 on Scale 1 to 10","1986","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1986","66 and older","no migration background","78","0.0744920312922681","0.0581029494765527","0.0908811131079835","4"
"4 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","direct migration background","105","0.0514481667193775","0.0409283814791392","0.0619679519596159","4"
"5 on Scale 1 to 10","1986","16-34 y.","no migration background","260","0.0911126979229354","0.0805587861137578","0.101666609732113","5"
"5 on Scale 1 to 10","1986","16-34 y.","direct migration background","110","0.0964241548879976","0.0790125508892509","0.113835758886744","5"
"5 on Scale 1 to 10","1986","66 and older","no migration background","203","0.218119848603032","0.192343148338463","0.243896548867602","5"
"5 on Scale 1 to 10","1986","66 and older","direct migration background","6","","","","5"
"5 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1986","16-34 y.","indirect migration background","8","","","","5"
"5 on Scale 1 to 10","1986","35-65 y.","no migration background","662","0.180860744644254","0.168575866539245","0.193145622749263","5"
"5 on Scale 1 to 10","1986","35-65 y.","direct migration background","294","0.174575485599575","0.156498679531114","0.192652291668037","5"
"5 on Scale 1 to 10","1986","35-65 y.","indirect migration background","2","","","","5"
"6 on Scale 1 to 10","1986","16-34 y.","no migration background","159","0.0536380436433053","0.0453751133160489","0.0619009739705618","6"
"6 on Scale 1 to 10","1986","16-34 y.","direct migration background","64","0.0624922333692241","0.0482143439388775","0.0767701227995707","6"
"6 on Scale 1 to 10","1986","16-34 y.","indirect migration background","4","","","","6"
"6 on Scale 1 to 10","1986","35-65 y.","no migration background","386","0.103938475264289","0.0941980726052571","0.113678877923322","6"
"6 on Scale 1 to 10","1986","35-65 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1986","66 and older","no migration background","125","0.120716185050963","0.100380588167704","0.141051781934223","6"
"6 on Scale 1 to 10","1986","35-65 y.","direct migration background","154","0.0801350646809805","0.0672060712143509","0.0930640581476101","6"
"6 on Scale 1 to 10","1986","66 and older","direct migration background","4","","","","6"
"6 on Scale 1 to 10","1986","66 and older","indirect migration background","2","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","no migration background","379","0.129471249700446","0.117158722048501","0.141783777352391","7"
"7 on Scale 1 to 10","1986","16-34 y.","direct migration background","115","0.115751236812723","0.0968794246625704","0.134623048962876","7"
"7 on Scale 1 to 10","1986","16-34 y.","indirect migration background","10","","","","7"
"7 on Scale 1 to 10","1986","35-65 y.","no migration background","572","0.148905023248759","0.137542794907816","0.160267251589702","7"
"7 on Scale 1 to 10","1986","35-65 y.","direct migration background","217","0.14865833379274","0.131717375901986","0.165599291683494","7"
"7 on Scale 1 to 10","1986","35-65 y.","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1986","66 and older","no migration background","106","0.103429766583474","0.0844222856362818","0.122437247530667","7"
"7 on Scale 1 to 10","1986","66 and older","direct migration background","8","","","","7"
"7 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1986","16-34 y.","indirect migration background","28","","","","8"
"8 on Scale 1 to 10","1986","16-34 y.","direct migration background","230","0.22439257767157","0.1997838717554","0.24900128358774","8"
"8 on Scale 1 to 10","1986","35-65 y.","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1986","66 and older","no migration background","145","0.146231233947185","0.124176600847495","0.168285867046874","8"
"8 on Scale 1 to 10","1986","16-34 y.","no migration background","703","0.246967172934767","0.231151212893295","0.262783132976239","8"
"8 on Scale 1 to 10","1986","35-65 y.","no migration background","765","0.19801121159186","0.185292331766755","0.210730091416965","8"
"8 on Scale 1 to 10","1986","35-65 y.","direct migration background","322","0.199158524256456","0.180140556076537","0.218176492436375","8"
"8 on Scale 1 to 10","1986","66 and older","direct migration background","6","","","","8"
"8 on Scale 1 to 10","1986","66 and older","indirect migration background","1","","","","8"
"9 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1986","35-65 y.","no migration background","346","0.0887012157771531","0.0796268766338524","0.0977755549204538","9"
