"m11125","year","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2009","Female","102","0.0138203982935591","0.0114679620761753","0.0161728345109429","0"
"1 on Scale 1 to 10","2009","Female","113","0.0131707380456345","0.0108735019303246","0.0154679741609444","1"
"1 on Scale 1 to 10","2009","Male","99","0.0127027272985689","0.0103405389397779","0.0150649156573598","1"
"10 Completely satisfied","2009","Female","523","0.0605435969156886","0.0557379484967168","0.0653492453346604","10"
"10 Completely satisfied","2009","Male","506","0.0636482074132074","0.0584988305144949","0.0687975843119198","10"
"2 on Scale 1 to 10","2009","Female","313","0.0378939924906062","0.034046513869057","0.0417414711121555","2"
"2 on Scale 1 to 10","2009","Male","270","0.0362291448158942","0.0322876768185563","0.040170612813232","2"
"3 on Scale 1 to 10","2009","Female","578","0.0662295631445763","0.0612185496185527","0.0712405766705999","3"
"3 on Scale 1 to 10","2009","Male","485","0.0629909572198853","0.057866438736161","0.0681154757036095","3"
"4 on Scale 1 to 10","2009","Female","633","0.0652387490719671","0.0602627220186246","0.0702147761253095","4"
"4 on Scale 1 to 10","2009","Male","524","0.0601022571939101","0.0550889102165411","0.0651156041712792","4"
"5 on Scale 1 to 10","2009","Female","1390","0.150986233143139","0.143771743552056","0.158200722734221","5"
"5 on Scale 1 to 10","2009","Male","1114","0.135748862906628","0.128523991046406","0.142973734766849","5"
"6 on Scale 1 to 10","2009","Female","996","0.105932590725157","0.0997313370317684","0.112133844418545","6"
"6 on Scale 1 to 10","2009","Male","935","0.113212296765261","0.106528877586866","0.119895715943656","6"
"7 on Scale 1 to 10","2009","Female","1603","0.166174479535841","0.158673822206354","0.173675136865329","7"
"7 on Scale 1 to 10","2009","Male","1652","0.181026166957738","0.17290445169328","0.189147882222195","7"
"8 on Scale 1 to 10","2009","Female","2202","0.219243326684466","0.210906503054622","0.227580150314309","8"
"8 on Scale 1 to 10","2009","Male","1995","0.220050539498719","0.211312046981349","0.228789032016088","8"
"9 on Scale 1 to 10","2009","Female","1008","0.100766331949365","0.0947007346440551","0.106831929254676","9"
"9 on Scale 1 to 10","2009","Male","953","0.101982844724691","0.0955995051746253","0.108366184274757","9"
"0 Completely dissatisfied","2010","Female","145","0.0136106717657682","0.0116259069362626","0.0155954365952739","0"
"0 Completely dissatisfied","2010","Male","130","0.0128141012612484","0.0107063338820839","0.0149218686404129","0"
"1 on Scale 1 to 10","2010","Female","139","0.0172906387591659","0.0150577702024411","0.0195235073158907","1"
"1 on Scale 1 to 10","2010","Male","117","0.0135566212235086","0.0113894613866678","0.0157237810603493","1"
"10 Completely satisfied","2010","Female","1245","0.0702934901801403","0.0659144837563998","0.0746724966038808","10"
"10 Completely satisfied","2010","Male","915","0.0679146980055416","0.0631996203666419","0.0726297756444413","10"
"2 on Scale 1 to 10","2010","Female","384","0.0374183247839067","0.0341674064654712","0.0406692431023422","2"
"2 on Scale 1 to 10","2010","Male","293","0.0314984842154378","0.0282252723911639","0.0347716960397116","2"
"3 on Scale 1 to 10","2010","Female","654","0.0597491836346921","0.0556891190677491","0.0638092482016352","3"
"3 on Scale 1 to 10","2010","Male","504","0.0539869473241135","0.049751765292701","0.0582221293555261","3"
"4 on Scale 1 to 10","2010","Female","730","0.0685396659429342","0.0642115561709779","0.0728677757148906","4"
"4 on Scale 1 to 10","2010","Male","596","0.0594519326446638","0.0550204136236006","0.0638834516657271","4"
"5 on Scale 1 to 10","2010","Female","1711","0.148158062236932","0.142072688637811","0.154243435836053","5"
"5 on Scale 1 to 10","2010","Male","1304","0.137193336381388","0.130745672556644","0.143641000206131","5"
"6 on Scale 1 to 10","2010","Female","1184","0.0980839670987754","0.0929891668915174","0.103178767306034","6"
"6 on Scale 1 to 10","2010","Male","1059","0.105878407823112","0.100112321712749","0.111644493933475","6"
"7 on Scale 1 to 10","2010","Female","2130","0.164635659563917","0.158283154603523","0.170988164524311","7"
"7 on Scale 1 to 10","2010","Male","1936","0.175607491356312","0.168477029365022","0.182737953347603","7"
"8 on Scale 1 to 10","2010","Male","2693","0.228880899649789","0.221007820133828","0.236753979165749","8"
"8 on Scale 1 to 10","2010","Female","3050","0.211025351603738","0.20403588662364","0.218014816583837","8"
"9 on Scale 1 to 10","2010","Female","1720","0.111194984430029","0.105809919548512","0.116580049311546","9"
"9 on Scale 1 to 10","2010","Male","1391","0.113217080114886","0.107279031259648","0.119155128970124","9"
"0 Completely dissatisfied","2011","Female","168","0.0147475772525153","0.0127657314237337","0.0167294230812968","0"
"0 Completely dissatisfied","2011","Male","134","0.0118857743439054","0.00991998506274539","0.0138515636250655","0"
"1 on Scale 1 to 10","2011","Female","155","0.013053790100497","0.0111876217243169","0.0149199584766772","1"
"1 on Scale 1 to 10","2011","Male","124","0.0136299582740295","0.0115267278944435","0.0157331886536155","1"
"10 Completely satisfied","2011","Female","1203","0.0683367422732041","0.0641882298858943","0.0724852546605139","10"
"10 Completely satisfied","2011","Male","935","0.0782636540864968","0.0733917013850431","0.0831356067879506","10"
"2 on Scale 1 to 10","2011","Female","417","0.0413241337648863","0.0380516797844524","0.0445965877453203","2"
"2 on Scale 1 to 10","2011","Male","340","0.0336222261607188","0.0303525379199653","0.0368919144014723","2"
"3 on Scale 1 to 10","2011","Female","751","0.0587723031978713","0.0549053450148885","0.0626392613808542","3"
"3 on Scale 1 to 10","2011","Male","558","0.0540292538830422","0.0499284123762887","0.0581300953897958","3"
"4 on Scale 1 to 10","2011","Female","821","0.0710595228624005","0.0668353580132256","0.0752836877115753","4"
"4 on Scale 1 to 10","2011","Male","602","0.0544923662339709","0.0503749952504934","0.0586097372174483","4"
"5 on Scale 1 to 10","2011","Female","1967","0.154744509124098","0.148798338110644","0.160690680137552","5"
"5 on Scale 1 to 10","2011","Male","1385","0.129226661567518","0.123141834072485","0.135311489062552","5"
"6 on Scale 1 to 10","2011","Female","1315","0.099083870846539","0.0941716324588901","0.103996109234188","6"
"6 on Scale 1 to 10","2011","Male","1220","0.10511852098521","0.0995550986828518","0.110681943287568","6"
"7 on Scale 1 to 10","2011","Female","2241","0.157621629563874","0.151630657680516","0.163612601447232","7"
"7 on Scale 1 to 10","2011","Male","2062","0.176602148909","0.169685073617875","0.183519224200125","7"
"8 on Scale 1 to 10","2011","Male","2869","0.235151941206996","0.227459193049103","0.242844689364889","8"
"8 on Scale 1 to 10","2011","Female","3273","0.207804729777132","0.20113390385136","0.214475555702904","8"
"9 on Scale 1 to 10","2011","Female","1900","0.113451191236983","0.108236943915026","0.118665438558939","9"
"9 on Scale 1 to 10","2011","Male","1446","0.107977494349113","0.102347937943539","0.113607050754686","9"
"0 Completely dissatisfied","2012","Male","134","0.01060847241608","0.00877674612186922","0.0124401987102908","0"
"0 Completely dissatisfied","2012","Female","184","0.0159066556937291","0.0138698642176563","0.0179434471698019","0"
"1 on Scale 1 to 10","2012","Female","154","0.0118754009460947","0.0101119272852116","0.0136388746069778","1"
"1 on Scale 1 to 10","2012","Male","149","0.0142140502005412","0.0120976378127722","0.0163304625883102","1"
"10 Completely satisfied","2012","Male","916","0.0727181761705971","0.0680754034618882","0.077360948879306","10"
"10 Completely satisfied","2012","Female","1097","0.0708190071083837","0.0666429728125201","0.0749950414042472","10"
"2 on Scale 1 to 10","2012","Female","410","0.0348765903865869","0.0318898503992786","0.0378633303738951","2"
"2 on Scale 1 to 10","2012","Male","321","0.0301882465685478","0.0271290123646511","0.0332474807724446","2"
"3 on Scale 1 to 10","2012","Female","749","0.0562274218214583","0.0524772881893317","0.0599775554535848","3"
"3 on Scale 1 to 10","2012","Male","546","0.05091992904491","0.0469894509307169","0.0548504071591032","3"
"4 on Scale 1 to 10","2012","Female","821","0.0611349759976962","0.0572347889618766","0.0650351630335158","4"
"4 on Scale 1 to 10","2012","Male","607","0.0522608691634646","0.0482817881555726","0.0562399501713567","4"
"5 on Scale 1 to 10","2012","Female","1955","0.147650293461783","0.141875119823564","0.153425467100002","5"
"5 on Scale 1 to 10","2012","Male","1354","0.122675399156249","0.116809846281865","0.128540952030632","5"
"6 on Scale 1 to 10","2012","Male","1237","0.103949235130704","0.098492573587425","0.109405896673983","6"
"6 on Scale 1 to 10","2012","Female","1398","0.101645544032669","0.0967262020298368","0.106564886035501","6"
"7 on Scale 1 to 10","2012","Female","2412","0.166558602734954","0.160493194316533","0.172624011153376","7"
"7 on Scale 1 to 10","2012","Male","2227","0.180177231539473","0.173305597805901","0.187048865273044","7"
"8 on Scale 1 to 10","2012","Male","3046","0.245871325633658","0.238172460196234","0.253570191071083","8"
"8 on Scale 1 to 10","2012","Female","3478","0.222671488161378","0.215898604967244","0.229444371355512","8"
"9 on Scale 1 to 10","2012","Female","1837","0.110634019655266","0.105527516746889","0.115740522563644","9"
"9 on Scale 1 to 10","2012","Male","1480","0.116417064975776","0.110682743412451","0.122151386539101","9"
"0 Completely dissatisfied","2013","Male","157","0.0113286046676596","0.00957710180523268","0.0130801075300865","0"
"0 Completely dissatisfied","2013","Female","211","0.0161462664798435","0.0142345204613686","0.0180580124983183","0"
"1 on Scale 1 to 10","2013","Female","184","0.0132855916974758","0.0115489306912993","0.0150222527036523","1"
"1 on Scale 1 to 10","2013","Male","135","0.0137429892249635","0.0118162084216482","0.0156697700282788","1"
"10 Completely satisfied","2013","Male","1380","0.0869655934996035","0.0823020722448991","0.0916291147543079","10"
"10 Completely satisfied","2013","Female","1566","0.0766273280125049","0.0725926468838995","0.0806620091411103","10"
"2 on Scale 1 to 10","2013","Female","501","0.0348224687158238","0.0320417167845922","0.0376032206470554","2"
"2 on Scale 1 to 10","2013","Male","359","0.0306348414568736","0.0277828502800574","0.0334868326336898","2"
"3 on Scale 1 to 10","2013","Female","791","0.0570404085319258","0.0535226443523543","0.0605581727114972","3"
"3 on Scale 1 to 10","2013","Male","624","0.0526333453463739","0.0489377348625525","0.0563289558301953","3"
"4 on Scale 1 to 10","2013","Female","902","0.0627328092848425","0.0590548413132317","0.0664107772564533","4"
"4 on Scale 1 to 10","2013","Male","725","0.0568614060855085","0.0530288085860578","0.0606940035849593","4"
"5 on Scale 1 to 10","2013","Female","2108","0.143254223999389","0.137940382800582","0.148568065198197","5"
"5 on Scale 1 to 10","2013","Male","1547","0.118665096662996","0.113312942188503","0.12401725113749","5"
"6 on Scale 1 to 10","2013","Male","1355","0.0976541205865258","0.0927413276215251","0.102566913551527","6"
"6 on Scale 1 to 10","2013","Female","1545","0.0952089743028706","0.0907571096444003","0.0996608389613409","6"
"7 on Scale 1 to 10","2013","Male","2459","0.180098608744643","0.173738967068744","0.186458250420542","7"
"7 on Scale 1 to 10","2013","Female","2764","0.168442742179438","0.162765974801349","0.174119509557527","7"
"8 on Scale 1 to 10","2013","Male","3424","0.235219375505829","0.228199948847833","0.242238802163824","8"
"8 on Scale 1 to 10","2013","Female","3949","0.219213254008138","0.212938040771382","0.225488467244894","8"
"9 on Scale 1 to 10","2013","Female","2176","0.113225932787748","0.108419661141417","0.118032204434079","9"
"9 on Scale 1 to 10","2013","Male","1860","0.116196018219024","0.110892424397804","0.121499612040243","9"
"0 Completely dissatisfied","2014","Male","121","0.0101919681367279","0.0084297376346242","0.0119541986388316","0"
"0 Completely dissatisfied","2014","Female","186","0.0156140041283684","0.0136104717038316","0.0176175365529052","0"
"1 on Scale 1 to 10","2014","Female","164","0.0130215671429559","0.0111894975122039","0.0148536367737079","1"
"1 on Scale 1 to 10","2014","Male","128","0.0136554140528201","0.0116191927918446","0.0156916353137957","1"
"10 Completely satisfied","2014","Female","1131","0.0698531139719353","0.0657337973823982","0.0739724305614724","10"
"10 Completely satisfied","2014","Male","1018","0.0776553983031462","0.0729598033237936","0.0823509932824988","10"
"2 on Scale 1 to 10","2014","Female","459","0.0346321238037425","0.0316772257551542","0.0375870218523308","2"
"2 on Scale 1 to 10","2014","Male","305","0.0310252752253936","0.0279831839224116","0.0340673665283755","2"
"3 on Scale 1 to 10","2014","Female","785","0.0632708990364002","0.0593366166727113","0.067205181400089","3"
"3 on Scale 1 to 10","2014","Male","546","0.0454884326244088","0.0418324907443674","0.0491443745044501","3"
"4 on Scale 1 to 10","2014","Female","823","0.0608042536996397","0.0569423489623559","0.0646661584369235","4"
"4 on Scale 1 to 10","2014","Male","602","0.0522082043876542","0.0483053347130079","0.0561110740623004","4"
"5 on Scale 1 to 10","2014","Female","1921","0.143470095784966","0.137804984099153","0.149135207470779","5"
"5 on Scale 1 to 10","2014","Male","1446","0.119382536149763","0.113693715448916","0.12507135685061","5"
"6 on Scale 1 to 10","2014","Female","1445","0.102749109455446","0.0978422626497532","0.107655956261139","6"
"6 on Scale 1 to 10","2014","Male","1299","0.105143300750435","0.0997615231241495","0.110525078376721","6"
"7 on Scale 1 to 10","2014","Female","2498","0.162407519034325","0.156447111320713","0.168367926747937","7"
"7 on Scale 1 to 10","2014","Male","2294","0.181904796171125","0.175136455702572","0.188673136639678","7"
"8 on Scale 1 to 10","2014","Female","3501","0.227458748550438","0.220684382200089","0.234233114900787","8"
"8 on Scale 1 to 10","2014","Male","3101","0.239922245657498","0.232429819549785","0.24741467176521","8"
"9 on Scale 1 to 10","2014","Female","1796","0.106718565391784","0.101728908759985","0.111708222023582","9"
"9 on Scale 1 to 10","2014","Male","1619","0.123422428541029","0.11765143723999","0.129193419842068","9"
"0 Completely dissatisfied","2015","Male","96","0.0109222708222852","0.00902230234561359","0.0128222392989569","0"
"0 Completely dissatisfied","2015","Female","145","0.015031580501778","0.0129891376070384","0.0170740233965176","0"
"1 on Scale 1 to 10","2015","Female","144","0.0133457305805451","0.0114195805029034","0.0152718806581868","1"
"1 on Scale 1 to 10","2015","Male","111","0.00933143080210221","0.00757385920516141","0.011089002399043","1"
"10 Completely satisfied","2015","Male","884","0.0723657884976209","0.0676295916834961","0.0771019853117457","10"
"10 Completely satisfied","2015","Female","952","0.0613243169142605","0.0572970483739899","0.0653515854545312","10"
"2 on Scale 1 to 10","2015","Female","436","0.039353480935143","0.0360897839565147","0.0426171779137712","2"
"2 on Scale 1 to 10","2015","Male","309","0.0304622827189265","0.027320773850211","0.033603791587642","2"
"3 on Scale 1 to 10","2015","Male","513","0.0488588298636352","0.0449181719597203","0.05279948776755","3"
"3 on Scale 1 to 10","2015","Female","705","0.05798824130848","0.0540650943493273","0.0619113882676328","3"
"4 on Scale 1 to 10","2015","Female","786","0.0608244518903177","0.0568125626303072","0.0648363411503283","4"
"4 on Scale 1 to 10","2015","Male","565","0.0517039029694306","0.0476562025763658","0.0557516033624954","4"
"5 on Scale 1 to 10","2015","Female","1694","0.133644297504679","0.12793267124541","0.139355923763947","5"
"5 on Scale 1 to 10","2015","Male","1333","0.124933194278014","0.118889058103356","0.130977330452673","5"
"6 on Scale 1 to 10","2015","Female","1330","0.100125859379862","0.0950873686897677","0.105164350069957","6"
"6 on Scale 1 to 10","2015","Male","1203","0.10577943644439","0.100157348119026","0.111401524769754","6"
"7 on Scale 1 to 10","2015","Female","2407","0.171294360313886","0.164970123474762","0.17761859715301","7"
"7 on Scale 1 to 10","2015","Male","2164","0.191790850523405","0.184593866521051","0.198987834525759","7"
"8 on Scale 1 to 10","2015","Female","3247","0.226876859057653","0.219846850024691","0.233906868090616","8"
"8 on Scale 1 to 10","2015","Male","2841","0.235819695887706","0.228059678918309","0.243579712857104","8"
"9 on Scale 1 to 10","2015","Female","1788","0.120190821613395","0.114732409245114","0.125649233981677","9"
"9 on Scale 1 to 10","2015","Male","1477","0.118032317192484","0.112134361359073","0.123930273025895","9"
"0 Completely dissatisfied","2016","Female","201","0.0141957639148661","0.0122922134152918","0.0160993144144405","0"
"0 Completely dissatisfied","2016","Male","168","0.0104240110268288","0.00873278168434002","0.0121152403693176","0"
"1 on Scale 1 to 10","2016","Female","179","0.0128316798792648","0.0110206440527932","0.0146427157057365","1"
"1 on Scale 1 to 10","2016","Male","134","0.0118890665972791","0.0100842327306856","0.0136939004638725","1"
"10 Completely satisfied","2016","Male","2032","0.0742271897710288","0.0698620895500352","0.0785922899920224","10"
"10 Completely satisfied","2016","Female","1422","0.0603510443745404","0.0565191379822764","0.0641829507668044","10"
"2 on Scale 1 to 10","2016","Female","425","0.0328319847945898","0.029964578656757","0.0356993909324227","2"
"2 on Scale 1 to 10","2016","Male","281","0.0254739741358123","0.0228503261096516","0.028097622161973","2"
"3 on Scale 1 to 10","2016","Female","740","0.0600004475824944","0.056178975007999","0.0638219201569897","3"
"3 on Scale 1 to 10","2016","Male","561","0.0502262171955861","0.0465892798183264","0.0538631545728459","3"
"4 on Scale 1 to 10","2016","Female","841","0.0625679191074324","0.0586708739312926","0.0664649642835723","4"
"4 on Scale 1 to 10","2016","Male","615","0.0494252477474314","0.0458159055051867","0.0530345899896762","4"
"5 on Scale 1 to 10","2016","Female","1843","0.134815902789186","0.129320310507479","0.140311495070894","5"
"5 on Scale 1 to 10","2016","Male","1440","0.116884733558709","0.111534803662344","0.122234663455074","5"
"6 on Scale 1 to 10","2016","Female","1431","0.103224824978263","0.0983290263649014","0.108120623591625","6"
"6 on Scale 1 to 10","2016","Male","1324","0.107206175934036","0.102054530194221","0.11235782167385","6"
"7 on Scale 1 to 10","2016","Female","2541","0.179195597691548","0.173024347051248","0.185366848331848","7"
"7 on Scale 1 to 10","2016","Male","2335","0.19817486787101","0.19153706087852","0.204812674863501","7"
"8 on Scale 1 to 10","2016","Male","3195","0.242259454484095","0.235124994112792","0.249393914855399","8"
"8 on Scale 1 to 10","2016","Female","3367","0.225723940379287","0.218996863270471","0.232451017488104","8"
"9 on Scale 1 to 10","2016","Female","1846","0.114260894508527","0.109141820620326","0.119379968396728","9"
"9 on Scale 1 to 10","2016","Male","1769","0.113809061678183","0.108520804431837","0.11909731892453","9"
"0 Completely dissatisfied","2017","Female","211","0.013422977116781","0.0116669325769094","0.0151790216566526","0"
"0 Completely dissatisfied","2017","Male","167","0.010477479265824","0.00888078773855714","0.0120741707930909","0"
"1 on Scale 1 to 10","2017","Female","199","0.0133088864497606","0.0115602196197963","0.015057553279725","1"
"1 on Scale 1 to 10","2017","Male","138","0.0104170131417483","0.00882488693713524","0.0120091393463614","1"
"10 Completely satisfied","2017","Male","2321","0.0714054314055164","0.0673675043658102","0.0754433584452227","10"
"10 Completely satisfied","2017","Female","1700","0.0687837327398315","0.0649217195651793","0.0726457459144837","10"
"2 on Scale 1 to 10","2017","Female","499","0.0357112446369261","0.0328795158978574","0.0385429733759949","2"
"2 on Scale 1 to 10","2017","Male","371","0.0286826561716953","0.0260652565848504","0.0313000557585401","2"
"3 on Scale 1 to 10","2017","Male","671","0.0568235908448789","0.0531933070555538","0.0604538746342041","3"
"3 on Scale 1 to 10","2017","Female","847","0.0597794260225083","0.0561616943726891","0.0633971576723275","3"
"4 on Scale 1 to 10","2017","Female","941","0.0650786237454472","0.0613146002236694","0.0688426472672249","4"
"4 on Scale 1 to 10","2017","Male","704","0.0539388216417934","0.0503964827091883","0.0574811605743986","4"
"5 on Scale 1 to 10","2017","Female","2054","0.140036939920983","0.134741441924771","0.145332437917196","5"
"5 on Scale 1 to 10","2017","Male","1584","0.115163541035878","0.110157795325719","0.120169286746037","5"
"6 on Scale 1 to 10","2017","Female","1580","0.10244975645537","0.0978224266574529","0.107077086253286","6"
"6 on Scale 1 to 10","2017","Male","1388","0.10278231509107","0.0980203316078323","0.107544298574307","6"
"7 on Scale 1 to 10","2017","Female","2816","0.180935129571613","0.175060693236433","0.186809565906794","7"
"7 on Scale 1 to 10","2017","Male","2704","0.192778298847469","0.186592365154425","0.198964232540512","7"
"8 on Scale 1 to 10","2017","Female","3597","0.209740440511189","0.20352786656912","0.215953014453259","8"
"8 on Scale 1 to 10","2017","Male","3574","0.238717906343107","0.232033003801936","0.245402808884279","8"
"9 on Scale 1 to 10","2017","Female","2053","0.11075284282959","0.105963959154888","0.115541726504291","9"
"9 on Scale 1 to 10","2017","Male","2000","0.118812946211019","0.113739001729826","0.123886890692213","9"
"0 Completely dissatisfied","2018","Female","219","0.0148981298483623","0.0129958046891171","0.0168004550076074","0"
"0 Completely dissatisfied","2018","Male","154","0.00888737301350754","0.00735627515405311","0.010418470872962","0"
"1 on Scale 1 to 10","2018","Female","180","0.0132759766928582","0.0114787229614363","0.0150732304242801","1"
"1 on Scale 1 to 10","2018","Male","164","0.0145515564656948","0.012597997974398","0.0165051149569916","1"
"10 Completely satisfied","2018","Female","1564","0.0632393357985761","0.0594173745863072","0.0670612970108451","10"
"10 Completely satisfied","2018","Male","1985","0.0736294893306339","0.0693688674288528","0.0778901112324151","10"
"2 on Scale 1 to 10","2018","Female","443","0.0348211938618538","0.0319424434087502","0.0376999443149573","2"
"2 on Scale 1 to 10","2018","Male","334","0.0257148750248024","0.023132674378413","0.0282970756711917","2"
"3 on Scale 1 to 10","2018","Female","806","0.0609814030914868","0.0572237723052127","0.0647390338777609","3"
"3 on Scale 1 to 10","2018","Male","630","0.0518569202882187","0.0482395327272906","0.0554743078491469","3"
"4 on Scale 1 to 10","2018","Female","906","0.064419785787061","0.0605647496374679","0.068274821936654","4"
"4 on Scale 1 to 10","2018","Male","714","0.0569470333013363","0.0531664541465606","0.060727612456112","4"
"5 on Scale 1 to 10","2018","Female","1927","0.141375912246914","0.13590490176946","0.146846922724367","5"
"5 on Scale 1 to 10","2018","Male","1576","0.123661093772227","0.11829068518167","0.129031502362784","5"
"6 on Scale 1 to 10","2018","Male","1353","0.107615545487441","0.102559997415547","0.112671093559336","6"
"6 on Scale 1 to 10","2018","Female","1563","0.105744700424328","0.100915909862538","0.110573490986119","6"
"7 on Scale 1 to 10","2018","Female","2771","0.182984574524343","0.176913009217339","0.189056139831348","7"
"7 on Scale 1 to 10","2018","Male","2471","0.191961323475247","0.185536256152628","0.198386390797866","7"
"8 on Scale 1 to 10","2018","Female","3346","0.214265809778375","0.207822743983006","0.220708875573744","8"
"8 on Scale 1 to 10","2018","Male","3277","0.233504743032827","0.226603023135309","0.240406462930345","8"
"9 on Scale 1 to 10","2018","Female","1854","0.103993177945842","0.0991998583619816","0.108786497529702","9"
"9 on Scale 1 to 10","2018","Male","1776","0.111670046808064","0.106531855824594","0.116808237791534","9"
"0 Completely dissatisfied","2019","Female","162","0.0129141940913464","0.0111091836902615","0.0147192044924313","0"
"0 Completely dissatisfied","2019","Male","145","0.0107999566528806","0.0091274367211902","0.012472476584571","0"
"1 on Scale 1 to 10","2019","Female","185","0.0127185435281081","0.0109270807831862","0.01451000627303","1"
"1 on Scale 1 to 10","2019","Male","140","0.0113657377775958","0.00965045835670259","0.0130810171984889","1"
"10 Completely satisfied","2019","Male","1764","0.0790892340093934","0.0747222088677337","0.0834562591510531","10"
"10 Completely satisfied","2019","Female","1414","0.0667361563937789","0.0627463537273305","0.0707259590602273","10"
"2 on Scale 1 to 10","2019","Male","338","0.0276680519915452","0.025013967148401","0.0303221368346895","2"
"2 on Scale 1 to 10","2019","Female","393","0.0312226140453988","0.0284421631643104","0.0340030649264871","2"
"3 on Scale 1 to 10","2019","Female","774","0.0606098976545634","0.0567951715078999","0.0644246238012269","3"
"3 on Scale 1 to 10","2019","Male","584","0.0441437254093255","0.0408198172085771","0.0474676336100739","3"
"4 on Scale 1 to 10","2019","Female","800","0.0590279940186951","0.0552602103038002","0.06279577773359","4"
"4 on Scale 1 to 10","2019","Male","649","0.0559551010493388","0.0522360306474696","0.059674171451208","4"
"5 on Scale 1 to 10","2019","Female","1814","0.135871952978813","0.130393946263729","0.141349959693898","5"
"5 on Scale 1 to 10","2019","Male","1452","0.112872340549629","0.107751926766397","0.117992754332862","5"
"6 on Scale 1 to 10","2019","Female","1451","0.104194609152453","0.0993103571693965","0.10907886113551","6"
"6 on Scale 1 to 10","2019","Male","1349","0.100240474438796","0.0953808465495997","0.105100102327993","6"
"7 on Scale 1 to 10","2019","Female","2642","0.182295062857826","0.176122658573266","0.188467467142386","7"
"7 on Scale 1 to 10","2019","Male","2600","0.195965836346652","0.189542721810524","0.20238895088278","7"
"8 on Scale 1 to 10","2019","Female","3467","0.221144777799946","0.214509863572276","0.227779692027616","8"
"8 on Scale 1 to 10","2019","Male","3539","0.236593973287599","0.229716991670578","0.243470954904619","8"
"9 on Scale 1 to 10","2019","Female","1928","0.113264197479071","0.108197650794823","0.118330744163318","9"
"9 on Scale 1 to 10","2019","Male","2111","0.125305568487244","0.119948445721795","0.130662691252694","9"
