"m11125","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1990","inadequately","East Germany","2","","",""
"5 on Scale 1 to 10","1990","general elemantary","West Germany","396","0.182341664714313","0.167144899895327","0.197538429533298"
"5 on Scale 1 to 10","1990","general elemantary","East Germany","92","0.193823838342462","0.159749973971129","0.227897702713795"
"5 on Scale 1 to 10","1990","middle vocational","West Germany","663","0.156600093372817","0.146050734234045","0.167149452511589"
"5 on Scale 1 to 10","1990","middle vocational","East Germany","459","0.18875100043294","0.173512149726398","0.203989851139482"
"5 on Scale 1 to 10","1990","vocational + Abi","West Germany","27","","",""
"5 on Scale 1 to 10","1990","vocational + Abi","East Germany","4","","",""
"5 on Scale 1 to 10","1990","higher vocational","West Germany","77","0.175414137474942","0.142535276034453","0.208292998915431"
"5 on Scale 1 to 10","1990","higher vocational","East Germany","41","0.16077041672097","0.116036011236093","0.205504822205848"
"5 on Scale 1 to 10","1990","higher education","West Germany","57","0.0863547235187464","0.0655466953712843","0.107162751666208"
"5 on Scale 1 to 10","1990","higher education","East Germany","160","0.167054803284199","0.143888532972702","0.190221073595696"
"6 on Scale 1 to 10","1990","in school","West Germany","8","","",""
"6 on Scale 1 to 10","1990","in school","East Germany","1","","",""
"6 on Scale 1 to 10","1990","inadequately","West Germany","66","0.0911983137336388","0.0688241145808075","0.11357251288647"
"6 on Scale 1 to 10","1990","inadequately","East Germany","1","","",""
"6 on Scale 1 to 10","1990","general elemantary","West Germany","249","0.112007205760707","0.0995949718041855","0.124419439717228"
"6 on Scale 1 to 10","1990","general elemantary","East Germany","43","0.0796261745464933","0.0562909021478289","0.102961446945158"
"6 on Scale 1 to 10","1990","middle vocational","West Germany","443","0.0989106144870619","0.090244614544069","0.107576614430055"
"6 on Scale 1 to 10","1990","middle vocational","East Germany","212","0.0803106074935084","0.0697269070229445","0.0908943079640723"
"6 on Scale 1 to 10","1990","vocational + Abi","West Germany","27","","",""
"6 on Scale 1 to 10","1990","vocational + Abi","East Germany","7","","",""
"6 on Scale 1 to 10","1990","higher vocational","West Germany","49","0.101083707517064","0.0750241679144924","0.127143247119636"
"6 on Scale 1 to 10","1990","higher vocational","East Germany","19","","",""
"6 on Scale 1 to 10","1990","higher education","West Germany","55","0.0856330882046627","0.0649040035510826","0.106362172858243"
"6 on Scale 1 to 10","1990","higher education","East Germany","65","0.0706187640448422","0.0547085717770482","0.0865289563126361"
"7 on Scale 1 to 10","1990","in school","West Germany","13","","",""
"7 on Scale 1 to 10","1990","in school","East Germany","7","","",""
"7 on Scale 1 to 10","1990","inadequately","West Germany","86","0.12696181395049","0.101087269489831","0.15283635841115"
"7 on Scale 1 to 10","1990","inadequately","East Germany","1","","",""
"7 on Scale 1 to 10","1990","general elemantary","West Germany","354","0.134782295444525","0.1213422303035","0.148222360585549"
"7 on Scale 1 to 10","1990","general elemantary","East Germany","42","0.0768769632830336","0.053913852345736","0.0998400742203312"
"7 on Scale 1 to 10","1990","middle vocational","West Germany","714","0.157622046307","0.147044735360866","0.168199357253134"
"7 on Scale 1 to 10","1990","middle vocational","East Germany","311","0.118728918843771","0.106132023761953","0.131325813925588"
"7 on Scale 1 to 10","1990","vocational + Abi","West Germany","52","0.174515664921074","0.131130020547501","0.217901309294647"
"7 on Scale 1 to 10","1990","vocational + Abi","East Germany","10","","",""
"7 on Scale 1 to 10","1990","higher vocational","West Germany","105","0.205857717077115","0.170903525061792","0.240811909092437"
"7 on Scale 1 to 10","1990","higher vocational","East Germany","34","0.114884889595802","0.0760493322693598","0.153720446922244"
"7 on Scale 1 to 10","1990","higher education","West Germany","117","0.161702612230879","0.134428121805204","0.188977102656554"
"7 on Scale 1 to 10","1990","higher education","East Germany","136","0.138555854963736","0.117100069162221","0.160011640765251"
"8 on Scale 1 to 10","1990","in school","West Germany","37","0.172635420769604","0.114437964904442","0.230832876634766"
"8 on Scale 1 to 10","1990","in school","East Germany","4","","",""
"8 on Scale 1 to 10","1990","inadequately","West Germany","107","0.177510037254479","0.147814150788372","0.207205923720586"
"8 on Scale 1 to 10","1990","inadequately","East Germany","2","","",""
"8 on Scale 1 to 10","1990","general elemantary","West Germany","496","0.180180586581044","0.165054194685025","0.195306978477063"
"8 on Scale 1 to 10","1990","general elemantary","East Germany","54","0.101403384649956","0.0753831364851131","0.127423632814798"
"8 on Scale 1 to 10","1990","middle vocational","West Germany","1089","0.235214178266116","0.222902565217699","0.247525791314532"
"8 on Scale 1 to 10","1990","middle vocational","East Germany","483","0.184969730299594","0.169849176525877","0.20009028407331"
"8 on Scale 1 to 10","1990","vocational + Abi","West Germany","81","0.295278279156495","0.243134920062324","0.347421638250666"
"8 on Scale 1 to 10","1990","vocational + Abi","East Germany","21","","",""
"8 on Scale 1 to 10","1990","higher vocational","West Germany","134","0.229157324640984","0.192823068102818","0.265491581179151"
"8 on Scale 1 to 10","1990","higher vocational","East Germany","53","0.196373677022974","0.14799355917165","0.244753794874298"
"8 on Scale 1 to 10","1990","higher education","West Germany","188","0.265149169705191","0.232449467214548","0.297848872195834"
"8 on Scale 1 to 10","1990","higher education","East Germany","240","0.222118438216486","0.196303715404894","0.247933161028079"
"9 on Scale 1 to 10","1990","in school","West Germany","38","0.264355325921469","0.196447681872867","0.332262969970071"
"9 on Scale 1 to 10","1990","in school","East Germany","2","","",""
"9 on Scale 1 to 10","1990","inadequately","West Germany","59","0.0944479192130979","0.0717193317083316","0.117176506717864"
"9 on Scale 1 to 10","1990","inadequately","East Germany","1","","",""
"9 on Scale 1 to 10","1990","general elemantary","West Germany","253","0.0834106574413807","0.0725283642027818","0.0942929506799795"
"9 on Scale 1 to 10","1990","general elemantary","East Germany","54","0.0897591068585642","0.065120267160224","0.114397946556904"
"9 on Scale 1 to 10","1990","middle vocational","West Germany","530","0.102168891242332","0.0933772499598079","0.110960532524856"
"9 on Scale 1 to 10","1990","middle vocational","East Germany","213","0.0793512839606117","0.0688255000186446","0.0898770679025788"
"9 on Scale 1 to 10","1990","vocational + Abi","West Germany","37","0.139758673064379","0.100124120347725","0.179393225781033"
"9 on Scale 1 to 10","1990","vocational + Abi","East Germany","13","","",""
"9 on Scale 1 to 10","1990","higher vocational","West Germany","50","0.088462876988686","0.0639138523730479","0.113011901604324"
"9 on Scale 1 to 10","1990","higher vocational","East Germany","28","","",""
"9 on Scale 1 to 10","1990","higher education","West Germany","124","0.176362774519569","0.148128897692385","0.204596651346753"
"9 on Scale 1 to 10","1990","higher education","East Germany","113","0.10855450838598","0.0892352811522032","0.127873735619756"
"10 Completely satisfied","1990","in school","West Germany","42","0.206121356899504","0.143829806621313","0.268412907177695"
"10 Completely satisfied","1990","in school","East Germany","14","","",""
"10 Completely satisfied","1990","inadequately","West Germany","76","0.127835218373406","0.101884817870571","0.153785618876241"
"10 Completely satisfied","1990","inadequately","East Germany","3","","",""
"10 Completely satisfied","1990","general elemantary","West Germany","297","0.089318120106144","0.0780934034958761","0.100542836716412"
"10 Completely satisfied","1990","general elemantary","East Germany","92","0.158624158509761","0.127133444772503","0.190114872247019"
"10 Completely satisfied","1990","middle vocational","West Germany","470","0.0912908316542403","0.0829301953504196","0.0996514679580611"
"10 Completely satisfied","1990","middle vocational","East Germany","485","0.196717806815604","0.181237256226401","0.212198357404807"
"10 Completely satisfied","1990","vocational + Abi","West Germany","29","","",""
"10 Completely satisfied","1990","vocational + Abi","East Germany","16","","",""
"10 Completely satisfied","1990","higher vocational","West Germany","39","0.0707710356695372","0.0486015470045538","0.0929405243345206"
"10 Completely satisfied","1990","higher vocational","East Germany","35","0.122825111651806","0.0828504415900206","0.162799781713591"
"10 Completely satisfied","1990","higher education","West Germany","67","0.0801286559608759","0.0600165964676438","0.100240715454108"
"10 Completely satisfied","1990","higher education","East Germany","156","0.149806126156107","0.127642429665077","0.171969822647137"
"0 Completely dissatisfied","1991","in school","West Germany","2","","",""
"0 Completely dissatisfied","1991","in school","East Germany","","","",""
"0 Completely dissatisfied","1991","inadequately","West Germany","8","","",""
"0 Completely dissatisfied","1991","inadequately","East Germany","","","",""
"0 Completely dissatisfied","1991","general elemantary","West Germany","61","0.0345764986633186","0.0273002009280061","0.0418527963986311"
"0 Completely dissatisfied","1991","general elemantary","East Germany","24","","",""
"0 Completely dissatisfied","1991","middle vocational","West Germany","82","0.0237038168679958","0.0192932955221979","0.0281143382137937"
"0 Completely dissatisfied","1991","middle vocational","East Germany","51","0.0270764244241589","0.0205267586203839","0.0336260902279339"
"0 Completely dissatisfied","1991","vocational + Abi","West Germany","2","","",""
"0 Completely dissatisfied","1991","vocational + Abi","East Germany","2","","",""
"0 Completely dissatisfied","1991","higher vocational","West Germany","10","","",""
"0 Completely dissatisfied","1991","higher vocational","East Germany","4","","",""
"0 Completely dissatisfied","1991","higher education","West Germany","5","","",""
"0 Completely dissatisfied","1991","higher education","East Germany","12","","",""
"1 on Scale 1 to 10","1991","in school","West Germany","","","",""
"1 on Scale 1 to 10","1991","in school","East Germany","","","",""
"1 on Scale 1 to 10","1991","inadequately","West Germany","13","","",""
"1 on Scale 1 to 10","1991","inadequately","East Germany","","","",""
"1 on Scale 1 to 10","1991","general elemantary","West Germany","33","0.0164248051869258","0.0113628893619634","0.0214867210118883"
"1 on Scale 1 to 10","1991","general elemantary","East Germany","10","","",""
"1 on Scale 1 to 10","1991","middle vocational","West Germany","45","0.0118664238064655","0.00872694361811644","0.0150059039948146"
"1 on Scale 1 to 10","1991","middle vocational","East Germany","32","0.017339128769447","0.0120716888819382","0.0226065686569558"
"1 on Scale 1 to 10","1991","vocational + Abi","West Germany","3","","",""
"1 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","",""
"1 on Scale 1 to 10","1991","higher vocational","West Germany","2","","",""
"1 on Scale 1 to 10","1991","higher vocational","East Germany","1","","",""
"1 on Scale 1 to 10","1991","higher education","West Germany","5","","",""
"1 on Scale 1 to 10","1991","higher education","East Germany","7","","",""
"2 on Scale 1 to 10","1991","in school","West Germany","1","","",""
"2 on Scale 1 to 10","1991","in school","East Germany","","","",""
"2 on Scale 1 to 10","1991","inadequately","West Germany","24","","",""
"2 on Scale 1 to 10","1991","inadequately","East Germany","1","","",""
"2 on Scale 1 to 10","1991","general elemantary","West Germany","55","0.032217897345546","0.0251855807982209","0.039250213892871"
"2 on Scale 1 to 10","1991","general elemantary","East Germany","19","","",""
"2 on Scale 1 to 10","1991","middle vocational","West Germany","102","0.0245997923685769","0.020108750192672","0.0290908345444818"
"2 on Scale 1 to 10","1991","middle vocational","East Germany","42","0.0184534699797174","0.0130224851718529","0.0238844547875818"
"2 on Scale 1 to 10","1991","vocational + Abi","West Germany","8","","",""
"2 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","",""
"2 on Scale 1 to 10","1991","higher vocational","West Germany","20","","",""
"2 on Scale 1 to 10","1991","higher vocational","East Germany","4","","",""
"2 on Scale 1 to 10","1991","higher education","West Germany","11","","",""
"2 on Scale 1 to 10","1991","higher education","East Germany","22","","",""
"3 on Scale 1 to 10","1991","in school","West Germany","2","","",""
"3 on Scale 1 to 10","1991","in school","East Germany","","","",""
"3 on Scale 1 to 10","1991","inadequately","West Germany","47","0.0650531573846889","0.0457030470428919","0.084403267726486"
"3 on Scale 1 to 10","1991","inadequately","East Germany","","","",""
"3 on Scale 1 to 10","1991","general elemantary","West Germany","140","0.0640592214725149","0.0543076179715705","0.0738108249734594"
"3 on Scale 1 to 10","1991","general elemantary","East Germany","26","","",""
"3 on Scale 1 to 10","1991","middle vocational","West Germany","205","0.0506556228376742","0.0442976932776759","0.0570135523976726"
"3 on Scale 1 to 10","1991","middle vocational","East Germany","104","0.0502660588933511","0.0414490248451664","0.0590830929415359"
"3 on Scale 1 to 10","1991","vocational + Abi","West Germany","16","","",""
"3 on Scale 1 to 10","1991","vocational + Abi","East Germany","5","","",""
"3 on Scale 1 to 10","1991","higher vocational","West Germany","16","","",""
"3 on Scale 1 to 10","1991","higher vocational","East Germany","10","","",""
"3 on Scale 1 to 10","1991","higher education","West Germany","27","","",""
"3 on Scale 1 to 10","1991","higher education","East Germany","42","0.048648634432573","0.03501856958283","0.062278699282316"
"4 on Scale 1 to 10","1991","in school","West Germany","3","","",""
"4 on Scale 1 to 10","1991","in school","East Germany","","","",""
"4 on Scale 1 to 10","1991","inadequately","West Germany","39","0.0534455760459082","0.0357980239688801","0.0710931281229364"
"4 on Scale 1 to 10","1991","inadequately","East Germany","","","",""
"4 on Scale 1 to 10","1991","general elemantary","West Germany","121","0.0573846991919466","0.0481222397596361","0.0666471586242572"
"4 on Scale 1 to 10","1991","general elemantary","East Germany","29","","",""
"4 on Scale 1 to 10","1991","middle vocational","West Germany","227","0.0564654449141945","0.0497733780251323","0.0631575118032566"
"4 on Scale 1 to 10","1991","middle vocational","East Germany","107","0.046246752975568","0.0377716934284326","0.0547218125227034"
"4 on Scale 1 to 10","1991","vocational + Abi","West Germany","13","","",""
"4 on Scale 1 to 10","1991","vocational + Abi","East Germany","4","","",""
"4 on Scale 1 to 10","1991","higher vocational","West Germany","35","0.0681457154782607","0.0464239009832254","0.0898675299732961"
"4 on Scale 1 to 10","1991","higher vocational","East Germany","14","","",""
"4 on Scale 1 to 10","1991","higher education","West Germany","39","0.0567115513409149","0.0398872203986462","0.0735358822831835"
"4 on Scale 1 to 10","1991","higher education","East Germany","41","0.0470967963319735","0.0336749519631877","0.0605186407007593"
"5 on Scale 1 to 10","1991","in school","West Germany","3","","",""
"5 on Scale 1 to 10","1991","in school","East Germany","1","","",""
"5 on Scale 1 to 10","1991","inadequately","West Germany","95","0.148975603617956","0.121038307043364","0.176912900192547"
"5 on Scale 1 to 10","1991","inadequately","East Germany","4","","",""
"5 on Scale 1 to 10","1991","general elemantary","West Germany","379","0.184113098250339","0.168677682013698","0.199548514486981"
"5 on Scale 1 to 10","1991","general elemantary","East Germany","92","0.221047816700098","0.183169022758345","0.258926610641851"
"5 on Scale 1 to 10","1991","middle vocational","West Germany","642","0.149838019648676","0.139490128709817","0.160185910587536"
"5 on Scale 1 to 10","1991","middle vocational","East Germany","439","0.202433046060206","0.186218365348212","0.2186477267722"
"5 on Scale 1 to 10","1991","vocational + Abi","West Germany","27","","",""
"5 on Scale 1 to 10","1991","vocational + Abi","East Germany","6","","",""
"5 on Scale 1 to 10","1991","higher vocational","West Germany","66","0.128515876305595","0.0996681924268341","0.157363560184356"
"5 on Scale 1 to 10","1991","higher vocational","East Germany","40","0.180128321274547","0.131407670164747","0.228848972384347"
"5 on Scale 1 to 10","1991","higher education","West Germany","93","0.155982668577949","0.129589372112157","0.182375965043741"
"5 on Scale 1 to 10","1991","higher education","East Germany","134","0.158461275085331","0.135325143371773","0.181597406798888"
"6 on Scale 1 to 10","1991","in school","West Germany","6","","",""
"6 on Scale 1 to 10","1991","in school","East Germany","2","","",""
"6 on Scale 1 to 10","1991","inadequately","West Germany","64","0.0785790980977855","0.0574666621025064","0.0996915340930646"
"6 on Scale 1 to 10","1991","inadequately","East Germany","3","","",""
"6 on Scale 1 to 10","1991","general elemantary","West Germany","239","0.110572354362781","0.0980830108096781","0.123061697915885"
"6 on Scale 1 to 10","1991","general elemantary","East Germany","57","0.130360504014333","0.0996250047879107","0.161096003240755"
"6 on Scale 1 to 10","1991","middle vocational","West Germany","469","0.106686251493791","0.0977357735218305","0.115636729465752"
"6 on Scale 1 to 10","1991","middle vocational","East Germany","211","0.0901251300819795","0.0785693861919469","0.101680873972012"
"6 on Scale 1 to 10","1991","vocational + Abi","West Germany","21","","",""
"6 on Scale 1 to 10","1991","vocational + Abi","East Germany","7","","",""
"6 on Scale 1 to 10","1991","higher vocational","West Germany","40","0.0861985967322257","0.0620062037992837","0.110390989665168"
"6 on Scale 1 to 10","1991","higher vocational","East Germany","24","","",""
"6 on Scale 1 to 10","1991","higher education","West Germany","53","0.0672692393057391","0.0490484918464068","0.0854899867650714"
"6 on Scale 1 to 10","1991","higher education","East Germany","80","0.0846986835584888","0.0670581183563007","0.102339248760677"
"7 on Scale 1 to 10","1991","in school","West Germany","13","","",""
"7 on Scale 1 to 10","1991","in school","East Germany","2","","",""
"7 on Scale 1 to 10","1991","inadequately","West Germany","77","0.150032546106906","0.122013736240779","0.178051355973034"
"7 on Scale 1 to 10","1991","inadequately","East Germany","4","","",""
"7 on Scale 1 to 10","1991","general elemantary","West Germany","335","0.135350753541971","0.121726543066442","0.148974964017499"
"7 on Scale 1 to 10","1991","general elemantary","East Germany","55","0.102428344757602","0.0747498626090768","0.130106826906127"
"7 on Scale 1 to 10","1991","middle vocational","West Germany","733","0.163714484144245","0.152986680137538","0.174442288150952"
"7 on Scale 1 to 10","1991","middle vocational","East Germany","292","0.113531430662497","0.100729547866457","0.126333313458537"
"7 on Scale 1 to 10","1991","vocational + Abi","West Germany","53","0.179316443768225","0.136612776893038","0.222020110643412"
"7 on Scale 1 to 10","1991","vocational + Abi","East Germany","7","","",""
"7 on Scale 1 to 10","1991","higher vocational","West Germany","91","0.150682609355948","0.119845802970568","0.181519415741329"
"7 on Scale 1 to 10","1991","higher vocational","East Germany","31","0.126781522709159","0.084598414140435","0.168964631277883"
"7 on Scale 1 to 10","1991","higher education","West Germany","105","0.128287057773339","0.103961772055806","0.152612343490872"
"7 on Scale 1 to 10","1991","higher education","East Germany","130","0.130800932208377","0.109438181740075","0.152163682676679"
"8 on Scale 1 to 10","1991","in school","West Germany","29","","",""
"8 on Scale 1 to 10","1991","in school","East Germany","2","","",""
"8 on Scale 1 to 10","1991","inadequately","West Germany","132","0.228075660900455","0.195153931986772","0.260997389814137"
"8 on Scale 1 to 10","1991","inadequately","East Germany","6","","",""
"8 on Scale 1 to 10","1991","general elemantary","West Germany","535","0.194713873184343","0.178943768432438","0.210483977936249"
"8 on Scale 1 to 10","1991","general elemantary","East Germany","50","0.100398577232298","0.0729647452599198","0.127832409204676"
"8 on Scale 1 to 10","1991","middle vocational","West Germany","1063","0.219562276563418","0.207560708836421","0.231563844290415"
"8 on Scale 1 to 10","1991","middle vocational","East Germany","516","0.201490143665743","0.185303710274578","0.217676577056909"
"8 on Scale 1 to 10","1991","vocational + Abi","West Germany","82","0.278851439436998","0.228932418384961","0.328770460489035"
"8 on Scale 1 to 10","1991","vocational + Abi","East Germany","26","","",""
"8 on Scale 1 to 10","1991","higher vocational","West Germany","144","0.274195487659082","0.235741374217801","0.312649601100363"
"8 on Scale 1 to 10","1991","higher vocational","East Germany","63","0.240885975890407","0.186672356028212","0.295099595752602"
"8 on Scale 1 to 10","1991","higher education","West Germany","191","0.26319870975347","0.231165766269646","0.295231653237294"
"8 on Scale 1 to 10","1991","higher education","East Germany","253","0.240729102587071","0.213642483682856","0.267815721491286"
"9 on Scale 1 to 10","1991","in school","West Germany","44","0.319601729076418","0.24497599396379","0.394227464189046"
"9 on Scale 1 to 10","1991","in school","East Germany","4","","",""
"9 on Scale 1 to 10","1991","inadequately","West Germany","68","0.0916638024893592","0.0690237180960533","0.114303886882665"
"9 on Scale 1 to 10","1991","inadequately","East Germany","5","","",""
"9 on Scale 1 to 10","1991","general elemantary","West Germany","253","0.084406038843032","0.0733347229846759","0.095477354701388"
"9 on Scale 1 to 10","1991","general elemantary","East Germany","54","0.0951831283008657","0.0683940383492161","0.121972218252515"
"9 on Scale 1 to 10","1991","middle vocational","West Germany","573","0.111271088334764","0.102153797404448","0.120388379265081"
"9 on Scale 1 to 10","1991","middle vocational","East Germany","248","0.0950279270817711","0.0831940422851239","0.106861811878418"
"9 on Scale 1 to 10","1991","vocational + Abi","West Germany","66","0.21444707488514","0.168757719317981","0.260136430452299"
"9 on Scale 1 to 10","1991","vocational + Abi","East Germany","5","","",""
"9 on Scale 1 to 10","1991","higher vocational","West Germany","52","0.0941696771334009","0.0689939636408158","0.119345390625986"
"9 on Scale 1 to 10","1991","higher vocational","East Germany","19","","",""
"9 on Scale 1 to 10","1991","higher education","West Germany","136","0.178829142847767","0.150954090464188","0.206704195231346"
"9 on Scale 1 to 10","1991","higher education","East Germany","145","0.147784490638699","0.125300092417995","0.170268888859402"
"10 Completely satisfied","1991","in school","West Germany","47","0.2503878491371","0.181056860189607","0.319718838084593"
"10 Completely satisfied","1991","in school","East Germany","1","","",""
"10 Completely satisfied","1991","inadequately","West Germany","57","0.100098757865015","0.0765500237608969","0.123647491969132"
"10 Completely satisfied","1991","inadequately","East Germany","16","","",""
"10 Completely satisfied","1991","general elemantary","West Germany","271","0.0861807599572816","0.0750045042365807","0.0973570156779825"
"10 Completely satisfied","1991","general elemantary","East Germany","45","0.0760005186739601","0.0518101899457875","0.100190847402133"
"10 Completely satisfied","1991","middle vocational","West Germany","429","0.0816367790201982","0.0736982476934214","0.0895753103469749"
"10 Completely satisfied","1991","middle vocational","East Germany","317","0.138010487405561","0.12409202834329","0.151928946467832"
"10 Completely satisfied","1991","vocational + Abi","West Germany","19","","",""
"10 Completely satisfied","1991","vocational + Abi","East Germany","9","","",""
"10 Completely satisfied","1991","higher vocational","West Germany","41","0.0763595276134345","0.0534674129084404","0.0992516423184285"
"10 Completely satisfied","1991","higher vocational","East Germany","29","","",""
"10 Completely satisfied","1991","higher education","West Germany","61","0.0808659383579204","0.0610345999190745","0.100697276796766"
"10 Completely satisfied","1991","higher education","East Germany","91","0.0904794020793738","0.0723044509148366","0.108654353243911"
"0 Completely dissatisfied","1992","in school","West Germany","","","",""
"0 Completely dissatisfied","1992","in school","East Germany","1","","",""
"0 Completely dissatisfied","1992","inadequately","West Germany","14","","",""
"0 Completely dissatisfied","1992","inadequately","East Germany","","","",""
"0 Completely dissatisfied","1992","general elemantary","West Germany","60","0.0337640423523239","0.0264457630863465","0.0410823216183012"
"0 Completely dissatisfied","1992","general elemantary","East Germany","17","","",""
"0 Completely dissatisfied","1992","middle vocational","West Germany","85","0.0246441364994682","0.0201243572288123","0.0291639157701241"
"0 Completely dissatisfied","1992","middle vocational","East Germany","32","0.0196380815349257","0.0138636389698373","0.0254125241000141"
"0 Completely dissatisfied","1992","vocational + Abi","West Germany","2","","",""
"0 Completely dissatisfied","1992","vocational + Abi","East Germany","","","",""
"0 Completely dissatisfied","1992","higher vocational","West Germany","10","","",""
"0 Completely dissatisfied","1992","higher vocational","East Germany","3","","",""
"0 Completely dissatisfied","1992","higher education","West Germany","8","","",""
"0 Completely dissatisfied","1992","higher education","East Germany","12","","",""
"1 on Scale 1 to 10","1992","in school","West Germany","1","","",""
"1 on Scale 1 to 10","1992","in school","East Germany","","","",""
"1 on Scale 1 to 10","1992","inadequately","West Germany","17","","",""
"1 on Scale 1 to 10","1992","inadequately","East Germany","","","",""
"1 on Scale 1 to 10","1992","general elemantary","West Germany","35","0.0194735033137895","0.01387474302243","0.0250722636051491"
"1 on Scale 1 to 10","1992","general elemantary","East Germany","7","","",""
"1 on Scale 1 to 10","1992","middle vocational","West Germany","49","0.0139944178867509","0.0105699272780381","0.0174189084954636"
"1 on Scale 1 to 10","1992","middle vocational","East Germany","19","","",""
"1 on Scale 1 to 10","1992","vocational + Abi","West Germany","4","","",""
"1 on Scale 1 to 10","1992","vocational + Abi","East Germany","2","","",""
"1 on Scale 1 to 10","1992","higher vocational","West Germany","8","","",""
"1 on Scale 1 to 10","1992","higher vocational","East Germany","2","","",""
"1 on Scale 1 to 10","1992","higher education","West Germany","6","","",""
"1 on Scale 1 to 10","1992","higher education","East Germany","4","","",""
"2 on Scale 1 to 10","1992","in school","West Germany","","","",""
"2 on Scale 1 to 10","1992","in school","East Germany","","","",""
"2 on Scale 1 to 10","1992","inadequately","West Germany","30","0.0609487211278816","0.0418696786632349","0.0800277635925283"
"2 on Scale 1 to 10","1992","inadequately","East Germany","","","",""
"2 on Scale 1 to 10","1992","general elemantary","West Germany","73","0.0403821424190237","0.03240616343529","0.0483581214027575"
"2 on Scale 1 to 10","1992","general elemantary","East Germany","20","","",""
"2 on Scale 1 to 10","1992","middle vocational","West Germany","90","0.0245855247545674","0.0200709877943369","0.0291000617147979"
"2 on Scale 1 to 10","1992","middle vocational","East Germany","66","0.0309414412663717","0.023735136907351","0.0381477456253925"
"2 on Scale 1 to 10","1992","vocational + Abi","West Germany","12","","",""
"2 on Scale 1 to 10","1992","vocational + Abi","East Germany","1","","",""
"2 on Scale 1 to 10","1992","higher vocational","West Germany","10","","",""
"2 on Scale 1 to 10","1992","higher vocational","East Germany","6","","",""
"2 on Scale 1 to 10","1992","higher education","West Germany","15","","",""
"2 on Scale 1 to 10","1992","higher education","East Germany","21","","",""
"3 on Scale 1 to 10","1992","in school","West Germany","1","","",""
"3 on Scale 1 to 10","1992","in school","East Germany","","","",""
"3 on Scale 1 to 10","1992","inadequately","West Germany","38","0.0557288431791146","0.0374344504545102","0.074023235903719"
"3 on Scale 1 to 10","1992","inadequately","East Germany","1","","",""
"3 on Scale 1 to 10","1992","general elemantary","West Germany","104","0.0524024143201919","0.0433736610874755","0.0614311675529084"
"3 on Scale 1 to 10","1992","general elemantary","East Germany","26","","",""
"3 on Scale 1 to 10","1992","middle vocational","West Germany","182","0.0463068205972744","0.0401804157342408","0.0524332254603081"
"3 on Scale 1 to 10","1992","middle vocational","East Germany","103","0.049566429729717","0.0405336374579185","0.0585992220015156"
"3 on Scale 1 to 10","1992","vocational + Abi","West Germany","8","","",""
"3 on Scale 1 to 10","1992","vocational + Abi","East Germany","3","","",""
"3 on Scale 1 to 10","1992","higher vocational","West Germany","20","","",""
"3 on Scale 1 to 10","1992","higher vocational","East Germany","10","","",""
"3 on Scale 1 to 10","1992","higher education","West Germany","25","","",""
"3 on Scale 1 to 10","1992","higher education","East Germany","33","0.0427400232123745","0.0296411879062713","0.0558388585184777"
"4 on Scale 1 to 10","1992","in school","West Germany","4","","",""
"4 on Scale 1 to 10","1992","in school","East Germany","1","","",""
"4 on Scale 1 to 10","1992","inadequately","West Germany","47","0.0790011558784349","0.0574893986962214","0.100512913060648"
"4 on Scale 1 to 10","1992","inadequately","East Germany","1","","",""
"4 on Scale 1 to 10","1992","general elemantary","West Germany","124","0.0621768839946297","0.0523929141449336","0.0719608538443257"
"4 on Scale 1 to 10","1992","general elemantary","East Germany","37","0.086172025632882","0.0603021554777642","0.112041895788"
"4 on Scale 1 to 10","1992","middle vocational","West Germany","201","0.0508143084969677","0.0444118396351385","0.0572167773587968"
"4 on Scale 1 to 10","1992","middle vocational","East Germany","113","0.0567509899089023","0.0471222995717585","0.066379680246046"
"4 on Scale 1 to 10","1992","vocational + Abi","West Germany","11","","",""
"4 on Scale 1 to 10","1992","vocational + Abi","East Germany","4","","",""
"4 on Scale 1 to 10","1992","higher vocational","West Germany","20","","",""
"4 on Scale 1 to 10","1992","higher vocational","East Germany","10","","",""
"4 on Scale 1 to 10","1992","higher education","West Germany","31","0.0429140249302231","0.0283023173401061","0.0575257325203402"
"4 on Scale 1 to 10","1992","higher education","East Germany","45","0.0566570685976288","0.041685675821072","0.0716284613741856"
"5 on Scale 1 to 10","1992","in school","West Germany","6","","",""
"5 on Scale 1 to 10","1992","in school","East Germany","3","","",""
"5 on Scale 1 to 10","1992","inadequately","West Germany","91","0.158390342388052","0.129273161416272","0.187507523359833"
"5 on Scale 1 to 10","1992","inadequately","East Germany","4","","",""
"5 on Scale 1 to 10","1992","general elemantary","West Germany","334","0.167233377579147","0.152112976962085","0.18235377819621"
"5 on Scale 1 to 10","1992","general elemantary","East Germany","85","0.229795841993238","0.1910118162765","0.268579867709975"
"5 on Scale 1 to 10","1992","middle vocational","West Germany","560","0.133616811216591","0.123697890166853","0.143535732266328"
"5 on Scale 1 to 10","1992","middle vocational","East Germany","386","0.183171788320537","0.167074156972981","0.199269419668092"
"5 on Scale 1 to 10","1992","vocational + Abi","West Germany","32","0.0743954480661552","0.0455990165919123","0.103191879540398"
