"m11125","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2001","Not Employed","higher vocational","40","0.0937109023884573","0.0672796288958649","0.12014217588105"
"6 on Scale 1 to 10","2001","Not Employed","higher education","110","0.137099631647431","0.11344214805475","0.160757115240111"
"6 on Scale 1 to 10","2001","Employed","in school","5","","",""
"6 on Scale 1 to 10","2001","Employed","inadequately","11","","",""
"6 on Scale 1 to 10","2001","Employed","general elemantary","135","0.0935591579749951","0.0786163116496988","0.108502004300291"
"6 on Scale 1 to 10","2001","Employed","middle vocational","705","0.0943197173291","0.0876469950641898","0.10099243959401"
"6 on Scale 1 to 10","2001","Employed","vocational + Abi","81","0.122433905353535","0.0996485767701431","0.145219233936928"
"6 on Scale 1 to 10","2001","Employed","higher vocational","139","0.126416201931336","0.107645154718202","0.14518724914447"
"6 on Scale 1 to 10","2001","Employed","higher education","228","0.0805233760879003","0.0703480087816057","0.0906987433941949"
"7 on Scale 1 to 10","2001","Not Employed","in school","45","0.105614612917333","0.0764632739908473","0.134765951843818"
"7 on Scale 1 to 10","2001","Not Employed","inadequately","25","","",""
"7 on Scale 1 to 10","2001","Not Employed","general elemantary","222","0.125607126428232","0.109616460004349","0.141597792852115"
"7 on Scale 1 to 10","2001","Not Employed","middle vocational","657","0.156252536845885","0.14532986157607","0.167175212115701"
"7 on Scale 1 to 10","2001","Not Employed","vocational + Abi","60","0.195286014252504","0.148935850101233","0.241636178403774"
"7 on Scale 1 to 10","2001","Not Employed","higher vocational","72","0.153557063528026","0.120858897657524","0.186255229398528"
"7 on Scale 1 to 10","2001","Not Employed","higher education","114","0.149112218079522","0.124612401361992","0.173612034797052"
"7 on Scale 1 to 10","2001","Employed","in school","11","","",""
"7 on Scale 1 to 10","2001","Employed","inadequately","17","","",""
"7 on Scale 1 to 10","2001","Employed","general elemantary","214","0.136603798065262","0.118981728991744","0.154225867138779"
"7 on Scale 1 to 10","2001","Employed","middle vocational","1272","0.171674926613058","0.163065619781883","0.180284233444234"
"7 on Scale 1 to 10","2001","Employed","vocational + Abi","131","0.156422023662822","0.131171168360887","0.181672878964756"
"7 on Scale 1 to 10","2001","Employed","higher vocational","222","0.174851579386808","0.153396226415598","0.196306932358018"
"7 on Scale 1 to 10","2001","Employed","higher education","536","0.185097300455515","0.170573787315405","0.199620813595624"
"8 on Scale 1 to 10","2001","Not Employed","in school","95","0.207551256599339","0.169084778281888","0.246017734916791"
"8 on Scale 1 to 10","2001","Not Employed","inadequately","15","","",""
"8 on Scale 1 to 10","2001","Not Employed","general elemantary","278","0.150294014685491","0.133051075343856","0.167536954027127"
"8 on Scale 1 to 10","2001","Not Employed","middle vocational","805","0.183308274563864","0.17166890772218","0.194947641405548"
"8 on Scale 1 to 10","2001","Not Employed","vocational + Abi","64","0.200282019997988","0.153488647946073","0.247075392049903"
"8 on Scale 1 to 10","2001","Not Employed","higher vocational","86","0.16278237224858","0.129300285344091","0.196264459153068"
"8 on Scale 1 to 10","2001","Not Employed","higher education","193","0.232786494983052","0.203719034780261","0.261853955185843"
"8 on Scale 1 to 10","2001","Employed","in school","36","0.294749983259447","0.213846611315338","0.375653355203556"
"8 on Scale 1 to 10","2001","Employed","inadequately","27","","",""
"8 on Scale 1 to 10","2001","Employed","general elemantary","355","0.241552737357073","0.219589865842701","0.263515608871444"
"8 on Scale 1 to 10","2001","Employed","middle vocational","1979","0.260345110505261","0.25032658919777","0.270363631812752"
"8 on Scale 1 to 10","2001","Employed","vocational + Abi","211","0.253436569951141","0.223199999936327","0.283673139965956"
"8 on Scale 1 to 10","2001","Employed","higher vocational","316","0.252471788280761","0.227932889487096","0.277010687074425"
"8 on Scale 1 to 10","2001","Employed","higher education","775","0.269009762940467","0.252426935920273","0.285592589960662"
"9 on Scale 1 to 10","2001","Not Employed","in school","100","0.240050187221747","0.199538751558232","0.280561622885262"
"9 on Scale 1 to 10","2001","Not Employed","inadequately","12","","",""
"9 on Scale 1 to 10","2001","Not Employed","general elemantary","92","0.0484661350982524","0.0381042818343803","0.0588279883621244"
"9 on Scale 1 to 10","2001","Not Employed","middle vocational","315","0.0710058992492118","0.0632797527677388","0.0787320457306849"
"9 on Scale 1 to 10","2001","Not Employed","vocational + Abi","27","","",""
"9 on Scale 1 to 10","2001","Not Employed","higher vocational","40","0.0761877101734715","0.0521261391936126","0.10024928115333"
"9 on Scale 1 to 10","2001","Not Employed","higher education","69","0.0755064593882489","0.0573339848108941","0.0936789339656038"
"9 on Scale 1 to 10","2001","Employed","in school","33","0.2454530251587","0.169087822023293","0.321818228294108"
"9 on Scale 1 to 10","2001","Employed","inadequately","12","","",""
"9 on Scale 1 to 10","2001","Employed","general elemantary","181","0.116504646860015","0.100042206910339","0.132967086809691"
"9 on Scale 1 to 10","2001","Employed","middle vocational","967","0.126075583290292","0.118497370830632","0.133653795749952"
"9 on Scale 1 to 10","2001","Employed","vocational + Abi","143","0.177171298716362","0.150630381521028","0.203712215911696"
"9 on Scale 1 to 10","2001","Employed","higher vocational","151","0.126689026130196","0.107900669066928","0.145477383193464"
"9 on Scale 1 to 10","2001","Employed","higher education","468","0.182464813718591","0.16802167600823","0.196907951428952"
"10 Completely satisfied","2001","Not Employed","in school","131","0.330852180266691","0.286223690799889","0.375480669733494"
"10 Completely satisfied","2001","Not Employed","inadequately","12","","",""
"10 Completely satisfied","2001","Not Employed","general elemantary","123","0.0724201984965424","0.0599143945523692","0.0849260024407156"
"10 Completely satisfied","2001","Not Employed","middle vocational","261","0.0582426719854627","0.051197373567899","0.0652879704030264"
"10 Completely satisfied","2001","Not Employed","vocational + Abi","18","","",""
"10 Completely satisfied","2001","Not Employed","higher vocational","29","","",""
"10 Completely satisfied","2001","Not Employed","higher education","34","0.0435138067237172","0.029481697118739","0.0575459163286954"
"10 Completely satisfied","2001","Employed","in school","19","","",""
"10 Completely satisfied","2001","Employed","inadequately","20","","",""
"10 Completely satisfied","2001","Employed","general elemantary","244","0.175516005238584","0.155996449785607","0.195035560691561"
"10 Completely satisfied","2001","Employed","middle vocational","781","0.117893440575109","0.110531035744293","0.125255845405926"
"10 Completely satisfied","2001","Employed","vocational + Abi","82","0.104288794056947","0.0830432746441423","0.125534313469753"
"10 Completely satisfied","2001","Employed","higher vocational","103","0.0836748065968694","0.0680340765702257","0.099315536623513"
"10 Completely satisfied","2001","Employed","higher education","214","0.0885371473832353","0.0779140537222687","0.0991602410442018"
"0 Completely dissatisfied","2002","Not Employed","in school","2","","",""
"0 Completely dissatisfied","2002","Not Employed","inadequately","7","","",""
"0 Completely dissatisfied","2002","Not Employed","general elemantary","41","0.024525959039598","0.0168700649044125","0.0321818531747834"
"0 Completely dissatisfied","2002","Not Employed","middle vocational","120","0.0311233895494811","0.0259075653783307","0.0363392137206314"
"0 Completely dissatisfied","2002","Not Employed","vocational + Abi","3","","",""
"0 Completely dissatisfied","2002","Not Employed","higher vocational","9","","",""
"0 Completely dissatisfied","2002","Not Employed","higher education","14","","",""
"0 Completely dissatisfied","2002","Employed","in school","","","",""
"0 Completely dissatisfied","2002","Employed","inadequately","2","","",""
"0 Completely dissatisfied","2002","Employed","general elemantary","10","","",""
"0 Completely dissatisfied","2002","Employed","middle vocational","34","0.00450801898470285","0.0029790162028888","0.00603702176651689"
"0 Completely dissatisfied","2002","Employed","vocational + Abi","4","","",""
"0 Completely dissatisfied","2002","Employed","higher vocational","7","","",""
"0 Completely dissatisfied","2002","Employed","higher education","14","","",""
"1 on Scale 1 to 10","2002","Not Employed","in school","1","","",""
"1 on Scale 1 to 10","2002","Not Employed","inadequately","4","","",""
"1 on Scale 1 to 10","2002","Not Employed","general elemantary","33","0.0238109194037813","0.0162646880270762","0.0313571507804865"
"1 on Scale 1 to 10","2002","Not Employed","middle vocational","93","0.0258967020484074","0.021126135051571","0.0306672690452438"
"1 on Scale 1 to 10","2002","Not Employed","vocational + Abi","5","","",""
"1 on Scale 1 to 10","2002","Not Employed","higher vocational","11","","",""
"1 on Scale 1 to 10","2002","Not Employed","higher education","20","","",""
"1 on Scale 1 to 10","2002","Employed","in school","","","",""
"1 on Scale 1 to 10","2002","Employed","inadequately","1","","",""
"1 on Scale 1 to 10","2002","Employed","general elemantary","5","","",""
"1 on Scale 1 to 10","2002","Employed","middle vocational","38","0.00568035336399462","0.00396502522783521","0.00739568150015403"
"1 on Scale 1 to 10","2002","Employed","vocational + Abi","2","","",""
"1 on Scale 1 to 10","2002","Employed","higher vocational","5","","",""
"1 on Scale 1 to 10","2002","Employed","higher education","8","","",""
"2 on Scale 1 to 10","2002","Not Employed","in school","1","","",""
"2 on Scale 1 to 10","2002","Not Employed","inadequately","10","","",""
"2 on Scale 1 to 10","2002","Not Employed","general elemantary","89","0.0678563316994309","0.0554079849291531","0.0803046784697087"
"2 on Scale 1 to 10","2002","Not Employed","middle vocational","205","0.0517485886157648","0.045094995087368","0.0584021821441616"
"2 on Scale 1 to 10","2002","Not Employed","vocational + Abi","9","","",""
"2 on Scale 1 to 10","2002","Not Employed","higher vocational","19","","",""
"2 on Scale 1 to 10","2002","Not Employed","higher education","39","0.0439641508069841","0.0309066658310777","0.0570216357828906"
"2 on Scale 1 to 10","2002","Employed","in school","1","","",""
"2 on Scale 1 to 10","2002","Employed","inadequately","4","","",""
"2 on Scale 1 to 10","2002","Employed","general elemantary","31","0.0299852578140628","0.0208843403211883","0.0390861753069372"
"2 on Scale 1 to 10","2002","Employed","middle vocational","131","0.0186186431738484","0.0155333997129467","0.0217038866347501"
"2 on Scale 1 to 10","2002","Employed","vocational + Abi","13","","",""
"2 on Scale 1 to 10","2002","Employed","higher vocational","20","","",""
"2 on Scale 1 to 10","2002","Employed","higher education","45","0.0104264301725004","0.00711522719895371","0.0137376331460472"
"3 on Scale 1 to 10","2002","Not Employed","in school","6","","",""
"3 on Scale 1 to 10","2002","Not Employed","inadequately","19","","",""
"3 on Scale 1 to 10","2002","Not Employed","general elemantary","122","0.0840538220402415","0.0703200835889753","0.0977875604915077"
"3 on Scale 1 to 10","2002","Not Employed","middle vocational","282","0.0697768969658322","0.0621245500693476","0.0774292438623168"
"3 on Scale 1 to 10","2002","Not Employed","vocational + Abi","16","","",""
"3 on Scale 1 to 10","2002","Not Employed","higher vocational","31","0.0730389428243607","0.0498338927704489","0.0962439928782725"
"3 on Scale 1 to 10","2002","Not Employed","higher education","63","0.0727140043151314","0.056175776015614","0.0892522326146489"
"3 on Scale 1 to 10","2002","Employed","in school","1","","",""
"3 on Scale 1 to 10","2002","Employed","inadequately","3","","",""
"3 on Scale 1 to 10","2002","Employed","general elemantary","59","0.0364809785949338","0.026476245607756","0.0464857115821115"
"3 on Scale 1 to 10","2002","Employed","middle vocational","259","0.0370507717608104","0.0327395848855897","0.041361958636031"
"3 on Scale 1 to 10","2002","Employed","vocational + Abi","34","0.0427297144660503","0.0292518116107388","0.0562076173213617"
"3 on Scale 1 to 10","2002","Employed","higher vocational","52","0.0472661768702294","0.0355721561808705","0.0589601975595884"
"3 on Scale 1 to 10","2002","Employed","higher education","131","0.0445579178226299","0.0378318914293474","0.0512839442159124"
"4 on Scale 1 to 10","2002","Not Employed","in school","6","","",""
"4 on Scale 1 to 10","2002","Not Employed","inadequately","19","","",""
"4 on Scale 1 to 10","2002","Not Employed","general elemantary","128","0.0786865711619226","0.0653596731854147","0.0920134691384304"
"4 on Scale 1 to 10","2002","Not Employed","middle vocational","290","0.0714969989872544","0.0637580706533257","0.0792359273211831"
"4 on Scale 1 to 10","2002","Not Employed","vocational + Abi","22","","",""
"4 on Scale 1 to 10","2002","Not Employed","higher vocational","43","0.0968876785156641","0.0705073812870358","0.123267975744292"
"4 on Scale 1 to 10","2002","Not Employed","higher education","71","0.0718939976517309","0.05544201629156","0.0883459790119018"
"4 on Scale 1 to 10","2002","Employed","in school","4","","",""
"4 on Scale 1 to 10","2002","Employed","inadequately","11","","",""
"4 on Scale 1 to 10","2002","Employed","general elemantary","54","0.0358911415887093","0.0259645812021487","0.0458177019752699"
"4 on Scale 1 to 10","2002","Employed","middle vocational","328","0.0460880774494771","0.0413023830889325","0.0508737718100218"
"4 on Scale 1 to 10","2002","Employed","vocational + Abi","36","0.0552024687487051","0.0399833795489237","0.0704215579484866"
"4 on Scale 1 to 10","2002","Employed","higher vocational","77","0.0622136931012674","0.0489030891011395","0.0755242971013953"
"4 on Scale 1 to 10","2002","Employed","higher education","137","0.0391883200743793","0.0328628704643685","0.0455137696843901"
"5 on Scale 1 to 10","2002","Not Employed","in school","28","","",""
"5 on Scale 1 to 10","2002","Not Employed","inadequately","28","","",""
"5 on Scale 1 to 10","2002","Not Employed","general elemantary","339","0.228216058723052","0.207443211300976","0.248988906145128"
"5 on Scale 1 to 10","2002","Not Employed","middle vocational","786","0.188982133169046","0.177223120809588","0.200741145528504"
"5 on Scale 1 to 10","2002","Not Employed","vocational + Abi","52","0.199856339550674","0.155412574273003","0.244300104828345"
"5 on Scale 1 to 10","2002","Not Employed","higher vocational","83","0.178934192591216","0.144751192358453","0.213117192823978"
"5 on Scale 1 to 10","2002","Not Employed","higher education","135","0.164579661413942","0.140963260880236","0.188196061947648"
"5 on Scale 1 to 10","2002","Employed","in school","8","","",""
"5 on Scale 1 to 10","2002","Employed","inadequately","21","","",""
"5 on Scale 1 to 10","2002","Employed","general elemantary","173","0.141165733124548","0.122585060041267","0.159746406207829"
"5 on Scale 1 to 10","2002","Employed","middle vocational","913","0.132555966520301","0.124816395374942","0.14029553766566"
"5 on Scale 1 to 10","2002","Employed","vocational + Abi","77","0.101441134848035","0.0813214879983706","0.1215607816977"
"5 on Scale 1 to 10","2002","Employed","higher vocational","134","0.107138545060881","0.0900946937094537","0.124182396412307"
"5 on Scale 1 to 10","2002","Employed","higher education","339","0.101406558504965","0.0915662529407351","0.111246864069196"
"6 on Scale 1 to 10","2002","Not Employed","in school","22","","",""
"6 on Scale 1 to 10","2002","Not Employed","inadequately","15","","",""
"6 on Scale 1 to 10","2002","Not Employed","general elemantary","170","0.107362772394885","0.092039927048604","0.122685617741166"
"6 on Scale 1 to 10","2002","Not Employed","middle vocational","503","0.118274246579034","0.108574572973129","0.127973920184938"
"6 on Scale 1 to 10","2002","Not Employed","vocational + Abi","28","","",""
"6 on Scale 1 to 10","2002","Not Employed","higher vocational","58","0.122754688872128","0.0934893135385281","0.152020064205727"
"6 on Scale 1 to 10","2002","Not Employed","higher education","114","0.117433033554731","0.096928869144035","0.137937197965428"
"6 on Scale 1 to 10","2002","Employed","in school","8","","",""
"6 on Scale 1 to 10","2002","Employed","inadequately","14","","",""
"6 on Scale 1 to 10","2002","Employed","general elemantary","119","0.0835592454235677","0.0687922694579803","0.0983262213891551"
"6 on Scale 1 to 10","2002","Employed","middle vocational","745","0.100226625260487","0.0933724588081659","0.107080791712808"
"6 on Scale 1 to 10","2002","Employed","vocational + Abi","70","0.0803732818932157","0.0622556396933091","0.0984909240931224"
"6 on Scale 1 to 10","2002","Employed","higher vocational","135","0.101508631502219","0.0848664110985617","0.118150851905876"
"6 on Scale 1 to 10","2002","Employed","higher education","295","0.0823056932850875","0.0733467270949199","0.091264659475255"
"7 on Scale 1 to 10","2002","Not Employed","in school","63","0.11795681040783","0.0893677358496158","0.146545884966044"
"7 on Scale 1 to 10","2002","Not Employed","inadequately","21","","",""
"7 on Scale 1 to 10","2002","Not Employed","general elemantary","207","0.138949773804767","0.121829203535894","0.156070344073641"
"7 on Scale 1 to 10","2002","Not Employed","middle vocational","678","0.162025254991655","0.150957689915257","0.173092820068054"
"7 on Scale 1 to 10","2002","Not Employed","vocational + Abi","49","0.145592328017081","0.106393804268415","0.184790851765747"
"7 on Scale 1 to 10","2002","Not Employed","higher vocational","70","0.144477373624646","0.113123572828129","0.175831174421163"
"7 on Scale 1 to 10","2002","Not Employed","higher education","165","0.191046172734979","0.166007913048157","0.216084432421801"
"7 on Scale 1 to 10","2002","Employed","in school","28","","",""
"7 on Scale 1 to 10","2002","Employed","inadequately","13","","",""
"7 on Scale 1 to 10","2002","Employed","general elemantary","207","0.154887077168862","0.135580420227142","0.174193734110582"
"7 on Scale 1 to 10","2002","Employed","middle vocational","1334","0.175852240123336","0.167163175681515","0.184541304565158"
"7 on Scale 1 to 10","2002","Employed","vocational + Abi","156","0.167360828849075","0.142483980114537","0.192237677583612"
"7 on Scale 1 to 10","2002","Employed","higher vocational","228","0.183794208215048","0.162450563887281","0.205137852542815"
"7 on Scale 1 to 10","2002","Employed","higher education","706","0.185882544950432","0.173201449301531","0.198563640599332"
"8 on Scale 1 to 10","2002","Not Employed","in school","120","0.245714678539626","0.207557430933462","0.283871926145789"
"8 on Scale 1 to 10","2002","Not Employed","inadequately","22","","",""
"8 on Scale 1 to 10","2002","Not Employed","general elemantary","248","0.140867237479556","0.123648147272459","0.158086327686653"
"8 on Scale 1 to 10","2002","Not Employed","middle vocational","757","0.164697045088977","0.153556404206522","0.175837685971432"
"8 on Scale 1 to 10","2002","Not Employed","vocational + Abi","73","0.205586854891483","0.160672126398899","0.250501583384068"
"8 on Scale 1 to 10","2002","Not Employed","higher vocational","102","0.177290787869894","0.143231090032431","0.211350485707357"
"8 on Scale 1 to 10","2002","Not Employed","higher education","194","0.174493086581936","0.150320530788034","0.198665642375839"
"8 on Scale 1 to 10","2002","Employed","in school","30","0.265824411069135","0.189292861544872","0.342355960593398"
"8 on Scale 1 to 10","2002","Employed","inadequately","20","","",""
"8 on Scale 1 to 10","2002","Employed","general elemantary","317","0.236018165894243","0.213358351524235","0.25867798026425"
"8 on Scale 1 to 10","2002","Employed","middle vocational","1945","0.25101047542442","0.24111400526784","0.260906945581001"
"8 on Scale 1 to 10","2002","Employed","vocational + Abi","232","0.236458511982889","0.208142386162193","0.264774637803585"
"8 on Scale 1 to 10","2002","Employed","higher vocational","349","0.286303111994591","0.261393167253494","0.311213056735689"
"8 on Scale 1 to 10","2002","Employed","higher education","1043","0.283502920801572","0.268810954580566","0.298194887022578"
"9 on Scale 1 to 10","2002","Not Employed","in school","108","0.185995290678114","0.151508078079058","0.220482503277171"
"9 on Scale 1 to 10","2002","Not Employed","inadequately","7","","",""
"9 on Scale 1 to 10","2002","Not Employed","general elemantary","97","0.0526952995685653","0.0416365544938397","0.0637540446432908"
"9 on Scale 1 to 10","2002","Not Employed","middle vocational","309","0.0629831155534189","0.055686339108902","0.0702798919979358"
"9 on Scale 1 to 10","2002","Not Employed","vocational + Abi","29","","",""
"9 on Scale 1 to 10","2002","Not Employed","higher vocational","40","0.0848511082660541","0.0599998052811287","0.109702411250979"
"9 on Scale 1 to 10","2002","Not Employed","higher education","91","0.0859821885305774","0.0681274013275079","0.103836975733647"
"9 on Scale 1 to 10","2002","Employed","in school","30","0.219147766344133","0.147484589122597","0.290810943565669"
"9 on Scale 1 to 10","2002","Employed","inadequately","11","","",""
"9 on Scale 1 to 10","2002","Employed","general elemantary","191","0.122311509923026","0.104827301235202","0.13979571861085"
"9 on Scale 1 to 10","2002","Employed","middle vocational","987","0.131155380392118","0.123450593374111","0.138860167410125"
"9 on Scale 1 to 10","2002","Employed","vocational + Abi","155","0.188781540062496","0.162702673508848","0.214860406616145"
"9 on Scale 1 to 10","2002","Employed","higher vocational","176","0.13312697295748","0.11440663857567","0.15184730733929"
"9 on Scale 1 to 10","2002","Employed","higher education","610","0.164830230532786","0.152735400876208","0.176925060189365"
"10 Completely satisfied","2002","Not Employed","in school","132","0.291186861019268","0.250920217631319","0.331453504407218"
"10 Completely satisfied","2002","Not Employed","inadequately","8","","",""
"10 Completely satisfied","2002","Not Employed","general elemantary","94","0.0529752546841998","0.0418888110822986","0.0640616982861011"
"10 Completely satisfied","2002","Not Employed","middle vocational","235","0.052995628451129","0.0462667717796862","0.0597244851225718"
"10 Completely satisfied","2002","Not Employed","vocational + Abi","25","","",""
"10 Completely satisfied","2002","Not Employed","higher vocational","17","","",""
"10 Completely satisfied","2002","Not Employed","higher education","41","0.041676328629176","0.0289479250704762","0.0544047321878758"
"10 Completely satisfied","2002","Employed","in school","18","","",""
"10 Completely satisfied","2002","Employed","inadequately","19","","",""
"10 Completely satisfied","2002","Employed","general elemantary","183","0.143129208453539","0.124441161331649","0.161817255575429"
"10 Completely satisfied","2002","Employed","middle vocational","660","0.0972534475465042","0.0904905634189322","0.104016331674076"
"10 Completely satisfied","2002","Employed","vocational + Abi","86","0.0968068006403301","0.077101489327174","0.116512111953486"
"10 Completely satisfied","2002","Employed","higher vocational","82","0.0582303777672725","0.0453256166121825","0.0711351389223624"
"10 Completely satisfied","2002","Employed","higher education","287","0.0779807899444807","0.0692398579753184","0.0867217219136429"
"0 Completely dissatisfied","2003","Not Employed","in school","","","",""
"0 Completely dissatisfied","2003","Not Employed","inadequately","8","","",""
"0 Completely dissatisfied","2003","Not Employed","general elemantary","38","0.0246970463247142","0.0168403575023908","0.0325537351470375"
"0 Completely dissatisfied","2003","Not Employed","middle vocational","94","0.0232166826729414","0.0186585720680942","0.0277747932777885"
"0 Completely dissatisfied","2003","Not Employed","vocational + Abi","2","","",""
"0 Completely dissatisfied","2003","Not Employed","higher vocational","10","","",""
"0 Completely dissatisfied","2003","Not Employed","higher education","12","","",""
"0 Completely dissatisfied","2003","Employed","in school","","","",""
"0 Completely dissatisfied","2003","Employed","inadequately","1","","",""
"0 Completely dissatisfied","2003","Employed","general elemantary","13","","",""
"0 Completely dissatisfied","2003","Employed","middle vocational","32","0.00456050929776737","0.00297804902676169","0.00614296956877306"
"0 Completely dissatisfied","2003","Employed","vocational + Abi","2","","",""
"0 Completely dissatisfied","2003","Employed","higher vocational","9","","",""
"0 Completely dissatisfied","2003","Employed","higher education","9","","",""
"1 on Scale 1 to 10","2003","Not Employed","in school","1","","",""
"1 on Scale 1 to 10","2003","Not Employed","inadequately","5","","",""
"1 on Scale 1 to 10","2003","Not Employed","general elemantary","49","0.0429163671176328","0.03265668995641","0.0531760442788557"
"1 on Scale 1 to 10","2003","Not Employed","middle vocational","90","0.025277280798405","0.0205262113282398","0.0300283502685701"
"1 on Scale 1 to 10","2003","Not Employed","vocational + Abi","6","","",""
"1 on Scale 1 to 10","2003","Not Employed","higher vocational","9","","",""
"1 on Scale 1 to 10","2003","Not Employed","higher education","14","","",""
"1 on Scale 1 to 10","2003","Employed","in school","","","",""
"1 on Scale 1 to 10","2003","Employed","inadequately","3","","",""
"1 on Scale 1 to 10","2003","Employed","general elemantary","9","","",""
"1 on Scale 1 to 10","2003","Employed","middle vocational","45","0.00596749549602198","0.00415859343871511","0.00777639755332885"
"1 on Scale 1 to 10","2003","Employed","vocational + Abi","4","","",""
"1 on Scale 1 to 10","2003","Employed","higher vocational","3","","",""
"1 on Scale 1 to 10","2003","Employed","higher education","24","","",""
"2 on Scale 1 to 10","2003","Not Employed","in school","3","","",""
"2 on Scale 1 to 10","2003","Not Employed","inadequately","5","","",""
"2 on Scale 1 to 10","2003","Not Employed","general elemantary","75","0.050287588005481","0.0392245670668584","0.0613506089441035"
"2 on Scale 1 to 10","2003","Not Employed","middle vocational","189","0.0545404555475552","0.0476671363103575","0.0614137747847528"
"2 on Scale 1 to 10","2003","Not Employed","vocational + Abi","10","","",""
"2 on Scale 1 to 10","2003","Not Employed","higher vocational","21","","",""
"2 on Scale 1 to 10","2003","Not Employed","higher education","40","0.0468631736133101","0.0335561883667456","0.0601701588598746"
"2 on Scale 1 to 10","2003","Employed","in school","1","","",""
"2 on Scale 1 to 10","2003","Employed","inadequately","4","","",""
"2 on Scale 1 to 10","2003","Employed","general elemantary","17","","",""
"2 on Scale 1 to 10","2003","Employed","middle vocational","123","0.0192504023909804","0.0160232632923532","0.0224775414896077"
"2 on Scale 1 to 10","2003","Employed","vocational + Abi","15","","",""
"2 on Scale 1 to 10","2003","Employed","higher vocational","22","","",""
"2 on Scale 1 to 10","2003","Employed","higher education","59","0.0215197932119594","0.0166386306560214","0.0264009557678974"
"3 on Scale 1 to 10","2003","Not Employed","in school","5","","",""
"3 on Scale 1 to 10","2003","Not Employed","inadequately","20","","",""
"3 on Scale 1 to 10","2003","Not Employed","general elemantary","120","0.0833233661066294","0.0693326881990731","0.0973140440141857"
"3 on Scale 1 to 10","2003","Not Employed","middle vocational","303","0.0743671327008282","0.0664257603045765","0.0823085050970799"
"3 on Scale 1 to 10","2003","Not Employed","vocational + Abi","17","","",""
"3 on Scale 1 to 10","2003","Not Employed","higher vocational","23","","",""
"3 on Scale 1 to 10","2003","Not Employed","higher education","69","0.0758482712344344","0.0591784598487594","0.0925180826201094"
"3 on Scale 1 to 10","2003","Employed","in school","3","","",""
"3 on Scale 1 to 10","2003","Employed","inadequately","4","","",""
"3 on Scale 1 to 10","2003","Employed","general elemantary","29","","",""
"3 on Scale 1 to 10","2003","Employed","middle vocational","248","0.0391809060964652","0.0346239299010986","0.0437378822918317"
"3 on Scale 1 to 10","2003","Employed","vocational + Abi","36","0.0430358533765547","0.0295663094289361","0.0565053973241733"
"3 on Scale 1 to 10","2003","Employed","higher vocational","55","0.0422980614045725","0.0309388063242288","0.0536573164849162"
"3 on Scale 1 to 10","2003","Employed","higher education","107","0.0276331701730337","0.0221192734777686","0.0331470668682987"
"4 on Scale 1 to 10","2003","Not Employed","in school","10","","",""
"4 on Scale 1 to 10","2003","Not Employed","inadequately","14","","",""
"4 on Scale 1 to 10","2003","Not Employed","general elemantary","130","0.0838542733609538","0.0698231593143299","0.0978853874075777"
"4 on Scale 1 to 10","2003","Not Employed","middle vocational","307","0.0696874543966907","0.0619805956554509","0.0773943131379306"
"4 on Scale 1 to 10","2003","Not Employed","vocational + Abi","25","","",""
"4 on Scale 1 to 10","2003","Not Employed","higher vocational","42","0.101542767549448","0.0747167124112427","0.128368822687653"
"4 on Scale 1 to 10","2003","Not Employed","higher education","69","0.0581947595216264","0.0434543790737778","0.072935139969475"
"4 on Scale 1 to 10","2003","Employed","in school","3","","",""
"4 on Scale 1 to 10","2003","Employed","inadequately","6","","",""
"4 on Scale 1 to 10","2003","Employed","general elemantary","68","0.0538962693511787","0.0414426626636357","0.0663498760387217"
"4 on Scale 1 to 10","2003","Employed","middle vocational","329","0.0513208250642731","0.0461384933486965","0.0565031567798497"
"4 on Scale 1 to 10","2003","Employed","vocational + Abi","31","0.0357088917111459","0.0233925390649417","0.0480252443573502"
"4 on Scale 1 to 10","2003","Employed","higher vocational","49","0.0523224755939363","0.0397549762983042","0.0648899748895683"
"4 on Scale 1 to 10","2003","Employed","higher education","135","0.0449871654330376","0.0380148484906102","0.051959482375465"
"5 on Scale 1 to 10","2003","Not Employed","in school","24","","",""
"5 on Scale 1 to 10","2003","Not Employed","inadequately","25","","",""
"5 on Scale 1 to 10","2003","Not Employed","general elemantary","286","0.200371510727087","0.180108247303634","0.22063477415054"
"5 on Scale 1 to 10","2003","Not Employed","middle vocational","759","0.195638757568395","0.183631642407278","0.207645872729512"
"5 on Scale 1 to 10","2003","Not Employed","vocational + Abi","33","0.12338853767649","0.0856015233997346","0.161175551953245"
"5 on Scale 1 to 10","2003","Not Employed","higher vocational","97","0.209445520949571","0.173305778697473","0.245585263201668"
"5 on Scale 1 to 10","2003","Not Employed","higher education","153","0.179602081247131","0.155433332885735","0.203770829608527"
"5 on Scale 1 to 10","2003","Employed","in school","8","","",""
"5 on Scale 1 to 10","2003","Employed","inadequately","25","","",""
"5 on Scale 1 to 10","2003","Employed","general elemantary","167","0.153266220630917","0.133398726985536","0.173133714276298"
"5 on Scale 1 to 10","2003","Employed","middle vocational","836","0.122152227775993","0.114461295069408","0.129843160482578"
"5 on Scale 1 to 10","2003","Employed","vocational + Abi","90","0.112467373553938","0.0914975252552282","0.133437221852647"
"5 on Scale 1 to 10","2003","Employed","higher vocational","144","0.123010428491861","0.104473293297628","0.141547563686093"
