"m11125","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","4","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Single parent ","8","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","8","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","4","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Completely satisfied","1984","16-34 y.","(Married) couple without C. ","168","0.258545039269775","0.224781938552583","0.292308139986967","10"
"10 Completely satisfied","1984","35-65 y.","Couple + C. LE 16 ","368","0.227439820714644","0.206658745522288","0.248220895906999","10"
"10 Completely satisfied","1984","16-34 y.","1-pers.-HH","87","0.239157841207761","0.194784358995768","0.283531323419755","10"
"10 Completely satisfied","1984","16-34 y.","Single parent ","87","0.285923842754183","0.233647572455379","0.338200113052988","10"
"10 Completely satisfied","1984","16-34 y.","Couple + C. LE 16 ","480","0.297252595689209","0.274184599384203","0.320320591994215","10"
"10 Completely satisfied","1984","16-34 y.","Couple + C. GT 16 ","314","0.367240742316983","0.333668512881387","0.400812971752578","10"
"10 Completely satisfied","1984","16-34 y.","Couple + C. LE and GT 16","302","0.38730790904793","0.351374778072568","0.423241040023291","10"
"10 Completely satisfied","1984","35-65 y.","1-pers.-HH","107","0.192927168374613","0.158880368399892","0.226973968349333","10"
"10 Completely satisfied","1984","35-65 y.","(Married) couple without C. ","221","0.139793131396803","0.122132146001176","0.157454116792429","10"
"10 Completely satisfied","1984","35-65 y.","Single parent ","48","0.182634637543608","0.136028209883328","0.229241065203887","10"
"10 Completely satisfied","1984","35-65 y.","Couple + C. GT 16 ","157","0.126138577559633","0.106924849910487","0.14535230520878","10"
"10 Completely satisfied","1984","35-65 y.","Couple + C. LE and GT 16","192","0.185010174279512","0.161074458851378","0.208945889707646","10"
"10 Completely satisfied","1984","66 and older","1-pers.-HH","47","0.104741474687886","0.076818564591943","0.132664384783829","10"
"10 Completely satisfied","1984","66 and older","(Married) couple without C. ","58","0.10275332652363","0.0779783039898792","0.127528349057381","10"
"10 Completely satisfied","1984","66 and older","Single parent ","3","","","","10"
"10 Completely satisfied","1984","66 and older","Couple + C. LE 16 ","1","","","","10"
"10 Completely satisfied","1984","66 and older","Couple + C. GT 16 ","2","","","","10"
"10 Completely satisfied","1984","66 and older","Couple + C. LE and GT 16","","","","","10"
"2 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","39","0.0290187567035602","0.0186716879660535","0.0393658254410669","2"
"2 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","5","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","9","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","Single parent ","1","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","23","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","8","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","7","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","11","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","65","0.0389663108957546","0.0291106781130402","0.0488219436784689","2"
"2 on Scale 1 to 10","1984","35-65 y.","Single parent ","5","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","44","0.025829145381941","0.0179651873616442","0.0336931034022378","2"
"2 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","43","0.0374268090029114","0.0264424513944565","0.0484111666113663","2"
"2 on Scale 1 to 10","1984","66 and older","1-pers.-HH","35","0.0767807012903577","0.0525031110191453","0.10105829156157","2"
"2 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","31","0.0550177111233923","0.0364129851285445","0.0736224371182402","2"
"2 on Scale 1 to 10","1984","66 and older","Single parent ","","","","","2"
"2 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","1","","","","2"
"2 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","1","","","","2"
"2 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","2"
"3 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","45","0.0377576473321076","0.0260082061853727","0.0495070884788425","3"
"3 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","10","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","16","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","Single parent ","4","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","25","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","9","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","7","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","32","0.0614701661392038","0.0407458850123679","0.0821944472660398","3"
"3 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","89","0.0651559212741481","0.0525864474615935","0.0777253950867026","3"
"3 on Scale 1 to 10","1984","35-65 y.","Single parent ","17","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","55","0.0314901437467642","0.0228323358363189","0.0401479516572095","3"
"3 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","59","0.0486791733802851","0.0362253849986575","0.0611329617619127","3"
"3 on Scale 1 to 10","1984","66 and older","1-pers.-HH","38","0.0824288858759288","0.0573512446543011","0.107506527097557","3"
"3 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","39","0.0688084776170193","0.0481546443957157","0.089462310838323","3"
"3 on Scale 1 to 10","1984","66 and older","Single parent ","4","","","","3"
"3 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","3","","","","3"
"3 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","3"
"4 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","16","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","Single parent ","4","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","32","0.0197489584987696","0.0127265162709128","0.0267714007266264","4"
"4 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","30","0.0597901041126139","0.0393327103748469","0.0802474978503808","4"
"4 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","52","0.0483799310184643","0.0359625273168359","0.0607973347200927","4"
"4 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","51","0.0446461815598192","0.0319156424444456","0.0573767206751929","4"
"4 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","14","","","","4"
"4 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","41","0.0693149986871381","0.0485909238641857","0.0900390735100905","4"
"4 on Scale 1 to 10","1984","66 and older","Single parent ","3","","","","4"
"4 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","5","","","","4"
"4 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","1-pers.-HH","33","0.0685205704153255","0.0454836605880216","0.0915574802426294","4"
"4 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","18","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","13","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","73","0.0492985080188119","0.0382727225657619","0.0603242934718619","4"
"4 on Scale 1 to 10","1984","35-65 y.","Single parent ","20","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","55","0.0325751794207472","0.0237744103979648","0.0413759484435295","4"
"4 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","4"
"5 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","39","0.11539026072193","0.0821553627351475","0.148625158708713","5"
"5 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","71","0.105779702791347","0.0820629479176788","0.129496457665016","5"
"5 on Scale 1 to 10","1984","16-34 y.","Single parent ","29","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","170","0.107158543166485","0.0915469223516473","0.122770163981322","5"
"5 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","51","0.0621311270286604","0.0453194446186669","0.0789428094386538","5"
"5 on Scale 1 to 10","1984","35-65 y.","Single parent ","54","0.196390013714241","0.148468724824403","0.24431130260408","5"
"5 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","193","0.12489991684478","0.108509932483559","0.141289901206001","5"
"5 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","225","0.216292348149635","0.192465642296453","0.240119054002818","5"
"5 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","157","0.15766435349583","0.135200624025054","0.180128082966606","5"
"5 on Scale 1 to 10","1984","66 and older","1-pers.-HH","94","0.203007588451177","0.166329192667765","0.239685984234589","5"
"5 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","124","0.213797891981895","0.180345359904106","0.247250424059684","5"
"5 on Scale 1 to 10","1984","66 and older","Single parent ","7","","","","5"
"5 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","1","","","","5"
"5 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","13","","","","5"
"5 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","40","0.0596428798544259","0.0421737428154371","0.0771120168934147","5"
"5 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","87","0.175105958364816","0.142313589869795","0.207898326859837","5"
"5 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","297","0.205820848305508","0.185229988356778","0.226411708254238","5"
"6 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","17","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","104","0.0583459291474685","0.0467255693208434","0.0699662889740937","6"
"6 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","112","0.100320603958313","0.0829343772463544","0.117706830670271","6"
"6 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","84","0.0791631124019455","0.0625203544205535","0.0958058703833375","6"
"6 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","33","0.0518296731897204","0.0347348644114834","0.0689244819679573","6"
"6 on Scale 1 to 10","1984","16-34 y.","Single parent ","12","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","85","0.0537431610562945","0.0423612931912049","0.065125028921384","6"
"6 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","28","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","15","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","37","0.0690571309486082","0.0471800677902217","0.0909341941069947","6"
"6 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","105","0.0741553246229004","0.0608105636703382","0.0875000855754625","6"
"6 on Scale 1 to 10","1984","35-65 y.","Single parent ","22","","","","6"
"6 on Scale 1 to 10","1984","66 and older","1-pers.-HH","33","0.0733521686284021","0.0495787882531529","0.0971255490036513","6"
"6 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","50","0.0842593487515073","0.0615943614367636","0.106924336066251","6"
"6 on Scale 1 to 10","1984","66 and older","Single parent ","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","2","","","","6"
"7 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","144","0.09980529628501","0.0846769157150899","0.11493367685493","7"
"7 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","116","0.137788660598964","0.116542223221797","0.159035097976131","7"
"7 on Scale 1 to 10","1984","16-34 y.","Single parent ","33","0.10605832101974","0.0704350241950624","0.141681617844419","7"
"7 on Scale 1 to 10","1984","66 and older","1-pers.-HH","51","0.109721479198933","0.0812220686284883","0.138220889769379","7"
"7 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","3","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","38","0.102401689199295","0.0708641002683955","0.133939278130195","7"
"7 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","64","0.112148299061991","0.0864012923929003","0.137895305731083","7"
"7 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","89","0.133719857063129","0.107474108518137","0.159965605608121","7"
"7 on Scale 1 to 10","1984","66 and older","Single parent ","1","","","","7"
"7 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","69","0.0914415168227418","0.0713675290708248","0.111515504574659","7"
"7 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","67","0.102919147683356","0.0805056505211032","0.125332644845609","7"
"7 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","60","0.115389936747549","0.0878233404869509","0.142956533008147","7"
"7 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","197","0.134860368847372","0.11746411097165","0.152256626723095","7"
"7 on Scale 1 to 10","1984","35-65 y.","Single parent ","32","0.131927175213388","0.0911054514331689","0.172748898993606","7"
"7 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","200","0.138120021395164","0.121015130175486","0.155224912614843","7"
"7 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","137","0.118343437595321","0.099650042098405","0.137036833092237","7"
"7 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","7"
"8 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","75","0.205525153155261","0.163490595579053","0.247559710731469","8"
"8 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","142","0.228630432222046","0.196246461274453","0.261014403169639","8"
"8 on Scale 1 to 10","1984","16-34 y.","Single parent ","58","0.208100108301847","0.161134663745237","0.255065552858458","8"
"8 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","302","0.22423724820659","0.203186586139964","0.245287910273215","8"
"8 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","71","0.143560056394647","0.11330565897627","0.173814453813025","8"
"8 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","230","0.151082128397386","0.13284275361805","0.169321503176722","8"
"8 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","197","0.195419940910746","0.17097766825447","0.219862213567023","8"
"8 on Scale 1 to 10","1984","66 and older","1-pers.-HH","60","0.128222373405838","0.0977355715260539","0.158709175285623","8"
"8 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","83","0.139224210955236","0.110977844534014","0.167470577376458","8"
"8 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","5","","","","8"
"8 on Scale 1 to 10","1984","66 and older","Single parent ","5","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","134","0.183989846952382","0.157004363032121","0.210975330872643","8"
"8 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","126","0.195706529282169","0.166441048071137","0.224972010493202","8"
"8 on Scale 1 to 10","1984","35-65 y.","Single parent ","33","0.128953680801816","0.0885255535502742","0.169381808053359","8"
"8 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","306","0.211072414278368","0.190842086853771","0.231302741702965","8"
"8 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","205","0.17823924250969","0.156090924783999","0.200387560235381","8"
"8 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","8"
"9 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","96","0.104157683960049","0.0853283934135319","0.122986974506566","9"
"9 on Scale 1 to 10","1984","66 and older","Couple + C. LE and GT 16","","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","66","0.194967226119311","0.153755433893679","0.236179018344943","9"
"9 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","93","0.152207858979395","0.12450688344442","0.179908834514369","9"
"9 on Scale 1 to 10","1984","16-34 y.","Single parent ","47","0.177878335314451","0.133636135043421","0.222120535585481","9"
"9 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","219","0.153788949182637","0.135581490576822","0.171996407788452","9"
"9 on Scale 1 to 10","1984","16-34 y.","Couple + C. GT 16 ","153","0.194910860216011","0.167322524418123","0.222499196013898","9"
"9 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE and GT 16","120","0.18472324459299","0.156097351521465","0.213349137664515","9"
"9 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","41","0.0753861740245753","0.0526064067336963","0.0981659413154543","9"
"9 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","123","0.0848180419600384","0.0706284989774735","0.0990075849426032","9"
"9 on Scale 1 to 10","1984","35-65 y.","Single parent ","16","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE 16 ","191","0.118824338284421","0.102782558474638","0.134866118094204","9"
"9 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","92","0.072857956664312","0.0578169115668918","0.0878990017617321","9"
"9 on Scale 1 to 10","1984","66 and older","1-pers.-HH","21","","","","9"
"9 on Scale 1 to 10","1984","66 and older","(Married) couple without C. ","24","","","","9"
"9 on Scale 1 to 10","1984","66 and older","Single parent ","1","","","","9"
"9 on Scale 1 to 10","1984","66 and older","Couple + C. LE 16 ","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","Couple + C. GT 16 ","2","","","","9"
"0 Completely dissatisfied","1985","16-34 y.","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","(Married) couple without C. ","6","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Single parent ","2","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Couple + C. LE 16 ","11","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Couple + C. GT 16 ","7","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Couple + C. LE and GT 16","2","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","1-pers.-HH","20","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","(Married) couple without C. ","40","0.0291561312674169","0.0201345117603363","0.0381777507744975","0"
"0 Completely dissatisfied","1985","35-65 y.","Single parent ","8","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Couple + C. LE 16 ","24","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Couple + C. GT 16 ","26","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Couple + C. LE and GT 16","20","","","","0"
"0 Completely dissatisfied","1985","66 and older","1-pers.-HH","13","","","","0"
"0 Completely dissatisfied","1985","66 and older","(Married) couple without C. ","27","","","","0"
"0 Completely dissatisfied","1985","66 and older","Single parent ","6","","","","0"
"0 Completely dissatisfied","1985","66 and older","Couple + C. LE 16 ","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","Couple + C. GT 16 ","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","1985","35-65 y.","1-pers.-HH","5","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","1-pers.-HH","1","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","(Married) couple without C. ","3","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE 16 ","9","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE and GT 16","5","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Couple + C. GT 16 ","2","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","(Married) couple without C. ","20","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Single parent ","3","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE 16 ","14","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. GT 16 ","15","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE and GT 16","11","","","","1"
"1 on Scale 1 to 10","1985","66 and older","1-pers.-HH","14","","","","1"
"1 on Scale 1 to 10","1985","66 and older","(Married) couple without C. ","17","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Single parent ","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. GT 16 ","","","","","1"
"10 Completely satisfied","1985","16-34 y.","(Married) couple without C. ","106","0.169356329401815","0.139014823161851","0.199697835641779","10"
"10 Completely satisfied","1985","16-34 y.","1-pers.-HH","75","0.229448294462676","0.183663750172106","0.275232838753246","10"
"10 Completely satisfied","1985","16-34 y.","Single parent ","70","0.257991270892089","0.206466600807419","0.309515940976759","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. LE 16 ","274","0.198414711705111","0.17622641297313","0.220603010437091","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. GT 16 ","263","0.284942421355971","0.254326036003244","0.315558806708698","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. LE and GT 16","220","0.299130381849804","0.263175907193818","0.33508485650579","10"
"10 Completely satisfied","1985","35-65 y.","1-pers.-HH","72","0.152993858282001","0.119659710054864","0.186328006509137","10"
"10 Completely satisfied","1985","35-65 y.","(Married) couple without C. ","165","0.126443016792454","0.108621777306143","0.144264256278765","10"
"10 Completely satisfied","1985","35-65 y.","Single parent ","28","","","","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. LE 16 ","237","0.155315944819519","0.136549437881086","0.174082451757953","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. GT 16 ","116","0.0992665242273711","0.081923908603956","0.116609139850786","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. LE and GT 16","113","0.122533746756162","0.100605971207596","0.144461522304729","10"
"10 Completely satisfied","1985","66 and older","1-pers.-HH","42","0.106201647427687","0.0761214300976656","0.136281864757709","10"
"10 Completely satisfied","1985","66 and older","(Married) couple without C. ","45","0.0951086444019604","0.0692388586438964","0.120978430160024","10"
"10 Completely satisfied","1985","66 and older","Single parent ","2","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. GT 16 ","1","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. LE and GT 16","","","","","10"
"2 on Scale 1 to 10","1985","16-34 y.","(Married) couple without C. ","5","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Single parent ","6","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE 16 ","12","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","1-pers.-HH","16","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","(Married) couple without C. ","50","0.0366611256334522","0.026583985391063","0.0467382658758413","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. GT 16 ","34","0.0257075694451257","0.0165286784554204","0.0348864604348309","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE and GT 16","26","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","1-pers.-HH","6","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Single parent ","12","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE 16 ","25","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. GT 16 ","6","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE and GT 16","8","","","","2"
"2 on Scale 1 to 10","1985","66 and older","1-pers.-HH","27","","","","2"
"2 on Scale 1 to 10","1985","66 and older","(Married) couple without C. ","31","0.0623348550637652","0.0410155040613302","0.0836542060662002","2"
"2 on Scale 1 to 10","1985","66 and older","Single parent ","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. GT 16 ","3","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. LE and GT 16","","","","","2"
"3 on Scale 1 to 10","1985","16-34 y.","Single parent ","4","","","","3"
