"m11125","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","113","0.0859444633690045","0.0710701766150728","0.100818750122936"
"4 on Scale 1 to 10","1992","Not Employed","Single parent ","10","","",""
"4 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","23","","",""
"4 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","45","0.0597908307748809","0.0432990567683202","0.0762826047814416"
"4 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","8","","",""
"4 on Scale 1 to 10","1992","Employed","1-pers.-HH","31","0.0387380734719183","0.0240825661662357","0.0533935807776009"
"4 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","87","0.0469880538077997","0.0374929043117846","0.0564832033038147"
"4 on Scale 1 to 10","1992","Employed","Single parent ","29","","",""
"4 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","96","0.035532110043217","0.0285584889116472","0.0425057311747868"
"4 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","96","0.0504403351320472","0.0406790485127383","0.0602016217513561"
"4 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","31","0.0377507865144257","0.0249903813375604","0.0505111916912911"
"5 on Scale 1 to 10","1992","Not Employed","1-pers.-HH","155","0.216911493046764","0.185911620322455","0.247911365771074"
"5 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","260","0.191504509564932","0.170622648139173","0.21238637099069"
"5 on Scale 1 to 10","1992","Not Employed","Single parent ","21","","",""
"5 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","59","0.102866354128204","0.0782703515960266","0.127462356660381"
"5 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","99","0.116045583910359","0.0937680515201839","0.138323116300535"
"5 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","26","","",""
"5 on Scale 1 to 10","1992","Employed","1-pers.-HH","76","0.115117996217343","0.0908784062796717","0.139357586155014"
"5 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","291","0.152734394100739","0.136593145830629","0.168875642370849"
"5 on Scale 1 to 10","1992","Employed","Single parent ","66","0.14579085065722","0.113400704026285","0.178180997288155"
"5 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","281","0.10567822826507","0.0940972931955138","0.117259163334627"
"5 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","244","0.119374617292104","0.104913276861051","0.133835957723158"
"5 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","96","0.0986191263678688","0.0786576607608564","0.118580591974881"
"6 on Scale 1 to 10","1992","Not Employed","1-pers.-HH","64","0.0960565660938299","0.0738926059943722","0.118220526193288"
"6 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","163","0.117268800610992","0.100194363871784","0.134343237350199"
"6 on Scale 1 to 10","1992","Not Employed","Single parent ","17","","",""
"6 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","42","0.0756075519520689","0.054202806590379","0.0970122973137588"
"6 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","80","0.103134627535465","0.0819800810022074","0.124289174068723"
"6 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","23","","",""
"6 on Scale 1 to 10","1992","Employed","1-pers.-HH","40","0.0615918903026565","0.0433332421764934","0.0798505384288196"
"6 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","177","0.0970920853694595","0.0838067491339001","0.110377421605019"
"6 on Scale 1 to 10","1992","Employed","Single parent ","40","0.103115506551635","0.075203187724266","0.131027825379005"
"6 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","208","0.075241863079907","0.0653050341277855","0.0851786920320285"
"6 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","158","0.079902162499633","0.0678086286144058","0.0919956963848602"
"6 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","71","0.0779867143666715","0.0600337329490429","0.0959396957843001"
"7 on Scale 1 to 10","1992","Not Employed","1-pers.-HH","105","0.156024834026669","0.128730349151186","0.183319318902153"
"7 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","186","0.132853570375739","0.11484108085425","0.150866059897229"
"7 on Scale 1 to 10","1992","Not Employed","Single parent ","24","","",""
"7 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","72","0.122731152423124","0.096164120178153","0.149298184668095"
"7 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","98","0.13755208000225","0.113594780603826","0.161509379400675"
"7 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","37","0.125378869929575","0.0879689308099228","0.162788809049227"
"7 on Scale 1 to 10","1992","Employed","1-pers.-HH","113","0.167662641176676","0.139291368218215","0.196033914135138"
"7 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","300","0.163869470816835","0.147260413955944","0.180478527677726"
"7 on Scale 1 to 10","1992","Employed","Single parent ","55","0.136016358720032","0.104552353779647","0.167480363660416"
"7 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","444","0.162583538671527","0.148683596421368","0.176483480921687"
"7 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","314","0.170237511374642","0.153474135466696","0.187000887282589"
"7 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","134","0.167983805038482","0.142954010933181","0.193013599143783"
"8 on Scale 1 to 10","1992","Not Employed","1-pers.-HH","87","0.124554303906298","0.0997168439845059","0.149391763828089"
"8 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","224","0.163546875550923","0.143918568843147","0.183175182258699"
"8 on Scale 1 to 10","1992","Not Employed","Single parent ","28","","",""
"8 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","179","0.331670712140223","0.293551133510098","0.369790290770347"
"8 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","150","0.187093793396773","0.159967668952055","0.214219917841491"
"8 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","69","0.238559015004936","0.190410723156168","0.286707306853704"
"8 on Scale 1 to 10","1992","Employed","1-pers.-HH","178","0.275078620783591","0.241164165226536","0.308993076340645"
"8 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","513","0.259911652839119","0.240232175296355","0.279591130381882"
"8 on Scale 1 to 10","1992","Employed","Single parent ","115","0.257701676801832","0.217558334223818","0.297845019379845"
"8 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","789","0.29722174702011","0.280004908290195","0.314438585750026"
"8 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","510","0.268629698760732","0.248859882767956","0.288399514753508"
"8 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","211","0.258465805918955","0.229155198473955","0.287776413363955"
"9 on Scale 1 to 10","1992","Not Employed","1-pers.-HH","27","","",""
"9 on Scale 1 to 10","1992","Not Employed","(Married) couple without C. ","60","0.0402292638890281","0.0298013916690336","0.0506571361090227"
"9 on Scale 1 to 10","1992","Not Employed","Single parent ","24","","",""
"9 on Scale 1 to 10","1992","Not Employed","Couple + C. LE 16 ","98","0.155990114293646","0.126612157493067","0.185368071094225"
"9 on Scale 1 to 10","1992","Not Employed","Couple + C. GT 16 ","112","0.139080869080961","0.115012164467487","0.163149573694434"
"9 on Scale 1 to 10","1992","Not Employed","Couple + C. LE and GT 16","53","0.188355880064669","0.144184877386968","0.23252688274237"
"9 on Scale 1 to 10","1992","Employed","1-pers.-HH","99","0.151065264372251","0.123867673537363","0.178262855207139"
"9 on Scale 1 to 10","1992","Employed","(Married) couple without C. ","224","0.111182856341347","0.0970775010193339","0.12528821166336"
"9 on Scale 1 to 10","1992","Employed","Single parent ","69","0.13513535424273","0.103757428274275","0.166513280211185"
"9 on Scale 1 to 10","1992","Employed","Couple + C. LE 16 ","431","0.158322373905294","0.144570939516913","0.172073808293675"
"9 on Scale 1 to 10","1992","Employed","Couple + C. GT 16 ","284","0.140949328807369","0.125429109599826","0.156469548014913"
"9 on Scale 1 to 10","1992","Employed","Couple + C. LE and GT 16","154","0.174861308318848","0.149430040126638","0.200292576511058"
"10 Completely satisfied","1992","Not Employed","1-pers.-HH","39","0.0611135580666888","0.0430963073329968","0.0791308088003809"
"10 Completely satisfied","1992","Not Employed","(Married) couple without C. ","61","0.0400410568227219","0.0296365858937423","0.0504455277517014"
"10 Completely satisfied","1992","Not Employed","Single parent ","26","","",""
"10 Completely satisfied","1992","Not Employed","Couple + C. LE 16 ","70","0.0992297379404175","0.0750235040549985","0.123435971825836"
"10 Completely satisfied","1992","Not Employed","Couple + C. GT 16 ","94","0.107791765129585","0.0862210896391257","0.129362440620043"
"10 Completely satisfied","1992","Not Employed","Couple + C. LE and GT 16","57","0.173905856786763","0.131086837218449","0.216724876355076"
"10 Completely satisfied","1992","Employed","1-pers.-HH","84","0.118872147813835","0.094292792030518","0.143451503597153"
"10 Completely satisfied","1992","Employed","(Married) couple without C. ","171","0.0900782087867633","0.0772321232475729","0.102924294325954"
"10 Completely satisfied","1992","Employed","Single parent ","54","0.103779265622869","0.0757876181571357","0.131770913088602"
"10 Completely satisfied","1992","Employed","Couple + C. LE 16 ","322","0.116517169946454","0.104430741542083","0.128603598350826"
"10 Completely satisfied","1992","Employed","Couple + C. GT 16 ","205","0.105370699679515","0.0916764435955875","0.119064955763442"
"10 Completely satisfied","1992","Employed","Couple + C. LE and GT 16","100","0.115338951997126","0.0939527269148002","0.136725177079452"
"0 Completely dissatisfied","1993","Not Employed","1-pers.-HH","33","0.0544703717408118","0.0377890280146317","0.0711517154669919"
"0 Completely dissatisfied","1993","Not Employed","(Married) couple without C. ","46","0.0395602386836083","0.0295651304746803","0.0495553468925362"
"0 Completely dissatisfied","1993","Not Employed","Single parent ","6","","",""
"0 Completely dissatisfied","1993","Not Employed","Couple + C. LE 16 ","5","","",""
"0 Completely dissatisfied","1993","Not Employed","Couple + C. GT 16 ","25","","",""
"0 Completely dissatisfied","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"0 Completely dissatisfied","1993","Employed","1-pers.-HH","10","","",""
"0 Completely dissatisfied","1993","Employed","(Married) couple without C. ","14","","",""
"0 Completely dissatisfied","1993","Employed","Single parent ","6","","",""
"0 Completely dissatisfied","1993","Employed","Couple + C. LE 16 ","21","","",""
"0 Completely dissatisfied","1993","Employed","Couple + C. GT 16 ","21","","",""
"0 Completely dissatisfied","1993","Employed","Couple + C. LE and GT 16","11","","",""
"1 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","25","","",""
"1 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","40","0.0301884861179907","0.0214146944419385","0.0389622777940429"
"1 on Scale 1 to 10","1993","Not Employed","Single parent ","6","","",""
"1 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","6","","",""
"1 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","15","","",""
"1 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","6","","",""
"1 on Scale 1 to 10","1993","Employed","1-pers.-HH","4","","",""
"1 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","10","","",""
"1 on Scale 1 to 10","1993","Employed","Single parent ","1","","",""
"1 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","10","","",""
"1 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","11","","",""
"1 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","6","","",""
"2 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","48","0.0673901020348857","0.0489628168210369","0.0858173872487345"
"2 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","86","0.0538155365349773","0.0422447008424164","0.0653863722275381"
"2 on Scale 1 to 10","1993","Not Employed","Single parent ","7","","",""
"2 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","16","","",""
"2 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","30","0.0336467160999251","0.0208353610306142","0.046458071169236"
"2 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","11","","",""
"2 on Scale 1 to 10","1993","Employed","1-pers.-HH","13","","",""
"2 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","55","0.02936663106217","0.0217104124169698","0.0370228497073701"
"2 on Scale 1 to 10","1993","Employed","Single parent ","6","","",""
"2 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","38","0.0155372771069258","0.0107094827593524","0.0203650714544991"
"2 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","28","","",""
"2 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","13","","",""
"3 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","60","0.0922007828798045","0.0709352878490453","0.113466277910564"
"3 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","120","0.0786181032170855","0.0648173083270161","0.0924188981071549"
"3 on Scale 1 to 10","1993","Not Employed","Single parent ","15","","",""
"3 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","19","","",""
"3 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","43","0.0548441261251272","0.0386680738421916","0.0710201784080629"
"3 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","5","","",""
"3 on Scale 1 to 10","1993","Employed","1-pers.-HH","24","","",""
"3 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","74","0.0459054036609231","0.0364149433243985","0.0553958639974477"
"3 on Scale 1 to 10","1993","Employed","Single parent ","16","","",""
"3 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","81","0.0303121200477324","0.0236196596797676","0.0370045804156972"
"3 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","74","0.0400483036677512","0.0310526358587185","0.0490439714767839"
"3 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","32","0.0398129487963868","0.026768288066841","0.0528576095259327"
"4 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","49","0.065032300765004","0.046907378447473","0.0831572230825351"
"4 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","122","0.0829889834470471","0.0688434124745282","0.0971345544195659"
"4 on Scale 1 to 10","1993","Not Employed","Single parent ","15","","",""
"4 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","23","","",""
"4 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","49","0.0702790544421701","0.0521178342023857","0.0884402746819545"
"4 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","12","","",""
"4 on Scale 1 to 10","1993","Employed","1-pers.-HH","41","0.0490829282261847","0.0331014815790927","0.0650643748732767"
"4 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","101","0.0594678655742386","0.0487431039074748","0.0701926272410023"
"4 on Scale 1 to 10","1993","Employed","Single parent ","25","","",""
"4 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","95","0.0393706999108787","0.0317792251867082","0.0469621746350491"
"4 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","95","0.0549906736548906","0.0445319370946788","0.0654494102151023"
"4 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","37","0.0376765441158663","0.0249725946059304","0.0503804936258022"
"5 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","169","0.229317715125348","0.198416910955951","0.260218519294746"
"5 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","320","0.214844784961146","0.193784552963814","0.235905016958477"
"5 on Scale 1 to 10","1993","Not Employed","Single parent ","27","","",""
"5 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","70","0.113585611886506","0.0881750224543948","0.138996201318617"
"5 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","129","0.171231950616185","0.144467109811795","0.197996791420574"
"5 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","35","0.104836772606504","0.0713766064499252","0.138296938763083"
"5 on Scale 1 to 10","1993","Employed","1-pers.-HH","97","0.132938158507314","0.107823377181684","0.158052939832943"
"5 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","270","0.129719883916905","0.114483129727234","0.144956638106575"
"5 on Scale 1 to 10","1993","Employed","Single parent ","69","0.165351212713742","0.129391870546733","0.20131055488075"
"5 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","277","0.106167520560718","0.0941425070914256","0.118192534030011"
"5 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","237","0.133173331070288","0.117585294345884","0.148761367794692"
"5 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","117","0.126648972919204","0.104459961845348","0.14883798399306"
"6 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","71","0.0954162757053757","0.0738214896399879","0.117011061770763"
"6 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","209","0.143099980150799","0.12514405252428","0.161055907777317"
"6 on Scale 1 to 10","1993","Not Employed","Single parent ","13","","",""
"6 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","67","0.11852111582688","0.0926366920035876","0.144405539650173"
"6 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","68","0.10160555347538","0.0801397071990117","0.123071399751747"
"6 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","16","","",""
"6 on Scale 1 to 10","1993","Employed","1-pers.-HH","77","0.110308845711852","0.0871346675582885","0.133483023865416"
"6 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","204","0.103692648266475","0.0898677444799167","0.117517552053034"
"6 on Scale 1 to 10","1993","Employed","Single parent ","34","0.0911936539333751","0.0633276851148214","0.119059622751929"
"6 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","250","0.0990588192286998","0.0873972643381333","0.110720374119266"
"6 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","191","0.10403645024037","0.0900291450788628","0.118043755401878"
"6 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","78","0.0802403859493151","0.0621154547923069","0.0983653171063232"
"7 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","77","0.111166633530278","0.088061382441189","0.134271884619368"
"7 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","168","0.115825337211353","0.099415895618815","0.13223477880389"
"7 on Scale 1 to 10","1993","Not Employed","Single parent ","24","","",""
"7 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","90","0.170637094247697","0.140510939202591","0.200763249292802"
"7 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","99","0.125705644366357","0.102151789796149","0.149259498936564"
"7 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","44","0.135426028196946","0.0980517938522905","0.172800262541602"
"7 on Scale 1 to 10","1993","Employed","1-pers.-HH","120","0.191275851724704","0.162181424429569","0.220370279019839"
"7 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","315","0.172876871436651","0.155728882887498","0.190024859985804"
"7 on Scale 1 to 10","1993","Employed","Single parent ","58","0.144923950181224","0.110849518951688","0.17899838141076"
"7 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","448","0.177345214742828","0.162435126300233","0.192255303185424"
"7 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","314","0.182086476025419","0.164380935214709","0.199792016836128"
"7 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","144","0.175648896471422","0.150261304027718","0.201036488915126"
"8 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","106","0.142405230502167","0.116717997624862","0.168092463379471"
"8 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","247","0.170464172465309","0.151181948885959","0.189746396044659"
"8 on Scale 1 to 10","1993","Not Employed","Single parent ","32","0.173944464283309","0.121011659488845","0.226877269077773"
"8 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","155","0.257779523387022","0.222750715796198","0.292808330977847"
"8 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","154","0.199911471775495","0.17149673464748","0.22832620890351"
"8 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","74","0.254084006430798","0.206533649728984","0.301634363132612"
"8 on Scale 1 to 10","1993","Employed","1-pers.-HH","154","0.235073324334385","0.203705014949925","0.266441633718845"
"8 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","434","0.249766629539105","0.230136414794466","0.269396844283744"
"8 on Scale 1 to 10","1993","Employed","Single parent ","100","0.235228500428949","0.194173413115707","0.27628358774219"
"8 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","675","0.273856818628281","0.256449391758984","0.291264245497578"
"8 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","433","0.240959072070951","0.221338083056213","0.260580061085688"
"8 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","224","0.269885512613384","0.240269406165445","0.299501619061324"
"9 on Scale 1 to 10","1993","Not Employed","1-pers.-HH","32","0.0417808090435822","0.0270734685966018","0.0564881494905625"
"9 on Scale 1 to 10","1993","Not Employed","(Married) couple without C. ","46","0.0287886931185238","0.0202145481309911","0.0373628381060566"
"9 on Scale 1 to 10","1993","Not Employed","Single parent ","23","","",""
"9 on Scale 1 to 10","1993","Not Employed","Couple + C. LE 16 ","82","0.119542500862505","0.0935618487987489","0.145523152926262"
"9 on Scale 1 to 10","1993","Not Employed","Couple + C. GT 16 ","81","0.10094382237257","0.0795401127541793","0.12234753199096"
"9 on Scale 1 to 10","1993","Not Employed","Couple + C. LE and GT 16","50","0.152956939856958","0.113642011135665","0.19227186857825"
"9 on Scale 1 to 10","1993","Employed","1-pers.-HH","75","0.0921416856913179","0.0707464709800562","0.11353690040258"
"9 on Scale 1 to 10","1993","Employed","(Married) couple without C. ","222","0.11574049496271","0.101233007927636","0.130247981997784"
"9 on Scale 1 to 10","1993","Employed","Single parent ","51","0.128921642819278","0.0964841193174049","0.161359166321151"
"9 on Scale 1 to 10","1993","Employed","Couple + C. LE 16 ","355","0.13834573582998","0.124868181916461","0.151823289743499"
"9 on Scale 1 to 10","1993","Employed","Couple + C. GT 16 ","235","0.117293558053209","0.10253099094118","0.132056125165238"
"9 on Scale 1 to 10","1993","Employed","Couple + C. LE and GT 16","114","0.146891506372236","0.123273503648034","0.170509509096437"
"10 Completely satisfied","1993","Not Employed","1-pers.-HH","41","0.0628294953518143","0.0449932112120528","0.0806657794915758"
"10 Completely satisfied","1993","Not Employed","(Married) couple without C. ","57","0.0418056840921618","0.0315428467577219","0.0520685214266016"
"10 Completely satisfied","1993","Not Employed","Single parent ","29","","",""
"10 Completely satisfied","1993","Not Employed","Couple + C. LE 16 ","66","0.106897067495509","0.0821531571623277","0.13164097782869"
"10 Completely satisfied","1993","Not Employed","Couple + C. GT 16 ","68","0.0887727894426454","0.0685654546945709","0.10898012419072"
"10 Completely satisfied","1993","Not Employed","Couple + C. LE and GT 16","69","0.201742786266208","0.157910856816912","0.245574715715505"
"10 Completely satisfied","1993","Employed","1-pers.-HH","87","0.105045239596775","0.082363922819392","0.127726556374157"
"10 Completely satisfied","1993","Employed","(Married) couple without C. ","169","0.078097274211137","0.0659292478281239","0.0902653005941501"
"10 Completely satisfied","1993","Employed","Single parent ","44","0.10075041109443","0.0716150972887926","0.129885724900067"
"10 Completely satisfied","1993","Employed","Couple + C. LE 16 ","271","0.108717136876565","0.0965659570075349","0.120868316745595"
"10 Completely satisfied","1993","Employed","Couple + C. GT 16 ","186","0.0975195181403585","0.0839087906420293","0.111130245638688"
"10 Completely satisfied","1993","Employed","Couple + C. LE and GT 16","87","0.0840454449584202","0.0655341523005113","0.102556737616329"
"0 Completely dissatisfied","1994","Not Employed","1-pers.-HH","42","0.0625066228618814","0.0449702539835295","0.0800429917402333"
"0 Completely dissatisfied","1994","Not Employed","(Married) couple without C. ","51","0.0338428641887259","0.0247404639283736","0.0429452644490782"
"0 Completely dissatisfied","1994","Not Employed","Single parent ","6","","",""
"0 Completely dissatisfied","1994","Not Employed","Couple + C. LE 16 ","11","","",""
"0 Completely dissatisfied","1994","Not Employed","Couple + C. GT 16 ","23","","",""
"0 Completely dissatisfied","1994","Not Employed","Couple + C. LE and GT 16","3","","",""
"0 Completely dissatisfied","1994","Employed","1-pers.-HH","14","","",""
"0 Completely dissatisfied","1994","Employed","(Married) couple without C. ","18","","",""
"0 Completely dissatisfied","1994","Employed","Single parent ","5","","",""
"0 Completely dissatisfied","1994","Employed","Couple + C. LE 16 ","13","","",""
"0 Completely dissatisfied","1994","Employed","Couple + C. GT 16 ","16","","",""
"0 Completely dissatisfied","1994","Employed","Couple + C. LE and GT 16","8","","",""
"1 on Scale 1 to 10","1994","Not Employed","1-pers.-HH","31","0.0443908381276145","0.0294704756060074","0.0593112006492215"
"1 on Scale 1 to 10","1994","Not Employed","(Married) couple without C. ","32","0.0244118472568371","0.0166434384629268","0.0321802560507475"
"1 on Scale 1 to 10","1994","Not Employed","Single parent ","7","","",""
"1 on Scale 1 to 10","1994","Not Employed","Couple + C. LE 16 ","3","","",""
"1 on Scale 1 to 10","1994","Not Employed","Couple + C. GT 16 ","15","","",""
"1 on Scale 1 to 10","1994","Not Employed","Couple + C. LE and GT 16","2","","",""
"1 on Scale 1 to 10","1994","Employed","1-pers.-HH","6","","",""
"1 on Scale 1 to 10","1994","Employed","(Married) couple without C. ","16","","",""
"1 on Scale 1 to 10","1994","Employed","Single parent ","2","","",""
"1 on Scale 1 to 10","1994","Employed","Couple + C. LE 16 ","12","","",""
"1 on Scale 1 to 10","1994","Employed","Couple + C. GT 16 ","10","","",""
"1 on Scale 1 to 10","1994","Employed","Couple + C. LE and GT 16","2","","",""
"2 on Scale 1 to 10","1994","Not Employed","1-pers.-HH","48","0.0748493268553616","0.0557862615991397","0.0939123921115835"
"2 on Scale 1 to 10","1994","Not Employed","(Married) couple without C. ","78","0.0532277666657126","0.0419274563725454","0.0645280769588797"
"2 on Scale 1 to 10","1994","Not Employed","Single parent ","7","","",""
"2 on Scale 1 to 10","1994","Not Employed","Couple + C. LE 16 ","15","","",""
"2 on Scale 1 to 10","1994","Not Employed","Couple + C. GT 16 ","29","","",""
"2 on Scale 1 to 10","1994","Not Employed","Couple + C. LE and GT 16","9","","",""
"2 on Scale 1 to 10","1994","Employed","1-pers.-HH","16","","",""
"2 on Scale 1 to 10","1994","Employed","(Married) couple without C. ","46","0.0237658518019891","0.0168805519839828","0.0306511516199954"
"2 on Scale 1 to 10","1994","Employed","Single parent ","8","","",""
"2 on Scale 1 to 10","1994","Employed","Couple + C. LE 16 ","38","0.0169145555203199","0.0117295311637357","0.0220995798769042"
"2 on Scale 1 to 10","1994","Employed","Couple + C. GT 16 ","33","0.018310217227451","0.0118626310045872","0.0247578034503147"
"2 on Scale 1 to 10","1994","Employed","Couple + C. LE and GT 16","13","","",""
"3 on Scale 1 to 10","1994","Not Employed","1-pers.-HH","58","0.0807320623439737","0.0609970850776044","0.100467039610343"
"3 on Scale 1 to 10","1994","Not Employed","(Married) couple without C. ","131","0.0911252560431622","0.0766385419576655","0.105611970128659"
"3 on Scale 1 to 10","1994","Not Employed","Single parent ","14","","",""
"3 on Scale 1 to 10","1994","Not Employed","Couple + C. LE 16 ","24","","",""
"3 on Scale 1 to 10","1994","Not Employed","Couple + C. GT 16 ","49","0.055264956803429","0.0393615038919224","0.0711684097149355"
"3 on Scale 1 to 10","1994","Not Employed","Couple + C. LE and GT 16","13","","",""
"3 on Scale 1 to 10","1994","Employed","1-pers.-HH","40","0.0624765776631739","0.044326126764766","0.0806270285615818"
"3 on Scale 1 to 10","1994","Employed","(Married) couple without C. ","98","0.0492914481175378","0.0395060464905185","0.0590768497445571"
"3 on Scale 1 to 10","1994","Employed","Single parent ","19","","",""
"3 on Scale 1 to 10","1994","Employed","Couple + C. LE 16 ","100","0.0450100147789511","0.0366736087451247","0.0533464208127775"
