"m11125","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2014","Rural Area","Female","503","0.110121700835027","0.10143784577888","0.118805555891174"
"6 on Scale 1 to 10","2014","Rural Area","Male","470","0.11182127225038","0.102416013235699","0.121226531265061"
"6 on Scale 1 to 10","2014","Urban Area","Female","942","0.099411585388405","0.0934623155498996","0.10536085522691"
"6 on Scale 1 to 10","2014","Urban Area","Male","829","0.101951435176265","0.0953886228263959","0.108514247526134"
"7 on Scale 1 to 10","2014","Rural Area","Female","841","0.159137218815033","0.148989714386712","0.169284723243355"
"7 on Scale 1 to 10","2014","Rural Area","Male","779","0.169225863471684","0.158035782858721","0.180415944084647"
"7 on Scale 1 to 10","2014","Urban Area","Female","1657","0.16388796262958","0.15652779414943","0.171248131109731"
"7 on Scale 1 to 10","2014","Urban Area","Male","1515","0.187964937158684","0.179491312631531","0.196438561685837"
"8 on Scale 1 to 10","2014","Rural Area","Female","1169","0.221103966494557","0.209592018589322","0.232615914399792"
"8 on Scale 1 to 10","2014","Rural Area","Male","1064","0.232829924911367","0.220216774113855","0.245443075708879"
"8 on Scale 1 to 10","2014","Urban Area","Female","2332","0.230335516970161","0.22196382640352","0.238707207536802"
"8 on Scale 1 to 10","2014","Urban Area","Male","2037","0.24331215746391","0.234005715224529","0.252618599703291"
"9 on Scale 1 to 10","2014","Rural Area","Female","620","0.112440623039393","0.103677253358672","0.121203992720114"
"9 on Scale 1 to 10","2014","Rural Area","Male","531","0.115028521659821","0.105506574477467","0.124550468842175"
"9 on Scale 1 to 10","2014","Urban Area","Female","1176","0.104128227187935","0.098055424741086","0.110201029634784"
"9 on Scale 1 to 10","2014","Urban Area","Male","1088","0.127434458602424","0.120202001416347","0.134666915788501"
"0 Completely dissatisfied","2015","Rural Area","Female","49","0.0132228896351423","0.00995687528568907","0.0164889039845955"
"0 Completely dissatisfied","2015","Rural Area","Male","33","0.0122932594263008","0.00888653801497788","0.0156999808376237"
"0 Completely dissatisfied","2015","Urban Area","Female","96","0.015859298502848","0.0132688712763092","0.0184497257293868"
"0 Completely dissatisfied","2015","Urban Area","Male","63","0.0102824440064257","0.00799585445678101","0.0125690335560704"
"1 on Scale 1 to 10","2015","Rural Area","Female","49","0.0126038997555432","0.00941424599568745","0.0157935535153989"
"1 on Scale 1 to 10","2015","Rural Area","Male","39","0.00886624116166995","0.00596806358281982","0.0117644187405201"
"1 on Scale 1 to 10","2015","Urban Area","Female","95","0.0136852174099029","0.0112762305320662","0.0160942042877397"
"1 on Scale 1 to 10","2015","Urban Area","Male","72","0.00954853020434147","0.00734423749512196","0.011752822913561"
"10 Completely satisfied","2015","Rural Area","Female","299","0.0554414535010895","0.0488984505937894","0.0619844564083895"
"10 Completely satisfied","2015","Rural Area","Male","279","0.0666400746329367","0.0589295948924357","0.0743505543734377"
"10 Completely satisfied","2015","Urban Area","Female","653","0.0640165138146492","0.0589409894638969","0.0690920381654014"
"10 Completely satisfied","2015","Urban Area","Male","605","0.0750379225035736","0.0690663767350636","0.0810094682720836"
"2 on Scale 1 to 10","2015","Rural Area","Female","160","0.0477655101560245","0.0416676911085286","0.0538633292035204"
"2 on Scale 1 to 10","2015","Rural Area","Male","114","0.033788776271659","0.0282026421530599","0.039374910390258"
"2 on Scale 1 to 10","2015","Urban Area","Female","276","0.0355038523777754","0.0316668788683334","0.0393408258872174"
"2 on Scale 1 to 10","2015","Urban Area","Male","195","0.0289098410927976","0.0251119978997165","0.0327076842858786"
"3 on Scale 1 to 10","2015","Rural Area","Female","253","0.0542219957268956","0.0477471753847071","0.0606968160690841"
"3 on Scale 1 to 10","2015","Rural Area","Male","191","0.0501767907504938","0.0434274412593413","0.0569261402416464"
"3 on Scale 1 to 10","2015","Urban Area","Female","452","0.059711802433177","0.0547986369121585","0.0646249679541956"
"3 on Scale 1 to 10","2015","Urban Area","Male","322","0.048243750558675","0.0433867539421776","0.0531007471751725"
"4 on Scale 1 to 10","2015","Rural Area","Female","254","0.0612362711690799","0.0543809487083719","0.0680915936297879"
"4 on Scale 1 to 10","2015","Rural Area","Male","217","0.0618164891909697","0.0543711385842195","0.06926183979772"
"4 on Scale 1 to 10","2015","Urban Area","Female","532","0.0606359894855436","0.0556873820232745","0.0655845969478128"
"4 on Scale 1 to 10","2015","Urban Area","Male","348","0.046984459041683","0.0421881019671074","0.0517808161162586"
"5 on Scale 1 to 10","2015","Rural Area","Female","620","0.147016924869916","0.13689182669935","0.157142023040483"
"5 on Scale 1 to 10","2015","Rural Area","Male","520","0.135676279053787","0.125089124178616","0.146263433928957"
"5 on Scale 1 to 10","2015","Urban Area","Female","1074","0.127524531769146","0.120608224271396","0.134440839266895"
"5 on Scale 1 to 10","2015","Urban Area","Male","813","0.119919502913652","0.112555897488945","0.127283108338359"
"6 on Scale 1 to 10","2015","Rural Area","Female","470","0.0935274360368949","0.0852022832072998","0.10185258886649"
"6 on Scale 1 to 10","2015","Rural Area","Male","403","0.103157372581284","0.0937537033393556","0.112561041823212"
"6 on Scale 1 to 10","2015","Urban Area","Female","860","0.10314552066107","0.0968390411426931","0.109452000179448"
"6 on Scale 1 to 10","2015","Urban Area","Male","800","0.107003127704549","0.0999965231711975","0.114009732237901"
"7 on Scale 1 to 10","2015","Rural Area","Female","825","0.175422800479481","0.164548431890913","0.186297169068048"
"7 on Scale 1 to 10","2015","Rural Area","Male","744","0.178258722176373","0.166426071758696","0.19009137259405"
"7 on Scale 1 to 10","2015","Urban Area","Female","1582","0.169405046720038","0.161627213457912","0.177182879982164"
"7 on Scale 1 to 10","2015","Urban Area","Male","1420","0.198106160925493","0.189071916632053","0.207140405218932"
"8 on Scale 1 to 10","2015","Rural Area","Female","1119","0.222202947356357","0.210316463012206","0.234089431700509"
"8 on Scale 1 to 10","2015","Rural Area","Male","988","0.24457042147829","0.231281551670003","0.257859291286576"
"8 on Scale 1 to 10","2015","Urban Area","Female","2128","0.229015798841084","0.220303028358856","0.237728569323312"
"8 on Scale 1 to 10","2015","Urban Area","Male","1853","0.23173581884111","0.222171891305746","0.241299746376475"
"9 on Scale 1 to 10","2015","Rural Area","Female","601","0.117337871313576","0.108136305902649","0.126539436724503"
"9 on Scale 1 to 10","2015","Rural Area","Male","491","0.104755573276237","0.0952877864729018","0.114223360079571"
"9 on Scale 1 to 10","2015","Urban Area","Female","1187","0.121496427984766","0.114722285404123","0.128270570565408"
"9 on Scale 1 to 10","2015","Urban Area","Male","986","0.124228442207699","0.116752079911184","0.131704804504214"
"0 Completely dissatisfied","2016","Rural Area","Female","55","0.0111291314332368","0.00821433430875844","0.0140439285577151"
"0 Completely dissatisfied","2016","Rural Area","Male","61","0.0146895706713281","0.0112807966506685","0.0180983446919878"
"0 Completely dissatisfied","2016","Urban Area","Female","146","0.0155786675027561","0.0131343067845716","0.0180230282209406"
"0 Completely dissatisfied","2016","Urban Area","Male","107","0.00845831723672762","0.00657351467706812","0.0103431197963871"
"1 on Scale 1 to 10","2016","Rural Area","Female","69","0.0136498065892349","0.0104258682936008","0.016873744884869"
"1 on Scale 1 to 10","2016","Rural Area","Male","47","0.00673956443881943","0.00442134467900033","0.00905778419863854"
"1 on Scale 1 to 10","2016","Urban Area","Female","110","0.012462744126662","0.0102730007709171","0.0146524874824068"
"1 on Scale 1 to 10","2016","Urban Area","Male","87","0.0142621067745627","0.0118218194857912","0.0167023940633342"
"10 Completely satisfied","2016","Rural Area","Female","422","0.0498483646026158","0.0438015058702399","0.0558952233349918"
"10 Completely satisfied","2016","Rural Area","Male","654","0.0690964653120223","0.0619104626250796","0.076282467998965"
"10 Completely satisfied","2016","Urban Area","Female","1000","0.0650872472374727","0.0602182096459299","0.0699562848290154"
"10 Completely satisfied","2016","Urban Area","Male","1378","0.0765915766389501","0.0711181939939036","0.0820649592839966"
"2 on Scale 1 to 10","2016","Rural Area","Female","165","0.041317339739915","0.0357875130925569","0.0468471663872731"
"2 on Scale 1 to 10","2016","Rural Area","Male","106","0.0297794741994062","0.0249633146943193","0.0345956337044932"
"2 on Scale 1 to 10","2016","Urban Area","Female","260","0.0290054982923092","0.0256929807699184","0.0323180158147"
"2 on Scale 1 to 10","2016","Urban Area","Male","175","0.0234898746404036","0.0203728006234151","0.0266069486573921"
"3 on Scale 1 to 10","2016","Rural Area","Female","260","0.0661458566710193","0.0592402990581841","0.0730514142838545"
"3 on Scale 1 to 10","2016","Rural Area","Male","207","0.0524185335635947","0.0461037592683715","0.0587333078588179"
"3 on Scale 1 to 10","2016","Urban Area","Female","480","0.0572291639909707","0.052644353342286","0.0618139746396555"
"3 on Scale 1 to 10","2016","Urban Area","Male","354","0.0492159341308331","0.0447638618796161","0.0536680063820501"
"4 on Scale 1 to 10","2016","Rural Area","Female","289","0.0641784555192571","0.0573692090306498","0.0709877020078643"
"4 on Scale 1 to 10","2016","Rural Area","Male","218","0.0489075933426587","0.042796672989307","0.0550185136960105"
"4 on Scale 1 to 10","2016","Urban Area","Female","552","0.061841644734588","0.0570873267580215","0.0665959627111544"
"4 on Scale 1 to 10","2016","Urban Area","Male","397","0.0496637979339685","0.0451925681353925","0.0541350277325444"
"5 on Scale 1 to 10","2016","Rural Area","Female","647","0.141017202569738","0.131346986322841","0.150687418816635"
"5 on Scale 1 to 10","2016","Rural Area","Male","568","0.131905075165368","0.122317219635827","0.141492930694909"
"5 on Scale 1 to 10","2016","Urban Area","Female","1196","0.13201941518675","0.12533776797563","0.13870106239787"
"5 on Scale 1 to 10","2016","Urban Area","Male","872","0.109962923835691","0.103524262555124","0.116401585116258"
"6 on Scale 1 to 10","2016","Rural Area","Female","480","0.0961080297344734","0.0879187443406767","0.10429731512827"
"6 on Scale 1 to 10","2016","Rural Area","Male","442","0.107699363280909","0.0989158292294079","0.11648289733241"
"6 on Scale 1 to 10","2016","Urban Area","Female","951","0.106434156952627","0.100347015058502","0.112521298846751"
"6 on Scale 1 to 10","2016","Urban Area","Male","882","0.106978900878497","0.100617565162659","0.113340236594336"
"7 on Scale 1 to 10","2016","Rural Area","Female","881","0.189557456254731","0.178667165956439","0.200447746553024"
"7 on Scale 1 to 10","2016","Rural Area","Male","801","0.186208312802464","0.175178623544591","0.197238002060336"
"7 on Scale 1 to 10","2016","Urban Area","Female","1660","0.17452289841308","0.167031060766396","0.182014736059765"
"7 on Scale 1 to 10","2016","Urban Area","Male","1534","0.203689404050918","0.195400562149147","0.21197824595269"
"8 on Scale 1 to 10","2016","Rural Area","Female","1135","0.22242481276797","0.210869792307664","0.233979833228276"
"8 on Scale 1 to 10","2016","Rural Area","Male","1111","0.246366531798522","0.234157588878621","0.258575474718423"
"8 on Scale 1 to 10","2016","Urban Area","Female","2232","0.227211688075801","0.218940741032184","0.235482635119418"
"8 on Scale 1 to 10","2016","Urban Area","Male","2084","0.240366793955284","0.231572365990654","0.249161221919914"
"9 on Scale 1 to 10","2016","Rural Area","Female","573","0.104623544117809","0.09611950098717","0.113127587248448"
"9 on Scale 1 to 10","2016","Rural Area","Male","570","0.106189515424908","0.0974603914452836","0.114918639404533"
"9 on Scale 1 to 10","2016","Urban Area","Female","1273","0.118606875486983","0.112224984295798","0.124988766678168"
"9 on Scale 1 to 10","2016","Urban Area","Male","1199","0.117320369924163","0.110697340963798","0.123943398884528"
"0 Completely dissatisfied","2017","Rural Area","Female","73","0.0148814132375002","0.0117141932330096","0.0180486332419909"
"0 Completely dissatisfied","2017","Rural Area","Male","70","0.0154646614729003","0.0121653331585594","0.0187639897872413"
"0 Completely dissatisfied","2017","Urban Area","Female","138","0.012765882714472","0.0106567239148741","0.0148750415140699"
"0 Completely dissatisfied","2017","Urban Area","Male","97","0.00816454779277934","0.00642236698122161","0.00990672860433707"
"1 on Scale 1 to 10","2017","Rural Area","Female","77","0.0141038629801321","0.0110192796345046","0.0171884463257596"
"1 on Scale 1 to 10","2017","Rural Area","Male","51","0.0113655183612071","0.0085311768882487","0.0141998598341655"
"1 on Scale 1 to 10","2017","Urban Area","Female","122","0.0129507119499296","0.0108265382950984","0.0150748856047608"
"1 on Scale 1 to 10","2017","Urban Area","Male","87","0.00997711993485475","0.00805299815008246","0.011901241719627"
"10 Completely satisfied","2017","Rural Area","Female","531","0.061331678151124","0.0550552813608667","0.0676080749413812"
"10 Completely satisfied","2017","Rural Area","Male","737","0.0623651886508815","0.0558993084707564","0.0688310688310065"
"10 Completely satisfied","2017","Urban Area","Female","1169","0.0721412355377779","0.0672804495340605","0.0770020215414953"
"10 Completely satisfied","2017","Urban Area","Male","1584","0.0755980718832376","0.0704801562163251","0.0807159875501501"
"2 on Scale 1 to 10","2017","Rural Area","Female","175","0.0405308892154979","0.0353724246500882","0.0456893537809076"
"2 on Scale 1 to 10","2017","Rural Area","Male","128","0.033386780421982","0.0285833300688143","0.0381902307751497"
"2 on Scale 1 to 10","2017","Urban Area","Female","324","0.033539766963885","0.0301572047647351","0.036922329163035"
"2 on Scale 1 to 10","2017","Urban Area","Male","243","0.0265009999618695","0.0233913877721288","0.0296106121516101"
"3 on Scale 1 to 10","2017","Rural Area","Female","293","0.0632343597772933","0.0568678131193662","0.0696009064352205"
"3 on Scale 1 to 10","2017","Rural Area","Male","266","0.0628094232905009","0.0563220926949666","0.0692967538860352"
"3 on Scale 1 to 10","2017","Urban Area","Female","554","0.0582228150757785","0.0538234048601792","0.0626222252913778"
"3 on Scale 1 to 10","2017","Urban Area","Male","405","0.0540475101482068","0.0496699728748431","0.0584250474215706"
"4 on Scale 1 to 10","2017","Rural Area","Female","326","0.0660791155571229","0.0595808262680527","0.072577404846193"
"4 on Scale 1 to 10","2017","Rural Area","Male","252","0.0546295458210571","0.0485530321652713","0.0607060594768429"
"4 on Scale 1 to 10","2017","Urban Area","Female","615","0.0646278548981397","0.0600085581419587","0.0692471516543208"
"4 on Scale 1 to 10","2017","Urban Area","Male","452","0.0536184808908289","0.0492573640462579","0.0579795977353999"
"5 on Scale 1 to 10","2017","Rural Area","Female","732","0.147374255532854","0.138101647116094","0.156646863949614"
"5 on Scale 1 to 10","2017","Rural Area","Male","563","0.111404058898815","0.102991224495546","0.119816893302083"
"5 on Scale 1 to 10","2017","Urban Area","Female","1322","0.136731132454999","0.130276366178154","0.143185898731844"
"5 on Scale 1 to 10","2017","Urban Area","Male","1021","0.116907095651714","0.110686514247482","0.123127677055946"
"6 on Scale 1 to 10","2017","Rural Area","Female","544","0.104477012433036","0.0964757110586062","0.112478313807466"
"6 on Scale 1 to 10","2017","Rural Area","Male","501","0.102701807326992","0.0945847780878429","0.110818836566141"
"6 on Scale 1 to 10","2017","Urban Area","Female","1036","0.101536381823428","0.0958617868882485","0.107210976758608"
"6 on Scale 1 to 10","2017","Urban Area","Male","887","0.102819652596224","0.0969395448179781","0.108699760374469"
"7 on Scale 1 to 10","2017","Rural Area","Female","989","0.177554426012336","0.167558311511727","0.187550540512945"
"7 on Scale 1 to 10","2017","Rural Area","Male","918","0.193124696909872","0.18256961058104","0.203679783238704"
"7 on Scale 1 to 10","2017","Urban Area","Female","1827","0.182458296306932","0.17520207462897","0.189714517984895"
"7 on Scale 1 to 10","2017","Urban Area","Male","1786","0.192617648013498","0.184982894713879","0.200252401313116"
"8 on Scale 1 to 10","2017","Rural Area","Female","1217","0.20757502985255","0.196965930476826","0.218184129228273"
"8 on Scale 1 to 10","2017","Rural Area","Male","1249","0.241231174424897","0.229791566866704","0.25267078198309"
"8 on Scale 1 to 10","2017","Urban Area","Female","2380","0.210716060356501","0.203054111860094","0.218378008852907"
"8 on Scale 1 to 10","2017","Urban Area","Male","2325","0.237552314911874","0.229312982910074","0.245791646913673"
"9 on Scale 1 to 10","2017","Rural Area","Female","657","0.102857957250554","0.0949117216193499","0.110804192881758"
"9 on Scale 1 to 10","2017","Rural Area","Male","638","0.111517144420896","0.103100576805028","0.119933712036764"
"9 on Scale 1 to 10","2017","Urban Area","Female","1396","0.114309861918157","0.108331853380114","0.1202878704562"
"9 on Scale 1 to 10","2017","Urban Area","Male","1362","0.122196558214914","0.115855883541913","0.128537232887915"
"0 Completely dissatisfied","2018","Rural Area","Female","72","0.015879620322536","0.0125156700531532","0.0192435705919187"
"0 Completely dissatisfied","2018","Rural Area","Male","48","0.00862895460047039","0.00604190621004033","0.0112160029909005"
"0 Completely dissatisfied","2018","Urban Area","Female","147","0.0144549292065277","0.0121469890697434","0.016762869343312"
"0 Completely dissatisfied","2018","Urban Area","Male","106","0.00900606183024681","0.00710873844869718","0.0109033852117964"
"1 on Scale 1 to 10","2018","Rural Area","Female","56","0.0106644397548491","0.00790038762710057","0.0134284918825976"
"1 on Scale 1 to 10","2018","Rural Area","Male","54","0.0135182579719731","0.0102881857290333","0.016748330214913"
"1 on Scale 1 to 10","2018","Urban Area","Female","124","0.0144552391284664","0.0121472746129274","0.0167632036440055"
"1 on Scale 1 to 10","2018","Urban Area","Male","110","0.0150261394263937","0.0125828525772124","0.017469426275575"
"10 Completely satisfied","2018","Rural Area","Female","468","0.0579648294591002","0.0516767034391859","0.0642529554790146"
"10 Completely satisfied","2018","Rural Area","Male","606","0.0617065519131062","0.054976129433477","0.0684369743927354"
"10 Completely satisfied","2018","Urban Area","Female","1096","0.0656210854502825","0.0608330039957378","0.0704091669048272"
"10 Completely satisfied","2018","Urban Area","Male","1379","0.0791055671283076","0.0736849735577041","0.0845261606989111"
"2 on Scale 1 to 10","2018","Rural Area","Female","160","0.035427794591382","0.0304533473677146","0.0404022418150495"
"2 on Scale 1 to 10","2018","Rural Area","Male","127","0.0315838309192353","0.026692007588841","0.0364756542496296"
"2 on Scale 1 to 10","2018","Urban Area","Female","283","0.0345472779760266","0.0310158469097347","0.0380787090423184"
"2 on Scale 1 to 10","2018","Urban Area","Male","207","0.0230193262733862","0.0200075154592147","0.0260311370875576"
"3 on Scale 1 to 10","2018","Rural Area","Female","271","0.0602028946485438","0.0538021406664846","0.066603648630603"
"3 on Scale 1 to 10","2018","Rural Area","Male","240","0.0562637820516702","0.0498184229765695","0.0627091411267709"
"3 on Scale 1 to 10","2018","Urban Area","Female","535","0.0613329454147849","0.0566933404053211","0.0659725504242488"
"3 on Scale 1 to 10","2018","Urban Area","Male","390","0.0498328957533942","0.0454627446330241","0.0542030468737643"
"4 on Scale 1 to 10","2018","Rural Area","Female","317","0.0710214642193425","0.0641094750717746","0.0779334533669103"
"4 on Scale 1 to 10","2018","Rural Area","Male","248","0.060069855976426","0.053423502586178","0.066716209366674"
"4 on Scale 1 to 10","2018","Urban Area","Female","589","0.0614387399232833","0.0567953968521189","0.0660820829944477"
"4 on Scale 1 to 10","2018","Urban Area","Male","466","0.055512754203973","0.0509140779760252","0.0601114304319208"
"5 on Scale 1 to 10","2018","Rural Area","Female","696","0.151447101280415","0.14180047752392","0.161093725036909"
"5 on Scale 1 to 10","2018","Rural Area","Male","571","0.137561764015815","0.127927462931975","0.147196065099655"
"5 on Scale 1 to 10","2018","Urban Area","Female","1231","0.136828178406254","0.130182876596498","0.14347348021601"
"5 on Scale 1 to 10","2018","Urban Area","Male","1005","0.117276664413252","0.110814819893392","0.123738508933112"
"6 on Scale 1 to 10","2018","Rural Area","Female","557","0.116432558713003","0.107801531821185","0.125063585604821"
"6 on Scale 1 to 10","2018","Rural Area","Male","465","0.100391847725802","0.0919859662920647","0.108797729159538"
"6 on Scale 1 to 10","2018","Urban Area","Female","1006","0.100918504166677","0.0950939425703995","0.106743065762954"
"6 on Scale 1 to 10","2018","Urban Area","Male","888","0.110933312707411","0.104626113360223","0.117240512054599"
"7 on Scale 1 to 10","2018","Rural Area","Female","994","0.177147127891643","0.166873270117064","0.187420985666222"
"7 on Scale 1 to 10","2018","Rural Area","Male","850","0.189647174234255","0.178681947697943","0.200612400770567"
"7 on Scale 1 to 10","2018","Urban Area","Female","1777","0.185620524808492","0.178102483316656","0.193138566300328"
"7 on Scale 1 to 10","2018","Urban Area","Male","1621","0.193024187502401","0.185097814182447","0.200950560822355"
"8 on Scale 1 to 10","2018","Rural Area","Female","1110","0.206308829048143","0.195419776877086","0.217197881219201"
"8 on Scale 1 to 10","2018","Rural Area","Male","1129","0.238886790957454","0.22695987819284","0.250813703722067"
"8 on Scale 1 to 10","2018","Urban Area","Female","2236","0.217858854295361","0.209876913822414","0.225840794768308"
"8 on Scale 1 to 10","2018","Urban Area","Male","2148","0.231032825910898","0.222567783404041","0.239497868417756"
"9 on Scale 1 to 10","2018","Rural Area","Female","604","0.0975033400710424","0.0895208581223978","0.105485822019687"
"9 on Scale 1 to 10","2018","Rural Area","Male","572","0.101741189633793","0.0932853547597881","0.110197024507799"
"9 on Scale 1 to 10","2018","Urban Area","Female","1250","0.106923721223845","0.100948422528262","0.112899019919427"
"9 on Scale 1 to 10","2018","Urban Area","Male","1204","0.116230264850337","0.109793501034453","0.12266702866622"
"0 Completely dissatisfied","2019","Rural Area","Female","52","0.0125897738972226","0.00950947825497167","0.0156700695394736"
"0 Completely dissatisfied","2019","Rural Area","Male","44","0.00889176558601394","0.00626006160745513","0.0115234695645728"
"0 Completely dissatisfied","2019","Urban Area","Female","101","0.0124517515022903","0.010188269662176","0.0147152333424045"
"0 Completely dissatisfied","2019","Urban Area","Male","89","0.0112070673604518","0.0090218930547679","0.0133922416661357"
"1 on Scale 1 to 10","2019","Rural Area","Female","56","0.0103204200104858","0.00752832227316606","0.0131125177478055"
"1 on Scale 1 to 10","2019","Rural Area","Male","50","0.0146778311335685","0.0113064910594843","0.0180491712076527"
"1 on Scale 1 to 10","2019","Urban Area","Female","119","0.0141237201735735","0.0117150996003494","0.0165323407467975"
"1 on Scale 1 to 10","2019","Urban Area","Male","80","0.0102054809760808","0.00811918135924774","0.0122917805929139"
"10 Completely satisfied","2019","Rural Area","Female","409","0.0607657619121319","0.0541656536788982","0.0673658701453655"
"10 Completely satisfied","2019","Rural Area","Male","500","0.0713897062327524","0.0641717035920236","0.0786077088734813"
"10 Completely satisfied","2019","Urban Area","Female","938","0.0679437549752911","0.0628071228536194","0.0730803870969629"
"10 Completely satisfied","2019","Urban Area","Male","1165","0.0825346873143091","0.0768225255326043","0.0882468490960138"
"2 on Scale 1 to 10","2019","Rural Area","Female","124","0.0271374621616199","0.0226485099562884","0.0316264143669514"
"2 on Scale 1 to 10","2019","Rural Area","Male","123","0.0349564549021583","0.0298074934713241","0.0401054163329925"
"2 on Scale 1 to 10","2019","Urban Area","Female","247","0.0327887718008222","0.0291537596253666","0.0364237839762777"
"2 on Scale 1 to 10","2019","Urban Area","Male","191","0.0242002960500699","0.0210103884912006","0.0273902036089391"
"3 on Scale 1 to 10","2019","Rural Area","Female","273","0.0606646662488387","0.0540696956825534","0.067259636815124"
"3 on Scale 1 to 10","2019","Rural Area","Male","194","0.047727544768632","0.0417510347694554","0.0537040547678086"
"3 on Scale 1 to 10","2019","Urban Area","Female","455","0.0614433205019067","0.0565415810636442","0.0663450599401692"
"3 on Scale 1 to 10","2019","Urban Area","Male","336","0.0399447243231336","0.0358796803243223","0.044009768321945"
"4 on Scale 1 to 10","2019","Rural Area","Female","285","0.0694781624389326","0.0624535547862226","0.0765027700916426"
"4 on Scale 1 to 10","2019","Rural Area","Male","239","0.0651391175832532","0.0582211754989606","0.0720570596675457"
"4 on Scale 1 to 10","2019","Urban Area","Female","471","0.0532856234881515","0.0487010689605546","0.0578701780157484"
"4 on Scale 1 to 10","2019","Urban Area","Male","366","0.0504747389215987","0.0459303266966494","0.0550191511465481"
"5 on Scale 1 to 10","2019","Rural Area","Female","646","0.150380570889019","0.14050544346937","0.160255698308669"
"5 on Scale 1 to 10","2019","Rural Area","Male","541","0.120827437968732","0.111690465029163","0.129964410908301"
"5 on Scale 1 to 10","2019","Urban Area","Female","1072","0.130857788585853","0.123973994985669","0.137741582186038"
"5 on Scale 1 to 10","2019","Urban Area","Male","824","0.109143458029797","0.102670688275243","0.11561622778435"
"6 on Scale 1 to 10","2019","Rural Area","Female","489","0.100998802164529","0.0926740201057562","0.109323584223301"
"6 on Scale 1 to 10","2019","Rural Area","Male","460","0.112211818209137","0.103363586808971","0.121060049609304"
"6 on Scale 1 to 10","2019","Urban Area","Female","883","0.105636066358488","0.0993620466361865","0.11191008608079"
"6 on Scale 1 to 10","2019","Urban Area","Male","821","0.0974137052068284","0.0912585102116926","0.103568900201964"
"7 on Scale 1 to 10","2019","Rural Area","Female","927","0.183213953708827","0.172526652389915","0.193901255027739"
"7 on Scale 1 to 10","2019","Rural Area","Male","861","0.182051613188173","0.171233719520196","0.192869506856151"
"7 on Scale 1 to 10","2019","Urban Area","Female","1595","0.184028119686863","0.176118377628328","0.191937861745397"
"7 on Scale 1 to 10","2019","Urban Area","Male","1613","0.205177490007906","0.196794723825845","0.213560256189967"
"8 on Scale 1 to 10","2019","Rural Area","Female","1195","0.223878463630038","0.212362357671504","0.235394569588572"
"8 on Scale 1 to 10","2019","Rural Area","Male","1215","0.232605897483494","0.220761797037122","0.244449997929867"
"8 on Scale 1 to 10","2019","Urban Area","Female","2102","0.219551815693552","0.211102467951918","0.228001163435185"
"8 on Scale 1 to 10","2019","Urban Area","Male","2115","0.239605292681367","0.230744855243517","0.248465730119217"
"9 on Scale 1 to 10","2019","Rural Area","Female","577","0.100571962938355","0.0922628186643819","0.108881107212329"
"9 on Scale 1 to 10","2019","Rural Area","Male","661","0.109520812944085","0.100766083918736","0.118275541969433"
"9 on Scale 1 to 10","2019","Urban Area","Female","1237","0.117889267233209","0.111306911979364","0.124471622487054"
"9 on Scale 1 to 10","2019","Urban Area","Male","1315","0.130093059128458","0.123109917047824","0.137076201209091"
