"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","2014","no migration background","Male","1783","0.187896828158892","0.179962406882395","0.19583124943539","7"
"7 on Scale 1 to 10","2014","no migration background","Female","1898","0.162974011657719","0.156056500780434","0.169891522535004","7"
"7 on Scale 1 to 10","2014","direct migration background","Male","371","0.158079156508533","0.143269332761782","0.172888980255283","7"
"7 on Scale 1 to 10","2014","direct migration background","Female","449","0.157306171719637","0.143820367113266","0.170791976326009","7"
"7 on Scale 1 to 10","2014","indirect migration background","Male","140","0.155835851464668","0.131264304296432","0.180407398632903","7"
"7 on Scale 1 to 10","2014","indirect migration background","Female","151","0.168510243548221","0.144807045715024","0.192213441381418","7"
"8 on Scale 1 to 10","2014","no migration background","Male","2281","0.234103113619661","0.225502317069433","0.242703910169889","8"
"8 on Scale 1 to 10","2014","no migration background","Female","2581","0.226733735638941","0.218891429261571","0.234576042016311","8"
"8 on Scale 1 to 10","2014","indirect migration background","Female","245","0.233261789979393","0.206481782635245","0.26004179732354","8"
"8 on Scale 1 to 10","2014","direct migration background","Male","598","0.256370803619751","0.23864567264425","0.274095934595252","8"
"8 on Scale 1 to 10","2014","direct migration background","Female","675","0.229736860141265","0.214155549942259","0.245318170340271","8"
"8 on Scale 1 to 10","2014","indirect migration background","Male","222","0.282586875358486","0.252083632360065","0.313090118356906","8"
"9 on Scale 1 to 10","2014","no migration background","Male","1174","0.120193072220094","0.113587912337558","0.12679823210263","9"
"9 on Scale 1 to 10","2014","no migration background","Female","1339","0.107518705337104","0.101716905039541","0.113320505634667","9"
"9 on Scale 1 to 10","2014","direct migration background","Male","301","0.126354720157357","0.112866946888574","0.13984249342614","9"
"9 on Scale 1 to 10","2014","indirect migration background","Male","144","0.163167047870652","0.138133582287808","0.188200513453495","9"
"9 on Scale 1 to 10","2014","indirect migration background","Female","142","0.14109281200306","0.119048786760114","0.163136837246005","9"
"9 on Scale 1 to 10","2014","direct migration background","Female","315","0.0914714947059234","0.0807937079787074","0.102149281433139","9"
"0 Completely dissatisfied","2015","no migration background","Male","77","0.0115683049690847","0.00933439531484828","0.0138022146233212","0"
"0 Completely dissatisfied","2015","no migration background","Female","115","0.0154582664182811","0.0130853408109046","0.0178311920256576","0"
"0 Completely dissatisfied","2015","direct migration background","Male","14","","","","0"
"0 Completely dissatisfied","2015","direct migration background","Female","27","","","","0"
"0 Completely dissatisfied","2015","indirect migration background","Male","5","","","","0"
"0 Completely dissatisfied","2015","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","2015","no migration background","Male","80","0.00815577482807612","0.00627683982577005","0.0100347098303822","1"
"1 on Scale 1 to 10","2015","no migration background","Female","116","0.0135271845799121","0.0113052414815615","0.0157491276782626","1"
"1 on Scale 1 to 10","2015","direct migration background","Male","29","","","","1"
"1 on Scale 1 to 10","2015","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","2015","indirect migration background","Female","4","","","","1"
"1 on Scale 1 to 10","2015","direct migration background","Female","24","","","","1"
"10 Completely satisfied","2015","no migration background","Male","527","0.0612973123338229","0.0562861074890315","0.0663085171786143","10"
"10 Completely satisfied","2015","no migration background","Female","596","0.0527870351287365","0.0484859888472782","0.0570880814101948","10"
"10 Completely satisfied","2015","direct migration background","Male","229","0.10203983604943","0.0885804545836455","0.115499217515215","10"
"10 Completely satisfied","2015","direct migration background","Female","237","0.0936756633887668","0.0819547098805865","0.105396616896947","10"
"10 Completely satisfied","2015","indirect migration background","Male","128","0.169039032747335","0.14223427206735","0.195843793427321","10"
"10 Completely satisfied","2015","indirect migration background","Female","119","0.118360989023203","0.0969814672532981","0.139740510793107","10"
"2 on Scale 1 to 10","2015","no migration background","Female","353","0.0421243598075937","0.0382606198857975","0.0459880997293899","2"
"2 on Scale 1 to 10","2015","direct migration background","Male","53","0.0223345677895481","0.0157641104940307","0.0289050250850654","2"
"2 on Scale 1 to 10","2015","no migration background","Male","246","0.0329034534987275","0.0291768510349866","0.0366300559624684","2"
"2 on Scale 1 to 10","2015","direct migration background","Female","67","0.0321999608017508","0.0250988183820181","0.0393011032214836","2"
"2 on Scale 1 to 10","2015","indirect migration background","Male","10","","","","2"
"2 on Scale 1 to 10","2015","indirect migration background","Female","16","","","","2"
"3 on Scale 1 to 10","2015","no migration background","Male","426","0.0494581057404762","0.0449284856356258","0.0539877258453266","3"
"3 on Scale 1 to 10","2015","no migration background","Female","588","0.0615570194773534","0.0569339608508118","0.066180078103895","3"
"3 on Scale 1 to 10","2015","direct migration background","Male","72","0.0568438777022328","0.046548427720054","0.0671393276844116","3"
"3 on Scale 1 to 10","2015","direct migration background","Female","94","0.048480295696619","0.0398405838739701","0.057120007519268","3"
"3 on Scale 1 to 10","2015","indirect migration background","Male","15","","","","3"
"3 on Scale 1 to 10","2015","indirect migration background","Female","23","","","","3"
"4 on Scale 1 to 10","2015","no migration background","Male","468","0.0545698896016833","0.0498247536328362","0.0593150255705304","4"
"4 on Scale 1 to 10","2015","direct migration background","Female","107","0.0450352320221592","0.0366930893983815","0.0533773746459368","4"
"4 on Scale 1 to 10","2015","no migration background","Female","630","0.0624948386122784","0.0578390251349921","0.0671506520895647","4"
"4 on Scale 1 to 10","2015","direct migration background","Male","76","0.0453153230575777","0.0360669741247796","0.0545636719903759","4"
"4 on Scale 1 to 10","2015","indirect migration background","Female","49","0.0777584286529654","0.0600351371899624","0.0954817201159684","4"
"4 on Scale 1 to 10","2015","indirect migration background","Male","21","","","","4"
"5 on Scale 1 to 10","2015","no migration background","Male","1087","0.131088779221739","0.124038150087481","0.138139408355997","5"
"5 on Scale 1 to 10","2015","no migration background","Female","1310","0.136117601875649","0.12952174655075","0.142713457200548","5"
"5 on Scale 1 to 10","2015","direct migration background","Male","200","0.112565281953683","0.0985118585799243","0.126618705327441","5"
"5 on Scale 1 to 10","2015","direct migration background","Female","297","0.130937145162599","0.117367616537678","0.144506673787521","5"
"5 on Scale 1 to 10","2015","indirect migration background","Female","87","0.0973252479949234","0.0777085140691891","0.116941981920658","5"
"5 on Scale 1 to 10","2015","indirect migration background","Male","46","0.0610210231269176","0.0439013369437372","0.078140709310098","5"
"6 on Scale 1 to 10","2015","indirect migration background","Male","56","0.0620540946494202","0.0447996001536084","0.079308589145232","6"
"6 on Scale 1 to 10","2015","no migration background","Male","957","0.107642068890195","0.101167393928906","0.114116743851483","6"
"6 on Scale 1 to 10","2015","no migration background","Female","1033","0.101654136476755","0.0958415292439685","0.107466743709542","6"
"6 on Scale 1 to 10","2015","direct migration background","Female","220","0.0951739859089482","0.0833694368382052","0.106978534979691","6"
"6 on Scale 1 to 10","2015","indirect migration background","Female","77","0.0874226277658493","0.0687289362964434","0.106116319235255","6"
"6 on Scale 1 to 10","2015","direct migration background","Male","190","0.111972719748266","0.0979516561888471","0.125993783307685","6"
"7 on Scale 1 to 10","2015","no migration background","Male","1707","0.198057457076451","0.189731682750978","0.206383231401925","7"
"7 on Scale 1 to 10","2015","no migration background","Female","1879","0.170787944947081","0.163549453359271","0.178026436534891","7"
"7 on Scale 1 to 10","2015","direct migration background","Male","319","0.157850209129986","0.14163849473466","0.174061923525312","7"
"7 on Scale 1 to 10","2015","direct migration background","Female","390","0.178365215791848","0.162965871672089","0.193764559911607","7"
"7 on Scale 1 to 10","2015","indirect migration background","Male","138","0.179126117151327","0.151701170108726","0.206551064193928","7"
"7 on Scale 1 to 10","2015","indirect migration background","Female","138","0.159377171628646","0.135152274476708","0.183602068780584","7"
"8 on Scale 1 to 10","2015","no migration background","Male","2160","0.23316537140309","0.224331719268932","0.241999023537247","8"
"8 on Scale 1 to 10","2015","direct migration background","Female","567","0.209685491950753","0.193310092511436","0.226060891390069","8"
"8 on Scale 1 to 10","2015","indirect migration background","Male","190","0.272080332498151","0.240251667430637","0.303908997565665","8"
"8 on Scale 1 to 10","2015","indirect migration background","Female","219","0.253137114901264","0.224360040057695","0.281914189744833","8"
"8 on Scale 1 to 10","2015","no migration background","Female","2461","0.228259429454107","0.220186397088742","0.236332461819471","8"
"8 on Scale 1 to 10","2015","direct migration background","Male","491","0.237607584279133","0.218682791891021","0.256532376667244","8"
"9 on Scale 1 to 10","2015","no migration background","Female","1302","0.115232183222253","0.109090488614876","0.12137387782963","9"
"9 on Scale 1 to 10","2015","direct migration background","Male","270","0.125791159343829","0.111046173916985","0.140536144770672","9"
"9 on Scale 1 to 10","2015","no migration background","Male","1067","0.112093482436654","0.105502787473034","0.118684177400275","9"
"9 on Scale 1 to 10","2015","direct migration background","Female","344","0.133802458282569","0.120107892912611","0.147497023652528","9"
"9 on Scale 1 to 10","2015","indirect migration background","Male","140","0.189937540584705","0.161883670548029","0.217991410621382","9"
"9 on Scale 1 to 10","2015","indirect migration background","Female","142","0.168699320244982","0.143914599585594","0.19348404090437","9"
"0 Completely dissatisfied","2016","no migration background","Male","73","0.00906666581796504","0.00701858555282954","0.0111147460831005","0"
"0 Completely dissatisfied","2016","no migration background","Female","122","0.0160687233198972","0.0135654143375888","0.0185720323022056","0"
"0 Completely dissatisfied","2016","direct migration background","Male","85","0.0162672327661562","0.0127317458197022","0.0198027197126103","0"
"0 Completely dissatisfied","2016","direct migration background","Female","77","0.00882993705758575","0.00603504620861376","0.0116248279065577","0"
"0 Completely dissatisfied","2016","indirect migration background","Female","2","","","","0"
"0 Completely dissatisfied","2016","indirect migration background","Male","10","","","","0"
"1 on Scale 1 to 10","2016","no migration background","Male","85","0.0121710206869604","0.00980180100883558","0.0145402403650852","1"
"1 on Scale 1 to 10","2016","no migration background","Female","129","0.01272017129963","0.0104891279941028","0.0149512146051572","1"
"1 on Scale 1 to 10","2016","indirect migration background","Male","3","","","","1"
"1 on Scale 1 to 10","2016","direct migration background","Female","42","0.0149081904777846","0.0112877385920502","0.018528642363519","1"
"1 on Scale 1 to 10","2016","direct migration background","Male","46","0.0121085726387746","0.00905185788674613","0.015165287390803","1"
"1 on Scale 1 to 10","2016","indirect migration background","Female","8","","","","1"
"10 Completely satisfied","2016","no migration background","Male","443","0.0518933556967718","0.0471005985634593","0.0566861128300843","10"
"10 Completely satisfied","2016","no migration background","Female","510","0.0514230473991406","0.0470260462664518","0.0558200485318293","10"
"10 Completely satisfied","2016","direct migration background","Male","1458","0.147166781392368","0.137265514236944","0.157068048547793","10"
"10 Completely satisfied","2016","direct migration background","Female","807","0.0900539029970362","0.0815018366190546","0.0986059693750179","10"
"10 Completely satisfied","2016","indirect migration background","Female","105","0.110766498316618","0.0895428241599663","0.131990172473269","10"
"10 Completely satisfied","2016","indirect migration background","Male","131","0.182498850575429","0.154047314740105","0.210950386410753","10"
"2 on Scale 1 to 10","2016","no migration background","Male","204","0.0291557487314723","0.0255204690375809","0.0327910284253638","2"
"2 on Scale 1 to 10","2016","no migration background","Female","312","0.0348600682168696","0.0312083215051404","0.0385118149285987","2"
"2 on Scale 1 to 10","2016","indirect migration background","Male","6","","","","2"
"2 on Scale 1 to 10","2016","direct migration background","Male","71","0.0145413259070631","0.0111957180055224","0.0178869338086038","2"
"2 on Scale 1 to 10","2016","direct migration background","Female","96","0.0292814512418492","0.0242446487346628","0.0343182537490355","2"
"2 on Scale 1 to 10","2016","indirect migration background","Female","17","","","","2"
"3 on Scale 1 to 10","2016","no migration background","Male","408","0.0558021004482578","0.0508423738406797","0.0607618270558359","3"
"3 on Scale 1 to 10","2016","no migration background","Female","529","0.065434410028318","0.0605111885100552","0.0703576315465808","3"
"3 on Scale 1 to 10","2016","direct migration background","Male","138","0.029749013039408","0.0250007785698444","0.0344972475089717","3"
"3 on Scale 1 to 10","2016","indirect migration background","Male","15","","","","3"
"3 on Scale 1 to 10","2016","direct migration background","Female","177","0.0433540129646478","0.037269830384813","0.0494381955444825","3"
"3 on Scale 1 to 10","2016","indirect migration background","Female","34","0.0249120371587324","0.0143721741276115","0.0354519001898533","3"
"4 on Scale 1 to 10","2016","no migration background","Male","417","0.0490887107575163","0.044420378436395","0.0537570430786377","4"
"4 on Scale 1 to 10","2016","no migration background","Female","618","0.0645012981995884","0.0596108663556261","0.0693917300435507","4"
"4 on Scale 1 to 10","2016","direct migration background","Male","176","0.0540493117915156","0.0477298053363086","0.0603688182467225","4"
"4 on Scale 1 to 10","2016","direct migration background","Female","178","0.0569387801814857","0.0500159132749158","0.0638616470880556","4"
"4 on Scale 1 to 10","2016","indirect migration background","Male","22","","","","4"
"4 on Scale 1 to 10","2016","indirect migration background","Female","45","0.0491808440425893","0.0345572070360787","0.0638044810491","4"
"5 on Scale 1 to 10","2016","no migration background","Male","977","0.122447310707509","0.115364393328586","0.129530228086431","5"
"5 on Scale 1 to 10","2016","no migration background","Female","1244","0.137601965548491","0.130743805972778","0.144460125124203","5"
"5 on Scale 1 to 10","2016","direct migration background","Male","411","0.108278159451711","0.0995937765595246","0.116962542343898","5"
"5 on Scale 1 to 10","2016","direct migration background","Female","513","0.128716814998712","0.118711995253138","0.138721634744287","5"
"5 on Scale 1 to 10","2016","indirect migration background","Male","52","0.0623337383361827","0.0445256544037605","0.0801418222686049","5"
"5 on Scale 1 to 10","2016","indirect migration background","Female","86","0.109335682513926","0.0882325738624759","0.130438791165377","5"
"6 on Scale 1 to 10","2016","no migration background","Male","921","0.111096808670761","0.104306664834621","0.117886952506902","6"
"6 on Scale 1 to 10","2016","no migration background","Female","999","0.103966428585849","0.0978899763031296","0.110042880868569","6"
"6 on Scale 1 to 10","2016","direct migration background","Female","357","0.0945571303633054","0.0858155565708252","0.103298704155786","6"
"6 on Scale 1 to 10","2016","indirect migration background","Male","64","0.0731756509017708","0.0539927856255113","0.0923585161780303","6"
"6 on Scale 1 to 10","2016","indirect migration background","Female","75","0.118103370103219","0.0962786624616072","0.139928077744832","6"
"6 on Scale 1 to 10","2016","direct migration background","Male","339","0.0997571663195713","0.091381763239535","0.108132569399608","6"
"7 on Scale 1 to 10","2016","no migration background","Male","1638","0.207899053964106","0.199130712138196","0.216667395790015","7"
"7 on Scale 1 to 10","2016","direct migration background","Female","604","0.169001352256656","0.157805498730003","0.18019720578331","7"
"7 on Scale 1 to 10","2016","no migration background","Female","1803","0.183248245286339","0.175546195196036","0.190950295376642","7"
"7 on Scale 1 to 10","2016","direct migration background","Male","579","0.162648423294248","0.152334291445367","0.172962555143129","7"
"7 on Scale 1 to 10","2016","indirect migration background","Male","118","0.161906464608232","0.134772715663764","0.1890402135527","7"
"7 on Scale 1 to 10","2016","indirect migration background","Female","134","0.146198145331394","0.12230584713256","0.170090443530229","7"
"8 on Scale 1 to 10","2016","no migration background","Male","2093","0.241299468554375","0.232054310795236","0.250544626313515","8"
"8 on Scale 1 to 10","2016","indirect migration background","Male","178","0.282817187132506","0.249643075782265","0.315991298482748","8"
"8 on Scale 1 to 10","2016","direct migration background","Female","853","0.220432373615504","0.208047928692454","0.232816818538553","8"
"8 on Scale 1 to 10","2016","indirect migration background","Female","187","0.23579071926842","0.20708437060758","0.26449706792926","8"
"8 on Scale 1 to 10","2016","no migration background","Female","2327","0.226114738062656","0.217786672961136","0.234442803164177","8"
"8 on Scale 1 to 10","2016","direct migration background","Male","924","0.232951154537205","0.221137132606471","0.244765176467938","8"
"9 on Scale 1 to 10","2016","no migration background","Male","969","0.110079755964305","0.103316898694982","0.116842613233628","9"
"9 on Scale 1 to 10","2016","no migration background","Female","1099","0.104060904053221","0.0979820120237185","0.110139796082723","9"
"9 on Scale 1 to 10","2016","indirect migration background","Male","109","0.142003336002839","0.116292065626255","0.167714606379423","9"
"9 on Scale 1 to 10","2016","direct migration background","Male","691","0.122482858861979","0.113320246986151","0.131645470737806","9"
"9 on Scale 1 to 10","2016","indirect migration background","Female","147","0.184987980104903","0.158729945879575","0.211246014330232","9"
"9 on Scale 1 to 10","2016","direct migration background","Female","600","0.143926053845434","0.133439390918641","0.154412716772227","9"
"0 Completely dissatisfied","2017","no migration background","Male","86","0.0100523678447953","0.00804044927772496","0.0120642864118656","0"
"0 Completely dissatisfied","2017","no migration background","Female","116","0.0129123346963084","0.0107885356229522","0.0150361337696647","0"
"0 Completely dissatisfied","2017","direct migration background","Female","86","0.0170314017558202","0.0133444569523425","0.0207183465592978","0"
"0 Completely dissatisfied","2017","direct migration background","Male","74","0.0132465685896139","0.0101972189046617","0.0162959182745661","0"
"0 Completely dissatisfied","2017","indirect migration background","Female","9","","","","0"
"0 Completely dissatisfied","2017","indirect migration background","Male","7","","","","0"
"1 on Scale 1 to 10","2017","no migration background","Male","88","0.0112533603678439","0.00912593797930026","0.0133807827563876","1"
"1 on Scale 1 to 10","2017","no migration background","Female","140","0.0135345834269291","0.0113608986892388","0.0157082681646193","1"
"1 on Scale 1 to 10","2017","indirect migration background","Male","1","","","","1"
"1 on Scale 1 to 10","2017","indirect migration background","Female","6","","","","1"
"1 on Scale 1 to 10","2017","direct migration background","Female","53","0.0151456115215571","0.0116654368991078","0.0186257861440063","1"
"1 on Scale 1 to 10","2017","direct migration background","Male","49","0.00926431028498518","0.00670904107882858","0.0118195794911418","1"
"10 Completely satisfied","2017","no migration background","Male","543","0.0524290643715261","0.0479337297894484","0.0569243989536038","10"
"10 Completely satisfied","2017","no migration background","Female","637","0.0592639674796855","0.0548221324194176","0.0637058025399534","10"
"10 Completely satisfied","2017","direct migration background","Male","1668","0.142778300123119","0.133447285010748","0.15210931523549","10"
"10 Completely satisfied","2017","direct migration background","Female","943","0.0884019213016626","0.0803127474456728","0.0964910951576524","10"
"10 Completely satisfied","2017","indirect migration background","Male","110","0.134484146726129","0.110510651767135","0.158457641685123","10"
"10 Completely satisfied","2017","indirect migration background","Female","120","0.152537091779764","0.129189774614979","0.175884408944548","10"
"2 on Scale 1 to 10","2017","no migration background","Male","256","0.0299937167830776","0.0265536052859105","0.0334338282802447","2"
"2 on Scale 1 to 10","2017","no migration background","Female","340","0.0378890265157162","0.0342973064188262","0.0414807466126062","2"
"2 on Scale 1 to 10","2017","indirect migration background","Male","5","","","","2"
"2 on Scale 1 to 10","2017","indirect migration background","Female","28","","","","2"
"2 on Scale 1 to 10","2017","direct migration background","Female","131","0.0286454522117876","0.0238922274901494","0.0333986769334258","2"
"2 on Scale 1 to 10","2017","direct migration background","Male","110","0.0314944702113774","0.0268362564176624","0.0361526840050924","2"
"3 on Scale 1 to 10","2017","no migration background","Male","509","0.0609810836754135","0.0561548889432241","0.065807278407603","3"
"3 on Scale 1 to 10","2017","no migration background","Female","632","0.0649753936056007","0.0603385851403525","0.0696122020708488","3"
"3 on Scale 1 to 10","2017","direct migration background","Male","134","0.04081143183362","0.0355343464141478","0.0460885172530922","3"
"3 on Scale 1 to 10","2017","indirect migration background","Male","28","","","","3"
"3 on Scale 1 to 10","2017","direct migration background","Female","189","0.0453869870098104","0.0394556722880365","0.0513183017315842","3"
"3 on Scale 1 to 10","2017","indirect migration background","Female","26","","","","3"
"4 on Scale 1 to 10","2017","no migration background","Female","688","0.0692078705853083","0.0644332675286227","0.0739824736419939","4"
"4 on Scale 1 to 10","2017","direct migration background","Male","166","0.045697822828919","0.040127993044514","0.0512676526133239","4"
"4 on Scale 1 to 10","2017","indirect migration background","Female","32","0.0275358860025212","0.0169097536234367","0.0381620183816057","4"
"4 on Scale 1 to 10","2017","no migration background","Male","510","0.0568065066713497","0.0521380907513957","0.0614749225913037","4"
"4 on Scale 1 to 10","2017","indirect migration background","Male","28","","","","4"
"4 on Scale 1 to 10","2017","direct migration background","Female","221","0.056956314360049","0.0503522931117128","0.0635603356083851","4"
"5 on Scale 1 to 10","2017","no migration background","Male","1070","0.118770248173584","0.112245428562606","0.125295067784562","5"
"5 on Scale 1 to 10","2017","no migration background","Female","1397","0.145317647574372","0.138687934625385","0.15194736052336","5"
"5 on Scale 1 to 10","2017","direct migration background","Male","446","0.106967871563795","0.0987243755906494","0.11521136753694","5"
"5 on Scale 1 to 10","2017","direct migration background","Female","563","0.128299650896418","0.118770198075005","0.137829103717832","5"
"5 on Scale 1 to 10","2017","indirect migration background","Male","68","0.0885325360081847","0.0685716262988855","0.108493445717484","5"
"5 on Scale 1 to 10","2017","indirect migration background","Female","94","0.096259255245015","0.0771064636745156","0.115412046815514","5"
"6 on Scale 1 to 10","2017","no migration background","Male","988","0.105982314450797","0.0997741979734388","0.112190430928155","6"
"6 on Scale 1 to 10","2017","no migration background","Female","1093","0.101595377425128","0.0959120046825144","0.107278750167742","6"
"6 on Scale 1 to 10","2017","indirect migration background","Male","64","0.0727317247803765","0.0544834027414827","0.0909800468192703","6"
"6 on Scale 1 to 10","2017","direct migration background","Female","411","0.109556031344245","0.100655968749173","0.118456093939317","6"
"6 on Scale 1 to 10","2017","indirect migration background","Female","76","0.0932014096825995","0.0743234279602407","0.112079391404958","6"
"6 on Scale 1 to 10","2017","direct migration background","Male","336","0.0978661859286522","0.0899411174517033","0.105791254405601","6"
"7 on Scale 1 to 10","2017","no migration background","Male","1898","0.202134062826047","0.194034626106604","0.210233499545489","7"
"7 on Scale 1 to 10","2017","direct migration background","Female","659","0.181332828632345","0.170353809981544","0.192311847283147","7"
"7 on Scale 1 to 10","2017","no migration background","Female","1998","0.182537275310206","0.175270479816839","0.189804070803572","7"
"7 on Scale 1 to 10","2017","direct migration background","Male","675","0.161596304634381","0.151778971786465","0.171413637482297","7"
"7 on Scale 1 to 10","2017","indirect migration background","Male","131","0.150754464823892","0.125611874423182","0.175897055224602","7"
"7 on Scale 1 to 10","2017","indirect migration background","Female","159","0.155237574248669","0.131722052409074","0.178753096088263","7"
"8 on Scale 1 to 10","2017","no migration background","Male","2336","0.234530009684659","0.225984589992186","0.243075429377133","8"
"8 on Scale 1 to 10","2017","indirect migration background","Male","208","0.295889864112763","0.263816564975654","0.327963163249873","8"
"8 on Scale 1 to 10","2017","indirect migration background","Female","208","0.220172941107873","0.193265647066209","0.247080235149536","8"
"8 on Scale 1 to 10","2017","direct migration background","Female","895","0.21203756952976","0.200390121500693","0.223685017558827","8"
"8 on Scale 1 to 10","2017","direct migration background","Male","1030","0.238607733875769","0.227239376967876","0.249976090783662","8"
"8 on Scale 1 to 10","2017","no migration background","Female","2494","0.208584756036105","0.200941530663488","0.216227981408723","8"
"9 on Scale 1 to 10","2017","no migration background","Female","1320","0.104181767344641","0.0984347966028894","0.109928738086392","9"
"9 on Scale 1 to 10","2017","no migration background","Male","1160","0.117067265150906","0.110583136134652","0.12355139416716","9"
"9 on Scale 1 to 10","2017","indirect migration background","Male","128","0.161999403286335","0.136109098451394","0.187889708121276","9"
"9 on Scale 1 to 10","2017","indirect migration background","Female","153","0.190794356765824","0.165279031059965","0.216309682471682","9"
"9 on Scale 1 to 10","2017","direct migration background","Female","580","0.117206231436544","0.108040300142352","0.126372162730736","9"
"9 on Scale 1 to 10","2017","direct migration background","Male","712","0.111669000125768","0.10326850404005","0.120069496211486","9"
"0 Completely dissatisfied","2018","no migration background","Male","84","0.0088282404397651","0.00690577617607276","0.0107507047034574","0"
"0 Completely dissatisfied","2018","no migration background","Female","142","0.0143440713818725","0.0120706133207964","0.0166175294429487","0"
"0 Completely dissatisfied","2018","direct migration background","Male","63","0.0115707271332234","0.00847048506008585","0.0146709692063609","0"
"0 Completely dissatisfied","2018","direct migration background","Female","68","0.0191689750563871","0.0149916629821627","0.0233462871306114","0"
"0 Completely dissatisfied","2018","indirect migration background","Male","7","","","","0"
"0 Completely dissatisfied","2018","indirect migration background","Female","9","","","","0"
"1 on Scale 1 to 10","2018","no migration background","Male","109","0.0147390948039227","0.0122624839568702","0.0172157056509752","1"
"1 on Scale 1 to 10","2018","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","2018","indirect migration background","Female","11","","","","1"
"1 on Scale 1 to 10","2018","no migration background","Female","113","0.0127748239507505","0.0106276183467438","0.0149220295547572","1"
"1 on Scale 1 to 10","2018","direct migration background","Male","55","0.0190597422456285","0.0150958460661681","0.0230236384250889","1"
"1 on Scale 1 to 10","2018","direct migration background","Female","56","0.017184453908555","0.0132252829573256","0.0211436248597843","1"
"10 Completely satisfied","2018","no migration background","Male","521","0.0540913713737861","0.0494426306047083","0.0587401121428639","10"
"10 Completely satisfied","2018","no migration background","Female","599","0.0508365281047375","0.0466365550089313","0.0550365012005438","10"
"10 Completely satisfied","2018","direct migration background","Male","1324","0.132577922575327","0.122747021614568","0.142408823536086","10"
"10 Completely satisfied","2018","direct migration background","Female","826","0.0926810656482709","0.0838466897532113","0.101515441543331","10"
"10 Completely satisfied","2018","indirect migration background","Male","140","0.17070171467038","0.144091902655009","0.197311526685752","10"
"10 Completely satisfied","2018","indirect migration background","Female","139","0.150128781914124","0.127196425861995","0.173061137966254","10"
"2 on Scale 1 to 10","2018","no migration background","Male","243","0.028125800578574","0.0247279505035514","0.0315236506535967","2"
"2 on Scale 1 to 10","2018","indirect migration background","Female","21","","","","2"
"2 on Scale 1 to 10","2018","direct migration background","Male","82","0.0197369858497938","0.0157046731498509","0.0237692985497367","2"
"2 on Scale 1 to 10","2018","direct migration background","Female","104","0.027099081213458","0.022152422273737","0.0320457401531789","2"
"2 on Scale 1 to 10","2018","no migration background","Female","318","0.0363338386732602","0.0327561132642811","0.0399115640822394","2"
"2 on Scale 1 to 10","2018","indirect migration background","Male","9","","","","2"
"3 on Scale 1 to 10","2018","no migration background","Male","458","0.0564475376889909","0.0517045470600871","0.0611905283178948","3"
"3 on Scale 1 to 10","2018","no migration background","Female","617","0.0637013331693474","0.0590318423891601","0.0683708239495348","3"
"3 on Scale 1 to 10","2018","direct migration background","Male","156","0.0429270107228845","0.0370510303883817","0.0488029910573872","3"
"3 on Scale 1 to 10","2018","indirect migration background","Male","16","","","","3"
"3 on Scale 1 to 10","2018","direct migration background","Female","151","0.0553255997547508","0.0483608660423814","0.0622903334671202","3"
"3 on Scale 1 to 10","2018","indirect migration background","Female","38","0.0395851535000355","0.0270671308222426","0.0521031761778284","3"
"4 on Scale 1 to 10","2018","no migration background","Male","532","0.0606899441706623","0.0557830172033216","0.0655968711380031","4"
"4 on Scale 1 to 10","2018","no migration background","Female","661","0.0672591526440421","0.0624701590859971","0.072048146202087","4"
"4 on Scale 1 to 10","2018","direct migration background","Male","150","0.0493250937658062","0.0430475108830863","0.0556026766485262","4"
"4 on Scale 1 to 10","2018","direct migration background","Female","193","0.0506857659199583","0.0440031210717705","0.0573684107681461","4"
"4 on Scale 1 to 10","2018","indirect migration background","Female","52","0.0649787680858402","0.0491540271896516","0.0808035089820287","4"
"4 on Scale 1 to 10","2018","indirect migration background","Male","32","0.0284976894515048","0.0167299180121555","0.0402654608908541","4"
"5 on Scale 1 to 10","2018","no migration background","Male","1079","0.127257457701865","0.120408390397817","0.134106525005914","5"
"5 on Scale 1 to 10","2018","no migration background","Female","1373","0.147668841562857","0.140885609493625","0.15445207363209","5"
"5 on Scale 1 to 10","2018","direct migration background","Male","442","0.128359134689951","0.11866241899692","0.138055850382983","5"
"5 on Scale 1 to 10","2018","direct migration background","Female","480","0.136485799403388","0.126027071758648","0.146944527048129","5"
"5 on Scale 1 to 10","2018","indirect migration background","Female","74","0.067909259700853","0.0517569835991157","0.0840615358025904","5"
"5 on Scale 1 to 10","2018","indirect migration background","Male","55","0.0640570153971937","0.0467399009341976","0.0813741298601898","5"
"6 on Scale 1 to 10","2018","no migration background","Male","978","0.10877780497179","0.102378837807794","0.115176772135785","6"
"6 on Scale 1 to 10","2018","no migration background","Female","1123","0.10616973794531","0.100279728939534","0.112059746951086","6"
"6 on Scale 1 to 10","2018","indirect migration background","Male","70","0.114932055216132","0.0923753131564268","0.137488797275836","6"
"6 on Scale 1 to 10","2018","indirect migration background","Female","83","0.100144145548341","0.0808715862406177","0.119416704856065","6"
"6 on Scale 1 to 10","2018","direct migration background","Female","357","0.105632762628572","0.0962688438568262","0.114996681400317","6"
