"m11125","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"0 Completely dissatisfied","2005","(Married) couple without C. ","Female","60","0.0198632916830614","0.015276624522798","0.0244499588433249"
"0 Completely dissatisfied","2005","Single parent ","Male","4","","",""
"0 Completely dissatisfied","2005","Single parent ","Female","9","","",""
"0 Completely dissatisfied","2005","Couple + C. LE 16 ","Male","8","","",""
"0 Completely dissatisfied","2005","Couple + C. LE 16 ","Female","6","","",""
"0 Completely dissatisfied","2005","Couple + C. GT 16 ","Male","18","","",""
"0 Completely dissatisfied","2005","Couple + C. GT 16 ","Female","16","","",""
"0 Completely dissatisfied","2005","Couple + C. LE and GT 16","Male","4","","",""
"0 Completely dissatisfied","2005","Couple + C. LE and GT 16","Female","3","","",""
"1 on Scale 1 to 10","2005","1-pers.-HH","Male","20","","",""
"1 on Scale 1 to 10","2005","1-pers.-HH","Female","37","0.0215932239193759","0.0147120719021597","0.0284743759365922"
"1 on Scale 1 to 10","2005","(Married) couple without C. ","Male","65","0.0199812344380179","0.0153412663436667","0.0246212025323692"
"1 on Scale 1 to 10","2005","(Married) couple without C. ","Female","54","0.020051257427948","0.0154433815200646","0.0246591333358314"
"1 on Scale 1 to 10","2005","Single parent ","Male","6","","",""
"1 on Scale 1 to 10","2005","Single parent ","Female","6","","",""
"1 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","13","","",""
"1 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","7","","",""
"1 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","26","","",""
"1 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","19","","",""
"1 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","7","","",""
"1 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","4","","",""
"2 on Scale 1 to 10","2005","1-pers.-HH","Male","44","0.045701149725241","0.0341333252595819","0.0572689741909002"
"2 on Scale 1 to 10","2005","1-pers.-HH","Female","89","0.0629501285543435","0.0514521274609451","0.0744481296477419"
"2 on Scale 1 to 10","2005","(Married) couple without C. ","Male","126","0.0390525506858478","0.0326292069652733","0.0454758944064224"
"2 on Scale 1 to 10","2005","(Married) couple without C. ","Female","107","0.0318043769937067","0.0260360045654488","0.0375727494219646"
"2 on Scale 1 to 10","2005","Single parent ","Male","7","","",""
"2 on Scale 1 to 10","2005","Single parent ","Female","17","","",""
"2 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","41","0.0310360049105899","0.0230645447963132","0.0390074650248666"
"2 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","33","0.0174531447807226","0.011563364559006","0.0233429250024392"
"2 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","37","0.0219003508746932","0.0153452287094394","0.028455473039947"
"2 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","33","0.0196461435181374","0.0131083734265686","0.0261839136097061"
"2 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","11","","",""
"2 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","8","","",""
"3 on Scale 1 to 10","2005","1-pers.-HH","Male","75","0.0650783392708317","0.0514151599460587","0.0787415185956048"
"3 on Scale 1 to 10","2005","1-pers.-HH","Female","132","0.0804221928717335","0.0675478557132472","0.0932965300302199"
"3 on Scale 1 to 10","2005","(Married) couple without C. ","Male","234","0.0764317497242658","0.067622112212735","0.0852413872357966"
"3 on Scale 1 to 10","2005","(Married) couple without C. ","Female","218","0.0689867056335751","0.0606558629615677","0.0773175483055824"
"3 on Scale 1 to 10","2005","Single parent ","Male","17","","",""
"3 on Scale 1 to 10","2005","Single parent ","Female","34","0.0504425945827209","0.0349439746889219","0.0659412144765198"
"3 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","58","0.033603845027785","0.0253201665314286","0.0418875235241413"
"3 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","66","0.0314483527013118","0.023598781169141","0.0392979242334826"
"3 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","81","0.042279635793547","0.0332670651550429","0.051292206432051"
"3 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","82","0.0505155205400473","0.0401984616769596","0.060832579403135"
"3 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","26","","",""
"3 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","26","","",""
"4 on Scale 1 to 10","2005","1-pers.-HH","Male","67","0.0554296379320097","0.0427550425287556","0.0681042333352638"
"4 on Scale 1 to 10","2005","1-pers.-HH","Female","137","0.0842209469451903","0.071073298133972","0.0973685957564086"
"4 on Scale 1 to 10","2005","(Married) couple without C. ","Male","236","0.0604583008262815","0.0525556528034515","0.0683609488491114"
"4 on Scale 1 to 10","2005","(Married) couple without C. ","Female","256","0.0736899595349215","0.0651015917691998","0.0822783273006432"
"4 on Scale 1 to 10","2005","Single parent ","Male","13","","",""
"4 on Scale 1 to 10","2005","Single parent ","Female","52","0.0756772818875642","0.0569476913775249","0.0944068723976035"
"4 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","84","0.0507804738692182","0.0406883433640854","0.0608726043743509"
"4 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","85","0.0427593530499309","0.0336599744057149","0.0518587316941469"
"4 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","105","0.0567858988674601","0.0464204265379566","0.0671513711969635"
"4 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","72","0.0422454399235337","0.0327696245621108","0.0517212552849567"
"4 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","36","0.0339015855652301","0.0217921155265404","0.0460110556039198"
"4 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","47","0.0678772615629804","0.0509075064431193","0.0848470166828414"
"5 on Scale 1 to 10","2005","1-pers.-HH","Male","173","0.142583245776842","0.123215630136002","0.161950861417683"
"5 on Scale 1 to 10","2005","1-pers.-HH","Female","310","0.184478641862232","0.166116074655451","0.202841209069012"
"5 on Scale 1 to 10","2005","(Married) couple without C. ","Male","543","0.157398228687262","0.145322933812204","0.169473523562319"
"5 on Scale 1 to 10","2005","(Married) couple without C. ","Female","595","0.172026429982977","0.15962036322831","0.184432496737643"
"5 on Scale 1 to 10","2005","Single parent ","Male","32","0.0748691760903144","0.0469357629909264","0.102802589189702"
"5 on Scale 1 to 10","2005","Single parent ","Female","118","0.167331810895365","0.140898050539406","0.193765571251324"
"5 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","181","0.125229652321652","0.110015359676354","0.140443944966949"
"5 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","173","0.113872397706372","0.0995853342497575","0.128159461162986"
"5 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","186","0.0987999060785882","0.0854354101849233","0.112164401972253"
"5 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","215","0.125215414351406","0.109624233274599","0.140806595428214"
"5 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","84","0.103247180414873","0.0828870796672665","0.123607281162479"
"5 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","86","0.114917620906056","0.0934015965028139","0.136433645309298"
"6 on Scale 1 to 10","2005","1-pers.-HH","Male","125","0.101487179503954","0.0847603489605275","0.11821401004738"
"6 on Scale 1 to 10","2005","1-pers.-HH","Female","155","0.0827152282447701","0.0696749304194567","0.0957555260700834"
"6 on Scale 1 to 10","2005","(Married) couple without C. ","Male","410","0.120434354044078","0.109642502468571","0.131226205619586"
"6 on Scale 1 to 10","2005","(Married) couple without C. ","Female","425","0.111985355192094","0.101619169876447","0.122351540507741"
"6 on Scale 1 to 10","2005","Single parent ","Male","26","","",""
"6 on Scale 1 to 10","2005","Single parent ","Female","69","0.0959509020987848","0.0750937866108382","0.116808017586731"
"6 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","183","0.0926785693052108","0.0793488379602166","0.106008300650205"
"6 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","163","0.0873296283697702","0.0746319772363065","0.100027279503234"
"6 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","194","0.0985706735845884","0.0852199930001614","0.111921354169015"
"6 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","186","0.12339215166092","0.107898777715635","0.138885525606205"
"6 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","85","0.107283412401748","0.0865759186612289","0.127990906142267"
"6 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","81","0.111716570992368","0.0904640014256615","0.132969140559075"
"7 on Scale 1 to 10","2005","1-pers.-HH","Male","217","0.173782634475743","0.152793415700909","0.194771853250577"
"7 on Scale 1 to 10","2005","1-pers.-HH","Female","251","0.146872686527836","0.130114766063257","0.163630606992415"
"7 on Scale 1 to 10","2005","(Married) couple without C. ","Male","607","0.17699819974606","0.164342928504178","0.189653470987942"
"7 on Scale 1 to 10","2005","(Married) couple without C. ","Female","618","0.165512968332502","0.153296263017728","0.177729673647276"
"7 on Scale 1 to 10","2005","Single parent ","Male","49","0.123988124278343","0.0890084353210867","0.1589678132356"
"7 on Scale 1 to 10","2005","Single parent ","Female","120","0.131003684772069","0.107109928501618","0.15489744104252"
"7 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","351","0.195747782682901","0.177509005795501","0.213986559570301"
"7 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","354","0.172572888350541","0.155577277983438","0.189568498717645"
"7 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","332","0.154422973696184","0.138238587056652","0.170607360335716"
"7 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","278","0.152420570583207","0.135488442206015","0.169352698960399"
"7 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","143","0.166932588922289","0.141980030316717","0.191885147527861"
"7 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","137","0.167964397950617","0.142743738302502","0.193185057598733"
"8 on Scale 1 to 10","2005","1-pers.-HH","Male","311","0.225718152258036","0.202561343516733","0.248874960999338"
"8 on Scale 1 to 10","2005","1-pers.-HH","Female","328","0.180019331703069","0.161830531115156","0.198208132290982"
"8 on Scale 1 to 10","2005","(Married) couple without C. ","Male","787","0.213443859616878","0.199857805619964","0.227029913613793"
"8 on Scale 1 to 10","2005","(Married) couple without C. ","Female","746","0.20967506772925","0.196293576127337","0.223056559331164"
"8 on Scale 1 to 10","2005","Single parent ","Male","75","0.237338976185026","0.192182378788019","0.282495573582033"
"8 on Scale 1 to 10","2005","Single parent ","Female","176","0.238909772309992","0.208712429014205","0.26910711560578"
"8 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","500","0.248031023656023","0.228179030530218","0.267883016781828"
"8 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","538","0.266385189243134","0.246502519841153","0.286267858645116"
"8 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","455","0.238041425337151","0.218966815945896","0.257116034728406"
"8 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","419","0.231302346121803","0.211438316516868","0.251166375726738"
"8 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","198","0.206073229854988","0.17900839016048","0.233138069549496"
"8 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","229","0.220424866058204","0.192458492816289","0.24839123930012"
"9 on Scale 1 to 10","2005","1-pers.-HH","Male","131","0.0930955050774922","0.0770005021494163","0.109190508005568"
"9 on Scale 1 to 10","2005","1-pers.-HH","Female","137","0.0730197110493313","0.06070290828142","0.0853365138172425"
"9 on Scale 1 to 10","2005","(Married) couple without C. ","Male","272","0.0744628671434849","0.0657581744888963","0.0831675597980735"
"9 on Scale 1 to 10","2005","(Married) couple without C. ","Female","304","0.0737973417018306","0.0652032168406432","0.082391466563018"
"9 on Scale 1 to 10","2005","Single parent ","Male","57","0.166391808906287","0.126862623952155","0.205920993860419"
"9 on Scale 1 to 10","2005","Single parent ","Female","107","0.115964714569546","0.0932905425149498","0.138638886624142"
"9 on Scale 1 to 10","2005","Couple + C. LE 16 ","Male","252","0.122014624433633","0.10696932843766","0.137059920429606"
"9 on Scale 1 to 10","2005","Couple + C. LE 16 ","Female","301","0.165579221730518","0.148861346403084","0.182297097057951"
"9 on Scale 1 to 10","2005","Couple + C. GT 16 ","Male","287","0.159746761964591","0.143337659339168","0.176155864590014"
"9 on Scale 1 to 10","2005","Couple + C. GT 16 ","Female","267","0.133729826817025","0.11769588221197","0.149763771422081"
"9 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Male","146","0.168732720945746","0.143673103033221","0.19379233885827"
"9 on Scale 1 to 10","2005","Couple + C. LE and GT 16","Female","122","0.12894112219837","0.10633134169394","0.1515509027028"
"10 Completely satisfied","2005","1-pers.-HH","Male","77","0.0690126728674585","0.0549721838149717","0.0830531619199452"
"10 Completely satisfied","2005","1-pers.-HH","Female","101","0.0607557864925838","0.0494467457178571","0.0720648272673104"
"10 Completely satisfied","2005","(Married) couple without C. ","Male","167","0.0438513910572597","0.037061840496597","0.0506409416179224"
"10 Completely satisfied","2005","(Married) couple without C. ","Female","172","0.0526072457881334","0.0452685970551608","0.0599458945211059"
"10 Completely satisfied","2005","Single parent ","Male","55","0.172485004467787","0.132385915120094","0.212584093815481"
"10 Completely satisfied","2005","Single parent ","Female","58","0.0846712056308536","0.0649565071020266","0.104385904159681"
"10 Completely satisfied","2005","Couple + C. LE 16 ","Male","147","0.0847105113699008","0.0719108334747698","0.0975101892650319"
"10 Completely satisfied","2005","Couple + C. LE 16 ","Female","173","0.0907046890408298","0.0777879479694091","0.10362143011225"
"10 Completely satisfied","2005","Couple + C. GT 16 ","Male","194","0.104373552768649","0.0906798029247846","0.118067302612514"
"10 Completely satisfied","2005","Couple + C. GT 16 ","Female","144","0.0985728931030379","0.0845304195208484","0.112615366685227"
"10 Completely satisfied","2005","Couple + C. LE and GT 16","Male","118","0.14861780293465","0.124816422407327","0.172419183461973"
"10 Completely satisfied","2005","Couple + C. LE and GT 16","Female","101","0.114976062190254","0.0934552780373292","0.136496846343178"
"0 Completely dissatisfied","2006","1-pers.-HH","Male","19","","",""
"0 Completely dissatisfied","2006","1-pers.-HH","Female","43","0.0210324859329984","0.0146157546514334","0.0274492172145634"
"0 Completely dissatisfied","2006","(Married) couple without C. ","Male","70","0.0232045329718097","0.018481325213987","0.0279277407296325"
"0 Completely dissatisfied","2006","(Married) couple without C. ","Female","71","0.0197913976040517","0.0154576886039681","0.0241251066041352"
"0 Completely dissatisfied","2006","Single parent ","Male","6","","",""
"0 Completely dissatisfied","2006","Single parent ","Female","9","","",""
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","Male","10","","",""
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","Female","5","","",""
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","Male","17","","",""
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","Female","15","","",""
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","Male","5","","",""
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","Female","2","","",""
"1 on Scale 1 to 10","2006","1-pers.-HH","Male","19","","",""
"1 on Scale 1 to 10","2006","1-pers.-HH","Female","47","0.0270443933820842","0.0197905271366546","0.0342982596275138"
"1 on Scale 1 to 10","2006","(Married) couple without C. ","Male","47","0.015634473284689","0.0117425108417512","0.0195264357276268"
"1 on Scale 1 to 10","2006","(Married) couple without C. ","Female","47","0.0178497239986902","0.0137300107951003","0.0219694372022801"
"1 on Scale 1 to 10","2006","Single parent ","Male","1","","",""
"1 on Scale 1 to 10","2006","Single parent ","Female","14","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","5","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","5","","",""
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","15","","",""
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","24","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","4","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","3","","",""
"2 on Scale 1 to 10","2006","1-pers.-HH","Male","54","0.0442433042873537","0.0335628297677555","0.0549237788069519"
"2 on Scale 1 to 10","2006","1-pers.-HH","Female","105","0.0573702902299231","0.0469711246348258","0.0677694558250204"
"2 on Scale 1 to 10","2006","(Married) couple without C. ","Male","133","0.0368695985242946","0.0309577191314745","0.0427814779171148"
"2 on Scale 1 to 10","2006","(Married) couple without C. ","Female","128","0.0391269437858644","0.0330939451066567","0.045159942465072"
"2 on Scale 1 to 10","2006","Single parent ","Male","6","","",""
"2 on Scale 1 to 10","2006","Single parent ","Female","20","","",""
"2 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","31","0.02452023482355","0.0176042209848742","0.0314362486622259"
"2 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","25","","",""
"2 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","34","0.0163022151255637","0.0106437360559101","0.0219606941952173"
"2 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","32","0.0151062843185504","0.00938328247587422","0.0208292861612266"
"2 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","13","","",""
"2 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","15","","",""
"3 on Scale 1 to 10","2006","1-pers.-HH","Male","73","0.0575408974337643","0.0454457081687824","0.0696360866987461"
"3 on Scale 1 to 10","2006","1-pers.-HH","Female","143","0.0757043065967871","0.0638752484578476","0.0875333647357265"
"3 on Scale 1 to 10","2006","(Married) couple without C. ","Male","253","0.073241543823854","0.06506799165153","0.081415095996178"
"3 on Scale 1 to 10","2006","(Married) couple without C. ","Female","257","0.0697325099654281","0.0618077917246613","0.077657228206195"
"3 on Scale 1 to 10","2006","Single parent ","Male","14","","",""
"3 on Scale 1 to 10","2006","Single parent ","Female","40","0.0543272324771237","0.0389163747342202","0.0697380902200271"
"3 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","67","0.0413247087902882","0.0324239900736997","0.0502254275068766"
"3 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","72","0.0415384104602908","0.0328089641526428","0.0502678567679387"
"3 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","85","0.0461288934109049","0.0367559299859782","0.0555018568358317"
"3 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","75","0.0447105705473534","0.0350138926972692","0.0544072483974375"
"3 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","30","0.0371047999667219","0.0236576031527885","0.0505519967806553"
"3 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","18","","",""
"4 on Scale 1 to 10","2006","1-pers.-HH","Male","79","0.0604356798802573","0.0480590312818123","0.0728123284787023"
"4 on Scale 1 to 10","2006","1-pers.-HH","Female","123","0.0665370925162342","0.0553924831366347","0.0776817018958336"
"4 on Scale 1 to 10","2006","(Married) couple without C. ","Male","256","0.0706889566916777","0.0626480476329528","0.0787298657504026"
"4 on Scale 1 to 10","2006","(Married) couple without C. ","Female","281","0.0707079186825412","0.0627321526710937","0.0786836846939887"
"4 on Scale 1 to 10","2006","Single parent ","Male","19","","",""
"4 on Scale 1 to 10","2006","Single parent ","Female","52","0.068136752386131","0.0510045030674371","0.0852690017048248"
"4 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","84","0.051208370613492","0.0413514715454093","0.0610652696815747"
"4 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","81","0.0523791000600232","0.0426321052170793","0.0621260949029671"
"4 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","110","0.0720888325377243","0.060532161423727","0.0836455036517217"
"4 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","102","0.0671385070353456","0.0553964334310635","0.0788805806396277"
"4 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","26","","",""
"4 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","39","0.0732036661884857","0.0543859136356916","0.0920214187412798"
"5 on Scale 1 to 10","2006","1-pers.-HH","Male","191","0.129889778275599","0.112428834279151","0.147350722272047"
"5 on Scale 1 to 10","2006","1-pers.-HH","Female","339","0.181581754741131","0.164342909762822","0.198820599719439"
"5 on Scale 1 to 10","2006","(Married) couple without C. ","Male","635","0.172187240827397","0.160342778341343","0.184031703313451"
"5 on Scale 1 to 10","2006","(Married) couple without C. ","Female","657","0.169861087015614","0.158177274087451","0.181544899943777"
"5 on Scale 1 to 10","2006","Single parent ","Male","34","0.0970295709911978","0.0653800404910913","0.128679101491304"
"5 on Scale 1 to 10","2006","Single parent ","Female","103","0.12323635274978","0.100887344040547","0.145585361459013"
"5 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","182","0.1200013783402","0.105469608131074","0.134533148549325"
"5 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","189","0.0908733487699988","0.0782984393410311","0.103448258198967"
"5 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","234","0.105452151284601","0.0917283295868705","0.119175972982332"
"5 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","221","0.126000625426469","0.110430493703282","0.141570757149655"
"5 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","74","0.0946108077178788","0.0737891534416702","0.115432461994087"
"5 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","74","0.109956825402863","0.0873559210555626","0.132557729750163"
"6 on Scale 1 to 10","2006","1-pers.-HH","Male","147","0.0915204274291904","0.0765439492005194","0.106496905657861"
"6 on Scale 1 to 10","2006","1-pers.-HH","Female","192","0.0906571166453404","0.077817584591825","0.103496648698856"
"6 on Scale 1 to 10","2006","(Married) couple without C. ","Male","426","0.104943399998721","0.0953283481540018","0.11455845184344"
"6 on Scale 1 to 10","2006","(Married) couple without C. ","Female","443","0.107142952352879","0.0975194085048965","0.116766496200861"
"6 on Scale 1 to 10","2006","Single parent ","Male","31","0.0751861268079534","0.0469909724358077","0.103381281180099"
"6 on Scale 1 to 10","2006","Single parent ","Female","83","0.0948375522905705","0.0749170166707558","0.114758087910385"
"6 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","178","0.0886470069598942","0.0759365911272186","0.10135742279257"
"6 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","175","0.0948911280736079","0.0820696639782449","0.107712592168971"
"6 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","205","0.10375810513201","0.0901320797463877","0.117384130517633"
"6 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","166","0.0951904955498734","0.0814207553533413","0.108960235746405"
"6 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","72","0.0906999117576441","0.0702691644695714","0.111130659045717"
"6 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","47","0.0906688259007818","0.0699245051061275","0.111413146695436"
"7 on Scale 1 to 10","2006","1-pers.-HH","Male","250","0.182733409029755","0.162661718724327","0.202805099335182"
"7 on Scale 1 to 10","2006","1-pers.-HH","Female","270","0.141814055113308","0.12621369063182","0.157414419594797"
"7 on Scale 1 to 10","2006","(Married) couple without C. ","Male","643","0.159736475662741","0.14824280840521","0.171230142920273"
"7 on Scale 1 to 10","2006","(Married) couple without C. ","Female","684","0.166346511989607","0.154759755107768","0.177933268871445"
"7 on Scale 1 to 10","2006","Single parent ","Male","54","0.13395488407159","0.0975358865462866","0.170373881596893"
"7 on Scale 1 to 10","2006","Single parent ","Female","131","0.156724915339927","0.132007603571417","0.181442227108436"
"7 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","363","0.175572304594216","0.158558999117675","0.192585610070758"
"7 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","343","0.156302787776872","0.140415452020031","0.172190123533712"
"7 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","339","0.175109975216212","0.158127576764522","0.192092373667901"
"7 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","301","0.179279578348125","0.161282027618246","0.197277129078005"
"7 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","120","0.149261533239913","0.123910294369495","0.17461277211033"
"7 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","144","0.161046201659817","0.13449076486276","0.187601638456874"
"8 on Scale 1 to 10","2006","1-pers.-HH","Male","343","0.232806839864407","0.210856395052816","0.254757284675999"
"8 on Scale 1 to 10","2006","1-pers.-HH","Female","362","0.187945467966512","0.170475466770287","0.205415469162736"
"8 on Scale 1 to 10","2006","(Married) couple without C. ","Male","900","0.210601936348811","0.197810243469412","0.22339362922821"
"8 on Scale 1 to 10","2006","(Married) couple without C. ","Female","852","0.209323944149044","0.196665771714447","0.221982116583641"
"8 on Scale 1 to 10","2006","Single parent ","Male","77","0.267578831050889","0.220243570449461","0.314914091652317"
"8 on Scale 1 to 10","2006","Single parent ","Female","197","0.236076144833586","0.207202695640592","0.264949594026579"
"8 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","551","0.251651674477363","0.232245666013337","0.271057682941388"
"8 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","578","0.28315052413563","0.263440049801622","0.302860998469639"
"8 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","448","0.228609491218323","0.209845300812289","0.247373681624356"
"8 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","430","0.238445168031694","0.218451373375307","0.25843896268808"
"8 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","218","0.275563340242684","0.243777175275611","0.307349505209758"
"8 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","200","0.251879466197908","0.220518361416284","0.283240570979532"
"9 on Scale 1 to 10","2006","1-pers.-HH","Male","151","0.105310677171127","0.0893678467625035","0.12125350757975"
"9 on Scale 1 to 10","2006","1-pers.-HH","Female","173","0.0845876123049301","0.0721440082371551","0.0970312163727051"
"9 on Scale 1 to 10","2006","(Married) couple without C. ","Male","354","0.0912027990667363","0.0821707478960834","0.100234850237389"
"9 on Scale 1 to 10","2006","(Married) couple without C. ","Female","361","0.0813537402611142","0.0728477442028128","0.0898597363194156"
"9 on Scale 1 to 10","2006","Single parent ","Male","47","0.164708655105847","0.12504838628742","0.204368923924274"
"9 on Scale 1 to 10","2006","Single parent ","Female","112","0.127498304979513","0.104821444693332","0.150175165265693"
"9 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","288","0.147760320290113","0.131891516296797","0.163629124283429"
"9 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","324","0.161275772654707","0.14518530878498","0.177366236524434"
"9 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","259","0.131413918101427","0.116317543212108","0.146510292990746"
"9 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","225","0.114058066893185","0.0991433158766085","0.128972817909762"
"9 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","103","0.116507917199854","0.0936831554304796","0.139332678969228"
"9 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","120","0.136761479476614","0.111938352724554","0.161584606228674"
"10 Completely satisfied","2006","1-pers.-HH","Male","98","0.0620749304294023","0.0495425003814473","0.0746073604773573"
"10 Completely satisfied","2006","1-pers.-HH","Female","124","0.0657254245707522","0.0546441842411825","0.0768066649003218"
"10 Completely satisfied","2006","(Married) couple without C. ","Male","186","0.0416890427992681","0.0354183864020017","0.0479596991965345"
"10 Completely satisfied","2006","(Married) couple without C. ","Female","187","0.048763270195167","0.0420620640771708","0.0554644763131632"
"10 Completely satisfied","2006","Single parent ","Male","47","0.146117970979535","0.10834951719436","0.183886424764709"
"10 Completely satisfied","2006","Single parent ","Female","70","0.0800773124659637","0.0616238447864162","0.0985307801455112"
"10 Completely satisfied","2006","Couple + C. LE 16 ","Male","162","0.0866950483256857","0.0741118957903007","0.0992782008610706"
