"m11125","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"10 Completely satisfied","1991","middle vocational","Male","415","0.100630459191599","0.090779954057117","0.110480964326081"
"10 Completely satisfied","1991","middle vocational","Female","331","0.0870180573577149","0.0774676717187755","0.0965684429966543"
"10 Completely satisfied","1991","vocational + Abi","Male","19","","",""
"10 Completely satisfied","1991","vocational + Abi","Female","9","","",""
"10 Completely satisfied","1991","higher vocational","Male","51","0.0974123399339506","0.0712644709516164","0.123560208916285"
"10 Completely satisfied","1991","higher vocational","Female","19","","",""
"10 Completely satisfied","1991","higher education","Male","67","0.0683551350321677","0.0521013928095995","0.0846088772547359"
"10 Completely satisfied","1991","higher education","Female","85","0.107883460805923","0.0857836588601447","0.129983262751701"
"0 Completely dissatisfied","1992","in school","Male","","","",""
"0 Completely dissatisfied","1992","in school","Female","1","","",""
"0 Completely dissatisfied","1992","inadequately","Male","4","","",""
"0 Completely dissatisfied","1992","inadequately","Female","10","","",""
"0 Completely dissatisfied","1992","general elemantary","Male","21","","",""
"0 Completely dissatisfied","1992","general elemantary","Female","56","0.0363725684146001","0.027773831132434","0.0449713056967663"
"0 Completely dissatisfied","1992","middle vocational","Male","54","0.0198594712170011","0.0151978844861742","0.0245210579478279"
"0 Completely dissatisfied","1992","middle vocational","Female","63","0.0274615984117219","0.021883259415823","0.0330399374076208"
"0 Completely dissatisfied","1992","vocational + Abi","Male","2","","",""
"0 Completely dissatisfied","1992","vocational + Abi","Female","","","",""
"0 Completely dissatisfied","1992","higher vocational","Male","8","","",""
"0 Completely dissatisfied","1992","higher vocational","Female","5","","",""
"0 Completely dissatisfied","1992","higher education","Male","11","","",""
"0 Completely dissatisfied","1992","higher education","Female","9","","",""
"1 on Scale 1 to 10","1992","in school","Male","1","","",""
"1 on Scale 1 to 10","1992","in school","Female","","","",""
"1 on Scale 1 to 10","1992","inadequately","Male","8","","",""
"1 on Scale 1 to 10","1992","inadequately","Female","9","","",""
"1 on Scale 1 to 10","1992","general elemantary","Male","16","","",""
"1 on Scale 1 to 10","1992","general elemantary","Female","26","","",""
"1 on Scale 1 to 10","1992","middle vocational","Male","34","0.0115942712316186","0.00801746750300802","0.0151710749602292"
"1 on Scale 1 to 10","1992","middle vocational","Female","34","0.0147180313789429","0.0106075399479582","0.0188285228099276"
"1 on Scale 1 to 10","1992","vocational + Abi","Male","5","","",""
"1 on Scale 1 to 10","1992","vocational + Abi","Female","1","","",""
"1 on Scale 1 to 10","1992","higher vocational","Male","7","","",""
"1 on Scale 1 to 10","1992","higher vocational","Female","3","","",""
"1 on Scale 1 to 10","1992","higher education","Male","6","","",""
"1 on Scale 1 to 10","1992","higher education","Female","4","","",""
"2 on Scale 1 to 10","1992","in school","Male","","","",""
"2 on Scale 1 to 10","1992","in school","Female","","","",""
"2 on Scale 1 to 10","1992","inadequately","Male","8","","",""
"2 on Scale 1 to 10","1992","inadequately","Female","22","","",""
"2 on Scale 1 to 10","1992","general elemantary","Male","22","","",""
"2 on Scale 1 to 10","1992","general elemantary","Female","71","0.0469109257195906","0.0371991897855783","0.0566226616536028"
"2 on Scale 1 to 10","1992","middle vocational","Male","75","0.0259836257370464","0.0206681913736852","0.0312990601004075"
"2 on Scale 1 to 10","1992","middle vocational","Female","81","0.025885027080736","0.0204647930483809","0.0313052611130911"
"2 on Scale 1 to 10","1992","vocational + Abi","Male","7","","",""
"2 on Scale 1 to 10","1992","vocational + Abi","Female","6","","",""
"2 on Scale 1 to 10","1992","higher vocational","Male","10","","",""
"2 on Scale 1 to 10","1992","higher vocational","Female","6","","",""
"2 on Scale 1 to 10","1992","higher education","Male","21","","",""
"2 on Scale 1 to 10","1992","higher education","Female","15","","",""
"3 on Scale 1 to 10","1992","in school","Male","","","",""
"3 on Scale 1 to 10","1992","in school","Female","1","","",""
"3 on Scale 1 to 10","1992","inadequately","Male","17","","",""
"3 on Scale 1 to 10","1992","inadequately","Female","22","","",""
"3 on Scale 1 to 10","1992","general elemantary","Male","24","","",""
"3 on Scale 1 to 10","1992","general elemantary","Female","106","0.0654450864902781","0.0540862446184647","0.0768039283620915"
"3 on Scale 1 to 10","1992","middle vocational","Male","142","0.0441961249703475","0.0373288846697208","0.0510633652709743"
"3 on Scale 1 to 10","1992","middle vocational","Female","143","0.0499218700528547","0.0424880216436799","0.0573557184620295"
"3 on Scale 1 to 10","1992","vocational + Abi","Male","10","","",""
"3 on Scale 1 to 10","1992","vocational + Abi","Female","1","","",""
"3 on Scale 1 to 10","1992","higher vocational","Male","17","","",""
"3 on Scale 1 to 10","1992","higher vocational","Female","13","","",""
"3 on Scale 1 to 10","1992","higher education","Male","29","","",""
"3 on Scale 1 to 10","1992","higher education","Female","29","","",""
"4 on Scale 1 to 10","1992","in school","Male","","","",""
"4 on Scale 1 to 10","1992","in school","Female","5","","",""
"4 on Scale 1 to 10","1992","inadequately","Male","19","","",""
"4 on Scale 1 to 10","1992","inadequately","Female","29","","",""
"4 on Scale 1 to 10","1992","general elemantary","Male","51","0.0676170520983012","0.0518240841625954","0.083410020034007"
"4 on Scale 1 to 10","1992","general elemantary","Female","110","0.0640630503727824","0.052816476984284","0.0753096237612808"
"4 on Scale 1 to 10","1992","middle vocational","Male","147","0.0474005179410009","0.0403006140668734","0.0545004218151284"
"4 on Scale 1 to 10","1992","middle vocational","Female","167","0.0569495568621676","0.0490391056979744","0.0648600080263609"
"4 on Scale 1 to 10","1992","vocational + Abi","Male","8","","",""
"4 on Scale 1 to 10","1992","vocational + Abi","Female","7","","",""
"4 on Scale 1 to 10","1992","higher vocational","Male","18","","",""
"4 on Scale 1 to 10","1992","higher vocational","Female","12","","",""
"4 on Scale 1 to 10","1992","higher education","Male","36","0.0427849392199922","0.0296436151951621","0.0559262632448223"
"4 on Scale 1 to 10","1992","higher education","Female","40","0.0553848141085817","0.0389492567628879","0.0718203714542756"
"5 on Scale 1 to 10","1992","in school","Male","","","",""
"5 on Scale 1 to 10","1992","in school","Female","9","","",""
"5 on Scale 1 to 10","1992","inadequately","Male","36","0.183396165244303","0.13552080410316","0.231271526385446"
"5 on Scale 1 to 10","1992","inadequately","Female","59","0.140393474506454","0.105232915585213","0.175554033427694"
"5 on Scale 1 to 10","1992","general elemantary","Male","104","0.12823446675485","0.107204397233637","0.149264536276062"
"5 on Scale 1 to 10","1992","general elemantary","Female","315","0.19239259750601","0.174288059676021","0.210497135335999"
"5 on Scale 1 to 10","1992","middle vocational","Male","460","0.138789135444442","0.127237639235214","0.150340631653671"
"5 on Scale 1 to 10","1992","middle vocational","Female","486","0.149721714427687","0.137542716480134","0.161900712375241"
"5 on Scale 1 to 10","1992","vocational + Abi","Male","17","","",""
"5 on Scale 1 to 10","1992","vocational + Abi","Female","18","","",""
"5 on Scale 1 to 10","1992","higher vocational","Male","79","0.151350541574192","0.119682464117871","0.183018619030512"
"5 on Scale 1 to 10","1992","higher vocational","Female","31","0.126189387501664","0.0870139708925141","0.165364804110815"
"5 on Scale 1 to 10","1992","higher education","Male","91","0.0936637193445495","0.0747437998192159","0.112583638869883"
"5 on Scale 1 to 10","1992","higher education","Female","71","0.106783429535765","0.0845916596032671","0.128975199468263"
"6 on Scale 1 to 10","1992","in school","Male","4","","",""
"6 on Scale 1 to 10","1992","in school","Female","6","","",""
"6 on Scale 1 to 10","1992","inadequately","Male","20","","",""
"6 on Scale 1 to 10","1992","inadequately","Female","40","0.107660845854847","0.0762899930012623","0.139031698708432"
"6 on Scale 1 to 10","1992","general elemantary","Male","76","0.0800363114249819","0.062968912023962","0.0971037108260018"
"6 on Scale 1 to 10","1992","general elemantary","Female","191","0.114775954037105","0.100135815882644","0.129416092191566"
"6 on Scale 1 to 10","1992","middle vocational","Male","309","0.0908222159187461","0.0812210006045929","0.100423431232899"
"6 on Scale 1 to 10","1992","middle vocational","Female","294","0.0888125793577777","0.0791023448867427","0.0985228138288128"
"6 on Scale 1 to 10","1992","vocational + Abi","Male","15","","",""
"6 on Scale 1 to 10","1992","vocational + Abi","Female","14","","",""
"6 on Scale 1 to 10","1992","higher vocational","Male","41","0.0774968347327653","0.0538707664701469","0.101122902995384"
"6 on Scale 1 to 10","1992","higher vocational","Female","24","","",""
"6 on Scale 1 to 10","1992","higher education","Male","63","0.0644123587977583","0.0484713521683344","0.0803533654271822"
"6 on Scale 1 to 10","1992","higher education","Female","62","0.0780680264688151","0.0587906618385401","0.09734539109909"
"7 on Scale 1 to 10","1992","in school","Male","7","","",""
"7 on Scale 1 to 10","1992","in school","Female","12","","",""
"7 on Scale 1 to 10","1992","inadequately","Male","25","","",""
"7 on Scale 1 to 10","1992","inadequately","Female","54","0.11422794446521","0.0820335971083741","0.146422291822046"
"7 on Scale 1 to 10","1992","general elemantary","Male","124","0.133772127775292","0.112361107120907","0.155183148429678"
"7 on Scale 1 to 10","1992","general elemantary","Female","266","0.143954533598152","0.127831223481422","0.160077843714882"
"7 on Scale 1 to 10","1992","middle vocational","Male","524","0.154091356984895","0.142028320933312","0.166154393036478"
"7 on Scale 1 to 10","1992","middle vocational","Female","515","0.154111318995207","0.14178701242419","0.166435625566224"
"7 on Scale 1 to 10","1992","vocational + Abi","Male","38","0.181926166532607","0.130715116670585","0.233137216394629"
"7 on Scale 1 to 10","1992","vocational + Abi","Female","27","","",""
"7 on Scale 1 to 10","1992","higher vocational","Male","80","0.164035304571209","0.131314183663079","0.196756425479339"
"7 on Scale 1 to 10","1992","higher vocational","Female","47","0.18078687803592","0.135384829084623","0.226188926987216"
"7 on Scale 1 to 10","1992","higher education","Male","167","0.197263993802954","0.171423596603081","0.223104391002827"
"7 on Scale 1 to 10","1992","higher education","Female","114","0.148273014127423","0.12273760120437","0.173808427050476"
"8 on Scale 1 to 10","1992","in school","Male","23","","",""
"8 on Scale 1 to 10","1992","in school","Female","20","","",""
"8 on Scale 1 to 10","1992","inadequately","Male","51","0.172637957387254","0.125883053233573","0.219392861540935"
"8 on Scale 1 to 10","1992","inadequately","Female","63","0.197221290651517","0.156948912292197","0.237493669010837"
"8 on Scale 1 to 10","1992","general elemantary","Male","205","0.216419842195645","0.190518114752195","0.242321569639095"
"8 on Scale 1 to 10","1992","general elemantary","Female","360","0.174138114689393","0.156720296664596","0.19155593271419"
"8 on Scale 1 to 10","1992","middle vocational","Male","885","0.254530944749112","0.239976660262023","0.269085229236201"
"8 on Scale 1 to 10","1992","middle vocational","Female","797","0.231113030197679","0.216723981451559","0.2455020789438"
"8 on Scale 1 to 10","1992","vocational + Abi","Male","64","0.294727569424068","0.234206209350529","0.355248929497606"
"8 on Scale 1 to 10","1992","vocational + Abi","Female","46","0.286831323475193","0.218642349284056","0.355020297666331"
"8 on Scale 1 to 10","1992","higher vocational","Male","125","0.241240791632315","0.203436343774273","0.279045239490357"
"8 on Scale 1 to 10","1992","higher vocational","Female","83","0.253482818448166","0.202162692028013","0.30480294486832"
"8 on Scale 1 to 10","1992","higher education","Male","291","0.305357673716368","0.275450598501767","0.33526474893097"
"8 on Scale 1 to 10","1992","higher education","Female","214","0.286210477369894","0.253732462845395","0.318688491894393"
"9 on Scale 1 to 10","1992","in school","Male","28","","",""
"9 on Scale 1 to 10","1992","in school","Female","18","","",""
"9 on Scale 1 to 10","1992","inadequately","Male","39","0.155667061083755","0.110816646747185","0.200517475420324"
"9 on Scale 1 to 10","1992","inadequately","Female","45","0.120539810168514","0.0875859874233993","0.15349363291363"
"9 on Scale 1 to 10","1992","general elemantary","Male","171","0.139224942695923","0.117450761283362","0.160999124108484"
"9 on Scale 1 to 10","1992","general elemantary","Female","158","0.0682892247881308","0.0567038585177823","0.0798745910584793"
"9 on Scale 1 to 10","1992","middle vocational","Male","411","0.10512679937163","0.0948787023825797","0.115374896360679"
"9 on Scale 1 to 10","1992","middle vocational","Female","435","0.12428049196909","0.113019604682137","0.135541379256043"
"9 on Scale 1 to 10","1992","vocational + Abi","Male","31","0.164488913882167","0.115277678325507","0.213700149438828"
"9 on Scale 1 to 10","1992","vocational + Abi","Female","26","","",""
"9 on Scale 1 to 10","1992","higher vocational","Male","69","0.141389143211292","0.110601832206078","0.172176454216506"
"9 on Scale 1 to 10","1992","higher vocational","Female","34","0.0943732030981156","0.0598832558563794","0.128863150339852"
"9 on Scale 1 to 10","1992","higher education","Male","110","0.121536965426348","0.100318946012971","0.142754984839724"
"9 on Scale 1 to 10","1992","higher education","Female","124","0.137262517620579","0.112535204018599","0.16198983122256"
"10 Completely satisfied","1992","in school","Male","28","","",""
"10 Completely satisfied","1992","in school","Female","22","","",""
"10 Completely satisfied","1992","inadequately","Male","24","","",""
"10 Completely satisfied","1992","inadequately","Female","22","","",""
"10 Completely satisfied","1992","general elemantary","Male","157","0.129311355683159","0.10820621513519","0.150416496231127"
"10 Completely satisfied","1992","general elemantary","Female","162","0.0728998241314966","0.0609594017412654","0.0848402465217278"
"10 Completely satisfied","1992","middle vocational","Male","400","0.107605536434161","0.0972516953061131","0.117959377562208"
"10 Completely satisfied","1992","middle vocational","Female","282","0.0770247812661355","0.0679235767295546","0.0861259858027163"
"10 Completely satisfied","1992","vocational + Abi","Male","21","","",""
"10 Completely satisfied","1992","vocational + Abi","Female","23","","",""
"10 Completely satisfied","1992","higher vocational","Male","38","0.0760213583903865","0.052602575597602","0.0994401411831709"
"10 Completely satisfied","1992","higher vocational","Female","18","","",""
"10 Completely satisfied","1992","higher education","Male","86","0.0880128997332049","0.0696155012510358","0.106410298215374"
"10 Completely satisfied","1992","higher education","Female","62","0.101517345291179","0.0798160029471301","0.123218687635227"
"0 Completely dissatisfied","1993","in school","Male","","","",""
"0 Completely dissatisfied","1993","in school","Female","1","","",""
"0 Completely dissatisfied","1993","inadequately","Male","11","","",""
"0 Completely dissatisfied","1993","inadequately","Female","10","","",""
"0 Completely dissatisfied","1993","general elemantary","Male","17","","",""
"0 Completely dissatisfied","1993","general elemantary","Female","54","0.0430391570705178","0.0335415924132546","0.0525367217277809"
"0 Completely dissatisfied","1993","middle vocational","Male","53","0.0197654418537575","0.0150887862936467","0.0244420974138684"
"0 Completely dissatisfied","1993","middle vocational","Female","49","0.0195715695001331","0.0148317069133535","0.0243114320869127"
"0 Completely dissatisfied","1993","vocational + Abi","Male","5","","",""
"0 Completely dissatisfied","1993","vocational + Abi","Female","","","",""
"0 Completely dissatisfied","1993","higher vocational","Male","7","","",""
"0 Completely dissatisfied","1993","higher vocational","Female","2","","",""
"0 Completely dissatisfied","1993","higher education","Male","4","","",""
"0 Completely dissatisfied","1993","higher education","Female","10","","",""
"1 on Scale 1 to 10","1993","in school","Male","","","",""
"1 on Scale 1 to 10","1993","in school","Female","","","",""
"1 on Scale 1 to 10","1993","inadequately","Male","5","","",""
"1 on Scale 1 to 10","1993","inadequately","Female","11","","",""
"1 on Scale 1 to 10","1993","general elemantary","Male","9","","",""
"1 on Scale 1 to 10","1993","general elemantary","Female","34","0.0240291345443577","0.0168624087586024","0.0311958603301129"
"1 on Scale 1 to 10","1993","middle vocational","Male","39","0.0157218231267588","0.0115422926386611","0.0199013536148566"
"1 on Scale 1 to 10","1993","middle vocational","Female","36","0.0154796168898675","0.0112554853293642","0.0197037484503709"
"1 on Scale 1 to 10","1993","vocational + Abi","Male","","","",""
"1 on Scale 1 to 10","1993","vocational + Abi","Female","","","",""
"1 on Scale 1 to 10","1993","higher vocational","Male","3","","",""
"1 on Scale 1 to 10","1993","higher vocational","Female","3","","",""
"1 on Scale 1 to 10","1993","higher education","Male","6","","",""
"1 on Scale 1 to 10","1993","higher education","Female","5","","",""
"2 on Scale 1 to 10","1993","in school","Male","","","",""
"2 on Scale 1 to 10","1993","in school","Female","1","","",""
"2 on Scale 1 to 10","1993","inadequately","Male","10","","",""
"2 on Scale 1 to 10","1993","inadequately","Female","17","","",""
"2 on Scale 1 to 10","1993","general elemantary","Male","24","","",""
"2 on Scale 1 to 10","1993","general elemantary","Female","79","0.053704559535427","0.0431545646332517","0.0642545544376023"
"2 on Scale 1 to 10","1993","middle vocational","Male","95","0.0297646350404618","0.0240550315708948","0.0354742385100287"
"2 on Scale 1 to 10","1993","middle vocational","Female","87","0.0308287235195107","0.0249141557209361","0.0367432913180852"
"2 on Scale 1 to 10","1993","vocational + Abi","Male","12","","",""
"2 on Scale 1 to 10","1993","vocational + Abi","Female","3","","",""
"2 on Scale 1 to 10","1993","higher vocational","Male","16","","",""
"2 on Scale 1 to 10","1993","higher vocational","Female","5","","",""
"2 on Scale 1 to 10","1993","higher education","Male","22","","",""
"2 on Scale 1 to 10","1993","higher education","Female","16","","",""
"3 on Scale 1 to 10","1993","in school","Male","","","",""
"3 on Scale 1 to 10","1993","in school","Female","1","","",""
"3 on Scale 1 to 10","1993","inadequately","Male","17","","",""
"3 on Scale 1 to 10","1993","inadequately","Female","21","","",""
"3 on Scale 1 to 10","1993","general elemantary","Male","30","0.0346899835755471","0.0230289250176079","0.0463510421334864"
"3 on Scale 1 to 10","1993","general elemantary","Female","92","0.0591356030742989","0.0480968166961853","0.0701743894524126"
"3 on Scale 1 to 10","1993","middle vocational","Male","146","0.0479156519671598","0.0407394685539596","0.0550918353803601"
"3 on Scale 1 to 10","1993","middle vocational","Female","162","0.0560272886820372","0.0481581989285998","0.0638963784354746"
"3 on Scale 1 to 10","1993","vocational + Abi","Male","10","","",""
"3 on Scale 1 to 10","1993","vocational + Abi","Female","5","","",""
"3 on Scale 1 to 10","1993","higher vocational","Male","26","","",""
"3 on Scale 1 to 10","1993","higher vocational","Female","13","","",""
"3 on Scale 1 to 10","1993","higher education","Male","46","0.0457315160782612","0.0321512199718437","0.0593118121846787"
"3 on Scale 1 to 10","1993","higher education","Female","33","0.0557728691647413","0.0390800568057751","0.0724656815237076"
"4 on Scale 1 to 10","1993","in school","Male","1","","",""
"4 on Scale 1 to 10","1993","in school","Female","2","","",""
"4 on Scale 1 to 10","1993","inadequately","Male","12","","",""
"4 on Scale 1 to 10","1993","inadequately","Female","34","0.111840325633586","0.0792382235042679","0.144442427762905"
"4 on Scale 1 to 10","1993","general elemantary","Male","43","0.0560736744658461","0.041413096899164","0.0707342520325282"
"4 on Scale 1 to 10","1993","general elemantary","Female","116","0.0744863789221626","0.0621988901243736","0.0867738677199517"
"4 on Scale 1 to 10","1993","middle vocational","Male","154","0.0495952909596934","0.0423008564844091","0.0568897254349777"
"4 on Scale 1 to 10","1993","middle vocational","Female","193","0.0587336259703775","0.0506882812985839","0.066778970642171"
"4 on Scale 1 to 10","1993","vocational + Abi","Male","6","","",""
"4 on Scale 1 to 10","1993","vocational + Abi","Female","6","","",""
"4 on Scale 1 to 10","1993","higher vocational","Male","31","0.0633277291248322","0.0414022188548252","0.0852532393948391"
"4 on Scale 1 to 10","1993","higher vocational","Female","16","","",""
"4 on Scale 1 to 10","1993","higher education","Male","47","0.0616268898634465","0.0459940077883919","0.0772597719385012"
"4 on Scale 1 to 10","1993","higher education","Female","48","0.0672366186759292","0.0490199710736478","0.0854532662782107"
"5 on Scale 1 to 10","1993","in school","Male","3","","",""
"5 on Scale 1 to 10","1993","in school","Female","10","","",""
"5 on Scale 1 to 10","1993","inadequately","Male","36","0.18208747335437","0.134057127348751","0.230117819359989"
"5 on Scale 1 to 10","1993","inadequately","Female","66","0.171457495188695","0.132468997551535","0.210445992825854"
"5 on Scale 1 to 10","1993","general elemantary","Male","128","0.147537657570259","0.124938535586881","0.170136779553638"
"5 on Scale 1 to 10","1993","general elemantary","Female","339","0.206212338363543","0.187278320084538","0.225146356642548"
"5 on Scale 1 to 10","1993","middle vocational","Male","482","0.145157544721041","0.133322225809181","0.1569928636329"
"5 on Scale 1 to 10","1993","middle vocational","Female","506","0.158245329695188","0.145757033407391","0.170733625982984"
"5 on Scale 1 to 10","1993","vocational + Abi","Male","17","","",""
"5 on Scale 1 to 10","1993","vocational + Abi","Female","22","","",""
"5 on Scale 1 to 10","1993","higher vocational","Male","65","0.118358185247028","0.0892775319373877","0.147438838556668"
"5 on Scale 1 to 10","1993","higher vocational","Female","38","0.180829770326261","0.13517472132613","0.226484819326392"
"5 on Scale 1 to 10","1993","higher education","Male","102","0.117695399229654","0.0967467914989976","0.13864400696031"
"5 on Scale 1 to 10","1993","higher education","Female","78","0.10547909511322","0.0831352338756139","0.127822956350827"
"6 on Scale 1 to 10","1993","in school","Male","3","","",""
"6 on Scale 1 to 10","1993","in school","Female","2","","",""
"6 on Scale 1 to 10","1993","inadequately","Male","27","","",""
"6 on Scale 1 to 10","1993","inadequately","Female","44","0.138384043538488","0.102664924300698","0.174103162776278"
"6 on Scale 1 to 10","1993","general elemantary","Male","85","0.0999460756949609","0.0808334805237108","0.119058670866211"
"6 on Scale 1 to 10","1993","general elemantary","Female","181","0.0973594332558817","0.0834861344920876","0.111232732019676"
"6 on Scale 1 to 10","1993","middle vocational","Male","350","0.102466159122255","0.0922771309918235","0.112655187252687"
"6 on Scale 1 to 10","1993","middle vocational","Female","370","0.116523916966286","0.10554524239722","0.127502591535352"
"6 on Scale 1 to 10","1993","vocational + Abi","Male","22","","",""
"6 on Scale 1 to 10","1993","vocational + Abi","Female","9","","",""
"6 on Scale 1 to 10","1993","higher vocational","Male","64","0.144730163183215","0.113057103146598","0.176403223219832"
"6 on Scale 1 to 10","1993","higher vocational","Female","27","","",""
"6 on Scale 1 to 10","1993","higher education","Male","108","0.121892372899632","0.100624292671422","0.143160453127843"
"6 on Scale 1 to 10","1993","higher education","Female","72","0.0901211012009339","0.0692913145252595","0.110950887876608"
"7 on Scale 1 to 10","1993","in school","Male","10","","",""
"7 on Scale 1 to 10","1993","in school","Female","13","","",""
"7 on Scale 1 to 10","1993","inadequately","Male","25","","",""
"7 on Scale 1 to 10","1993","inadequately","Female","47","0.121535768486201","0.0877359036201793","0.155335633352223"
"7 on Scale 1 to 10","1993","general elemantary","Male","139","0.15669673105506","0.133532153582992","0.179861308527127"
"7 on Scale 1 to 10","1993","general elemantary","Female","223","0.122845102141791","0.107483009997542","0.138207194286039"
"7 on Scale 1 to 10","1993","middle vocational","Male","539","0.159605961621921","0.147300918145298","0.171911005098543"
"7 on Scale 1 to 10","1993","middle vocational","Female","523","0.159590418125422","0.14705918297132","0.172121653279523"
"7 on Scale 1 to 10","1993","vocational + Abi","Male","34","0.142149982840207","0.0957947323560116","0.188505233324402"
"7 on Scale 1 to 10","1993","vocational + Abi","Female","27","","",""
"7 on Scale 1 to 10","1993","higher vocational","Male","86","0.149697535625986","0.117579204992949","0.181815866259022"
"7 on Scale 1 to 10","1993","higher vocational","Female","44","0.186038102891496","0.139877682405679","0.232198523377313"
"7 on Scale 1 to 10","1993","higher education","Male","163","0.168422844309813","0.14409419919932","0.192751489420306"
"7 on Scale 1 to 10","1993","higher education","Female","124","0.175452138660898","0.147784821496685","0.203119455825111"
"8 on Scale 1 to 10","1993","in school","Male","18","","",""
"8 on Scale 1 to 10","1993","in school","Female","27","","",""
"8 on Scale 1 to 10","1993","inadequately","Male","48","0.201087558004747","0.151203193604726","0.250971922404768"
"8 on Scale 1 to 10","1993","inadequately","Female","56","0.176072024380051","0.136672528042763","0.21547152071734"
"8 on Scale 1 to 10","1993","general elemantary","Male","203","0.211900665679759","0.18585957537007","0.237941755989448"
"8 on Scale 1 to 10","1993","general elemantary","Female","341","0.182231996401297","0.164166051969376","0.200297940833218"
"8 on Scale 1 to 10","1993","middle vocational","Male","839","0.249094648381842","0.234563768431079","0.263625528332606"
"8 on Scale 1 to 10","1993","middle vocational","Female","721","0.205357918581384","0.191535422268313","0.219180414894454"
"8 on Scale 1 to 10","1993","vocational + Abi","Male","59","0.291428954488869","0.231106654209722","0.351751254768016"
"8 on Scale 1 to 10","1993","vocational + Abi","Female","49","0.257819144042464","0.19167279089625","0.323965497188678"
"8 on Scale 1 to 10","1993","higher vocational","Male","96","0.222780536271329","0.185320397947562","0.260240674595095"
"8 on Scale 1 to 10","1993","higher vocational","Female","67","0.190467101653149","0.143887689276609","0.237046514029689"
"8 on Scale 1 to 10","1993","higher education","Male","240","0.268263211756141","0.239461111733861","0.297065311778421"
"8 on Scale 1 to 10","1993","higher education","Female","182","0.24822259039547","0.216799776875611","0.279645403915329"
"9 on Scale 1 to 10","1993","in school","Male","22","","",""
"9 on Scale 1 to 10","1993","in school","Female","19","","",""
"9 on Scale 1 to 10","1993","inadequately","Male","26","","",""
"9 on Scale 1 to 10","1993","inadequately","Female","26","","",""
"9 on Scale 1 to 10","1993","general elemantary","Male","133","0.116729287912795","0.0962676989606999","0.137190876864889"
"9 on Scale 1 to 10","1993","general elemantary","Female","134","0.0541958678739063","0.0436004768821746","0.0647912588656381"
"9 on Scale 1 to 10","1993","middle vocational","Male","374","0.0945211853868098","0.0846919249341321","0.104350445839487"
"9 on Scale 1 to 10","1993","middle vocational","Female","333","0.091117510696857","0.08127060526146","0.100964416132254"
"9 on Scale 1 to 10","1993","vocational + Abi","Male","35","0.160328113864183","0.111622447203244","0.209033780525123"
"9 on Scale 1 to 10","1993","vocational + Abi","Female","36","0.243595180289303","0.178686177132186","0.308504183446419"
"9 on Scale 1 to 10","1993","higher vocational","Male","45","0.100433082278906","0.0733739382918586","0.127492226265953"
"9 on Scale 1 to 10","1993","higher vocational","Female","32","0.0960673574860394","0.0611112774717015","0.131023437500377"
"9 on Scale 1 to 10","1993","higher education","Male","112","0.115625506201271","0.0948375842659229","0.136413428136618"
"9 on Scale 1 to 10","1993","higher education","Female","103","0.135786789115582","0.110868455812773","0.160705122418392"
"10 Completely satisfied","1993","in school","Male","31","0.366794629965209","0.26610365779088","0.467485602139539"
"10 Completely satisfied","1993","in school","Female","21","","",""
"10 Completely satisfied","1993","inadequately","Male","31","0.110777318853988","0.0717154568659499","0.149839180842026"
"10 Completely satisfied","1993","inadequately","Female","27","","",""
"10 Completely satisfied","1993","general elemantary","Male","135","0.111911160718951","0.0918217393039396","0.132000582133962"
"10 Completely satisfied","1993","general elemantary","Female","161","0.0827604288168175","0.0698664766741126","0.0956543809595224"
"10 Completely satisfied","1993","middle vocational","Male","332","0.0863916578183001","0.0769525043172943","0.0958308113193059"
"10 Completely satisfied","1993","middle vocational","Female","301","0.0885240813729377","0.0788044836707859","0.0982436790750895"
"10 Completely satisfied","1993","vocational + Abi","Male","18","","",""
"10 Completely satisfied","1993","vocational + Abi","Female","11","","",""
"10 Completely satisfied","1993","higher vocational","Male","35","0.0788305211774969","0.0545713539018743","0.10308968845312"
"10 Completely satisfied","1993","higher vocational","Female","26","","",""
"10 Completely satisfied","1993","higher education","Male","59","0.0620870360653597","0.0463997475975602","0.0777743245331591"
"10 Completely satisfied","1993","higher education","Female","55","0.07438613886194","0.0552990052459043","0.0934732724779757"
"0 Completely dissatisfied","1994","in school","Male","","","",""
"0 Completely dissatisfied","1994","in school","Female","","","",""
"0 Completely dissatisfied","1994","inadequately","Male","12","","",""
"0 Completely dissatisfied","1994","inadequately","Female","6","","",""
"0 Completely dissatisfied","1994","general elemantary","Male","10","","",""
"0 Completely dissatisfied","1994","general elemantary","Female","49","0.0399114376548392","0.030469113878422","0.0493537614312564"
"0 Completely dissatisfied","1994","middle vocational","Male","60","0.0204251146123932","0.0156201270753552","0.0252301021494311"
"0 Completely dissatisfied","1994","middle vocational","Female","53","0.0186509694991616","0.0140018734981725","0.0233000655001508"
"0 Completely dissatisfied","1994","vocational + Abi","Male","4","","",""
"0 Completely dissatisfied","1994","vocational + Abi","Female","1","","",""
"0 Completely dissatisfied","1994","higher vocational","Male","4","","",""
"0 Completely dissatisfied","1994","higher vocational","Female","4","","",""
"0 Completely dissatisfied","1994","higher education","Male","10","","",""
"0 Completely dissatisfied","1994","higher education","Female","7","","",""
"1 on Scale 1 to 10","1994","in school","Male","","","",""
"1 on Scale 1 to 10","1994","in school","Female","1","","",""
