"m11125","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1991","35-65 y.","Female","203","0.0545019514481754","0.0469888967144779","0.0620150061818729","3"
"3 on Scale 1 to 10","1991","66 and older","Female","74","0.0785612742536234","0.0612038719170979","0.095918676590149","3"
"3 on Scale 1 to 10","1991","66 and older","Male","53","0.095424156653187","0.0710032179632303","0.119845095343144","3"
"4 on Scale 1 to 10","1991","16-34 y.","Female","95","0.0406812660735351","0.0330361673257264","0.0483263648213439","4"
"4 on Scale 1 to 10","1991","16-34 y.","Male","66","0.0279571325075643","0.0216169590804662","0.0342973059346624","4"
"4 on Scale 1 to 10","1991","35-65 y.","Female","222","0.0625945196636793","0.0545775155262314","0.0706115238011273","4"
"4 on Scale 1 to 10","1991","35-65 y.","Male","188","0.0599436601241591","0.0520725641000258","0.0678147561482923","4"
"4 on Scale 1 to 10","1991","66 and older","Male","34","0.0560052785762913","0.0368931103671906","0.075117446785392","4"
"4 on Scale 1 to 10","1991","66 and older","Female","72","0.0847947293639164","0.066822956299365","0.102766502428468","4"
"5 on Scale 1 to 10","1991","16-34 y.","Female","267","0.111805595689424","0.0996103601535286","0.124000831225319","5"
"5 on Scale 1 to 10","1991","16-34 y.","Male","192","0.0815769869423943","0.071049679044568","0.0921042948402207","5"
"5 on Scale 1 to 10","1991","35-65 y.","Female","684","0.196447809373886","0.18329826067186","0.209597358075913","5"
"5 on Scale 1 to 10","1991","35-65 y.","Male","564","0.163022279788363","0.150774226404919","0.175270333171807","5"
"5 on Scale 1 to 10","1991","66 and older","Female","208","0.22379679008103","0.196908580519755","0.250684999642305","5"
"5 on Scale 1 to 10","1991","66 and older","Male","132","0.227174651207415","0.192346428772107","0.262002873642723","5"
"6 on Scale 1 to 10","1991","16-34 y.","Female","166","0.0658930743956072","0.0562919391403355","0.0754942096508788","6"
"6 on Scale 1 to 10","1991","16-34 y.","Male","139","0.0584011823965095","0.0493822342826364","0.0674201305103826","6"
"6 on Scale 1 to 10","1991","35-65 y.","Female","421","0.118196141573347","0.107511305705595","0.1288809774411","6"
"6 on Scale 1 to 10","1991","35-65 y.","Male","384","0.110397874202009","0.100006693383588","0.12078905502043","6"
"6 on Scale 1 to 10","1991","66 and older","Female","122","0.12735883871839","0.105851848735559","0.14886582870122","6"
"6 on Scale 1 to 10","1991","66 and older","Male","53","0.104210749229934","0.0788144826147213","0.129607015845146","6"
"7 on Scale 1 to 10","1991","16-34 y.","Female","343","0.13953660260406","0.126127037933207","0.152946167274913","7"
"7 on Scale 1 to 10","1991","16-34 y.","Male","352","0.147523509854171","0.133884465559522","0.16116255414882","7"
"7 on Scale 1 to 10","1991","35-65 y.","Female","538","0.15575477769187","0.143753286727045","0.167756268656696","7"
"7 on Scale 1 to 10","1991","35-65 y.","Male","553","0.156026360937646","0.143994021602293","0.168058700272999","7"
"7 on Scale 1 to 10","1991","66 and older","Female","106","0.118918672298817","0.0980362792805817","0.139801065317052","7"
"7 on Scale 1 to 10","1991","66 and older","Male","67","0.117318927289364","0.0905705990498777","0.144067255528851","7"
"8 on Scale 1 to 10","1991","16-34 y.","Female","682","0.261739469666337","0.244727921446613","0.278751017886061","8"
"8 on Scale 1 to 10","1991","35-65 y.","Female","714","0.201460612987486","0.188185951514201","0.214735274460771","8"
"8 on Scale 1 to 10","1991","16-34 y.","Male","704","0.264104712508179","0.247149306161202","0.281060118855156","8"
"8 on Scale 1 to 10","1991","35-65 y.","Male","813","0.229454703585462","0.215512410436156","0.243396996734767","8"
"8 on Scale 1 to 10","1991","66 and older","Female","117","0.118686107428767","0.0978213907505132","0.13955082410702","8"
"8 on Scale 1 to 10","1991","66 and older","Male","96","0.188331682556914","0.155833304580572","0.220830060533257","8"
"9 on Scale 1 to 10","1991","16-34 y.","Male","517","0.198594981068795","0.183251557314519","0.213938404823071","9"
"9 on Scale 1 to 10","1991","16-34 y.","Female","491","0.186581781782354","0.17150544008636","0.201658123478348","9"
"9 on Scale 1 to 10","1991","35-65 y.","Female","282","0.0802228234865532","0.0712325998739288","0.0892130470991777","9"
"9 on Scale 1 to 10","1991","35-65 y.","Male","359","0.0977241506198969","0.0878782089304889","0.107570092309305","9"
"9 on Scale 1 to 10","1991","66 and older","Female","38","0.0460820540969409","0.0325560764676716","0.0596080317262102","9"
"9 on Scale 1 to 10","1991","66 and older","Male","23","","","","9"
"0 Completely dissatisfied","1992","16-34 y.","Female","14","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","Male","11","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Female","83","0.0267961694934482","0.0214223360226189","0.0321700029642775","0"
"0 Completely dissatisfied","1992","35-65 y.","Male","56","0.0187861363133351","0.0142392051895032","0.023333067437167","0"
"0 Completely dissatisfied","1992","66 and older","Female","50","0.0580506868441106","0.0428826229145728","0.0732187507736484","0"
"0 Completely dissatisfied","1992","66 and older","Male","34","0.0617331786026048","0.0417284255603254","0.0817379316448842","0"
"1 on Scale 1 to 10","1992","16-34 y.","Female","8","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","Male","13","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Female","38","0.0147585109529419","0.0107457937111118","0.0187712281947719","1"
"1 on Scale 1 to 10","1992","35-65 y.","Male","45","0.0114823134994802","0.00791431448925892","0.0150503125097015","1"
"1 on Scale 1 to 10","1992","66 and older","Female","31","0.0367019820516698","0.0245054097440659","0.0488985543592738","1"
"1 on Scale 1 to 10","1992","66 and older","Male","20","","","","1"
"10 Completely satisfied","1992","16-34 y.","Female","359","0.136653801170732","0.12317878951852","0.150128812822944","10"
"10 Completely satisfied","1992","16-34 y.","Male","487","0.178955522878981","0.163881534007196","0.194029511750766","10"
"10 Completely satisfied","1992","35-65 y.","Female","205","0.0620166734131631","0.053990699685096","0.0700426471412302","10"
"10 Completely satisfied","1992","66 and older","Female","41","0.0454992165917856","0.0319815165144182","0.059016916669153","10"
"10 Completely satisfied","1992","35-65 y.","Male","252","0.0734348111106893","0.0646989286108075","0.0821706936105712","10"
"10 Completely satisfied","1992","66 and older","Male","27","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","Female","28","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","Male","16","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","Male","95","0.0305634256978802","0.0247987017064954","0.0363281496892651","2"
"2 on Scale 1 to 10","1992","35-65 y.","Female","118","0.028079903559284","0.0225824821668111","0.0335773249517568","2"
"2 on Scale 1 to 10","1992","66 and older","Female","58","0.0676636068462601","0.0513715246344633","0.0839556890580568","2"
"2 on Scale 1 to 10","1992","66 and older","Male","32","0.0533268081214362","0.034650822559283","0.0720027936835893","2"
"3 on Scale 1 to 10","1992","16-34 y.","Female","52","0.024115786721569","0.0180974613437525","0.0301341120993856","3"
"3 on Scale 1 to 10","1992","16-34 y.","Male","47","0.0165576210133343","0.011539446922947","0.0215757951037216","3"
"3 on Scale 1 to 10","1992","35-65 y.","Male","149","0.0468279020053448","0.0397524235325572","0.0539033804781325","3"
"3 on Scale 1 to 10","1992","66 and older","Female","73","0.081919148224152","0.0641303798198457","0.0997079166284583","3"
"3 on Scale 1 to 10","1992","35-65 y.","Female","193","0.0542978311143089","0.0467570840306824","0.0618385781979354","3"
"3 on Scale 1 to 10","1992","66 and older","Male","46","0.0815431925696107","0.0587956797012984","0.104290705437923","3"
"4 on Scale 1 to 10","1992","16-34 y.","Female","71","0.0263166897761605","0.0200368249747604","0.0325965545775605","4"
"4 on Scale 1 to 10","1992","16-34 y.","Male","54","0.02361258737617","0.0176414760232871","0.0295836987290529","4"
"4 on Scale 1 to 10","1992","35-65 y.","Female","215","0.059284254992945","0.0514256613806921","0.067142848605198","4"
"4 on Scale 1 to 10","1992","35-65 y.","Male","189","0.0583142265396037","0.0504662432867161","0.0661622097924913","4"
"4 on Scale 1 to 10","1992","66 and older","Female","87","0.0974002396549382","0.0781675367949773","0.116632942514899","4"
"4 on Scale 1 to 10","1992","66 and older","Male","40","0.0670618244019929","0.0462708516314752","0.0878527971725107","4"
"5 on Scale 1 to 10","1992","66 and older","Female","190","0.210064566847844","0.18364139792928","0.236487735766407","5"
"5 on Scale 1 to 10","1992","16-34 y.","Female","235","0.089852582470411","0.0786337683364314","0.101071396604391","5"
"5 on Scale 1 to 10","1992","16-34 y.","Male","178","0.0743967140686436","0.0640771437144993","0.0847162844227879","5"
"5 on Scale 1 to 10","1992","35-65 y.","Female","572","0.165634660085589","0.153263806155789","0.178005514015388","5"
"5 on Scale 1 to 10","1992","35-65 y.","Male","510","0.147380555647365","0.135508784551257","0.159252326743474","5"
"5 on Scale 1 to 10","1992","66 and older","Male","109","0.185831764352414","0.153500123369551","0.218163405335278","5"
"6 on Scale 1 to 10","1992","16-34 y.","Female","142","0.0628216693096054","0.0533026620973164","0.0723406765218944","6"
"6 on Scale 1 to 10","1992","16-34 y.","Male","138","0.0535498753162888","0.0446966729047922","0.0624030777277855","6"
"6 on Scale 1 to 10","1992","66 and older","Female","112","0.112394672075737","0.0919068631682434","0.13288248098323","6"
"6 on Scale 1 to 10","1992","35-65 y.","Male","333","0.092197859998944","0.0825089744766436","0.101886745521244","6"
"6 on Scale 1 to 10","1992","35-65 y.","Female","383","0.109741210401117","0.099339878632308","0.120142542169927","6"
"6 on Scale 1 to 10","1992","66 and older","Male","67","0.122054902925202","0.0948453134775867","0.149264492372817","6"
"7 on Scale 1 to 10","1992","16-34 y.","Female","353","0.142730908299444","0.129008087308247","0.156453729290641","7"
"7 on Scale 1 to 10","1992","16-34 y.","Male","314","0.135734881671758","0.12226569033817","0.149204073005346","7"
"7 on Scale 1 to 10","1992","35-65 y.","Female","574","0.160808024756275","0.148583542881537","0.173032506631013","7"
"7 on Scale 1 to 10","1992","35-65 y.","Male","582","0.174675509459152","0.161959636549838","0.187391382368466","7"
"7 on Scale 1 to 10","1992","66 and older","Female","126","0.144459170593393","0.121655454206134","0.167262886980652","7"
"7 on Scale 1 to 10","1992","66 and older","Male","76","0.141693076106084","0.112705872727913","0.170680279484255","7"
"8 on Scale 1 to 10","1992","16-34 y.","Female","707","0.285400921271073","0.267684144553781","0.303117697988365","8"
"8 on Scale 1 to 10","1992","16-34 y.","Male","710","0.302549209921364","0.2844846622232","0.320613757619528","8"
"8 on Scale 1 to 10","1992","35-65 y.","Female","784","0.232075268806759","0.218027100576954","0.246123437036565","8"
"8 on Scale 1 to 10","1992","35-65 y.","Male","868","0.249182247437462","0.234696409615338","0.263668085259586","8"
"8 on Scale 1 to 10","1992","66 and older","Female","115","0.112817005773414","0.0922956244177919","0.133338387129036","8"
"8 on Scale 1 to 10","1992","66 and older","Male","91","0.171219102021216","0.139907400450332","0.2025308035921","8"
"9 on Scale 1 to 10","1992","16-34 y.","Female","527","0.207686203253722","0.191772244311843","0.2236001621956","9"
"9 on Scale 1 to 10","1992","16-34 y.","Male","516","0.197492614149582","0.181836923055998","0.213148305243167","9"
"9 on Scale 1 to 10","1992","35-65 y.","Male","346","0.0971550122907438","0.0872362609159027","0.107073763665585","9"
"9 on Scale 1 to 10","1992","35-65 y.","Female","304","0.0865074924241685","0.0771528907938699","0.095862094054467","9"
"9 on Scale 1 to 10","1992","66 and older","Female","30","0.0330297044966963","0.0214373510820596","0.0446220579113331","9"
"9 on Scale 1 to 10","1992","66 and older","Male","14","","","","9"
"0 Completely dissatisfied","1993","35-65 y.","Male","57","0.016804598188223","0.0124596638050542","0.0211495325713919","0"
"0 Completely dissatisfied","1993","16-34 y.","Female","19","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","Male","16","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","Female","67","0.0216043415495667","0.0167065924863025","0.0265020906128309","0"
"0 Completely dissatisfied","1993","66 and older","Female","42","0.0521821710967785","0.037904293846403","0.066460048347154","0"
"0 Completely dissatisfied","1993","66 and older","Male","27","","","","0"
"1 on Scale 1 to 10","1993","16-34 y.","Female","11","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","Female","42","0.0119527192881518","0.00829179305360377","0.0156136455226997","1"
"1 on Scale 1 to 10","1993","35-65 y.","Male","33","0.010604189994366","0.00714182363029037","0.0140665563584416","1"
"1 on Scale 1 to 10","1993","16-34 y.","Male","8","","","","1"
"1 on Scale 1 to 10","1993","66 and older","Female","37","0.0411813167174959","0.0284240248076321","0.0539386086273596","1"
"1 on Scale 1 to 10","1993","66 and older","Male","22","","","","1"
"10 Completely satisfied","1993","16-34 y.","Female","378","0.149046083587061","0.134938400688487","0.163153766485635","10"
"10 Completely satisfied","1993","16-34 y.","Male","434","0.149983033605091","0.135870542194948","0.164095525015234","10"
"10 Completely satisfied","1993","35-65 y.","Female","196","0.0640723650728471","0.0558229098895042","0.07232182025619","10"
"10 Completely satisfied","1993","35-65 y.","Male","203","0.0631981287984693","0.0549733311670751","0.0714229264298635","10"
"10 Completely satisfied","1993","66 and older","Female","42","0.0566701370022854","0.041826201532867","0.0715140724717039","10"
"10 Completely satisfied","1993","66 and older","Male","19","","","","10"
"2 on Scale 1 to 10","1993","16-34 y.","Male","25","","","","2"
"2 on Scale 1 to 10","1993","16-34 y.","Female","31","0.012258875349551","0.00789985128268704","0.016617899416415","2"
"2 on Scale 1 to 10","1993","35-65 y.","Female","119","0.0364267516976811","0.0301154150766953","0.0427380883186668","2"
"2 on Scale 1 to 10","1993","35-65 y.","Male","114","0.0315223574513659","0.0256162222985063","0.0374284926042255","2"
"2 on Scale 1 to 10","1993","66 and older","Female","61","0.0645472483067006","0.0487715014204256","0.0803229951929757","2"
"2 on Scale 1 to 10","1993","66 and older","Male","40","0.0686139747645631","0.0476577361416453","0.0895702133874809","2"
"3 on Scale 1 to 10","1993","16-34 y.","Female","57","0.0257146246196107","0.0194445086922342","0.0319847405469872","3"
"3 on Scale 1 to 10","1993","16-34 y.","Male","52","0.0211691221461214","0.0154796224108223","0.0268586218814204","3"
"3 on Scale 1 to 10","1993","35-65 y.","Female","185","0.0540118784989481","0.046397118197731","0.0616266388001653","3"
"3 on Scale 1 to 10","1993","35-65 y.","Male","181","0.0545075453749712","0.0468338141706904","0.062181276579252","3"
"3 on Scale 1 to 10","1993","66 and older","Female","87","0.0945035511494013","0.0757230328040436","0.113284069494759","3"
"3 on Scale 1 to 10","1993","66 and older","Male","43","0.0764369931602584","0.05441141846565","0.0984625678548669","3"
"4 on Scale 1 to 10","1993","16-34 y.","Female","78","0.0300052210099869","0.0232471072561902","0.0367633347637836","4"
"4 on Scale 1 to 10","1993","16-34 y.","Male","63","0.0319126102600399","0.0249654507219709","0.0388597697981089","4"
"4 on Scale 1 to 10","1993","35-65 y.","Female","273","0.0801349206359615","0.0709886988960539","0.0892811423758691","4"
"4 on Scale 1 to 10","1993","35-65 y.","Male","193","0.0600133045961833","0.0519848147845734","0.0680417944077931","4"
"4 on Scale 1 to 10","1993","66 and older","Female","70","0.07051811039174","0.0540815502127021","0.0869546705707779","4"
"4 on Scale 1 to 10","1993","66 and older","Male","40","0.0721168870830432","0.0506728125229724","0.093560961643114","4"
"5 on Scale 1 to 10","1993","16-34 y.","Female","234","0.0986190719566541","0.0868083343166514","0.110429809596657","5"
"5 on Scale 1 to 10","1993","16-34 y.","Male","175","0.074556255114608","0.0641741390017623","0.0849383712274538","5"
"5 on Scale 1 to 10","1993","35-65 y.","Female","630","0.177494125798047","0.164622593495442","0.190365658100651","5"
"5 on Scale 1 to 10","1993","35-65 y.","Male","541","0.157027488006298","0.144729224767124","0.169325751245473","5"
"5 on Scale 1 to 10","1993","66 and older","Female","211","0.231583796070596","0.204501063810478","0.258666528330713","5"
"5 on Scale 1 to 10","1993","66 and older","Male","125","0.202138721146978","0.168847430040542","0.235430012253413","5"
"6 on Scale 1 to 10","1993","16-34 y.","Male","172","0.0764717565194453","0.0659680047336076","0.0869755083052831","6"
"6 on Scale 1 to 10","1993","16-34 y.","Female","184","0.0723102785453556","0.0620503632831804","0.0825701938075308","6"
"6 on Scale 1 to 10","1993","35-65 y.","Male","422","0.121376059203174","0.110337376013061","0.132414742393287","6"
"6 on Scale 1 to 10","1993","66 and older","Female","115","0.111197877503352","0.091014635609044","0.131381119397659","6"
"6 on Scale 1 to 10","1993","35-65 y.","Female","415","0.120699593275303","0.10972495297651","0.131674233574097","6"
"6 on Scale 1 to 10","1993","66 and older","Male","71","0.138018574286649","0.109425562103301","0.166611586469997","6"
"7 on Scale 1 to 10","1993","16-34 y.","Female","370","0.163215348851422","0.148575731146266","0.177854966556577","7"
"7 on Scale 1 to 10","1993","16-34 y.","Male","368","0.147024494487295","0.133027591450948","0.161021397523641","7"
"7 on Scale 1 to 10","1993","35-65 y.","Female","549","0.166527709008082","0.153977308326016","0.179078109690148","7"
"7 on Scale 1 to 10","1993","35-65 y.","Male","575","0.171656562409216","0.158910247027702","0.184402877790731","7"
"7 on Scale 1 to 10","1993","66 and older","Female","100","0.110306666846575","0.0901943925327186","0.130418941160431","7"
"7 on Scale 1 to 10","1993","66 and older","Male","65","0.119938434230203","0.0930058577401291","0.146871010720277","7"
"8 on Scale 1 to 10","1993","16-34 y.","Female","674","0.276189634561875","0.258478007010056","0.293901262113695","8"
"8 on Scale 1 to 10","1993","16-34 y.","Male","671","0.296511030900311","0.278459339520157","0.314562722280465","8"
"8 on Scale 1 to 10","1993","35-65 y.","Male","768","0.232820187594528","0.218534270119542","0.247106105069513","8"
"8 on Scale 1 to 10","1993","35-65 y.","Female","649","0.189550157351415","0.176346510492636","0.202753804210193","8"
"8 on Scale 1 to 10","1993","66 and older","Female","140","0.140388473718333","0.118085797671212","0.162691149765454","8"
"8 on Scale 1 to 10","1993","66 and older","Male","93","0.171990848897514","0.140707558555458","0.203274139239571","8"
"9 on Scale 1 to 10","1993","16-34 y.","Male","475","0.180384846713275","0.165187287573244","0.195582405853305","9"
"9 on Scale 1 to 10","1993","16-34 y.","Female","412","0.159926153390442","0.145406345770186","0.174445961010698","9"
"9 on Scale 1 to 10","1993","35-65 y.","Female","260","0.0775254378239976","0.0685166145421727","0.0865342611058224","9"
"9 on Scale 1 to 10","1993","35-65 y.","Male","275","0.0804695783832051","0.0712746542473174","0.0896645025190927","9"
"9 on Scale 1 to 10","1993","66 and older","Female","27","","","","9"
"9 on Scale 1 to 10","1993","66 and older","Male","14","","","","9"
"0 Completely dissatisfied","1994","35-65 y.","Male","66","0.0214575346457352","0.0165008373266664","0.0264142319648041","0"
"0 Completely dissatisfied","1994","16-34 y.","Female","13","","","","0"
"0 Completely dissatisfied","1994","16-34 y.","Male","13","","","","0"
"0 Completely dissatisfied","1994","35-65 y.","Female","60","0.0189520755311274","0.0143040322081289","0.023600118854126","0"
"0 Completely dissatisfied","1994","66 and older","Female","51","0.0607312406588404","0.045535705481054","0.0759267758366267","0"
"0 Completely dissatisfied","1994","66 and older","Male","22","","","","0"
"1 on Scale 1 to 10","1994","16-34 y.","Female","16","","","","1"
"1 on Scale 1 to 10","1994","16-34 y.","Male","6","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Female","28","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Male","42","0.0160773616321564","0.0117750633564381","0.0203796599078747","1"
"1 on Scale 1 to 10","1994","66 and older","Female","35","0.0421043526238973","0.0293270970469055","0.054881608200889","1"
"1 on Scale 1 to 10","1994","66 and older","Male","20","","","","1"
"10 Completely satisfied","1994","16-34 y.","Female","331","0.132308726373311","0.11882872109752","0.145788731649101","10"
"10 Completely satisfied","1994","16-34 y.","Male","366","0.135795051740849","0.122020571523487","0.14956953195821","10"
"10 Completely satisfied","1994","35-65 y.","Female","155","0.0481749046780887","0.0408755297096749","0.0554742796465024","10"
"10 Completely satisfied","1994","35-65 y.","Male","177","0.0562136635843372","0.0483346756105985","0.064092651558076","10"
"10 Completely satisfied","1994","66 and older","Female","35","0.0419315559056703","0.029179396244029","0.0546837155673116","10"
"10 Completely satisfied","1994","66 and older","Male","17","","","","10"
"2 on Scale 1 to 10","1994","16-34 y.","Female","32","0.0129700356788498","0.00846862168373497","0.0174714496739647","2"
"2 on Scale 1 to 10","1994","35-65 y.","Female","107","0.0345128377544685","0.0282904044103968","0.0407352710985402","2"
"2 on Scale 1 to 10","1994","35-65 y.","Male","96","0.0281964941253343","0.0225341085787291","0.0338588796719394","2"
"2 on Scale 1 to 10","1994","16-34 y.","Male","26","","","","2"
"2 on Scale 1 to 10","1994","66 and older","Female","68","0.0790385275345595","0.0618730797776392","0.0962039752914798","2"
"2 on Scale 1 to 10","1994","66 and older","Male","38","0.0684116922073586","0.0476688081935336","0.0891545762211837","2"
"3 on Scale 1 to 10","1994","16-34 y.","Female","84","0.0397455355343223","0.0319732177905872","0.0475178532780573","3"
"3 on Scale 1 to 10","1994","35-65 y.","Female","237","0.0714892621167537","0.0627069162012578","0.0802716080322496","3"
"3 on Scale 1 to 10","1994","35-65 y.","Male","185","0.0561553458171706","0.0482802025587219","0.0640304890756193","3"
"3 on Scale 1 to 10","1994","66 and older","Female","89","0.0959836915518045","0.0772422996675403","0.114725083436069","3"
"3 on Scale 1 to 10","1994","66 and older","Male","48","0.0840694078185357","0.0612690199881571","0.106869795648914","3"
"3 on Scale 1 to 10","1994","16-34 y.","Male","65","0.0331248502458516","0.0259289185260438","0.0403207819656594","3"
"4 on Scale 1 to 10","1994","16-34 y.","Male","58","0.0259858805213317","0.0195888824793818","0.0323828785632817","4"
"4 on Scale 1 to 10","1994","16-34 y.","Female","89","0.0361512737477767","0.0287248548322662","0.0435776926632871","4"
"4 on Scale 1 to 10","1994","35-65 y.","Female","260","0.0741264465166527","0.0651962894668692","0.0830566035664361","4"
"4 on Scale 1 to 10","1994","35-65 y.","Male","224","0.0692317384652187","0.0605484135645781","0.0779150633658592","4"
"4 on Scale 1 to 10","1994","66 and older","Female","72","0.0717886950656646","0.0553651676011398","0.0882122225301894","4"
"4 on Scale 1 to 10","1994","66 and older","Male","45","0.0691275908436412","0.048284469942179","0.0899707117451034","4"
"5 on Scale 1 to 10","1994","16-34 y.","Female","230","0.0976988123276549","0.0858865356866921","0.109511088968618","5"
"5 on Scale 1 to 10","1994","16-34 y.","Male","201","0.0828371894911922","0.0717541018132024","0.093920277169182","5"
"5 on Scale 1 to 10","1994","35-65 y.","Female","626","0.190739870774274","0.177347376158464","0.204132365390084","5"
"5 on Scale 1 to 10","1994","35-65 y.","Male","528","0.158044307685068","0.145566258373139","0.170522356996998","5"
"5 on Scale 1 to 10","1994","66 and older","Female","229","0.23421069463014","0.20726601685569","0.261155372404591","5"
"5 on Scale 1 to 10","1994","66 and older","Male","97","0.175700237330521","0.144430753000199","0.206969721660844","5"
"6 on Scale 1 to 10","1994","16-34 y.","Female","171","0.0636327842982355","0.0539214978163338","0.0733440707801372","6"
"6 on Scale 1 to 10","1994","16-34 y.","Male","174","0.0706920719674364","0.0603860740726073","0.0809980698622654","6"
"6 on Scale 1 to 10","1994","35-65 y.","Male","394","0.110455674765723","0.0997333128277842","0.121178036703662","6"
"6 on Scale 1 to 10","1994","66 and older","Female","111","0.109713011205724","0.0898287680420035","0.129597254369445","6"
"6 on Scale 1 to 10","1994","35-65 y.","Female","415","0.118577893850534","0.107557667831526","0.129598119869543","6"
"6 on Scale 1 to 10","1994","66 and older","Male","80","0.145317271860213","0.11636030696635","0.174274236754075","6"
"7 on Scale 1 to 10","1994","16-34 y.","Female","387","0.174305370377166","0.159212274988088","0.189398465766244","7"
"7 on Scale 1 to 10","1994","16-34 y.","Male","353","0.156281620846936","0.14168078961422","0.170882452079652","7"
"7 on Scale 1 to 10","1994","35-65 y.","Female","539","0.168141562894","0.155393067856089","0.18089005793191","7"
"7 on Scale 1 to 10","1994","35-65 y.","Male","578","0.17712231691201","0.164063106059605","0.190181527764415","7"
"7 on Scale 1 to 10","1994","66 and older","Female","118","0.11228341974158","0.0921966562472487","0.132370183235911","7"
"7 on Scale 1 to 10","1994","66 and older","Male","85","0.159559628720847","0.129470686570411","0.189648570871282","7"
"8 on Scale 1 to 10","1994","16-34 y.","Female","638","0.26681995319388","0.249223397300595","0.284416509087164","8"
"8 on Scale 1 to 10","1994","16-34 y.","Male","655","0.279811254202925","0.261761112022802","0.297861396383047","8"
"8 on Scale 1 to 10","1994","35-65 y.","Female","634","0.192769648605132","0.179322978951381","0.206216318258884","8"
"8 on Scale 1 to 10","1994","35-65 y.","Male","718","0.223914245088845","0.209654611456921","0.23817387872077","8"
"8 on Scale 1 to 10","1994","66 and older","Female","105","0.106253322428549","0.0866471208070644","0.125859524050033","8"
"8 on Scale 1 to 10","1994","66 and older","Male","101","0.171768281390918","0.140777011489454","0.202759551292383","8"
"9 on Scale 1 to 10","1994","16-34 y.","Female","436","0.167521947196721","0.152664798998368","0.182379095395075","9"
"9 on Scale 1 to 10","1994","16-34 y.","Male","459","0.187926970667431","0.172219112439749","0.203634828895113","9"
"9 on Scale 1 to 10","1994","35-65 y.","Male","275","0.0831313172784004","0.0736874788071231","0.0925751557496777","9"
"9 on Scale 1 to 10","1994","35-65 y.","Female","245","0.0739239538982774","0.0650050273851405","0.0828428804114143","9"
"9 on Scale 1 to 10","1994","66 and older","Female","36","0.0459614886535699","0.0326387048262278","0.059284272480912","9"
"9 on Scale 1 to 10","1994","66 and older","Male","16","","","","9"
"0 Completely dissatisfied","1995","35-65 y.","Male","41","0.0163122280100596","0.0120442891250006","0.0205801668951186","0"
"0 Completely dissatisfied","1995","16-34 y.","Female","13","","","","0"
"0 Completely dissatisfied","1995","16-34 y.","Male","8","","","","0"
"0 Completely dissatisfied","1995","35-65 y.","Female","54","0.0183726254928601","0.0138874910941739","0.0228577598915464","0"
"0 Completely dissatisfied","1995","66 and older","Female","51","0.0562092910174734","0.0416394646208177","0.0707791174141291","0"
"0 Completely dissatisfied","1995","66 and older","Male","25","","","","0"
"1 on Scale 1 to 10","1995","35-65 y.","Female","41","0.0110520212139372","0.00756042432263856","0.0145436181052357","1"
"1 on Scale 1 to 10","1995","16-34 y.","Female","9","","","","1"
"1 on Scale 1 to 10","1995","16-34 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1995","35-65 y.","Male","31","0.0102225384904949","0.0068334643388211","0.0136116126421686","1"
"1 on Scale 1 to 10","1995","66 and older","Female","27","","","","1"
"1 on Scale 1 to 10","1995","66 and older","Male","17","","","","1"
"10 Completely satisfied","1995","16-34 y.","Female","316","0.1188530478649","0.106167552820747","0.131538542909054","10"
"10 Completely satisfied","1995","16-34 y.","Male","374","0.135203351627343","0.121632943205445","0.148773760049242","10"
"10 Completely satisfied","1995","35-65 y.","Female","176","0.0477797505625573","0.0406560252476496","0.0549034758774649","10"
"10 Completely satisfied","1995","35-65 y.","Male","182","0.0479547224584686","0.0407556357182651","0.0551538091986721","10"
"10 Completely satisfied","1995","66 and older","Female","39","0.0440475140581545","0.0310670168119308","0.0570280113043783","10"
"10 Completely satisfied","1995","66 and older","Male","26","","","","10"
"2 on Scale 1 to 10","1995","16-34 y.","Female","31","0.0136877469537821","0.00913313601564394","0.0182423578919203","2"
"2 on Scale 1 to 10","1995","16-34 y.","Male","27","","","","2"
"2 on Scale 1 to 10","1995","35-65 y.","Female","114","0.0336589884633596","0.0276357195163854","0.0396822574103339","2"
"2 on Scale 1 to 10","1995","35-65 y.","Male","84","0.0225563310054065","0.0175535324892289","0.0275591295215841","2"
"2 on Scale 1 to 10","1995","66 and older","Female","66","0.0797762113349477","0.0626367998239114","0.096915622845984","2"
"2 on Scale 1 to 10","1995","66 and older","Male","34","0.0646318928525944","0.0447584026755301","0.0845053830296586","2"
"3 on Scale 1 to 10","1995","16-34 y.","Female","54","0.0239332634585508","0.0179419946719378","0.0299245322451637","3"
