"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","2006","16-34 y.","higher education","14","","","","4"
"4 on Scale 1 to 10","2006","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","2006","35-65 y.","inadequately","17","","","","4"
"4 on Scale 1 to 10","2006","35-65 y.","general elemantary","53","0.0669036396436349","0.0501853222061834","0.0836219570810865","4"
"4 on Scale 1 to 10","2006","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","2006","66 and older","inadequately","4","","","","4"
"4 on Scale 1 to 10","2006","66 and older","general elemantary","82","0.0899667309260683","0.070628368379065","0.109305093473072","4"
"4 on Scale 1 to 10","2006","66 and older","middle vocational","213","0.0875677176559643","0.0761026404123229","0.0990327948996057","4"
"4 on Scale 1 to 10","2006","66 and older","vocational + Abi","8","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","in school","5","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","inadequately","4","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","general elemantary","28","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","middle vocational","81","0.04418440903488","0.0359454807792034","0.0524233372905566","4"
"5 on Scale 1 to 10","2006","16-34 y.","in school","12","","","","5"
"5 on Scale 1 to 10","2006","16-34 y.","inadequately","5","","","","5"
"5 on Scale 1 to 10","2006","16-34 y.","vocational + Abi","33","0.0775149166535258","0.0528629715485019","0.10216686175855","5"
"5 on Scale 1 to 10","2006","16-34 y.","higher vocational","20","","","","5"
"5 on Scale 1 to 10","2006","16-34 y.","higher education","29","","","","5"
"5 on Scale 1 to 10","2006","35-65 y.","in school","1","","","","5"
"5 on Scale 1 to 10","2006","35-65 y.","inadequately","28","","","","5"
"5 on Scale 1 to 10","2006","35-65 y.","general elemantary","156","0.196985659645052","0.170373298822463","0.223598020467641","5"
"5 on Scale 1 to 10","2006","35-65 y.","middle vocational","984","0.154658049898186","0.145794000177486","0.163522099618886","5"
"5 on Scale 1 to 10","2006","35-65 y.","vocational + Abi","64","0.0924662820587582","0.0702477898794033","0.114684774238113","5"
"5 on Scale 1 to 10","2006","35-65 y.","higher vocational","163","0.141130196118157","0.121043022829084","0.161217369407229","5"
"5 on Scale 1 to 10","2006","35-65 y.","higher education","310","0.0931201725324153","0.0830594115623597","0.103180933502471","5"
"5 on Scale 1 to 10","2006","66 and older","in school","3","","","","5"
"5 on Scale 1 to 10","2006","66 and older","inadequately","13","","","","5"
"5 on Scale 1 to 10","2006","66 and older","general elemantary","196","0.245850129087688","0.21674871155842","0.274951546616956","5"
"5 on Scale 1 to 10","2006","66 and older","middle vocational","485","0.205735569858399","0.189339419307269","0.222131720409529","5"
"5 on Scale 1 to 10","2006","66 and older","vocational + Abi","23","","","","5"
"5 on Scale 1 to 10","2006","16-34 y.","general elemantary","71","0.0978648005728134","0.0772233302701772","0.11850627087545","5"
"5 on Scale 1 to 10","2006","16-34 y.","middle vocational","166","0.0754360829248065","0.0648482476659484","0.0860239181836647","5"
"5 on Scale 1 to 10","2006","66 and older","higher education","136","0.176341595304002","0.149948958408868","0.202734232199136","5"
"5 on Scale 1 to 10","2006","66 and older","higher vocational","70","0.222139263908647","0.176088216592324","0.26819031122497","5"
"6 on Scale 1 to 10","2006","35-65 y.","vocational + Abi","70","0.0894176841008088","0.0675318645041792","0.111303503697438","6"
"6 on Scale 1 to 10","2006","35-65 y.","higher vocational","127","0.104703473954759","0.0870386553573308","0.122368292552188","6"
"6 on Scale 1 to 10","2006","35-65 y.","higher education","327","0.103531609603914","0.0929843885673964","0.114078830640432","6"
"6 on Scale 1 to 10","2006","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","2006","66 and older","inadequately","4","","","","6"
"6 on Scale 1 to 10","2006","66 and older","vocational + Abi","15","","","","6"
"6 on Scale 1 to 10","2006","66 and older","higher vocational","34","0.110961161728175","0.0761657654727544","0.145756557983595","6"
"6 on Scale 1 to 10","2006","66 and older","higher education","94","0.129361655990536","0.106120725528439","0.152602586452633","6"
"6 on Scale 1 to 10","2006","16-34 y.","higher education","47","0.0711401650214447","0.0501108720777092","0.0921694579651802","6"
"6 on Scale 1 to 10","2006","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","2006","35-65 y.","middle vocational","694","0.101959069632755","0.0945410034213406","0.109377135844169","6"
"6 on Scale 1 to 10","2006","16-34 y.","vocational + Abi","40","0.0974193276550162","0.0700827305357057","0.124755924774327","6"
"6 on Scale 1 to 10","2006","16-34 y.","higher vocational","22","","","","6"
"6 on Scale 1 to 10","2006","66 and older","general elemantary","102","0.112719650484511","0.0913459193724548","0.134093381596567","6"
"6 on Scale 1 to 10","2006","66 and older","middle vocational","292","0.118553169528619","0.105441460785157","0.13166487827208","6"
"6 on Scale 1 to 10","2006","16-34 y.","general elemantary","52","0.0645635891966379","0.0474912698807405","0.0816359085125352","6"
"6 on Scale 1 to 10","2006","16-34 y.","inadequately","4","","","","6"
"6 on Scale 1 to 10","2006","16-34 y.","in school","23","","","","6"
"6 on Scale 1 to 10","2006","16-34 y.","middle vocational","171","0.0670467034405245","0.057019777505616","0.0770736293754331","6"
"6 on Scale 1 to 10","2006","35-65 y.","inadequately","9","","","","6"
"6 on Scale 1 to 10","2006","35-65 y.","general elemantary","88","0.0978175051777992","0.0779400887506591","0.117694921604939","6"
"7 on Scale 1 to 10","2006","66 and older","higher education","136","0.145404389978272","0.120992527141256","0.169816252815287","7"
"7 on Scale 1 to 10","2006","66 and older","higher vocational","55","0.170810456109546","0.129117752636374","0.212503159582719","7"
"7 on Scale 1 to 10","2006","35-65 y.","higher vocational","211","0.196741506797753","0.17380533957285","0.219677674022657","7"
"7 on Scale 1 to 10","2006","35-65 y.","middle vocational","1142","0.172063746012866","0.162810953047872","0.181316538977861","7"
"7 on Scale 1 to 10","2006","35-65 y.","vocational + Abi","136","0.217597528929156","0.185950453172534","0.249244604685777","7"
"7 on Scale 1 to 10","2006","16-34 y.","vocational + Abi","85","0.211530901412341","0.173881495964249","0.249180306860433","7"
"7 on Scale 1 to 10","2006","16-34 y.","higher vocational","22","","","","7"
"7 on Scale 1 to 10","2006","16-34 y.","higher education","104","0.184173256211129","0.15246266076617","0.215883851656088","7"
"7 on Scale 1 to 10","2006","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","2006","35-65 y.","inadequately","16","","","","7"
"7 on Scale 1 to 10","2006","35-65 y.","general elemantary","144","0.141926387790833","0.118575774305516","0.16527700127615","7"
"7 on Scale 1 to 10","2006","35-65 y.","higher education","638","0.199182641622347","0.185355686376987","0.213009596867708","7"
"7 on Scale 1 to 10","2006","66 and older","in school","1","","","","7"
"7 on Scale 1 to 10","2006","66 and older","inadequately","8","","","","7"
"7 on Scale 1 to 10","2006","66 and older","general elemantary","90","0.0939558230171998","0.0742367438548683","0.113674902179531","7"
"7 on Scale 1 to 10","2006","66 and older","middle vocational","326","0.137459242935478","0.123492940727268","0.151425545143687","7"
"7 on Scale 1 to 10","2006","66 and older","vocational + Abi","15","","","","7"
"7 on Scale 1 to 10","2006","16-34 y.","inadequately","7","","","","7"
"7 on Scale 1 to 10","2006","16-34 y.","middle vocational","373","0.15693814719877","0.142355273299764","0.171521021097775","7"
"7 on Scale 1 to 10","2006","16-34 y.","in school","57","0.142592516625229","0.107845678407018","0.17733935484344","7"
"7 on Scale 1 to 10","2006","16-34 y.","general elemantary","107","0.115712938147308","0.0934911423116689","0.137934733982946","7"
"8 on Scale 1 to 10","2006","16-34 y.","in school","95","0.267743078757571","0.22374191535456","0.311744242160583","8"
"8 on Scale 1 to 10","2006","16-34 y.","vocational + Abi","141","0.294171286590818","0.25216360877404","0.336178964407596","8"
"8 on Scale 1 to 10","2006","16-34 y.","higher vocational","66","0.312522867373453","0.246440252812327","0.378605481934579","8"
"8 on Scale 1 to 10","2006","16-34 y.","higher education","175","0.333420127764581","0.294853279472386","0.371986976056776","8"
"8 on Scale 1 to 10","2006","35-65 y.","in school","1","","","","8"
"8 on Scale 1 to 10","2006","35-65 y.","inadequately","24","","","","8"
"8 on Scale 1 to 10","2006","35-65 y.","general elemantary","183","0.218363716761666","0.190719961366355","0.246007472156977","8"
"8 on Scale 1 to 10","2006","35-65 y.","middle vocational","1534","0.233727906518656","0.223353183827173","0.24410262921014","8"
"8 on Scale 1 to 10","2006","35-65 y.","vocational + Abi","167","0.241053878465677","0.208247821468833","0.273859935462521","8"
"8 on Scale 1 to 10","2006","35-65 y.","higher vocational","280","0.229205747062109","0.204954885524901","0.253456608599317","8"
"8 on Scale 1 to 10","2006","35-65 y.","higher education","866","0.251723210495351","0.236697782823211","0.266748638167492","8"
"8 on Scale 1 to 10","2006","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","2006","66 and older","inadequately","4","","","","8"
"8 on Scale 1 to 10","2006","66 and older","general elemantary","102","0.115652923807785","0.0940386935576928","0.137267154057877","8"
"8 on Scale 1 to 10","2006","66 and older","middle vocational","392","0.162210952710687","0.147258512473392","0.177163392947981","8"
"8 on Scale 1 to 10","2006","66 and older","vocational + Abi","17","","","","8"
"8 on Scale 1 to 10","2006","66 and older","higher vocational","47","0.133054348645457","0.0954284921188668","0.170680205172046","8"
"8 on Scale 1 to 10","2006","66 and older","higher education","187","0.221051421546098","0.192314986917896","0.249787856174301","8"
"8 on Scale 1 to 10","2006","16-34 y.","general elemantary","193","0.249480472294053","0.219420343692833","0.279540600895272","8"
"8 on Scale 1 to 10","2006","16-34 y.","inadequately","15","","","","8"
"8 on Scale 1 to 10","2006","16-34 y.","middle vocational","707","0.281444991098468","0.263415813656593","0.299474168540343","8"
"9 on Scale 1 to 10","2006","35-65 y.","vocational + Abi","84","0.121770037653752","0.0966878250102902","0.146852250297214","9"
"9 on Scale 1 to 10","2006","35-65 y.","higher vocational","141","0.109753829446632","0.0917190811746504","0.127788577718614","9"
"9 on Scale 1 to 10","2006","35-65 y.","higher education","468","0.132031030794664","0.120311123388042","0.143750938201287","9"
"9 on Scale 1 to 10","2006","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","2006","66 and older","inadequately","5","","","","9"
"9 on Scale 1 to 10","2006","35-65 y.","in school","1","","","","9"
"9 on Scale 1 to 10","2006","66 and older","higher vocational","22","","","","9"
"9 on Scale 1 to 10","2006","66 and older","higher education","44","0.0514071545398014","0.0361144767504416","0.0666998323291612","9"
"9 on Scale 1 to 10","2006","16-34 y.","vocational + Abi","81","0.172749072862126","0.137898865422463","0.207599280301789","9"
"9 on Scale 1 to 10","2006","16-34 y.","higher education","121","0.20109435405778","0.168304473948608","0.233884234166952","9"
"9 on Scale 1 to 10","2006","16-34 y.","higher vocational","25","","","","9"
"9 on Scale 1 to 10","2006","35-65 y.","inadequately","4","","","","9"
"9 on Scale 1 to 10","2006","35-65 y.","general elemantary","54","0.0481725125593594","0.0338445902605627","0.062500434858156","9"
"9 on Scale 1 to 10","2006","35-65 y.","middle vocational","578","0.0914289321280594","0.0843633006347926","0.0984945636213262","9"
"9 on Scale 1 to 10","2006","66 and older","general elemantary","25","","","","9"
"9 on Scale 1 to 10","2006","66 and older","middle vocational","108","0.0508687027462095","0.0419563344115519","0.059781071080867","9"
"9 on Scale 1 to 10","2006","66 and older","vocational + Abi","4","","","","9"
"9 on Scale 1 to 10","2006","16-34 y.","in school","97","0.197725501773229","0.158146382373552","0.237304621172907","9"
"9 on Scale 1 to 10","2006","16-34 y.","inadequately","9","","","","9"
"9 on Scale 1 to 10","2006","16-34 y.","general elemantary","154","0.185781302465173","0.158762686750711","0.212799918179635","9"
"9 on Scale 1 to 10","2006","16-34 y.","middle vocational","483","0.191052810689216","0.175291731853254","0.206813889525178","9"
"0 Completely dissatisfied","2007","66 and older","inadequately","2","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","higher education","1","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","inadequately","4","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","higher vocational","9","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","higher education","16","","","","0"
"0 Completely dissatisfied","2007","66 and older","in school","","","","","0"
"0 Completely dissatisfied","2007","66 and older","general elemantary","31","0.036489499650069","0.0233223569495247","0.0496566423506132","0"
"0 Completely dissatisfied","2007","66 and older","middle vocational","57","0.0236794967481497","0.0174615065592069","0.0298974869370926","0"
"0 Completely dissatisfied","2007","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","inadequately","1","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","middle vocational","61","0.0112397129072257","0.00854449823439641","0.013934927580055","0"
"0 Completely dissatisfied","2007","35-65 y.","general elemantary","16","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","middle vocational","3","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","general elemantary","3","","","","0"
"0 Completely dissatisfied","2007","66 and older","higher education","13","","","","0"
"0 Completely dissatisfied","2007","66 and older","higher vocational","2","","","","0"
"0 Completely dissatisfied","2007","66 and older","vocational + Abi","6","","","","0"
"1 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","higher vocational","1","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","middle vocational","79","0.0157694912890285","0.0125843588225005","0.0189546237555565","1"
"1 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","9","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","higher vocational","7","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","higher education","24","","","","1"
"1 on Scale 1 to 10","2007","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","2007","66 and older","higher vocational","4","","","","1"
"1 on Scale 1 to 10","2007","66 and older","higher education","12","","","","1"
"1 on Scale 1 to 10","2007","66 and older","general elemantary","25","","","","1"
"1 on Scale 1 to 10","2007","66 and older","inadequately","4","","","","1"
"1 on Scale 1 to 10","2007","66 and older","middle vocational","56","0.0292016312686251","0.0223161283174543","0.0360871342197959","1"
"1 on Scale 1 to 10","2007","66 and older","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","higher education","","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","inadequately","","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","general elemantary","13","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","in school","1","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","inadequately","","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","middle vocational","8","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","general elemantary","5","","","","1"
"10 Completely satisfied","2007","16-34 y.","in school","61","0.18128681512597","0.140456377019823","0.222117253232117","10"
"10 Completely satisfied","2007","16-34 y.","inadequately","9","","","","10"
"10 Completely satisfied","2007","16-34 y.","vocational + Abi","39","0.0962472136562632","0.0682733108934729","0.124221116419053","10"
"10 Completely satisfied","2007","16-34 y.","higher vocational","11","","","","10"
"10 Completely satisfied","2007","16-34 y.","higher education","56","0.117679287362677","0.0909194329973312","0.144439141728023","10"
"10 Completely satisfied","2007","35-65 y.","in school","","","","","10"
"10 Completely satisfied","2007","35-65 y.","inadequately","4","","","","10"
"10 Completely satisfied","2007","35-65 y.","general elemantary","23","","","","10"
"10 Completely satisfied","2007","35-65 y.","middle vocational","278","0.0526089772919337","0.0469012290642728","0.0583167255195947","10"
"10 Completely satisfied","2007","35-65 y.","vocational + Abi","45","0.0799720490623677","0.058740389431907","0.101203708692828","10"
"10 Completely satisfied","2007","66 and older","higher vocational","7","","","","10"
"10 Completely satisfied","2007","66 and older","higher education","33","0.0427060290384543","0.028875341501704","0.0565367165752046","10"
"10 Completely satisfied","2007","16-34 y.","general elemantary","126","0.185016519064964","0.156084769330524","0.213948268799404","10"
"10 Completely satisfied","2007","16-34 y.","middle vocational","258","0.119663453779892","0.106073060181783","0.133253847378001","10"
"10 Completely satisfied","2007","35-65 y.","higher vocational","35","0.0303412686913451","0.020059080156647","0.0406234572260432","10"
"10 Completely satisfied","2007","35-65 y.","higher education","138","0.0409950061138406","0.0339186719298262","0.048071340297855","10"
"10 Completely satisfied","2007","66 and older","in school","","","","","10"
"10 Completely satisfied","2007","66 and older","inadequately","","","","","10"
"10 Completely satisfied","2007","66 and older","general elemantary","14","","","","10"
"10 Completely satisfied","2007","66 and older","middle vocational","56","0.027601679645356","0.0209019473622813","0.0343014119284307","10"
"10 Completely satisfied","2007","66 and older","vocational + Abi","3","","","","10"
"2 on Scale 1 to 10","2007","16-34 y.","higher education","6","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","inadequately","9","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","general elemantary","29","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","12","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","higher education","65","0.0237553719225706","0.018320458025738","0.0291902858194031","2"
"2 on Scale 1 to 10","2007","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","2007","66 and older","general elemantary","71","0.106299440212856","0.0846552737240687","0.127943606701643","2"
"2 on Scale 1 to 10","2007","66 and older","middle vocational","113","0.0518127993799461","0.0427485224327792","0.0608770763271129","2"
"2 on Scale 1 to 10","2007","66 and older","higher vocational","17","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","in school","2","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","inadequately","","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","general elemantary","9","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","10","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","higher vocational","1","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","middle vocational","181","0.0341530122824267","0.0295095821248449","0.0387964424400085","2"
"2 on Scale 1 to 10","2007","35-65 y.","higher vocational","30","0.0409934468241927","0.0291076789594275","0.0528792146889579","2"
"2 on Scale 1 to 10","2007","66 and older","inadequately","6","","","","2"
"2 on Scale 1 to 10","2007","66 and older","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","middle vocational","18","","","","2"
"2 on Scale 1 to 10","2007","66 and older","higher education","33","0.0440765873260986","0.0300357812072575","0.0581173934449397","2"
"3 on Scale 1 to 10","2007","16-34 y.","higher vocational","6","","","","3"
"3 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","11","","","","3"
"3 on Scale 1 to 10","2007","16-34 y.","higher education","9","","","","3"
"3 on Scale 1 to 10","2007","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","28","","","","3"
"3 on Scale 1 to 10","2007","35-65 y.","higher vocational","79","0.0636762077000428","0.0490389114327164","0.0783135039673692","3"
"3 on Scale 1 to 10","2007","35-65 y.","higher education","155","0.054447354849954","0.0463496177620781","0.0625450919378298","3"
"3 on Scale 1 to 10","2007","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","2007","66 and older","inadequately","4","","","","3"
"3 on Scale 1 to 10","2007","66 and older","general elemantary","72","0.0949811291743725","0.0743925278616666","0.115569730487078","3"
"3 on Scale 1 to 10","2007","66 and older","middle vocational","208","0.0906577965635969","0.0789160190530881","0.102399574074106","3"
"3 on Scale 1 to 10","2007","66 and older","vocational + Abi","13","","","","3"
"3 on Scale 1 to 10","2007","66 and older","higher vocational","28","","","","3"
"3 on Scale 1 to 10","2007","16-34 y.","inadequately","1","","","","3"
"3 on Scale 1 to 10","2007","35-65 y.","inadequately","11","","","","3"
"3 on Scale 1 to 10","2007","35-65 y.","general elemantary","58","0.0927161148226195","0.0719451632543942","0.113487066390845","3"
"3 on Scale 1 to 10","2007","35-65 y.","middle vocational","277","0.0518241823429354","0.0461568208835196","0.0574915438023512","3"
"3 on Scale 1 to 10","2007","66 and older","higher education","62","0.0896926470953196","0.0701470492614077","0.109238244929231","3"
"3 on Scale 1 to 10","2007","16-34 y.","general elemantary","21","","","","3"
"3 on Scale 1 to 10","2007","16-34 y.","in school","6","","","","3"
"3 on Scale 1 to 10","2007","16-34 y.","middle vocational","50","0.0165964495356284","0.0112471073078494","0.0219457917634075","3"
"4 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","18","","","","4"
"4 on Scale 1 to 10","2007","16-34 y.","higher vocational","7","","","","4"
"4 on Scale 1 to 10","2007","16-34 y.","higher education","18","","","","4"
"4 on Scale 1 to 10","2007","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","2007","35-65 y.","inadequately","8","","","","4"
"4 on Scale 1 to 10","2007","35-65 y.","general elemantary","52","0.0709766274028267","0.0525867776150487","0.0893664771906048","4"
"4 on Scale 1 to 10","2007","35-65 y.","middle vocational","368","0.0648768344526623","0.0585796055640864","0.0711740633412383","4"
"4 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","43","0.0924699328599753","0.0697950473459525","0.115144818373998","4"
"4 on Scale 1 to 10","2007","35-65 y.","higher vocational","60","0.0612639269481928","0.0468880810914945","0.0756397728048912","4"
"4 on Scale 1 to 10","2007","35-65 y.","higher education","144","0.054779056220753","0.0466581150725892","0.0628999973689168","4"
"4 on Scale 1 to 10","2007","66 and older","higher vocational","28","","","","4"
"4 on Scale 1 to 10","2007","66 and older","higher education","65","0.0676660095363589","0.050485044495673","0.0848469745770448","4"
"4 on Scale 1 to 10","2007","66 and older","vocational + Abi","10","","","","4"
"4 on Scale 1 to 10","2007","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","2007","66 and older","inadequately","10","","","","4"
"4 on Scale 1 to 10","2007","66 and older","general elemantary","84","0.121600412795568","0.0986498706891022","0.144550954902033","4"
"4 on Scale 1 to 10","2007","66 and older","middle vocational","198","0.0925433489658413","0.080692399579402","0.104394298352281","4"
"4 on Scale 1 to 10","2007","16-34 y.","in school","5","","","","4"
"4 on Scale 1 to 10","2007","16-34 y.","inadequately","1","","","","4"
"4 on Scale 1 to 10","2007","16-34 y.","middle vocational","78","0.0296006156355458","0.0225039796319654","0.0366972516391262","4"
"4 on Scale 1 to 10","2007","16-34 y.","general elemantary","22","","","","4"
"5 on Scale 1 to 10","2007","16-34 y.","in school","10","","","","5"
"5 on Scale 1 to 10","2007","16-34 y.","inadequately","9","","","","5"
"5 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","27","","","","5"
"5 on Scale 1 to 10","2007","16-34 y.","higher vocational","15","","","","5"
"5 on Scale 1 to 10","2007","16-34 y.","higher education","30","0.0774542254144544","0.0552550413063588","0.0996534095225499","5"
"5 on Scale 1 to 10","2007","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","2007","35-65 y.","inadequately","29","","","","5"
"5 on Scale 1 to 10","2007","35-65 y.","general elemantary","147","0.20766463219793","0.178614843895864","0.236714420499996","5"
"5 on Scale 1 to 10","2007","35-65 y.","middle vocational","903","0.164726673101962","0.155243219671717","0.174210126532208","5"
"5 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","54","0.0917266932629893","0.0691338720895697","0.114319514436409","5"
"5 on Scale 1 to 10","2007","35-65 y.","higher vocational","136","0.134769991810106","0.114299813481596","0.155240170138617","5"
"5 on Scale 1 to 10","2007","35-65 y.","higher education","277","0.0897326574461253","0.0795328454188693","0.0999324694733813","5"
"5 on Scale 1 to 10","2007","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","2007","66 and older","inadequately","7","","","","5"
"5 on Scale 1 to 10","2007","66 and older","general elemantary","153","0.184116556481203","0.156899582122359","0.211333530840047","5"
"5 on Scale 1 to 10","2007","66 and older","middle vocational","480","0.194998665845529","0.178796177658575","0.211201154032483","5"
"5 on Scale 1 to 10","2007","66 and older","vocational + Abi","17","","","","5"
"5 on Scale 1 to 10","2007","66 and older","higher vocational","62","0.232399646769392","0.18538290181993","0.279416391718853","5"
"5 on Scale 1 to 10","2007","66 and older","higher education","136","0.176587427566318","0.150503970637883","0.202670884494754","5"
"5 on Scale 1 to 10","2007","16-34 y.","general elemantary","59","0.083565959586983","0.0629473036190122","0.104184615554954","5"
"5 on Scale 1 to 10","2007","16-34 y.","middle vocational","172","0.0913918990809097","0.0793257397592563","0.103458058402563","5"
"6 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","27","","","","6"
"6 on Scale 1 to 10","2007","16-34 y.","higher vocational","14","","","","6"
"6 on Scale 1 to 10","2007","16-34 y.","higher education","31","0.0581120094113949","0.0386828921404168","0.077541126682373","6"
"6 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","76","0.108633486850861","0.0842764564835188","0.132990517218203","6"
"6 on Scale 1 to 10","2007","35-65 y.","higher vocational","137","0.135911324687723","0.115368213449607","0.15645443592584","6"
"6 on Scale 1 to 10","2007","35-65 y.","higher education","313","0.102410645383857","0.0915902328060926","0.113231057961622","6"
"6 on Scale 1 to 10","2007","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","2007","66 and older","inadequately","12","","","","6"
"6 on Scale 1 to 10","2007","16-34 y.","general elemantary","51","0.0704496287077387","0.0513831337721501","0.0895161236433273","6"
"6 on Scale 1 to 10","2007","66 and older","higher education","97","0.1168754259266","0.0948994029432374","0.138851448909963","6"
"6 on Scale 1 to 10","2007","35-65 y.","middle vocational","664","0.109782641581764","0.101790096158863","0.117775187004665","6"
"6 on Scale 1 to 10","2007","16-34 y.","in school","16","","","","6"
"6 on Scale 1 to 10","2007","16-34 y.","inadequately","6","","","","6"
"6 on Scale 1 to 10","2007","35-65 y.","inadequately","9","","","","6"
"6 on Scale 1 to 10","2007","35-65 y.","general elemantary","92","0.126046326245747","0.102277021189519","0.149815631301975","6"
"6 on Scale 1 to 10","2007","66 and older","vocational + Abi","8","","","","6"
"6 on Scale 1 to 10","2007","66 and older","higher vocational","48","0.132791107358963","0.0950153133374014","0.170566901380525","6"
"6 on Scale 1 to 10","2007","16-34 y.","middle vocational","162","0.0697096766897082","0.0590465961805648","0.0803727571988515","6"
"6 on Scale 1 to 10","2007","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","2007","66 and older","middle vocational","332","0.145283604850425","0.130872843888915","0.159694365811934","6"
"6 on Scale 1 to 10","2007","66 and older","general elemantary","115","0.128372516015384","0.10488263338929","0.151862398641479","6"
"7 on Scale 1 to 10","2007","16-34 y.","vocational + Abi","77","0.195551026959425","0.157931489211668","0.233170564707182","7"
"7 on Scale 1 to 10","2007","16-34 y.","higher vocational","29","","","","7"
"7 on Scale 1 to 10","2007","16-34 y.","higher education","115","0.19815467058789","0.165051625008027","0.231257716167754","7"
"7 on Scale 1 to 10","2007","35-65 y.","higher vocational","203","0.195007747128991","0.171256795163099","0.218758699094884","7"
"7 on Scale 1 to 10","2007","66 and older","higher vocational","46","0.154826683293517","0.114558407168526","0.195094959418508","7"
"7 on Scale 1 to 10","2007","66 and older","higher education","141","0.171180656803074","0.145415440323885","0.196945873282264","7"
"7 on Scale 1 to 10","2007","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","2007","35-65 y.","inadequately","13","","","","7"
"7 on Scale 1 to 10","2007","35-65 y.","general elemantary","119","0.138570575849209","0.113827565085753","0.163313586612664","7"
"7 on Scale 1 to 10","2007","35-65 y.","middle vocational","1084","0.177734755113874","0.167960978858513","0.187508531369234","7"
"7 on Scale 1 to 10","2007","35-65 y.","vocational + Abi","121","0.174303508288137","0.144608899742063","0.203998116834211","7"
