"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","2011","indirect migration background","Urban Area","36","0.0332316521256796","0.022055127052136","0.0444081771992231","4"
"4 on Scale 1 to 10","2011","indirect migration background","Rural Area","9","","","","4"
"4 on Scale 1 to 10","2011","no migration background","Rural Area","492","0.0700829033322761","0.0645577689702732","0.075608037694279","4"
"5 on Scale 1 to 10","2011","no migration background","Urban Area","1698","0.136145536576076","0.130372500045154","0.141918573106998","5"
"5 on Scale 1 to 10","2011","no migration background","Rural Area","1155","0.154993222468881","0.147160709275099","0.162825735662664","5"
"5 on Scale 1 to 10","2011","direct migration background","Urban Area","296","0.157444021629102","0.142310306564952","0.172577736693252","5"
"5 on Scale 1 to 10","2011","direct migration background","Rural Area","95","0.155373515246152","0.128245148454498","0.182501882037806","5"
"5 on Scale 1 to 10","2011","indirect migration background","Urban Area","90","0.100551535358544","0.081799340193692","0.119303730523397","5"
"5 on Scale 1 to 10","2011","indirect migration background","Rural Area","18","","","","5"
"6 on Scale 1 to 10","2011","direct migration background","Rural Area","71","0.121096951541647","0.0966660273603594","0.145527875722934","6"
"6 on Scale 1 to 10","2011","no migration background","Urban Area","1364","0.104816506116352","0.0996600279480035","0.1099729842847","6"
"6 on Scale 1 to 10","2011","no migration background","Rural Area","789","0.101589223385631","0.0950507557018082","0.108127691069455","6"
"6 on Scale 1 to 10","2011","direct migration background","Urban Area","203","0.0926340204211252","0.0805875564514649","0.104680484390786","6"
"6 on Scale 1 to 10","2011","indirect migration background","Urban Area","83","0.0807263545580892","0.0637400192000666","0.0977126899161117","6"
"6 on Scale 1 to 10","2011","indirect migration background","Rural Area","25","","","","6"
"7 on Scale 1 to 10","2011","no migration background","Urban Area","2258","0.167161559612469","0.160880529156322","0.173442590068616","7"
"7 on Scale 1 to 10","2011","direct migration background","Rural Area","84","0.117131856181882","0.0930500952116385","0.141213617152125","7"
"7 on Scale 1 to 10","2011","no migration background","Rural Area","1402","0.168795723208074","0.160688926378621","0.176902520037527","7"
"7 on Scale 1 to 10","2011","direct migration background","Urban Area","378","0.173687165938583","0.157945916646113","0.189428415231054","7"
"7 on Scale 1 to 10","2011","indirect migration background","Rural Area","37","0.159556582328377","0.112333568178696","0.206779596478057","7"
"7 on Scale 1 to 10","2011","indirect migration background","Urban Area","144","0.167862301267717","0.144557585858495","0.19116701667694","7"
"8 on Scale 1 to 10","2011","no migration background","Urban Area","3279","0.224489105291756","0.217465276820429","0.231512933763082","8"
"8 on Scale 1 to 10","2011","direct migration background","Urban Area","482","0.197004804549738","0.180478415752701","0.213531193346775","8"
"8 on Scale 1 to 10","2011","direct migration background","Rural Area","161","0.225965410603641","0.194646692911575","0.257284128295707","8"
"8 on Scale 1 to 10","2011","indirect migration background","Urban Area","265","0.289280234560389","0.261006824240179","0.317553644880598","8"
"8 on Scale 1 to 10","2011","no migration background","Rural Area","1907","0.212353444106702","0.203502083614011","0.221204804599394","8"
"8 on Scale 1 to 10","2011","indirect migration background","Rural Area","48","0.280849113030841","0.222894416027622","0.33880381003406","8"
"9 on Scale 1 to 10","2011","no migration background","Urban Area","1788","0.110512944057263","0.105235073903396","0.115790814211129","9"
"9 on Scale 1 to 10","2011","no migration background","Rural Area","975","0.0985526875454749","0.0921018055839024","0.105003569507047","9"
"9 on Scale 1 to 10","2011","direct migration background","Urban Area","284","0.117275352680888","0.103906347741941","0.130644357619835","9"
"9 on Scale 1 to 10","2011","direct migration background","Rural Area","87","0.130616472648247","0.105381230031641","0.155851715264852","9"
"9 on Scale 1 to 10","2011","indirect migration background","Urban Area","170","0.155104029181916","0.132531367204928","0.177676691158904","9"
"9 on Scale 1 to 10","2011","indirect migration background","Rural Area","42","0.2241485662746","0.170371220030327","0.277925912518874","9"
"0 Completely dissatisfied","2012","no migration background","Urban Area","172","0.0141417303717243","0.0121740777852939","0.0161093829581547","0"
"0 Completely dissatisfied","2012","no migration background","Rural Area","100","0.0128435271575254","0.0104558366062791","0.0152312177087717","0"
"0 Completely dissatisfied","2012","direct migration background","Rural Area","10","","","","0"
"0 Completely dissatisfied","2012","direct migration background","Urban Area","27","","","","0"
"0 Completely dissatisfied","2012","indirect migration background","Urban Area","8","","","","0"
"0 Completely dissatisfied","2012","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","2012","no migration background","Urban Area","147","0.012061078553424","0.0102420143681849","0.0138801427386631","1"
"1 on Scale 1 to 10","2012","no migration background","Rural Area","112","0.0160544573440948","0.0133892792533238","0.0187196354348659","1"
"1 on Scale 1 to 10","2012","direct migration background","Urban Area","29","","","","1"
"1 on Scale 1 to 10","2012","indirect migration background","Urban Area","7","","","","1"
"1 on Scale 1 to 10","2012","direct migration background","Rural Area","4","","","","1"
"1 on Scale 1 to 10","2012","indirect migration background","Rural Area","4","","","","1"
"10 Completely satisfied","2012","no migration background","Urban Area","1005","0.0683742274351825","0.0641683475474675","0.0725801073228974","10"
"10 Completely satisfied","2012","no migration background","Rural Area","527","0.0584873398998638","0.0535112650472173","0.0634634147525104","10"
"10 Completely satisfied","2012","direct migration background","Urban Area","227","0.0831722017910865","0.0715989158037384","0.0947454877784345","10"
"10 Completely satisfied","2012","direct migration background","Rural Area","74","0.106254472504479","0.0837763495330048","0.128732595475954","10"
"10 Completely satisfied","2012","indirect migration background","Urban Area","147","0.147898821890527","0.125829812524207","0.169967831256848","10"
"10 Completely satisfied","2012","indirect migration background","Rural Area","33","0.146016792079591","0.100675259288951","0.19135832487023","10"
"2 on Scale 1 to 10","2012","no migration background","Urban Area","385","0.0324536064936868","0.029500648393545","0.0354065645938285","2"
"2 on Scale 1 to 10","2012","no migration background","Rural Area","245","0.0343961288695035","0.0305315945305685","0.0382606632084384","2"
"2 on Scale 1 to 10","2012","direct migration background","Rural Area","18","","","","2"
"2 on Scale 1 to 10","2012","direct migration background","Urban Area","66","0.0380452057908006","0.0300274836761896","0.0460629279054116","2"
"2 on Scale 1 to 10","2012","indirect migration background","Urban Area","9","","","","2"
"2 on Scale 1 to 10","2012","indirect migration background","Rural Area","8","","","","2"
"3 on Scale 1 to 10","2012","no migration background","Urban Area","674","0.0561655181779273","0.0523286868505869","0.0600023495052677","3"
"3 on Scale 1 to 10","2012","direct migration background","Rural Area","39","0.0577882688242371","0.0407677188899837","0.0748088187584904","3"
"3 on Scale 1 to 10","2012","no migration background","Rural Area","455","0.056001410221325","0.0511258105135325","0.0608770099291175","3"
"3 on Scale 1 to 10","2012","direct migration background","Urban Area","87","0.0416506626420627","0.0332773640091211","0.0500239612750042","3"
"3 on Scale 1 to 10","2012","indirect migration background","Rural Area","10","","","","3"
"3 on Scale 1 to 10","2012","indirect migration background","Urban Area","30","0.0256533232520603","0.0158249086212299","0.0354817378828907","3"
"4 on Scale 1 to 10","2012","no migration background","Urban Area","746","0.0582159052147735","0.0543139129351759","0.0621178974943711","4"
"4 on Scale 1 to 10","2012","direct migration background","Urban Area","95","0.0526316074938819","0.0432731028038394","0.0619901121839244","4"
"4 on Scale 1 to 10","2012","direct migration background","Rural Area","32","0.0323573447854766","0.019450400577007","0.0452642889939462","4"
"4 on Scale 1 to 10","2012","no migration background","Rural Area","503","0.0603880793149008","0.0553369003589337","0.0654392582708679","4"
"4 on Scale 1 to 10","2012","indirect migration background","Rural Area","8","","","","4"
"4 on Scale 1 to 10","2012","indirect migration background","Urban Area","44","0.0488445921544361","0.0354450831966758","0.0622441011121964","4"
"5 on Scale 1 to 10","2012","no migration background","Urban Area","1670","0.129297021685972","0.123705639504257","0.134888403867686","5"
"5 on Scale 1 to 10","2012","no migration background","Rural Area","1142","0.149143637773915","0.14158970041626","0.15669757513157","5"
"5 on Scale 1 to 10","2012","direct migration background","Urban Area","281","0.139358619546316","0.124844131264019","0.153873107828614","5"
"5 on Scale 1 to 10","2012","direct migration background","Rural Area","104","0.17479707602596","0.147094066389289","0.202500085662631","5"
"5 on Scale 1 to 10","2012","indirect migration background","Urban Area","89","0.0847010338566142","0.0673916846208383","0.10201038309239","5"
"5 on Scale 1 to 10","2012","indirect migration background","Rural Area","23","","","","5"
"6 on Scale 1 to 10","2012","no migration background","Urban Area","1399","0.107050625671261","0.101898363828453","0.112202887514069","6"
"6 on Scale 1 to 10","2012","no migration background","Rural Area","864","0.102278917840217","0.0958534217722276","0.108704413908207","6"
"6 on Scale 1 to 10","2012","direct migration background","Urban Area","205","0.097137732287878","0.0847261134047444","0.109549351171012","6"
"6 on Scale 1 to 10","2012","direct migration background","Rural Area","67","0.0939436647103855","0.072662723015515","0.115224606405256","6"
"6 on Scale 1 to 10","2012","indirect migration background","Urban Area","84","0.0785162621306582","0.0617946346316558","0.0952378896296606","6"
"6 on Scale 1 to 10","2012","indirect migration background","Rural Area","16","","","","6"
"7 on Scale 1 to 10","2012","no migration background","Urban Area","2449","0.170675948507365","0.164406372158865","0.176945524855864","7"
"7 on Scale 1 to 10","2012","no migration background","Rural Area","1516","0.183473019927243","0.175265456222489","0.191680583631997","7"
"7 on Scale 1 to 10","2012","direct migration background","Urban Area","362","0.171700976524741","0.155895643291805","0.187506309757677","7"
"7 on Scale 1 to 10","2012","direct migration background","Rural Area","112","0.138205773519909","0.113032228688796","0.163379318351022","7"
"7 on Scale 1 to 10","2012","indirect migration background","Urban Area","160","0.166500826535924","0.143342046251316","0.189659606820533","7"
"7 on Scale 1 to 10","2012","indirect migration background","Rural Area","40","0.166664315563753","0.118812168178417","0.214516462949088","7"
"8 on Scale 1 to 10","2012","no migration background","Urban Area","3451","0.238228420778316","0.231129389801016","0.245327451755615","8"
"8 on Scale 1 to 10","2012","no migration background","Rural Area","2044","0.227456642385937","0.218567627546299","0.236345657225576","8"
"8 on Scale 1 to 10","2012","direct migration background","Rural Area","174","0.226899940869678","0.19634970716822","0.257450174571136","8"
"8 on Scale 1 to 10","2012","direct migration background","Urban Area","534","0.219564137369649","0.202215194720243","0.236913080019054","8"
"8 on Scale 1 to 10","2012","indirect migration background","Urban Area","268","0.26199569955358","0.234659922329445","0.289331476777716","8"
"8 on Scale 1 to 10","2012","indirect migration background","Rural Area","53","0.261573823884519","0.20514242543415","0.318005222334888","8"
"9 on Scale 1 to 10","2012","no migration background","Urban Area","1735","0.113335917110368","0.108053250023384","0.118618584197353","9"
"9 on Scale 1 to 10","2012","no migration background","Rural Area","1035","0.0994768392654746","0.0931300903100924","0.105823588220857","9"
"9 on Scale 1 to 10","2012","direct migration background","Urban Area","274","0.127000758196747","0.113045631311296","0.140955885082198","9"
"9 on Scale 1 to 10","2012","direct migration background","Rural Area","88","0.13484315926422","0.109929278889256","0.159757039639185","9"
"9 on Scale 1 to 10","2012","indirect migration background","Urban Area","148","0.16651320463378","0.14335373549345","0.18967267377411","9"
"9 on Scale 1 to 10","2012","indirect migration background","Rural Area","37","0.114244909839816","0.0733992996327215","0.15509052004691","9"
"0 Completely dissatisfied","2013","no migration background","Urban Area","167","0.0144837599016573","0.0124884683285124","0.0164790514748022","0"
"0 Completely dissatisfied","2013","no migration background","Rural Area","87","0.0121654942741393","0.00982257638395721","0.0145084121643215","0"
"0 Completely dissatisfied","2013","direct migration background","Urban Area","79","0.0171427186523885","0.0134907417353865","0.0207946955693905","0"
"0 Completely dissatisfied","2013","direct migration background","Rural Area","17","","","","0"
"0 Completely dissatisfied","2013","indirect migration background","Urban Area","17","","","","0"
"0 Completely dissatisfied","2013","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","2013","no migration background","Urban Area","139","0.0127616058637196","0.0108870538324","0.0146361578950391","1"
"1 on Scale 1 to 10","2013","no migration background","Rural Area","107","0.0176904231274307","0.0148730563274804","0.0205077899273811","1"
"1 on Scale 1 to 10","2013","direct migration background","Urban Area","52","0.0121666182075896","0.0090822250257877","0.0152510113893915","1"
"1 on Scale 1 to 10","2013","indirect migration background","Urban Area","7","","","","1"
"1 on Scale 1 to 10","2013","direct migration background","Rural Area","14","","","","1"
"1 on Scale 1 to 10","2013","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","2013","no migration background","Urban Area","953","0.0660869994196055","0.0619379840395604","0.0702360147996506","10"
"10 Completely satisfied","2013","no migration background","Rural Area","534","0.0617771901544001","0.0566318136113437","0.0669225666974564","10"
"10 Completely satisfied","2013","direct migration background","Urban Area","778","0.14460710889553","0.134711999830681","0.154502217960378","10"
"10 Completely satisfied","2013","direct migration background","Rural Area","263","0.127092428843342","0.110521524798858","0.143663332887826","10"
"10 Completely satisfied","2013","indirect migration background","Urban Area","346","0.200552957400427","0.181925297600339","0.219180617200515","10"
"10 Completely satisfied","2013","indirect migration background","Rural Area","72","0.185257065794942","0.145068865442914","0.22544526614697","10"
"2 on Scale 1 to 10","2013","no migration background","Urban Area","406","0.0332517072977975","0.0302573922101446","0.0362460223854504","2"
"2 on Scale 1 to 10","2013","no migration background","Rural Area","267","0.0366964661798475","0.0326781529059098","0.0407147794537852","2"
"2 on Scale 1 to 10","2013","direct migration background","Urban Area","118","0.0278415731644439","0.0232128804153743","0.0324702659135135","2"
"2 on Scale 1 to 10","2013","direct migration background","Rural Area","42","0.0280553905968243","0.0198399445092809","0.0362708366843676","2"
"2 on Scale 1 to 10","2013","indirect migration background","Rural Area","8","","","","2"
"2 on Scale 1 to 10","2013","indirect migration background","Urban Area","19","","","","2"
"3 on Scale 1 to 10","2013","no migration background","Urban Area","656","0.0576639007238028","0.0537708618518407","0.0615569395957648","3"
"3 on Scale 1 to 10","2013","no migration background","Rural Area","468","0.0590101330353802","0.0539738994677718","0.0640463666029886","3"
"3 on Scale 1 to 10","2013","indirect migration background","Urban Area","43","0.0256578143370209","0.0183022754704055","0.0330133532036363","3"
"3 on Scale 1 to 10","2013","direct migration background","Urban Area","182","0.0442276878828521","0.038443168428405","0.0500122073372992","3"
"3 on Scale 1 to 10","2013","direct migration background","Rural Area","53","0.0435908968772714","0.0334325746341659","0.0537492191203769","3"
"3 on Scale 1 to 10","2013","indirect migration background","Rural Area","13","","","","3"
"4 on Scale 1 to 10","2013","no migration background","Urban Area","785","0.0621533354782992","0.0581212293326514","0.066185441623947","4"
"4 on Scale 1 to 10","2013","no migration background","Rural Area","470","0.0633715586792063","0.0581646380418323","0.0685784793165803","4"
"4 on Scale 1 to 10","2013","direct migration background","Rural Area","66","0.0402769585568137","0.0304955020662458","0.0500584150473816","4"
"4 on Scale 1 to 10","2013","indirect migration background","Urban Area","67","0.0368614909264212","0.0280959295580902","0.0456270522947521","4"
"4 on Scale 1 to 10","2013","indirect migration background","Rural Area","12","","","","4"
"4 on Scale 1 to 10","2013","direct migration background","Urban Area","227","0.0554199493271045","0.0489827731983218","0.0618571254558872","4"
"5 on Scale 1 to 10","2013","no migration background","Urban Area","1647","0.134496765274185","0.128798743760285","0.140194786788085","5"
"5 on Scale 1 to 10","2013","no migration background","Rural Area","1089","0.139120858554186","0.131724511002055","0.146517206106318","5"
"5 on Scale 1 to 10","2013","direct migration background","Urban Area","568","0.123988959743807","0.114716621980002","0.133261297507612","5"
"5 on Scale 1 to 10","2013","direct migration background","Rural Area","200","0.135809229230731","0.118765222904489","0.152853235556973","5"
"5 on Scale 1 to 10","2013","indirect migration background","Urban Area","124","0.059293708864405","0.0483066805211877","0.0702807372076223","5"
"5 on Scale 1 to 10","2013","indirect migration background","Rural Area","27","","","","5"
"6 on Scale 1 to 10","2013","no migration background","Urban Area","1363","0.0985980946770787","0.093619264485238","0.103576924868919","6"
"6 on Scale 1 to 10","2013","no migration background","Rural Area","882","0.103132165407108","0.0966321949056785","0.109632135908538","6"
"6 on Scale 1 to 10","2013","direct migration background","Urban Area","401","0.0875288732435897","0.0795777555904281","0.0954799908967513","6"
"6 on Scale 1 to 10","2013","direct migration background","Rural Area","137","0.0976787451346406","0.0829086646385734","0.112448825630708","6"
"6 on Scale 1 to 10","2013","indirect migration background","Urban Area","101","0.0498981909332442","0.0397689620410476","0.0600274198254408","6"
"6 on Scale 1 to 10","2013","indirect migration background","Rural Area","16","","","","6"
"7 on Scale 1 to 10","2013","no migration background","Urban Area","2518","0.175326681761822","0.168976315186051","0.181677048337593","7"
"7 on Scale 1 to 10","2013","no migration background","Rural Area","1490","0.184253855650078","0.175968027908462","0.192539683391693","7"
"7 on Scale 1 to 10","2013","direct migration background","Urban Area","671","0.152483857643402","0.142369719758377","0.162597995528428","7"
"7 on Scale 1 to 10","2013","direct migration background","Rural Area","208","0.141896650964356","0.124536315872894","0.159256986055818","7"
"7 on Scale 1 to 10","2013","indirect migration background","Urban Area","286","0.181373359086815","0.163447556988784","0.199299161184847","7"
"7 on Scale 1 to 10","2013","indirect migration background","Rural Area","50","0.125288221253718","0.0910439068422037","0.159532535665233","7"
"8 on Scale 1 to 10","2013","direct migration background","Rural Area","358","0.233996051929813","0.212932965902924","0.255059137956702","8"
"8 on Scale 1 to 10","2013","indirect migration background","Urban Area","477","0.252776355995267","0.232558158266377","0.272994553724158","8"
"8 on Scale 1 to 10","2013","no migration background","Urban Area","3404","0.231773429180995","0.224726331318896","0.238820527043093","8"
"8 on Scale 1 to 10","2013","no migration background","Rural Area","1957","0.217158238351364","0.208346223085511","0.225970253617218","8"
"8 on Scale 1 to 10","2013","direct migration background","Urban Area","1088","0.217998595426745","0.206382141891193","0.229615048962297","8"
"8 on Scale 1 to 10","2013","indirect migration background","Rural Area","89","0.2313160127778","0.187696819149004","0.274935206406596","8"
"9 on Scale 1 to 10","2013","no migration background","Urban Area","1735","0.113403720421038","0.108108178372267","0.118699262469809","9"
"9 on Scale 1 to 10","2013","no migration background","Rural Area","1059","0.105623616586859","0.0990547450089561","0.112192488164762","9"
"9 on Scale 1 to 10","2013","direct migration background","Urban Area","689","0.116594057812547","0.107564607508295","0.1256235081168","9"
"9 on Scale 1 to 10","2013","direct migration background","Rural Area","194","0.130835621527272","0.114058548574731","0.147612694479814","9"
"9 on Scale 1 to 10","2013","indirect migration background","Urban Area","288","0.165254920595542","0.147976539603052","0.182533301588032","9"
"9 on Scale 1 to 10","2013","indirect migration background","Rural Area","71","0.183080426104999","0.143075683995546","0.223085168214452","9"
"0 Completely dissatisfied","2014","no migration background","Urban Area","136","0.0118659344447347","0.00997215469205657","0.0137597141974129","0"
"0 Completely dissatisfied","2014","no migration background","Rural Area","91","0.0149258291969585","0.0122179964145999","0.0176336619793171","0"
"0 Completely dissatisfied","2014","direct migration background","Urban Area","55","0.0169524576033046","0.0128778745669492","0.02102704063966","0"
"0 Completely dissatisfied","2014","direct migration background","Rural Area","13","","","","0"
"0 Completely dissatisfied","2014","indirect migration background","Rural Area","1","","","","0"
"0 Completely dissatisfied","2014","indirect migration background","Urban Area","11","","","","0"
"1 on Scale 1 to 10","2014","no migration background","Rural Area","82","0.0126003309947633","0.0101094349240787","0.0150912270654479","1"
"1 on Scale 1 to 10","2014","no migration background","Urban Area","163","0.0152515763265608","0.0131082387687171","0.0173949138844046","1"
"1 on Scale 1 to 10","2014","direct migration background","Urban Area","28","","","","1"
"1 on Scale 1 to 10","2014","indirect migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2014","direct migration background","Rural Area","8","","","","1"
"1 on Scale 1 to 10","2014","indirect migration background","Urban Area","9","","","","1"
"10 Completely satisfied","2014","no migration background","Urban Area","789","0.0587293630930537","0.0546173407873607","0.0628413853987467","10"
"10 Completely satisfied","2014","no migration background","Rural Area","428","0.0650522592074697","0.0595449050878118","0.0705596133271276","10"
"10 Completely satisfied","2014","direct migration background","Urban Area","471","0.115935372051422","0.10583052915718","0.126040214945664","10"
"10 Completely satisfied","2014","direct migration background","Rural Area","160","0.104188479063504","0.0874193244282813","0.120957633698727","10"
"10 Completely satisfied","2014","indirect migration background","Rural Area","54","0.16174928975228","0.121839230652442","0.201659348852118","10"
"10 Completely satisfied","2014","indirect migration background","Urban Area","247","0.167218920492384","0.148129480164535","0.186308360820232","10"
"2 on Scale 1 to 10","2014","no migration background","Rural Area","222","0.0335923720959299","0.0295687363958325","0.0376160077960272","2"
"2 on Scale 1 to 10","2014","direct migration background","Urban Area","113","0.0289339331493905","0.0236432993219505","0.0342245669768304","2"
"2 on Scale 1 to 10","2014","direct migration background","Rural Area","35","0.0245477053006946","0.0160539163350389","0.0330414942663504","2"
"2 on Scale 1 to 10","2014","no migration background","Urban Area","363","0.0349702279745999","0.0317573802040628","0.0381830757451369","2"
"2 on Scale 1 to 10","2014","indirect migration background","Rural Area","7","","","","2"
"2 on Scale 1 to 10","2014","indirect migration background","Urban Area","24","","","","2"
"3 on Scale 1 to 10","2014","no migration background","Urban Area","669","0.0556772980047151","0.0516670627416984","0.0596875332677317","3"
"3 on Scale 1 to 10","2014","no migration background","Rural Area","424","0.0603300753964048","0.0550130009684503","0.0656471498243593","3"
"3 on Scale 1 to 10","2014","indirect migration background","Urban Area","36","0.0348073517843272","0.025431136788569","0.0441835667800853","3"
"3 on Scale 1 to 10","2014","direct migration background","Urban Area","144","0.0458779905754281","0.0392743454071162","0.05248163574374","3"
"3 on Scale 1 to 10","2014","direct migration background","Rural Area","54","0.055659793323538","0.0430755231477049","0.0682440634993711","3"
"3 on Scale 1 to 10","2014","indirect migration background","Rural Area","4","","","","3"
"4 on Scale 1 to 10","2014","no migration background","Urban Area","661","0.0570850834015923","0.0530274936603795","0.0611426731428051","4"
"4 on Scale 1 to 10","2014","no migration background","Rural Area","469","0.0638483440167746","0.0583886781328752","0.069308009900674","4"
"4 on Scale 1 to 10","2014","direct migration background","Rural Area","62","0.0418430297046394","0.0308523920095251","0.0528336673997538","4"
"4 on Scale 1 to 10","2014","indirect migration background","Urban Area","60","0.0399891487403621","0.0299662298961097","0.0500120675846146","4"
"4 on Scale 1 to 10","2014","indirect migration background","Rural Area","12","","","","4"
"4 on Scale 1 to 10","2014","direct migration background","Urban Area","161","0.0476494233107369","0.040925746538754","0.0543731000827197","4"
"5 on Scale 1 to 10","2014","no migration background","Urban Area","1562","0.133591117187918","0.127641064659569","0.139541169716266","5"
"5 on Scale 1 to 10","2014","no migration background","Rural Area","1021","0.13843273659228","0.130720468132899","0.146145005051661","5"
"5 on Scale 1 to 10","2014","direct migration background","Urban Area","485","0.135037005773907","0.124249904852123","0.145824106695691","5"
"5 on Scale 1 to 10","2014","direct migration background","Rural Area","151","0.105568518993229","0.0887016779770008","0.122435360009457","5"
"5 on Scale 1 to 10","2014","indirect migration background","Urban Area","120","0.0812544023735001","0.0672776539214914","0.0952311508255088","5"
"5 on Scale 1 to 10","2014","indirect migration background","Rural Area","28","","","","5"
"6 on Scale 1 to 10","2014","no migration background","Urban Area","1296","0.102510374470966","0.0972055723402428","0.107815176601689","6"
"6 on Scale 1 to 10","2014","no migration background","Rural Area","830","0.113554682227995","0.106469571523943","0.120639792932046","6"
"6 on Scale 1 to 10","2014","direct migration background","Urban Area","361","0.0999533320574355","0.090486367944222","0.109420296170649","6"
"6 on Scale 1 to 10","2014","direct migration background","Rural Area","121","0.101187962060068","0.0846343846739114","0.117741539446225","6"
"6 on Scale 1 to 10","2014","indirect migration background","Urban Area","114","0.0784911066516819","0.0647334313668085","0.0922487819365553","6"
"6 on Scale 1 to 10","2014","indirect migration background","Rural Area","22","","","","6"
"7 on Scale 1 to 10","2014","no migration background","Urban Area","2331","0.181842486584552","0.175096636227188","0.188588336941916","7"
"7 on Scale 1 to 10","2014","no migration background","Rural Area","1350","0.162215902626492","0.153983418309781","0.170448386943202","7"
"7 on Scale 1 to 10","2014","direct migration background","Urban Area","608","0.156615138287836","0.145143925173203","0.168086351402469","7"
"7 on Scale 1 to 10","2014","direct migration background","Rural Area","212","0.161645015469034","0.141438653309088","0.18185137762898","7"
"7 on Scale 1 to 10","2014","indirect migration background","Urban Area","233","0.146235224038233","0.128160146161303","0.164310301915163","7"
"7 on Scale 1 to 10","2014","indirect migration background","Rural Area","58","0.236098742583692","0.190068881501669","0.282128603665715","7"
"8 on Scale 1 to 10","2014","no migration background","Urban Area","3029","0.234615203946714","0.227204003618976","0.242026404274452","8"
"8 on Scale 1 to 10","2014","no migration background","Rural Area","1833","0.222138419191619","0.212855573280794","0.231421265102445","8"
"8 on Scale 1 to 10","2014","direct migration background","Urban Area","958","0.234676983581092","0.22130064619197","0.248053320970214","8"
"8 on Scale 1 to 10","2014","direct migration background","Rural Area","315","0.272304860287326","0.24787081174891","0.296738908825742","8"
"8 on Scale 1 to 10","2014","indirect migration background","Urban Area","382","0.267541368921764","0.244896381376584","0.290186356466943","8"
"8 on Scale 1 to 10","2014","indirect migration background","Rural Area","85","0.222407819849774","0.177333915017892","0.267481724681656","8"
"9 on Scale 1 to 10","2014","no migration background","Urban Area","1560","0.113861334564593","0.108306008696918","0.119416660432269","9"
"9 on Scale 1 to 10","2014","no migration background","Rural Area","953","0.113309048453314","0.106230624401873","0.120387472504754","9"
"9 on Scale 1 to 10","2014","direct migration background","Urban Area","472","0.106277807576525","0.0965502873419631","0.116005327811087","9"
"9 on Scale 1 to 10","2014","indirect migration background","Urban Area","232","0.16011580560759","0.141356711165291","0.178874900049889","9"
"9 on Scale 1 to 10","2014","indirect migration background","Rural Area","54","0.118518140565338","0.0834854640557414","0.153550817074934","9"
"9 on Scale 1 to 10","2014","direct migration background","Rural Area","144","0.11621959752382","0.0986280167937414","0.133811178253899","9"
"0 Completely dissatisfied","2015","no migration background","Urban Area","119","0.0139419247862596","0.0118311273229449","0.0160527222495742","0"
"0 Completely dissatisfied","2015","no migration background","Rural Area","73","0.0128450027661066","0.0102675148485621","0.0154224906836511","0"
"0 Completely dissatisfied","2015","direct migration background","Urban Area","33","0.0127711804172113","0.00889826064102166","0.0166441001934008","0"
"0 Completely dissatisfied","2015","direct migration background","Rural Area","8","","","","0"
"0 Completely dissatisfied","2015","indirect migration background","Urban Area","7","","","","0"
"0 Completely dissatisfied","2015","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","2015","no migration background","Urban Area","123","0.0109203515908453","0.00904937698814796","0.0127913261935427","1"
"1 on Scale 1 to 10","2015","no migration background","Rural Area","73","0.0109054695327928","0.00852820261129454","0.0132827364542911","1"
"1 on Scale 1 to 10","2015","direct migration background","Urban Area","38","0.0182353586525433","0.0136203245284075","0.0228503927766792","1"
"1 on Scale 1 to 10","2015","indirect migration background","Urban Area","6","","","","1"
"1 on Scale 1 to 10","2015","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","2015","direct migration background","Rural Area","15","","","","1"
"10 Completely satisfied","2015","no migration background","Urban Area","722","0.058679199693101","0.0544481817461258","0.0629102176400761","10"
"10 Completely satisfied","2015","no migration background","Rural Area","401","0.0535515832439535","0.0483984485416821","0.0587047179462249","10"
"10 Completely satisfied","2015","direct migration background","Urban Area","333","0.0919411305822792","0.0819750133658762","0.101907247798682","10"
"10 Completely satisfied","2015","direct migration background","Rural Area","133","0.118868548766171","0.0996381860748161","0.138098911457526","10"
"10 Completely satisfied","2015","indirect migration background","Urban Area","203","0.151222109594672","0.131967844550153","0.170476374639192","10"
"10 Completely satisfied","2015","indirect migration background","Rural Area","44","0.113124783236232","0.0771622647223931","0.14908730175007","10"
"2 on Scale 1 to 10","2015","no migration background","Urban Area","358","0.0343295630614888","0.031051762277266","0.0376073638457115","2"
"2 on Scale 1 to 10","2015","no migration background","Rural Area","241","0.0440093201622814","0.0393143155643831","0.0487043247601797","2"
"2 on Scale 1 to 10","2015","direct migration background","Urban Area","91","0.0290851181872387","0.0232889622119376","0.0348812741625399","2"
"2 on Scale 1 to 10","2015","indirect migration background","Rural Area","4","","","","2"
"2 on Scale 1 to 10","2015","direct migration background","Rural Area","29","","","","2"
"2 on Scale 1 to 10","2015","indirect migration background","Urban Area","22","","","","2"
"3 on Scale 1 to 10","2015","no migration background","Urban Area","618","0.0560606785795309","0.0519193931645616","0.0602019639945002","3"
