"plh0182","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","41","0.00701392318961939","0.00459776566819422","0.00943008071104456","0"
"0 Completely dissatisfied","1984","35-65 y.","82","0.0131852063349575","0.0103736435181518","0.0159967691517633","0"
"0 Completely dissatisfied","1984","66 and older","23","","","","0"
"1 on Scale 1 to 10","1984","35-65 y.","29","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","30","0.0057687373765005","0.00357614826072201","0.007961326492279","1"
"1 on Scale 1 to 10","1984","66 and older","10","","","","1"
"10 Completely satisfied","1984","66 and older","318","0.252929778787439","0.229041479574011","0.276818078000867","10"
"10 Completely satisfied","1984","35-65 y.","1290","0.203140253378095","0.193223364667536","0.213057142088653","10"
"10 Completely satisfied","1984","16-34 y.","798","0.154587909327746","0.144121561788228","0.165054256867264","10"
"2 on Scale 1 to 10","1984","35-65 y.","71","0.0104101646606401","0.00790842039810908","0.0129119089231712","2"
"2 on Scale 1 to 10","1984","16-34 y.","58","0.0137890650086642","0.0104128858956094","0.017165244121719","2"
"2 on Scale 1 to 10","1984","66 and older","25","","","","2"
"3 on Scale 1 to 10","1984","16-34 y.","103","0.0213663059566647","0.0171798361240923","0.025552775789237","3"
"3 on Scale 1 to 10","1984","66 and older","29","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","116","0.018846452297123","0.0154947163732996","0.0221981882209464","3"
"4 on Scale 1 to 10","1984","16-34 y.","130","0.0276150894571224","0.0228708620832818","0.0323593168309631","4"
"4 on Scale 1 to 10","1984","35-65 y.","170","0.0239101546759097","0.0201446552108924","0.027675654140927","4"
"4 on Scale 1 to 10","1984","66 and older","32","0.0246702724461059","0.0161458053464971","0.0331947395457147","4"
"5 on Scale 1 to 10","1984","16-34 y.","529","0.114112192053874","0.104907091249117","0.123317292858631","5"
"5 on Scale 1 to 10","1984","35-65 y.","756","0.118209368497974","0.110251528755633","0.126167208240315","5"
"5 on Scale 1 to 10","1984","66 and older","158","0.1268392248889","0.108550710264634","0.145127739513166","5"
"6 on Scale 1 to 10","1984","66 and older","112","0.0870313832595141","0.0715407061003294","0.102522060418699","6"
"6 on Scale 1 to 10","1984","16-34 y.","363","0.0843899178519272","0.0763421817345682","0.0924376539692862","6"
"6 on Scale 1 to 10","1984","35-65 y.","515","0.079615971735279","0.0729437397620078","0.0862882037085503","6"
"7 on Scale 1 to 10","1984","66 and older","172","0.128978036087279","0.110558572925513","0.147397499249045","7"
"7 on Scale 1 to 10","1984","35-65 y.","945","0.154134193077645","0.145234260196257","0.163034125959032","7"
"7 on Scale 1 to 10","1984","16-34 y.","750","0.173785133670465","0.162814644928554","0.184755622412377","7"
"8 on Scale 1 to 10","1984","66 and older","289","0.227533233715461","0.204494062253918","0.250572405177005","8"
"8 on Scale 1 to 10","1984","35-65 y.","1600","0.25586655033423","0.245111345882083","0.266621754786377","8"
"8 on Scale 1 to 10","1984","16-34 y.","1119","0.248146814734656","0.235641516981171","0.260652112488142","8"
"9 on Scale 1 to 10","1984","16-34 y.","662","0.14942491137276","0.139103454662762","0.159746368082758","9"
"9 on Scale 1 to 10","1984","35-65 y.","749","0.118071733405008","0.11011790713306","0.126025559676955","9"
"9 on Scale 1 to 10","1984","66 and older","104","0.0838695104803727","0.0686365169381263","0.0991025040226191","9"
"0 Completely dissatisfied","1985","16-34 y.","26","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","70","0.0125523371873675","0.00968020600949433","0.0154244683652407","0"
"0 Completely dissatisfied","1985","66 and older","14","","","","0"
