"plh0182","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","in school","1","","","","0"
"0 Completely dissatisfied","1984","inadequately","21","","","","0"
"0 Completely dissatisfied","1984","general elemantary","44","0.0141074595278797","0.010172730690794","0.0180421883649653","0"
"0 Completely dissatisfied","1984","middle vocational","69","0.012819278548963","0.00989965720331824","0.0157388998946078","0"
"0 Completely dissatisfied","1984","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","higher vocational","4","","","","0"
"0 Completely dissatisfied","1984","higher education","3","","","","0"
"1 on Scale 1 to 10","1984","in school","1","","","","1"
"1 on Scale 1 to 10","1984","inadequately","11","","","","1"
"1 on Scale 1 to 10","1984","general elemantary","17","","","","1"
"1 on Scale 1 to 10","1984","middle vocational","32","0.00537512375897861","0.00347745548132085","0.00727279203663638","1"
"1 on Scale 1 to 10","1984","vocational + Abi","4","","","","1"
"1 on Scale 1 to 10","1984","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1984","higher education","1","","","","1"
"10 Completely satisfied","1984","in school","35","0.193819147580357","0.137011579447425","0.250626715713289","10"
"10 Completely satisfied","1984","inadequately","207","0.19355877291134","0.169253088151987","0.217864457670693","10"
"10 Completely satisfied","1984","general elemantary","668","0.186922490285116","0.173915633310612","0.19992934725962","10"
"10 Completely satisfied","1984","middle vocational","1147","0.200861699598836","0.190463552794724","0.211259846402948","10"
"10 Completely satisfied","1984","vocational + Abi","61","0.181527484914716","0.138688305651652","0.224366664177779","10"
"10 Completely satisfied","1984","higher vocational","127","0.197916146496984","0.167426901403635","0.228405391590333","10"
"10 Completely satisfied","1984","higher education","147","0.196010467158652","0.168328345396572","0.223692588920733","10"
"2 on Scale 1 to 10","1984","general elemantary","54","0.0186222863950323","0.0141119367732491","0.0231326360168155","2"
"2 on Scale 1 to 10","1984","inadequately","21","","","","2"
"2 on Scale 1 to 10","1984","in school","1","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1984","higher education","5","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","64","0.0117452332978142","0.00894907542725571","0.0145413911683726","2"
"3 on Scale 1 to 10","1984","inadequately","33","0.042840959203769","0.0303832922594636","0.0552986261480745","3"
"3 on Scale 1 to 10","1984","general elemantary","83","0.0248773529808036","0.0196808962306964","0.0300738097309107","3"
"3 on Scale 1 to 10","1984","middle vocational","103","0.0185836715765002","0.0150786652536737","0.0220886778993267","3"
"3 on Scale 1 to 10","1984","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","8","","","","3"
"3 on Scale 1 to 10","1984","higher education","11","","","","3"
"3 on Scale 1 to 10","1984","in school","6","","","","3"
"4 on Scale 1 to 10","1984","in school","6","","","","4"
"4 on Scale 1 to 10","1984","inadequately","50","0.0531143632213041","0.0393178346744861","0.066910891768122","4"
"4 on Scale 1 to 10","1984","general elemantary","107","0.0318732580117191","0.0260124843607051","0.0377340316627331","4"
"4 on Scale 1 to 10","1984","middle vocational","119","0.0200059098836488","0.0163718900968049","0.0236399296704927","4"
"4 on Scale 1 to 10","1984","vocational + Abi","8","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","17","","","","4"
"4 on Scale 1 to 10","1984","higher education","24","","","","4"
"5 on Scale 1 to 10","1984","inadequately","144","0.136695304933015","0.115561683658606","0.157828926207425","5"
"5 on Scale 1 to 10","1984","general elemantary","483","0.145859870922042","0.134083591903387","0.157636149940697","5"
"5 on Scale 1 to 10","1984","in school","11","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","639","0.112504321940869","0.104303372548605","0.120705271333133","5"
"5 on Scale 1 to 10","1984","vocational + Abi","37","0.112246369133972","0.0771630821572123","0.147329656110732","5"
