"plh0182","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","no migration background","66","0.019418913148779","0.0149018337239935","0.0239359925735645","0"
"0 Completely dissatisfied","1984","Not Employed","direct migration background","22","","","","0"
"0 Completely dissatisfied","1984","Not Employed","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Employed","no migration background","32","0.00653649614745745","0.00431702396617095","0.00875596832874395","0"
"0 Completely dissatisfied","1984","Employed","direct migration background","26","","","","0"
"0 Completely dissatisfied","1984","Employed","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1984","Not Employed","no migration background","24","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","direct migration background","9","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Employed","no migration background","21","","","","1"
"1 on Scale 1 to 10","1984","Employed","direct migration background","15","","","","1"
"1 on Scale 1 to 10","1984","Employed","indirect migration background","","","","","1"
"10 Completely satisfied","1984","Not Employed","direct migration background","206","0.19927662117305","0.174406340090823","0.224146902255277","10"
"10 Completely satisfied","1984","Not Employed","no migration background","733","0.211431993759988","0.198065778839434","0.224798208680542","10"
"10 Completely satisfied","1984","Not Employed","indirect migration background","11","","","","10"
"10 Completely satisfied","1984","Employed","indirect migration background","17","","","","10"
"10 Completely satisfied","1984","Employed","no migration background","924","0.181874314757879","0.17125009754325","0.192498531972509","10"
"10 Completely satisfied","1984","Employed","direct migration background","515","0.206233796507699","0.190080327975719","0.222387265039679","10"
"2 on Scale 1 to 10","1984","Not Employed","no migration background","61","0.0173301109416484","0.0130583395118547","0.0216018823714421","2"
"2 on Scale 1 to 10","1984","Not Employed","direct migration background","22","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Employed","no migration background","49","0.00989940458023135","0.00717265383634255","0.0126261553241201","2"
"2 on Scale 1 to 10","1984","Employed","direct migration background","21","","","","2"
"2 on Scale 1 to 10","1984","Employed","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1984","Not Employed","direct migration background","37","0.0395305805245925","0.0273989372720995","0.0516622237770855","3"
"3 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","no migration background","94","0.0257304721788218","0.020547642360817","0.0309133019968266","3"
"3 on Scale 1 to 10","1984","Employed","no migration background","73","0.0151688529185753","0.0118025088656858","0.0185351969714648","3"
"3 on Scale 1 to 10","1984","Employed","direct migration background","44","0.0154729618616089","0.0105453088226546","0.0204006149005632","3"
"3 on Scale 1 to 10","1984","Employed","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","Not Employed","direct migration background","41","0.0446986741073074","0.0318331117385961","0.0575642364760188","4"
"4 on Scale 1 to 10","1984","Employed","no migration background","109","0.0213727941742905","0.0173895169166566","0.0253560714319244","4"
"4 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","no migration background","100","0.0273041550704837","0.0219694991607275","0.03263881098024","4"
"4 on Scale 1 to 10","1984","Employed","direct migration background","80","0.0321148128077603","0.0250759226371478","0.0391537029783727","4"
"4 on Scale 1 to 10","1984","Employed","indirect migration background","2","","","","4"
"5 on Scale 1 to 10","1984","Not Employed","no migration background","446","0.126721621460255","0.115832189505279","0.137611053415231","5"
"5 on Scale 1 to 10","1984","Not Employed","direct migration background","135","0.157902070312273","0.1351989016409","0.180605238983646","5"
"5 on Scale 1 to 10","1984","Employed","indirect migration background","10","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","indirect migration background","7","","","","5"
"5 on Scale 1 to 10","1984","Employed","no migration background","522","0.106184056226863","0.0976989956570805","0.114669116796646","5"
"5 on Scale 1 to 10","1984","Employed","direct migration background","323","0.136639558311753","0.122926830129049","0.150352286494458","5"
"6 on Scale 1 to 10","1984","Employed","no migration background","407","0.0816566824079314","0.0741144546460263","0.0891989101698365","6"
"6 on Scale 1 to 10","1984","Not Employed","direct migration background","85","0.0760711094255226","0.0595651637086443","0.0925770551424009","6"
"6 on Scale 1 to 10","1984","Not Employed","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1984","Not Employed","no migration background","300","0.0840693063710636","0.0749857994894621","0.0931528132526652","6"
"6 on Scale 1 to 10","1984","Employed","direct migration background","190","0.0850707991243583","0.073932379627532","0.0962092186211846","6"
"6 on Scale 1 to 10","1984","Employed","indirect migration background","6","","","","6"
"7 on Scale 1 to 10","1984","Not Employed","no migration background","519","0.141382466509257","0.129977312230934","0.15278762078758","7"
"7 on Scale 1 to 10","1984","Not Employed","direct migration background","142","0.12702611481608","0.106293293854095","0.147758935778065","7"
"7 on Scale 1 to 10","1984","Not Employed","indirect migration background","4","","","","7"
"7 on Scale 1 to 10","1984","Employed","no migration background","881","0.173831043596556","0.163393474889033","0.184268612304079","7"
"7 on Scale 1 to 10","1984","Employed","direct migration background","313","0.134233237629991","0.120622863711453","0.147843611548529","7"
"7 on Scale 1 to 10","1984","Employed","indirect migration background","8","","","","7"
"8 on Scale 1 to 10","1984","Not Employed","no migration background","830","0.228493424793635","0.21474951865828","0.24223733092899","8"
"8 on Scale 1 to 10","1984","Not Employed","indirect migration background","19","","","","8"
"8 on Scale 1 to 10","1984","Not Employed","direct migration background","187","0.200030442607961","0.175124898054358","0.224935987161564","8"
"8 on Scale 1 to 10","1984","Employed","no migration background","1370","0.267869707912801","0.255672589706842","0.280066826118761","8"
"8 on Scale 1 to 10","1984","Employed","direct migration background","586","0.239222253137091","0.222190111562954","0.256254394711229","8"
"8 on Scale 1 to 10","1984","Employed","indirect migration background","16","","","","8"
"9 on Scale 1 to 10","1984","Not Employed","no migration background","412","0.110920298623194","0.100640623877706","0.121199973368683","9"
"9 on Scale 1 to 10","1984","Not Employed","direct migration background","105","0.110909685870723","0.0913586874378881","0.130460684303558","9"
"9 on Scale 1 to 10","1984","Not Employed","indirect migration background","14","","","","9"
"9 on Scale 1 to 10","1984","Employed","direct migration background","297","0.126981367999716","0.113688419360022","0.14027431663941","9"
"9 on Scale 1 to 10","1984","Employed","no migration background","676","0.131652632289834","0.122340207848315","0.140965056731354","9"
"9 on Scale 1 to 10","1984","Employed","indirect migration background","11","","","","9"
"0 Completely dissatisfied","1985","Not Employed","no migration background","39","0.011867117206773","0.0081470320080223","0.0155872024055236","0"
"0 Completely dissatisfied","1985","Not Employed","direct migration background","16","","","","0"
"0 Completely dissatisfied","1985","Not Employed","indirect migration background","","","","","0"
"0 Completely dissatisfied","1985","Employed","no migration background","36","0.00826335630617621","0.005679408944136","0.0108473036682164","0"
"0 Completely dissatisfied","1985","Employed","direct migration background","18","","","","0"
"0 Completely dissatisfied","1985","Employed","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1985","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","Employed","no migration background","16","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","no migration background","20","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","direct migration background","11","","","","1"
"1 on Scale 1 to 10","1985","Employed","direct migration background","12","","","","1"
"1 on Scale 1 to 10","1985","Employed","indirect migration background","","","","","1"
"10 Completely satisfied","1985","Not Employed","no migration background","531","0.166289515262012","0.153498274901707","0.179080755622318","10"
"10 Completely satisfied","1985","Not Employed","direct migration background","124","0.150080541294844","0.126563520131723","0.173597562457965","10"
"10 Completely satisfied","1985","Not Employed","indirect migration background","12","","","","10"
"10 Completely satisfied","1985","Employed","no migration background","549","0.117082624173488","0.107905354401824","0.126259893945152","10"
"10 Completely satisfied","1985","Employed","direct migration background","307","0.136814729106012","0.121931349701782","0.151698108510242","10"
"10 Completely satisfied","1985","Employed","indirect migration background","11","","","","10"
"2 on Scale 1 to 10","1985","Not Employed","no migration background","53","0.0166314684209688","0.0122381159680319","0.0210248208739057","2"
"2 on Scale 1 to 10","1985","Not Employed","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1985","Employed","indirect migration background","1","","","","2"
