"plh0182","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","in school","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","inadequately","11","","","","0"
"0 Completely dissatisfied","1984","Not Employed","general elemantary","27","","","","0"
"0 Completely dissatisfied","1984","Not Employed","middle vocational","42","0.0237811491690723","0.0168900212710491","0.0306722770670955","0"
"0 Completely dissatisfied","1984","Not Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","higher vocational","3","","","","0"
"0 Completely dissatisfied","1984","Not Employed","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Employed","in school","","","","","0"
"0 Completely dissatisfied","1984","Employed","inadequately","10","","","","0"
"0 Completely dissatisfied","1984","Employed","general elemantary","17","","","","0"
"0 Completely dissatisfied","1984","Employed","middle vocational","27","","","","0"
"0 Completely dissatisfied","1984","Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Employed","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Employed","higher education","1","","","","0"
"1 on Scale 1 to 10","1984","Employed","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","middle vocational","14","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Employed","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","in school","1","","","","1"
"1 on Scale 1 to 10","1984","Employed","middle vocational","18","","","","1"
"1 on Scale 1 to 10","1984","Employed","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","inadequately","8","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","general elemantary","7","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Employed","in school","","","","","1"
"1 on Scale 1 to 10","1984","Employed","inadequately","3","","","","1"
"1 on Scale 1 to 10","1984","Employed","general elemantary","10","","","","1"
"10 Completely satisfied","1984","Not Employed","higher education","37","0.25300660147575","0.18543350239843","0.320579700553072","10"
"10 Completely satisfied","1984","Employed","inadequately","138","0.22266518432956","0.190357294526443","0.254973074132678","10"
"10 Completely satisfied","1984","Employed","higher education","110","0.179270475136622","0.149341777089098","0.209199173184146","10"
"10 Completely satisfied","1984","Employed","in school","1","","","","10"
"10 Completely satisfied","1984","Employed","middle vocational","739","0.188405517364206","0.176013308556811","0.200797726171602","10"
"10 Completely satisfied","1984","Not Employed","in school","34","0.198731746308515","0.139944373733249","0.257519118883781","10"
"10 Completely satisfied","1984","Not Employed","inadequately","69","0.157594308155199","0.120863278619109","0.194325337691289","10"
"10 Completely satisfied","1984","Not Employed","general elemantary","335","0.189597491124495","0.17122178408398","0.20797319816501","10"
"10 Completely satisfied","1984","Not Employed","vocational + Abi","16","","","","10"
"10 Completely satisfied","1984","Not Employed","higher vocational","47","0.265560698472281","0.201921883733311","0.329199513211252","10"
"10 Completely satisfied","1984","Employed","general elemantary","333","0.182788747215021","0.164432552145259","0.201144942284783","10"
"10 Completely satisfied","1984","Employed","higher vocational","80","0.166389276787845","0.132755011077442","0.200023542498247","10"
"10 Completely satisfied","1984","Not Employed","middle vocational","408","0.221246854954724","0.202473635508399","0.240020074401049","10"
"10 Completely satisfied","1984","Employed","vocational + Abi","45","0.163764401123385","0.116042671305107","0.211486130941663","10"
"2 on Scale 1 to 10","1984","Not Employed","in school","","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","general elemantary","36","0.02288115799611","0.0158716090797191","0.0298907069125009","2"
"2 on Scale 1 to 10","1984","Employed","in school","1","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","higher education","2","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","inadequately","12","","","","2"
"2 on Scale 1 to 10","1984","Employed","inadequately","9","","","","2"
"2 on Scale 1 to 10","1984","Employed","higher education","3","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","middle vocational","29","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1984","Employed","general elemantary","18","","","","2"
"2 on Scale 1 to 10","1984","Employed","middle vocational","35","0.010062134614017","0.00689926418345605","0.0132250050445779","2"
"2 on Scale 1 to 10","1984","Employed","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1984","Employed","higher vocational","3","","","","2"
"3 on Scale 1 to 10","1984","Not Employed","inadequately","18","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","in school","5","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","general elemantary","49","0.028521986782777","0.0207185888903444","0.0363253846752096","3"
"3 on Scale 1 to 10","1984","Not Employed","middle vocational","48","0.0241360831103223","0.0171949827575261","0.0310771834631185","3"
"3 on Scale 1 to 10","1984","Not Employed","vocational + Abi","1","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1984","Employed","inadequately","15","","","","3"
"3 on Scale 1 to 10","1984","Employed","general elemantary","34","0.0192452127959662","0.0127201853298201","0.0257702402621124","3"
"3 on Scale 1 to 10","1984","Employed","middle vocational","55","0.0151909159806019","0.0113147677658093","0.0190670641953944","3"
"3 on Scale 1 to 10","1984","Employed","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","higher education","6","","","","3"
"3 on Scale 1 to 10","1984","Employed","in school","1","","","","3"
"3 on Scale 1 to 10","1984","Employed","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1984","Employed","higher education","5","","","","3"
"4 on Scale 1 to 10","1984","Not Employed","higher education","5","","","","4"
"4 on Scale 1 to 10","1984","Employed","higher vocational","11","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","higher vocational","6","","","","4"
"4 on Scale 1 to 10","1984","Employed","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1984","Employed","middle vocational","73","0.01965679414387","0.0152575528045705","0.0240560354831695","4"
"4 on Scale 1 to 10","1984","Not Employed","inadequately","18","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","general elemantary","58","0.035110713460718","0.0264822006882233","0.0437392262332128","4"
"4 on Scale 1 to 10","1984","Not Employed","middle vocational","46","0.020577254976272","0.0141566033088243","0.0269979066437197","4"
"4 on Scale 1 to 10","1984","Not Employed","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1984","Employed","in school","","","","","4"
"4 on Scale 1 to 10","1984","Employed","inadequately","32","0.0650269065134051","0.04587885979698","0.0841749532298303","4"
"4 on Scale 1 to 10","1984","Employed","higher education","19","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","in school","6","","","","4"
"4 on Scale 1 to 10","1984","Employed","general elemantary","49","0.0268703403191228","0.0191903140550839","0.0345503665831617","4"
"5 on Scale 1 to 10","1984","Not Employed","in school","11","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","inadequately","56","0.130004812231528","0.0961016404236594","0.163907984039396","5"
"5 on Scale 1 to 10","1984","Not Employed","higher education","21","","","","5"
"5 on Scale 1 to 10","1984","Employed","in school","","","","","5"
"5 on Scale 1 to 10","1984","Employed","inadequately","88","0.142109989524612","0.114995184619567","0.169224794429657","5"
"5 on Scale 1 to 10","1984","Employed","general elemantary","230","0.134690315846492","0.118476145374013","0.150904486318971","5"
"5 on Scale 1 to 10","1984","Employed","vocational + Abi","27","","","","5"
"5 on Scale 1 to 10","1984","Employed","higher vocational","37","0.0840308577691996","0.0589756817922304","0.109086033746169","5"
"5 on Scale 1 to 10","1984","Employed","higher education","42","0.0675307997645577","0.0479512993684819","0.0871103001606336","5"
"5 on Scale 1 to 10","1984","Not Employed","general elemantary","253","0.153087840511817","0.136208055559664","0.16996762546397","5"
"5 on Scale 1 to 10","1984","Not Employed","middle vocational","213","0.114946353241205","0.100520792833024","0.129371913649386","5"
"5 on Scale 1 to 10","1984","Not Employed","vocational + Abi","10","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","higher vocational","16","","","","5"
"5 on Scale 1 to 10","1984","Employed","middle vocational","426","0.111012138713977","0.101056582669011","0.120967694758942","5"
"6 on Scale 1 to 10","1984","Not Employed","inadequately","29","","","","6"
"6 on Scale 1 to 10","1984","Employed","higher education","42","0.0635646304190493","0.0445284383109687","0.0826008225271298","6"
"6 on Scale 1 to 10","1984","Not Employed","in school","14","","","","6"
"6 on Scale 1 to 10","1984","Not Employed","general elemantary","169","0.0959528277078811","0.082145748641708","0.109759906774054","6"
"6 on Scale 1 to 10","1984","Not Employed","middle vocational","143","0.0738837620520999","0.0620531409087993","0.0857143831954005","6"
"6 on Scale 1 to 10","1984","Not Employed","vocational + Abi","6","","","","6"
"6 on Scale 1 to 10","1984","Employed","in school","","","","","6"
"6 on Scale 1 to 10","1984","Employed","inadequately","54","0.102896834544355","0.0793028887834844","0.126490780305225","6"
"6 on Scale 1 to 10","1984","Employed","general elemantary","158","0.0964864898479639","0.0824634765433284","0.110509503152599","6"
"6 on Scale 1 to 10","1984","Employed","middle vocational","294","0.0806333521252436","0.0720048760142749","0.0892618282362122","6"
"6 on Scale 1 to 10","1984","Employed","vocational + Abi","17","","","","6"
"6 on Scale 1 to 10","1984","Employed","higher vocational","35","0.0755197495918394","0.0516572064275795","0.0993822927560992","6"
"6 on Scale 1 to 10","1984","Not Employed","higher vocational","13","","","","6"
"6 on Scale 1 to 10","1984","Not Employed","higher education","11","","","","6"
"7 on Scale 1 to 10","1984","Not Employed","general elemantary","247","0.140895695100067","0.124585874408501","0.157205515791633","7"
"7 on Scale 1 to 10","1984","Not Employed","inadequately","62","0.155723287027055","0.119170425806759","0.19227614824735","7"
"7 on Scale 1 to 10","1984","Employed","middle vocational","641","0.172368604229729","0.160398996103387","0.184338212356071","7"
"7 on Scale 1 to 10","1984","Not Employed","in school","35","0.181797188581572","0.124979243464741","0.238615133698403","7"
"7 on Scale 1 to 10","1984","Not Employed","middle vocational","253","0.134493421126041","0.119062707755406","0.149924134496677","7"
"7 on Scale 1 to 10","1984","Not Employed","vocational + Abi","14","","","","7"
"7 on Scale 1 to 10","1984","Not Employed","higher vocational","30","0.149455823707048","0.0980790195761061","0.200832627837991","7"
"7 on Scale 1 to 10","1984","Not Employed","higher education","20","","","","7"
"7 on Scale 1 to 10","1984","Employed","higher vocational","94","0.200728270688174","0.164554886993819","0.236901654382528","7"
"7 on Scale 1 to 10","1984","Employed","higher education","87","0.135626918349231","0.108911807827838","0.162342028870624","7"
"7 on Scale 1 to 10","1984","Employed","in school","3","","","","7"
"7 on Scale 1 to 10","1984","Employed","inadequately","76","0.10578192687783","0.0818979944789858","0.129665859276673","7"
"7 on Scale 1 to 10","1984","Employed","general elemantary","262","0.169391779001627","0.151576811098409","0.187206746904845","7"
"7 on Scale 1 to 10","1984","Employed","vocational + Abi","34","0.17348617914264","0.124654731180456","0.222317627104824","7"
"8 on Scale 1 to 10","1984","Not Employed","vocational + Abi","18","","","","8"
"8 on Scale 1 to 10","1984","Employed","vocational + Abi","64","0.293037443205106","0.234342340674705","0.351732545735507","8"
"8 on Scale 1 to 10","1984","Not Employed","middle vocational","446","0.238544849063459","0.219269267807769","0.257820430319149","8"
"8 on Scale 1 to 10","1984","Not Employed","in school","47","0.271959945947446","0.206407097522494","0.337512794372398","8"
"8 on Scale 1 to 10","1984","Not Employed","inadequately","63","0.150679156772487","0.114615922526706","0.186742391018267","8"
"8 on Scale 1 to 10","1984","Not Employed","general elemantary","380","0.217790558832515","0.198441563125056","0.237139554539974","8"
"8 on Scale 1 to 10","1984","Not Employed","higher vocational","39","0.208108075162347","0.149610259424536","0.266605890900158","8"
"8 on Scale 1 to 10","1984","Not Employed","higher education","35","0.234944639163263","0.169045653451408","0.300843624875119","8"
"8 on Scale 1 to 10","1984","Employed","in school","3","","","","8"
"8 on Scale 1 to 10","1984","Employed","inadequately","143","0.202778311840483","0.171555020677393","0.234001603003573","8"
"8 on Scale 1 to 10","1984","Employed","middle vocational","1029","0.26335185185406","0.249393613496085","0.277310090212035","8"
"8 on Scale 1 to 10","1984","Employed","higher vocational","141","0.309154620214416","0.267418128837621","0.35089111159121","8"
"8 on Scale 1 to 10","1984","Employed","higher education","198","0.31043778471715","0.274337765979453","0.346537803454847","8"
"8 on Scale 1 to 10","1984","Employed","general elemantary","387","0.231437674087428","0.211406918071296","0.25146843010356","8"
"9 on Scale 1 to 10","1984","Not Employed","in school","23","","","","9"
"9 on Scale 1 to 10","1984","Employed","inadequately","69","0.0810013077346558","0.0598137042483393","0.102188911220972","9"
"9 on Scale 1 to 10","1984","Employed","higher vocational","63","0.124663671663826","0.0948307992436882","0.154496544083963","9"
"9 on Scale 1 to 10","1984","Not Employed","inadequately","32","0.0917419724784624","0.0626421157825284","0.120841829174396","9"
"9 on Scale 1 to 10","1984","Not Employed","higher education","20","","","","9"
"9 on Scale 1 to 10","1984","Not Employed","higher vocational","24","","","","9"
"9 on Scale 1 to 10","1984","Not Employed","vocational + Abi","8","","","","9"
"9 on Scale 1 to 10","1984","Not Employed","general elemantary","187","0.0942887630888636","0.0805893417152458","0.107988184462482","9"
"9 on Scale 1 to 10","1984","Not Employed","middle vocational","236","0.127115689222051","0.112050374140227","0.142181004303874","9"
"9 on Scale 1 to 10","1984","Employed","in school","","","","","9"
"9 on Scale 1 to 10","1984","Employed","general elemantary","205","0.111159976726647","0.0962311116963221","0.126088841756973","9"
"9 on Scale 1 to 10","1984","Employed","middle vocational","488","0.128677757045081","0.118066336837195","0.139289177252968","9"
"9 on Scale 1 to 10","1984","Employed","vocational + Abi","31","0.144788911070607","0.0994108000062512","0.190167022134962","9"
"9 on Scale 1 to 10","1984","Employed","higher education","123","0.200987232168397","0.169719635174135","0.232254829162659","9"
"0 Completely dissatisfied","1985","Not Employed","in school","","","","","0"
"0 Completely dissatisfied","1985","Not Employed","inadequately","5","","","","0"
"0 Completely dissatisfied","1985","Not Employed","general elemantary","19","","","","0"
"0 Completely dissatisfied","1985","Not Employed","middle vocational","27","","","","0"
"0 Completely dissatisfied","1985","Not Employed","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1985","Not Employed","higher vocational","2","","","","0"
"0 Completely dissatisfied","1985","Not Employed","higher education","","","","","0"
"0 Completely dissatisfied","1985","Employed","in school","","","","","0"
"0 Completely dissatisfied","1985","Employed","inadequately","4","","","","0"
"0 Completely dissatisfied","1985","Employed","general elemantary","19","","","","0"
"0 Completely dissatisfied","1985","Employed","middle vocational","29","","","","0"
"0 Completely dissatisfied","1985","Employed","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1985","Employed","higher vocational","1","","","","0"
"0 Completely dissatisfied","1985","Employed","higher education","1","","","","0"
"1 on Scale 1 to 10","1985","Employed","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","in school","","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","middle vocational","10","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","inadequately","4","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","general elemantary","14","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","higher education","","","","","1"
