"plh0182","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1985","general elemantary","Urban Area","30","0.0151528684158153","0.010213789127929","0.0200919477037016","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Urban Area","7","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1985","higher education","Urban Area","9","","","","2"
"3 on Scale 1 to 10","1985","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1985","in school","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Urban Area","38","0.0779924370668827","0.0586454475020455","0.09733942663172","3"
"3 on Scale 1 to 10","1985","inadequately","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Urban Area","62","0.0276742864090356","0.0210420765325162","0.0343064962855549","3"
"3 on Scale 1 to 10","1985","general elemantary","Rural Area","21","","","","3"
"3 on Scale 1 to 10","1985","middle vocational","Urban Area","87","0.0227957497654453","0.0182132347300058","0.0273782648008848","3"
"3 on Scale 1 to 10","1985","middle vocational","Rural Area","31","0.0305072299425952","0.020390031308495","0.0406244285766955","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Urban Area","4","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Rural Area","","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Urban Area","11","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1985","higher education","Urban Area","7","","","","3"
"3 on Scale 1 to 10","1985","higher education","Rural Area","2","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Rural Area","35","0.0445984015475945","0.0294892129692329","0.0597075901259561","4"
"4 on Scale 1 to 10","1985","middle vocational","Urban Area","115","0.028043548149918","0.0229745262394045","0.0331125700604315","4"
"4 on Scale 1 to 10","1985","in school","Rural Area","","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Urban Area","26","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Rural Area","10","","","","4"
"4 on Scale 1 to 10","1985","general elemantary","Urban Area","80","0.0300337864810441","0.0231330171958319","0.0369345557662563","4"
"4 on Scale 1 to 10","1985","higher vocational","Urban Area","7","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1985","higher education","Urban Area","17","","","","4"
"4 on Scale 1 to 10","1985","higher education","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","in school","Urban Area","4","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Rural Area","37","0.0344186600564346","0.0236941363574774","0.0451431837553918","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Urban Area","9","","","","4"
"5 on Scale 1 to 10","1985","in school","Urban Area","17","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Rural Area","128","0.117810110347938","0.0988448450993937","0.136775375596482","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Rural Area","2","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Urban Area","517","0.131143279451218","0.120779184415437","0.141507374486999","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Urban Area","23","","","","5"
"5 on Scale 1 to 10","1985","in school","Rural Area","2","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Rural Area","12","","","","5"
"5 on Scale 1 to 10","1985","higher education","Urban Area","48","0.079508855378742","0.058549609037212","0.100468101720272","5"
"5 on Scale 1 to 10","1985","higher education","Rural Area","10","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Urban Area","97","0.138983532235704","0.114025674115767","0.163941390355641","5"
"5 on Scale 1 to 10","1985","inadequately","Rural Area","10","","","","5"
"5 on Scale 1 to 10","1985","general elemantary","Urban Area","332","0.145672591653692","0.131409448106711","0.159935735200673","5"
"5 on Scale 1 to 10","1985","general elemantary","Rural Area","85","0.128918425774946","0.104389675389179","0.153447176160713","5"
"5 on Scale 1 to 10","1985","higher vocational","Urban Area","44","0.0876044100698319","0.0626228179607088","0.112586002178955","5"
"6 on Scale 1 to 10","1985","in school","Rural Area","5","","","","6"
"6 on Scale 1 to 10","1985","in school","Urban Area","11","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Rural Area","6","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Urban Area","217","0.0916996551284014","0.0800312163851903","0.103368093871613","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Rural Area","4","","","","6"
"6 on Scale 1 to 10","1985","higher education","Rural Area","8","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Urban Area","72","0.105659259687362","0.0834811156738455","0.127837403700878","6"
"6 on Scale 1 to 10","1985","middle vocational","Rural Area","92","0.0820027745405773","0.0658621045029682","0.0981434445781864","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Urban Area","29","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Rural Area","73","0.100995449868511","0.0789397744373775","0.123051125299645","6"
"6 on Scale 1 to 10","1985","middle vocational","Urban Area","371","0.0921959336442214","0.0833134129147104","0.101078454373732","6"
"6 on Scale 1 to 10","1985","higher vocational","Urban Area","49","0.102220831744623","0.0754525800735176","0.128989083415728","6"
"6 on Scale 1 to 10","1985","higher vocational","Rural Area","9","","","","6"
"6 on Scale 1 to 10","1985","higher education","Urban Area","47","0.0709571532990164","0.0510653540391241","0.0908489525589087","6"
"7 on Scale 1 to 10","1985","inadequately","Urban Area","132","0.168013216934877","0.141038937801299","0.194987496068455","7"
"7 on Scale 1 to 10","1985","in school","Rural Area","7","","","","7"
"7 on Scale 1 to 10","1985","in school","Urban Area","21","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Rural Area","17","","","","7"
"7 on Scale 1 to 10","1985","general elemantary","Urban Area","380","0.162728395942591","0.1478046099422","0.177652181942982","7"
"7 on Scale 1 to 10","1985","general elemantary","Rural Area","125","0.176085856148401","0.148205922941305","0.203965789355497","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Rural Area","8","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Urban Area","96","0.195392010954355","0.160356285767949","0.230427736140761","7"
"7 on Scale 1 to 10","1985","higher education","Urban Area","132","0.214548535543949","0.182744622442304","0.246352448645594","7"
"7 on Scale 1 to 10","1985","higher education","Rural Area","20","","","","7"
"7 on Scale 1 to 10","1985","middle vocational","Urban Area","694","0.163269457753589","0.151921190091191","0.174617725415987","7"
"7 on Scale 1 to 10","1985","middle vocational","Rural Area","213","0.186294474498501","0.163390005854331","0.209198943142672","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Urban Area","44","0.187920964567567","0.138080870255358","0.237761058879776","7"
"7 on Scale 1 to 10","1985","higher vocational","Rural Area","26","","","","7"
"8 on Scale 1 to 10","1985","general elemantary","Urban Area","569","0.243274276056501","0.22592699147761","0.260621560635393","8"
"8 on Scale 1 to 10","1985","higher vocational","Rural Area","39","0.28148682579495","0.203880050070031","0.359093601519868","8"
"8 on Scale 1 to 10","1985","inadequately","Rural Area","24","","","","8"
"8 on Scale 1 to 10","1985","higher vocational","Urban Area","165","0.342913472880493","0.300969545265726","0.384857400495261","8"
"8 on Scale 1 to 10","1985","in school","Urban Area","43","0.275792305891272","0.204509915061204","0.347074696721339","8"
"8 on Scale 1 to 10","1985","in school","Rural Area","10","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Urban Area","153","0.187185085584754","0.159043318567505","0.215326852602002","8"
"8 on Scale 1 to 10","1985","general elemantary","Rural Area","167","0.249026239387067","0.217372614625234","0.2806798641489","8"
"8 on Scale 1 to 10","1985","middle vocational","Urban Area","1134","0.272032378404277","0.258369235351028","0.285695521457525","8"
"8 on Scale 1 to 10","1985","middle vocational","Rural Area","266","0.240474645392325","0.215333075862704","0.265616214921947","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Rural Area","15","","","","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Urban Area","65","0.316038603392695","0.256721770901365","0.375355435884024","8"
"8 on Scale 1 to 10","1985","higher education","Urban Area","212","0.321996514653728","0.285797257983309","0.358195771324147","8"
"8 on Scale 1 to 10","1985","higher education","Rural Area","38","0.313959088367494","0.229864761712898","0.398053415022091","8"
"9 on Scale 1 to 10","1985","general elemantary","Rural Area","78","0.103350586600144","0.0810684762598867","0.125632696940402","9"
"9 on Scale 1 to 10","1985","middle vocational","Urban Area","493","0.122383039913742","0.112320736550678","0.132445343276806","9"
"9 on Scale 1 to 10","1985","middle vocational","Rural Area","156","0.13593608842507","0.115774399047158","0.156097777802982","9"
"9 on Scale 1 to 10","1985","in school","Urban Area","36","0.250818653219214","0.181678074394342","0.319959232044086","9"
"9 on Scale 1 to 10","1985","in school","Rural Area","8","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Urban Area","290","0.118193086690556","0.105140489162887","0.131245684218226","9"
"9 on Scale 1 to 10","1985","higher education","Urban Area","92","0.141333007262935","0.114343665770146","0.168322348755725","9"
"9 on Scale 1 to 10","1985","inadequately","Urban Area","87","0.104706264239758","0.0826166050473859","0.126795923432131","9"
"9 on Scale 1 to 10","1985","inadequately","Rural Area","16","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Urban Area","19","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Rural Area","5","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Urban Area","50","0.0880494284823634","0.0630105737667339","0.113088283197993","9"
"9 on Scale 1 to 10","1985","higher vocational","Rural Area","16","","","","9"
"9 on Scale 1 to 10","1985","higher education","Rural Area","17","","","","9"
"0 Completely dissatisfied","1986","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","1986","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","inadequately","Urban Area","7","","","","0"
"0 Completely dissatisfied","1986","inadequately","Rural Area","1","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Urban Area","17","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Rural Area","3","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Urban Area","27","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Urban Area","","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Urban Area","2","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","higher education","Urban Area","3","","","","0"
"0 Completely dissatisfied","1986","higher education","Rural Area","","","","","0"
"1 on Scale 1 to 10","1986","higher education","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1986","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1986","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Urban Area","11","","","","1"
"1 on Scale 1 to 10","1986","middle vocational","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","vocational + Abi","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1986","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","higher education","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1986","middle vocational","Urban Area","23","","","","1"
"10 Completely satisfied","1986","in school","Urban Area","22","","","","10"
"10 Completely satisfied","1986","in school","Rural Area","2","","","","10"
"10 Completely satisfied","1986","inadequately","Rural Area","15","","","","10"
"10 Completely satisfied","1986","general elemantary","Urban Area","301","0.145015631785181","0.130397914654043","0.15963334891632","10"
"10 Completely satisfied","1986","general elemantary","Rural Area","87","0.115138002068995","0.0911650425758563","0.139110961562133","10"
"10 Completely satisfied","1986","middle vocational","Urban Area","462","0.120722230570446","0.110545177111695","0.130899284029196","10"
"10 Completely satisfied","1986","middle vocational","Rural Area","118","0.113196634922774","0.0941681718588184","0.132225097986729","10"
"10 Completely satisfied","1986","vocational + Abi","Urban Area","34","0.111778234784786","0.0712326631675825","0.15232380640199","10"
"10 Completely satisfied","1986","vocational + Abi","Rural Area","5","","","","10"
"10 Completely satisfied","1986","higher vocational","Urban Area","47","0.102951298080506","0.0752103338219598","0.130692262339053","10"
"10 Completely satisfied","1986","higher vocational","Rural Area","14","","","","10"
"10 Completely satisfied","1986","higher education","Urban Area","60","0.100351807034217","0.0768891727689328","0.123814441299501","10"
"10 Completely satisfied","1986","higher education","Rural Area","13","","","","10"
"10 Completely satisfied","1986","inadequately","Urban Area","86","0.103088656976642","0.080250832322942","0.125926481630342","10"
"2 on Scale 1 to 10","1986","in school","Urban Area","","","","","2"
"2 on Scale 1 to 10","1986","in school","Rural Area","","","","","2"
"2 on Scale 1 to 10","1986","inadequately","Urban Area","11","","","","2"
"2 on Scale 1 to 10","1986","general elemantary","Urban Area","29","","","","2"
"2 on Scale 1 to 10","1986","general elemantary","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1986","middle vocational","Urban Area","44","0.0128701526738355","0.0093493281965039","0.0163909771511672","2"
"2 on Scale 1 to 10","1986","middle vocational","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1986","vocational + Abi","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1986","vocational + Abi","Rural Area","","","","","2"
"2 on Scale 1 to 10","1986","higher education","Rural Area","","","","","2"
"2 on Scale 1 to 10","1986","inadequately","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1986","higher vocational","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1986","higher vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1986","higher education","Urban Area","9","","","","2"
"3 on Scale 1 to 10","1986","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1986","in school","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1986","vocational + Abi","Rural Area","","","","","3"
"3 on Scale 1 to 10","1986","higher vocational","Urban Area","7","","","","3"
"3 on Scale 1 to 10","1986","inadequately","Urban Area","27","","","","3"
"3 on Scale 1 to 10","1986","inadequately","Rural Area","2","","","","3"
"3 on Scale 1 to 10","1986","general elemantary","Rural Area","18","","","","3"
"3 on Scale 1 to 10","1986","middle vocational","Urban Area","68","0.0172247098059511","0.013160571725633","0.0212888478862692","3"
"3 on Scale 1 to 10","1986","middle vocational","Rural Area","29","","","","3"
"3 on Scale 1 to 10","1986","vocational + Abi","Urban Area","4","","","","3"
"3 on Scale 1 to 10","1986","higher vocational","Rural Area","2","","","","3"
"3 on Scale 1 to 10","1986","general elemantary","Urban Area","63","0.0275433249831006","0.0207491555859079","0.0343374943802933","3"
"3 on Scale 1 to 10","1986","higher education","Urban Area","12","","","","3"
"3 on Scale 1 to 10","1986","higher education","Rural Area","2","","","","3"
"4 on Scale 1 to 10","1986","inadequately","Urban Area","33","0.0584165311016321","0.0408019698688551","0.0760310923344091","4"
"4 on Scale 1 to 10","1986","inadequately","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1986","general elemantary","Urban Area","64","0.0263229213256735","0.0196768105937171","0.0329690320576299","4"
"4 on Scale 1 to 10","1986","general elemantary","Rural Area","10","","","","4"
"4 on Scale 1 to 10","1986","vocational + Abi","Urban Area","6","","","","4"
"4 on Scale 1 to 10","1986","vocational + Abi","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1986","higher vocational","Urban Area","10","","","","4"
"4 on Scale 1 to 10","1986","higher vocational","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1986","higher education","Urban Area","12","","","","4"
"4 on Scale 1 to 10","1986","higher education","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1986","in school","Rural Area","","","","","4"
"4 on Scale 1 to 10","1986","middle vocational","Urban Area","117","0.0291199008924682","0.0238676782277431","0.0343721235571933","4"
"4 on Scale 1 to 10","1986","middle vocational","Rural Area","24","","","","4"
"4 on Scale 1 to 10","1986","in school","Urban Area","6","","","","4"
"5 on Scale 1 to 10","1986","middle vocational","Urban Area","433","0.112703080694315","0.102825109299131","0.122581052089499","5"
"5 on Scale 1 to 10","1986","general elemantary","Rural Area","101","0.150772946409672","0.12389796599207","0.177647926827274","5"
"5 on Scale 1 to 10","1986","in school","Urban Area","8","","","","5"
"5 on Scale 1 to 10","1986","middle vocational","Rural Area","128","0.121517658155249","0.101894924867788","0.141140391442711","5"
"5 on Scale 1 to 10","1986","inadequately","Urban Area","105","0.17441757657259","0.145917247259986","0.202917905885194","5"
"5 on Scale 1 to 10","1986","inadequately","Rural Area","20","","","","5"
"5 on Scale 1 to 10","1986","higher vocational","Urban Area","48","0.101034155845552","0.0735233486935432","0.128544962997561","5"
"5 on Scale 1 to 10","1986","higher vocational","Rural Area","15","","","","5"
"5 on Scale 1 to 10","1986","higher education","Urban Area","50","0.075190094030761","0.0545987655467391","0.0957814225147828","5"
"5 on Scale 1 to 10","1986","higher education","Rural Area","8","","","","5"
"5 on Scale 1 to 10","1986","general elemantary","Urban Area","315","0.138464353933209","0.124126020545979","0.152802687320438","5"
"5 on Scale 1 to 10","1986","in school","Rural Area","3","","","","5"
"5 on Scale 1 to 10","1986","vocational + Abi","Urban Area","25","","","","5"
"5 on Scale 1 to 10","1986","vocational + Abi","Rural Area","8","","","","5"
"6 on Scale 1 to 10","1986","inadequately","Urban Area","73","0.0868519502876898","0.0657007547326894","0.10800314584269","6"
"6 on Scale 1 to 10","1986","in school","Urban Area","13","","","","6"
"6 on Scale 1 to 10","1986","vocational + Abi","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1986","in school","Rural Area","1","","","","6"
"6 on Scale 1 to 10","1986","middle vocational","Rural Area","99","0.0946819892153303","0.0770983989913991","0.112265579439262","6"
"6 on Scale 1 to 10","1986","vocational + Abi","Urban Area","22","","","","6"
"6 on Scale 1 to 10","1986","inadequately","Rural Area","13","","","","6"
"6 on Scale 1 to 10","1986","higher education","Rural Area","11","","","","6"
"6 on Scale 1 to 10","1986","middle vocational","Urban Area","349","0.0860913154379556","0.0773294524514096","0.0948531784245015","6"
"6 on Scale 1 to 10","1986","general elemantary","Rural Area","64","0.0967637026553114","0.0745596900568888","0.118967715253734","6"
"6 on Scale 1 to 10","1986","general elemantary","Urban Area","206","0.0947754116209408","0.0826158178152207","0.106935005426661","6"
"6 on Scale 1 to 10","1986","higher vocational","Urban Area","42","0.0910596586004181","0.0647976265668575","0.117321690633979","6"
"6 on Scale 1 to 10","1986","higher vocational","Rural Area","8","","","","6"
"6 on Scale 1 to 10","1986","higher education","Urban Area","38","0.0594189244831889","0.0409586426200397","0.0778792063463381","6"
"7 on Scale 1 to 10","1986","inadequately","Urban Area","116","0.19065231304592","0.161149519559295","0.220155106532546","7"
"7 on Scale 1 to 10","1986","in school","Rural Area","4","","","","7"
"7 on Scale 1 to 10","1986","in school","Urban Area","35","0.20819487665764","0.146243595553568","0.270146157761713","7"
"7 on Scale 1 to 10","1986","inadequately","Rural Area","13","","","","7"
"7 on Scale 1 to 10","1986","general elemantary","Urban Area","344","0.158578774274556","0.143414476049345","0.173743072499767","7"
"7 on Scale 1 to 10","1986","general elemantary","Rural Area","112","0.164127662449522","0.13630905388408","0.191946271014964","7"
"7 on Scale 1 to 10","1986","middle vocational","Urban Area","716","0.179806543264785","0.167810824378615","0.191802262150955","7"
"7 on Scale 1 to 10","1986","middle vocational","Rural Area","204","0.198068638298927","0.17413273927347","0.222004537324385","7"
"7 on Scale 1 to 10","1986","vocational + Abi","Urban Area","50","0.228375537822761","0.174358360815557","0.282392714829964","7"
"7 on Scale 1 to 10","1986","vocational + Abi","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1986","higher vocational","Urban Area","93","0.201484473327282","0.164869383567492","0.238099563087072","7"
"7 on Scale 1 to 10","1986","higher education","Urban Area","132","0.208245761687818","0.176538327454298","0.239953195921337","7"
"7 on Scale 1 to 10","1986","higher education","Rural Area","21","","","","7"
"7 on Scale 1 to 10","1986","higher vocational","Rural Area","27","","","","7"
"8 on Scale 1 to 10","1986","inadequately","Rural Area","23","","","","8"
"8 on Scale 1 to 10","1986","general elemantary","Urban Area","555","0.251963148417099","0.233940315072925","0.269985981761274","8"
"8 on Scale 1 to 10","1986","higher vocational","Rural Area","34","0.258620683971434","0.180600446740316","0.336640921202552","8"
"8 on Scale 1 to 10","1986","in school","Urban Area","53","0.316538526085088","0.245568261190716","0.38750879097946","8"
"8 on Scale 1 to 10","1986","in school","Rural Area","10","","","","8"
"8 on Scale 1 to 10","1986","vocational + Abi","Rural Area","12","","","","8"
"8 on Scale 1 to 10","1986","inadequately","Urban Area","150","0.209903790430742","0.17931765094419","0.240489929917293","8"
"8 on Scale 1 to 10","1986","general elemantary","Rural Area","170","0.277197769960552","0.243579207185378","0.310816332735726","8"
"8 on Scale 1 to 10","1986","middle vocational","Urban Area","1161","0.291892532465324","0.27769128605518","0.306093778875468","8"
"8 on Scale 1 to 10","1986","vocational + Abi","Urban Area","62","0.281959221630321","0.224060122749669","0.339858320510973","8"
"8 on Scale 1 to 10","1986","higher vocational","Urban Area","128","0.295998331003347","0.254327793362964","0.337668868643731","8"
"8 on Scale 1 to 10","1986","middle vocational","Rural Area","324","0.302024524989447","0.274449591500761","0.329599458478134","8"
"8 on Scale 1 to 10","1986","higher education","Urban Area","199","0.334605135019666","0.297759687177149","0.371450582862182","8"
"8 on Scale 1 to 10","1986","higher education","Rural Area","41","0.332456951646593","0.248169132707712","0.416744770585474","8"
"9 on Scale 1 to 10","1986","general elemantary","Urban Area","324","0.12751408353435","0.11366722209437","0.14136094497433","9"
"9 on Scale 1 to 10","1986","middle vocational","Rural Area","126","0.107591180773963","0.0889813017140986","0.126201059833827","9"
"9 on Scale 1 to 10","1986","higher education","Urban Area","113","0.16752108278668","0.138360300273351","0.196681865300009","9"
"9 on Scale 1 to 10","1986","in school","Urban Area","26","","","","9"
"9 on Scale 1 to 10","1986","inadequately","Rural Area","12","","","","9"
"9 on Scale 1 to 10","1986","general elemantary","Rural Area","106","0.145712321708075","0.119213610913734","0.172211032502415","9"
"9 on Scale 1 to 10","1986","higher vocational","Urban Area","78","0.157941027545631","0.124650830804251","0.191231224287012","9"
"9 on Scale 1 to 10","1986","higher vocational","Rural Area","17","","","","9"
"9 on Scale 1 to 10","1986","in school","Rural Area","3","","","","9"
"9 on Scale 1 to 10","1986","inadequately","Urban Area","65","0.0916211500708766","0.0699537944446198","0.113288505697133","9"
"9 on Scale 1 to 10","1986","middle vocational","Urban Area","537","0.137605782825222","0.126845178952455","0.148366386697988","9"
"9 on Scale 1 to 10","1986","vocational + Abi","Urban Area","23","","","","9"
"9 on Scale 1 to 10","1986","vocational + Abi","Rural Area","5","","","","9"
"9 on Scale 1 to 10","1986","higher education","Rural Area","23","","","","9"
"0 Completely dissatisfied","1987","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1987","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","1987","inadequately","Urban Area","8","","","","0"
"0 Completely dissatisfied","1987","inadequately","Rural Area","2","","","","0"
"0 Completely dissatisfied","1987","general elemantary","Urban Area","24","","","","0"
"0 Completely dissatisfied","1987","general elemantary","Rural Area","8","","","","0"
"0 Completely dissatisfied","1987","middle vocational","Urban Area","20","","","","0"
"0 Completely dissatisfied","1987","middle vocational","Rural Area","3","","","","0"
