"plh0182","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1985","West Germany","139","0.0130249311426694","0.0109106305902234","0.0151392316951154","2"
"2 on Scale 1 to 10","1985","East Germany","","","","","2"
"3 on Scale 1 to 10","1985","East Germany","","","","","3"
"3 on Scale 1 to 10","1985","West Germany","276","0.0251854474694108","0.0222635716680452","0.0281073232707765","3"
"4 on Scale 1 to 10","1985","West Germany","350","0.0303039460804837","0.0271073090915557","0.0335005830694117","4"
"4 on Scale 1 to 10","1985","East Germany","","","","","4"
"5 on Scale 1 to 10","1985","West Germany","1342","0.124440246071146","0.118284945854965","0.130595546287327","5"
"5 on Scale 1 to 10","1985","East Germany","","","","","5"
"6 on Scale 1 to 10","1985","West Germany","1003","0.0908830248699418","0.0855228718968717","0.0962431778430118","6"
"6 on Scale 1 to 10","1985","East Germany","","","","","6"
"7 on Scale 1 to 10","1985","West Germany","1932","0.172849904780059","0.165798873385452","0.179900936174666","7"
"7 on Scale 1 to 10","1985","East Germany","","","","","7"
"8 on Scale 1 to 10","1985","West Germany","2929","0.26736563564361","0.259112436010592","0.275618835276628","8"
"8 on Scale 1 to 10","1985","East Germany","","","","","8"
"9 on Scale 1 to 10","1985","West Germany","1373","0.121687741720496","0.115591336843583","0.127784146597409","9"
"9 on Scale 1 to 10","1985","East Germany","","","","","9"
"0 Completely dissatisfied","1986","West Germany","63","0.00561949069864841","0.00419697811975141","0.00704200327754541","0"
"0 Completely dissatisfied","1986","East Germany","","","","","0"
"1 on Scale 1 to 10","1986","West Germany","53","0.00491664004953051","0.00358558727608554","0.00624769282297548","1"
"1 on Scale 1 to 10","1986","East Germany","","","","","1"
"10 Completely satisfied","1986","West Germany","1281","0.121592596904588","0.115373420205921","0.127811773603255","10"
"10 Completely satisfied","1986","East Germany","","","","","10"
"2 on Scale 1 to 10","1986","West Germany","122","0.012136993747003","0.0100532934162339","0.014220694077772","2"
"2 on Scale 1 to 10","1986","East Germany","","","","","2"
"3 on Scale 1 to 10","1986","West Germany","237","0.0207383639417119","0.0180264996553595","0.0234502282280643","3"
"3 on Scale 1 to 10","1986","East Germany","","","","","3"
"4 on Scale 1 to 10","1986","West Germany","297","0.0255626139449307","0.0225592294446523","0.0285659984452092","4"
"4 on Scale 1 to 10","1986","East Germany","","","","","4"
"5 on Scale 1 to 10","1986","West Germany","1278","0.119871334090262","0.113690286491507","0.126052381689017","5"
"5 on Scale 1 to 10","1986","East Germany","","","","","5"
"6 on Scale 1 to 10","1986","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","West Germany","952","0.0883034898575241","0.0829040909347827","0.0937028887802656","6"
"7 on Scale 1 to 10","1986","West Germany","1897","0.181787355648675","0.174448197183998","0.189126514113352","7"
"7 on Scale 1 to 10","1986","East Germany","","","","","7"
"8 on Scale 1 to 10","1986","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","West Germany","2958","0.285601556913065","0.277005844626046","0.294197269200085","8"
"9 on Scale 1 to 10","1986","West Germany","1470","0.133869564204061","0.12738972975664","0.140349398651482","9"
"9 on Scale 1 to 10","1986","East Germany","","","","","9"
"0 Completely dissatisfied","1987","West Germany","73","0.00723361294658424","0.00561109564500057","0.00885613024816792","0"
"0 Completely dissatisfied","1987","East Germany","","","","","0"
"1 on Scale 1 to 10","1987","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","West Germany","60","0.00568987362647573","0.00424974788773242","0.00712999936521904","1"
"10 Completely satisfied","1987","West Germany","1030","0.0967088916634159","0.0910499496800178","0.102367833646814","10"
"10 Completely satisfied","1987","East Germany","","","","","10"
"2 on Scale 1 to 10","1987","West Germany","138","0.0140171599260777","0.0117662772256909","0.0162680426264644","2"
"2 on Scale 1 to 10","1987","East Germany","","","","","2"
"3 on Scale 1 to 10","1987","West Germany","273","0.0269539465732679","0.0238532015865313","0.0300546915600045","3"
"3 on Scale 1 to 10","1987","East Germany","","","","","3"
"4 on Scale 1 to 10","1987","West Germany","362","0.0362733980360639","0.032693594314949","0.0398532017571788","4"
"4 on Scale 1 to 10","1987","East Germany","","","","","4"
"5 on Scale 1 to 10","1987","West Germany","1253","0.123711458146505","0.117407450950209","0.1300154653428","5"
"5 on Scale 1 to 10","1987","East Germany","","","","","5"
"6 on Scale 1 to 10","1987","West Germany","1025","0.0984697834284288","0.0927651228953444","0.104174443961513","6"
"6 on Scale 1 to 10","1987","East Germany","","","","","6"
"7 on Scale 1 to 10","1987","West Germany","2019","0.194052263292168","0.18648043133451","0.201624095249826","7"
"7 on Scale 1 to 10","1987","East Germany","","","","","7"
"8 on Scale 1 to 10","1987","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","West Germany","2875","0.272644976401523","0.264118685572369","0.281171267230676","8"
"9 on Scale 1 to 10","1987","West Germany","1371","0.12424463595949","0.117928980963937","0.130560290955044","9"
"9 on Scale 1 to 10","1987","East Germany","","","","","9"
"0 Completely dissatisfied","1988","West Germany","67","0.00719944165913639","0.00554067615769837","0.00885820716057441","0"
"0 Completely dissatisfied","1988","East Germany","","","","","0"
"1 on Scale 1 to 10","1988","West Germany","51","0.00564020158678047","0.00417085695126778","0.00710954622229316","1"
"1 on Scale 1 to 10","1988","East Germany","","","","","1"
"10 Completely satisfied","1988","East Germany","","","","","10"
"10 Completely satisfied","1988","West Germany","893","0.089083658874577","0.0834945464006272","0.0946727713485269","10"
"2 on Scale 1 to 10","1988","West Germany","137","0.0148422568458735","0.0124697501943073","0.0172147634974396","2"
"2 on Scale 1 to 10","1988","East Germany","","","","","2"
"3 on Scale 1 to 10","1988","West Germany","301","0.0347037143579339","0.0311126525733261","0.0382947761425417","3"
"3 on Scale 1 to 10","1988","East Germany","","","","","3"
"4 on Scale 1 to 10","1988","West Germany","367","0.0386771583107663","0.0348938956899759","0.0424604209315567","4"
"4 on Scale 1 to 10","1988","East Germany","","","","","4"
"5 on Scale 1 to 10","1988","West Germany","1231","0.132041143634979","0.125398991972661","0.138683295297297","5"
"5 on Scale 1 to 10","1988","East Germany","","","","","5"
"6 on Scale 1 to 10","1988","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","West Germany","957","0.0949703948185812","0.0892182462523595","0.100722543384803","6"
"7 on Scale 1 to 10","1988","West Germany","1902","0.186156651315164","0.178519801183119","0.193793501447208","7"
"7 on Scale 1 to 10","1988","East Germany","","","","","7"
"8 on Scale 1 to 10","1988","East Germany","","","","","8"
"8 on Scale 1 to 10","1988","West Germany","2819","0.281326324544511","0.272504150232899","0.290148498856123","8"
"9 on Scale 1 to 10","1988","West Germany","1254","0.115359054051698","0.109091271208333","0.121626836895062","9"
"9 on Scale 1 to 10","1988","East Germany","","","","","9"
"0 Completely dissatisfied","1989","West Germany","65","0.00701194485904275","0.00534950271356103","0.00867438700452446","0"
"0 Completely dissatisfied","1989","East Germany","","","","","0"
"1 on Scale 1 to 10","1989","West Germany","49","0.00541778013443651","0.00395531232385919","0.00688024794501384","1"
"1 on Scale 1 to 10","1989","East Germany","","","","","1"
"10 Completely satisfied","1989","East Germany","","","","","10"
"10 Completely satisfied","1989","West Germany","834","0.0890959867109853","0.083420270650729","0.0947717027712416","10"
"2 on Scale 1 to 10","1989","West Germany","116","0.0126848809308685","0.0104552839203105","0.0149144779414264","2"
"2 on Scale 1 to 10","1989","East Germany","","","","","2"
"3 on Scale 1 to 10","1989","West Germany","252","0.0303568691561681","0.0269387300413679","0.0337750082709683","3"
"3 on Scale 1 to 10","1989","East Germany","","","","","3"
"4 on Scale 1 to 10","1989","West Germany","363","0.0392510011747649","0.0353821179475545","0.0431198844019753","4"
"4 on Scale 1 to 10","1989","East Germany","","","","","4"
"5 on Scale 1 to 10","1989","West Germany","1212","0.129330947544389","0.122645460280075","0.136016434808702","5"
"5 on Scale 1 to 10","1989","East Germany","","","","","5"
"6 on Scale 1 to 10","1989","West Germany","996","0.103144480112657","0.0970849420132018","0.109204018212112","6"
"6 on Scale 1 to 10","1989","East Germany","","","","","6"
"7 on Scale 1 to 10","1989","West Germany","1728","0.173924400326276","0.166372688018327","0.181476112634225","7"
"7 on Scale 1 to 10","1989","East Germany","","","","","7"
"8 on Scale 1 to 10","1989","West Germany","2803","0.286339240119475","0.277333039328746","0.295345440910204","8"
"8 on Scale 1 to 10","1989","East Germany","","","","","8"
"9 on Scale 1 to 10","1989","West Germany","1260","0.123442468930938","0.116888901165547","0.129996036696328","9"
"9 on Scale 1 to 10","1989","East Germany","","","","","9"
"0 Completely dissatisfied","1990","West Germany","50","0.00588378171170988","0.00434399876217312","0.00742356466124663","0"
"0 Completely dissatisfied","1990","East Germany","55","0.0128164186560748","0.00950188192290001","0.0161309553892496","0"
"1 on Scale 1 to 10","1990","East Germany","18","","","","1"
"1 on Scale 1 to 10","1990","West Germany","40","0.0044880524808564","0.00314230104359764","0.00583380391811516","1"
"10 Completely satisfied","1990","East Germany","301","0.0759730329826815","0.0681655222997917","0.0837805436655712","10"
"10 Completely satisfied","1990","West Germany","859","0.0904784277307761","0.0847028999739738","0.0962539554875785","10"
"2 on Scale 1 to 10","1990","East Germany","58","0.0140611209396968","0.0105915521695272","0.0175306897098665","2"
"2 on Scale 1 to 10","1990","West Germany","70","0.00764178936805788","0.00588853707383789","0.00939504166227786","2"
"3 on Scale 1 to 10","1990","East Germany","138","0.0321332639088251","0.0269365867849558","0.0373299410326945","3"
"3 on Scale 1 to 10","1990","West Germany","187","0.0219152672096019","0.0189676283329924","0.0248629060862113","3"
"4 on Scale 1 to 10","1990","West Germany","247","0.0268128067770665","0.0235605713035782","0.0300650422505547","4"
"4 on Scale 1 to 10","1990","East Germany","133","0.0285108991758879","0.0236067355108871","0.0334150628408887","4"
"5 on Scale 1 to 10","1990","West Germany","1081","0.119581031209678","0.113048394706879","0.126113667712476","5"
"5 on Scale 1 to 10","1990","East Germany","997","0.228339893978728","0.21597061304138","0.240709174916076","5"
"6 on Scale 1 to 10","1990","West Germany","900","0.0917970037833199","0.0859837622334243","0.0976102453332155","6"
"6 on Scale 1 to 10","1990","East Germany","577","0.128285062065964","0.118430988043559","0.138139136088369","6"
"7 on Scale 1 to 10","1990","West Germany","1831","0.194907813139301","0.186932457082629","0.202883169195974","7"
"7 on Scale 1 to 10","1990","East Germany","858","0.191872394928494","0.180268955188537","0.203475834668451","7"
"8 on Scale 1 to 10","1990","East Germany","1045","0.230271540330646","0.217865607168223","0.242677473493068","8"
"8 on Scale 1 to 10","1990","West Germany","2963","0.309188757913713","0.29988401889856","0.318493496928866","8"
"9 on Scale 1 to 10","1990","West Germany","1249","0.12730526867592","0.120594581155049","0.134015956196791","9"
"9 on Scale 1 to 10","1990","East Germany","244","0.0515725680380857","0.0450555043667915","0.05808963170938","9"
"0 Completely dissatisfied","1991","West Germany","37","0.0047249285322687","0.00334003981278983","0.00610981725174758","0"
"0 Completely dissatisfied","1991","East Germany","59","0.0137256025803132","0.0101706995313931","0.0172805056292333","0"
"1 on Scale 1 to 10","1991","East Germany","33","0.00795623558042532","0.00524178209505558","0.010670689065795","1"
"1 on Scale 1 to 10","1991","West Germany","27","","","","1"
"10 Completely satisfied","1991","East Germany","98","0.0303997673049024","0.0251541735160121","0.0356453610937928","10"
"10 Completely satisfied","1991","West Germany","798","0.0832188831888897","0.0776407424964942","0.0887970238812852","10"
"2 on Scale 1 to 10","1991","West Germany","76","0.00958781483419141","0.00761986737626876","0.0115557622921141","2"
"2 on Scale 1 to 10","1991","East Germany","99","0.0253889421705078","0.020582749888413","0.0301951344526026","2"
"3 on Scale 1 to 10","1991","East Germany","253","0.0605358154429225","0.0532494745872004","0.0678221562986445","3"
"3 on Scale 1 to 10","1991","West Germany","151","0.0158569866544959","0.0133341732507119","0.0183798000582799","3"
"4 on Scale 1 to 10","1991","West Germany","234","0.0238530935730193","0.0207714980135071","0.0269346891325316","4"
"4 on Scale 1 to 10","1991","East Germany","262","0.0625008776598869","0.0551049668684495","0.0698967884513242","4"
"5 on Scale 1 to 10","1991","West Germany","917","0.100066865273502","0.0940065396252497","0.106127190921754","5"
"5 on Scale 1 to 10","1991","East Germany","965","0.240273441430873","0.227219408316704","0.253327474545043","5"
"6 on Scale 1 to 10","1991","West Germany","877","0.0902022610966158","0.0844169484847806","0.0959875737084509","6"
"6 on Scale 1 to 10","1991","East Germany","578","0.137335485650919","0.126818881628202","0.147852089673636","6"
"7 on Scale 1 to 10","1991","West Germany","1891","0.20114895298078","0.193053568402713","0.209244337558848","7"
"7 on Scale 1 to 10","1991","East Germany","811","0.184638209258114","0.172783275302097","0.196493143214131","7"
"8 on Scale 1 to 10","1991","East Germany","777","0.192198790161975","0.180159780980322","0.204237799343629","8"
"8 on Scale 1 to 10","1991","West Germany","3123","0.332888189136346","0.323371317737466","0.342405060535227","8"
"9 on Scale 1 to 10","1991","West Germany","1288","0.133974213651728","0.127095270622448","0.140853156681008","9"
"9 on Scale 1 to 10","1991","East Germany","180","0.0450468327591597","0.0387097943625472","0.0513838711557723","9"
"0 Completely dissatisfied","1992","West Germany","35","0.00413422787057617","0.002833082659198","0.00543537308195433","0"
"0 Completely dissatisfied","1992","East Germany","25","","","","0"
"1 on Scale 1 to 10","1992","East Germany","24","","","","1"
"1 on Scale 1 to 10","1992","West Germany","31","0.00329450785392429","0.00213250589864618","0.0044565098092024","1"
"10 Completely satisfied","1992","West Germany","695","0.0771621001480993","0.071750908814447","0.0825732914817516","10"
"10 Completely satisfied","1992","East Germany","69","0.0194644852979301","0.015161117493775","0.0237678531020852","10"
"2 on Scale 1 to 10","1992","West Germany","67","0.00681686624078841","0.00514833165347609","0.00848540082810073","2"
"2 on Scale 1 to 10","1992","East Germany","80","0.0213137623787197","0.0168148540844447","0.0258126706729947","2"
"3 on Scale 1 to 10","1992","West Germany","166","0.0201744142146933","0.0173233761601197","0.023025452269267","3"
"3 on Scale 1 to 10","1992","East Germany","185","0.0484709412346591","0.0417812342666485","0.0551606482026698","3"
"4 on Scale 1 to 10","1992","West Germany","254","0.0280738881866246","0.0247242641257188","0.0314235122475304","4"
"4 on Scale 1 to 10","1992","East Germany","268","0.0671215102752995","0.0593268222138412","0.0749161983367579","4"
"5 on Scale 1 to 10","1992","West Germany","962","0.112539323409879","0.106130845837888","0.11894780098187","5"
"5 on Scale 1 to 10","1992","East Germany","916","0.234244602433543","0.221051857384911","0.247437347482176","5"
"6 on Scale 1 to 10","1992","West Germany","988","0.100609901545892","0.0945100035516545","0.106709799540129","6"
"6 on Scale 1 to 10","1992","East Germany","675","0.170481231418256","0.158767190536345","0.182195272300167","6"
"7 on Scale 1 to 10","1992","West Germany","1907","0.20112514906587","0.192996830357524","0.209253467774217","7"
"7 on Scale 1 to 10","1992","East Germany","853","0.204536212985609","0.19197155555657","0.217100870414649","7"
"8 on Scale 1 to 10","1992","West Germany","3039","0.324860046467046","0.315363335611294","0.334356757322797","8"
"8 on Scale 1 to 10","1992","East Germany","711","0.181661336923327","0.169651057036744","0.19367161680991","8"
"9 on Scale 1 to 10","1992","West Germany","1198","0.121209574996608","0.114591384221175","0.127827765772041","9"
"9 on Scale 1 to 10","1992","East Germany","153","0.0398150665476534","0.0337245166348638","0.045905616460443","9"
"0 Completely dissatisfied","1993","West Germany","54","0.00560333862173313","0.00408600899203523","0.00712066825143104","0"
"0 Completely dissatisfied","1993","East Germany","33","0.00913831336176959","0.00611877632398682","0.0121578503995524","0"
"1 on Scale 1 to 10","1993","East Germany","35","0.0104195660272478","0.00719737573178868","0.013641756322707","1"
"1 on Scale 1 to 10","1993","West Germany","42","0.00506269667853573","0.00362003170796434","0.00650536164910712","1"
"10 Completely satisfied","1993","West Germany","681","0.0750653012948192","0.0697091624354198","0.0804214401542185","10"
"10 Completely satisfied","1993","East Germany","72","0.0230409790423564","0.0182800746731468","0.0278018834115661","10"
"2 on Scale 1 to 10","1993","West Germany","89","0.0107693175624353","0.00867124957947269","0.012867385545398","2"
"2 on Scale 1 to 10","1993","East Germany","81","0.0265096651503297","0.021412029833634","0.0316073004670254","2"
"3 on Scale 1 to 10","1993","West Germany","210","0.022867069055318","0.0198285724732709","0.0259055656373651","3"
"3 on Scale 1 to 10","1993","East Germany","170","0.0459973197062781","0.0393500717341425","0.0526445676784137","3"
"4 on Scale 1 to 10","1993","West Germany","283","0.0305365931583673","0.0270391337923349","0.0340340525243998","4"
"4 on Scale 1 to 10","1993","East Germany","244","0.0622219744325582","0.0545567876884735","0.069887161176643","4"
"5 on Scale 1 to 10","1993","West Germany","1012","0.112869165133592","0.106436985431289","0.119301344835894","5"
"5 on Scale 1 to 10","1993","East Germany","774","0.204222729116202","0.191430429493445","0.21701502873896","5"
"6 on Scale 1 to 10","1993","West Germany","986","0.103988207346876","0.0977834388261111","0.110192975867641","6"
"6 on Scale 1 to 10","1993","East Germany","600","0.148322484679829","0.137044229754356","0.159600739605301","6"
"7 on Scale 1 to 10","1993","West Germany","1918","0.201888225261348","0.193728716186993","0.210047734335704","7"
"7 on Scale 1 to 10","1993","East Germany","788","0.199847322532049","0.187158058959091","0.212536586105006","7"
"8 on Scale 1 to 10","1993","West Germany","2860","0.310409293983036","0.301004706874927","0.319813881091145","8"
"8 on Scale 1 to 10","1993","East Germany","815","0.211929477886321","0.198961297423248","0.224897658349394","8"
"9 on Scale 1 to 10","1993","West Germany","1162","0.120940791903939","0.11431294995761","0.127568633850268","9"
"9 on Scale 1 to 10","1993","East Germany","203","0.0583501680650599","0.050911989635952","0.0657883464941679","9"
"0 Completely dissatisfied","1994","West Germany","53","0.00719703879006456","0.0054602946248155","0.00893378295531361","0"
"0 Completely dissatisfied","1994","East Germany","24","","","","0"
"1 on Scale 1 to 10","1994","West Germany","33","0.00420066482830381","0.00287182594948526","0.00552950370712236","1"
"1 on Scale 1 to 10","1994","East Germany","29","","","","1"
"10 Completely satisfied","1994","East Germany","76","0.0280016586637911","0.0227367979075618","0.0332665194200205","10"
"10 Completely satisfied","1994","West Germany","593","0.0645141254206513","0.0594666592245772","0.0695615916167255","10"
"2 on Scale 1 to 10","1994","West Germany","99","0.0116566465325308","0.00945134422654559","0.0138619488385161","2"
"2 on Scale 1 to 10","1994","East Germany","81","0.0243201426655911","0.0194042886456175","0.0292359966855648","2"
"3 on Scale 1 to 10","1994","West Germany","228","0.0261671979445344","0.0228873915807019","0.0294470043083668","3"
"3 on Scale 1 to 10","1994","East Germany","174","0.045874160807794","0.03919765633958","0.0525506652760079","3"
"4 on Scale 1 to 10","1994","West Germany","285","0.0333142704879807","0.0296271680610779","0.0370013729148835","4"
"4 on Scale 1 to 10","1994","East Germany","221","0.0552847775533319","0.0479916217934583","0.0625779333132054","4"
"5 on Scale 1 to 10","1994","West Germany","1014","0.118557662604328","0.111915811087054","0.125199514121602","5"
"5 on Scale 1 to 10","1994","East Germany","729","0.198249574444903","0.185526619758333","0.210972529131472","5"
"6 on Scale 1 to 10","1994","West Germany","1022","0.110882865616634","0.104431686424616","0.117334044808653","6"
"6 on Scale 1 to 10","1994","East Germany","571","0.146166930339661","0.134893053194201","0.157440807485121","6"
"7 on Scale 1 to 10","1994","West Germany","1953","0.20535877386956","0.197058936695782","0.213658611043338","7"
"7 on Scale 1 to 10","1994","East Germany","892","0.220248281268632","0.207023250736253","0.233473311801011","7"
"8 on Scale 1 to 10","1994","West Germany","2846","0.312782915977659","0.30325723833275","0.322308593622567","8"
"8 on Scale 1 to 10","1994","East Germany","824","0.229495380086788","0.216075864281512","0.242914895892063","8"
"9 on Scale 1 to 10","1994","West Germany","974","0.105367837927754","0.0990596636567252","0.111676012198782","9"
"9 on Scale 1 to 10","1994","East Germany","151","0.0377475183420225","0.031665454545034","0.0438295821390109","9"
"0 Completely dissatisfied","1995","East Germany","23","","","","0"
"0 Completely dissatisfied","1995","West Germany","60","0.00883052574046546","0.00696004329475418","0.0107010081861767","0"
"1 on Scale 1 to 10","1995","East Germany","19","","","","1"
"1 on Scale 1 to 10","1995","West Germany","35","0.00481548384680397","0.00343141348919944","0.00619955420440851","1"
"10 Completely satisfied","1995","East Germany","97","0.0355696336828141","0.0295944507927098","0.0415448165729184","10"
"10 Completely satisfied","1995","West Germany","595","0.0606653141293693","0.0558925848344739","0.0654380434242648","10"
"2 on Scale 1 to 10","1995","East Germany","61","0.0157661520956113","0.0117474290946431","0.0197848750965796","2"
"2 on Scale 1 to 10","1995","West Germany","126","0.0146503136006558","0.0122481363534629","0.0170524908478487","2"
"3 on Scale 1 to 10","1995","East Germany","144","0.044245011209817","0.0376109189036891","0.0508791035159449","3"
"3 on Scale 1 to 10","1995","West Germany","217","0.0246315487763218","0.0215325842189747","0.0277305133336688","3"
"4 on Scale 1 to 10","1995","East Germany","170","0.0476543816628603","0.0407817228893232","0.0545270404363975","4"
"4 on Scale 1 to 10","1995","West Germany","309","0.0360052206055356","0.0322803904358813","0.0397300507751899","4"
"5 on Scale 1 to 10","1995","West Germany","1154","0.130721025701645","0.123981354523533","0.137460696879758","5"
"5 on Scale 1 to 10","1995","East Germany","696","0.202671360903239","0.189702825196238","0.21563989661024","5"
"6 on Scale 1 to 10","1995","East Germany","555","0.14031101057721","0.129106506809809","0.151515514344611","6"
"6 on Scale 1 to 10","1995","West Germany","1029","0.105374594667833","0.0992359150302409","0.111513274305425","6"
"7 on Scale 1 to 10","1995","East Germany","887","0.221339445931537","0.207946393627811","0.234732498235264","7"
"7 on Scale 1 to 10","1995","West Germany","2059","0.207874507160507","0.199761459847909","0.215987554473105","7"
"8 on Scale 1 to 10","1995","East Germany","849","0.226665579387473","0.213158777613961","0.240172381160985","8"
"8 on Scale 1 to 10","1995","West Germany","2949","0.300016445210433","0.290854180264852","0.309178710156014","8"
"9 on Scale 1 to 10","1995","East Germany","190","0.0529123564027457","0.0456904857602494","0.0601342270452419","9"
"9 on Scale 1 to 10","1995","West Germany","1077","0.10641502056043","0.100249698132743","0.112580342988118","9"
"0 Completely dissatisfied","1996","East Germany","26","","","","0"
"0 Completely dissatisfied","1996","West Germany","45","0.00596363211348888","0.00440807212604541","0.00751919210093236","0"
"1 on Scale 1 to 10","1996","East Germany","10","","","","1"
"1 on Scale 1 to 10","1996","West Germany","33","0.00425096955852915","0.00293650419176638","0.00556543492529192","1"
"10 Completely satisfied","1996","East Germany","84","0.0304575990678748","0.0249153036203703","0.0359998945153793","10"
"10 Completely satisfied","1996","West Germany","527","0.0560936955489861","0.051444779815369","0.0607426112826032","10"
"2 on Scale 1 to 10","1996","East Germany","57","0.0167440838767804","0.0126057796297531","0.0208823881238077","2"
"2 on Scale 1 to 10","1996","West Germany","108","0.013436027735834","0.011109928299843","0.0157621271718251","2"
"3 on Scale 1 to 10","1996","East Germany","139","0.0409995576261386","0.0346043090989047","0.0473948061533725","3"
"3 on Scale 1 to 10","1996","West Germany","199","0.023038039049643","0.0200069982204016","0.0260690798788844","3"
"4 on Scale 1 to 10","1996","East Germany","175","0.0459087145874953","0.0391587581779044","0.0526586709970862","4"
"4 on Scale 1 to 10","1996","West Germany","296","0.0328063589727116","0.0292074908142581","0.036405227131165","4"
"5 on Scale 1 to 10","1996","West Germany","1076","0.122848772427438","0.116216645143231","0.129480899711646","5"
"5 on Scale 1 to 10","1996","East Germany","702","0.203274748258406","0.190295353415755","0.216254143101057","5"
"6 on Scale 1 to 10","1996","East Germany","561","0.145302367823449","0.133936541031833","0.156668194615064","6"
"6 on Scale 1 to 10","1996","West Germany","1061","0.108158304680135","0.101883444887214","0.114433164473056","6"
"7 on Scale 1 to 10","1996","East Germany","908","0.225856387598856","0.212370318101943","0.239342457095769","7"
"7 on Scale 1 to 10","1996","West Germany","2072","0.214252788195061","0.20596316347949","0.222542412910632","7"
"8 on Scale 1 to 10","1996","East Germany","837","0.224095415557605","0.210646753452475","0.237544077662736","8"
"8 on Scale 1 to 10","1996","West Germany","2951","0.31226984298021","0.302907075003566","0.321632610956854","8"
"9 on Scale 1 to 10","1996","East Germany","194","0.0563464439974778","0.0489094405271172","0.0637834474678383","9"
"9 on Scale 1 to 10","1996","West Germany","1043","0.106881568737963","0.100639390862639","0.113123746613287","9"
"0 Completely dissatisfied","1997","East Germany","18","","","","0"
"0 Completely dissatisfied","1997","West Germany","41","0.00603718129790932","0.00445812791731414","0.0076162346785045","0"
"1 on Scale 1 to 10","1997","East Germany","13","","","","1"
"1 on Scale 1 to 10","1997","West Germany","43","0.00482292075916398","0.00341070881950122","0.00623513269882674","1"
"10 Completely satisfied","1997","East Germany","75","0.0249433054052909","0.0198798050683375","0.0300068057422444","10"
"10 Completely satisfied","1997","West Germany","451","0.0503881826674222","0.0459292384825575","0.054847126852287","10"
"2 on Scale 1 to 10","1997","East Germany","58","0.0193058718588105","0.0148383117544761","0.0237734319631449","2"
"2 on Scale 1 to 10","1997","West Germany","108","0.0146817693689078","0.0122300424738539","0.0171334962639617","2"
"3 on Scale 1 to 10","1997","East Germany","135","0.0383230139990844","0.0320899247232846","0.0445561032748843","3"
"3 on Scale 1 to 10","1997","West Germany","251","0.0309065305825391","0.027378741639249","0.0344343195258293","3"
"4 on Scale 1 to 10","1997","East Germany","183","0.052715112501222","0.0454596219620807","0.0599706030403634","4"
"4 on Scale 1 to 10","1997","West Germany","382","0.0466132983178347","0.0423161128796269","0.0509104837560425","4"
"5 on Scale 1 to 10","1997","East Germany","706","0.201177595304916","0.188161706440025","0.214193484169806","5"
"5 on Scale 1 to 10","1997","West Germany","1085","0.120412590171015","0.113778672389646","0.127046507952385","5"
