"plh0182","year","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","146","0.0119988433939345","0.0100650568888335","0.0139326298990354","0"
"1 on Scale 1 to 10","1984","69","0.00560351579589745","0.00427773966280438","0.00692929192899052","1"
"10 Completely satisfied","1984","2406","0.195831568822306","0.188783421587923","0.202879716056688","10"
"2 on Scale 1 to 10","1984","154","0.0132574786497413","0.0112260924576242","0.0152888648418583","2"
"3 on Scale 1 to 10","1984","248","0.0201797655213349","0.0176823467829683","0.0226771842597015","3"
"4 on Scale 1 to 10","1984","332","0.025266483072754","0.0224792360919707","0.0280537300535373","4"
"5 on Scale 1 to 10","1984","1443","0.118368251796679","0.112630769831342","0.124105733762017","5"
"6 on Scale 1 to 10","1984","990","0.0824909506335175","0.077604782144667","0.0873771191223679","6"
"7 on Scale 1 to 10","1984","1867","0.15621572422622","0.149767528767606","0.162663919684833","7"
"8 on Scale 1 to 10","1984","3008","0.248355117424183","0.240681449253462","0.256028785594903","8"
"9 on Scale 1 to 10","1984","1515","0.122432300663433","0.116610619371247","0.128253981955619","9"
"0 Completely dissatisfied","1985","110","0.00993613692437482","0.00808658596147714","0.0117856878872725","0"
"1 on Scale 1 to 10","1985","59","0.00493555183045972","0.0036287209825658","0.00624238267835364","1"
"10 Completely satisfied","1985","1534","0.139387433467349","0.132928786202979","0.145846080731718","10"
"2 on Scale 1 to 10","1985","139","0.0130249311426694","0.0109106305902234","0.0151392316951154","2"
"3 on Scale 1 to 10","1985","276","0.0251854474694108","0.0222635716680452","0.0281073232707765","3"
"4 on Scale 1 to 10","1985","350","0.0303039460804837","0.0271073090915557","0.0335005830694117","4"
"5 on Scale 1 to 10","1985","1342","0.124440246071146","0.118284945854965","0.130595546287327","5"
"6 on Scale 1 to 10","1985","1003","0.0908830248699418","0.0855228718968717","0.0962431778430118","6"
"7 on Scale 1 to 10","1985","1932","0.172849904780059","0.165798873385452","0.179900936174666","7"
"8 on Scale 1 to 10","1985","2929","0.26736563564361","0.259112436010592","0.275618835276628","8"
"9 on Scale 1 to 10","1985","1373","0.121687741720496","0.115591336843583","0.127784146597409","9"
"0 Completely dissatisfied","1986","63","0.00561949069864841","0.00419697811975141","0.00704200327754541","0"
"1 on Scale 1 to 10","1986","53","0.00491664004953051","0.00358558727608554","0.00624769282297548","1"
"10 Completely satisfied","1986","1281","0.121592596904588","0.115373420205921","0.127811773603255","10"
"2 on Scale 1 to 10","1986","122","0.012136993747003","0.0100532934162339","0.014220694077772","2"
"3 on Scale 1 to 10","1986","237","0.0207383639417119","0.0180264996553595","0.0234502282280643","3"
"4 on Scale 1 to 10","1986","297","0.0255626139449307","0.0225592294446523","0.0285659984452092","4"
"5 on Scale 1 to 10","1986","1278","0.119871334090262","0.113690286491507","0.126052381689017","5"
"6 on Scale 1 to 10","1986","952","0.0883034898575241","0.0829040909347827","0.0937028887802656","6"
"7 on Scale 1 to 10","1986","1897","0.181787355648675","0.174448197183998","0.189126514113352","7"
"8 on Scale 1 to 10","1986","2958","0.285601556913065","0.277005844626046","0.294197269200085","8"
"9 on Scale 1 to 10","1986","1470","0.133869564204061","0.12738972975664","0.140349398651482","9"
"0 Completely dissatisfied","1987","73","0.00723361294658424","0.00561109564500057","0.00885613024816792","0"
"1 on Scale 1 to 10","1987","60","0.00568987362647573","0.00424974788773242","0.00712999936521904","1"
"10 Completely satisfied","1987","1030","0.0967088916634159","0.0910499496800178","0.102367833646814","10"
"2 on Scale 1 to 10","1987","138","0.0140171599260777","0.0117662772256909","0.0162680426264644","2"
"3 on Scale 1 to 10","1987","273","0.0269539465732679","0.0238532015865313","0.0300546915600045","3"
"4 on Scale 1 to 10","1987","362","0.0362733980360639","0.032693594314949","0.0398532017571788","4"
"5 on Scale 1 to 10","1987","1253","0.123711458146505","0.117407450950209","0.1300154653428","5"
"6 on Scale 1 to 10","1987","1025","0.0984697834284288","0.0927651228953444","0.104174443961513","6"
"7 on Scale 1 to 10","1987","2019","0.194052263292168","0.18648043133451","0.201624095249826","7"
"8 on Scale 1 to 10","1987","2875","0.272644976401523","0.264118685572369","0.281171267230676","8"
"9 on Scale 1 to 10","1987","1371","0.12424463595949","0.117928980963937","0.130560290955044","9"
"0 Completely dissatisfied","1988","67","0.00719944165913639","0.00554067615769837","0.00885820716057441","0"
"1 on Scale 1 to 10","1988","51","0.00564020158678047","0.00417085695126778","0.00710954622229316","1"
"10 Completely satisfied","1988","893","0.089083658874577","0.0834945464006272","0.0946727713485269","10"
"2 on Scale 1 to 10","1988","137","0.0148422568458735","0.0124697501943073","0.0172147634974396","2"
"3 on Scale 1 to 10","1988","301","0.0347037143579339","0.0311126525733261","0.0382947761425417","3"
"4 on Scale 1 to 10","1988","367","0.0386771583107663","0.0348938956899759","0.0424604209315567","4"
"5 on Scale 1 to 10","1988","1231","0.132041143634979","0.125398991972661","0.138683295297297","5"
"6 on Scale 1 to 10","1988","957","0.0949703948185812","0.0892182462523595","0.100722543384803","6"
"7 on Scale 1 to 10","1988","1902","0.186156651315164","0.178519801183119","0.193793501447208","7"
"8 on Scale 1 to 10","1988","2819","0.281326324544511","0.272504150232899","0.290148498856123","8"
"9 on Scale 1 to 10","1988","1254","0.115359054051698","0.109091271208333","0.121626836895062","9"
"0 Completely dissatisfied","1989","65","0.00701194485904275","0.00534950271356103","0.00867438700452446","0"
"1 on Scale 1 to 10","1989","49","0.00541778013443651","0.00395531232385919","0.00688024794501384","1"
"10 Completely satisfied","1989","834","0.0890959867109853","0.083420270650729","0.0947717027712416","10"
"2 on Scale 1 to 10","1989","116","0.0126848809308685","0.0104552839203105","0.0149144779414264","2"
"3 on Scale 1 to 10","1989","252","0.0303568691561681","0.0269387300413679","0.0337750082709683","3"
"4 on Scale 1 to 10","1989","363","0.0392510011747649","0.0353821179475545","0.0431198844019753","4"
"5 on Scale 1 to 10","1989","1212","0.129330947544389","0.122645460280075","0.136016434808702","5"
"6 on Scale 1 to 10","1989","996","0.103144480112657","0.0970849420132018","0.109204018212112","6"
"7 on Scale 1 to 10","1989","1728","0.173924400326276","0.166372688018327","0.181476112634225","7"
"8 on Scale 1 to 10","1989","2803","0.286339240119475","0.277333039328746","0.295345440910204","8"
"9 on Scale 1 to 10","1989","1260","0.123442468930938","0.116888901165547","0.129996036696328","9"
"0 Completely dissatisfied","1990","105","0.00724540156025481","0.00583553745653725","0.00865526566397237","0"
"1 on Scale 1 to 10","1990","58","0.0048171823491453","0.00366618838261346","0.00596817631567714","1"
"10 Completely satisfied","1990","1160","0.0876294636845572","0.0829290533531874","0.0923298740159269","10"
"2 on Scale 1 to 10","1990","128","0.00890259234281043","0.00734109416054748","0.0104640905250734","2"
"3 on Scale 1 to 10","1990","325","0.0239221553864504","0.0213819580844784","0.0264623526884223","3"
"4 on Scale 1 to 10","1990","380","0.0271463243596911","0.0244448282380417","0.0298478204813404","4"
"5 on Scale 1 to 10","1990","2078","0.140942055512542","0.135157678399219","0.146726432625864","5"
"6 on Scale 1 to 10","1990","1477","0.0989635213423991","0.0939994978710508","0.103927544813747","6"
"7 on Scale 1 to 10","1990","2689","0.194311635131187","0.18773417811703","0.200889092145344","7"
"8 on Scale 1 to 10","1990","4008","0.29368884774744","0.286117610959439","0.30126008453544","8"
"9 on Scale 1 to 10","1990","1493","0.112430820583523","0.107179495960105","0.117682145206942","9"
"0 Completely dissatisfied","1991","96","0.00655606860472108","0.00519641452459386","0.00791572268484829","0"
"1 on Scale 1 to 10","1991","60","0.00518547835520193","0.00397543626826112","0.00639552044214274","1"
"10 Completely satisfied","1991","896","0.072473110242286","0.0681050692100465","0.0768411512745256","10"
"2 on Scale 1 to 10","1991","175","0.0128024715700098","0.010908454256325","0.0146964888836945","2"
"3 on Scale 1 to 10","1991","404","0.0249466607553485","0.022319084052845","0.0275742374578521","3"
"4 on Scale 1 to 10","1991","496","0.0317157831643978","0.0287633902704172","0.0346681760583785","4"
"5 on Scale 1 to 10","1991","1882","0.128591160082165","0.122951517997058","0.134230802167273","5"
"6 on Scale 1 to 10","1991","1455","0.0997912691825193","0.0947417167234179","0.104840821641621","6"
"7 on Scale 1 to 10","1991","2702","0.197789928501593","0.191079022639671","0.204500834363515","7"
"8 on Scale 1 to 10","1991","3900","0.304265666550143","0.296514212135065","0.312017120965221","8"
"9 on Scale 1 to 10","1991","1468","0.115882402991614","0.11048979602496","0.121275009958269","9"
"0 Completely dissatisfied","1992","60","0.0046479825840716","0.00349206587703632","0.00580389929110689","0"
"1 on Scale 1 to 10","1992","55","0.00387334211048386","0.00281772564833435","0.00492895857263336","1"
"10 Completely satisfied","1992","764","0.06562082353326","0.061412701185336","0.069828945881184","10"
"2 on Scale 1 to 10","1992","147","0.00971668608289007","0.00804965091797534","0.0113837212478048","2"
"3 on Scale 1 to 10","1992","351","0.0258345796552365","0.0231385603426737","0.0285305989677993","3"
"4 on Scale 1 to 10","1992","522","0.0358845994066185","0.0327235993354518","0.0390455994777852","4"
"5 on Scale 1 to 10","1992","1878","0.136884078290057","0.131042677886991","0.142725478693123","5"
"6 on Scale 1 to 10","1992","1663","0.114586291169583","0.109173199315872","0.119999383023294","6"
"7 on Scale 1 to 10","1992","2760","0.201807465524719","0.194986774302671","0.208628156746768","7"
"8 on Scale 1 to 10","1992","3750","0.296215952217676","0.288456521224627","0.303975383210725","8"
"9 on Scale 1 to 10","1992","1351","0.104928199425404","0.0997200793094984","0.11013631954131","9"
"0 Completely dissatisfied","1993","87","0.00630339549695335","0.0049487433107681","0.0076580476831386","0"
"1 on Scale 1 to 10","1993","77","0.00612355665435091","0.00478824792099835","0.00745886538770348","1"
"10 Completely satisfied","1993","753","0.0647625446558472","0.060550077585777","0.0689750117259175","10"
"2 on Scale 1 to 10","1993","170","0.0138864935983659","0.0118835285382994","0.0158894586584324","2"
"3 on Scale 1 to 10","1993","380","0.0274477215873937","0.02465116733799","0.0302442758367974","3"
"4 on Scale 1 to 10","1993","527","0.0368114807137852","0.0335884762061523","0.0400344852214181","4"
"5 on Scale 1 to 10","1993","1786","0.13096057886212","0.125186221573263","0.136734936150977","5"
