"plh0182","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","no migration background","Urban Area","58","0.00998902648732561","0.00748567569260115","0.0124923772820501","0"
"0 Completely dissatisfied","1985","no migration background","Rural Area","17","","","","0"
"0 Completely dissatisfied","1985","direct migration background","Urban Area","30","0.0109407880265609","0.00693148133538406","0.0149500947177377","0"
"0 Completely dissatisfied","1985","direct migration background","Rural Area","4","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1985","direct migration background","Urban Area","17","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Urban Area","26","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Rural Area","10","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1985","no migration background","Urban Area","818","0.139203082991925","0.130489136207665","0.147917029776184","10"
"10 Completely satisfied","1985","no migration background","Rural Area","262","0.138705679092341","0.123196749686879","0.154214608497802","10"
"10 Completely satisfied","1985","direct migration background","Urban Area","372","0.14053458699704","0.127139681814497","0.153929492179583","10"
"10 Completely satisfied","1985","direct migration background","Rural Area","59","0.147488544210346","0.110233273342618","0.184743815078073","10"
"10 Completely satisfied","1985","indirect migration background","Urban Area","19","","","","10"
"10 Completely satisfied","1985","indirect migration background","Rural Area","4","","","","10"
"2 on Scale 1 to 10","1985","no migration background","Urban Area","68","0.012006690627865","0.00926493472581176","0.0147484465299183","2"
"2 on Scale 1 to 10","1985","direct migration background","Urban Area","37","0.0160167169742439","0.011178175794862","0.0208552581536257","2"
"2 on Scale 1 to 10","1985","indirect migration background","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1985","no migration background","Rural Area","27","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Rural Area","5","","","","2"
"3 on Scale 1 to 10","1985","direct migration background","Urban Area","73","0.0276868184475228","0.0213630866266432","0.0340105502684024","3"
"3 on Scale 1 to 10","1985","no migration background","Urban Area","141","0.0237765240244732","0.0199413159542327","0.0276117320947137","3"
"3 on Scale 1 to 10","1985","no migration background","Rural Area","53","0.0297971262091347","0.0221679547673802","0.0374262976508892","3"
"3 on Scale 1 to 10","1985","direct migration background","Rural Area","7","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Urban Area","2","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1985","no migration background","Urban Area","167","0.0279333090378823","0.0237852077827485","0.032081410293016","4"
"4 on Scale 1 to 10","1985","direct migration background","Urban Area","92","0.028203292237896","0.0218225463946971","0.0345840380810949","4"
"4 on Scale 1 to 10","1985","no migration background","Rural Area","66","0.0351718225875045","0.0269060903608775","0.0434375548141314","4"
"4 on Scale 1 to 10","1985","indirect migration background","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Urban Area","2","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Rural Area","215","0.117852579671592","0.103384894930571","0.132320264412613","5"
"5 on Scale 1 to 10","1985","no migration background","Urban Area","735","0.123782845063072","0.115492430823686","0.132073259302457","5"
"5 on Scale 1 to 10","1985","direct migration background","Urban Area","346","0.15378985166112","0.139885946894518","0.167693756427721","5"
"5 on Scale 1 to 10","1985","direct migration background","Rural Area","34","0.101288766234871","0.0695895010665589","0.132988031403182","5"
"5 on Scale 1 to 10","1985","indirect migration background","Urban Area","10","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Rural Area","2","","","","5"
"6 on Scale 1 to 10","1985","direct migration background","Urban Area","252","0.10537084574254","0.0935372811106711","0.117204410374408","6"
"6 on Scale 1 to 10","1985","no migration background","Urban Area","547","0.0904500705683959","0.0832297271827842","0.0976704139540076","6"
"6 on Scale 1 to 10","1985","no migration background","Rural Area","171","0.0881092741007629","0.0753906211541566","0.100827927047369","6"
"6 on Scale 1 to 10","1985","direct migration background","Rural Area","27","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Urban Area","5","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","6"
"7 on Scale 1 to 10","1985","direct migration background","Urban Area","426","0.15595391227596","0.141970439271216","0.169937385280704","7"
"7 on Scale 1 to 10","1985","no migration background","Urban Area","1067","0.171552855959404","0.162062740334391","0.181042971584417","7"
"7 on Scale 1 to 10","1985","no migration background","Rural Area","360","0.1835633693262","0.166192835829402","0.200933902822999","7"
"7 on Scale 1 to 10","1985","direct migration background","Rural Area","60","0.170684426651668","0.131155472110594","0.210213381192741","7"
"7 on Scale 1 to 10","1985","indirect migration background","Urban Area","19","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Rural Area","491","0.253601505791612","0.234079690600641","0.273123320982584","8"
"8 on Scale 1 to 10","1985","indirect migration background","Urban Area","39","0.391635476805821","0.306406794973537","0.476864158638105","8"
"8 on Scale 1 to 10","1985","direct migration background","Rural Area","69","0.210617644032698","0.167777635195834","0.253457652869562","8"
"8 on Scale 1 to 10","1985","direct migration background","Urban Area","625","0.235282894424906","0.218934338011608","0.251631450838203","8"
"8 on Scale 1 to 10","1985","no migration background","Urban Area","1702","0.276050877116872","0.264797348650704","0.28730440558304","8"
"8 on Scale 1 to 10","1985","indirect migration background","Rural Area","3","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Rural Area","56","0.150812150730955","0.113212957921706","0.188411343540204","9"
