"plh0182","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1984","inadequately","Male","90","0.202660555284069","0.16448814963868","0.240832960929458","10"
"10 Completely satisfied","1984","general elemantary","Male","209","0.156550509024995","0.13552128903104","0.177579729018949","10"
"10 Completely satisfied","1984","general elemantary","Female","459","0.197566950957198","0.181308902785991","0.213824999128405","10"
"10 Completely satisfied","1984","vocational + Abi","Female","22","","","","10"
"10 Completely satisfied","1984","higher education","Male","98","0.189045253305133","0.155836034378782","0.222254472231483","10"
"10 Completely satisfied","1984","inadequately","Female","117","0.186291914758124","0.154849074991546","0.217734754524701","10"
"10 Completely satisfied","1984","higher vocational","Female","63","0.231445859894787","0.181598325056254","0.28129339473332","10"
"2 on Scale 1 to 10","1984","in school","Male","","","","","2"
"2 on Scale 1 to 10","1984","inadequately","Male","11","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","Female","22","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","Male","42","0.0139977139873986","0.0099028952976225","0.0180925326771748","2"
"2 on Scale 1 to 10","1984","in school","Female","1","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Male","2","","","","2"
"2 on Scale 1 to 10","1984","higher education","Female","1","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Female","37","0.0178188527228124","0.0124170027323963","0.0232207027132285","2"
"2 on Scale 1 to 10","1984","inadequately","Female","10","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Male","17","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Female","1","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Male","2","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Female","3","","","","2"
"2 on Scale 1 to 10","1984","higher education","Male","4","","","","2"
"3 on Scale 1 to 10","1984","in school","Female","2","","","","3"
"3 on Scale 1 to 10","1984","in school","Male","4","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Male","14","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Female","19","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Male","27","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Female","56","0.0235982799470333","0.0174001411690035","0.0297964187250632","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Male","2","","","","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Female","2","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Male","5","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Female","3","","","","3"
"3 on Scale 1 to 10","1984","middle vocational","Male","61","0.0204596004083068","0.0155252849841542","0.0253939158324593","3"
"3 on Scale 1 to 10","1984","middle vocational","Female","42","0.0163985127404332","0.0114604389240184","0.0213365865568479","3"
"3 on Scale 1 to 10","1984","higher education","Male","9","","","","3"
"3 on Scale 1 to 10","1984","higher education","Female","2","","","","3"
"4 on Scale 1 to 10","1984","middle vocational","Male","60","0.0186878992300937","0.0139678016486962","0.0234079968114912","4"
"4 on Scale 1 to 10","1984","higher education","Male","17","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Female","69","0.0309510343849571","0.023879440710426","0.0380226280594882","4"
"4 on Scale 1 to 10","1984","higher vocational","Female","5","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","Male","12","","","","4"
"4 on Scale 1 to 10","1984","in school","Female","5","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Male","22","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Female","28","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Male","38","0.0345046509561374","0.0239418208561382","0.0450674810561365","4"
"4 on Scale 1 to 10","1984","middle vocational","Female","59","0.0215411827451852","0.0158963405350014","0.027186024955369","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Male","6","","","","4"
"4 on Scale 1 to 10","1984","higher education","Female","7","","","","4"
"4 on Scale 1 to 10","1984","in school","Male","1","","","","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Female","2","","","","4"
"5 on Scale 1 to 10","1984","in school","Male","5","","","","5"
"5 on Scale 1 to 10","1984","in school","Female","6","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","Male","341","0.106630165660025","0.095872381112799","0.117387950207252","5"
"5 on Scale 1 to 10","1984","middle vocational","Female","298","0.11934678007888","0.106741468780949","0.131952091376812","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Male","21","","","","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Female","16","","","","5"
"5 on Scale 1 to 10","1984","higher vocational","Female","19","","","","5"
"5 on Scale 1 to 10","1984","higher education","Male","37","0.0710372085421443","0.0492490982164084","0.0928253188678802","5"
"5 on Scale 1 to 10","1984","higher education","Female","26","","","","5"
"5 on Scale 1 to 10","1984","inadequately","Male","51","0.134791792617736","0.102362660110039","0.167220925125433","5"
"5 on Scale 1 to 10","1984","inadequately","Female","93","0.138215068142195","0.110343103149063","0.166087033135328","5"
"5 on Scale 1 to 10","1984","general elemantary","Male","158","0.135927327280205","0.116094030711148","0.155760623849263","5"
"5 on Scale 1 to 10","1984","general elemantary","Female","325","0.14934092700672","0.134787206033461","0.163894647979979","5"
"5 on Scale 1 to 10","1984","higher vocational","Male","34","0.0940004217467803","0.0646972586707735","0.123303584822787","5"
"6 on Scale 1 to 10","1984","in school","Female","7","","","","6"
"6 on Scale 1 to 10","1984","higher education","Female","18","","","","6"
"6 on Scale 1 to 10","1984","in school","Male","7","","","","6"
"6 on Scale 1 to 10","1984","inadequately","Male","37","0.0988805027659578","0.070534631025966","0.12722637450595","6"
"6 on Scale 1 to 10","1984","inadequately","Female","46","0.103532613915325","0.078929148604616","0.128136079226033","6"
"6 on Scale 1 to 10","1984","general elemantary","Male","108","0.100517062783176","0.0831157208246627","0.11791840474169","6"
"6 on Scale 1 to 10","1984","middle vocational","Female","188","0.0742468674692274","0.0640531540189867","0.0844405809194682","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Male","14","","","","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Female","9","","","","6"
"6 on Scale 1 to 10","1984","higher vocational","Male","32","0.0850447564608234","0.0570350021574058","0.113054510764241","6"
"6 on Scale 1 to 10","1984","higher vocational","Female","16","","","","6"
"6 on Scale 1 to 10","1984","higher education","Male","35","0.0626051552191313","0.042058374255199","0.0831519361830636","6"
"6 on Scale 1 to 10","1984","general elemantary","Female","219","0.0946363459137164","0.0826841593634415","0.106588532463991","6"
"6 on Scale 1 to 10","1984","middle vocational","Male","249","0.0813583196564142","0.0718294537278175","0.0908871855850108","6"
"7 on Scale 1 to 10","1984","inadequately","Male","59","0.11443452786778","0.0842049439085113","0.144664111827049","7"
"7 on Scale 1 to 10","1984","in school","Female","13","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Male","74","0.188492311380423","0.149220698086953","0.227763924673894","7"
"7 on Scale 1 to 10","1984","in school","Male","25","","","","7"
"7 on Scale 1 to 10","1984","inadequately","Female","79","0.139048015358628","0.111105705351706","0.166990325365551","7"
"7 on Scale 1 to 10","1984","general elemantary","Male","164","0.151400210548395","0.130656756124911","0.172143664971878","7"
"7 on Scale 1 to 10","1984","general elemantary","Female","345","0.152333315870754","0.137660385432653","0.167006246308854","7"
"7 on Scale 1 to 10","1984","middle vocational","Male","535","0.1736662134992","0.160462302722464","0.186870124275936","7"
"7 on Scale 1 to 10","1984","higher education","Male","71","0.129296284793311","0.100838199001558","0.157754370585063","7"
"7 on Scale 1 to 10","1984","higher education","Female","36","0.134271256654479","0.0925064424647431","0.176036070844216","7"
"7 on Scale 1 to 10","1984","middle vocational","Female","359","0.139758207481092","0.126276506566721","0.153239908395463","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Male","29","","","","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Female","19","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Female","50","0.178838044692043","0.133545563710284","0.224130525673802","7"
"8 on Scale 1 to 10","1984","general elemantary","Male","257","0.230551066591261","0.206176334502135","0.254925798680386","8"
"8 on Scale 1 to 10","1984","higher vocational","Female","74","0.269186794699564","0.216765008748201","0.321608580650926","8"
"8 on Scale 1 to 10","1984","inadequately","Female","118","0.175033622612563","0.144345571515002","0.205721673710124","8"
"8 on Scale 1 to 10","1984","in school","Male","25","","","","8"
"8 on Scale 1 to 10","1984","in school","Female","25","","","","8"
"8 on Scale 1 to 10","1984","inadequately","Male","88","0.185036033038221","0.148160301074611","0.221911765001831","8"
"8 on Scale 1 to 10","1984","general elemantary","Female","510","0.220559121695675","0.203628965887489","0.237489277503862","8"
"8 on Scale 1 to 10","1984","middle vocational","Male","829","0.253906332668532","0.238735807982861","0.269076857354204","8"
"8 on Scale 1 to 10","1984","middle vocational","Female","646","0.253985628068305","0.237060813200451","0.270910442936158","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Male","54","0.276260926564154","0.21350112996182","0.339020723166488","8"
"8 on Scale 1 to 10","1984","higher vocational","Male","106","0.282733932472125","0.23751558228243","0.32795228266182","8"
"8 on Scale 1 to 10","1984","higher education","Male","172","0.324893240823903","0.285170973599889","0.364615508047916","8"
"8 on Scale 1 to 10","1984","higher education","Female","61","0.229061229180695","0.177584156120995","0.280538302240396","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Female","28","","","","8"
"9 on Scale 1 to 10","1984","in school","Male","11","","","","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Male","24","","","","9"
"9 on Scale 1 to 10","1984","higher education","Male","89","0.171973771403887","0.13996782916587","0.203979713641904","9"
"9 on Scale 1 to 10","1984","in school","Female","12","","","","9"
"9 on Scale 1 to 10","1984","middle vocational","Male","371","0.119771130383218","0.108453877074389","0.131088383692047","9"
"9 on Scale 1 to 10","1984","general elemantary","Female","247","0.0954137658607423","0.0834177409349875","0.107409790786497","9"
"9 on Scale 1 to 10","1984","general elemantary","Male","145","0.116619758461117","0.0980448667112384","0.135194650210996","9"
"9 on Scale 1 to 10","1984","inadequately","Male","38","0.0798954113092518","0.0541486380606151","0.105642184557888","9"
"9 on Scale 1 to 10","1984","inadequately","Female","63","0.0905243660901548","0.0673520884236709","0.113696643756639","9"
"9 on Scale 1 to 10","1984","middle vocational","Female","353","0.137769964667719","0.124369044944318","0.15117088439112","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Female","15","","","","9"
"9 on Scale 1 to 10","1984","higher vocational","Male","49","0.119051587530378","0.0865332423076128","0.151569932753144","9"
"9 on Scale 1 to 10","1984","higher vocational","Female","38","0.12645680082785","0.0871746704376309","0.165738931218068","9"
"9 on Scale 1 to 10","1984","higher education","Female","54","0.201966435793156","0.152787594982771","0.25114527660354","9"
"0 Completely dissatisfied","1985","in school","Male","","","","","0"
"0 Completely dissatisfied","1985","in school","Female","","","","","0"
"0 Completely dissatisfied","1985","inadequately","Male","6","","","","0"
"0 Completely dissatisfied","1985","inadequately","Female","3","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Male","13","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Female","25","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Male","32","0.0118532329795063","0.00787780861732906","0.0158286573416836","0"
"0 Completely dissatisfied","1985","middle vocational","Female","24","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Male","2","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Female","","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Male","2","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Female","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Male","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Female","","","","","0"
"1 on Scale 1 to 10","1985","higher education","Male","","","","","1"
"1 on Scale 1 to 10","1985","in school","Male","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Female","1","","","","1"
"1 on Scale 1 to 10","1985","in school","Female","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Male","5","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Male","3","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Female","18","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Male","14","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Female","10","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Male","1","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Female","","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Male","3","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Female","3","","","","1"
"1 on Scale 1 to 10","1985","higher education","Female","","","","","1"
"10 Completely satisfied","1985","in school","Male","10","","","","10"
"10 Completely satisfied","1985","in school","Female","9","","","","10"
"10 Completely satisfied","1985","inadequately","Male","56","0.176001659293232","0.136442719678588","0.215560598907875","10"
"10 Completely satisfied","1985","general elemantary","Male","145","0.126430999638219","0.106174555317385","0.146687443959053","10"
"10 Completely satisfied","1985","general elemantary","Female","307","0.150096944207398","0.134571285953351","0.165622602461445","10"
"10 Completely satisfied","1985","middle vocational","Male","372","0.132575582304832","0.120118912552205","0.145032252057459","10"
"10 Completely satisfied","1985","middle vocational","Female","338","0.150702914297156","0.13620129565875","0.165204532935562","10"
"10 Completely satisfied","1985","vocational + Abi","Male","29","","","","10"
"10 Completely satisfied","1985","vocational + Abi","Female","12","","","","10"
"10 Completely satisfied","1985","higher vocational","Male","38","0.109969407652606","0.0776968860466438","0.142241929258567","10"
"10 Completely satisfied","1985","higher education","Male","60","0.125842074375118","0.0970567659592861","0.154627382790951","10"
"10 Completely satisfied","1985","higher education","Female","36","0.137654383558028","0.0946873553100226","0.180621411806033","10"
"10 Completely satisfied","1985","inadequately","Female","67","0.154233629315697","0.122189171671206","0.186278086960187","10"
"10 Completely satisfied","1985","higher vocational","Female","38","0.150286710709065","0.106849901831262","0.193723519586868","10"
"2 on Scale 1 to 10","1985","in school","Male","1","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Male","4","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Male","33","0.0112589849877691","0.00738332872017856","0.0151346412553597","2"
"2 on Scale 1 to 10","1985","in school","Female","","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Female","33","0.0179330359203672","0.0121643504288686","0.0237017214118659","2"
"2 on Scale 1 to 10","1985","inadequately","Female","11","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Male","9","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Female","28","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Male","2","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Female","2","","","","2"
"2 on Scale 1 to 10","1985","higher education","Female","4","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Male","3","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Female","4","","","","2"
"2 on Scale 1 to 10","1985","higher education","Male","5","","","","2"
"3 on Scale 1 to 10","1985","in school","Female","1","","","","3"
"3 on Scale 1 to 10","1985","in school","Male","2","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Female","","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Male","9","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Male","18","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Female","23","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Male","35","0.0393780173665834","0.0275233054362671","0.0512327292968997","3"
"3 on Scale 1 to 10","1985","general elemantary","Female","48","0.0243292506572293","0.0176320176246935","0.0310264836897651","3"
"3 on Scale 1 to 10","1985","middle vocational","Male","65","0.02235895317543","0.0169280782077734","0.0277898281430866","3"
"3 on Scale 1 to 10","1985","middle vocational","Female","53","0.0270996743237362","0.0205179142346725","0.0336814344127999","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Male","4","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Female","5","","","","3"
"3 on Scale 1 to 10","1985","higher education","Male","7","","","","3"
"3 on Scale 1 to 10","1985","higher education","Female","2","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Female","75","0.0328564387908179","0.0251076268844474","0.0406052506971884","4"
"4 on Scale 1 to 10","1985","middle vocational","Male","82","0.0286216340852367","0.0224967794830986","0.0347464886873748","4"
"4 on Scale 1 to 10","1985","in school","Female","3","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Male","13","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Female","23","","","","4"
"4 on Scale 1 to 10","1985","general elemantary","Male","40","0.0373024550176421","0.0257519370118114","0.0488529730234728","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Male","6","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Female","6","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Male","5","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Female","4","","","","4"
"4 on Scale 1 to 10","1985","higher education","Male","14","","","","4"
"4 on Scale 1 to 10","1985","higher education","Female","4","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Female","70","0.0305337573867294","0.0235597515182284","0.0375077632552304","4"
"4 on Scale 1 to 10","1985","in school","Male","1","","","","4"
"5 on Scale 1 to 10","1985","in school","Male","9","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Male","348","0.129720922351228","0.117378834232386","0.142063010470069","5"
"5 on Scale 1 to 10","1985","middle vocational","Female","297","0.126177705809533","0.112718212485809","0.139637199133257","5"
"5 on Scale 1 to 10","1985","in school","Female","10","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Male","42","0.109673061665915","0.0772131126958039","0.142133010636026","5"
"5 on Scale 1 to 10","1985","inadequately","Female","65","0.15458144236362","0.12250747034268","0.18665541438456","5"
"5 on Scale 1 to 10","1985","general elemantary","Male","133","0.136959575434264","0.116003999978883","0.157915150889645","5"
"5 on Scale 1 to 10","1985","general elemantary","Female","284","0.142549760190391","0.127352436618505","0.157747083762277","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Male","12","","","","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Female","13","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Male","34","0.0908090350964183","0.0611684633778568","0.12044960681498","5"
"5 on Scale 1 to 10","1985","higher vocational","Female","22","","","","5"
"5 on Scale 1 to 10","1985","higher education","Male","38","0.0782275884103335","0.0549222814860303","0.101532895334637","5"
"5 on Scale 1 to 10","1985","higher education","Female","20","","","","5"
"6 on Scale 1 to 10","1985","in school","Female","5","","","","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Female","14","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Male","33","0.0925020106850762","0.0624051280823735","0.122598893287779","6"
"6 on Scale 1 to 10","1985","inadequately","Female","45","0.105519864278855","0.0782620742248757","0.132777654332834","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Male","19","","","","6"
"6 on Scale 1 to 10","1985","middle vocational","Female","198","0.0858874330886981","0.0745297305823302","0.0972451355950659","6"
"6 on Scale 1 to 10","1985","in school","Male","11","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Male","102","0.100526376317813","0.0821980819316104","0.118854670704015","6"
"6 on Scale 1 to 10","1985","higher education","Female","18","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Female","188","0.0920225551343738","0.0794575093386348","0.104587600930113","6"
"6 on Scale 1 to 10","1985","middle vocational","Male","265","0.0933181531002515","0.082633390303753","0.10400291589675","6"
"6 on Scale 1 to 10","1985","higher vocational","Male","35","0.105914298762704","0.0741703198207174","0.13765827770469","6"
"6 on Scale 1 to 10","1985","higher vocational","Female","23","","","","6"
"6 on Scale 1 to 10","1985","higher education","Male","37","0.0686314382841577","0.0466889770241253","0.0905738995441901","6"
"7 on Scale 1 to 10","1985","inadequately","Male","59","0.14085712953911","0.104720702967133","0.176993556111087","7"
"7 on Scale 1 to 10","1985","in school","Female","6","","","","7"
"7 on Scale 1 to 10","1985","in school","Male","22","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Female","90","0.176874644680409","0.143021114706398","0.21072817465442","7"
"7 on Scale 1 to 10","1985","general elemantary","Male","167","0.167217627569225","0.144472173436297","0.189963081702153","7"
"7 on Scale 1 to 10","1985","general elemantary","Female","338","0.166085808685933","0.149908497236039","0.182263120135827","7"
"7 on Scale 1 to 10","1985","middle vocational","Male","522","0.177512657342428","0.16347697173157","0.191548342953285","7"
"7 on Scale 1 to 10","1985","middle vocational","Female","385","0.1584426682499","0.143641235191178","0.173244101308622","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Male","33","0.202605845790347","0.142537402476816","0.262674289103879","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Female","19","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Male","82","0.231729035087243","0.188203719688206","0.27525435048628","7"
"7 on Scale 1 to 10","1985","higher education","Male","101","0.20385287648807","0.168889119735368","0.238816633240772","7"
"7 on Scale 1 to 10","1985","higher education","Female","51","0.207917840709722","0.157308508337472","0.258527173081972","7"
"7 on Scale 1 to 10","1985","higher vocational","Female","40","0.147528503408204","0.104422345173997","0.19063466164241","7"
"8 on Scale 1 to 10","1985","inadequately","Female","93","0.157511822676616","0.125191427208966","0.189832218144266","8"
"8 on Scale 1 to 10","1985","general elemantary","Male","250","0.24308474585174","0.216939646058739","0.269229845644741","8"
"8 on Scale 1 to 10","1985","higher vocational","Female","93","0.352817210154892","0.294734111449907","0.410900308859876","8"
"8 on Scale 1 to 10","1985","general elemantary","Female","486","0.245469568882183","0.226762031932925","0.264177105831442","8"
"8 on Scale 1 to 10","1985","in school","Male","38","0.343964311398812","0.255989264998808","0.431939357798817","8"
"8 on Scale 1 to 10","1985","in school","Female","15","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Male","84","0.23034031248229","0.186602461767775","0.274078163196805","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Male","49","0.318869821012385","0.249222303998951","0.38851733802582","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Female","31","0.320439206331562","0.231604608710833","0.409273803952292","8"
"8 on Scale 1 to 10","1985","higher vocational","Male","111","0.312464582845424","0.264651975599346","0.360277190091502","8"
"8 on Scale 1 to 10","1985","middle vocational","Male","769","0.267654117907864","0.251391163513083","0.283917072302645","8"
"8 on Scale 1 to 10","1985","middle vocational","Female","631","0.261429922319198","0.243618469742821","0.279241374895576","8"
"8 on Scale 1 to 10","1985","higher education","Male","170","0.324324123425946","0.283696460900423","0.364951785951469","8"
"8 on Scale 1 to 10","1985","higher education","Female","80","0.313228585551554","0.25538750279347","0.371069668309638","8"
"9 on Scale 1 to 10","1985","in school","Male","18","","","","9"
"9 on Scale 1 to 10","1985","higher education","Male","77","0.146671917796319","0.115967949616273","0.177375885976365","9"
"9 on Scale 1 to 10","1985","general elemantary","Female","231","0.110613574945878","0.0969793999403686","0.124247749951388","9"
"9 on Scale 1 to 10","1985","middle vocational","Male","345","0.120275086880362","0.108326524848156","0.132223648912568","9"
"9 on Scale 1 to 10","1985","middle vocational","Female","304","0.131471158695112","0.117773914287081","0.145168403103142","9"
"9 on Scale 1 to 10","1985","in school","Female","26","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Male","137","0.124104673103754","0.104008748449095","0.144200597758413","9"
"9 on Scale 1 to 10","1985","inadequately","Male","36","0.111253634825057","0.0785896537508906","0.143917615899223","9"
"9 on Scale 1 to 10","1985","inadequately","Female","67","0.103204882029267","0.0762128911452536","0.130196872913281","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Male","15","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Female","9","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Male","39","0.0897895552440582","0.0602993151993595","0.119279795288757","9"
"9 on Scale 1 to 10","1985","higher vocational","Female","27","","","","9"
"9 on Scale 1 to 10","1985","higher education","Female","32","0.132888750574441","0.0905555471252156","0.175221954023666","9"
"0 Completely dissatisfied","1986","in school","Female","","","","","0"
"0 Completely dissatisfied","1986","in school","Male","1","","","","0"
"0 Completely dissatisfied","1986","inadequately","Male","4","","","","0"
"0 Completely dissatisfied","1986","inadequately","Female","4","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Male","4","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Female","16","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Male","12","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Female","15","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Male","","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Female","","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Male","1","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Female","1","","","","0"
"0 Completely dissatisfied","1986","higher education","Male","3","","","","0"
"0 Completely dissatisfied","1986","higher education","Female","","","","","0"
"1 on Scale 1 to 10","1986","higher education","Male","1","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Male","7","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Female","1","","","","1"
"1 on Scale 1 to 10","1986","in school","Male","","","","","1"
"1 on Scale 1 to 10","1986","in school","Female","","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Male","4","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Female","10","","","","1"
"1 on Scale 1 to 10","1986","middle vocational","Male","15","","","","1"
