"plh0182","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","1-pers.-HH","18","","","","0"
"0 Completely dissatisfied","1984","Not Employed","(Married) couple without C. ","25","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Single parent ","6","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. LE 16 ","11","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. GT 16 ","9","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. LE and GT 16","10","","","","0"
"0 Completely dissatisfied","1984","Employed","1-pers.-HH","7","","","","0"
"0 Completely dissatisfied","1984","Employed","(Married) couple without C. ","8","","","","0"
"0 Completely dissatisfied","1984","Employed","Single parent ","7","","","","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. LE 16 ","13","","","","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. GT 16 ","2","","","","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. LE and GT 16","12","","","","0"
"1 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","5","","","","1"
"1 on Scale 1 to 10","1984","Employed","Single parent ","5","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","6","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","6","","","","1"
"1 on Scale 1 to 10","1984","Employed","1-pers.-HH","12","","","","1"
"1 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","5","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","6","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","2","","","","1"
"10 Completely satisfied","1984","Employed","1-pers.-HH","113","0.153630267037079","0.12648765126665","0.180772882807508","10"
"10 Completely satisfied","1984","Employed","(Married) couple without C. ","360","0.237563619550549","0.215946764302233","0.259180474798865","10"
"10 Completely satisfied","1984","Employed","Single parent ","40","0.115213365491556","0.0817642392868018","0.148662491696309","10"
"10 Completely satisfied","1984","Employed","Couple + C. LE 16 ","412","0.185794771208398","0.169490300701033","0.202099241715763","10"
"10 Completely satisfied","1984","Employed","Couple + C. GT 16 ","262","0.188944565185319","0.167607174942585","0.210281955428053","10"
"10 Completely satisfied","1984","Employed","Couple + C. LE and GT 16","196","0.157126410930311","0.135707956135545","0.178544865725078","10"
"10 Completely satisfied","1984","Not Employed","1-pers.-HH","149","0.240734571479407","0.20801841959773","0.273450723361085","10"
"10 Completely satisfied","1984","Not Employed","(Married) couple without C. ","309","0.264574477129604","0.239637765711133","0.289511188548074","10"
"10 Completely satisfied","1984","Not Employed","Single parent ","21","","","","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. LE 16 ","178","0.190241361084548","0.164382658990202","0.216100063178894","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. GT 16 ","121","0.167256241860359","0.13928788834921","0.195224595371509","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. LE and GT 16","114","0.158405342538103","0.129238713178136","0.187571971898071","10"
"2 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","21","","","","2"
"2 on Scale 1 to 10","1984","Employed","1-pers.-HH","10","","","","2"
"2 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","4","","","","2"
"2 on Scale 1 to 10","1984","Employed","Single parent ","4","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","16","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","18","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","7","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","18","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Single parent ","6","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","12","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","11","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","5","","","","2"
"3 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","19","","","","3"
"3 on Scale 1 to 10","1984","Employed","1-pers.-HH","18","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","13","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","23","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","22","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","Single parent ","11","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","26","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","21","","","","3"
"3 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","16","","","","3"
"3 on Scale 1 to 10","1984","Employed","Single parent ","8","","","","3"
"3 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","27","","","","3"
"3 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","20","","","","3"
"4 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","26","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","22","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","24","","","","4"
"4 on Scale 1 to 10","1984","Employed","1-pers.-HH","21","","","","4"
"4 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","30","0.0166508903389153","0.0101514892789858","0.0231502913988448","4"
"4 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","21","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","Single parent ","16","","","","4"
"4 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","46","0.017338587008212","0.0118667668556712","0.0228104071607528","4"
"4 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","18","","","","4"
"4 on Scale 1 to 10","1984","Employed","Single parent ","20","","","","4"
"4 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","26","","","","4"
"4 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","33","0.0248709052394258","0.0163825082574072","0.0333593022214443","4"
"5 on Scale 1 to 10","1984","Not Employed","Single parent ","45","0.185858598001121","0.135477039408362","0.23624015659388","5"
"5 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","133","0.112526299893362","0.0946613985435067","0.130391201243217","5"
"5 on Scale 1 to 10","1984","Employed","1-pers.-HH","100","0.151037879924707","0.124084058857774","0.177991700991639","5"
"5 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","140","0.0858094321889429","0.0715833070599422","0.100035557317944","5"
"5 on Scale 1 to 10","1984","Employed","Single parent ","60","0.152022635523444","0.114407699516888","0.18963757153","5"
"5 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","223","0.0962319581710401","0.0838693198484949","0.108594596493585","5"
"5 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","135","0.104466843775645","0.0877951816422088","0.12113850590908","5"
"5 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","131","0.116707688024278","0.0978110616584565","0.1356043143901","5"
"5 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","102","0.153831211465025","0.126222451401224","0.181439971528826","5"
"5 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","105","0.117784840918986","0.0965470953536002","0.139022586484371","5"
"5 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","77","0.112516842562693","0.0888353610509738","0.136198324074413","5"
"5 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","74","0.116237576124411","0.0906345744847485","0.141840577764073","5"
"6 on Scale 1 to 10","1984","Not Employed","Single parent ","22","","","","6"
"6 on Scale 1 to 10","1984","Employed","Single parent ","40","0.113764662304707","0.0804992974319933","0.147030027177421","6"
"6 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","113","0.0893672778806651","0.0732401604638498","0.105494395297481","6"
"6 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","71","0.0737232022064011","0.0583432563659693","0.0891031480468328","6"
"6 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","50","0.0764534270369193","0.0561193693811827","0.0967874846926559","6"
"6 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","108","0.0725386586338196","0.0593641808174441","0.085713136450195","6"
"6 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","191","0.0834849902221892","0.0718892893537952","0.0950806910905832","6"
"6 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","100","0.0851848775803412","0.0699690090227875","0.100400746137895","6"
"6 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","67","0.0715055762746251","0.0545295491254433","0.0884816034238069","6"
"6 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","51","0.079335097777915","0.0590814378123498","0.0995887577434802","6"
"6 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","52","0.092457875396398","0.0693183100787489","0.115597440714047","6"
"6 on Scale 1 to 10","1984","Employed","1-pers.-HH","61","0.0902649847290896","0.0686949742542466","0.111834995203933","6"
"7 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","76","0.109957849237685","0.0860183767247026","0.133897321750667","7"
"7 on Scale 1 to 10","1984","Not Employed","Single parent ","29","","","","7"
"7 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","125","0.136137651027895","0.113543925163397","0.158731376892392","7"
"7 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","180","0.144838662406723","0.124942828860552","0.164734495952893","7"
"7 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","109","0.161466211024354","0.133890853563629","0.189041568485079","7"
"7 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","89","0.171563182709569","0.141447577981842","0.201678787437296","7"
"7 on Scale 1 to 10","1984","Employed","Single parent ","67","0.22277990214895","0.179186166688651","0.26637363760925","7"
"7 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","335","0.161331170423391","0.145911417833006","0.176750923013777","7"
"7 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","199","0.164267599096972","0.144071922694903","0.184463275499041","7"
"7 on Scale 1 to 10","1984","Employed","1-pers.-HH","99","0.16141486566664","0.133721318388087","0.189108412945192","7"
"7 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","233","0.159305741673706","0.140717620401037","0.177893862946375","7"
"7 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","195","0.182897978732712","0.160145699276115","0.205650258189309","7"
"8 on Scale 1 to 10","1984","Employed","1-pers.-HH","158","0.235673670821564","0.203726810172058","0.26762053147107","8"
"8 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","373","0.25779356330536","0.23557586142308","0.28001126518764","8"
