"plh0182","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","no migration background","98","0.0123211050536433","0.00999623941023758","0.0146459706970491","0"
"0 Completely dissatisfied","1984","direct migration background","48","0.00946545618932907","0.00621121031637351","0.0127197020622846","0"
"0 Completely dissatisfied","1984","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1984","direct migration background","24","","","","1"
"1 on Scale 1 to 10","1984","no migration background","45","0.00541032336219064","0.00386436167304257","0.00695628505133871","1"
"1 on Scale 1 to 10","1984","indirect migration background","","","","","1"
"10 Completely satisfied","1984","no migration background","1657","0.195146638824414","0.186794377745938","0.203498899902891","10"
"10 Completely satisfied","1984","direct migration background","721","0.203879600170452","0.190339526170469","0.217419674170434","10"
"10 Completely satisfied","1984","indirect migration background","28","","","","10"
"2 on Scale 1 to 10","1984","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","43","0.0138268845276629","0.00990239185598429","0.0177513771993416","2"
"2 on Scale 1 to 10","1984","no migration background","110","0.0132360245788772","0.0108275028544115","0.015644546303343","2"
"3 on Scale 1 to 10","1984","direct migration background","81","0.0236136734313207","0.0185105344544764","0.0287168124081649","3"
"3 on Scale 1 to 10","1984","no migration background","167","0.0199113509164509","0.0169672805534402","0.0228554212794617","3"
"3 on Scale 1 to 10","1984","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","no migration background","209","0.0240361610768215","0.0208083020535275","0.0272640201001155","4"
"4 on Scale 1 to 10","1984","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","121","0.0363729892593845","0.0300809886692913","0.0426649898494776","4"
"5 on Scale 1 to 10","1984","no migration background","968","0.11540606656454","0.10867240258981","0.122139730539271","5"
"5 on Scale 1 to 10","1984","direct migration background","458","0.143834450701917","0.132040614035952","0.155628287367883","5"
"5 on Scale 1 to 10","1984","indirect migration background","17","","","","5"
"6 on Scale 1 to 10","1984","no migration background","707","0.0827400261673347","0.0769341309871551","0.0885459213475143","6"
"6 on Scale 1 to 10","1984","direct migration background","275","0.0820254487477703","0.0728032515742836","0.0912476459212569","6"
"6 on Scale 1 to 10","1984","indirect migration background","8","","","","6"
"7 on Scale 1 to 10","1984","indirect migration background","12","","","","7"
"7 on Scale 1 to 10","1984","no migration background","1400","0.159260615703018","0.151548917345545","0.16697231406049","7"
"7 on Scale 1 to 10","1984","direct migration background","455","0.131794463082209","0.120425924677672","0.143163001486746","7"
"8 on Scale 1 to 10","1984","indirect migration background","35","0.362019877596474","0.278764386178975","0.445275369013972","8"
"8 on Scale 1 to 10","1984","direct migration background","773","0.225960374233701","0.211904996718614","0.240015751748787","8"
"8 on Scale 1 to 10","1984","no migration background","2200","0.25018852293018","0.241060538809798","0.259316507050563","8"
"9 on Scale 1 to 10","1984","indirect migration background","25","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","402","0.121542969025775","0.110561259373002","0.132524678678548","9"
"9 on Scale 1 to 10","1984","no migration background","1088","0.122343164822529","0.115437311218141","0.129249018426917","9"
"0 Completely dissatisfied","1985","no migration background","75","0.00987445340907124","0.00770364949556993","0.0120452573225726","0"
"0 Completely dissatisfied","1985","direct migration background","34","0.0108725602433499","0.00712015207566249","0.0146249684110374","0"
"0 Completely dissatisfied","1985","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","23","","","","1"
"1 on Scale 1 to 10","1985","no migration background","36","0.00499227998834405","0.00344495470239003","0.00653960527429806","1"
"10 Completely satisfied","1985","no migration background","1080","0.139081053553768","0.131484194848039","0.146677912259497","10"
"10 Completely satisfied","1985","direct migration background","431","0.141513849963385","0.12890184433236","0.15412585559441","10"
"10 Completely satisfied","1985","indirect migration background","23","","","","10"
"2 on Scale 1 to 10","1985","direct migration background","42","0.0172201224332114","0.0125129047602711","0.0219273401061517","2"
"2 on Scale 1 to 10","1985","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1985","no migration background","95","0.0126155066305085","0.0101652338835072","0.0150657793775098","2"
"3 on Scale 1 to 10","1985","direct migration background","80","0.025304188613255","0.0196215662752415","0.0309868109512686","3"
"3 on Scale 1 to 10","1985","no migration background","194","0.0252535745714706","0.0218090745966697","0.0286980745462716","3"
"3 on Scale 1 to 10","1985","indirect migration background","2","","","","3"
"4 on Scale 1 to 10","1985","no migration background","233","0.0297091530597904","0.025981675537477","0.0334366305821038","4"
"4 on Scale 1 to 10","1985","indirect migration background","4","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","113","0.0338953803243015","0.0273475054562763","0.0404432551923268","4"
"5 on Scale 1 to 10","1985","no migration background","950","0.122327957084816","0.115134329937811","0.129521584231821","5"
"5 on Scale 1 to 10","1985","direct migration background","380","0.146396598140308","0.133605389072648","0.159187807207967","5"
"5 on Scale 1 to 10","1985","indirect migration background","12","","","","5"
"6 on Scale 1 to 10","1985","no migration background","718","0.0898757966674005","0.0835967944158166","0.0961547989189843","6"
"6 on Scale 1 to 10","1985","direct migration background","279","0.10447411929339","0.0934063151204328","0.115541923466347","6"
"6 on Scale 1 to 10","1985","indirect migration background","6","","","","6"
"7 on Scale 1 to 10","1985","no migration background","1427","0.174499427547101","0.166166940964828","0.182831914129373","7"
"7 on Scale 1 to 10","1985","indirect migration background","19","","","","7"
"7 on Scale 1 to 10","1985","direct migration background","486","0.158028277527409","0.144829485295827","0.171227069758991","7"
"8 on Scale 1 to 10","1985","indirect migration background","42","0.362710779101758","0.283910348652825","0.441511209550691","8"
"8 on Scale 1 to 10","1985","direct migration background","694","0.231809510059166","0.216540245354952","0.24707877476338","8"
"8 on Scale 1 to 10","1985","no migration background","2193","0.270543312395157","0.260790337935165","0.280296286855149","8"
"9 on Scale 1 to 10","1985","indirect migration background","32","0.125993525144877","0.0716044704248172","0.180382579864937","9"
"9 on Scale 1 to 10","1985","no migration background","969","0.121227485092573","0.114061800127882","0.128393170057265","9"
"9 on Scale 1 to 10","1985","direct migration background","372","0.125806896086627","0.11380709773314","0.137806694440114","9"
"0 Completely dissatisfied","1986","no migration background","40","0.00528644098265091","0.00365666019148422","0.00691622177381761","0"
"0 Completely dissatisfied","1986","direct migration background","23","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1986","no migration background","33","0.00485432986566983","0.00329223842411823","0.00641642130722143","1"
"1 on Scale 1 to 10","1986","direct migration background","20","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","","","","","1"
"10 Completely satisfied","1986","direct migration background","377","0.129287807029663","0.116963274511724","0.141612339547602","10"
"10 Completely satisfied","1986","no migration background","882","0.120968994139326","0.113640114091522","0.12829787418713","10"
"10 Completely satisfied","1986","indirect migration background","22","","","","10"
"2 on Scale 1 to 10","1986","no migration background","86","0.0122039923743065","0.00973634511598819","0.0146716396326248","2"
"2 on Scale 1 to 10","1986","direct migration background","36","0.0122594043713408","0.00821727234752268","0.0163015363951589","2"
"2 on Scale 1 to 10","1986","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1986","direct migration background","80","0.0278810480489366","0.0218336492423284","0.0339284468555448","3"
"3 on Scale 1 to 10","1986","no migration background","154","0.0200180360025981","0.0168701553652679","0.0231659166399282","3"
"3 on Scale 1 to 10","1986","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1986","no migration background","197","0.0255945941694854","0.0220452963029306","0.0291438920360403","4"
"4 on Scale 1 to 10","1986","indirect migration background","7","","","","4"
"4 on Scale 1 to 10","1986","direct migration background","93","0.0240259905866628","0.0184010992772652","0.0296508818960603","4"
"5 on Scale 1 to 10","1986","no migration background","870","0.117905316808804","0.110657240136336","0.125153393481273","5"
"5 on Scale 1 to 10","1986","direct migration background","394","0.136056931583583","0.123463118133409","0.148650745033756","5"
"5 on Scale 1 to 10","1986","indirect migration background","14","","","","5"
"6 on Scale 1 to 10","1986","no migration background","672","0.088355853674669","0.0819772029917514","0.0947345043575867","6"
"6 on Scale 1 to 10","1986","direct migration background","268","0.0867211002474749","0.0763835303512999","0.0970586701436498","6"
"6 on Scale 1 to 10","1986","indirect migration background","12","","","","6"
"7 on Scale 1 to 10","1986","no migration background","1389","0.180641491022616","0.171994913878774","0.189288068166459","7"
"7 on Scale 1 to 10","1986","indirect migration background","21","","","","7"
"7 on Scale 1 to 10","1986","direct migration background","487","0.194667254165841","0.180123099369327","0.209211408962356","7"
"8 on Scale 1 to 10","1986","indirect migration background","46","0.289798864508789","0.218607910512712","0.360989818504866","8"
"8 on Scale 1 to 10","1986","direct migration background","681","0.245946338059306","0.230127460503496","0.261765215615117","8"
"8 on Scale 1 to 10","1986","no migration background","2231","0.289987987794568","0.279789839234455","0.300186136354682","8"
"9 on Scale 1 to 10","1986","indirect migration background","31","0.177716700038034","0.117729216040633","0.237704184035436","9"
"9 on Scale 1 to 10","1986","no migration background","1051","0.134182963165305","0.126522408173383","0.141843518157227","9"
"9 on Scale 1 to 10","1986","direct migration background","388","0.128437599055391","0.116147661111516","0.140727536999267","9"
"0 Completely dissatisfied","1987","no migration background","49","0.00743698312637338","0.00548811909204364","0.00938584716070312","0"
"0 Completely dissatisfied","1987","direct migration background","23","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1987","no migration background","37","0.00542662716822021","0.00376019552151973","0.00709305881492069","1"
"1 on Scale 1 to 10","1987","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","22","","","","1"
"10 Completely satisfied","1987","no migration background","681","0.0945483671533698","0.0879114905532746","0.101185243753465","10"
"10 Completely satisfied","1987","direct migration background","326","0.114328210028043","0.102618893903361","0.126037526152725","10"
"10 Completely satisfied","1987","indirect migration background","23","","","","10"
"2 on Scale 1 to 10","1987","no migration background","96","0.0142483660845879","0.0115601115719157","0.0169366205972601","2"
"2 on Scale 1 to 10","1987","indirect migration background","4","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","38","0.00899382922033531","0.00551983636573106","0.0124678220749395","2"
"3 on Scale 1 to 10","1987","direct migration background","79","0.0243829901375009","0.0187075233515716","0.0300584569234301","3"
"3 on Scale 1 to 10","1987","no migration background","193","0.0274261369934024","0.0237214824563598","0.031130791530445","3"
"3 on Scale 1 to 10","1987","indirect migration background","1","","","","3"
"4 on Scale 1 to 10","1987","no migration background","270","0.0368871772600974","0.0326117414339956","0.0411626130861992","4"
"4 on Scale 1 to 10","1987","direct migration background","88","0.0326746674252339","0.0261326711619233","0.0392166636885445","4"
"4 on Scale 1 to 10","1987","indirect migration background","4","","","","4"
"5 on Scale 1 to 10","1987","direct migration background","361","0.148048765257616","0.13498019171115","0.161117338804083","5"
"5 on Scale 1 to 10","1987","no migration background","880","0.120828675205315","0.113435587430075","0.128221762980555","5"
"5 on Scale 1 to 10","1987","indirect migration background","12","","","","5"
"6 on Scale 1 to 10","1987","direct migration background","301","0.122142100129393","0.110092761063565","0.134191439195221","6"
"6 on Scale 1 to 10","1987","no migration background","718","0.0960375499571881","0.0893541134043932","0.102720986509983","6"
"6 on Scale 1 to 10","1987","indirect migration background","6","","","","6"
"7 on Scale 1 to 10","1987","no migration background","1483","0.196335092683391","0.187324765392356","0.205345419974427","7"
"7 on Scale 1 to 10","1987","direct migration background","504","0.177305812766174","0.163251839458447","0.191359786073901","7"
"7 on Scale 1 to 10","1987","indirect migration background","32","0.150407097990126","0.0975952504624844","0.203218945517767","7"
"8 on Scale 1 to 10","1987","direct migration background","745","0.241745174527245","0.225990663755703","0.257499685298786","8"
"8 on Scale 1 to 10","1987","indirect migration background","52","0.293077360920469","0.22583099209341","0.360323729747528","8"
"8 on Scale 1 to 10","1987","no migration background","2078","0.276121266350871","0.265980122680282","0.286262410021461","8"
"9 on Scale 1 to 10","1987","indirect migration background","40","0.179276346841836","0.122606540435762","0.235946153247909","9"
"9 on Scale 1 to 10","1987","no migration background","981","0.124703758017183","0.117209624939492","0.132197891094875","9"
"9 on Scale 1 to 10","1987","direct migration background","350","0.116912449228679","0.10508882323282","0.128736075224539","9"
"0 Completely dissatisfied","1988","no migration background","47","0.00762324190118479","0.00559681176290713","0.00964967203946246","0"
"0 Completely dissatisfied","1988","direct migration background","19","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1988","no migration background","34","0.0055880739405123","0.00385132226186368","0.00732482561916091","1"
"1 on Scale 1 to 10","1988","direct migration background","17","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","","","","","1"
"10 Completely satisfied","1988","no migration background","586","0.0880753687735813","0.0814725374718154","0.0946782000753473","10"
"10 Completely satisfied","1988","direct migration background","277","0.0968262896934167","0.0856281978998714","0.108024381486962","10"
"10 Completely satisfied","1988","indirect migration background","30","0.104309569992778","0.0641918073954277","0.144427332590129","10"
"2 on Scale 1 to 10","1988","no migration background","104","0.015088441903651","0.0122482720871042","0.0179286117201978","2"
"2 on Scale 1 to 10","1988","direct migration background","30","0.00954136379755569","0.00586020007583513","0.0132225275192763","2"
"2 on Scale 1 to 10","1988","indirect migration background","3","","","","2"
"3 on Scale 1 to 10","1988","direct migration background","65","0.0276959855166911","0.0214819864259664","0.0339099846074159","3"
"3 on Scale 1 to 10","1988","no migration background","231","0.0356572481836938","0.0313369560392398","0.0399775403281478","3"
"3 on Scale 1 to 10","1988","indirect migration background","5","","","","3"
"4 on Scale 1 to 10","1988","no migration background","262","0.0378947940684561","0.0334461818413048","0.0423434062956075","4"
"4 on Scale 1 to 10","1988","indirect migration background","3","","","","4"
"4 on Scale 1 to 10","1988","direct migration background","102","0.0463500250875434","0.0383887758219021","0.0543112743531848","4"
"5 on Scale 1 to 10","1988","direct migration background","321","0.130701993235163","0.117937981891548","0.143466004578778","5"
"5 on Scale 1 to 10","1988","indirect migration background","17","","","","5"
"5 on Scale 1 to 10","1988","no migration background","893","0.132694923358763","0.124791111543458","0.140598735174068","5"
"6 on Scale 1 to 10","1988","no migration background","654","0.0932811385849365","0.086505398513302","0.100056878656571","6"
"6 on Scale 1 to 10","1988","direct migration background","286","0.109898306468607","0.0980548887302647","0.121741724206949","6"
"6 on Scale 1 to 10","1988","indirect migration background","17","","","","6"
"7 on Scale 1 to 10","1988","direct migration background","511","0.194295185198911","0.179312807785561","0.209277562612261","7"
"7 on Scale 1 to 10","1988","no migration background","1357","0.185859307264317","0.176796444963529","0.194922169565105","7"
