"plh0182","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","Rural Area","Female","9","","","","0"
"0 Completely dissatisfied","1985","Rural Area","Male","12","","","","0"
"0 Completely dissatisfied","1985","Urban Area","Female","45","0.0102510527812673","0.00729157663000671","0.013210528932528","0"
"0 Completely dissatisfied","1985","Urban Area","Male","44","0.00983967806606413","0.00689763888190714","0.0127817172502211","0"
"1 on Scale 1 to 10","1985","Rural Area","Female","7","","","","1"
"1 on Scale 1 to 10","1985","Rural Area","Male","9","","","","1"
"1 on Scale 1 to 10","1985","Urban Area","Male","17","","","","1"
"1 on Scale 1 to 10","1985","Urban Area","Female","26","","","","1"
"10 Completely satisfied","1985","Rural Area","Female","179","0.15141952326259","0.130755892678388","0.172083153846791","10"
"10 Completely satisfied","1985","Rural Area","Male","146","0.127587072509701","0.108021800642686","0.147152344376715","10"
"10 Completely satisfied","1985","Urban Area","Female","637","0.147516293370675","0.137097171335425","0.157935415405925","10"
"10 Completely satisfied","1985","Urban Area","Male","572","0.129760183643776","0.119744157509621","0.139776209777931","10"
"2 on Scale 1 to 10","1985","Rural Area","Female","18","","","","2"
"2 on Scale 1 to 10","1985","Rural Area","Male","14","","","","2"
"2 on Scale 1 to 10","1985","Urban Area","Female","64","0.0138717440402646","0.0104353708638983","0.0173081172166309","2"
"2 on Scale 1 to 10","1985","Urban Area","Male","43","0.0107748396515316","0.00769762187074945","0.0138520574323138","2"
"3 on Scale 1 to 10","1985","Rural Area","Female","33","0.0333742993729108","0.0230203885144563","0.0437282102313653","3"
"3 on Scale 1 to 10","1985","Urban Area","Male","115","0.02558973339699","0.0208831142786518","0.0302963525153281","3"
"3 on Scale 1 to 10","1985","Rural Area","Male","27","","","","3"
"3 on Scale 1 to 10","1985","Urban Area","Female","101","0.0228441367712894","0.0184544110804094","0.0272338624621694","3"
"4 on Scale 1 to 10","1985","Rural Area","Female","55","0.0414999084377495","0.030002794836311","0.052997022039188","4"
"4 on Scale 1 to 10","1985","Rural Area","Male","34","0.0321014470522173","0.0217643467664206","0.0424385473380139","4"
"4 on Scale 1 to 10","1985","Urban Area","Female","133","0.0289618635462145","0.0240346716092836","0.0338890554831455","4"
